year,regtyp,sex,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1987,Urban regions,male,FDP,0.03876,122,4051,0.03281,0.04470
1987,Urban regions,male,Bündnis90/Grüne,0.04788,193,4051,0.04130,0.05445
1987,Urban regions,female,Not leaning towards specific party,0.38927,1939,4104,0.37435,0.40419
1987,Urban regions,female,SPD,0.25991,983,4104,0.24649,0.27333
1987,Urban regions,female,CDU/CSU,0.26856,883,4104,0.25500,0.28213
1987,Urban regions,female,FDP,0.03231,98,4104,0.02690,0.03772
1987,Urban regions,female,Bündnis90/Grüne,0.04674,201,4104,0.04028,0.05320
1987,Rural regions,male,Not leaning towards specific party,0.32649,402,1058,0.29822,0.35476
1987,Rural regions,male,SPD,0.24852,258,1058,0.22246,0.27457
1987,Rural regions,male,CDU/CSU,0.35833,333,1058,0.32942,0.38724
1987,Rural regions,male,FDP,0.03415,33,1058,0.02320,0.04510
1987,Rural regions,male,Bündnis90/Grüne,0.02683,32,1058,0.01709,0.03658
1987,Rural regions,female,Not leaning towards specific party,0.40727,522,1101,0.37823,0.43630
1987,Rural regions,female,SPD,0.21227,231,1101,0.18810,0.23643
1987,Rural regions,female,CDU/CSU,0.32088,308,1101,0.29330,0.34847
1987,Rural regions,female,Bündnis90/Grüne,0.02782,40,1101,0.01810,0.03754
1988,Urban regions,male,Not leaning towards specific party,0.36616,1707,3866,0.35097,0.38135
1988,Urban regions,male,SPD,0.30943,1159,3866,0.29486,0.32401
1988,Urban regions,male,CDU/CSU,0.24500,756,3866,0.23144,0.25856
1988,Urban regions,male,FDP,0.03232,99,3866,0.02674,0.03789
1988,Urban regions,male,Bündnis90/Grüne,0.03841,145,3866,0.03236,0.04447
1988,Urban regions,female,Not leaning towards specific party,0.42964,2035,3947,0.41419,0.44508
1988,Urban regions,female,SPD,0.26782,955,3947,0.25400,0.28164
1988,Urban regions,female,CDU/CSU,0.23418,733,3947,0.22097,0.24739
1988,Urban regions,female,FDP,0.02348,72,3947,0.01875,0.02820
1988,Urban regions,female,Bündnis90/Grüne,0.04038,152,3947,0.03424,0.04653
1988,Rural regions,male,Not leaning towards specific party,0.38336,438,956,0.35252,0.41419
1988,Rural regions,male,SPD,0.28196,263,956,0.25342,0.31049
1988,Rural regions,male,CDU/CSU,0.28071,255,956,0.25221,0.30921
1988,Rural regions,female,Not leaning towards specific party,0.44621,529,1003,0.41543,0.47699
1988,Rural regions,female,SPD,0.22183,214,1003,0.19610,0.24755
1988,Rural regions,female,CDU/CSU,0.28897,260,1003,0.26090,0.31703
1989,Urban regions,male,Not leaning towards specific party,0.37595,1623,3756,0.36046,0.39144
1989,Urban regions,male,SPD,0.31187,1169,3756,0.29705,0.32669
1989,Urban regions,male,CDU/CSU,0.21791,655,3756,0.20471,0.23111
1989,Urban regions,male,FDP,0.01971,62,3756,0.01526,0.02415
1989,Urban regions,male,Bündnis90/Grüne,0.04009,146,3756,0.03382,0.04637
1989,Urban regions,male,Others,0.03447,101,3756,0.02863,0.04030
1989,Urban regions,female,Not leaning towards specific party,0.45483,2040,3880,0.43916,0.47050
1989,Urban regions,female,SPD,0.26436,961,3880,0.25048,0.27824
1989,Urban regions,female,CDU/CSU,0.20785,617,3880,0.19508,0.22062
1989,Urban regions,female,FDP,0.01387,44,3880,0.01019,0.01755
1989,Urban regions,female,Bündnis90/Grüne,0.04396,173,3880,0.03751,0.05041
1989,Urban regions,female,Others,0.01513,45,3880,0.01129,0.01897
1989,Rural regions,male,Not leaning towards specific party,0.40919,436,907,0.37718,0.44121
1989,Rural regions,male,SPD,0.26444,250,907,0.23572,0.29316
1989,Rural regions,male,CDU/CSU,0.26080,221,907,0.23221,0.28939
1989,Rural regions,female,Not leaning towards specific party,0.47833,520,934,0.44628,0.51039
1989,Rural regions,female,SPD,0.19845,189,934,0.17286,0.22404
1989,Rural regions,female,CDU/CSU,0.26578,225,934,0.23743,0.29413
1990,Urban regions,male,Not leaning towards specific party,0.35308,1522,3662,0.33760,0.36856
1990,Urban regions,male,SPD,0.32667,1192,3662,0.31148,0.34186
1990,Urban regions,male,CDU/CSU,0.24031,707,3662,0.22647,0.25415
1990,Urban regions,male,FDP,0.02952,86,3662,0.02403,0.03500
1990,Urban regions,male,Bündnis90/Grüne,0.03266,116,3662,0.02690,0.03842
1990,Urban regions,male,Far right parties,0.01353,39,3662,0.00978,0.01727
1990,Urban regions,female,Not leaning towards specific party,0.42302,1897,3756,0.40722,0.43882
1990,Urban regions,female,SPD,0.29184,1018,3756,0.27730,0.30638
1990,Urban regions,female,CDU/CSU,0.22002,642,3756,0.20677,0.23327
1990,Urban regions,female,FDP,0.02360,74,3756,0.01875,0.02846
1990,Urban regions,female,Bündnis90/Grüne,0.03383,125,3756,0.02805,0.03961
1990,Rural regions,male,Not leaning towards specific party,0.40305,420,927,0.37145,0.43464
1990,Rural regions,male,SPD,0.25710,235,927,0.22895,0.28525
1990,Rural regions,male,CDU/CSU,0.28043,240,927,0.25149,0.30936
1990,Rural regions,male,Bündnis90/Grüne,0.02580,32,927,0.01559,0.03601
1990,Rural regions,female,Not leaning towards specific party,0.46807,517,944,0.43622,0.49992
1990,Rural regions,female,SPD,0.22875,208,944,0.20194,0.25555
1990,Rural regions,female,CDU/CSU,0.25130,219,944,0.22361,0.27898
1991,Urban regions,male,Not leaning towards specific party,0.35679,924,2488,0.33796,0.37562
1991,Urban regions,male,SPD,0.29582,731,2488,0.27789,0.31376
1991,Urban regions,male,CDU/CSU,0.26597,664,2488,0.24861,0.28334
1991,Urban regions,male,FDP,0.03784,86,2488,0.03034,0.04534
1991,Urban regions,male,Bündnis90/Grüne,0.03144,83,2488,0.02458,0.03830
1991,Urban regions,female,Not leaning towards specific party,0.42315,1217,2789,0.40481,0.44149
1991,Urban regions,female,SPD,0.27284,773,2789,0.25630,0.28937
1991,Urban regions,female,CDU/CSU,0.22860,613,2789,0.21301,0.24419
1991,Urban regions,female,FDP,0.03195,80,2789,0.02542,0.03848
1991,Urban regions,female,Bündnis90/Grüne,0.03759,106,2789,0.03053,0.04465
1991,Rural regions,male,Not leaning towards specific party,0.39569,343,784,0.36144,0.42994
1991,Rural regions,male,SPD,0.23821,198,784,0.20837,0.26805
1991,Rural regions,male,CDU/CSU,0.30087,243,784,0.26874,0.33299
1991,Rural regions,female,Not leaning towards specific party,0.44654,408,834,0.41278,0.48030
1991,Rural regions,female,SPD,0.21818,182,834,0.19013,0.24623
1991,Rural regions,female,CDU/CSU,0.29638,244,834,0.26537,0.32739
1992,No answer / don't know,female,Not leaning towards specific party,0.66846,42,42,0.52436,0.81256
1992,Urban regions,male,Not leaning towards specific party,0.45596,2177,4166,0.44083,0.47108
1992,Urban regions,male,SPD,0.25128,1003,4166,0.23811,0.26446
1992,Urban regions,male,CDU/CSU,0.21280,712,4166,0.20037,0.22523
1992,Urban regions,male,FDP,0.02789,86,4166,0.02288,0.03289
1992,Urban regions,male,Bündnis90/Grüne,0.03343,135,4166,0.02797,0.03889
1992,Urban regions,male,Others,0.01327,53,4166,0.00979,0.01675
1992,Urban regions,female,Not leaning towards specific party,0.53256,2659,4379,0.51779,0.54734
1992,Urban regions,female,SPD,0.22087,868,4379,0.20858,0.23316
1992,Urban regions,female,CDU/CSU,0.18497,631,4379,0.17347,0.19647
1992,Urban regions,female,FDP,0.01996,67,4379,0.01581,0.02410
1992,Urban regions,female,Bündnis90/Grüne,0.03379,154,4379,0.02844,0.03914
1992,Rural regions,male,Not leaning towards specific party,0.52672,1261,2157,0.50564,0.54780
1992,Rural regions,male,SPD,0.18477,362,2157,0.16839,0.20115
1992,Rural regions,male,CDU/CSU,0.20781,390,2157,0.19068,0.22494
1992,Rural regions,male,FDP,0.02398,50,2157,0.01752,0.03043
1992,Rural regions,male,Bündnis90/Grüne,0.02132,53,2157,0.01522,0.02742
1992,Rural regions,male,PDS/Linke,0.01682,41,2157,0.01139,0.02225
1992,Rural regions,female,Not leaning towards specific party,0.61687,1561,2312,0.59705,0.63669
1992,Rural regions,female,SPD,0.14811,287,2312,0.13363,0.16260
1992,Rural regions,female,CDU/CSU,0.18342,340,2312,0.16764,0.19920
1992,Rural regions,female,FDP,0.01630,38,2312,0.01114,0.02147
1992,Rural regions,female,Bündnis90/Grüne,0.01664,53,2312,0.01143,0.02186
1992,Rural regions,female,PDS/Linke,0.01203,33,2312,0.00759,0.01648
1993,Urban regions,male,Not leaning towards specific party,0.50793,2314,4137,0.49270,0.52317
1993,Urban regions,male,SPD,0.22548,929,4137,0.21274,0.23821
1993,Urban regions,male,CDU/CSU,0.17102,575,4137,0.15954,0.18249
1993,Urban regions,male,FDP,0.02308,79,4137,0.01850,0.02766
1993,Urban regions,male,Bündnis90/Grüne,0.04399,173,4137,0.03774,0.05024
1993,Urban regions,male,Far right parties,0.01939,67,4137,0.01519,0.02359
1993,Urban regions,female,Not leaning towards specific party,0.58833,2880,4321,0.57365,0.60301
1993,Urban regions,female,SPD,0.18414,705,4321,0.17259,0.19570
1993,Urban regions,female,CDU/CSU,0.15531,515,4321,0.14451,0.16611
1993,Urban regions,female,FDP,0.01872,55,4321,0.01468,0.02276
1993,Urban regions,female,Bündnis90/Grüne,0.03906,166,4321,0.03328,0.04483
1993,Rural regions,male,Not leaning towards specific party,0.56507,1338,2147,0.54410,0.58605
1993,Rural regions,male,SPD,0.16077,317,2147,0.14523,0.17631
1993,Rural regions,male,CDU/CSU,0.17964,319,2147,0.16339,0.19588
1993,Rural regions,male,FDP,0.02523,43,2147,0.01859,0.03186
1993,Rural regions,male,Bündnis90/Grüne,0.02221,48,2147,0.01597,0.02844
1993,Rural regions,male,PDS/Linke,0.01932,46,2147,0.01350,0.02515
1993,Rural regions,male,Far right parties,0.02294,36,2147,0.01661,0.02928
1993,Rural regions,female,Not leaning towards specific party,0.64791,1633,2277,0.62829,0.66753
1993,Rural regions,female,SPD,0.13092,263,2277,0.11706,0.14477
1993,Rural regions,female,CDU/CSU,0.16014,290,2277,0.14507,0.17520
1993,Rural regions,female,Bündnis90/Grüne,0.02066,50,2277,0.01481,0.02650
1993,Rural regions,female,PDS/Linke,0.01528,41,2277,0.01024,0.02031
1994,Urban regions,male,Not leaning towards specific party,0.46960,2153,4045,0.45422,0.48498
1994,Urban regions,male,SPD,0.25417,987,4045,0.24075,0.26759
1994,Urban regions,male,CDU/CSU,0.18558,601,4045,0.17360,0.19757
1994,Urban regions,male,FDP,0.02031,59,4045,0.01597,0.02466
1994,Urban regions,male,Bündnis90/Grüne,0.04251,157,4045,0.03629,0.04873
1994,Urban regions,male,PDS/Linke,0.00823,38,4045,0.00544,0.01101
1994,Urban regions,male,Far right parties,0.01373,50,4045,0.01015,0.01732
1994,Urban regions,female,Not leaning towards specific party,0.55508,2729,4328,0.54027,0.56988
1994,Urban regions,female,SPD,0.21016,806,4328,0.19802,0.22230
1994,Urban regions,female,CDU/CSU,0.16415,533,4328,0.15311,0.17519
1994,Urban regions,female,FDP,0.01393,46,4328,0.01044,0.01743
1994,Urban regions,female,Bündnis90/Grüne,0.04170,166,4328,0.03574,0.04766
1994,Urban regions,female,PDS/Linke,0.00833,48,4328,0.00563,0.01104
1994,Rural regions,male,Not leaning towards specific party,0.56289,1287,2049,0.54141,0.58438
1994,Rural regions,male,SPD,0.18239,336,2049,0.16567,0.19912
1994,Rural regions,male,CDU/CSU,0.17861,327,2049,0.16202,0.19520
1994,Rural regions,male,Bündnis90/Grüne,0.02020,42,2049,0.01411,0.02630
1994,Rural regions,male,PDS/Linke,0.02214,57,2049,0.01576,0.02851
1994,Rural regions,female,Not leaning towards specific party,0.62490,1557,2233,0.60481,0.64498
1994,Rural regions,female,SPD,0.15200,277,2233,0.13711,0.16690
1994,Rural regions,female,CDU/CSU,0.16597,284,2233,0.15053,0.18140
1994,Rural regions,female,Bündnis90/Grüne,0.02037,51,2233,0.01451,0.02623
1994,Rural regions,female,PDS/Linke,0.02180,64,2233,0.01574,0.02786
1995,Urban regions,male,Not leaning towards specific party,0.43717,2076,4143,0.42207,0.45228
1995,Urban regions,male,SPD,0.25399,997,4143,0.24074,0.26725
1995,Urban regions,male,CDU/CSU,0.21247,743,4143,0.20002,0.22493
1995,Urban regions,male,FDP,0.01815,58,4143,0.01409,0.02222
1995,Urban regions,male,Bündnis90/Grüne,0.05530,209,4143,0.04834,0.06226
1995,Urban regions,male,PDS/Linke,0.01083,60,4143,0.00767,0.01398
1995,Urban regions,female,Not leaning towards specific party,0.51697,2659,4488,0.50235,0.53160
1995,Urban regions,female,SPD,0.20857,830,4488,0.19669,0.22046
1995,Urban regions,female,CDU/CSU,0.19049,670,4488,0.17900,0.20198
1995,Urban regions,female,FDP,0.01285,40,4488,0.00956,0.01615
1995,Urban regions,female,Bündnis90/Grüne,0.05693,238,4488,0.05015,0.06371
1995,Urban regions,female,PDS/Linke,0.00844,51,4488,0.00576,0.01112
1995,Rural regions,male,Not leaning towards specific party,0.49872,1222,2149,0.47757,0.51986
1995,Rural regions,male,SPD,0.19700,355,2149,0.18018,0.21382
1995,Rural regions,male,CDU/CSU,0.22288,441,2149,0.20528,0.24048
1995,Rural regions,male,Bündnis90/Grüne,0.02594,55,2149,0.01922,0.03266
1995,Rural regions,male,PDS/Linke,0.03123,76,2149,0.02387,0.03858
1995,Rural regions,female,Not leaning towards specific party,0.56314,1469,2310,0.54290,0.58337
1995,Rural regions,female,SPD,0.16613,314,2310,0.15095,0.18131
1995,Rural regions,female,CDU/CSU,0.19782,386,2310,0.18157,0.21407
1995,Rural regions,female,Bündnis90/Grüne,0.03031,61,2310,0.02332,0.03731
1995,Rural regions,female,PDS/Linke,0.02732,80,2310,0.02067,0.03396
1996,Urban regions,male,Not leaning towards specific party,0.45807,2129,4083,0.44278,0.47335
1996,Urban regions,male,SPD,0.22641,862,4083,0.21357,0.23925
1996,Urban regions,male,CDU/CSU,0.21938,748,4083,0.20668,0.23207
1996,Urban regions,male,FDP,0.01529,47,4083,0.01153,0.01906
1996,Urban regions,male,Bündnis90/Grüne,0.05460,198,4083,0.04763,0.06157
1996,Urban regions,male,PDS/Linke,0.01246,61,4083,0.00906,0.01586
1996,Urban regions,male,Far right parties,0.01112,38,4083,0.00790,0.01433
1996,Urban regions,female,Not leaning towards specific party,0.54344,2717,4403,0.52873,0.55816
1996,Urban regions,female,SPD,0.18052,710,4403,0.16916,0.19188
1996,Urban regions,female,CDU/CSU,0.18655,637,4403,0.17504,0.19805
1996,Urban regions,female,FDP,0.01445,41,4403,0.01093,0.01798
1996,Urban regions,female,Bündnis90/Grüne,0.05896,245,4403,0.05200,0.06592
1996,Urban regions,female,PDS/Linke,0.00803,53,4403,0.00539,0.01066
1996,Rural regions,male,Not leaning towards specific party,0.51416,1230,2131,0.49293,0.53538
1996,Rural regions,male,SPD,0.16906,326,2131,0.15315,0.18498
1996,Rural regions,male,CDU/CSU,0.22829,435,2131,0.21046,0.24611
1996,Rural regions,male,Bündnis90/Grüne,0.03006,64,2131,0.02281,0.03731
1996,Rural regions,male,PDS/Linke,0.03170,76,2131,0.02426,0.03915
1996,Rural regions,female,Not leaning towards specific party,0.60070,1517,2287,0.58063,0.62078
1996,Rural regions,female,SPD,0.12636,239,2287,0.11274,0.13998
1996,Rural regions,female,CDU/CSU,0.20135,379,2287,0.18491,0.21779
1996,Rural regions,female,Bündnis90/Grüne,0.02833,64,2287,0.02153,0.03513
1996,Rural regions,female,PDS/Linke,0.02855,88,2287,0.02172,0.03537
1997,Urban regions,male,Not leaning towards specific party,0.48213,2216,4029,0.46670,0.49756
1997,Urban regions,male,SPD,0.23569,853,4029,0.22258,0.24879
1997,Urban regions,male,CDU/CSU,0.19547,651,4029,0.18322,0.20772
1997,Urban regions,male,FDP,0.01126,37,4029,0.00800,0.01452
1997,Urban regions,male,Bündnis90/Grüne,0.04811,173,4029,0.04150,0.05471
1997,Urban regions,male,PDS/Linke,0.01011,52,4029,0.00702,0.01320
1997,Urban regions,male,Far right parties,0.01261,47,4029,0.00916,0.01606
1997,Urban regions,female,Not leaning towards specific party,0.55497,2687,4292,0.54010,0.56984
1997,Urban regions,female,SPD,0.18666,701,4292,0.17500,0.19832
1997,Urban regions,female,CDU/CSU,0.17737,607,4292,0.16594,0.18880
1997,Urban regions,female,FDP,0.01145,37,4292,0.00827,0.01464
1997,Urban regions,female,Bündnis90/Grüne,0.05429,216,4292,0.04751,0.06107
1997,Urban regions,female,PDS/Linke,0.00691,44,4292,0.00443,0.00939
1997,Rural regions,male,Not leaning towards specific party,0.52854,1294,2087,0.50712,0.54996
1997,Rural regions,male,SPD,0.18043,313,2087,0.16393,0.19693
1997,Rural regions,male,CDU/CSU,0.20675,366,2087,0.18937,0.22413
1997,Rural regions,male,Bündnis90/Grüne,0.02584,45,2087,0.01903,0.03264
1997,Rural regions,male,PDS/Linke,0.02582,69,2087,0.01902,0.03263
1997,Rural regions,female,Not leaning towards specific party,0.60953,1555,2259,0.58941,0.62965
1997,Rural regions,female,SPD,0.14645,267,2259,0.13187,0.16104
1997,Rural regions,female,CDU/CSU,0.17583,312,2259,0.16012,0.19153
1997,Rural regions,female,Bündnis90/Grüne,0.02666,51,2259,0.02001,0.03330
1997,Rural regions,female,PDS/Linke,0.02592,74,2259,0.01936,0.03247
1998,Urban regions,male,Not leaning towards specific party,0.46810,2325,4407,0.45337,0.48284
1998,Urban regions,male,SPD,0.25620,1062,4407,0.24331,0.26909
1998,Urban regions,male,CDU/CSU,0.18414,694,4407,0.17270,0.19559
1998,Urban regions,male,FDP,0.01508,53,4407,0.01148,0.01868
1998,Urban regions,male,Bündnis90/Grüne,0.04428,176,4407,0.03820,0.05035
1998,Urban regions,male,PDS/Linke,0.00889,53,4407,0.00612,0.01166
1998,Urban regions,male,Far right parties,0.01204,44,4407,0.00882,0.01527
1998,Urban regions,female,Not leaning towards specific party,0.54830,2906,4743,0.53413,0.56246
1998,Urban regions,female,SPD,0.20142,883,4743,0.19001,0.21284
1998,Urban regions,female,CDU/CSU,0.16119,620,4743,0.15073,0.17166
1998,Urban regions,female,FDP,0.01451,47,4743,0.01111,0.01792
1998,Urban regions,female,Bündnis90/Grüne,0.05486,240,4743,0.04838,0.06134
1998,Urban regions,female,PDS/Linke,0.00720,47,4743,0.00480,0.00961
1998,Rural regions,male,Not leaning towards specific party,0.53315,1419,2323,0.51286,0.55344
1998,Rural regions,male,SPD,0.19420,388,2323,0.17811,0.21029
1998,Rural regions,male,CDU/CSU,0.18784,391,2323,0.17195,0.20373
1998,Rural regions,male,Bündnis90/Grüne,0.02031,49,2323,0.01458,0.02605
1998,Rural regions,male,PDS/Linke,0.02771,76,2323,0.02104,0.03439
1998,Rural regions,female,Not leaning towards specific party,0.61692,1712,2476,0.59777,0.63607
1998,Rural regions,female,SPD,0.15191,313,2476,0.13777,0.16605
1998,Rural regions,female,CDU/CSU,0.15700,313,2476,0.14267,0.17134
1998,Rural regions,female,Bündnis90/Grüne,0.02773,65,2476,0.02126,0.03420
1998,Rural regions,female,PDS/Linke,0.02158,73,2476,0.01585,0.02730
1999,Urban regions,male,Not leaning towards specific party,0.43788,2065,4223,0.42292,0.45285
1999,Urban regions,male,SPD,0.25756,1046,4223,0.24437,0.27075
1999,Urban regions,male,CDU/CSU,0.22235,819,4223,0.20981,0.23490
1999,Urban regions,male,FDP,0.01680,57,4223,0.01292,0.02067
1999,Urban regions,male,Bündnis90/Grüne,0.03525,139,4223,0.02969,0.04081
1999,Urban regions,male,PDS/Linke,0.01002,60,4223,0.00702,0.01303
1999,Urban regions,male,Far right parties,0.00861,37,4223,0.00582,0.01139
1999,Urban regions,female,Not leaning towards specific party,0.51409,2611,4560,0.49958,0.52859
1999,Urban regions,female,SPD,0.20913,885,4560,0.19733,0.22094
1999,Urban regions,female,CDU/CSU,0.19547,730,4560,0.18396,0.20698
1999,Urban regions,female,FDP,0.01216,40,4560,0.00898,0.01535
1999,Urban regions,female,Bündnis90/Grüne,0.04117,186,4560,0.03540,0.04694
1999,Urban regions,female,PDS/Linke,0.01288,63,4560,0.00961,0.01615
1999,Urban regions,female,Party combinations,0.01020,45,4560,0.00728,0.01311
1999,Rural regions,male,Not leaning towards specific party,0.46586,1221,2238,0.44519,0.48653
1999,Rural regions,male,SPD,0.21764,428,2238,0.20054,0.23474
1999,Rural regions,male,CDU/CSU,0.22603,452,2238,0.20870,0.24336
1999,Rural regions,male,Bündnis90/Grüne,0.02370,49,2238,0.01739,0.03000
1999,Rural regions,male,PDS/Linke,0.03614,88,2238,0.02841,0.04388
1999,Rural regions,female,Not leaning towards specific party,0.56790,1500,2405,0.54810,0.58770
1999,Rural regions,female,SPD,0.17352,380,2405,0.15838,0.18866
1999,Rural regions,female,CDU/CSU,0.19269,390,2405,0.17692,0.20846
1999,Rural regions,female,Bündnis90/Grüne,0.01761,44,2405,0.01235,0.02286
1999,Rural regions,female,PDS/Linke,0.02850,91,2405,0.02185,0.03515
2000,Urban regions,male,Not leaning towards specific party,0.47230,3687,7425,0.46095,0.48366
2000,Urban regions,male,SPD,0.24715,1762,7425,0.23733,0.25696
2000,Urban regions,male,CDU/CSU,0.19748,1404,7425,0.18843,0.20654
2000,Urban regions,male,FDP,0.01651,111,7425,0.01361,0.01941
2000,Urban regions,male,Bündnis90/Grüne,0.03789,256,7425,0.03355,0.04223
2000,Urban regions,male,PDS/Linke,0.01379,121,7425,0.01113,0.01644
2000,Urban regions,male,Far right parties,0.00625,50,7425,0.00446,0.00804
2000,Urban regions,male,Others,0.00461,34,7425,0.00307,0.00615
2000,Urban regions,female,Not leaning towards specific party,0.54179,4623,8085,0.53092,0.55265
2000,Urban regions,female,SPD,0.20197,1567,8085,0.19322,0.21072
2000,Urban regions,female,CDU/CSU,0.17736,1319,8085,0.16903,0.18568
2000,Urban regions,female,FDP,0.01436,92,8085,0.01177,0.01695
2000,Urban regions,female,Bündnis90/Grüne,0.04127,336,8085,0.03693,0.04560
2000,Urban regions,female,PDS/Linke,0.01064,105,8085,0.00841,0.01288
2000,Urban regions,female,Party combinations,0.00600,43,8085,0.00432,0.00768
2000,Rural regions,male,Not leaning towards specific party,0.53174,2236,3972,0.51622,0.54726
2000,Rural regions,male,SPD,0.17654,667,3972,0.16468,0.18840
2000,Rural regions,male,CDU/CSU,0.20627,770,3972,0.19368,0.21885
2000,Rural regions,male,FDP,0.01229,45,3972,0.00886,0.01572
2000,Rural regions,male,Bündnis90/Grüne,0.01673,69,3972,0.01274,0.02072
2000,Rural regions,male,PDS/Linke,0.03631,153,3972,0.03049,0.04213
2000,Rural regions,male,Far right parties,0.00726,32,3972,0.00462,0.00990
2000,Rural regions,female,Not leaning towards specific party,0.61982,2747,4214,0.60516,0.63448
2000,Rural regions,female,SPD,0.14483,576,4214,0.13420,0.15546
2000,Rural regions,female,CDU/CSU,0.16943,666,4214,0.15810,0.18075
2000,Rural regions,female,Bündnis90/Grüne,0.01768,79,4214,0.01370,0.02166
2000,Rural regions,female,PDS/Linke,0.02959,146,4214,0.02447,0.03471
2001,Urban regions,male,Not leaning towards specific party,0.49599,3458,6760,0.48407,0.50791
2001,Urban regions,male,SPD,0.23537,1558,6760,0.22526,0.24548
2001,Urban regions,male,CDU/CSU,0.18472,1213,6760,0.17547,0.19397
2001,Urban regions,male,FDP,0.02330,139,6760,0.01970,0.02689
2001,Urban regions,male,Bündnis90/Grüne,0.03376,226,6760,0.02945,0.03806
2001,Urban regions,male,PDS/Linke,0.01174,94,6760,0.00917,0.01430
2001,Urban regions,male,Far right parties,0.00487,39,6760,0.00321,0.00653
2001,Urban regions,male,Others,0.00477,33,6760,0.00313,0.00641
2001,Urban regions,female,Not leaning towards specific party,0.56332,4398,7415,0.55203,0.57461
2001,Urban regions,female,SPD,0.19856,1419,7415,0.18948,0.20764
2001,Urban regions,female,CDU/CSU,0.16234,1088,7415,0.15395,0.17074
2001,Urban regions,female,FDP,0.01290,80,7415,0.01033,0.01547
2001,Urban regions,female,Bündnis90/Grüne,0.04096,315,7415,0.03645,0.04547
2001,Urban regions,female,PDS/Linke,0.01003,82,7415,0.00776,0.01230
2001,Urban regions,female,Party combinations,0.00481,33,7415,0.00324,0.00639
