year,age_gr,quintil_oecd,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,30-45 y.,1st Quintile,SPD,0.28650,212,756,0.25425,0.31875
1984,30-45 y.,1st Quintile,CDU/CSU,0.20779,105,756,0.17885,0.23673
1984,30-45 y.,2nd Quintile,Not leaning towards specific party,0.41715,389,755,0.38195,0.45234
1984,30-45 y.,2nd Quintile,SPD,0.33383,244,755,0.30016,0.36749
1984,30-45 y.,2nd Quintile,CDU/CSU,0.20751,122,755,0.17856,0.23645
1984,30-45 y.,3rd Quintile,Not leaning towards specific party,0.38402,335,724,0.34857,0.41947
1984,30-45 y.,3rd Quintile,SPD,0.31161,233,724,0.27785,0.34538
1984,30-45 y.,3rd Quintile,CDU/CSU,0.25198,156,724,0.22034,0.28363
1984,30-45 y.,4th Quintile,Not leaning towards specific party,0.33655,322,735,0.30237,0.37074
1984,30-45 y.,4th Quintile,SPD,0.34463,252,735,0.31025,0.37901
1984,30-45 y.,4th Quintile,CDU/CSU,0.26041,161,735,0.22866,0.29216
1984,30-45 y.,5th Quintile,Not leaning towards specific party,0.33390,284,755,0.30024,0.36756
1984,30-45 y.,5th Quintile,SPD,0.28349,218,755,0.25132,0.31566
1984,30-45 y.,5th Quintile,CDU/CSU,0.30454,218,755,0.27169,0.33739
1984,30-45 y.,5th Quintile,Bündnis90/Grüne,0.04599,35,755,0.03104,0.06094
1984,46-65 y.,1st Quintile,Not leaning towards specific party,0.43623,292,544,0.39452,0.47795
1984,46-65 y.,1st Quintile,SPD,0.27105,143,544,0.23366,0.30844
1984,46-65 y.,1st Quintile,CDU/CSU,0.27614,109,544,0.23853,0.31374
1984,46-65 y.,2nd Quintile,Not leaning towards specific party,0.34533,286,635,0.30832,0.38235
1984,46-65 y.,2nd Quintile,SPD,0.35527,201,635,0.31801,0.39252
1984,46-65 y.,2nd Quintile,CDU/CSU,0.28647,148,635,0.25128,0.32167
1984,46-65 y.,3rd Quintile,Not leaning towards specific party,0.34324,283,668,0.30721,0.37927
1984,46-65 y.,3rd Quintile,SPD,0.30478,204,668,0.26985,0.33972
1984,46-65 y.,3rd Quintile,CDU/CSU,0.32630,181,668,0.29072,0.36188
1984,46-65 y.,4th Quintile,Not leaning towards specific party,0.36068,310,745,0.32617,0.39519
1984,46-65 y.,4th Quintile,SPD,0.30753,232,745,0.27437,0.34069
1984,46-65 y.,4th Quintile,CDU/CSU,0.30974,203,745,0.27652,0.34297
1984,46-65 y.,5th Quintile,Not leaning towards specific party,0.30425,293,866,0.27358,0.33491
1984,46-65 y.,5th Quintile,SPD,0.24091,212,866,0.21241,0.26940
1984,46-65 y.,5th Quintile,CDU/CSU,0.40158,327,866,0.36891,0.43425
1984,46-65 y.,5th Quintile,FDP,0.04388,34,866,0.03023,0.05753
1984,66 and older,1st Quintile,Not leaning towards specific party,0.44418,157,337,0.39105,0.49731
1984,66 and older,1st Quintile,SPD,0.23783,81,337,0.19231,0.28336
1984,66 and older,1st Quintile,CDU/CSU,0.28325,99,337,0.23507,0.33143
1984,66 and older,2nd Quintile,Not leaning towards specific party,0.34473,93,268,0.28772,0.40174
1984,66 and older,2nd Quintile,SPD,0.37527,101,268,0.31719,0.43335
1984,66 and older,2nd Quintile,CDU/CSU,0.26364,74,268,0.21079,0.31649
1984,66 and older,3rd Quintile,Not leaning towards specific party,0.34004,77,225,0.27800,0.40208
1984,66 and older,3rd Quintile,SPD,0.23536,57,225,0.17981,0.29092
1984,66 and older,3rd Quintile,CDU/CSU,0.39116,91,225,0.32725,0.45506
1984,66 and older,4th Quintile,Not leaning towards specific party,0.40630,84,198,0.33771,0.47488
1984,66 and older,4th Quintile,SPD,0.21381,40,198,0.15655,0.27106
1984,66 and older,4th Quintile,CDU/CSU,0.35923,74,198,0.29223,0.42622
1984,66 and older,5th Quintile,Not leaning towards specific party,0.32307,64,178,0.25417,0.39196
1984,66 and older,5th Quintile,SPD,0.20402,38,178,0.14465,0.26339
1984,66 and older,5th Quintile,CDU/CSU,0.39765,76,178,0.32555,0.46975
1985,17-29 y.,1st Quintile,Not leaning towards specific party,0.60979,514,763,0.57515,0.64442
1985,17-29 y.,1st Quintile,SPD,0.16304,134,763,0.13681,0.18927
1985,17-29 y.,1st Quintile,CDU/CSU,0.09097,47,763,0.07055,0.11139
1985,17-29 y.,1st Quintile,Bündnis90/Grüne,0.12284,68,763,0.09953,0.14615
1985,17-29 y.,2nd Quintile,Not leaning towards specific party,0.57660,355,576,0.53621,0.61698
1985,17-29 y.,2nd Quintile,SPD,0.20218,114,576,0.16935,0.23501
1985,17-29 y.,2nd Quintile,CDU/CSU,0.13063,60,576,0.10308,0.15817
1985,17-29 y.,2nd Quintile,Bündnis90/Grüne,0.08056,47,576,0.05831,0.10280
1985,17-29 y.,3rd Quintile,Not leaning towards specific party,0.54547,366,638,0.50680,0.58413
1985,17-29 y.,3rd Quintile,SPD,0.20012,134,638,0.16905,0.23119
1985,17-29 y.,3rd Quintile,CDU/CSU,0.16433,89,638,0.13555,0.19311
1985,17-29 y.,3rd Quintile,Bündnis90/Grüne,0.07958,49,638,0.05856,0.10060
1985,17-29 y.,4th Quintile,Not leaning towards specific party,0.55642,356,622,0.51734,0.59549
1985,17-29 y.,4th Quintile,SPD,0.19342,129,622,0.16235,0.22449
1985,17-29 y.,4th Quintile,CDU/CSU,0.15873,88,622,0.12999,0.18747
1985,17-29 y.,4th Quintile,Bündnis90/Grüne,0.07878,49,622,0.05759,0.09997
1985,17-29 y.,5th Quintile,Not leaning towards specific party,0.46240,237,486,0.41803,0.50678
1985,17-29 y.,5th Quintile,SPD,0.18798,104,486,0.15321,0.22275
1985,17-29 y.,5th Quintile,CDU/CSU,0.25739,112,486,0.21848,0.29630
1985,17-29 y.,5th Quintile,Bündnis90/Grüne,0.07046,33,486,0.04769,0.09324
1985,30-45 y.,1st Quintile,Not leaning towards specific party,0.48399,398,660,0.44583,0.52214
1985,30-45 y.,1st Quintile,SPD,0.26273,168,660,0.22912,0.29633
1985,30-45 y.,1st Quintile,CDU/CSU,0.21033,94,660,0.17921,0.24144
1985,30-45 y.,2nd Quintile,Not leaning towards specific party,0.39245,371,721,0.35678,0.42811
1985,30-45 y.,2nd Quintile,SPD,0.35160,228,721,0.31672,0.38647
1985,30-45 y.,2nd Quintile,CDU/CSU,0.21811,122,721,0.18794,0.24827
1985,30-45 y.,3rd Quintile,Not leaning towards specific party,0.34399,257,607,0.30617,0.38181
1985,30-45 y.,3rd Quintile,SPD,0.33516,210,607,0.29757,0.37274
1985,30-45 y.,3rd Quintile,CDU/CSU,0.26779,140,607,0.23254,0.30305
1985,30-45 y.,4th Quintile,Not leaning towards specific party,0.36416,275,628,0.32650,0.40183
1985,30-45 y.,4th Quintile,SPD,0.32658,217,628,0.28987,0.36329
1985,30-45 y.,4th Quintile,CDU/CSU,0.22855,136,628,0.19568,0.26142
1985,30-45 y.,5th Quintile,Not leaning towards specific party,0.31185,238,701,0.27754,0.34617
1985,30-45 y.,5th Quintile,SPD,0.30231,212,701,0.26829,0.33634
1985,30-45 y.,5th Quintile,CDU/CSU,0.27884,184,701,0.24562,0.31206
1985,30-45 y.,5th Quintile,FDP,0.04757,31,701,0.03180,0.06334
1985,30-45 y.,5th Quintile,Bündnis90/Grüne,0.05657,36,701,0.03946,0.07368
1985,46-65 y.,1st Quintile,Not leaning towards specific party,0.42843,288,519,0.38582,0.47105
1985,46-65 y.,1st Quintile,SPD,0.26335,127,519,0.22542,0.30128
1985,46-65 y.,1st Quintile,CDU/CSU,0.27626,104,519,0.23775,0.31477
1985,46-65 y.,2nd Quintile,Not leaning towards specific party,0.36017,242,538,0.31957,0.40078
1985,46-65 y.,2nd Quintile,SPD,0.32488,163,538,0.28527,0.36449
1985,46-65 y.,2nd Quintile,CDU/CSU,0.28574,133,538,0.24753,0.32395
1985,46-65 y.,3rd Quintile,Not leaning towards specific party,0.35926,299,675,0.32304,0.39549
1985,46-65 y.,3rd Quintile,SPD,0.31809,208,675,0.28293,0.35325
1985,46-65 y.,3rd Quintile,CDU/CSU,0.28626,168,675,0.25213,0.32038
1985,46-65 y.,4th Quintile,Not leaning towards specific party,0.38271,306,684,0.34626,0.41917
1985,46-65 y.,4th Quintile,SPD,0.29720,198,684,0.26292,0.33148
1985,46-65 y.,4th Quintile,CDU/CSU,0.29044,180,684,0.25639,0.32449
1985,46-65 y.,5th Quintile,Not leaning towards specific party,0.32877,280,783,0.29584,0.36170
1985,46-65 y.,5th Quintile,SPD,0.21243,180,783,0.18376,0.24110
1985,46-65 y.,5th Quintile,CDU/CSU,0.40592,292,783,0.37150,0.44034
1985,46-65 y.,5th Quintile,FDP,0.04492,31,783,0.03041,0.05944
1985,66 and older,1st Quintile,Not leaning towards specific party,0.46980,119,245,0.40718,0.53243
1985,66 and older,1st Quintile,SPD,0.20380,52,245,0.15326,0.25435
1985,66 and older,1st Quintile,CDU/CSU,0.28283,74,245,0.22632,0.33934
1985,66 and older,2nd Quintile,Not leaning towards specific party,0.41353,108,252,0.35261,0.47446
1985,66 and older,2nd Quintile,SPD,0.29950,74,252,0.24284,0.35617
1985,66 and older,2nd Quintile,CDU/CSU,0.25685,70,252,0.20280,0.31090
1985,66 and older,3rd Quintile,Not leaning towards specific party,0.32678,72,211,0.26334,0.39022
1985,66 and older,3rd Quintile,SPD,0.30789,68,211,0.24545,0.37032
1985,66 and older,3rd Quintile,CDU/CSU,0.33876,71,211,0.27475,0.40278
1985,66 and older,4th Quintile,Not leaning towards specific party,0.38403,77,190,0.31469,0.45337
1985,66 and older,4th Quintile,SPD,0.20985,38,190,0.15179,0.26790
1985,66 and older,4th Quintile,CDU/CSU,0.37107,75,190,0.30220,0.43994
1985,66 and older,5th Quintile,Not leaning towards specific party,0.29369,47,157,0.22222,0.36516
1985,66 and older,5th Quintile,SPD,0.20859,37,157,0.14483,0.27234
1985,66 and older,5th Quintile,CDU/CSU,0.41286,73,157,0.33559,0.49012
1986,17-29 y.,1st Quintile,Not leaning towards specific party,0.55471,394,651,0.51650,0.59291
1986,17-29 y.,1st Quintile,SPD,0.20665,134,651,0.17553,0.23778
1986,17-29 y.,1st Quintile,CDU/CSU,0.07915,49,651,0.05839,0.09990
1986,17-29 y.,1st Quintile,Bündnis90/Grüne,0.14847,74,651,0.12114,0.17581
1986,17-29 y.,2nd Quintile,Not leaning towards specific party,0.58914,395,576,0.54892,0.62935
1986,17-29 y.,2nd Quintile,SPD,0.21162,119,576,0.17823,0.24500
1986,17-29 y.,2nd Quintile,CDU/CSU,0.14621,62,576,0.11733,0.17509
1986,17-29 y.,3rd Quintile,Not leaning towards specific party,0.57792,380,612,0.53876,0.61709
1986,17-29 y.,3rd Quintile,SPD,0.21858,124,612,0.18581,0.25135
1986,17-29 y.,3rd Quintile,CDU/CSU,0.12270,67,612,0.09669,0.14872
1986,17-29 y.,3rd Quintile,Bündnis90/Grüne,0.07328,41,612,0.05262,0.09395
1986,17-29 y.,4th Quintile,Not leaning towards specific party,0.54061,380,652,0.50232,0.57889
1986,17-29 y.,4th Quintile,SPD,0.21560,143,652,0.18401,0.24720
1986,17-29 y.,4th Quintile,CDU/CSU,0.16280,86,652,0.13444,0.19116
1986,17-29 y.,4th Quintile,Bündnis90/Grüne,0.07238,43,652,0.05248,0.09229
1986,17-29 y.,5th Quintile,Not leaning towards specific party,0.47780,247,457,0.43196,0.52365
1986,17-29 y.,5th Quintile,SPD,0.17894,90,457,0.14376,0.21412
1986,17-29 y.,5th Quintile,CDU/CSU,0.27031,120,457,0.22954,0.31107
1986,30-45 y.,1st Quintile,Not leaning towards specific party,0.46955,345,575,0.42872,0.51038
1986,30-45 y.,1st Quintile,SPD,0.30306,164,575,0.26546,0.34065
1986,30-45 y.,1st Quintile,CDU/CSU,0.16054,66,575,0.13051,0.19058
1986,30-45 y.,2nd Quintile,Not leaning towards specific party,0.43028,346,671,0.39279,0.46777
1986,30-45 y.,2nd Quintile,SPD,0.30325,205,671,0.26844,0.33805
1986,30-45 y.,2nd Quintile,CDU/CSU,0.23218,120,671,0.20020,0.26415
1986,30-45 y.,3rd Quintile,Not leaning towards specific party,0.35547,271,605,0.31730,0.39365
1986,30-45 y.,3rd Quintile,SPD,0.31711,189,605,0.28000,0.35422
1986,30-45 y.,3rd Quintile,CDU/CSU,0.26290,145,605,0.22780,0.29801
1986,30-45 y.,4th Quintile,Not leaning towards specific party,0.35760,265,617,0.31975,0.39545
1986,30-45 y.,4th Quintile,SPD,0.33392,201,617,0.29667,0.37116
1986,30-45 y.,4th Quintile,CDU/CSU,0.22865,119,617,0.19549,0.26182
1986,30-45 y.,4th Quintile,Bündnis90/Grüne,0.05079,32,617,0.03345,0.06813
1986,30-45 y.,5th Quintile,Not leaning towards specific party,0.37429,264,672,0.33767,0.41091
1986,30-45 y.,5th Quintile,SPD,0.26045,178,672,0.22724,0.29366
1986,30-45 y.,5th Quintile,CDU/CSU,0.25670,162,672,0.22365,0.28976
1986,30-45 y.,5th Quintile,FDP,0.05635,35,672,0.03890,0.07380
1986,30-45 y.,5th Quintile,Bündnis90/Grüne,0.04856,33,672,0.03229,0.06482
1986,46-65 y.,1st Quintile,Not leaning towards specific party,0.46266,299,538,0.42049,0.50483
1986,46-65 y.,1st Quintile,SPD,0.28248,146,538,0.24440,0.32056
1986,46-65 y.,1st Quintile,CDU/CSU,0.23742,93,538,0.20143,0.27341
1986,46-65 y.,2nd Quintile,Not leaning towards specific party,0.38334,243,526,0.34175,0.42493
1986,46-65 y.,2nd Quintile,SPD,0.32403,162,526,0.28399,0.36406
1986,46-65 y.,2nd Quintile,CDU/CSU,0.26769,121,526,0.22981,0.30556
1986,46-65 y.,3rd Quintile,Not leaning towards specific party,0.35686,273,606,0.31869,0.39504
1986,46-65 y.,3rd Quintile,SPD,0.32318,187,606,0.28592,0.36045
1986,46-65 y.,3rd Quintile,CDU/CSU,0.29084,146,606,0.25466,0.32703
1986,46-65 y.,4th Quintile,Not leaning towards specific party,0.30941,280,726,0.27576,0.34306
1986,46-65 y.,4th Quintile,SPD,0.31956,222,726,0.28562,0.35351
1986,46-65 y.,4th Quintile,CDU/CSU,0.34471,224,726,0.31012,0.37931
1986,46-65 y.,5th Quintile,Not leaning towards specific party,0.30691,249,748,0.27383,0.33998
1986,46-65 y.,5th Quintile,SPD,0.20695,162,748,0.17790,0.23600
1986,46-65 y.,5th Quintile,CDU/CSU,0.42737,306,748,0.39190,0.46285
1986,46-65 y.,5th Quintile,FDP,0.04504,31,748,0.03017,0.05992
1986,66 and older,1st Quintile,Not leaning towards specific party,0.42577,111,249,0.36423,0.48731
1986,66 and older,1st Quintile,SPD,0.25922,63,249,0.20468,0.31376
1986,66 and older,1st Quintile,CDU/CSU,0.29974,75,249,0.24272,0.35677
1986,66 and older,2nd Quintile,Not leaning towards specific party,0.34966,90,233,0.28830,0.41102
1986,66 and older,2nd Quintile,SPD,0.32382,78,233,0.26361,0.38404
1986,66 and older,2nd Quintile,CDU/CSU,0.28617,65,233,0.22801,0.34433
1986,66 and older,3rd Quintile,Not leaning towards specific party,0.47383,98,195,0.40356,0.54409
1986,66 and older,3rd Quintile,SPD,0.21406,40,195,0.15634,0.27178
1986,66 and older,3rd Quintile,CDU/CSU,0.26747,57,195,0.20519,0.32976
1986,66 and older,4th Quintile,Not leaning towards specific party,0.34315,60,160,0.26935,0.41694
1986,66 and older,4th Quintile,SPD,0.29412,51,160,0.22330,0.36495
1986,66 and older,4th Quintile,CDU/CSU,0.30406,49,160,0.23255,0.37556
1986,66 and older,5th Quintile,Not leaning towards specific party,0.33947,56,118,0.25367,0.42528
1986,66 and older,5th Quintile,CDU/CSU,0.42586,62,118,0.33626,0.51546
1987,17-29 y.,1st Quintile,Not leaning towards specific party,0.52010,383,640,0.48137,0.55884
1987,17-29 y.,1st Quintile,SPD,0.20749,138,640,0.17605,0.23894
1987,17-29 y.,1st Quintile,CDU/CSU,0.11451,53,640,0.08982,0.13920
1987,17-29 y.,1st Quintile,Bündnis90/Grüne,0.13859,66,640,0.11180,0.16538
1987,17-29 y.,2nd Quintile,Not leaning towards specific party,0.47698,347,616,0.43751,0.51646
1987,17-29 y.,2nd Quintile,SPD,0.23705,136,616,0.20344,0.27066
1987,17-29 y.,2nd Quintile,CDU/CSU,0.19330,87,616,0.16209,0.22451
1987,17-29 y.,2nd Quintile,Bündnis90/Grüne,0.07737,46,616,0.05626,0.09849
1987,17-29 y.,3rd Quintile,Not leaning towards specific party,0.51124,331,600,0.47120,0.55127
1987,17-29 y.,3rd Quintile,SPD,0.18741,118,600,0.15616,0.21866
1987,17-29 y.,3rd Quintile,CDU/CSU,0.19383,96,600,0.16218,0.22549
1987,17-29 y.,3rd Quintile,Bündnis90/Grüne,0.09971,55,600,0.07572,0.12370
1987,17-29 y.,4th Quintile,Not leaning towards specific party,0.49781,321,615,0.45826,0.53736
1987,17-29 y.,4th Quintile,SPD,0.19006,130,615,0.15903,0.22109
1987,17-29 y.,4th Quintile,CDU/CSU,0.21047,115,615,0.17823,0.24272
1987,17-29 y.,4th Quintile,Bündnis90/Grüne,0.07920,49,615,0.05784,0.10057
1987,17-29 y.,5th Quintile,Not leaning towards specific party,0.44084,227,438,0.39429,0.48739
1987,17-29 y.,5th Quintile,SPD,0.17976,83,438,0.14376,0.21576
1987,17-29 y.,5th Quintile,CDU/CSU,0.29350,128,438,0.25081,0.33620
1987,30-45 y.,1st Quintile,Not leaning towards specific party,0.43719,297,516,0.39435,0.48003
1987,30-45 y.,1st Quintile,SPD,0.30962,158,516,0.26969,0.34956
1987,30-45 y.,1st Quintile,CDU/CSU,0.16343,61,516,0.13149,0.19536
1987,30-45 y.,2nd Quintile,Not leaning towards specific party,0.41744,330,626,0.37878,0.45610
1987,30-45 y.,2nd Quintile,SPD,0.27694,172,626,0.24185,0.31202
1987,30-45 y.,2nd Quintile,CDU/CSU,0.24243,124,626,0.20883,0.27602
1987,30-45 y.,3rd Quintile,Not leaning towards specific party,0.30824,265,632,0.27221,0.34427
1987,30-45 y.,3rd Quintile,SPD,0.30895,185,632,0.27290,0.34500
1987,30-45 y.,3rd Quintile,CDU/CSU,0.28756,143,632,0.25224,0.32288
1987,30-45 y.,3rd Quintile,Bündnis90/Grüne,0.06183,39,632,0.04303,0.08062
1987,30-45 y.,4th Quintile,Not leaning towards specific party,0.33033,250,564,0.29148,0.36918
1987,30-45 y.,4th Quintile,SPD,0.32202,184,564,0.28342,0.36061
1987,30-45 y.,4th Quintile,CDU/CSU,0.25466,130,564,0.21867,0.29065
1987,30-45 y.,5th Quintile,Not leaning towards specific party,0.30430,229,675,0.26956,0.33904
1987,30-45 y.,5th Quintile,SPD,0.26346,171,675,0.23020,0.29672
1987,30-45 y.,5th Quintile,CDU/CSU,0.28637,180,675,0.25224,0.32050
1987,30-45 y.,5th Quintile,FDP,0.06667,45,675,0.04784,0.08550
1987,30-45 y.,5th Quintile,Bündnis90/Grüne,0.07921,50,675,0.05882,0.09960
1987,46-65 y.,1st Quintile,Not leaning towards specific party,0.42814,274,498,0.38464,0.47165
1987,46-65 y.,1st Quintile,SPD,0.28039,129,498,0.24090,0.31988
1987,46-65 y.,1st Quintile,CDU/CSU,0.24600,95,498,0.20814,0.28387
1987,46-65 y.,2nd Quintile,Not leaning towards specific party,0.30751,230,522,0.26788,0.34713
1987,46-65 y.,2nd Quintile,SPD,0.30125,148,522,0.26186,0.34065
1987,46-65 y.,2nd Quintile,CDU/CSU,0.34796,144,522,0.30706,0.38887
1987,46-65 y.,3rd Quintile,Not leaning towards specific party,0.27271,227,605,0.23719,0.30823
1987,46-65 y.,3rd Quintile,SPD,0.34499,196,605,0.30708,0.38290
1987,46-65 y.,3rd Quintile,CDU/CSU,0.34645,182,605,0.30850,0.38440
1987,46-65 y.,4th Quintile,Not leaning towards specific party,0.28518,264,697,0.25164,0.31872
1987,46-65 y.,4th Quintile,SPD,0.31689,218,697,0.28233,0.35146
1987,46-65 y.,4th Quintile,CDU/CSU,0.33816,215,697,0.30301,0.37330
1987,46-65 y.,5th Quintile,Not leaning towards specific party,0.26201,227,745,0.23041,0.29360
1987,46-65 y.,5th Quintile,SPD,0.21626,168,745,0.18668,0.24584
1987,46-65 y.,5th Quintile,CDU/CSU,0.43132,299,745,0.39573,0.46691
1987,46-65 y.,5th Quintile,FDP,0.07673,51,745,0.05761,0.09586
1987,66 and older,1st Quintile,Not leaning towards specific party,0.37797,122,295,0.32254,0.43340
1987,66 and older,1st Quintile,SPD,0.28397,87,295,0.23242,0.33551
1987,66 and older,1st Quintile,CDU/CSU,0.28521,86,295,0.23359,0.33682
1987,66 and older,2nd Quintile,Not leaning towards specific party,0.30759,71,214,0.24562,0.36957
1987,66 and older,2nd Quintile,SPD,0.32935,70,214,0.26623,0.39247
1987,66 and older,2nd Quintile,CDU/CSU,0.31856,73,214,0.25599,0.38113
1987,66 and older,3rd Quintile,Not leaning towards specific party,0.36411,84,203,0.29775,0.43046
1987,66 and older,3rd Quintile,SPD,0.25295,52,203,0.19300,0.31290
1987,66 and older,3rd Quintile,CDU/CSU,0.33114,67,203,0.26624,0.39605
1987,66 and older,4th Quintile,Not leaning towards specific party,0.29349,52,154,0.22134,0.36565
1987,66 and older,4th Quintile,SPD,0.28837,46,154,0.21659,0.36015
1987,66 and older,4th Quintile,CDU/CSU,0.34442,56,154,0.26912,0.41971
1987,66 and older,5th Quintile,Not leaning towards specific party,0.27257,43,121,0.19290,0.35224
1987,66 and older,5th Quintile,CDU/CSU,0.52543,78,121,0.43609,0.61478
1988,17-29 y.,1st Quintile,Not leaning towards specific party,0.59327,429,636,0.55507,0.63148
1988,17-29 y.,1st Quintile,SPD,0.18488,110,636,0.15469,0.21508
1988,17-29 y.,1st Quintile,CDU/CSU,0.10821,52,636,0.08405,0.13237
1988,17-29 y.,1st Quintile,Bündnis90/Grüne,0.09213,45,636,0.06964,0.11463
1988,17-29 y.,2nd Quintile,Not leaning towards specific party,0.59908,360,533,0.55743,0.64073
1988,17-29 y.,2nd Quintile,SPD,0.21085,120,533,0.17618,0.24551
1988,17-29 y.,2nd Quintile,CDU/CSU,0.11846,53,533,0.09100,0.14592
1988,17-29 y.,3rd Quintile,Not leaning towards specific party,0.55245,357,585,0.51212,0.59278
1988,17-29 y.,3rd Quintile,SPD,0.19278,114,585,0.16079,0.22478
1988,17-29 y.,3rd Quintile,CDU/CSU,0.14584,73,585,0.11722,0.17447
1988,17-29 y.,3rd Quintile,Bündnis90/Grüne,0.08116,41,585,0.05901,0.10331
1988,17-29 y.,4th Quintile,Not leaning towards specific party,0.51743,343,606,0.47762,0.55725
1988,17-29 y.,4th Quintile,SPD,0.22397,130,606,0.19075,0.25719
1988,17-29 y.,4th Quintile,CDU/CSU,0.18572,97,606,0.15473,0.21670
1988,17-29 y.,4th Quintile,Bündnis90/Grüne,0.06396,36,606,0.04447,0.08346
1988,17-29 y.,5th Quintile,Not leaning towards specific party,0.48791,218,407,0.43929,0.53653
1988,17-29 y.,5th Quintile,SPD,0.22991,100,407,0.18898,0.27084
1988,17-29 y.,5th Quintile,CDU/CSU,0.22626,89,407,0.18556,0.26696
1988,30-45 y.,1st Quintile,Not leaning towards specific party,0.46656,308,497,0.42265,0.51046
1988,30-45 y.,1st Quintile,SPD,0.25089,122,497,0.21274,0.28904
1988,30-45 y.,1st Quintile,CDU/CSU,0.16512,67,497,0.13245,0.19780
1988,30-45 y.,2nd Quintile,Not leaning towards specific party,0.37981,296,607,0.34117,0.41845
1988,30-45 y.,2nd Quintile,SPD,0.32557,199,607,0.28827,0.36288
1988,30-45 y.,2nd Quintile,CDU/CSU,0.23891,112,607,0.20496,0.27286
1988,30-45 y.,3rd Quintile,Not leaning towards specific party,0.41182,285,556,0.37087,0.45276
1988,30-45 y.,3rd Quintile,SPD,0.32663,180,556,0.28761,0.36565
1988,30-45 y.,3rd Quintile,CDU/CSU,0.18151,91,556,0.14945,0.21358
1988,30-45 y.,4th Quintile,Not leaning towards specific party,0.38990,250,503,0.34724,0.43257
1988,30-45 y.,4th Quintile,SPD,0.31273,157,503,0.27217,0.35328
1988,30-45 y.,4th Quintile,CDU/CSU,0.20731,96,503,0.17185,0.24277
1988,30-45 y.,5th Quintile,Not leaning towards specific party,0.32540,217,604,0.28800,0.36280
1988,30-45 y.,5th Quintile,SPD,0.28565,172,604,0.24959,0.32171
1988,30-45 y.,5th Quintile,CDU/CSU,0.25309,143,604,0.21839,0.28779
1988,30-45 y.,5th Quintile,FDP,0.06153,36,604,0.04235,0.08071
1988,30-45 y.,5th Quintile,Bündnis90/Grüne,0.06484,36,604,0.04519,0.08450
1988,46-65 y.,1st Quintile,Not leaning towards specific party,0.44578,284,493,0.40186,0.48970
1988,46-65 y.,1st Quintile,SPD,0.28789,127,493,0.24788,0.32789
1988,46-65 y.,1st Quintile,CDU/CSU,0.23319,82,493,0.19582,0.27055
1988,46-65 y.,2nd Quintile,Not leaning towards specific party,0.34113,224,505,0.29974,0.38252
1988,46-65 y.,2nd Quintile,SPD,0.34673,161,505,0.30518,0.38829
1988,46-65 y.,2nd Quintile,CDU/CSU,0.29497,120,505,0.25516,0.33478
1988,46-65 y.,3rd Quintile,Not leaning towards specific party,0.32892,246,601,0.29133,0.36652
1988,46-65 y.,3rd Quintile,SPD,0.32476,195,601,0.28729,0.36223
1988,46-65 y.,3rd Quintile,CDU/CSU,0.31726,160,601,0.28002,0.35450
1988,46-65 y.,4th Quintile,Not leaning towards specific party,0.28855,275,706,0.25511,0.32200
1988,46-65 y.,4th Quintile,SPD,0.35731,235,706,0.32193,0.39268
1988,46-65 y.,4th Quintile,CDU/CSU,0.30753,196,706,0.27346,0.34159
