year,migback,sampreg,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1996,Direct migration background,East,Not leaning towards specific party,0.68771,96,96,0.59452,0.78090
1996,Indirect migration background,West,Not leaning towards specific party,0.69637,400,472,0.65485,0.73790
1996,Indirect migration background,West,SPD,0.13906,72,472,0.10781,0.17031
1997,No migration background,West,Not leaning towards specific party,0.46716,3161,6241,0.45478,0.47954
1997,No migration background,West,SPD,0.23327,1371,6241,0.22277,0.24376
1997,No migration background,West,CDU/CSU,0.21881,1246,6241,0.20855,0.22907
1997,No migration background,West,FDP,0.01402,76,6241,0.01110,0.01694
1997,No migration background,West,Bündnis90/Grüne,0.05186,329,6241,0.04636,0.05736
1997,No migration background,West,Far right parties,0.00823,58,6241,0.00599,0.01047
1997,No migration background,East,Not leaning towards specific party,0.67007,2406,3447,0.65437,0.68577
1997,No migration background,East,SPD,0.10431,331,3447,0.09411,0.11452
1997,No migration background,East,CDU/CSU,0.11820,392,3447,0.10742,0.12898
1997,No migration background,East,Bündnis90/Grüne,0.02325,79,3447,0.01821,0.02828
1997,No migration background,East,PDS/Linke,0.06381,207,3447,0.05565,0.07197
1997,No migration background,East,Far right parties,0.00890,32,3447,0.00576,0.01204
1997,Direct migration background,West,Not leaning towards specific party,0.65118,1651,2316,0.63177,0.67060
1997,Direct migration background,West,SPD,0.15649,357,2316,0.14169,0.17129
1997,Direct migration background,West,CDU/CSU,0.15233,263,2316,0.13769,0.16696
1997,Direct migration background,West,Bündnis90/Grüne,0.02505,45,2316,0.01868,0.03141
1997,Direct migration background,East,Not leaning towards specific party,0.70769,94,94,0.61525,0.80013
1997,Indirect migration background,West,Not leaning towards specific party,0.71887,427,521,0.68023,0.75751
1997,Indirect migration background,West,SPD,0.10670,63,521,0.08016,0.13324
1997,Indirect migration background,West,Bündnis90/Grüne,0.08727,31,521,0.06302,0.11153
1998,No migration background,West,Not leaning towards specific party,0.45990,3671,7454,0.44859,0.47122
1998,No migration background,West,SPD,0.25000,1799,7454,0.24017,0.25983
1998,No migration background,West,CDU/CSU,0.20367,1388,7454,0.19452,0.21281
1998,No migration background,West,FDP,0.01580,94,7454,0.01297,0.01863
1998,No migration background,West,Bündnis90/Grüne,0.04722,363,7454,0.04241,0.05204
1998,No migration background,West,Far right parties,0.00911,58,7454,0.00695,0.01127
1998,No migration background,West,Others,0.00751,49,7454,0.00555,0.00947
1998,No migration background,West,Party combinations,0.00416,32,7454,0.00270,0.00563
1998,No migration background,East,Not leaning towards specific party,0.67611,2565,3637,0.66090,0.69132
1998,No migration background,East,SPD,0.11205,397,3637,0.10180,0.12230
1998,No migration background,East,CDU/CSU,0.09656,340,3637,0.08696,0.10617
1998,No migration background,East,Bündnis90/Grüne,0.02951,95,3637,0.02401,0.03501
1998,No migration background,East,PDS/Linke,0.05675,209,3637,0.04923,0.06427
1998,No migration background,East,Far right parties,0.00756,31,3637,0.00474,0.01037
1998,Direct migration background,West,Not leaning towards specific party,0.64708,1597,2250,0.62733,0.66683
1998,Direct migration background,West,SPD,0.16803,354,2250,0.15258,0.18349
1998,Direct migration background,West,CDU/CSU,0.14193,253,2250,0.12751,0.15635
1998,Direct migration background,West,Bündnis90/Grüne,0.02594,46,2250,0.01937,0.03251
1998,Direct migration background,East,Not leaning towards specific party,0.65328,78,78,0.54697,0.75958
1998,Indirect migration background,West,Not leaning towards specific party,0.67177,432,518,0.63130,0.71225
1998,Indirect migration background,West,SPD,0.16070,86,518,0.12904,0.19236
1999,No migration background,West,Not leaning towards specific party,0.42532,3221,7177,0.41388,0.43676
1999,No migration background,West,SPD,0.25014,1765,7177,0.24012,0.26016
1999,No migration background,West,CDU/CSU,0.24774,1641,7177,0.23775,0.25772
1999,No migration background,West,FDP,0.01584,95,7177,0.01295,0.01872
1999,No migration background,West,Bündnis90/Grüne,0.03767,288,7177,0.03327,0.04208
1999,No migration background,West,PDS/Linke,0.00499,33,7177,0.00336,0.00662
1999,No migration background,West,Far right parties,0.00508,48,7177,0.00344,0.00673
1999,No migration background,West,Others,0.00533,37,7177,0.00364,0.00701
1999,No migration background,West,Party combinations,0.00790,49,7177,0.00585,0.00995
1999,No migration background,East,Not leaning towards specific party,0.59942,2253,3534,0.58326,0.61558
1999,No migration background,East,SPD,0.15388,521,3534,0.14198,0.16578
1999,No migration background,East,CDU/CSU,0.12274,440,3534,0.11192,0.13356
1999,No migration background,East,Bündnis90/Grüne,0.02108,69,3534,0.01635,0.02582
1999,No migration background,East,PDS/Linke,0.07478,251,3534,0.06611,0.08346
1999,Direct migration background,West,Not leaning towards specific party,0.62987,1427,2064,0.60903,0.65071
1999,Direct migration background,West,SPD,0.17346,332,2064,0.15712,0.18980
1999,Direct migration background,West,CDU/CSU,0.15909,265,2064,0.14331,0.17487
1999,Direct migration background,West,Bündnis90/Grüne,0.02466,40,2064,0.01797,0.03135
1999,Direct migration background,East,Not leaning towards specific party,0.57710,63,63,0.45412,0.70007
1999,Indirect migration background,West,Not leaning towards specific party,0.64420,415,519,0.60298,0.68543
1999,Indirect migration background,West,SPD,0.20827,104,519,0.17330,0.24324
2000,No migration background,West,Not leaning towards specific party,0.47060,6860,14136,0.46237,0.47883
2000,No migration background,West,SPD,0.23977,3298,14136,0.23274,0.24681
2000,No migration background,West,CDU/CSU,0.21644,2950,14136,0.20965,0.22323
2000,No migration background,West,FDP,0.01712,212,14136,0.01498,0.01926
2000,No migration background,West,Bündnis90/Grüne,0.03942,571,14136,0.03621,0.04263
2000,No migration background,West,PDS/Linke,0.00252,40,14136,0.00170,0.00335
2000,No migration background,West,Far right parties,0.00437,68,14136,0.00328,0.00545
2000,No migration background,West,Others,0.00477,69,14136,0.00363,0.00591
2000,No migration background,West,Party combinations,0.00498,68,14136,0.00382,0.00614
2000,No migration background,East,Not leaning towards specific party,0.62029,3569,5600,0.60758,0.63300
2000,No migration background,East,SPD,0.12894,696,5600,0.12017,0.13772
2000,No migration background,East,CDU/CSU,0.12696,710,5600,0.11824,0.13568
2000,No migration background,East,FDP,0.00660,36,5600,0.00448,0.00873
2000,No migration background,East,Bündnis90/Grüne,0.01581,91,5600,0.01254,0.01908
2000,No migration background,East,PDS/Linke,0.08390,450,5600,0.07664,0.09116
2000,No migration background,East,Far right parties,0.00853,48,5600,0.00612,0.01094
2000,Direct migration background,West,Not leaning towards specific party,0.66869,2170,3090,0.65209,0.68529
2000,Direct migration background,West,SPD,0.14223,444,3090,0.12991,0.15454
2000,Direct migration background,West,CDU/CSU,0.14625,427,3090,0.13379,0.15872
2000,Direct migration background,West,Bündnis90/Grüne,0.01907,49,3090,0.01425,0.02390
2000,Direct migration background,East,Not leaning towards specific party,0.65453,99,99,0.56039,0.74868
2000,Indirect migration background,West,Not leaning towards specific party,0.69441,574,747,0.66135,0.72746
2000,Indirect migration background,West,SPD,0.14610,122,747,0.12076,0.17145
2000,Indirect migration background,West,CDU/CSU,0.08560,51,747,0.06552,0.10567
2001,No migration background,West,Not leaning towards specific party,0.48737,6409,12852,0.47873,0.49602
2001,No migration background,West,SPD,0.23237,2944,12852,0.22506,0.23967
2001,No migration background,West,CDU/CSU,0.20515,2525,12852,0.19817,0.21213
2001,No migration background,West,FDP,0.02015,229,12852,0.01772,0.02258
2001,No migration background,West,Bündnis90/Grüne,0.03848,533,12852,0.03515,0.04180
2001,No migration background,West,PDS/Linke,0.00334,41,12852,0.00234,0.00434
2001,No migration background,West,Far right parties,0.00396,65,12852,0.00287,0.00504
2001,No migration background,West,Others,0.00472,52,12852,0.00353,0.00590
2001,No migration background,West,Party combinations,0.00446,54,12852,0.00331,0.00562
2001,No migration background,East,Not leaning towards specific party,0.65890,3521,5227,0.64605,0.67176
2001,No migration background,East,SPD,0.11375,592,5227,0.10515,0.12236
2001,No migration background,East,CDU/CSU,0.11252,587,5227,0.10395,0.12109
2001,No migration background,East,FDP,0.00896,48,5227,0.00641,0.01152
2001,No migration background,East,Bündnis90/Grüne,0.01651,82,5227,0.01305,0.01996
2001,No migration background,East,PDS/Linke,0.07515,366,5227,0.06800,0.08230
2001,No migration background,East,Far right parties,0.00528,31,5227,0.00332,0.00725
2001,Direct migration background,West,Not leaning towards specific party,0.69775,1989,2746,0.68057,0.71493
2001,Direct migration background,West,SPD,0.14266,382,2746,0.12958,0.15575
2001,Direct migration background,West,CDU/CSU,0.12123,335,2746,0.10902,0.13344
2001,Direct migration background,West,Bündnis90/Grüne,0.01681,40,2746,0.01200,0.02161
2001,Direct migration background,East,Not leaning towards specific party,0.59309,78,78,0.48336,0.70282
2001,Indirect migration background,West,Not leaning towards specific party,0.70494,537,700,0.67113,0.73875
2001,Indirect migration background,West,SPD,0.14352,117,700,0.11753,0.16952
2001,Indirect migration background,West,CDU/CSU,0.08500,46,700,0.06432,0.10567
2002,No migration background,West,Not leaning towards specific party,0.48846,6618,14062,0.48020,0.49672
2002,No migration background,West,SPD,0.22756,3170,14062,0.22063,0.23449
2002,No migration background,West,CDU/CSU,0.20846,3038,14062,0.20174,0.21517
2002,No migration background,West,FDP,0.02269,384,14062,0.02022,0.02515
2002,No migration background,West,Bündnis90/Grüne,0.03484,607,14062,0.03181,0.03788
2002,No migration background,West,PDS/Linke,0.00470,63,14062,0.00357,0.00584
2002,No migration background,West,Far right parties,0.00329,46,14062,0.00234,0.00423
2002,No migration background,West,Others,0.00540,68,14062,0.00419,0.00661
2002,No migration background,West,Party combinations,0.00460,68,14062,0.00348,0.00572
2002,No migration background,East,Not leaning towards specific party,0.65126,3403,5195,0.63830,0.66422
2002,No migration background,East,SPD,0.10377,548,5195,0.09548,0.11206
2002,No migration background,East,CDU/CSU,0.11254,633,5195,0.10395,0.12114
2002,No migration background,East,FDP,0.01099,70,5195,0.00815,0.01382
2002,No migration background,East,Bündnis90/Grüne,0.01337,80,5195,0.01025,0.01649
2002,No migration background,East,PDS/Linke,0.09314,461,5195,0.08523,0.10104
2002,Direct migration background,West,Not leaning towards specific party,0.69508,1836,2634,0.67750,0.71267
2002,Direct migration background,West,SPD,0.13641,384,2634,0.12330,0.14952
2002,Direct migration background,West,CDU/CSU,0.13573,375,2634,0.12265,0.14881
2002,Direct migration background,West,Bündnis90/Grüne,0.01572,39,2634,0.01096,0.02047
2002,Direct migration background,East,Not leaning towards specific party,0.64751,75,75,0.53866,0.75637
2002,Indirect migration background,West,Not leaning towards specific party,0.68188,505,707,0.64752,0.71624
2002,Indirect migration background,West,SPD,0.15426,129,707,0.12761,0.18090
2002,Indirect migration background,West,CDU/CSU,0.09566,73,707,0.07397,0.11736
2003,No migration background,West,Not leaning towards specific party,0.44910,5862,13444,0.44070,0.45751
2003,No migration background,West,SPD,0.21706,2837,13444,0.21009,0.22403
2003,No migration background,West,CDU/CSU,0.24528,3409,13444,0.23800,0.25255
2003,No migration background,West,FDP,0.02190,337,13444,0.01942,0.02437
2003,No migration background,West,Bündnis90/Grüne,0.05003,781,13444,0.04634,0.05371
2003,No migration background,West,PDS/Linke,0.00207,34,13444,0.00131,0.00284
2003,No migration background,West,Far right parties,0.00301,34,13444,0.00208,0.00393
2003,No migration background,West,Others,0.00429,59,13444,0.00319,0.00540
2003,No migration background,West,Party combinations,0.00726,91,13444,0.00583,0.00870
2003,No migration background,East,Not leaning towards specific party,0.63465,3264,5119,0.62145,0.64784
2003,No migration background,East,SPD,0.11711,611,5119,0.10830,0.12592
2003,No migration background,East,CDU/CSU,0.12953,725,5119,0.12033,0.13873
2003,No migration background,East,FDP,0.01272,67,5119,0.00965,0.01579
2003,No migration background,East,Bündnis90/Grüne,0.02194,119,5119,0.01793,0.02596
2003,No migration background,East,PDS/Linke,0.06907,333,5119,0.06213,0.07602
2003,Direct migration background,West,Not leaning towards specific party,0.67515,1716,2475,0.65670,0.69361
2003,Direct migration background,West,SPD,0.12241,310,2475,0.10949,0.13533
2003,Direct migration background,West,CDU/CSU,0.15392,401,2475,0.13970,0.16814
2003,Direct migration background,West,Bündnis90/Grüne,0.02684,48,2475,0.02048,0.03321
2003,Direct migration background,East,Not leaning towards specific party,0.58385,63,63,0.46115,0.70655
2003,Indirect migration background,West,Not leaning towards specific party,0.65866,484,716,0.62391,0.69342
2003,Indirect migration background,West,SPD,0.14672,116,716,0.12078,0.17265
2003,Indirect migration background,West,CDU/CSU,0.10421,76,716,0.08181,0.12661
2003,Indirect migration background,West,Bündnis90/Grüne,0.06512,40,716,0.04703,0.08320
2004,No migration background,West,Not leaning towards specific party,0.52847,6664,13132,0.51993,0.53700
2004,No migration background,West,SPD,0.17635,2294,13132,0.16983,0.18287
2004,No migration background,West,CDU/CSU,0.21709,2989,13132,0.21004,0.22414
2004,No migration background,West,FDP,0.01945,295,13132,0.01709,0.02181
2004,No migration background,West,Bündnis90/Grüne,0.04317,692,13132,0.03970,0.04665
2004,No migration background,West,PDS/Linke,0.00337,44,13132,0.00238,0.00436
2004,No migration background,West,Far right parties,0.00329,39,13132,0.00231,0.00427
2004,No migration background,West,Others,0.00474,65,13132,0.00357,0.00592
2004,No migration background,West,Party combinations,0.00406,50,13132,0.00297,0.00514
2004,No migration background,East,Not leaning towards specific party,0.68839,3475,5005,0.67556,0.70122
2004,No migration background,East,SPD,0.08552,431,5005,0.07778,0.09327
2004,No migration background,East,CDU/CSU,0.10884,581,5005,0.10021,0.11747
2004,No migration background,East,FDP,0.01137,64,5005,0.00843,0.01431
2004,No migration background,East,Bündnis90/Grüne,0.01916,103,5005,0.01536,0.02296
2004,No migration background,East,PDS/Linke,0.07255,351,5005,0.06536,0.07974
