year,pgisced97,quintil_oecd,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Lower Secondary Level,5th Quintile,SPD,0.27392,101,364,0.22804,0.31980
1984,Lower Secondary Level,5th Quintile,CDU/CSU,0.29642,100,364,0.24944,0.34340
1984,Upper Secondary Level,1st Quintile,Not leaning towards specific party,0.45701,453,893,0.42432,0.48970
1984,Upper Secondary Level,1st Quintile,SPD,0.24211,217,893,0.21400,0.27022
1984,Upper Secondary Level,1st Quintile,CDU/CSU,0.23814,172,893,0.21019,0.26609
1984,Upper Secondary Level,1st Quintile,Bündnis90/Grüne,0.04702,51,893,0.03313,0.06091
1984,Upper Secondary Level,2nd Quintile,Not leaning towards specific party,0.38467,464,1081,0.35565,0.41369
1984,Upper Secondary Level,2nd Quintile,SPD,0.32953,353,1081,0.30150,0.35756
1984,Upper Secondary Level,2nd Quintile,CDU/CSU,0.24870,232,1081,0.22292,0.27448
1984,Upper Secondary Level,2nd Quintile,Bündnis90/Grüne,0.02770,32,1081,0.01791,0.03749
1984,Upper Secondary Level,3rd Quintile,Not leaning towards specific party,0.39436,486,1134,0.36590,0.42282
1984,Upper Secondary Level,3rd Quintile,SPD,0.30424,356,1134,0.27745,0.33103
1984,Upper Secondary Level,3rd Quintile,CDU/CSU,0.25546,257,1134,0.23006,0.28085
1984,Upper Secondary Level,3rd Quintile,Bündnis90/Grüne,0.02859,35,1134,0.01889,0.03830
1984,Upper Secondary Level,4th Quintile,Not leaning towards specific party,0.38977,537,1223,0.36242,0.41711
1984,Upper Secondary Level,4th Quintile,SPD,0.31074,389,1223,0.28479,0.33669
1984,Upper Secondary Level,4th Quintile,CDU/CSU,0.26258,297,1223,0.23791,0.28725
1984,Upper Secondary Level,5th Quintile,Not leaning towards specific party,0.34489,439,1188,0.31785,0.37193
1984,Upper Secondary Level,5th Quintile,SPD,0.24930,309,1188,0.22469,0.27391
1984,Upper Secondary Level,5th Quintile,CDU/CSU,0.34952,404,1188,0.32239,0.37665
1984,Upper Secondary Level,5th Quintile,Bündnis90/Grüne,0.02697,36,1188,0.01776,0.03619
1984,Post-secondary Non-tertiary Level,1st Quintile,Not leaning towards specific party,0.52806,33,33,0.35509,0.70103
1984,Post-secondary Non-tertiary Level,5th Quintile,Not leaning towards specific party,0.47135,36,36,0.30597,0.63673
1984,First Stage of Tertiary Education,1st Quintile,Not leaning towards specific party,0.44692,31,31,0.26900,0.62483
1984,First Stage of Tertiary Education,2nd Quintile,Not leaning towards specific party,0.38656,32,32,0.21514,0.55798
1984,First Stage of Tertiary Education,3rd Quintile,Not leaning towards specific party,0.37350,43,81,0.26750,0.47951
1984,First Stage of Tertiary Education,3rd Quintile,CDU/CSU,0.36324,38,81,0.25786,0.46863
1984,First Stage of Tertiary Education,4th Quintile,Not leaning towards specific party,0.29880,51,153,0.22603,0.37157
1984,First Stage of Tertiary Education,4th Quintile,SPD,0.24117,38,153,0.17316,0.30918
1984,First Stage of Tertiary Education,4th Quintile,CDU/CSU,0.40936,64,153,0.33119,0.48753
1984,First Stage of Tertiary Education,5th Quintile,Not leaning towards specific party,0.26189,58,202,0.20111,0.32268
1984,First Stage of Tertiary Education,5th Quintile,SPD,0.21274,48,202,0.15616,0.26931
1984,First Stage of Tertiary Education,5th Quintile,CDU/CSU,0.44445,96,202,0.37575,0.51314
1984,Second Stage of Tertiary Education,1st Quintile,Not leaning towards specific party,0.52156,36,36,0.35606,0.68706
1984,Second Stage of Tertiary Education,3rd Quintile,Not leaning towards specific party,0.35300,41,73,0.24261,0.46339
1984,Second Stage of Tertiary Education,3rd Quintile,CDU/CSU,0.33661,32,73,0.22745,0.44576
1984,Second Stage of Tertiary Education,4th Quintile,Not leaning towards specific party,0.33285,62,155,0.25842,0.40727
1984,Second Stage of Tertiary Education,4th Quintile,SPD,0.25721,46,155,0.18817,0.32625
1984,Second Stage of Tertiary Education,4th Quintile,CDU/CSU,0.30438,47,155,0.23170,0.37705
1984,Second Stage of Tertiary Education,5th Quintile,Not leaning towards specific party,0.32947,126,319,0.27781,0.38113
1984,Second Stage of Tertiary Education,5th Quintile,SPD,0.17570,73,319,0.13387,0.21753
1984,Second Stage of Tertiary Education,5th Quintile,CDU/CSU,0.34474,120,319,0.29250,0.39698
1985,Primary Level,1st Quintile,Not leaning towards specific party,0.74401,252,306,0.69503,0.79299
1985,Primary Level,1st Quintile,SPD,0.21010,54,306,0.16438,0.25582
1985,Primary Level,2nd Quintile,Not leaning towards specific party,0.74153,150,150,0.67124,0.81183
1985,Primary Level,3rd Quintile,Not leaning towards specific party,0.77838,113,145,0.71054,0.84622
1985,Primary Level,3rd Quintile,SPD,0.11063,32,145,0.05940,0.16186
1985,Primary Level,4th Quintile,Not leaning towards specific party,0.57946,88,88,0.47573,0.68319
1985,Primary Level,5th Quintile,Not leaning towards specific party,0.80224,50,50,0.69071,0.91376
1985,Lower Secondary Level,1st Quintile,Not leaning towards specific party,0.56246,534,816,0.52840,0.59652
1985,Lower Secondary Level,1st Quintile,SPD,0.21819,177,816,0.18984,0.24655
1985,Lower Secondary Level,1st Quintile,CDU/CSU,0.18638,105,816,0.15965,0.21312
1985,Lower Secondary Level,2nd Quintile,Not leaning towards specific party,0.48415,388,688,0.44678,0.52152
1985,Lower Secondary Level,2nd Quintile,SPD,0.27748,176,688,0.24399,0.31096
1985,Lower Secondary Level,2nd Quintile,CDU/CSU,0.21239,124,688,0.18181,0.24297
1985,Lower Secondary Level,3rd Quintile,Not leaning towards specific party,0.42661,325,646,0.38844,0.46478
1985,Lower Secondary Level,3rd Quintile,SPD,0.27990,182,646,0.24526,0.31455
1985,Lower Secondary Level,3rd Quintile,CDU/CSU,0.26571,139,646,0.23162,0.29980
1985,Lower Secondary Level,4th Quintile,Not leaning towards specific party,0.49557,270,480,0.45079,0.54034
1985,Lower Secondary Level,4th Quintile,SPD,0.21338,106,480,0.17669,0.25007
1985,Lower Secondary Level,4th Quintile,CDU/CSU,0.27035,104,480,0.23057,0.31012
1985,Lower Secondary Level,5th Quintile,Not leaning towards specific party,0.37257,139,317,0.31927,0.42588
1985,Lower Secondary Level,5th Quintile,SPD,0.25163,88,317,0.20378,0.29948
1985,Lower Secondary Level,5th Quintile,CDU/CSU,0.30569,90,317,0.25490,0.35649
1985,Upper Secondary Level,1st Quintile,Not leaning towards specific party,0.43678,415,823,0.40288,0.47069
1985,Upper Secondary Level,1st Quintile,SPD,0.22999,196,823,0.20122,0.25875
1985,Upper Secondary Level,1st Quintile,CDU/CSU,0.25160,170,823,0.22194,0.28127
1985,Upper Secondary Level,1st Quintile,Bündnis90/Grüne,0.04886,42,823,0.03412,0.06360
1985,Upper Secondary Level,2nd Quintile,Not leaning towards specific party,0.39337,438,995,0.36300,0.42374
1985,Upper Secondary Level,2nd Quintile,SPD,0.32400,314,995,0.29491,0.35310
1985,Upper Secondary Level,2nd Quintile,CDU/CSU,0.23955,212,995,0.21301,0.26608
1985,Upper Secondary Level,2nd Quintile,Bündnis90/Grüne,0.02277,31,995,0.01350,0.03204
1985,Upper Secondary Level,3rd Quintile,Not leaning towards specific party,0.37578,426,1035,0.34626,0.40530
1985,Upper Secondary Level,3rd Quintile,SPD,0.32561,335,1035,0.29705,0.35417
1985,Upper Secondary Level,3rd Quintile,CDU/CSU,0.24950,239,1035,0.22312,0.27587
1985,Upper Secondary Level,3rd Quintile,Bündnis90/Grüne,0.02912,35,1035,0.01887,0.03937
1985,Upper Secondary Level,4th Quintile,Not leaning towards specific party,0.41896,500,1133,0.39021,0.44770
1985,Upper Secondary Level,4th Quintile,SPD,0.28526,340,1133,0.25895,0.31156
1985,Upper Secondary Level,4th Quintile,CDU/CSU,0.23831,252,1133,0.21349,0.26313
1985,Upper Secondary Level,4th Quintile,Bündnis90/Grüne,0.03502,41,1133,0.02431,0.04573
1985,Upper Secondary Level,5th Quintile,Not leaning towards specific party,0.36003,398,1049,0.33097,0.38909
1985,Upper Secondary Level,5th Quintile,SPD,0.25402,290,1049,0.22766,0.28037
1985,Upper Secondary Level,5th Quintile,CDU/CSU,0.33398,330,1049,0.30542,0.36253
1985,Upper Secondary Level,5th Quintile,FDP,0.03374,31,1049,0.02281,0.04467
1985,First Stage of Tertiary Education,3rd Quintile,Not leaning towards specific party,0.37168,41,84,0.26771,0.47564
1985,First Stage of Tertiary Education,3rd Quintile,CDU/CSU,0.40056,43,84,0.29514,0.50598
1985,First Stage of Tertiary Education,4th Quintile,Not leaning towards specific party,0.26812,41,139,0.19421,0.34203
1985,First Stage of Tertiary Education,4th Quintile,SPD,0.28306,42,139,0.20790,0.35822
1985,First Stage of Tertiary Education,4th Quintile,CDU/CSU,0.37627,56,139,0.29544,0.45710
1985,First Stage of Tertiary Education,5th Quintile,Not leaning towards specific party,0.33206,72,198,0.26630,0.39783
1985,First Stage of Tertiary Education,5th Quintile,SPD,0.19071,42,198,0.13585,0.24557
1985,First Stage of Tertiary Education,5th Quintile,CDU/CSU,0.41677,84,198,0.34792,0.48562
1985,Second Stage of Tertiary Education,3rd Quintile,Not leaning towards specific party,0.29125,31,31,0.12867,0.45383
1985,Second Stage of Tertiary Education,4th Quintile,Not leaning towards specific party,0.35621,59,149,0.27906,0.43336
1985,Second Stage of Tertiary Education,4th Quintile,SPD,0.27455,50,149,0.20265,0.34645
1985,Second Stage of Tertiary Education,4th Quintile,CDU/CSU,0.23254,40,149,0.16448,0.30061
1985,Second Stage of Tertiary Education,5th Quintile,Not leaning towards specific party,0.26749,97,336,0.22009,0.31489
1985,Second Stage of Tertiary Education,5th Quintile,SPD,0.21427,85,336,0.17033,0.25821
1985,Second Stage of Tertiary Education,5th Quintile,CDU/CSU,0.34564,120,336,0.29472,0.39657
1985,Second Stage of Tertiary Education,5th Quintile,FDP,0.09674,34,336,0.06509,0.12840
1986,Pre-primary Level,2nd Quintile,Not leaning towards specific party,0.76328,31,31,0.61117,0.91539
1986,Pre-primary Level,3rd Quintile,Not leaning towards specific party,0.61797,32,32,0.44692,0.78901
1986,Primary Level,1st Quintile,Not leaning towards specific party,0.74524,199,253,0.69144,0.79904
1986,Primary Level,1st Quintile,SPD,0.20382,54,253,0.15409,0.25356
1986,Primary Level,2nd Quintile,Not leaning towards specific party,0.72587,149,185,0.66142,0.79033
1986,Primary Level,2nd Quintile,SPD,0.18502,36,185,0.12892,0.24113
1986,Primary Level,3rd Quintile,Not leaning towards specific party,0.80984,115,115,0.73780,0.88188
1986,Primary Level,4th Quintile,Not leaning towards specific party,0.69531,97,97,0.60324,0.78738
1986,Primary Level,5th Quintile,Not leaning towards specific party,0.80811,41,41,0.68608,0.93015
1986,Lower Secondary Level,1st Quintile,Not leaning towards specific party,0.50161,441,734,0.46541,0.53780
1986,Lower Secondary Level,1st Quintile,SPD,0.27783,193,734,0.24541,0.31026
1986,Lower Secondary Level,1st Quintile,CDU/CSU,0.18774,100,734,0.15947,0.21601
1986,Lower Secondary Level,2nd Quintile,Not leaning towards specific party,0.45965,393,685,0.42230,0.49700
1986,Lower Secondary Level,2nd Quintile,SPD,0.25812,161,685,0.22532,0.29091
1986,Lower Secondary Level,2nd Quintile,CDU/CSU,0.26769,131,685,0.23451,0.30087
1986,Lower Secondary Level,3rd Quintile,Not leaning towards specific party,0.49377,337,587,0.45329,0.53425
1986,Lower Secondary Level,3rd Quintile,SPD,0.25256,142,587,0.21738,0.28774
1986,Lower Secondary Level,3rd Quintile,CDU/CSU,0.22078,108,587,0.18720,0.25436
1986,Lower Secondary Level,4th Quintile,Not leaning towards specific party,0.44845,269,486,0.40418,0.49271
1986,Lower Secondary Level,4th Quintile,SPD,0.26109,123,486,0.22200,0.30018
1986,Lower Secondary Level,4th Quintile,CDU/CSU,0.24614,94,486,0.20780,0.28448
1986,Lower Secondary Level,5th Quintile,Not leaning towards specific party,0.43794,153,315,0.38307,0.49282
1986,Lower Secondary Level,5th Quintile,SPD,0.21691,72,315,0.17132,0.26249
1986,Lower Secondary Level,5th Quintile,CDU/CSU,0.31558,90,315,0.26418,0.36699
1986,Upper Secondary Level,1st Quintile,Not leaning towards specific party,0.43812,383,780,0.40328,0.47296
1986,Upper Secondary Level,1st Quintile,SPD,0.26531,205,780,0.23430,0.29631
1986,Upper Secondary Level,1st Quintile,CDU/CSU,0.22676,144,780,0.19735,0.25616
1986,Upper Secondary Level,1st Quintile,Bündnis90/Grüne,0.05709,48,780,0.04079,0.07338
1986,Upper Secondary Level,2nd Quintile,Not leaning towards specific party,0.39858,414,913,0.36681,0.43036
1986,Upper Secondary Level,2nd Quintile,SPD,0.33718,310,913,0.30650,0.36786
1986,Upper Secondary Level,2nd Quintile,CDU/CSU,0.22370,189,913,0.19666,0.25075
1986,Upper Secondary Level,3rd Quintile,Not leaning towards specific party,0.40186,429,948,0.37064,0.43309
1986,Upper Secondary Level,3rd Quintile,SPD,0.31193,302,948,0.28242,0.34144
1986,Upper Secondary Level,3rd Quintile,CDU/CSU,0.23220,217,948,0.20531,0.25910
1986,Upper Secondary Level,4th Quintile,Not leaning towards specific party,0.37852,472,1155,0.35054,0.40651
1986,Upper Secondary Level,4th Quintile,SPD,0.31660,375,1155,0.28976,0.34343
1986,Upper Secondary Level,4th Quintile,CDU/CSU,0.26153,274,1155,0.23618,0.28689
1986,Upper Secondary Level,4th Quintile,Bündnis90/Grüne,0.02745,34,1155,0.01802,0.03687
1986,Upper Secondary Level,5th Quintile,Not leaning towards specific party,0.36841,407,1029,0.33892,0.39790
1986,Upper Secondary Level,5th Quintile,SPD,0.23260,251,1029,0.20677,0.25842
1986,Upper Secondary Level,5th Quintile,CDU/CSU,0.33868,330,1029,0.30975,0.36761
1986,Upper Secondary Level,5th Quintile,FDP,0.04419,41,1029,0.03162,0.05675
1986,First Stage of Tertiary Education,2nd Quintile,Not leaning towards specific party,0.40518,32,32,0.23236,0.57800
1986,First Stage of Tertiary Education,3rd Quintile,Not leaning towards specific party,0.41385,45,84,0.30789,0.51981
1986,First Stage of Tertiary Education,3rd Quintile,CDU/CSU,0.34527,39,84,0.24298,0.44756
1986,First Stage of Tertiary Education,4th Quintile,Not leaning towards specific party,0.33479,50,134,0.25459,0.41500
1986,First Stage of Tertiary Education,4th Quintile,SPD,0.28142,36,134,0.20500,0.35785
1986,First Stage of Tertiary Education,4th Quintile,CDU/CSU,0.33476,48,134,0.25456,0.41496
1986,First Stage of Tertiary Education,5th Quintile,Not leaning towards specific party,0.32331,59,135,0.24411,0.40251
1986,First Stage of Tertiary Education,5th Quintile,CDU/CSU,0.44476,76,135,0.36062,0.52890
1986,Second Stage of Tertiary Education,4th Quintile,Not leaning towards specific party,0.27563,50,136,0.20026,0.35101
1986,Second Stage of Tertiary Education,4th Quintile,SPD,0.25945,44,136,0.18550,0.33339
1986,Second Stage of Tertiary Education,4th Quintile,CDU/CSU,0.26553,42,136,0.19103,0.34003
1986,Second Stage of Tertiary Education,5th Quintile,Not leaning towards specific party,0.30713,113,346,0.25845,0.35581
1986,Second Stage of Tertiary Education,5th Quintile,SPD,0.18459,75,346,0.14365,0.22553
1986,Second Stage of Tertiary Education,5th Quintile,CDU/CSU,0.34900,122,346,0.29870,0.39930
1986,Second Stage of Tertiary Education,5th Quintile,Bündnis90/Grüne,0.09171,36,346,0.06126,0.12217
1987,Primary Level,1st Quintile,Not leaning towards specific party,0.68249,174,223,0.62126,0.74373
1987,Primary Level,1st Quintile,SPD,0.20912,49,223,0.15562,0.26262
1987,Primary Level,2nd Quintile,Not leaning towards specific party,0.79100,152,183,0.73192,0.85007
1987,Primary Level,2nd Quintile,SPD,0.16461,31,183,0.11073,0.21849
1987,Primary Level,3rd Quintile,Not leaning towards specific party,0.73828,116,116,0.65794,0.81862
1987,Primary Level,4th Quintile,Not leaning towards specific party,0.71261,91,91,0.61911,0.80610
1987,Primary Level,5th Quintile,Not leaning towards specific party,0.77057,38,38,0.63508,0.90605
1987,Lower Secondary Level,1st Quintile,Not leaning towards specific party,0.46730,430,743,0.43140,0.50320
1987,Lower Secondary Level,1st Quintile,SPD,0.29565,207,743,0.26282,0.32849
1987,Lower Secondary Level,1st Quintile,CDU/CSU,0.20057,106,743,0.17176,0.22939
1987,Lower Secondary Level,2nd Quintile,Not leaning towards specific party,0.38886,345,641,0.35109,0.42663
1987,Lower Secondary Level,2nd Quintile,SPD,0.29080,159,641,0.25562,0.32599
1987,Lower Secondary Level,2nd Quintile,CDU/CSU,0.28615,137,641,0.25114,0.32117
1987,Lower Secondary Level,3rd Quintile,Not leaning towards specific party,0.41939,284,541,0.37777,0.46101
1987,Lower Secondary Level,3rd Quintile,SPD,0.27529,138,541,0.23761,0.31296
1987,Lower Secondary Level,3rd Quintile,CDU/CSU,0.26589,119,541,0.22863,0.30316
1987,Lower Secondary Level,4th Quintile,Not leaning towards specific party,0.41348,234,454,0.36813,0.45883
1987,Lower Secondary Level,4th Quintile,SPD,0.26036,118,454,0.21994,0.30077
1987,Lower Secondary Level,4th Quintile,CDU/CSU,0.27465,102,454,0.23355,0.31576
1987,Lower Secondary Level,5th Quintile,Not leaning towards specific party,0.38258,152,327,0.32982,0.43534
1987,Lower Secondary Level,5th Quintile,SPD,0.24879,78,327,0.20186,0.29572
1987,Lower Secondary Level,5th Quintile,CDU/CSU,0.33752,97,327,0.28619,0.38885
1987,Upper Secondary Level,1st Quintile,Not leaning towards specific party,0.38065,352,759,0.34609,0.41522
1987,Upper Secondary Level,1st Quintile,SPD,0.27318,209,759,0.24146,0.30490
1987,Upper Secondary Level,1st Quintile,CDU/CSU,0.24451,152,759,0.21391,0.27511
1987,Upper Secondary Level,1st Quintile,Bündnis90/Grüne,0.05448,46,759,0.03832,0.07063
1987,Upper Secondary Level,2nd Quintile,Not leaning towards specific party,0.34260,366,926,0.31202,0.37319
1987,Upper Secondary Level,2nd Quintile,SPD,0.29821,275,926,0.26873,0.32769
1987,Upper Secondary Level,2nd Quintile,CDU/CSU,0.29067,246,926,0.26141,0.31993
1987,Upper Secondary Level,2nd Quintile,Bündnis90/Grüne,0.03668,39,926,0.02457,0.04880
1987,Upper Secondary Level,3rd Quintile,Not leaning towards specific party,0.33359,403,1032,0.30481,0.36237
1987,Upper Secondary Level,3rd Quintile,SPD,0.30678,321,1032,0.27863,0.33493
1987,Upper Secondary Level,3rd Quintile,CDU/CSU,0.29337,268,1032,0.26557,0.32116
1987,Upper Secondary Level,3rd Quintile,Bündnis90/Grüne,0.03302,40,1032,0.02211,0.04393
1987,Upper Secondary Level,4th Quintile,Not leaning towards specific party,0.34291,422,1086,0.31466,0.37115
1987,Upper Secondary Level,4th Quintile,SPD,0.31377,338,1086,0.28616,0.34138
1987,Upper Secondary Level,4th Quintile,CDU/CSU,0.26632,279,1086,0.24002,0.29262
1987,Upper Secondary Level,4th Quintile,Bündnis90/Grüne,0.04050,47,1086,0.02877,0.05223
1987,Upper Secondary Level,5th Quintile,Not leaning towards specific party,0.29823,335,992,0.26975,0.32672
1987,Upper Secondary Level,5th Quintile,SPD,0.23047,238,992,0.20425,0.25669
1987,Upper Secondary Level,5th Quintile,CDU/CSU,0.39292,370,992,0.36251,0.42333
1987,Upper Secondary Level,5th Quintile,FDP,0.05429,49,992,0.04018,0.06840
1987,First Stage of Tertiary Education,2nd Quintile,Not leaning towards specific party,0.38528,32,32,0.21397,0.55660
1987,First Stage of Tertiary Education,3rd Quintile,Not leaning towards specific party,0.28457,35,80,0.18507,0.38407
1987,First Stage of Tertiary Education,3rd Quintile,CDU/CSU,0.43505,45,80,0.32573,0.54438
1987,First Stage of Tertiary Education,4th Quintile,Not leaning towards specific party,0.25678,39,125,0.17989,0.33368
1987,First Stage of Tertiary Education,4th Quintile,SPD,0.26480,36,125,0.18714,0.34247
1987,First Stage of Tertiary Education,4th Quintile,CDU/CSU,0.41258,50,125,0.32593,0.49923
1987,First Stage of Tertiary Education,5th Quintile,Not leaning towards specific party,0.29673,51,120,0.21465,0.37881
1987,First Stage of Tertiary Education,5th Quintile,CDU/CSU,0.44029,69,120,0.35110,0.52948
1987,Second Stage of Tertiary Education,4th Quintile,Not leaning towards specific party,0.26963,51,149,0.19813,0.34112
1987,Second Stage of Tertiary Education,4th Quintile,SPD,0.22029,43,149,0.15352,0.28706
1987,Second Stage of Tertiary Education,4th Quintile,CDU/CSU,0.32762,55,149,0.25200,0.40323
1987,Second Stage of Tertiary Education,5th Quintile,Not leaning towards specific party,0.27554,99,373,0.23014,0.32094
1987,Second Stage of Tertiary Education,5th Quintile,SPD,0.18716,73,373,0.14752,0.22680
1987,Second Stage of Tertiary Education,5th Quintile,CDU/CSU,0.32106,116,373,0.27361,0.36850
1987,Second Stage of Tertiary Education,5th Quintile,FDP,0.11417,43,373,0.08185,0.14649
1987,Second Stage of Tertiary Education,5th Quintile,Bündnis90/Grüne,0.09878,42,373,0.06846,0.12910
1988,No answer / don't know,1st Quintile,Not leaning towards specific party,0.64517,40,40,0.49501,0.79534
1988,Primary Level,1st Quintile,Not leaning towards specific party,0.75770,185,222,0.70121,0.81419
1988,Primary Level,1st Quintile,SPD,0.15573,37,222,0.10793,0.20354
1988,Primary Level,2nd Quintile,Not leaning towards specific party,0.84024,133,133,0.77774,0.90275
1988,Primary Level,3rd Quintile,Not leaning towards specific party,0.63500,104,104,0.54202,0.72798
1988,Primary Level,4th Quintile,Not leaning towards specific party,0.84296,96,96,0.76980,0.91613
1988,Primary Level,5th Quintile,Not leaning towards specific party,0.74087,31,31,0.58407,0.89766
1988,Lower Secondary Level,1st Quintile,Not leaning towards specific party,0.47242,451,734,0.43628,0.50857
1988,Lower Secondary Level,1st Quintile,SPD,0.28744,177,734,0.25468,0.32021
1988,Lower Secondary Level,1st Quintile,CDU/CSU,0.22105,106,734,0.19101,0.25109
1988,Lower Secondary Level,2nd Quintile,Not leaning towards specific party,0.43687,349,630,0.39810,0.47563
1988,Lower Secondary Level,2nd Quintile,SPD,0.33459,183,630,0.29772,0.37147
1988,Lower Secondary Level,2nd Quintile,CDU/CSU,0.20768,98,630,0.17598,0.23939
1988,Lower Secondary Level,3rd Quintile,Not leaning towards specific party,0.44683,307,550,0.40524,0.48842
1988,Lower Secondary Level,3rd Quintile,SPD,0.26585,133,550,0.22889,0.30281
1988,Lower Secondary Level,3rd Quintile,CDU/CSU,0.26853,110,550,0.23145,0.30560
1988,Lower Secondary Level,4th Quintile,Not leaning towards specific party,0.39704,228,445,0.35153,0.44256
1988,Lower Secondary Level,4th Quintile,SPD,0.31693,125,445,0.27365,0.36021
1988,Lower Secondary Level,4th Quintile,CDU/CSU,0.24878,92,445,0.20857,0.28900
1988,Lower Secondary Level,5th Quintile,Not leaning towards specific party,0.44323,140,278,0.38472,0.50173
1988,Lower Secondary Level,5th Quintile,SPD,0.25636,73,278,0.20494,0.30778
1988,Lower Secondary Level,5th Quintile,CDU/CSU,0.26170,65,278,0.20994,0.31347
1988,Upper Secondary Level,1st Quintile,Not leaning towards specific party,0.43532,360,710,0.39883,0.47182
1988,Upper Secondary Level,1st Quintile,SPD,0.27603,188,710,0.24312,0.30894
1988,Upper Secondary Level,1st Quintile,CDU/CSU,0.19881,123,710,0.16944,0.22819
1988,Upper Secondary Level,1st Quintile,Bündnis90/Grüne,0.05306,39,710,0.03656,0.06956
1988,Upper Secondary Level,2nd Quintile,Not leaning towards specific party,0.36214,380,891,0.33056,0.39371
1988,Upper Secondary Level,2nd Quintile,SPD,0.32858,303,891,0.29772,0.35944
1988,Upper Secondary Level,2nd Quintile,CDU/CSU,0.25896,208,891,0.23018,0.28774
1988,Upper Secondary Level,3rd Quintile,Not leaning towards specific party,0.41952,435,967,0.38840,0.45064
1988,Upper Secondary Level,3rd Quintile,SPD,0.29628,300,967,0.26748,0.32507
1988,Upper Secondary Level,3rd Quintile,CDU/CSU,0.22397,200,967,0.19767,0.25026
1988,Upper Secondary Level,3rd Quintile,Bündnis90/Grüne,0.03470,32,967,0.02316,0.04624
1988,Upper Secondary Level,4th Quintile,Not leaning towards specific party,0.38656,464,1071,0.35738,0.41574
1988,Upper Secondary Level,4th Quintile,SPD,0.30365,325,1071,0.27610,0.33120
1988,Upper Secondary Level,4th Quintile,CDU/CSU,0.25353,250,1071,0.22747,0.27960
1988,Upper Secondary Level,4th Quintile,Bündnis90/Grüne,0.02920,32,1071,0.01912,0.03929
1988,Upper Secondary Level,5th Quintile,Not leaning towards specific party,0.34873,347,942,0.31828,0.37918
1988,Upper Secondary Level,5th Quintile,SPD,0.28177,274,942,0.25302,0.31051
1988,Upper Secondary Level,5th Quintile,CDU/CSU,0.29727,275,942,0.26806,0.32647
1988,Upper Secondary Level,5th Quintile,FDP,0.05186,46,942,0.03769,0.06603
1988,First Stage of Tertiary Education,3rd Quintile,Not leaning towards specific party,0.30675,31,31,0.14173,0.47177
1988,First Stage of Tertiary Education,4th Quintile,Not leaning towards specific party,0.34181,44,92,0.24436,0.43927
1988,First Stage of Tertiary Education,4th Quintile,CDU/CSU,0.38247,48,92,0.28262,0.48233
1988,First Stage of Tertiary Education,5th Quintile,Not leaning towards specific party,0.32975,52,141,0.25187,0.40762
1988,First Stage of Tertiary Education,5th Quintile,SPD,0.19197,32,141,0.12673,0.25721
1988,First Stage of Tertiary Education,5th Quintile,CDU/CSU,0.35708,57,141,0.27771,0.43645
1988,Second Stage of Tertiary Education,4th Quintile,Not leaning towards specific party,0.26644,44,126,0.18894,0.34394
1988,Second Stage of Tertiary Education,4th Quintile,SPD,0.33504,47,126,0.25230,0.41779
