year,migback,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1988,No migration background,FDP,0.02947,198,7024,0.02552,0.03343
1988,No migration background,Bündnis90/Grüne,0.03486,256,7024,0.03057,0.03915
1988,No migration background,Others,0.00647,40,7024,0.00459,0.00834
1988,Direct migration background,Not leaning towards specific party,0.57227,1826,2640,0.55339,0.59114
1988,Direct migration background,SPD,0.22590,552,2640,0.20995,0.24185
1988,Direct migration background,CDU/CSU,0.16208,189,2640,0.14802,0.17615
1988,Direct migration background,Bündnis90/Grüne,0.02598,73,2640,0.01991,0.03205
1988,Indirect migration background,Not leaning towards specific party,0.57750,140,192,0.50744,0.64755
1988,Indirect migration background,SPD,0.22719,52,192,0.16776,0.28661
1989,No migration background,Not leaning towards specific party,0.40559,2829,6756,0.39388,0.41730
1989,No migration background,SPD,0.27820,1846,6756,0.26752,0.28889
1989,No migration background,CDU/CSU,0.23517,1532,6756,0.22505,0.24528
1989,No migration background,FDP,0.01920,126,6756,0.01593,0.02247
1989,No migration background,Bündnis90/Grüne,0.03572,257,6756,0.03130,0.04015
1989,No migration background,Others,0.02612,166,6756,0.02231,0.02992
1989,Direct migration background,Not leaning towards specific party,0.55654,1632,2546,0.53724,0.57584
1989,Direct migration background,SPD,0.24152,654,2546,0.22489,0.25815
1989,Direct migration background,CDU/CSU,0.14549,172,2546,0.13179,0.15919
1989,Direct migration background,Bündnis90/Grüne,0.03943,88,2546,0.03187,0.04699
1989,Indirect migration background,Not leaning towards specific party,0.60193,158,227,0.53811,0.66575
1989,Indirect migration background,SPD,0.24473,69,227,0.18867,0.30078
1990,No migration background,Not leaning towards specific party,0.37755,2566,6578,0.36583,0.38926
1990,No migration background,SPD,0.29965,1930,6578,0.28858,0.31072
1990,No migration background,CDU/CSU,0.25182,1623,6578,0.24133,0.26231
1990,No migration background,FDP,0.02774,178,6578,0.02377,0.03171
1990,No migration background,Bündnis90/Grüne,0.03038,216,6578,0.02623,0.03453
1990,No migration background,Far right parties,0.00872,65,6578,0.00648,0.01097
1990,Direct migration background,Not leaning towards specific party,0.55158,1594,2494,0.53206,0.57111
1990,Direct migration background,SPD,0.25240,655,2494,0.23535,0.26945
1990,Direct migration background,CDU/CSU,0.14714,176,2494,0.13323,0.16105
1990,Direct migration background,Bündnis90/Grüne,0.03531,69,2494,0.02807,0.04256
1990,Indirect migration background,Not leaning towards specific party,0.67167,196,264,0.61491,0.72843
1990,Indirect migration background,SPD,0.20434,68,264,0.15560,0.25307
1991,No migration background,Not leaning towards specific party,0.39338,2638,6511,0.38151,0.40525
1991,No migration background,SPD,0.27419,1783,6511,0.26336,0.28503
1991,No migration background,CDU/CSU,0.25906,1642,6511,0.24842,0.26971
1991,No migration background,FDP,0.03312,195,6511,0.02877,0.03747
1991,No migration background,Bündnis90/Grüne,0.03080,212,6511,0.02661,0.03500
1991,No migration background,Far right parties,0.00593,41,6511,0.00407,0.00780
1991,Direct migration background,Not leaning towards specific party,0.47604,223,427,0.42861,0.52347
1991,Direct migration background,SPD,0.21202,88,427,0.17320,0.25083
1991,Direct migration background,CDU/CSU,0.26576,116,427,0.22381,0.30771
1991,Indirect migration background,Not leaning towards specific party,0.52611,31,31,0.34743,0.70479
1992,No migration background,Not leaning towards specific party,0.50160,5597,10294,0.49194,0.51126
1992,No migration background,SPD,0.21849,2032,10294,0.21050,0.22647
1992,No migration background,CDU/CSU,0.20751,1894,10294,0.19968,0.21534
1992,No migration background,FDP,0.02431,225,10294,0.02133,0.02728
1992,No migration background,Bündnis90/Grüne,0.02962,331,10294,0.02634,0.03289
1992,No migration background,PDS/Linke,0.00787,115,10294,0.00616,0.00957
1992,No migration background,Others,0.01062,100,10294,0.00864,0.01260
1992,Direct migration background,Not leaning towards specific party,0.64967,1830,2508,0.63099,0.66834
1992,Direct migration background,SPD,0.18138,445,2508,0.16629,0.19646
1992,Direct migration background,CDU/CSU,0.12701,180,2508,0.11398,0.14005
1992,Direct migration background,Bündnis90/Grüne,0.02224,53,2508,0.01647,0.02801
1992,Indirect migration background,Not leaning towards specific party,0.69053,300,365,0.64304,0.73802
1992,Indirect migration background,SPD,0.15304,65,365,0.11605,0.19002
1993,No migration background,Not leaning towards specific party,0.54975,5986,10111,0.54006,0.55945
1993,No migration background,SPD,0.18994,1728,10111,0.18229,0.19758
1993,No migration background,CDU/CSU,0.17468,1541,10111,0.16728,0.18209
1993,No migration background,FDP,0.02241,189,10111,0.01953,0.02530
1993,No migration background,Bündnis90/Grüne,0.03518,362,10111,0.03159,0.03877
1993,No migration background,PDS/Linke,0.00937,132,10111,0.00749,0.01125
1993,No migration background,Far right parties,0.01433,133,10111,0.01201,0.01664
1993,No migration background,Others,0.00434,40,10111,0.00306,0.00562
1993,Direct migration background,Not leaning towards specific party,0.67302,1811,2435,0.65438,0.69166
1993,Direct migration background,SPD,0.16068,418,2435,0.14609,0.17527
1993,Direct migration background,CDU/CSU,0.11154,147,2435,0.09904,0.12405
1993,Direct migration background,Bündnis90/Grüne,0.03323,59,2435,0.02611,0.04035
1993,Indirect migration background,Not leaning towards specific party,0.78347,368,436,0.74477,0.82218
1993,Indirect migration background,SPD,0.13283,68,436,0.10093,0.16472
1994,No migration background,Not leaning towards specific party,0.52009,5701,9973,0.51028,0.52990
1994,No migration background,SPD,0.21672,1888,9973,0.20864,0.22481
1994,No migration background,CDU/CSU,0.18285,1562,9973,0.17526,0.19043
1994,No migration background,FDP,0.01679,134,9973,0.01427,0.01931
1994,No migration background,Bündnis90/Grüne,0.03609,349,9973,0.03243,0.03976
1994,No migration background,PDS/Linke,0.01383,197,9973,0.01154,0.01612
1994,No migration background,Far right parties,0.00812,87,9973,0.00636,0.00988
1994,No migration background,Others,0.00551,55,9973,0.00406,0.00696
1994,Direct migration background,Not leaning towards specific party,0.64693,1661,2315,0.62746,0.66641
1994,Direct migration background,SPD,0.17907,430,2315,0.16345,0.19470
1994,Direct migration background,CDU/CSU,0.12736,170,2315,0.11378,0.14094
1994,Direct migration background,Bündnis90/Grüne,0.02803,54,2315,0.02131,0.03476
1994,Indirect migration background,Not leaning towards specific party,0.72495,364,452,0.68374,0.76616
1994,Indirect migration background,SPD,0.16435,88,452,0.13015,0.19855
1995,No migration background,Not leaning towards specific party,0.47225,5155,9966,0.46245,0.48206
1995,No migration background,SPD,0.22577,1984,9966,0.21757,0.23398
1995,No migration background,CDU/CSU,0.21211,1902,9966,0.20408,0.22013
1995,No migration background,FDP,0.01600,129,9966,0.01354,0.01846
1995,No migration background,Bündnis90/Grüne,0.04783,462,9966,0.04364,0.05202
1995,No migration background,PDS/Linke,0.01757,251,9966,0.01499,0.02015
1995,No migration background,Far right parties,0.00500,48,9966,0.00362,0.00639
1995,No migration background,Others,0.00346,35,9966,0.00231,0.00461
1995,Direct migration background,Not leaning towards specific party,0.60897,1888,2730,0.59066,0.62727
1995,Direct migration background,SPD,0.15895,445,2730,0.14523,0.17267
1995,Direct migration background,CDU/CSU,0.17254,321,2730,0.15836,0.18671
1995,Direct migration background,Bündnis90/Grüne,0.03998,76,2730,0.03263,0.04733
1995,Indirect migration background,Not leaning towards specific party,0.69144,383,450,0.64871,0.73416
1995,Indirect migration background,SPD,0.14187,67,450,0.10960,0.17415
1996,No migration background,Not leaning towards specific party,0.49855,5374,9883,0.48869,0.50841
1996,No migration background,SPD,0.19397,1684,9883,0.18618,0.20177
1996,No migration background,CDU/CSU,0.21589,1871,9883,0.20778,0.22401
1996,No migration background,FDP,0.01394,105,9883,0.01163,0.01625
1996,No migration background,Bündnis90/Grüne,0.04832,477,9883,0.04409,0.05255
1996,No migration background,PDS/Linke,0.01768,261,9883,0.01508,0.02028
1996,No migration background,Far right parties,0.00730,70,9883,0.00562,0.00898
1996,No migration background,Others,0.00434,41,9883,0.00305,0.00564
1996,Direct migration background,Not leaning towards specific party,0.62367,1805,2557,0.60489,0.64245
1996,Direct migration background,SPD,0.14084,381,2557,0.12735,0.15433
1996,Direct migration background,CDU/CSU,0.16664,305,2557,0.15219,0.18109
1996,Direct migration background,Bündnis90/Grüne,0.04255,66,2557,0.03473,0.05038
1996,Indirect migration background,Not leaning towards specific party,0.69507,414,486,0.65410,0.73605
1996,Indirect migration background,SPD,0.13414,72,486,0.10381,0.16447
1997,No migration background,Not leaning towards specific party,0.51095,5567,9767,0.50104,0.52087
1997,No migration background,SPD,0.20544,1702,9767,0.19742,0.21345
1997,No migration background,CDU/CSU,0.19710,1638,9767,0.18921,0.20499
1997,No migration background,FDP,0.01273,98,9767,0.01051,0.01495
1997,No migration background,Bündnis90/Grüne,0.04568,408,9767,0.04154,0.04982
1997,No migration background,PDS/Linke,0.01531,225,9767,0.01287,0.01774
1997,No migration background,Far right parties,0.00837,90,9767,0.00657,0.01018
1997,No migration background,Others,0.00442,39,9767,0.00311,0.00574
1997,Direct migration background,Not leaning towards specific party,0.65500,1745,2434,0.63611,0.67389
1997,Direct migration background,SPD,0.15103,368,2434,0.13680,0.16526
1997,Direct migration background,CDU/CSU,0.14924,276,2434,0.13508,0.16340
1997,Direct migration background,Bündnis90/Grüne,0.02335,45,2434,0.01735,0.02936
1997,Indirect migration background,Not leaning towards specific party,0.71370,441,537,0.67544,0.75197
1997,Indirect migration background,SPD,0.10373,64,537,0.07792,0.12954
1997,Indirect migration background,Bündnis90/Grüne,0.08901,32,537,0.06490,0.11312
1998,No migration background,Not leaning towards specific party,0.50710,6236,11185,0.49784,0.51637
1998,No migration background,SPD,0.21989,2196,11185,0.21221,0.22756
1998,No migration background,CDU/CSU,0.18028,1728,11185,0.17316,0.18741
1998,No migration background,FDP,0.01349,114,11185,0.01136,0.01563
1998,No migration background,Bündnis90/Grüne,0.04335,458,11185,0.03958,0.04713
1998,No migration background,PDS/Linke,0.01444,232,11185,0.01223,0.01665
1998,No migration background,Far right parties,0.00877,89,11185,0.00704,0.01050
1998,No migration background,Others,0.00771,73,11185,0.00609,0.00933
1998,No migration background,Party combinations,0.00495,59,11185,0.00365,0.00625
1998,Direct migration background,Not leaning towards specific party,0.64745,1675,2356,0.62816,0.66675
1998,Direct migration background,SPD,0.16350,364,2356,0.14857,0.17844
1998,Direct migration background,CDU/CSU,0.14175,269,2356,0.12766,0.15584
1998,Direct migration background,Bündnis90/Grüne,0.02527,48,2356,0.01893,0.03161
1998,Indirect migration background,Not leaning towards specific party,0.67377,451,537,0.63408,0.71346
1998,Indirect migration background,SPD,0.15479,86,537,0.12416,0.18541
1999,No migration background,Not leaning towards specific party,0.46288,5474,10818,0.45349,0.47228
1999,No migration background,SPD,0.22937,2286,10818,0.22145,0.23729
1999,No migration background,CDU/CSU,0.22077,2081,10818,0.21295,0.22858
1999,No migration background,FDP,0.01385,118,10818,0.01164,0.01605
1999,No migration background,Bündnis90/Grüne,0.03409,357,10818,0.03067,0.03751
1999,No migration background,PDS/Linke,0.02005,284,10818,0.01740,0.02269
1999,No migration background,Far right parties,0.00571,76,10818,0.00429,0.00713
1999,No migration background,Others,0.00562,64,10818,0.00421,0.00703
1999,No migration background,Party combinations,0.00767,78,10818,0.00602,0.00931
1999,Direct migration background,Not leaning towards specific party,0.62692,1490,2162,0.60653,0.64731
1999,Direct migration background,SPD,0.17149,349,2162,0.15559,0.18738
1999,Direct migration background,CDU/CSU,0.16025,283,2162,0.14478,0.17572
1999,Direct migration background,Bündnis90/Grüne,0.02328,40,2162,0.01692,0.02964
1999,Indirect migration background,Not leaning towards specific party,0.64933,433,537,0.60893,0.68973
1999,Indirect migration background,SPD,0.20256,104,537,0.16853,0.23658
2000,No migration background,Not leaning towards specific party,0.50352,10429,19787,0.49655,0.51049
2000,No migration background,SPD,0.21540,3994,19787,0.20967,0.22113
2000,No migration background,CDU/CSU,0.19676,3660,19787,0.19122,0.20230
2000,No migration background,FDP,0.01481,248,19787,0.01312,0.01649
2000,No migration background,Bündnis90/Grüne,0.03423,662,19787,0.03170,0.03676
2000,No migration background,PDS/Linke,0.02042,490,19787,0.01845,0.02239
2000,No migration background,Far right parties,0.00528,116,19787,0.00427,0.00629
2000,No migration background,Others,0.00484,96,19787,0.00387,0.00580
2000,No migration background,Party combinations,0.00474,92,19787,0.00379,0.00570
2000,Direct migration background,Not leaning towards specific party,0.66804,2269,3254,0.65185,0.68422
2000,Direct migration background,SPD,0.13937,456,3254,0.12747,0.15128
2000,Direct migration background,CDU/CSU,0.14581,446,3254,0.13368,0.15794
2000,Direct migration background,Bündnis90/Grüne,0.01904,52,3254,0.01435,0.02374
2000,Direct migration background,PDS/Linke,0.01063,31,3254,0.00710,0.01415
2000,Indirect migration background,Not leaning towards specific party,0.69818,595,770,0.66574,0.73063
2000,Indirect migration background,SPD,0.14218,122,770,0.11750,0.16686
2000,Indirect migration background,CDU/CSU,0.08599,53,770,0.06617,0.10580
2001,No migration background,Not leaning towards specific party,0.52468,9930,18125,0.51741,0.53195
2001,No migration background,SPD,0.20657,3536,18125,0.20068,0.21247
2001,No migration background,CDU/CSU,0.18501,3112,18125,0.17935,0.19066
2001,No migration background,FDP,0.01772,277,18125,0.01580,0.01964
2001,No migration background,Bündnis90/Grüne,0.03370,615,18125,0.03107,0.03633
2001,No migration background,PDS/Linke,0.01896,407,18125,0.01697,0.02094
2001,No migration background,Far right parties,0.00425,96,18125,0.00330,0.00519
2001,No migration background,Others,0.00485,80,18125,0.00383,0.00586
2001,No migration background,Party combinations,0.00428,72,18125,0.00333,0.00523
2001,Direct migration background,Not leaning towards specific party,0.69325,2067,2855,0.67633,0.71017
2001,Direct migration background,SPD,0.14073,394,2855,0.12797,0.15349
2001,Direct migration background,CDU/CSU,0.12374,352,2855,0.11166,0.13582
2001,Direct migration background,Bündnis90/Grüne,0.01690,42,2855,0.01217,0.02163
2001,Indirect migration background,Not leaning towards specific party,0.70570,557,723,0.67246,0.73894
2001,Indirect migration background,SPD,0.14103,118,723,0.11565,0.16642
2001,Indirect migration background,CDU/CSU,0.08695,48,723,0.06640,0.10750
2002,No migration background,Not leaning towards specific party,0.52397,10021,19330,0.51693,0.53101
2002,No migration background,SPD,0.20056,3718,19330,0.19491,0.20620
2002,No migration background,CDU/CSU,0.18754,3671,19330,0.18204,0.19304
2002,No migration background,FDP,0.02013,454,19330,0.01815,0.02211
2002,No migration background,Bündnis90/Grüne,0.03016,687,19330,0.02775,0.03257
2002,No migration background,PDS/Linke,0.02399,524,19330,0.02183,0.02615
2002,No migration background,Far right parties,0.00388,72,19330,0.00301,0.00476
2002,No migration background,Others,0.00533,91,19330,0.00431,0.00636
2002,No migration background,Party combinations,0.00443,92,19330,0.00350,0.00537
2002,Direct migration background,Not leaning towards specific party,0.69308,1911,2736,0.67580,0.71037
2002,Direct migration background,SPD,0.13458,395,2736,0.12179,0.14737
2002,Direct migration background,CDU/CSU,0.13623,391,2736,0.12338,0.14909
2002,Direct migration background,Bündnis90/Grüne,0.01506,39,2736,0.01049,0.01962
2002,Indirect migration background,Not leaning towards specific party,0.68010,522,726,0.64614,0.71405
2002,Indirect migration background,SPD,0.15331,131,726,0.12709,0.17954
2002,Indirect migration background,CDU/CSU,0.09346,73,726,0.07227,0.11465
2003,No migration background,Not leaning towards specific party,0.48967,9126,18640,0.48249,0.49684
2003,No migration background,SPD,0.19521,3448,18640,0.18952,0.20090
2003,No migration background,CDU/CSU,0.21997,4134,18640,0.21403,0.22592
2003,No migration background,FDP,0.01989,404,18640,0.01789,0.02190
2003,No migration background,Bündnis90/Grüne,0.04389,900,18640,0.04095,0.04683
2003,No migration background,PDS/Linke,0.01672,367,18640,0.01488,0.01856
2003,No migration background,Far right parties,0.00355,61,18640,0.00269,0.00440
2003,No migration background,Others,0.00436,80,18640,0.00342,0.00531
2003,No migration background,Party combinations,0.00674,120,18640,0.00557,0.00792
2003,Direct migration background,Not leaning towards specific party,0.67185,1779,2569,0.65369,0.69001
2003,Direct migration background,SPD,0.12156,320,2569,0.10892,0.13419
2003,Direct migration background,CDU/CSU,0.15491,420,2569,0.14092,0.16891
2003,Direct migration background,Bündnis90/Grüne,0.02663,50,2569,0.02041,0.03286
2003,Indirect migration background,Not leaning towards specific party,0.65601,505,745,0.62187,0.69014
2003,Indirect migration background,SPD,0.14877,120,745,0.12320,0.17435
2003,Indirect migration background,CDU/CSU,0.10349,78,745,0.08160,0.12537
2003,Indirect migration background,Bündnis90/Grüne,0.06538,42,745,0.04762,0.08315
2004,No migration background,Not leaning towards specific party,0.56314,10139,18207,0.55593,0.57034
2004,No migration background,SPD,0.15666,2725,18207,0.15138,0.16194
2004,No migration background,CDU/CSU,0.19363,3570,18207,0.18789,0.19937
2004,No migration background,FDP,0.01770,359,18207,0.01578,0.01961
2004,No migration background,Bündnis90/Grüne,0.03797,795,18207,0.03519,0.04074
2004,No migration background,PDS/Linke,0.01837,395,18207,0.01642,0.02032
2004,No migration background,Far right parties,0.00399,66,18207,0.00308,0.00491
2004,No migration background,Others,0.00474,84,18207,0.00374,0.00573
2004,No migration background,Party combinations,0.00381,74,18207,0.00292,0.00471
2004,Direct migration background,Not leaning towards specific party,0.70893,1809,2474,0.69103,0.72683
2004,Direct migration background,SPD,0.10080,252,2474,0.08893,0.11266
2004,Direct migration background,CDU/CSU,0.14693,369,2474,0.13298,0.16089
2004,Direct migration background,Bündnis90/Grüne,0.02005,44,2474,0.01453,0.02558
2004,Indirect migration background,Not leaning towards specific party,0.72974,579,785,0.69865,0.76083
2004,Indirect migration background,SPD,0.11378,103,785,0.09155,0.13601
2004,Indirect migration background,CDU/CSU,0.08336,72,785,0.06401,0.10270
2004,Indirect migration background,Bündnis90/Grüne,0.05895,31,785,0.04246,0.07543
2005,No migration background,Not leaning towards specific party,0.54086,9298,17406,0.53346,0.54827
2005,No migration background,SPD,0.17120,2877,17406,0.16560,0.17680
2005,No migration background,CDU/CSU,0.18862,3345,17406,0.18280,0.19443
2005,No migration background,FDP,0.01720,359,17406,0.01527,0.01913
2005,No migration background,Bündnis90/Grüne,0.04422,821,17406,0.04116,0.04727
2005,No migration background,PDS/Linke,0.01913,411,17406,0.01710,0.02117
2005,No migration background,Far right parties,0.00881,126,17406,0.00743,0.01020
2005,No migration background,Others,0.00513,77,17406,0.00407,0.00619
2005,No migration background,Party combinations,0.00483,92,17406,0.00380,0.00586
2005,Direct migration background,Not leaning towards specific party,0.69322,1633,2309,0.67441,0.71203
2005,Direct migration background,SPD,0.12164,290,2309,0.10831,0.13498
2005,Direct migration background,CDU/CSU,0.13886,344,2309,0.12475,0.15297
2005,Direct migration background,Bündnis90/Grüne,0.02244,42,2309,0.01640,0.02849
2005,Indirect migration background,Not leaning towards specific party,0.75638,611,809,0.72678,0.78598
2005,Indirect migration background,SPD,0.11220,109,809,0.09043,0.13396
2005,Indirect migration background,CDU/CSU,0.07120,58,809,0.05347,0.08893
2005,Indirect migration background,Bündnis90/Grüne,0.04835,31,809,0.03356,0.06314
2006,No migration background,Not leaning towards specific party,0.50111,9203,18633,0.49393,0.50829
2006,No migration background,SPD,0.18394,3339,18633,0.17838,0.18951
2006,No migration background,CDU/CSU,0.20403,3917,18633,0.19824,0.20981
2006,No migration background,FDP,0.02234,459,18633,0.02022,0.02446
2006,No migration background,Bündnis90/Grüne,0.04187,854,18633,0.03900,0.04475
2006,No migration background,PDS/Linke,0.02928,583,18633,0.02686,0.03170
2006,No migration background,Far right parties,0.00839,128,18633,0.00708,0.00970
2006,No migration background,Others,0.00459,78,18633,0.00362,0.00556
2006,No migration background,Party combinations,0.00444,72,18633,0.00349,0.00540
2006,Direct migration background,Not leaning towards specific party,0.67806,1605,2303,0.65897,0.69714
2006,Direct migration background,SPD,0.14697,324,2303,0.13250,0.16143
2006,Direct migration background,CDU/CSU,0.12287,327,2303,0.10946,0.13628
2006,Direct migration background,Bündnis90/Grüne,0.02162,47,2303,0.01568,0.02756
2006,Indirect migration background,Not leaning towards specific party,0.72206,564,783,0.69066,0.75346
2006,Indirect migration background,SPD,0.12595,124,783,0.10270,0.14921
2006,Indirect migration background,CDU/CSU,0.06523,62,783,0.04792,0.08253
2006,Indirect migration background,Bündnis90/Grüne,0.05279,33,783,0.03712,0.06847
2007,No migration background,Not leaning towards specific party,0.54982,9543,17529,0.54246,0.55719
2007,No migration background,SPD,0.16242,2773,17529,0.15696,0.16788
2007,No migration background,CDU/CSU,0.18082,3231,17529,0.17512,0.18651
2007,No migration background,FDP,0.01958,425,17529,0.01753,0.02163
2007,No migration background,Bündnis90/Grüne,0.04449,792,17529,0.04144,0.04755
2007,No migration background,PDS/Linke,0.02757,517,17529,0.02515,0.03000
2007,No migration background,Far right parties,0.00740,112,17529,0.00613,0.00867
2007,No migration background,Others,0.00408,71,17529,0.00313,0.00502
2007,No migration background,Party combinations,0.00382,65,17529,0.00290,0.00473
2007,Direct migration background,Not leaning towards specific party,0.73527,1521,2062,0.71622,0.75432
2007,Direct migration background,SPD,0.11521,242,2062,0.10142,0.12899
2007,Direct migration background,CDU/CSU,0.10038,257,2062,0.08740,0.11335
2007,Direct migration background,Bündnis90/Grüne,0.02172,42,2062,0.01543,0.02802
2007,Indirect migration background,Not leaning towards specific party,0.73495,563,729,0.70289,0.76701
2007,Indirect migration background,SPD,0.11721,108,729,0.09384,0.14058
2007,Indirect migration background,CDU/CSU,0.05902,58,729,0.04190,0.07614
2008,No migration background,Not leaning towards specific party,0.54409,8986,16531,0.53650,0.55169
2008,No migration background,SPD,0.15423,2460,16531,0.14872,0.15973
2008,No migration background,CDU/CSU,0.18873,3151,16531,0.18276,0.19469
2008,No migration background,FDP,0.02067,408,16531,0.01850,0.02284
2008,No migration background,Bündnis90/Grüne,0.04517,730,16531,0.04200,0.04833
2008,No migration background,PDS/Linke,0.03142,563,16531,0.02876,0.03408
2008,No migration background,Far right parties,0.00677,98,16531,0.00552,0.00802
2008,No migration background,Others,0.00309,50,16531,0.00224,0.00393
2008,No migration background,Party combinations,0.00584,85,16531,0.00468,0.00700
2008,Direct migration background,Not leaning towards specific party,0.72720,1341,1851,0.70690,0.74750
2008,Direct migration background,SPD,0.11355,215,1851,0.09909,0.12801
2008,Direct migration background,CDU/CSU,0.11350,263,1851,0.09905,0.12795
2008,Direct migration background,Bündnis90/Grüne,0.01927,32,1851,0.01300,0.02553
2008,Indirect migration background,Not leaning towards specific party,0.71246,544,710,0.67914,0.74577
2008,Indirect migration background,SPD,0.12123,97,710,0.09721,0.14526
2008,Indirect migration background,CDU/CSU,0.08071,69,710,0.06066,0.10076
2009,No migration background,Not leaning towards specific party,0.56405,8602,15566,0.55626,0.57184
2009,No migration background,SPD,0.13594,2124,15566,0.13056,0.14133
2009,No migration background,CDU/CSU,0.17320,2777,15566,0.16726,0.17915
2009,No migration background,FDP,0.03243,566,15566,0.02965,0.03522
2009,No migration background,Bündnis90/Grüne,0.04631,756,15566,0.04301,0.04962
2009,No migration background,PDS/Linke,0.03047,514,15566,0.02777,0.03317
2009,No migration background,Far right parties,0.00805,97,15566,0.00664,0.00945
2009,No migration background,Others,0.00420,69,15566,0.00318,0.00521
2009,No migration background,Party combinations,0.00535,61,15566,0.00420,0.00649
2009,Direct migration background,Not leaning towards specific party,0.73931,1168,1598,0.71777,0.76084
2009,Direct migration background,SPD,0.09320,163,1598,0.07894,0.10746
2009,Direct migration background,CDU/CSU,0.09589,221,1598,0.08145,0.11033
2009,Direct migration background,Bündnis90/Grüne,0.03336,46,1598,0.02455,0.04216
2009,Indirect migration background,Not leaning towards specific party,0.75885,534,655,0.72607,0.79164
2009,Indirect migration background,SPD,0.10227,76,655,0.07905,0.12549
2009,Indirect migration background,CDU/CSU,0.06035,45,655,0.04210,0.07860
2010,No migration background,Not leaning towards specific party,0.49531,9960,19635,0.48832,0.50230
2010,No migration background,SPD,0.15514,2749,19635,0.15007,0.16020
2010,No migration background,CDU/CSU,0.19210,3666,19635,0.18658,0.19761
2010,No migration background,FDP,0.02886,639,19635,0.02652,0.03120
2010,No migration background,Bündnis90/Grüne,0.06300,1441,19635,0.05961,0.06640
2010,No migration background,PDS/Linke,0.04238,806,19635,0.03957,0.04520
2010,No migration background,Far right parties,0.00860,157,19635,0.00731,0.00989
2010,No migration background,Others,0.00544,104,19635,0.00441,0.00647
2010,No migration background,Party combinations,0.00917,113,19635,0.00784,0.01050
