year,bula_h,quintil_oecd,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,North Rhine-Westphalia,4th Quintile,CDU/CSU,0.27390,146,617,0.23868,0.30911
1984,North Rhine-Westphalia,5th Quintile,Not leaning towards specific party,0.31277,197,557,0.27423,0.35131
1984,North Rhine-Westphalia,5th Quintile,SPD,0.26897,162,557,0.23211,0.30583
1984,North Rhine-Westphalia,5th Quintile,CDU/CSU,0.35018,198,557,0.31052,0.38983
1984,Hesse,1st Quintile,Not leaning towards specific party,0.40981,135,236,0.34693,0.47269
1984,Hesse,1st Quintile,SPD,0.28554,68,236,0.22779,0.34328
1984,Hesse,1st Quintile,CDU/CSU,0.20165,33,236,0.15035,0.25295
1984,Hesse,2nd Quintile,Not leaning towards specific party,0.38074,114,199,0.31311,0.44838
1984,Hesse,2nd Quintile,SPD,0.42598,85,199,0.35710,0.49486
1984,Hesse,3rd Quintile,Not leaning towards specific party,0.39812,85,189,0.32814,0.46809
1984,Hesse,3rd Quintile,SPD,0.27893,63,189,0.21482,0.34304
1984,Hesse,3rd Quintile,CDU/CSU,0.27565,41,189,0.21178,0.33953
1984,Hesse,4th Quintile,Not leaning towards specific party,0.42129,114,222,0.35619,0.48639
1984,Hesse,4th Quintile,SPD,0.31439,70,222,0.25318,0.37560
1984,Hesse,4th Quintile,CDU/CSU,0.20102,38,222,0.14818,0.25386
1984,Hesse,5th Quintile,Not leaning towards specific party,0.33422,114,277,0.27857,0.38987
1984,Hesse,5th Quintile,SPD,0.29380,89,277,0.24006,0.34754
1984,Hesse,5th Quintile,CDU/CSU,0.27501,74,277,0.22233,0.32769
1984,"Rhineland-Palatinate, Saarland",1st Quintile,Not leaning towards specific party,0.50119,88,139,0.41776,0.58461
1984,"Rhineland-Palatinate, Saarland",1st Quintile,SPD,0.29540,51,139,0.21928,0.37152
1984,"Rhineland-Palatinate, Saarland",2nd Quintile,Not leaning towards specific party,0.50015,115,176,0.42607,0.57423
1984,"Rhineland-Palatinate, Saarland",2nd Quintile,SPD,0.33274,61,176,0.26293,0.40256
1984,"Rhineland-Palatinate, Saarland",3rd Quintile,Not leaning towards specific party,0.45513,85,177,0.38155,0.52870
1984,"Rhineland-Palatinate, Saarland",3rd Quintile,SPD,0.25813,51,177,0.19348,0.32278
1984,"Rhineland-Palatinate, Saarland",3rd Quintile,CDU/CSU,0.23548,41,177,0.17279,0.29817
1984,"Rhineland-Palatinate, Saarland",4th Quintile,Not leaning towards specific party,0.42069,68,152,0.34195,0.49944
1984,"Rhineland-Palatinate, Saarland",4th Quintile,SPD,0.23631,42,152,0.16855,0.30406
1984,"Rhineland-Palatinate, Saarland",4th Quintile,CDU/CSU,0.26881,42,152,0.19810,0.33953
1984,"Rhineland-Palatinate, Saarland",5th Quintile,Not leaning towards specific party,0.37136,47,96,0.27420,0.46852
1984,"Rhineland-Palatinate, Saarland",5th Quintile,CDU/CSU,0.38684,49,96,0.28890,0.48478
1984,Baden-Wuerttemberg,1st Quintile,Not leaning towards specific party,0.57493,250,369,0.52442,0.62544
1984,Baden-Wuerttemberg,1st Quintile,SPD,0.16233,64,369,0.12465,0.20001
1984,Baden-Wuerttemberg,1st Quintile,CDU/CSU,0.22408,55,369,0.18148,0.26668
1984,Baden-Wuerttemberg,2nd Quintile,Not leaning towards specific party,0.50016,284,453,0.45406,0.54625
1984,Baden-Wuerttemberg,2nd Quintile,SPD,0.18037,77,453,0.14492,0.21582
1984,Baden-Wuerttemberg,2nd Quintile,CDU/CSU,0.27315,92,453,0.23207,0.31423
1984,Baden-Wuerttemberg,3rd Quintile,Not leaning towards specific party,0.43487,240,430,0.38796,0.48178
1984,Baden-Wuerttemberg,3rd Quintile,SPD,0.23077,109,430,0.19090,0.27064
1984,Baden-Wuerttemberg,3rd Quintile,CDU/CSU,0.25674,81,430,0.21540,0.29807
1984,Baden-Wuerttemberg,4th Quintile,Not leaning towards specific party,0.41313,225,462,0.36818,0.45808
1984,Baden-Wuerttemberg,4th Quintile,SPD,0.25116,125,462,0.21157,0.29075
1984,Baden-Wuerttemberg,4th Quintile,CDU/CSU,0.28931,112,462,0.24791,0.33070
1984,Baden-Wuerttemberg,5th Quintile,Not leaning towards specific party,0.44067,204,405,0.39226,0.48908
1984,Baden-Wuerttemberg,5th Quintile,SPD,0.18681,94,405,0.14881,0.22482
1984,Baden-Wuerttemberg,5th Quintile,CDU/CSU,0.27973,107,405,0.23595,0.32350
1984,Bavaria,1st Quintile,Not leaning towards specific party,0.48645,216,360,0.43475,0.53816
1984,Bavaria,1st Quintile,SPD,0.14842,56,360,0.11164,0.18520
1984,Bavaria,1st Quintile,CDU/CSU,0.30366,88,360,0.25609,0.35122
1984,Bavaria,2nd Quintile,Not leaning towards specific party,0.45193,199,400,0.40310,0.50077
1984,Bavaria,2nd Quintile,SPD,0.19584,85,400,0.15690,0.23478
1984,Bavaria,2nd Quintile,CDU/CSU,0.32863,116,400,0.28254,0.37472
1984,Bavaria,3rd Quintile,Not leaning towards specific party,0.44155,207,413,0.39360,0.48950
1984,Bavaria,3rd Quintile,SPD,0.19418,93,413,0.15598,0.23238
1984,Bavaria,3rd Quintile,CDU/CSU,0.32037,113,413,0.27531,0.36542
1984,Bavaria,4th Quintile,Not leaning towards specific party,0.40326,189,399,0.35507,0.45146
1984,Bavaria,4th Quintile,SPD,0.25435,104,399,0.21156,0.29713
1984,Bavaria,4th Quintile,CDU/CSU,0.31092,106,399,0.26544,0.35639
1984,Bavaria,5th Quintile,Not leaning towards specific party,0.31868,148,400,0.27296,0.36440
1984,Bavaria,5th Quintile,SPD,0.16620,71,400,0.12967,0.20273
1984,Bavaria,5th Quintile,CDU/CSU,0.44413,181,400,0.39537,0.49288
1984,Berlin,1st Quintile,Not leaning towards specific party,0.62931,43,43,0.48324,0.77538
1984,Berlin,2nd Quintile,Not leaning towards specific party,0.56441,31,31,0.38698,0.74184
1984,Berlin,3rd Quintile,Not leaning towards specific party,0.43440,49,87,0.32964,0.53916
1984,Berlin,3rd Quintile,SPD,0.35134,38,87,0.25045,0.45224
1984,Berlin,4th Quintile,Not leaning towards specific party,0.39962,35,35,0.23497,0.56427
1984,Berlin,5th Quintile,Not leaning towards specific party,0.36485,47,47,0.22574,0.50397
1985,Schleswig-Holstein,1st Quintile,Not leaning towards specific party,0.45040,31,31,0.27236,0.62844
1985,Schleswig-Holstein,2nd Quintile,Not leaning towards specific party,0.38680,33,66,0.26840,0.50520
1985,Schleswig-Holstein,2nd Quintile,SPD,0.42266,33,66,0.30257,0.54275
1985,Schleswig-Holstein,4th Quintile,SPD,0.54534,37,37,0.38268,0.70800
1985,Hamburg,3rd Quintile,Not leaning towards specific party,0.48481,31,31,0.30597,0.66365
1985,Lower Saxony,1st Quintile,Not leaning towards specific party,0.45231,133,216,0.38577,0.51884
1985,Lower Saxony,1st Quintile,SPD,0.23091,50,216,0.17458,0.28724
1985,Lower Saxony,1st Quintile,CDU/CSU,0.21230,33,216,0.15764,0.26697
1985,Lower Saxony,2nd Quintile,Not leaning towards specific party,0.38032,80,183,0.30979,0.45085
1985,Lower Saxony,2nd Quintile,SPD,0.33411,62,183,0.26558,0.40264
1985,Lower Saxony,2nd Quintile,CDU/CSU,0.24438,41,183,0.18195,0.30682
1985,Lower Saxony,3rd Quintile,Not leaning towards specific party,0.42074,101,222,0.35565,0.48582
1985,Lower Saxony,3rd Quintile,SPD,0.33057,76,222,0.26855,0.39259
1985,Lower Saxony,3rd Quintile,CDU/CSU,0.18525,45,222,0.13403,0.23648
1985,Lower Saxony,4th Quintile,Not leaning towards specific party,0.38593,79,182,0.31501,0.45685
1985,Lower Saxony,4th Quintile,SPD,0.27570,53,182,0.21060,0.34080
1985,Lower Saxony,4th Quintile,CDU/CSU,0.27455,50,182,0.20954,0.33957
1985,Lower Saxony,5th Quintile,Not leaning towards specific party,0.37385,93,217,0.30932,0.43837
1985,Lower Saxony,5th Quintile,SPD,0.21584,56,217,0.16098,0.27071
1985,Lower Saxony,5th Quintile,CDU/CSU,0.30769,68,217,0.24614,0.36924
1985,North Rhine-Westphalia,1st Quintile,Not leaning towards specific party,0.48565,374,670,0.44777,0.52352
1985,North Rhine-Westphalia,1st Quintile,SPD,0.25422,177,670,0.22123,0.28722
1985,North Rhine-Westphalia,1st Quintile,CDU/CSU,0.19874,88,670,0.16850,0.22897
1985,North Rhine-Westphalia,1st Quintile,Bündnis90/Grüne,0.05582,31,670,0.03843,0.07322
1985,North Rhine-Westphalia,2nd Quintile,Not leaning towards specific party,0.40338,295,586,0.36362,0.44313
1985,North Rhine-Westphalia,2nd Quintile,SPD,0.36698,197,586,0.32793,0.40604
1985,North Rhine-Westphalia,2nd Quintile,CDU/CSU,0.18347,94,586,0.15211,0.21484
1985,North Rhine-Westphalia,3rd Quintile,Not leaning towards specific party,0.35680,220,490,0.31434,0.39926
1985,North Rhine-Westphalia,3rd Quintile,SPD,0.29585,146,490,0.25539,0.33630
1985,North Rhine-Westphalia,3rd Quintile,CDU/CSU,0.29511,124,490,0.25468,0.33553
1985,North Rhine-Westphalia,4th Quintile,Not leaning towards specific party,0.38765,257,562,0.34733,0.42797
1985,North Rhine-Westphalia,4th Quintile,SPD,0.29806,171,562,0.26021,0.33591
1985,North Rhine-Westphalia,4th Quintile,CDU/CSU,0.25955,134,562,0.22328,0.29583
1985,North Rhine-Westphalia,5th Quintile,Not leaning towards specific party,0.30616,176,492,0.26539,0.34693
1985,North Rhine-Westphalia,5th Quintile,SPD,0.24176,128,492,0.20389,0.27963
1985,North Rhine-Westphalia,5th Quintile,CDU/CSU,0.37416,188,492,0.33136,0.41697
1985,Hesse,1st Quintile,Not leaning towards specific party,0.44877,157,205,0.38051,0.51702
1985,Hesse,1st Quintile,SPD,0.22709,48,205,0.16959,0.28458
1985,Hesse,2nd Quintile,Not leaning towards specific party,0.36634,97,187,0.29710,0.43558
1985,Hesse,2nd Quintile,SPD,0.25999,43,187,0.19695,0.32303
1985,Hesse,2nd Quintile,CDU/CSU,0.32707,47,187,0.25965,0.39450
1985,Hesse,3rd Quintile,Not leaning towards specific party,0.40235,103,164,0.32706,0.47763
1985,Hesse,3rd Quintile,SPD,0.35648,61,164,0.28295,0.43001
1985,Hesse,4th Quintile,Not leaning towards specific party,0.43073,116,223,0.36559,0.49587
1985,Hesse,4th Quintile,SPD,0.29737,71,223,0.23724,0.35750
1985,Hesse,4th Quintile,CDU/CSU,0.20299,36,223,0.15008,0.25590
1985,Hesse,5th Quintile,Not leaning towards specific party,0.41384,95,210,0.34707,0.48061
1985,Hesse,5th Quintile,SPD,0.25195,65,210,0.19309,0.31080
1985,Hesse,5th Quintile,CDU/CSU,0.24131,50,210,0.18330,0.29932
1985,"Rhineland-Palatinate, Saarland",1st Quintile,Not leaning towards specific party,0.59767,107,158,0.52096,0.67437
1985,"Rhineland-Palatinate, Saarland",1st Quintile,SPD,0.30621,51,158,0.23411,0.37831
1985,"Rhineland-Palatinate, Saarland",2nd Quintile,Not leaning towards specific party,0.68510,94,94,0.59070,0.77950
1985,"Rhineland-Palatinate, Saarland",3rd Quintile,Not leaning towards specific party,0.41329,78,174,0.33991,0.48667
1985,"Rhineland-Palatinate, Saarland",3rd Quintile,SPD,0.26838,56,174,0.20235,0.33441
1985,"Rhineland-Palatinate, Saarland",3rd Quintile,CDU/CSU,0.25181,40,174,0.18713,0.31649
1985,"Rhineland-Palatinate, Saarland",4th Quintile,Not leaning towards specific party,0.44759,74,147,0.36693,0.52825
1985,"Rhineland-Palatinate, Saarland",4th Quintile,SPD,0.22690,37,147,0.15896,0.29484
1985,"Rhineland-Palatinate, Saarland",4th Quintile,CDU/CSU,0.24922,36,147,0.17905,0.31938
1985,"Rhineland-Palatinate, Saarland",5th Quintile,Not leaning towards specific party,0.34524,43,88,0.24533,0.44514
1985,"Rhineland-Palatinate, Saarland",5th Quintile,CDU/CSU,0.36030,45,88,0.25942,0.46118
1985,Baden-Wuerttemberg,1st Quintile,Not leaning towards specific party,0.58750,261,375,0.53761,0.63739
1985,Baden-Wuerttemberg,1st Quintile,SPD,0.12326,55,375,0.08994,0.15657
1985,Baden-Wuerttemberg,1st Quintile,CDU/CSU,0.25106,59,375,0.20711,0.29501
1985,Baden-Wuerttemberg,2nd Quintile,Not leaning towards specific party,0.45616,223,390,0.40666,0.50566
1985,Baden-Wuerttemberg,2nd Quintile,SPD,0.23017,90,390,0.18834,0.27201
1985,Baden-Wuerttemberg,2nd Quintile,CDU/CSU,0.27398,77,390,0.22965,0.31830
1985,Baden-Wuerttemberg,3rd Quintile,Not leaning towards specific party,0.44157,238,450,0.39564,0.48750
1985,Baden-Wuerttemberg,3rd Quintile,SPD,0.24245,118,450,0.20281,0.28209
1985,Baden-Wuerttemberg,3rd Quintile,CDU/CSU,0.26386,94,450,0.22309,0.30463
1985,Baden-Wuerttemberg,4th Quintile,Not leaning towards specific party,0.48538,221,389,0.43564,0.53511
1985,Baden-Wuerttemberg,4th Quintile,SPD,0.20204,91,389,0.16208,0.24199
1985,Baden-Wuerttemberg,4th Quintile,CDU/CSU,0.22137,77,389,0.18006,0.26268
1985,Baden-Wuerttemberg,5th Quintile,Not leaning towards specific party,0.39978,147,324,0.34636,0.45321
1985,Baden-Wuerttemberg,5th Quintile,SPD,0.25749,102,324,0.20980,0.30517
1985,Baden-Wuerttemberg,5th Quintile,CDU/CSU,0.24837,75,324,0.20125,0.29549
1985,Bavaria,1st Quintile,Not leaning towards specific party,0.52613,180,286,0.46816,0.58410
1985,Bavaria,1st Quintile,SPD,0.17886,48,286,0.13436,0.22335
1985,Bavaria,1st Quintile,CDU/CSU,0.25443,58,286,0.20386,0.30500
1985,Bavaria,2nd Quintile,Not leaning towards specific party,0.43755,192,389,0.38819,0.48691
1985,Bavaria,2nd Quintile,SPD,0.24928,99,389,0.20624,0.29233
1985,Bavaria,2nd Quintile,CDU/CSU,0.27848,98,389,0.23388,0.32308
1985,Bavaria,3rd Quintile,Not leaning towards specific party,0.43385,173,350,0.38186,0.48585
1985,Bavaria,3rd Quintile,SPD,0.21298,82,350,0.17003,0.25594
1985,Bavaria,3rd Quintile,CDU/CSU,0.30280,95,350,0.25459,0.35100
1985,Bavaria,4th Quintile,Not leaning towards specific party,0.46215,176,361,0.41064,0.51365
1985,Bavaria,4th Quintile,SPD,0.19900,81,361,0.15775,0.24024
1985,Bavaria,4th Quintile,CDU/CSU,0.30101,104,361,0.25362,0.34839
1985,Bavaria,5th Quintile,Not leaning towards specific party,0.34462,168,421,0.29916,0.39007
1985,Bavaria,5th Quintile,SPD,0.17733,82,421,0.14081,0.21386
1985,Bavaria,5th Quintile,CDU/CSU,0.42468,171,421,0.37741,0.47195
1985,Berlin,1st Quintile,Not leaning towards specific party,0.48653,41,41,0.33163,0.64142
1985,Berlin,2nd Quintile,Not leaning towards specific party,0.39589,32,32,0.22373,0.56804
1985,Berlin,4th Quintile,Not leaning towards specific party,0.50991,40,40,0.35301,0.66680
1986,Schleswig-Holstein,2nd Quintile,SPD,0.46408,35,35,0.29644,0.63171
1986,Hamburg,1st Quintile,Not leaning towards specific party,0.69856,35,35,0.54432,0.85281
1986,Lower Saxony,1st Quintile,Not leaning towards specific party,0.43181,111,212,0.36498,0.49865
1986,Lower Saxony,1st Quintile,SPD,0.24524,57,212,0.18719,0.30329
1986,Lower Saxony,1st Quintile,CDU/CSU,0.23212,44,212,0.17515,0.28908
1986,Lower Saxony,2nd Quintile,Not leaning towards specific party,0.37844,96,205,0.31188,0.44499
1986,Lower Saxony,2nd Quintile,SPD,0.30440,64,205,0.24125,0.36755
1986,Lower Saxony,2nd Quintile,CDU/CSU,0.26774,45,205,0.20698,0.32850
1986,Lower Saxony,3rd Quintile,Not leaning towards specific party,0.43105,97,215,0.36470,0.49740
1986,Lower Saxony,3rd Quintile,SPD,0.33184,75,215,0.26875,0.39493
1986,Lower Saxony,3rd Quintile,CDU/CSU,0.19349,43,215,0.14056,0.24642
1986,Lower Saxony,4th Quintile,Not leaning towards specific party,0.36350,83,199,0.29650,0.43050
1986,Lower Saxony,4th Quintile,SPD,0.32770,70,199,0.26232,0.39308
1986,Lower Saxony,4th Quintile,CDU/CSU,0.25518,46,199,0.19446,0.31591
1986,Lower Saxony,5th Quintile,Not leaning towards specific party,0.32021,73,194,0.25439,0.38604
1986,Lower Saxony,5th Quintile,SPD,0.23972,52,194,0.17949,0.29995
1986,Lower Saxony,5th Quintile,CDU/CSU,0.35132,69,194,0.28397,0.41867
1986,North Rhine-Westphalia,1st Quintile,Not leaning towards specific party,0.44177,326,623,0.40274,0.48079
1986,North Rhine-Westphalia,1st Quintile,SPD,0.34391,198,623,0.30658,0.38124
1986,North Rhine-Westphalia,1st Quintile,CDU/CSU,0.15893,68,623,0.13020,0.18767
1986,North Rhine-Westphalia,1st Quintile,Bündnis90/Grüne,0.05497,31,623,0.03706,0.07288
1986,North Rhine-Westphalia,2nd Quintile,Not leaning towards specific party,0.41731,276,525,0.37509,0.45954
1986,North Rhine-Westphalia,2nd Quintile,SPD,0.31237,158,525,0.27269,0.35206
1986,North Rhine-Westphalia,2nd Quintile,CDU/CSU,0.24482,91,525,0.20800,0.28164
1986,North Rhine-Westphalia,3rd Quintile,Not leaning towards specific party,0.36811,230,522,0.32670,0.40953
1986,North Rhine-Westphalia,3rd Quintile,SPD,0.30594,161,522,0.26637,0.34551
1986,North Rhine-Westphalia,3rd Quintile,CDU/CSU,0.27187,131,522,0.23367,0.31008
1986,North Rhine-Westphalia,4th Quintile,Not leaning towards specific party,0.29825,212,551,0.26001,0.33648
1986,North Rhine-Westphalia,4th Quintile,SPD,0.38001,205,551,0.33945,0.42058
1986,North Rhine-Westphalia,4th Quintile,CDU/CSU,0.27508,134,551,0.23776,0.31240
1986,North Rhine-Westphalia,5th Quintile,Not leaning towards specific party,0.31597,192,481,0.27438,0.35756
1986,North Rhine-Westphalia,5th Quintile,SPD,0.22600,118,481,0.18858,0.26341
1986,North Rhine-Westphalia,5th Quintile,CDU/CSU,0.35927,171,481,0.31635,0.40219
1986,Hesse,1st Quintile,Not leaning towards specific party,0.51135,148,191,0.44027,0.58243
1986,Hesse,1st Quintile,SPD,0.22302,43,191,0.16382,0.28221
1986,Hesse,2nd Quintile,Not leaning towards specific party,0.48142,116,162,0.40423,0.55860
1986,Hesse,2nd Quintile,SPD,0.26781,46,162,0.19941,0.33621
1986,Hesse,3rd Quintile,Not leaning towards specific party,0.49205,78,109,0.39776,0.58634
1986,Hesse,3rd Quintile,SPD,0.26182,31,109,0.17891,0.34473
1986,Hesse,4th Quintile,Not leaning towards specific party,0.46707,131,229,0.40231,0.53183
1986,Hesse,4th Quintile,SPD,0.25957,59,229,0.20266,0.31647
1986,Hesse,4th Quintile,CDU/CSU,0.19407,39,229,0.14273,0.24540
1986,Hesse,5th Quintile,Not leaning towards specific party,0.48986,112,210,0.42209,0.55764
1986,Hesse,5th Quintile,SPD,0.21811,53,210,0.16212,0.27410
1986,Hesse,5th Quintile,CDU/CSU,0.22100,45,210,0.16475,0.27726
1986,"Rhineland-Palatinate, Saarland",1st Quintile,Not leaning towards specific party,0.57745,91,138,0.49473,0.66017
1986,"Rhineland-Palatinate, Saarland",1st Quintile,SPD,0.28726,47,138,0.21149,0.36303
1986,"Rhineland-Palatinate, Saarland",2nd Quintile,Not leaning towards specific party,0.53254,91,138,0.44899,0.61609
1986,"Rhineland-Palatinate, Saarland",2nd Quintile,SPD,0.28082,47,138,0.20557,0.35608
1986,"Rhineland-Palatinate, Saarland",3rd Quintile,Not leaning towards specific party,0.52206,88,152,0.44239,0.60174
1986,"Rhineland-Palatinate, Saarland",3rd Quintile,SPD,0.20364,33,152,0.13941,0.26787
1986,"Rhineland-Palatinate, Saarland",3rd Quintile,CDU/CSU,0.23568,31,152,0.16798,0.30337
1986,"Rhineland-Palatinate, Saarland",4th Quintile,Not leaning towards specific party,0.33488,58,142,0.25698,0.41278
1986,"Rhineland-Palatinate, Saarland",4th Quintile,SPD,0.31481,51,142,0.23815,0.39147
1986,"Rhineland-Palatinate, Saarland",4th Quintile,CDU/CSU,0.24118,33,142,0.17057,0.31180
1986,"Rhineland-Palatinate, Saarland",5th Quintile,Not leaning towards specific party,0.42434,58,98,0.32598,0.52270
1986,"Rhineland-Palatinate, Saarland",5th Quintile,CDU/CSU,0.34240,40,98,0.24797,0.43684
1986,Baden-Wuerttemberg,1st Quintile,Not leaning towards specific party,0.53707,199,321,0.48244,0.59170
1986,Baden-Wuerttemberg,1st Quintile,SPD,0.17247,63,321,0.13108,0.21387
1986,Baden-Wuerttemberg,1st Quintile,CDU/CSU,0.24732,59,321,0.20004,0.29459
1986,Baden-Wuerttemberg,2nd Quintile,Not leaning towards specific party,0.53118,254,413,0.48299,0.57937
1986,Baden-Wuerttemberg,2nd Quintile,SPD,0.20538,92,413,0.16637,0.24439
1986,Baden-Wuerttemberg,2nd Quintile,CDU/CSU,0.23087,67,413,0.19018,0.27156
1986,Baden-Wuerttemberg,3rd Quintile,Not leaning towards specific party,0.44753,232,410,0.39933,0.49572
1986,Baden-Wuerttemberg,3rd Quintile,SPD,0.24006,97,410,0.19867,0.28146
1986,Baden-Wuerttemberg,3rd Quintile,CDU/CSU,0.25962,81,410,0.21713,0.30211
1986,Baden-Wuerttemberg,4th Quintile,Not leaning towards specific party,0.45434,222,389,0.40480,0.50389
1986,Baden-Wuerttemberg,4th Quintile,SPD,0.19389,83,389,0.15455,0.23323
1986,Baden-Wuerttemberg,4th Quintile,CDU/CSU,0.28656,84,389,0.24157,0.33155
1986,Baden-Wuerttemberg,5th Quintile,Not leaning towards specific party,0.39814,160,355,0.34715,0.44914
1986,Baden-Wuerttemberg,5th Quintile,SPD,0.21969,93,355,0.17656,0.26282
1986,Baden-Wuerttemberg,5th Quintile,CDU/CSU,0.29867,102,355,0.25100,0.34635
1986,Bavaria,1st Quintile,Not leaning towards specific party,0.51573,168,265,0.45545,0.57602
1986,Bavaria,1st Quintile,SPD,0.17797,39,265,0.13183,0.22411
1986,Bavaria,1st Quintile,CDU/CSU,0.26797,58,265,0.21455,0.32140
1986,Bavaria,2nd Quintile,Not leaning towards specific party,0.38142,149,313,0.32752,0.43532
1986,Bavaria,2nd Quintile,SPD,0.28801,85,313,0.23776,0.33826
1986,Bavaria,2nd Quintile,CDU/CSU,0.28708,79,313,0.23688,0.33728
1986,Bavaria,3rd Quintile,Not leaning towards specific party,0.52417,222,377,0.47369,0.57465
1986,Bavaria,3rd Quintile,SPD,0.19159,77,377,0.15181,0.23137
1986,Bavaria,3rd Quintile,CDU/CSU,0.22326,78,377,0.18117,0.26535
1986,Bavaria,4th Quintile,Not leaning towards specific party,0.46231,185,359,0.41067,0.51396
1986,Bavaria,4th Quintile,SPD,0.18752,71,359,0.14709,0.22795
1986,Bavaria,4th Quintile,CDU/CSU,0.31004,103,359,0.26213,0.35795
1986,Bavaria,5th Quintile,Not leaning towards specific party,0.36767,147,364,0.31806,0.41727
1986,Bavaria,5th Quintile,SPD,0.14696,57,364,0.11053,0.18338
1986,Bavaria,5th Quintile,CDU/CSU,0.43768,160,364,0.38664,0.48871
1986,Berlin,1st Quintile,Not leaning towards specific party,0.46144,40,40,0.30498,0.61789
1986,Berlin,2nd Quintile,Not leaning towards specific party,0.55218,38,38,0.39195,0.71241
1986,Berlin,4th Quintile,Not leaning towards specific party,0.43796,38,38,0.27810,0.59783
1987,Schleswig-Holstein,2nd Quintile,SPD,0.48186,33,33,0.30873,0.65499
1987,Lower Saxony,1st Quintile,Not leaning towards specific party,0.40259,118,217,0.33719,0.46799
1987,Lower Saxony,1st Quintile,SPD,0.24330,59,217,0.18607,0.30052
1987,Lower Saxony,1st Quintile,CDU/CSU,0.23491,40,217,0.17837,0.29145
1987,Lower Saxony,2nd Quintile,Not leaning towards specific party,0.33619,83,190,0.26884,0.40354
1987,Lower Saxony,2nd Quintile,SPD,0.33675,61,190,0.26937,0.40413
1987,Lower Saxony,2nd Quintile,CDU/CSU,0.27876,46,190,0.21483,0.34268
1987,Lower Saxony,3rd Quintile,Not leaning towards specific party,0.31345,75,203,0.24948,0.37743
1987,Lower Saxony,3rd Quintile,SPD,0.35523,72,203,0.28923,0.42123
1987,Lower Saxony,3rd Quintile,CDU/CSU,0.26149,56,203,0.20089,0.32209
1987,Lower Saxony,4th Quintile,Not leaning towards specific party,0.22526,54,205,0.16793,0.28259
1987,Lower Saxony,4th Quintile,SPD,0.38651,88,205,0.31969,0.45333
1987,Lower Saxony,4th Quintile,CDU/CSU,0.32228,63,205,0.25814,0.38641
