year,age_gr,sex,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,66 and older,female,CDU/CSU,0.30748,180,589,0.27018,0.34478
1987,17-29 y.,male,Not leaning towards specific party,0.45840,789,1527,0.43340,0.48340
1987,17-29 y.,male,SPD,0.21345,341,1527,0.19290,0.23401
1987,17-29 y.,male,CDU/CSU,0.21752,272,1527,0.19682,0.23822
1987,17-29 y.,male,Bündnis90/Grüne,0.08601,125,1527,0.07194,0.10007
1987,17-29 y.,female,Not leaning towards specific party,0.52182,821,1413,0.49577,0.54788
1987,17-29 y.,female,SPD,0.18585,264,1413,0.16556,0.20614
1987,17-29 y.,female,CDU/CSU,0.18481,207,1413,0.16457,0.20506
1987,17-29 y.,female,Bündnis90/Grüne,0.09341,121,1413,0.07823,0.10858
1987,30-45 y.,male,Not leaning towards specific party,0.31037,595,1532,0.28720,0.33355
1987,30-45 y.,male,SPD,0.31081,466,1532,0.28762,0.33399
1987,30-45 y.,male,CDU/CSU,0.28052,346,1532,0.25801,0.30302
1987,30-45 y.,male,FDP,0.03898,49,1532,0.02929,0.04868
1987,30-45 y.,male,Bündnis90/Grüne,0.05557,76,1532,0.04410,0.06705
1987,30-45 y.,female,Not leaning towards specific party,0.39538,776,1607,0.37147,0.41929
1987,30-45 y.,female,SPD,0.27620,404,1607,0.25434,0.29807
1987,30-45 y.,female,CDU/CSU,0.22419,292,1607,0.20379,0.24458
1987,30-45 y.,female,FDP,0.03206,39,1607,0.02344,0.04067
1987,30-45 y.,female,Bündnis90/Grüne,0.06862,96,1607,0.05626,0.08099
1987,46-65 y.,male,Not leaning towards specific party,0.28052,601,1589,0.25842,0.30261
1987,46-65 y.,male,SPD,0.31821,479,1589,0.29530,0.34112
1987,46-65 y.,male,CDU/CSU,0.33718,447,1589,0.31393,0.36044
1987,46-65 y.,male,FDP,0.04420,62,1589,0.03409,0.05431
1987,46-65 y.,female,Not leaning towards specific party,0.32108,621,1537,0.29774,0.34443
1987,46-65 y.,female,SPD,0.26134,380,1537,0.23936,0.28331
1987,46-65 y.,female,CDU/CSU,0.36508,488,1537,0.34100,0.38916
1987,46-65 y.,female,FDP,0.03811,48,1537,0.02853,0.04768
1987,66 and older,male,Not leaning towards specific party,0.28546,129,393,0.24075,0.33017
1987,66 and older,male,SPD,0.27466,108,393,0.23047,0.31884
1987,66 and older,male,CDU/CSU,0.37151,156,393,0.32367,0.41934
1987,66 and older,female,Not leaning towards specific party,0.36145,243,613,0.32339,0.39951
1987,66 and older,female,SPD,0.26561,166,613,0.23062,0.30061
1987,66 and older,female,CDU/CSU,0.32274,204,613,0.28570,0.35978
1988,17-29 y.,male,Not leaning towards specific party,0.49232,802,1454,0.46661,0.51803
1988,17-29 y.,male,SPD,0.23565,350,1454,0.21382,0.25747
1988,17-29 y.,male,CDU/CSU,0.18012,214,1454,0.16036,0.19988
1988,17-29 y.,male,Bündnis90/Grüne,0.06707,88,1454,0.05421,0.07993
1988,17-29 y.,female,Not leaning towards specific party,0.60946,906,1356,0.58348,0.63544
1988,17-29 y.,female,SPD,0.17848,224,1356,0.15810,0.19887
1988,17-29 y.,female,CDU/CSU,0.13349,150,1356,0.11538,0.15160
1988,17-29 y.,female,Bündnis90/Grüne,0.06836,76,1356,0.05493,0.08180
1988,30-45 y.,male,Not leaning towards specific party,0.37131,613,1422,0.34618,0.39643
1988,30-45 y.,male,SPD,0.31228,441,1422,0.28818,0.33637
1988,30-45 y.,male,CDU/CSU,0.22007,263,1422,0.19853,0.24161
1988,30-45 y.,male,FDP,0.03210,39,1422,0.02294,0.04127
1988,30-45 y.,male,Bündnis90/Grüne,0.05587,66,1422,0.04393,0.06781
1988,30-45 y.,female,Not leaning towards specific party,0.40447,743,1492,0.37956,0.42938
1988,30-45 y.,female,SPD,0.29085,389,1492,0.26780,0.31390
1988,30-45 y.,female,CDU/CSU,0.20568,246,1492,0.18516,0.22619
1988,30-45 y.,female,FDP,0.02937,33,1492,0.02080,0.03794
1988,30-45 y.,female,Bündnis90/Grüne,0.06742,81,1492,0.05469,0.08014
1988,46-65 y.,male,Not leaning towards specific party,0.30127,601,1552,0.27843,0.32410
1988,46-65 y.,male,SPD,0.35105,515,1552,0.32730,0.37481
1988,46-65 y.,male,CDU/CSU,0.30079,389,1552,0.27797,0.32362
1988,46-65 y.,male,FDP,0.03593,47,1552,0.02666,0.04519
1988,46-65 y.,female,Not leaning towards specific party,0.36530,664,1477,0.34073,0.38986
1988,46-65 y.,female,SPD,0.27943,398,1477,0.25654,0.30232
1988,46-65 y.,female,CDU/CSU,0.31979,415,1477,0.29599,0.34358
1988,66 and older,male,Not leaning towards specific party,0.29957,129,390,0.25405,0.34509
1988,66 and older,male,SPD,0.29807,116,390,0.25261,0.34352
1988,66 and older,male,CDU/CSU,0.34722,145,390,0.29990,0.39453
1988,66 and older,female,Not leaning towards specific party,0.38606,251,591,0.34678,0.42535
1988,66 and older,female,SPD,0.26723,158,591,0.23153,0.30294
1988,66 and older,female,CDU/CSU,0.30178,182,591,0.26474,0.33882
1989,17-29 y.,male,Not leaning towards specific party,0.52443,790,1433,0.49856,0.55030
1989,17-29 y.,male,SPD,0.22560,348,1433,0.20395,0.24725
1989,17-29 y.,male,CDU/CSU,0.14243,169,1433,0.12433,0.16053
1989,17-29 y.,male,Bündnis90/Grüne,0.06559,88,1433,0.05277,0.07841
1989,17-29 y.,male,Others,0.03223,38,1433,0.02308,0.04138
1989,17-29 y.,female,Not leaning towards specific party,0.64289,914,1334,0.61717,0.66862
1989,17-29 y.,female,SPD,0.15995,228,1334,0.14027,0.17962
1989,17-29 y.,female,CDU/CSU,0.10600,106,1334,0.08948,0.12253
1989,17-29 y.,female,Bündnis90/Grüne,0.07180,86,1334,0.05794,0.08566
1989,30-45 y.,male,Not leaning towards specific party,0.35592,550,1338,0.33025,0.38158
1989,30-45 y.,male,SPD,0.32075,447,1338,0.29573,0.34577
1989,30-45 y.,male,CDU/CSU,0.21683,240,1338,0.19474,0.23892
1989,30-45 y.,male,Bündnis90/Grüne,0.05485,64,1338,0.04265,0.06706
1989,30-45 y.,male,Others,0.03168,37,1338,0.02229,0.04107
1989,30-45 y.,female,Not leaning towards specific party,0.42628,726,1417,0.40053,0.45204
1989,30-45 y.,female,SPD,0.29598,398,1417,0.27220,0.31975
1989,30-45 y.,female,CDU/CSU,0.16840,207,1417,0.14891,0.18789
1989,30-45 y.,female,Bündnis90/Grüne,0.07181,86,1417,0.05837,0.08526
1989,46-65 y.,male,Not leaning towards specific party,0.32064,588,1512,0.29710,0.34417
1989,46-65 y.,male,SPD,0.34645,516,1512,0.32245,0.37044
1989,46-65 y.,male,CDU/CSU,0.26687,337,1512,0.24457,0.28917
1989,46-65 y.,male,FDP,0.02749,34,1512,0.01924,0.03573
1989,46-65 y.,male,Others,0.03328,37,1512,0.02424,0.04233
1989,46-65 y.,female,Not leaning towards specific party,0.40735,672,1391,0.38152,0.43318
1989,46-65 y.,female,SPD,0.26328,367,1391,0.24013,0.28643
1989,46-65 y.,female,CDU/CSU,0.29377,352,1391,0.26983,0.31772
1989,66 and older,male,Not leaning towards specific party,0.32113,131,369,0.27342,0.36883
1989,66 and older,male,SPD,0.29464,108,369,0.24806,0.34122
1989,66 and older,male,CDU/CSU,0.32188,130,369,0.27415,0.36962
1989,66 and older,female,Not leaning towards specific party,0.38593,248,582,0.34635,0.42552
1989,66 and older,female,SPD,0.26961,157,582,0.23353,0.30570
1989,66 and older,female,CDU/CSU,0.29376,177,582,0.25673,0.33080
1990,17-29 y.,male,Not leaning towards specific party,0.51631,746,1338,0.48953,0.54310
1990,17-29 y.,male,SPD,0.21842,333,1338,0.19627,0.24057
1990,17-29 y.,male,CDU/CSU,0.17987,188,1338,0.15928,0.20046
1990,17-29 y.,male,Bündnis90/Grüne,0.05258,71,1338,0.04061,0.06454
1990,17-29 y.,female,Not leaning towards specific party,0.61839,879,1291,0.59188,0.64490
1990,17-29 y.,female,SPD,0.19399,243,1291,0.17241,0.21557
1990,17-29 y.,female,CDU/CSU,0.10680,106,1291,0.08994,0.12365
1990,17-29 y.,female,Bündnis90/Grüne,0.05509,63,1291,0.04264,0.06754
1990,30-45 y.,male,Not leaning towards specific party,0.33977,527,1356,0.31455,0.36499
1990,30-45 y.,male,SPD,0.35340,478,1356,0.32795,0.37885
1990,30-45 y.,male,CDU/CSU,0.21824,252,1356,0.19625,0.24024
1990,30-45 y.,male,FDP,0.02565,34,1356,0.01723,0.03407
1990,30-45 y.,male,Bündnis90/Grüne,0.05236,65,1356,0.04050,0.06422
1990,30-45 y.,female,Not leaning towards specific party,0.42024,683,1379,0.39418,0.44630
1990,30-45 y.,female,SPD,0.32184,420,1379,0.29718,0.34651
1990,30-45 y.,female,CDU/CSU,0.16734,202,1379,0.14763,0.18705
1990,30-45 y.,female,Bündnis90/Grüne,0.06371,74,1379,0.05081,0.07660
1990,46-65 y.,male,Not leaning towards specific party,0.30098,548,1447,0.27734,0.32462
1990,46-65 y.,male,SPD,0.34974,499,1447,0.32516,0.37432
1990,46-65 y.,male,CDU/CSU,0.28794,358,1447,0.26460,0.31128
1990,46-65 y.,male,FDP,0.03400,42,1447,0.02466,0.04334
1990,46-65 y.,female,Not leaning towards specific party,0.35918,611,1395,0.33399,0.38436
1990,46-65 y.,female,SPD,0.29763,396,1395,0.27363,0.32163
1990,46-65 y.,female,CDU/CSU,0.29676,355,1395,0.27278,0.32074
1990,46-65 y.,female,FDP,0.02656,33,1395,0.01811,0.03500
1990,66 and older,male,Not leaning towards specific party,0.28848,121,387,0.24328,0.33368
1990,66 and older,male,SPD,0.29372,117,387,0.24829,0.33916
1990,66 and older,male,CDU/CSU,0.35646,149,387,0.30868,0.40425
1990,66 and older,female,Not leaning towards specific party,0.36840,241,606,0.32996,0.40684
1990,66 and older,female,SPD,0.28085,167,606,0.24504,0.31666
1990,66 and older,female,CDU/CSU,0.31832,198,606,0.28120,0.35544
1991,17-29 y.,male,Not leaning towards specific party,0.52836,494,879,0.49534,0.56138
1991,17-29 y.,male,SPD,0.17945,166,879,0.15407,0.20483
1991,17-29 y.,male,CDU/CSU,0.20384,178,879,0.17720,0.23049
1991,17-29 y.,male,Bündnis90/Grüne,0.04435,41,879,0.03073,0.05797
1991,17-29 y.,female,Not leaning towards specific party,0.61324,556,876,0.58097,0.64551
1991,17-29 y.,female,SPD,0.20494,182,876,0.17820,0.23169
1991,17-29 y.,female,CDU/CSU,0.11070,97,876,0.08991,0.13149
1991,17-29 y.,female,Bündnis90/Grüne,0.04665,41,876,0.03268,0.06063
1991,30-45 y.,male,Not leaning towards specific party,0.35395,367,1028,0.32470,0.38320
1991,30-45 y.,male,SPD,0.32116,334,1028,0.29260,0.34971
1991,30-45 y.,male,CDU/CSU,0.22768,244,1028,0.20203,0.25332
1991,30-45 y.,male,FDP,0.03600,35,1028,0.02461,0.04739
1991,30-45 y.,male,Bündnis90/Grüne,0.05040,48,1028,0.03702,0.06378
1991,30-45 y.,female,Not leaning towards specific party,0.39659,436,1069,0.36725,0.42592
1991,30-45 y.,female,SPD,0.28698,311,1069,0.25985,0.31411
1991,30-45 y.,female,CDU/CSU,0.21251,225,1069,0.18798,0.23705
1991,30-45 y.,female,FDP,0.03161,32,1069,0.02111,0.04210
1991,30-45 y.,female,Bündnis90/Grüne,0.06806,65,1069,0.05295,0.08316
1991,46-65 y.,male,Not leaning towards specific party,0.29291,287,987,0.26450,0.32131
1991,46-65 y.,male,SPD,0.32091,324,987,0.29177,0.35005
1991,46-65 y.,male,CDU/CSU,0.32160,330,987,0.29244,0.35075
1991,46-65 y.,male,FDP,0.04649,46,987,0.03334,0.05963
1991,46-65 y.,female,Not leaning towards specific party,0.34858,382,1067,0.31997,0.37719
1991,46-65 y.,female,SPD,0.28069,312,1067,0.25371,0.30766
1991,46-65 y.,female,CDU/CSU,0.32058,341,1067,0.29256,0.34859
1991,46-65 y.,female,FDP,0.03084,32,1067,0.02046,0.04122
1991,66 and older,male,Not leaning towards specific party,0.29189,119,379,0.24606,0.33773
1991,66 and older,male,SPD,0.27914,105,379,0.23392,0.32437
1991,66 and older,male,CDU/CSU,0.38146,155,379,0.33250,0.43043
1991,66 and older,female,Not leaning towards specific party,0.40681,251,595,0.36730,0.44632
1991,66 and older,female,SPD,0.25111,150,595,0.21624,0.28599
1991,66 and older,female,CDU/CSU,0.29816,194,595,0.26137,0.33495
1992,17-29 y.,male,Not leaning towards specific party,0.62863,1189,1759,0.60604,0.65122
1992,17-29 y.,male,SPD,0.14078,270,1759,0.12452,0.15704
1992,17-29 y.,male,CDU/CSU,0.14479,191,1759,0.12834,0.16124
1992,17-29 y.,male,Bündnis90/Grüne,0.04357,77,1759,0.03403,0.05312
1992,17-29 y.,male,Others,0.02003,32,1759,0.01348,0.02658
1992,17-29 y.,female,Not leaning towards specific party,0.70371,1305,1716,0.68210,0.72532
1992,17-29 y.,female,SPD,0.14887,226,1716,0.13202,0.16571
1992,17-29 y.,female,CDU/CSU,0.07524,106,1716,0.06276,0.08773
1992,17-29 y.,female,Bündnis90/Grüne,0.04481,79,1716,0.03502,0.05460
1992,30-45 y.,male,Not leaning towards specific party,0.47356,1072,2008,0.45172,0.49541
1992,30-45 y.,male,SPD,0.24374,468,2008,0.22495,0.26252
1992,30-45 y.,male,CDU/CSU,0.18515,338,2008,0.16815,0.20214
1992,30-45 y.,male,FDP,0.02239,41,2008,0.01592,0.02886
1992,30-45 y.,male,Bündnis90/Grüne,0.05247,89,2008,0.04272,0.06223
1992,30-45 y.,female,Not leaning towards specific party,0.56973,1364,2166,0.54887,0.59058
1992,30-45 y.,female,SPD,0.21761,413,2166,0.20023,0.23500
1992,30-45 y.,female,CDU/CSU,0.13364,261,2166,0.11931,0.14798
1992,30-45 y.,female,FDP,0.02015,34,2166,0.01423,0.02607
1992,30-45 y.,female,Bündnis90/Grüne,0.05198,94,2166,0.04263,0.06133
1992,46-65 y.,male,Not leaning towards specific party,0.42465,1001,2008,0.40302,0.44627
1992,46-65 y.,male,SPD,0.26067,496,2008,0.24146,0.27987
1992,46-65 y.,male,CDU/CSU,0.24610,422,2008,0.22726,0.26495
1992,46-65 y.,male,FDP,0.03417,57,2008,0.02623,0.04212
1992,46-65 y.,male,PDS/Linke,0.01230,32,2008,0.00748,0.01713
1992,46-65 y.,female,Not leaning towards specific party,0.48839,1108,1938,0.46613,0.51065
1992,46-65 y.,female,SPD,0.21924,370,1938,0.20082,0.23767
1992,46-65 y.,female,CDU/CSU,0.24453,392,1938,0.22539,0.26367
1992,46-65 y.,female,FDP,0.01927,37,1938,0.01315,0.02539
1992,46-65 y.,female,Bündnis90/Grüne,0.01550,31,1938,0.01000,0.02100
1992,66 and older,male,Not leaning towards specific party,0.34945,203,506,0.30787,0.39104
1992,66 and older,male,SPD,0.28757,145,506,0.24809,0.32705
1992,66 and older,male,CDU/CSU,0.30037,158,506,0.26039,0.34036
1992,66 and older,female,Not leaning towards specific party,0.51121,485,858,0.47774,0.54468
1992,66 and older,female,SPD,0.18990,154,858,0.16364,0.21616
1992,66 and older,female,CDU/CSU,0.26221,219,858,0.23276,0.29166
1993,17-29 y.,male,Not leaning towards specific party,0.67047,1207,1691,0.64806,0.69288
1993,17-29 y.,male,SPD,0.11095,221,1691,0.09597,0.12592
1993,17-29 y.,male,CDU/CSU,0.11494,147,1691,0.09973,0.13015
1993,17-29 y.,male,Bündnis90/Grüne,0.05327,82,1691,0.04256,0.06398
1993,17-29 y.,male,Far right parties,0.02186,34,1691,0.01489,0.02884
1993,17-29 y.,female,Not leaning towards specific party,0.77448,1393,1689,0.75454,0.79442
1993,17-29 y.,female,SPD,0.09619,157,1689,0.08213,0.11026
1993,17-29 y.,female,CDU/CSU,0.04731,67,1689,0.03718,0.05744
1993,17-29 y.,female,Bündnis90/Grüne,0.05223,72,1689,0.04161,0.06284
1993,30-45 y.,male,Not leaning towards specific party,0.53897,1180,1977,0.51699,0.56095
1993,30-45 y.,male,SPD,0.20563,402,1977,0.18781,0.22345
1993,30-45 y.,male,CDU/CSU,0.14391,252,1977,0.12844,0.15939
1993,30-45 y.,male,FDP,0.01918,36,1977,0.01313,0.02523
1993,30-45 y.,male,Bündnis90/Grüne,0.06382,107,1977,0.05304,0.07460
1993,30-45 y.,female,Not leaning towards specific party,0.61225,1434,2092,0.59137,0.63314
1993,30-45 y.,female,SPD,0.17880,339,2092,0.16238,0.19523
1993,30-45 y.,female,CDU/CSU,0.11973,213,2092,0.10582,0.13365
1993,30-45 y.,female,Bündnis90/Grüne,0.06036,106,2092,0.05015,0.07057
1993,46-65 y.,male,Not leaning towards specific party,0.44768,1020,1987,0.42581,0.46955
1993,46-65 y.,male,SPD,0.25691,493,1987,0.23769,0.27612
1993,46-65 y.,male,CDU/CSU,0.21410,359,1987,0.19606,0.23214
1993,46-65 y.,male,FDP,0.03018,49,1987,0.02265,0.03770
1993,46-65 y.,male,Bündnis90/Grüne,0.01578,31,1987,0.01030,0.02126
1993,46-65 y.,male,PDS/Linke,0.01379,35,1987,0.00866,0.01892
1993,46-65 y.,female,Not leaning towards specific party,0.54052,1164,1851,0.51781,0.56323
1993,46-65 y.,female,SPD,0.19492,325,1851,0.17687,0.21298
1993,46-65 y.,female,CDU/CSU,0.21021,330,1851,0.19164,0.22877
1993,46-65 y.,female,Bündnis90/Grüne,0.01737,32,1851,0.01142,0.02332
1993,66 and older,male,Not leaning towards specific party,0.43688,245,511,0.39383,0.47992
1993,66 and older,male,SPD,0.24075,130,511,0.20364,0.27785
1993,66 and older,male,CDU/CSU,0.24419,136,511,0.20690,0.28147
1993,66 and older,female,Not leaning towards specific party,0.54263,522,864,0.50939,0.57587
1993,66 and older,female,SPD,0.17891,147,864,0.15334,0.20448
1993,66 and older,female,CDU/CSU,0.22753,195,864,0.19956,0.25550
1994,17-29 y.,male,Not leaning towards specific party,0.65903,1098,1566,0.63554,0.68251
1994,17-29 y.,male,SPD,0.11864,239,1566,0.10262,0.13467
1994,17-29 y.,male,CDU/CSU,0.11159,146,1566,0.09599,0.12719
1994,17-29 y.,male,Bündnis90/Grüne,0.05906,83,1566,0.04738,0.07074
1994,17-29 y.,female,Not leaning towards specific party,0.77311,1347,1655,0.75293,0.79330
1994,17-29 y.,female,SPD,0.12079,189,1655,0.10508,0.13649
1994,17-29 y.,female,CDU/CSU,0.03222,51,1655,0.02371,0.04073
1994,17-29 y.,female,Bündnis90/Grüne,0.05100,68,1655,0.04040,0.06161
1994,30-45 y.,male,Not leaning towards specific party,0.52275,1156,1936,0.50049,0.54500
1994,30-45 y.,male,SPD,0.22352,421,1936,0.20496,0.24208
1994,30-45 y.,male,CDU/CSU,0.15863,272,1936,0.14235,0.17490
1994,30-45 y.,male,Bündnis90/Grüne,0.05522,87,1936,0.04504,0.06540
1994,30-45 y.,female,Not leaning towards specific party,0.58513,1355,2063,0.56387,0.60640
1994,30-45 y.,female,SPD,0.19772,354,2063,0.18053,0.21491
1994,30-45 y.,female,CDU/CSU,0.11747,204,2063,0.10357,0.13136
1994,30-45 y.,female,Bündnis90/Grüne,0.06908,110,2063,0.05813,0.08002
1994,30-45 y.,female,PDS/Linke,0.01058,40,2063,0.00616,0.01499
1994,46-65 y.,male,Not leaning towards specific party,0.41191,957,1909,0.38982,0.43399
1994,46-65 y.,male,SPD,0.29439,512,1909,0.27394,0.31484
1994,46-65 y.,male,CDU/CSU,0.21888,359,1909,0.20033,0.23744
1994,46-65 y.,male,FDP,0.02876,41,1909,0.02126,0.03626
1994,46-65 y.,male,PDS/Linke,0.01511,40,1909,0.00964,0.02058
1994,46-65 y.,female,Not leaning towards specific party,0.49514,1091,1877,0.47252,0.51777
1994,46-65 y.,female,SPD,0.23267,378,1877,0.21355,0.25180
1994,46-65 y.,female,CDU/CSU,0.22587,340,1877,0.20695,0.24479
1994,46-65 y.,female,Bündnis90/Grüne,0.01587,32,1877,0.01022,0.02153
1994,46-65 y.,female,PDS/Linke,0.01313,36,1877,0.00798,0.01828
1994,66 and older,male,Not leaning towards specific party,0.39986,229,531,0.35816,0.44157
1994,66 and older,male,SPD,0.27873,151,531,0.24055,0.31690
1994,66 and older,male,CDU/CSU,0.26733,151,531,0.22966,0.30501
1994,66 and older,female,Not leaning towards specific party,0.50915,493,877,0.47605,0.54226
1994,66 and older,female,SPD,0.19172,162,877,0.16565,0.21779
1994,66 and older,female,CDU/CSU,0.25246,222,877,0.22369,0.28123
1995,17-29 y.,male,Not leaning towards specific party,0.60677,1054,1604,0.58286,0.63069
1995,17-29 y.,male,SPD,0.14840,233,1604,0.13100,0.16580
