year,age_gr,regtyp,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,17-29 y.,Rural regions,SPD,0.16810,106,622,0.13869,0.19751
1986,17-29 y.,Rural regions,CDU/CSU,0.18209,104,622,0.15174,0.21245
1986,17-29 y.,Rural regions,Bündnis90/Grüne,0.05414,34,622,0.03635,0.07194
1986,30-45 y.,Urban regions,Not leaning towards specific party,0.39331,1211,2571,0.37442,0.41219
1986,30-45 y.,Urban regions,SPD,0.30661,757,2571,0.28878,0.32444
1986,30-45 y.,Urban regions,CDU/CSU,0.21021,440,2571,0.19446,0.22596
1986,30-45 y.,Urban regions,FDP,0.02405,48,2571,0.01813,0.02998
1986,30-45 y.,Urban regions,Bündnis90/Grüne,0.05220,115,2571,0.04360,0.06080
1986,30-45 y.,Rural regions,Not leaning towards specific party,0.37012,280,632,0.33244,0.40779
1986,30-45 y.,Rural regions,SPD,0.27108,180,632,0.23640,0.30577
1986,30-45 y.,Rural regions,CDU/CSU,0.29666,172,632,0.26102,0.33230
1986,46-65 y.,Urban regions,Not leaning towards specific party,0.34880,1076,2514,0.33016,0.36743
1986,46-65 y.,Urban regions,SPD,0.29296,719,2514,0.27516,0.31075
1986,46-65 y.,Urban regions,CDU/CSU,0.31236,669,2514,0.29424,0.33048
1986,46-65 y.,Urban regions,FDP,0.02367,50,2514,0.01773,0.02962
1986,46-65 y.,Rural regions,Not leaning towards specific party,0.36081,268,649,0.32383,0.39778
1986,46-65 y.,Rural regions,SPD,0.25691,160,649,0.22327,0.29055
1986,46-65 y.,Rural regions,CDU/CSU,0.36341,221,649,0.32638,0.40045
1986,66 and older,Urban regions,Not leaning towards specific party,0.38148,304,727,0.34614,0.41681
1986,66 and older,Urban regions,SPD,0.26668,198,727,0.23451,0.29885
1986,66 and older,Urban regions,CDU/CSU,0.30174,225,727,0.26835,0.33513
1986,66 and older,Rural regions,Not leaning towards specific party,0.40868,111,252,0.34786,0.46950
1986,66 and older,Rural regions,SPD,0.22093,58,252,0.16961,0.27226
1986,66 and older,Rural regions,CDU/CSU,0.31363,83,252,0.25623,0.37103
1987,17-29 y.,Urban regions,Not leaning towards specific party,0.47981,1267,2321,0.45949,0.50014
1987,17-29 y.,Urban regions,SPD,0.20754,497,2321,0.19104,0.22405
1987,17-29 y.,Urban regions,CDU/CSU,0.18569,350,2321,0.16986,0.20151
1987,17-29 y.,Urban regions,Bündnis90/Grüne,0.09823,207,2321,0.08612,0.11034
1987,17-29 y.,Rural regions,Not leaning towards specific party,0.49947,343,619,0.46005,0.53890
1987,17-29 y.,Rural regions,SPD,0.16610,108,619,0.13675,0.19544
1987,17-29 y.,Rural regions,CDU/CSU,0.24212,129,619,0.20834,0.27589
1987,17-29 y.,Rural regions,Bündnis90/Grüne,0.05836,39,619,0.03987,0.07684
1987,30-45 y.,Urban regions,Not leaning towards specific party,0.36021,1128,2495,0.34137,0.37905
1987,30-45 y.,Urban regions,SPD,0.29799,705,2495,0.28004,0.31594
1987,30-45 y.,Urban regions,CDU/CSU,0.22487,450,2495,0.20849,0.24126
1987,30-45 y.,Urban regions,FDP,0.03218,64,2495,0.02525,0.03910
1987,30-45 y.,Urban regions,Bündnis90/Grüne,0.06944,148,2495,0.05946,0.07941
1987,30-45 y.,Rural regions,Not leaning towards specific party,0.30890,243,596,0.27177,0.34602
1987,30-45 y.,Rural regions,SPD,0.26745,165,596,0.23189,0.30302
1987,30-45 y.,Rural regions,CDU/CSU,0.33559,188,596,0.29765,0.37354
1987,46-65 y.,Urban regions,Not leaning towards specific party,0.29227,982,2525,0.27453,0.31002
1987,46-65 y.,Urban regions,SPD,0.29558,697,2525,0.27777,0.31338
1987,46-65 y.,Urban regions,CDU/CSU,0.33819,713,2525,0.31973,0.35664
1987,46-65 y.,Urban regions,FDP,0.04681,97,2525,0.03857,0.05505
1987,46-65 y.,Urban regions,Bündnis90/Grüne,0.01269,36,2525,0.00833,0.01706
1987,46-65 y.,Rural regions,Not leaning towards specific party,0.31976,240,624,0.28313,0.35638
1987,46-65 y.,Rural regions,SPD,0.25467,162,624,0.22046,0.28888
1987,46-65 y.,Rural regions,CDU/CSU,0.38181,222,624,0.34366,0.41996
1987,66 and older,Urban regions,Not leaning towards specific party,0.32591,274,786,0.29312,0.35870
1987,66 and older,Urban regions,SPD,0.28523,220,786,0.25364,0.31682
1987,66 and older,Urban regions,CDU/CSU,0.32149,258,786,0.28881,0.35416
1987,66 and older,Urban regions,FDP,0.04568,34,786,0.03107,0.06029
1987,66 and older,Rural regions,Not leaning towards specific party,0.34768,98,254,0.28900,0.40637
1987,66 and older,Rural regions,SPD,0.21167,54,254,0.16134,0.26201
1987,66 and older,Rural regions,CDU/CSU,0.38234,102,254,0.32246,0.44222
1988,17-29 y.,Urban regions,Not leaning towards specific party,0.53747,1360,2254,0.51688,0.55806
1988,17-29 y.,Urban regions,SPD,0.21905,487,2254,0.20197,0.23613
1988,17-29 y.,Urban regions,CDU/CSU,0.14024,260,2254,0.12590,0.15458
1988,17-29 y.,Urban regions,Bündnis90/Grüne,0.07714,147,2254,0.06613,0.08816
1988,17-29 y.,Rural regions,Not leaning towards specific party,0.56616,348,539,0.52428,0.60804
1988,17-29 y.,Rural regions,SPD,0.16289,87,539,0.13169,0.19410
1988,17-29 y.,Rural regions,CDU/CSU,0.20985,104,539,0.17544,0.24426
1988,30-45 y.,Urban regions,Not leaning towards specific party,0.37938,1075,2302,0.35955,0.39920
1988,30-45 y.,Urban regions,SPD,0.30579,675,2302,0.28697,0.32462
1988,30-45 y.,Urban regions,CDU/CSU,0.19509,369,2302,0.17890,0.21129
1988,30-45 y.,Urban regions,FDP,0.03146,58,2302,0.02433,0.03859
1988,30-45 y.,Urban regions,Bündnis90/Grüne,0.06959,125,2302,0.05919,0.07998
1988,30-45 y.,Rural regions,Not leaning towards specific party,0.39638,281,576,0.35640,0.43636
1988,30-45 y.,Rural regions,SPD,0.27394,155,576,0.23749,0.31039
1988,30-45 y.,Rural regions,CDU/CSU,0.26221,140,576,0.22626,0.29816
1988,46-65 y.,Urban regions,Not leaning towards specific party,0.33405,1031,2439,0.31533,0.35277
1988,46-65 y.,Urban regions,SPD,0.31509,733,2439,0.29665,0.33353
1988,46-65 y.,Urban regions,CDU/CSU,0.29901,614,2439,0.28083,0.31718
1988,46-65 y.,Urban regions,FDP,0.02995,61,2439,0.02318,0.03671
1988,46-65 y.,Rural regions,Not leaning towards specific party,0.32494,234,604,0.28755,0.36232
1988,46-65 y.,Rural regions,SPD,0.30171,180,604,0.26507,0.33835
1988,46-65 y.,Rural regions,CDU/CSU,0.33948,190,604,0.30168,0.37727
1988,66 and older,Urban regions,Not leaning towards specific party,0.33681,276,741,0.30276,0.37087
1988,66 and older,Urban regions,SPD,0.28892,219,741,0.25626,0.32158
1988,66 and older,Urban regions,CDU/CSU,0.31716,246,741,0.28363,0.35069
1988,66 and older,Rural regions,Not leaning towards specific party,0.39771,104,240,0.33566,0.45976
1988,66 and older,Rural regions,SPD,0.23627,55,240,0.18241,0.29012
1988,66 and older,Rural regions,CDU/CSU,0.30965,81,240,0.25103,0.36826
1989,17-29 y.,Urban regions,Not leaning towards specific party,0.56240,1348,2233,0.54182,0.58298
1989,17-29 y.,Urban regions,SPD,0.20216,487,2233,0.18549,0.21882
1989,17-29 y.,Urban regions,CDU/CSU,0.11834,205,2233,0.10494,0.13174
1989,17-29 y.,Urban regions,Bündnis90/Grüne,0.07590,152,2233,0.06491,0.08689
1989,17-29 y.,Urban regions,Others,0.02221,41,2233,0.01610,0.02832
1989,17-29 y.,Rural regions,Not leaning towards specific party,0.62256,356,515,0.58065,0.66447
1989,17-29 y.,Rural regions,SPD,0.15605,89,515,0.12467,0.18742
1989,17-29 y.,Rural regions,CDU/CSU,0.14098,70,515,0.11090,0.17107
1989,30-45 y.,Urban regions,Not leaning towards specific party,0.37865,1008,2250,0.35861,0.39870
1989,30-45 y.,Urban regions,SPD,0.31815,702,2250,0.29890,0.33740
1989,30-45 y.,Urban regions,CDU/CSU,0.17420,325,2250,0.15852,0.18987
1989,30-45 y.,Urban regions,FDP,0.02028,39,2250,0.01445,0.02611
1989,30-45 y.,Urban regions,Bündnis90/Grüne,0.07335,135,2250,0.06258,0.08413
1989,30-45 y.,Urban regions,Others,0.02204,41,2250,0.01597,0.02811
1989,30-45 y.,Rural regions,Not leaning towards specific party,0.41113,268,533,0.36932,0.45294
1989,30-45 y.,Rural regions,SPD,0.25724,143,533,0.22010,0.29438
1989,30-45 y.,Rural regions,CDU/CSU,0.24850,122,533,0.21178,0.28522
1989,46-65 y.,Urban regions,Not leaning towards specific party,0.36787,1033,2355,0.34838,0.38735
1989,46-65 y.,Urban regions,SPD,0.30998,725,2355,0.29130,0.32866
1989,46-65 y.,Urban regions,CDU/CSU,0.26375,515,2355,0.24595,0.28155
1989,46-65 y.,Urban regions,FDP,0.01969,40,2355,0.01408,0.02530
1989,46-65 y.,Urban regions,Others,0.02260,42,2355,0.01660,0.02860
1989,46-65 y.,Rural regions,Not leaning towards specific party,0.34267,227,559,0.30329,0.38205
1989,46-65 y.,Rural regions,SPD,0.27472,158,559,0.23768,0.31176
1989,46-65 y.,Rural regions,CDU/CSU,0.32890,174,559,0.28991,0.36788
1989,66 and older,Urban regions,Not leaning towards specific party,0.33935,274,717,0.30467,0.37404
1989,66 and older,Urban regions,SPD,0.29808,216,717,0.26458,0.33159
1989,66 and older,Urban regions,CDU/CSU,0.29514,227,717,0.26173,0.32855
1989,66 and older,Rural regions,Not leaning towards specific party,0.41590,105,234,0.35262,0.47919
1989,66 and older,Rural regions,SPD,0.20604,49,234,0.15411,0.25797
1989,66 and older,Rural regions,CDU/CSU,0.31487,80,234,0.25523,0.37451
1990,17-29 y.,Urban regions,Not leaning towards specific party,0.48620,1262,2075,0.46469,0.50771
1990,17-29 y.,Urban regions,SPD,0.19228,484,2075,0.17532,0.20924
1990,17-29 y.,Urban regions,CDU/CSU,0.12868,222,2075,0.11427,0.14309
1990,17-29 y.,Urban regions,Bündnis90/Grüne,0.04901,107,2075,0.03972,0.05831
1990,17-29 y.,Rural regions,Not leaning towards specific party,0.35950,363,527,0.31849,0.40051
1990,17-29 y.,Rural regions,SPD,0.09996,92,527,0.07433,0.12560
1990,17-29 y.,Rural regions,CDU/CSU,0.08215,72,527,0.05868,0.10561
1990,30-45 y.,Urban regions,Not leaning towards specific party,0.33662,966,2220,0.31696,0.35629
1990,30-45 y.,Urban regions,SPD,0.31539,754,2220,0.29605,0.33472
1990,30-45 y.,Urban regions,CDU/CSU,0.15731,333,2220,0.14216,0.17246
1990,30-45 y.,Urban regions,FDP,0.02401,53,2220,0.01764,0.03038
1990,30-45 y.,Urban regions,Bündnis90/Grüne,0.05675,114,2220,0.04712,0.06637
1990,30-45 y.,Rural regions,Not leaning towards specific party,0.22542,244,509,0.18908,0.26176
1990,30-45 y.,Rural regions,SPD,0.16284,144,509,0.13073,0.19495
1990,30-45 y.,Rural regions,CDU/CSU,0.14864,121,509,0.11771,0.17958
1990,46-65 y.,Urban regions,Not leaning towards specific party,0.28565,922,2266,0.26705,0.30426
1990,46-65 y.,Urban regions,SPD,0.30376,741,2266,0.28482,0.32269
1990,46-65 y.,Urban regions,CDU/CSU,0.25542,540,2266,0.23746,0.27338
1990,46-65 y.,Urban regions,FDP,0.02933,63,2266,0.02238,0.03628
1990,46-65 y.,Rural regions,Not leaning towards specific party,0.21897,237,564,0.18481,0.25313
1990,46-65 y.,Rural regions,SPD,0.16252,154,564,0.13205,0.19300
1990,46-65 y.,Rural regions,CDU/CSU,0.18839,173,564,0.15609,0.22069
1990,66 and older,Urban regions,Not leaning towards specific party,0.29756,269,754,0.26490,0.33021
1990,66 and older,Urban regions,SPD,0.27673,231,754,0.24478,0.30869
1990,66 and older,Urban regions,CDU/CSU,0.29745,254,754,0.26480,0.33010
1990,66 and older,Rural regions,Not leaning towards specific party,0.23812,93,239,0.18401,0.29224
1990,66 and older,Rural regions,SPD,0.14217,53,239,0.09780,0.18654
1990,66 and older,Rural regions,CDU/CSU,0.21676,93,239,0.16441,0.26911
1991,17-29 y.,Urban regions,Not leaning towards specific party,0.43593,755,1282,0.40877,0.46309
1991,17-29 y.,Urban regions,SPD,0.15322,264,1282,0.13349,0.17294
1991,17-29 y.,Urban regions,CDU/CSU,0.11858,195,1282,0.10087,0.13628
1991,17-29 y.,Urban regions,Bündnis90/Grüne,0.04059,68,1282,0.02978,0.05139
1991,17-29 y.,Rural regions,Not leaning towards specific party,0.33808,295,459,0.29475,0.38140
1991,17-29 y.,Rural regions,SPD,0.10114,84,459,0.07353,0.12876
1991,17-29 y.,Rural regions,CDU/CSU,0.09854,80,459,0.07125,0.12584
1991,30-45 y.,Urban regions,Not leaning towards specific party,0.29608,613,1630,0.27391,0.31825
1991,30-45 y.,Urban regions,SPD,0.25399,523,1630,0.23285,0.27513
1991,30-45 y.,Urban regions,CDU/CSU,0.16425,339,1630,0.14626,0.18224
1991,30-45 y.,Urban regions,FDP,0.02984,56,1630,0.02158,0.03811
1991,30-45 y.,Urban regions,Bündnis90/Grüne,0.05379,99,1630,0.04284,0.06475
1991,30-45 y.,Rural regions,Not leaning towards specific party,0.22073,190,442,0.18202,0.25943
1991,30-45 y.,Rural regions,SPD,0.14680,122,442,0.11377,0.17983
1991,30-45 y.,Rural regions,CDU/CSU,0.15228,130,442,0.11875,0.18581
1991,46-65 y.,Urban regions,Not leaning towards specific party,0.25514,490,1560,0.23350,0.27678
1991,46-65 y.,Urban regions,SPD,0.25599,509,1560,0.23433,0.27765
1991,46-65 y.,Urban regions,CDU/CSU,0.25062,498,1560,0.22911,0.27213
1991,46-65 y.,Urban regions,FDP,0.03359,63,1560,0.02465,0.04254
1991,46-65 y.,Rural regions,Not leaning towards specific party,0.18474,179,479,0.14995,0.21953
1991,46-65 y.,Rural regions,SPD,0.13668,127,479,0.10588,0.16747
1991,46-65 y.,Rural regions,CDU/CSU,0.19299,173,479,0.15761,0.22837
1991,66 and older,Urban regions,Not leaning towards specific party,0.33147,283,736,0.29744,0.36551
1991,66 and older,Urban regions,SPD,0.25386,208,736,0.22239,0.28532
1991,66 and older,Urban regions,CDU/CSU,0.27868,245,736,0.24627,0.31110
1991,66 and older,Rural regions,Not leaning towards specific party,0.22663,87,238,0.17333,0.27994
1991,66 and older,Rural regions,SPD,0.12472,47,238,0.08265,0.16678
1991,66 and older,Rural regions,CDU/CSU,0.24231,104,238,0.18775,0.29686
1992,17-29 y.,Urban regions,Not leaning towards specific party,0.62942,1597,2307,0.60971,0.64914
1992,17-29 y.,Urban regions,SPD,0.16127,374,2307,0.14626,0.17628
1992,17-29 y.,Urban regions,CDU/CSU,0.11444,193,2307,0.10144,0.12743
1992,17-29 y.,Urban regions,Bündnis90/Grüne,0.04850,109,2307,0.03973,0.05727
1992,17-29 y.,Urban regions,Others,0.01650,34,2307,0.01130,0.02170
1992,17-29 y.,Rural regions,Not leaning towards specific party,0.72373,872,1135,0.69770,0.74975
1992,17-29 y.,Rural regions,SPD,0.10742,118,1135,0.08939,0.12544
1992,17-29 y.,Rural regions,CDU/CSU,0.10286,101,1135,0.08518,0.12054
1992,17-29 y.,Rural regions,Bündnis90/Grüne,0.03265,44,1135,0.02231,0.04299
1992,30-45 y.,Urban regions,Not leaning towards specific party,0.49433,1474,2672,0.47537,0.51329
1992,30-45 y.,Urban regions,SPD,0.25279,651,2672,0.23630,0.26927
1992,30-45 y.,Urban regions,CDU/CSU,0.14895,362,2672,0.13544,0.16245
1992,30-45 y.,Urban regions,FDP,0.02303,47,2672,0.01734,0.02871
1992,30-45 y.,Urban regions,Bündnis90/Grüne,0.06156,138,2672,0.05245,0.07068
1992,30-45 y.,Rural regions,Not leaning towards specific party,0.56801,931,1427,0.54230,0.59373
1992,30-45 y.,Rural regions,SPD,0.17371,221,1427,0.15404,0.19337
1992,30-45 y.,Rural regions,CDU/CSU,0.18348,232,1427,0.16339,0.20357
1992,30-45 y.,Rural regions,Bündnis90/Grüne,0.02792,43,1427,0.01937,0.03648
1992,46-65 y.,Urban regions,Not leaning towards specific party,0.43475,1354,2608,0.41572,0.45378
1992,46-65 y.,Urban regions,SPD,0.26341,633,2608,0.24650,0.28032
1992,46-65 y.,Urban regions,CDU/CSU,0.24470,527,2608,0.22820,0.26121
1992,46-65 y.,Urban regions,FDP,0.02772,58,2608,0.02142,0.03403
1992,46-65 y.,Urban regions,Bündnis90/Grüne,0.01377,36,2608,0.00929,0.01824
1992,46-65 y.,Rural regions,Not leaning towards specific party,0.50025,748,1324,0.47331,0.52720
1992,46-65 y.,Rural regions,SPD,0.18391,224,1324,0.16303,0.20479
1992,46-65 y.,Rural regions,CDU/CSU,0.24243,281,1324,0.21934,0.26552
1992,46-65 y.,Rural regions,FDP,0.02455,36,1324,0.01621,0.03289
1992,46-65 y.,Rural regions,PDS/Linke,0.02052,35,1324,0.01288,0.02815
1992,66 and older,Urban regions,Not leaning towards specific party,0.42406,411,885,0.39149,0.45664
1992,66 and older,Urban regions,SPD,0.23661,213,885,0.20859,0.26463
1992,66 and older,Urban regions,CDU/CSU,0.28857,261,885,0.25870,0.31843
1992,66 and older,Rural regions,Not leaning towards specific party,0.49692,271,473,0.45181,0.54202
1992,66 and older,Rural regions,SPD,0.19209,86,473,0.15655,0.22763
1992,66 and older,Rural regions,CDU/CSU,0.24033,116,473,0.20178,0.27888
1993,17-29 y.,Urban regions,Not leaning towards specific party,0.70037,1705,2248,0.68143,0.71931
1993,17-29 y.,Urban regions,SPD,0.11163,280,2248,0.09861,0.12465
1993,17-29 y.,Urban regions,CDU/CSU,0.08550,142,2248,0.07394,0.09706
1993,17-29 y.,Urban regions,Bündnis90/Grüne,0.06203,121,2248,0.05206,0.07200
1993,17-29 y.,Rural regions,Not leaning towards specific party,0.74578,895,1098,0.72001,0.77154
1993,17-29 y.,Rural regions,SPD,0.08527,98,1098,0.06874,0.10180
1993,17-29 y.,Rural regions,CDU/CSU,0.07479,72,1098,0.05923,0.09036
1993,17-29 y.,Rural regions,Bündnis90/Grüne,0.03205,33,1098,0.02163,0.04247
1993,30-45 y.,Urban regions,Not leaning towards specific party,0.55410,1619,2648,0.53516,0.57304
1993,30-45 y.,Urban regions,SPD,0.20717,542,2648,0.19173,0.22261
1993,30-45 y.,Urban regions,CDU/CSU,0.12097,284,2648,0.10854,0.13339
1993,30-45 y.,Urban regions,FDP,0.01635,37,2648,0.01152,0.02118
1993,30-45 y.,Urban regions,Bündnis90/Grüne,0.07231,166,2648,0.06245,0.08218
1993,30-45 y.,Rural regions,Not leaning towards specific party,0.61234,995,1422,0.58700,0.63767
1993,30-45 y.,Rural regions,SPD,0.15314,199,1422,0.13441,0.17186
1993,30-45 y.,Rural regions,CDU/CSU,0.15484,181,1422,0.13603,0.17365
1993,30-45 y.,Rural regions,Bündnis90/Grüne,0.03670,47,1422,0.02692,0.04647
1993,46-65 y.,Urban regions,Not leaning towards specific party,0.47587,1405,2560,0.45652,0.49522
1993,46-65 y.,Urban regions,SPD,0.24706,609,2560,0.23035,0.26377
1993,46-65 y.,Urban regions,CDU/CSU,0.20789,445,2560,0.19217,0.22361
1993,46-65 y.,Urban regions,FDP,0.02588,54,2560,0.01973,0.03203
1993,46-65 y.,Urban regions,Bündnis90/Grüne,0.01855,47,2560,0.01332,0.02378
1993,46-65 y.,Rural regions,Not leaning towards specific party,0.52601,779,1272,0.49856,0.55346
1993,46-65 y.,Rural regions,SPD,0.17831,209,1272,0.15727,0.19936
1993,46-65 y.,Rural regions,CDU/CSU,0.21878,244,1272,0.19605,0.24151
1993,46-65 y.,Rural regions,PDS/Linke,0.02557,40,1272,0.01689,0.03425
1993,66 and older,Urban regions,Not leaning towards specific party,0.46847,465,887,0.43561,0.50132
1993,66 and older,Urban regions,SPD,0.22513,203,887,0.19762,0.25263
1993,66 and older,Urban regions,CDU/CSU,0.23907,219,887,0.21099,0.26716
1993,66 and older,Rural regions,Not leaning towards specific party,0.56714,302,488,0.52314,0.61115
1993,66 and older,Rural regions,SPD,0.14503,74,488,0.11376,0.17631
1993,66 and older,Rural regions,CDU/CSU,0.21536,112,488,0.17885,0.25187
1994,17-29 y.,Urban regions,Not leaning towards specific party,0.68956,1602,2165,0.67007,0.70905
1994,17-29 y.,Urban regions,SPD,0.12573,310,2165,0.11176,0.13969
1994,17-29 y.,Urban regions,CDU/CSU,0.07858,136,2165,0.06724,0.08992
1994,17-29 y.,Urban regions,Bündnis90/Grüne,0.06624,117,2165,0.05576,0.07672
1994,17-29 y.,Rural regions,Not leaning towards specific party,0.75876,843,1056,0.73294,0.78457
1994,17-29 y.,Rural regions,SPD,0.10481,118,1056,0.08633,0.12330
1994,17-29 y.,Rural regions,CDU/CSU,0.05944,61,1056,0.04517,0.07371
1994,17-29 y.,Rural regions,Bündnis90/Grüne,0.03018,34,1056,0.01985,0.04050
1994,30-45 y.,Urban regions,Not leaning towards specific party,0.52088,1539,2640,0.50182,0.53994
1994,30-45 y.,Urban regions,SPD,0.22806,587,2640,0.21205,0.24407
1994,30-45 y.,Urban regions,CDU/CSU,0.12877,295,2640,0.11600,0.14155
1994,30-45 y.,Urban regions,FDP,0.01551,32,2640,0.01079,0.02022
1994,30-45 y.,Urban regions,Bündnis90/Grüne,0.07269,155,2640,0.06278,0.08259
1994,30-45 y.,Urban regions,PDS/Linke,0.00850,32,2640,0.00500,0.01201
1994,30-45 y.,Rural regions,Not leaning towards specific party,0.61161,972,1414,0.58620,0.63702
1994,30-45 y.,Rural regions,SPD,0.16340,188,1414,0.14412,0.18268
1994,30-45 y.,Rural regions,CDU/CSU,0.15697,181,1414,0.13800,0.17594
1994,30-45 y.,Rural regions,Bündnis90/Grüne,0.03466,42,1414,0.02512,0.04419
1994,30-45 y.,Rural regions,PDS/Linke,0.01305,31,1414,0.00714,0.01897
1994,46-65 y.,Urban regions,Not leaning towards specific party,0.42300,1296,2497,0.40362,0.44238
1994,46-65 y.,Urban regions,SPD,0.29179,669,2497,0.27396,0.30963
1994,46-65 y.,Urban regions,CDU/CSU,0.22216,449,2497,0.20585,0.23847
1994,46-65 y.,Urban regions,FDP,0.02096,39,2497,0.01534,0.02658
1994,46-65 y.,Urban regions,Bündnis90/Grüne,0.01732,44,2497,0.01220,0.02244
1994,46-65 y.,Rural regions,Not leaning towards specific party,0.51250,752,1271,0.48501,0.53999
1994,46-65 y.,Rural regions,SPD,0.19794,221,1271,0.17603,0.21985
1994,46-65 y.,Rural regions,CDU/CSU,0.21926,250,1271,0.19651,0.24202
1994,46-65 y.,Rural regions,PDS/Linke,0.02771,48,1271,0.01868,0.03674
1994,66 and older,Urban regions,Not leaning towards specific party,0.44314,445,926,0.41113,0.47516
1994,66 and older,Urban regions,SPD,0.23961,227,926,0.21210,0.26711
1994,66 and older,Urban regions,CDU/CSU,0.26599,254,926,0.23752,0.29447
1994,66 and older,Rural regions,Not leaning towards specific party,0.51996,277,482,0.47531,0.56461
1994,66 and older,Rural regions,SPD,0.18418,86,482,0.14954,0.21882
1994,66 and older,Rural regions,CDU/CSU,0.23620,119,482,0.19824,0.27416
1995,17-29 y.,Urban regions,Not leaning towards specific party,0.64685,1524,2168,0.62673,0.66698
1995,17-29 y.,Urban regions,SPD,0.14536,307,2168,0.13052,0.16020
1995,17-29 y.,Urban regions,CDU/CSU,0.09290,180,2168,0.08067,0.10512
1995,17-29 y.,Urban regions,Bündnis90/Grüne,0.08552,157,2168,0.07374,0.09729
1995,17-29 y.,Rural regions,Not leaning towards specific party,0.66806,792,1105,0.64029,0.69584
1995,17-29 y.,Rural regions,SPD,0.11125,113,1105,0.09270,0.12980
1995,17-29 y.,Rural regions,CDU/CSU,0.12170,119,1105,0.10241,0.14098
1995,17-29 y.,Rural regions,Bündnis90/Grüne,0.04822,43,1105,0.03558,0.06085
1995,17-29 y.,Rural regions,PDS/Linke,0.02781,38,1105,0.01811,0.03751
1995,30-45 y.,Urban regions,Not leaning towards specific party,0.50089,1559,2836,0.48248,0.51929
1995,30-45 y.,Urban regions,SPD,0.21402,596,2836,0.19893,0.22912
1995,30-45 y.,Urban regions,CDU/CSU,0.15968,424,2836,0.14619,0.17316
1995,30-45 y.,Urban regions,Bündnis90/Grüne,0.09033,215,2836,0.07978,0.10088
1995,30-45 y.,Urban regions,PDS/Linke,0.01018,42,2836,0.00649,0.01388
1995,30-45 y.,Rural regions,Not leaning towards specific party,0.58104,967,1514,0.55618,0.60590
1995,30-45 y.,Rural regions,SPD,0.15977,203,1514,0.14131,0.17823
1995,30-45 y.,Rural regions,CDU/CSU,0.17379,257,1514,0.15469,0.19288
