year,migback,quintil_oecd,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Direct migration background,1st Quintile,SPD,0.19107,177,891,0.16524,0.21690
1985,Direct migration background,1st Quintile,CDU/CSU,0.11049,38,891,0.08990,0.13109
1985,Direct migration background,2nd Quintile,Not leaning towards specific party,0.62702,454,615,0.58877,0.66527
1985,Direct migration background,2nd Quintile,SPD,0.21211,127,615,0.17978,0.24445
1985,Direct migration background,2nd Quintile,CDU/CSU,0.12157,34,615,0.09572,0.14741
1985,Direct migration background,3rd Quintile,Not leaning towards specific party,0.50320,346,533,0.46072,0.54569
1985,Direct migration background,3rd Quintile,SPD,0.26134,149,533,0.22400,0.29867
1985,Direct migration background,3rd Quintile,CDU/CSU,0.19202,38,533,0.15855,0.22549
1985,Direct migration background,4th Quintile,Not leaning towards specific party,0.52947,293,464,0.48400,0.57493
1985,Direct migration background,4th Quintile,SPD,0.26446,127,464,0.22429,0.30463
1985,Direct migration background,4th Quintile,CDU/CSU,0.16664,44,464,0.13269,0.20058
1985,Direct migration background,5th Quintile,Not leaning towards specific party,0.50477,181,301,0.44819,0.56135
1985,Direct migration background,5th Quintile,SPD,0.19196,77,301,0.14740,0.23653
1985,Direct migration background,5th Quintile,CDU/CSU,0.25659,43,301,0.20716,0.30601
1986,No migration background,1st Quintile,Not leaning towards specific party,0.44840,549,1197,0.42021,0.47659
1986,No migration background,1st Quintile,SPD,0.27062,325,1197,0.24544,0.29579
1986,No migration background,1st Quintile,CDU/CSU,0.21119,245,1197,0.18806,0.23433
1986,No migration background,1st Quintile,Bündnis90/Grüne,0.05845,78,1197,0.04515,0.07174
1986,No migration background,2nd Quintile,Not leaning towards specific party,0.41161,589,1349,0.38534,0.43788
1986,No migration background,2nd Quintile,SPD,0.30264,399,1349,0.27812,0.32717
1986,No migration background,2nd Quintile,CDU/CSU,0.24793,326,1349,0.22488,0.27098
1986,No migration background,2nd Quintile,Bündnis90/Grüne,0.02081,35,1349,0.01319,0.02843
1986,No migration background,3rd Quintile,Not leaning towards specific party,0.42107,626,1475,0.39587,0.44628
1986,No migration background,3rd Quintile,SPD,0.28019,417,1475,0.25726,0.30312
1986,No migration background,3rd Quintile,CDU/CSU,0.24321,375,1475,0.22131,0.26512
1986,No migration background,3rd Quintile,Bündnis90/Grüne,0.03530,57,1475,0.02588,0.04472
1986,No migration background,4th Quintile,Not leaning towards specific party,0.36982,637,1644,0.34647,0.39316
1986,No migration background,4th Quintile,SPD,0.29823,494,1644,0.27611,0.32035
1986,No migration background,4th Quintile,CDU/CSU,0.27041,437,1644,0.24893,0.29189
1986,No migration background,4th Quintile,Bündnis90/Grüne,0.03927,76,1644,0.02988,0.04866
1986,No migration background,5th Quintile,Not leaning towards specific party,0.35514,639,1771,0.33285,0.37744
1986,No migration background,5th Quintile,SPD,0.21203,388,1771,0.19298,0.23107
1986,No migration background,5th Quintile,CDU/CSU,0.35026,600,1771,0.32804,0.37248
1986,No migration background,5th Quintile,FDP,0.04667,80,1771,0.03685,0.05650
1986,No migration background,5th Quintile,Bündnis90/Grüne,0.03286,64,1771,0.02455,0.04116
1986,Direct migration background,1st Quintile,Not leaning towards specific party,0.66746,569,780,0.63437,0.70054
1986,Direct migration background,1st Quintile,SPD,0.20737,178,780,0.17890,0.23584
1986,Direct migration background,1st Quintile,CDU/CSU,0.08784,33,780,0.06796,0.10772
1986,Direct migration background,2nd Quintile,Not leaning towards specific party,0.60618,464,664,0.56899,0.64337
1986,Direct migration background,2nd Quintile,SPD,0.21523,158,664,0.18394,0.24651
1986,Direct migration background,2nd Quintile,CDU/CSU,0.14307,42,664,0.11642,0.16972
1986,Direct migration background,3rd Quintile,Not leaning towards specific party,0.55492,373,530,0.51257,0.59727
1986,Direct migration background,3rd Quintile,SPD,0.24190,119,530,0.20541,0.27839
1986,Direct migration background,3rd Quintile,CDU/CSU,0.16121,38,530,0.12988,0.19255
1986,Direct migration background,4th Quintile,Not leaning towards specific party,0.57862,329,484,0.53458,0.62266
1986,Direct migration background,4th Quintile,SPD,0.22453,117,484,0.18732,0.26175
1986,Direct migration background,4th Quintile,CDU/CSU,0.17439,38,484,0.14055,0.20823
1986,Direct migration background,5th Quintile,Not leaning towards specific party,0.53591,171,276,0.47697,0.59486
1986,Direct migration background,5th Quintile,SPD,0.19501,61,276,0.14818,0.24184
1986,Direct migration background,5th Quintile,CDU/CSU,0.23242,44,276,0.18250,0.28235
1986,Indirect migration background,1st Quintile,Not leaning towards specific party,0.69394,31,31,0.52902,0.85885
1987,No migration background,1st Quintile,Not leaning towards specific party,0.39853,483,1144,0.37015,0.42692
1987,No migration background,1st Quintile,SPD,0.28415,338,1144,0.25801,0.31030
1987,No migration background,1st Quintile,CDU/CSU,0.22676,253,1144,0.20249,0.25104
1987,No migration background,1st Quintile,Bündnis90/Grüne,0.05107,70,1144,0.03831,0.06384
1987,No migration background,2nd Quintile,Not leaning towards specific party,0.34493,491,1339,0.31946,0.37040
1987,No migration background,2nd Quintile,SPD,0.29651,381,1339,0.27204,0.32098
1987,No migration background,2nd Quintile,CDU/CSU,0.29734,388,1339,0.27285,0.32184
1987,No migration background,2nd Quintile,FDP,0.02445,31,1339,0.01618,0.03273
1987,No migration background,2nd Quintile,Bündnis90/Grüne,0.03302,48,1339,0.02345,0.04260
1987,No migration background,3rd Quintile,Not leaning towards specific party,0.33961,516,1497,0.31561,0.36361
1987,No migration background,3rd Quintile,SPD,0.28448,431,1497,0.26162,0.30734
1987,No migration background,3rd Quintile,CDU/CSU,0.30140,435,1497,0.27815,0.32465
1987,No migration background,3rd Quintile,FDP,0.02902,40,1497,0.02051,0.03752
1987,No migration background,3rd Quintile,Bündnis90/Grüne,0.04205,75,1497,0.03188,0.05222
1987,No migration background,4th Quintile,Not leaning towards specific party,0.32758,545,1608,0.30464,0.35053
1987,No migration background,4th Quintile,SPD,0.29278,470,1608,0.27053,0.31503
1987,No migration background,4th Quintile,CDU/CSU,0.29191,457,1608,0.26968,0.31413
1987,No migration background,4th Quintile,FDP,0.03638,55,1608,0.02723,0.04553
1987,No migration background,4th Quintile,Bündnis90/Grüne,0.04691,81,1608,0.03658,0.05725
1987,No migration background,5th Quintile,Not leaning towards specific party,0.29935,547,1751,0.27789,0.32081
1987,No migration background,5th Quintile,SPD,0.21255,372,1751,0.19338,0.23172
1987,No migration background,5th Quintile,CDU/CSU,0.37948,641,1751,0.35675,0.40222
1987,No migration background,5th Quintile,FDP,0.06356,107,1751,0.05213,0.07499
1987,No migration background,5th Quintile,Bündnis90/Grüne,0.04220,84,1751,0.03278,0.05162
1987,Direct migration background,1st Quintile,Not leaning towards specific party,0.66044,561,770,0.62697,0.69391
1987,Direct migration background,1st Quintile,SPD,0.18770,169,770,0.16011,0.21530
1987,Direct migration background,1st Quintile,CDU/CSU,0.11218,40,770,0.08987,0.13448
1987,Direct migration background,2nd Quintile,Not leaning towards specific party,0.60615,461,631,0.56800,0.64431
1987,Direct migration background,2nd Quintile,SPD,0.20733,135,631,0.17568,0.23899
1987,Direct migration background,2nd Quintile,CDU/CSU,0.12474,35,631,0.09894,0.15054
1987,Direct migration background,3rd Quintile,Not leaning towards specific party,0.52270,372,534,0.48030,0.56511
1987,Direct migration background,3rd Quintile,SPD,0.23908,112,534,0.20287,0.27529
1987,Direct migration background,3rd Quintile,CDU/CSU,0.19046,50,534,0.15712,0.22379
1987,Direct migration background,4th Quintile,Not leaning towards specific party,0.58660,317,469,0.54199,0.63122
1987,Direct migration background,4th Quintile,SPD,0.18324,99,469,0.14819,0.21829
1987,Direct migration background,4th Quintile,CDU/CSU,0.20896,53,469,0.17213,0.24580
1987,Direct migration background,5th Quintile,Not leaning towards specific party,0.48793,170,277,0.42896,0.54691
1987,Direct migration background,5th Quintile,SPD,0.22124,65,277,0.17227,0.27021
1987,Direct migration background,5th Quintile,CDU/CSU,0.23579,42,277,0.18571,0.28587
1987,Indirect migration background,1st Quintile,Not leaning towards specific party,0.74440,32,32,0.59084,0.89795
1988,No migration background,1st Quintile,Not leaning towards specific party,0.43257,505,1089,0.40313,0.46201
1988,No migration background,1st Quintile,SPD,0.27468,292,1089,0.24815,0.30120
1988,No migration background,1st Quintile,CDU/CSU,0.21807,233,1089,0.19353,0.24261
1988,No migration background,1st Quintile,Bündnis90/Grüne,0.04726,59,1089,0.03465,0.05987
1988,No migration background,2nd Quintile,Not leaning towards specific party,0.38020,518,1277,0.35357,0.40684
1988,No migration background,2nd Quintile,SPD,0.31958,400,1277,0.29400,0.34517
1988,No migration background,2nd Quintile,CDU/CSU,0.25130,326,1277,0.22750,0.27510
1988,No migration background,2nd Quintile,Bündnis90/Grüne,0.02561,33,1277,0.01694,0.03427
1988,No migration background,3rd Quintile,Not leaning towards specific party,0.40224,583,1422,0.37675,0.42774
1988,No migration background,3rd Quintile,SPD,0.27902,408,1422,0.25570,0.30234
1988,No migration background,3rd Quintile,CDU/CSU,0.24930,337,1422,0.22681,0.27179
1988,No migration background,3rd Quintile,FDP,0.02636,36,1422,0.01803,0.03469
1988,No migration background,3rd Quintile,Bündnis90/Grüne,0.03970,58,1422,0.02955,0.04986
1988,No migration background,4th Quintile,Not leaning towards specific party,0.36198,565,1511,0.33774,0.38622
1988,No migration background,4th Quintile,SPD,0.30936,464,1511,0.28605,0.33268
1988,No migration background,4th Quintile,CDU/CSU,0.26217,391,1511,0.23998,0.28435
1988,No migration background,4th Quintile,FDP,0.02684,39,1511,0.01869,0.03500
1988,No migration background,4th Quintile,Bündnis90/Grüne,0.03303,52,1511,0.02401,0.04204
1988,No migration background,5th Quintile,Not leaning towards specific party,0.34736,571,1647,0.32436,0.37036
1988,No migration background,5th Quintile,SPD,0.24985,423,1647,0.22894,0.27077
1988,No migration background,5th Quintile,CDU/CSU,0.31308,513,1647,0.29068,0.33549
1988,No migration background,5th Quintile,FDP,0.05475,87,1647,0.04376,0.06574
1988,No migration background,5th Quintile,Bündnis90/Grüne,0.02889,53,1647,0.02080,0.03699
1988,Direct migration background,1st Quintile,Not leaning towards specific party,0.67496,582,756,0.64155,0.70838
1988,Direct migration background,1st Quintile,SPD,0.19382,137,756,0.16563,0.22202
1988,Direct migration background,1st Quintile,CDU/CSU,0.09569,37,756,0.07471,0.11667
1988,Direct migration background,2nd Quintile,Not leaning towards specific party,0.53379,410,596,0.49371,0.57388
1988,Direct migration background,2nd Quintile,SPD,0.26973,152,596,0.23406,0.30539
1988,Direct migration background,2nd Quintile,CDU/CSU,0.15820,34,596,0.12888,0.18752
1988,Direct migration background,3rd Quintile,Not leaning towards specific party,0.54550,351,504,0.50198,0.58901
1988,Direct migration background,3rd Quintile,SPD,0.24924,114,504,0.21144,0.28705
1988,Direct migration background,3rd Quintile,CDU/CSU,0.16242,39,504,0.13018,0.19465
1988,Direct migration background,4th Quintile,Not leaning towards specific party,0.57071,334,470,0.52591,0.61550
1988,Direct migration background,4th Quintile,SPD,0.17833,84,470,0.14369,0.21298
1988,Direct migration background,4th Quintile,CDU/CSU,0.22062,52,470,0.18309,0.25815
1988,Direct migration background,5th Quintile,Not leaning towards specific party,0.47264,149,214,0.40560,0.53969
1988,Direct migration background,5th Quintile,SPD,0.25952,65,214,0.20065,0.31840
1988,Indirect migration background,1st Quintile,Not leaning towards specific party,0.75568,46,46,0.63014,0.88122
1988,Indirect migration background,2nd Quintile,Not leaning towards specific party,0.63692,40,40,0.48599,0.78784
1989,No migration background,1st Quintile,Not leaning towards specific party,0.45584,509,1026,0.42535,0.48633
1989,No migration background,1st Quintile,SPD,0.27611,286,1026,0.24874,0.30348
1989,No migration background,1st Quintile,CDU/CSU,0.18505,179,1026,0.16127,0.20882
1989,No migration background,1st Quintile,Bündnis90/Grüne,0.04579,52,1026,0.03300,0.05859
1989,No migration background,2nd Quintile,Not leaning towards specific party,0.40588,515,1199,0.37807,0.43369
1989,No migration background,2nd Quintile,SPD,0.29484,342,1199,0.26902,0.32066
1989,No migration background,2nd Quintile,CDU/CSU,0.22413,264,1199,0.20052,0.24775
1989,No migration background,2nd Quintile,Bündnis90/Grüne,0.03171,44,1199,0.02179,0.04164
1989,No migration background,2nd Quintile,Others,0.03164,34,1199,0.02173,0.04155
1989,No migration background,3rd Quintile,Not leaning towards specific party,0.40653,576,1344,0.38026,0.43280
1989,No migration background,3rd Quintile,SPD,0.30123,398,1344,0.27670,0.32577
1989,No migration background,3rd Quintile,CDU/CSU,0.21844,288,1344,0.19634,0.24054
1989,No migration background,3rd Quintile,Bündnis90/Grüne,0.03399,48,1344,0.02430,0.04368
1989,No migration background,3rd Quintile,Others,0.02636,34,1344,0.01779,0.03492
1989,No migration background,4th Quintile,Not leaning towards specific party,0.40015,617,1501,0.37536,0.42495
1989,No migration background,4th Quintile,SPD,0.28023,433,1501,0.25750,0.30296
1989,No migration background,4th Quintile,CDU/CSU,0.24031,349,1501,0.21869,0.26193
1989,No migration background,4th Quintile,Bündnis90/Grüne,0.03369,55,1501,0.02456,0.04282
1989,No migration background,4th Quintile,Others,0.03291,47,1501,0.02388,0.04193
1989,No migration background,5th Quintile,Not leaning towards specific party,0.37088,612,1574,0.34701,0.39475
1989,No migration background,5th Quintile,SPD,0.24415,386,1574,0.22292,0.26538
1989,No migration background,5th Quintile,CDU/CSU,0.29275,452,1574,0.27027,0.31524
1989,No migration background,5th Quintile,FDP,0.04161,66,1574,0.03174,0.05148
1989,No migration background,5th Quintile,Bündnis90/Grüne,0.03453,58,1574,0.02551,0.04356
1989,Direct migration background,1st Quintile,Not leaning towards specific party,0.62109,528,759,0.58656,0.65563
1989,Direct migration background,1st Quintile,SPD,0.25511,198,759,0.22408,0.28615
1989,Direct migration background,1st Quintile,CDU/CSU,0.07888,33,759,0.05969,0.09807
1989,Direct migration background,2nd Quintile,Not leaning towards specific party,0.54555,434,624,0.50645,0.58465
1989,Direct migration background,2nd Quintile,SPD,0.28361,155,624,0.24822,0.31901
1989,Direct migration background,2nd Quintile,CDU/CSU,0.11511,35,624,0.09004,0.14017
1989,Direct migration background,3rd Quintile,Not leaning towards specific party,0.57846,290,448,0.53268,0.62424
1989,Direct migration background,3rd Quintile,SPD,0.20754,124,448,0.16994,0.24513
1989,Direct migration background,3rd Quintile,CDU/CSU,0.13340,34,448,0.10188,0.16493
1989,Direct migration background,4th Quintile,Not leaning towards specific party,0.50156,252,413,0.45328,0.54984
1989,Direct migration background,4th Quintile,SPD,0.25543,126,413,0.21332,0.29754
1989,Direct migration background,4th Quintile,CDU/CSU,0.19648,35,413,0.15811,0.23484
1989,Direct migration background,5th Quintile,Not leaning towards specific party,0.48619,128,214,0.41907,0.55331
1989,Direct migration background,5th Quintile,SPD,0.16792,51,214,0.11772,0.21812
1989,Direct migration background,5th Quintile,CDU/CSU,0.28675,35,214,0.22602,0.34749
1989,Indirect migration background,1st Quintile,Not leaning towards specific party,0.60534,43,43,0.45751,0.75316
1989,Indirect migration background,2nd Quintile,Not leaning towards specific party,0.65449,55,55,0.52766,0.78133
1990,No migration background,1st Quintile,Not leaning towards specific party,0.43766,446,980,0.40658,0.46874
1990,No migration background,1st Quintile,SPD,0.28733,284,980,0.25898,0.31568
1990,No migration background,1st Quintile,CDU/CSU,0.21498,216,980,0.18924,0.24071
1990,No migration background,1st Quintile,Bündnis90/Grüne,0.02755,34,980,0.01730,0.03780
1990,No migration background,2nd Quintile,Not leaning towards specific party,0.38864,517,1189,0.36092,0.41636
1990,No migration background,2nd Quintile,SPD,0.32329,375,1189,0.29670,0.34989
1990,No migration background,2nd Quintile,CDU/CSU,0.21396,249,1189,0.19064,0.23728
1990,No migration background,2nd Quintile,Bündnis90/Grüne,0.03775,48,1189,0.02691,0.04858
1990,No migration background,3rd Quintile,Not leaning towards specific party,0.38399,511,1253,0.35705,0.41093
1990,No migration background,3rd Quintile,SPD,0.32003,410,1253,0.29419,0.34587
1990,No migration background,3rd Quintile,CDU/CSU,0.23805,299,1253,0.21446,0.26164
1990,No migration background,3rd Quintile,Bündnis90/Grüne,0.02705,33,1253,0.01807,0.03604
1990,No migration background,4th Quintile,Not leaning towards specific party,0.38509,576,1470,0.36020,0.40997
1990,No migration background,4th Quintile,SPD,0.31077,454,1470,0.28710,0.33443
1990,No migration background,4th Quintile,CDU/CSU,0.23516,358,1470,0.21347,0.25685
1990,No migration background,4th Quintile,FDP,0.02274,33,1470,0.01511,0.03036
1990,No migration background,4th Quintile,Bündnis90/Grüne,0.03208,49,1470,0.02307,0.04110
1990,No migration background,5th Quintile,Not leaning towards specific party,0.31002,513,1556,0.28703,0.33301
1990,No migration background,5th Quintile,SPD,0.26247,407,1556,0.24061,0.28434
1990,No migration background,5th Quintile,CDU/CSU,0.33770,501,1556,0.31420,0.36121
1990,No migration background,5th Quintile,FDP,0.05384,83,1556,0.04262,0.06506
1990,No migration background,5th Quintile,Bündnis90/Grüne,0.02788,52,1556,0.01969,0.03606
1990,Direct migration background,1st Quintile,Not leaning towards specific party,0.61686,535,776,0.58264,0.65109
1990,Direct migration background,1st Quintile,SPD,0.25538,209,776,0.22468,0.28608
1990,Direct migration background,1st Quintile,CDU/CSU,0.08028,32,776,0.06115,0.09941
1990,Direct migration background,2nd Quintile,Not leaning towards specific party,0.55971,354,552,0.51826,0.60116
1990,Direct migration background,2nd Quintile,SPD,0.27876,160,552,0.24132,0.31620
1990,Direct migration background,2nd Quintile,CDU/CSU,0.12998,38,552,0.10190,0.15806
1990,Direct migration background,3rd Quintile,Not leaning towards specific party,0.52147,345,510,0.47807,0.56486
1990,Direct migration background,3rd Quintile,SPD,0.25208,125,510,0.21436,0.28980
1990,Direct migration background,3rd Quintile,CDU/CSU,0.17509,40,510,0.14207,0.20811
1990,Direct migration background,4th Quintile,Not leaning towards specific party,0.53952,236,341,0.48654,0.59250
1990,Direct migration background,4th Quintile,SPD,0.25362,105,341,0.20737,0.29987
1990,Direct migration background,5th Quintile,Not leaning towards specific party,0.46968,124,219,0.40343,0.53593
1990,Direct migration background,5th Quintile,SPD,0.20525,56,219,0.15163,0.25886
1990,Direct migration background,5th Quintile,CDU/CSU,0.23033,39,219,0.17444,0.28623
1990,Indirect migration background,1st Quintile,Not leaning towards specific party,0.72249,61,61,0.60918,0.83579
1990,Indirect migration background,2nd Quintile,Not leaning towards specific party,0.65439,50,50,0.52123,0.78755
1990,Indirect migration background,3rd Quintile,Not leaning towards specific party,0.70326,47,47,0.57125,0.83528
1991,No migration background,1st Quintile,Not leaning towards specific party,0.46558,474,938,0.43365,0.49752
1991,No migration background,1st Quintile,SPD,0.25385,252,938,0.22598,0.28171
1991,No migration background,1st Quintile,CDU/CSU,0.22575,212,938,0.19898,0.25252
1991,No migration background,2nd Quintile,Not leaning towards specific party,0.41059,510,1150,0.38215,0.43904
1991,No migration background,2nd Quintile,SPD,0.30822,347,1150,0.28152,0.33492
1991,No migration background,2nd Quintile,CDU/CSU,0.21743,260,1150,0.19357,0.24128
1991,No migration background,2nd Quintile,Bündnis90/Grüne,0.02472,33,1150,0.01574,0.03369
1991,No migration background,3rd Quintile,Not leaning towards specific party,0.36733,501,1273,0.34084,0.39383
1991,No migration background,3rd Quintile,SPD,0.29640,396,1273,0.27130,0.32150
1991,No migration background,3rd Quintile,CDU/CSU,0.27052,335,1273,0.24611,0.29493
1991,No migration background,3rd Quintile,Bündnis90/Grüne,0.03048,41,1273,0.02103,0.03992
1991,No migration background,4th Quintile,Not leaning towards specific party,0.39961,598,1465,0.37452,0.42470
1991,No migration background,4th Quintile,SPD,0.27621,410,1465,0.25331,0.29912
1991,No migration background,4th Quintile,CDU/CSU,0.24577,355,1465,0.22371,0.26782
1991,No migration background,4th Quintile,FDP,0.03560,48,1465,0.02611,0.04509
1991,No migration background,4th Quintile,Bündnis90/Grüne,0.03593,54,1465,0.02640,0.04546
1991,No migration background,5th Quintile,Not leaning towards specific party,0.34100,555,1548,0.31737,0.36462
1991,No migration background,5th Quintile,SPD,0.24209,378,1548,0.22075,0.26344
1991,No migration background,5th Quintile,CDU/CSU,0.32012,480,1548,0.29687,0.34337
1991,No migration background,5th Quintile,FDP,0.05839,81,1548,0.04671,0.07008
1991,No migration background,5th Quintile,Bündnis90/Grüne,0.03244,54,1548,0.02361,0.04127
1991,Direct migration background,1st Quintile,Not leaning towards specific party,0.45906,33,33,0.28640,0.63172
1991,Direct migration background,2nd Quintile,Not leaning towards specific party,0.48077,47,47,0.33638,0.62516
1991,Direct migration background,3rd Quintile,Not leaning towards specific party,0.45153,46,46,0.30613,0.59693
1991,Direct migration background,4th Quintile,Not leaning towards specific party,0.50294,50,50,0.36294,0.64293
1991,Direct migration background,5th Quintile,Not leaning towards specific party,0.48336,47,47,0.33894,0.62777
1992,No migration background,1st Quintile,Not leaning towards specific party,0.58944,1377,2123,0.56851,0.61037
1992,No migration background,1st Quintile,SPD,0.17905,332,2123,0.16274,0.19537
1992,No migration background,1st Quintile,CDU/CSU,0.16083,305,2123,0.14519,0.17646
1992,No migration background,1st Quintile,Bündnis90/Grüne,0.02618,55,2123,0.01938,0.03297
1992,No migration background,1st Quintile,PDS/Linke,0.02168,54,2123,0.01548,0.02788
1992,No migration background,2nd Quintile,Not leaning towards specific party,0.54410,1259,2105,0.52282,0.56538
1992,No migration background,2nd Quintile,SPD,0.21316,385,2105,0.19566,0.23066
1992,No migration background,2nd Quintile,CDU/CSU,0.18056,358,2105,0.16412,0.19699
1992,No migration background,2nd Quintile,FDP,0.01337,37,2105,0.00846,0.01828
1992,No migration background,2nd Quintile,Bündnis90/Grüne,0.02742,66,2105,0.02044,0.03439
1992,No migration background,3rd Quintile,Not leaning towards specific party,0.51295,1103,1923,0.49061,0.53530
1992,No migration background,3rd Quintile,SPD,0.23225,398,1923,0.21337,0.25112
1992,No migration background,3rd Quintile,CDU/CSU,0.19116,321,1923,0.17358,0.20874
1992,No migration background,3rd Quintile,FDP,0.02175,40,1923,0.01522,0.02827
1992,No migration background,3rd Quintile,Bündnis90/Grüne,0.02700,61,1923,0.01976,0.03425
1992,No migration background,4th Quintile,Not leaning towards specific party,0.47023,960,1913,0.44786,0.49261
1992,No migration background,4th Quintile,SPD,0.24259,456,1913,0.22337,0.26180
1992,No migration background,4th Quintile,CDU/CSU,0.21215,387,1913,0.19382,0.23047
1992,No migration background,4th Quintile,FDP,0.02372,39,1913,0.01690,0.03054
