year,age_gr,migback,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,17-29 y.,Direct migration background,Bündnis90/Grüne,0.05694,40,821,0.04108,0.07280
1985,17-29 y.,Indirect migration background,Not leaning towards specific party,0.72746,79,79,0.62864,0.82628
1985,30-45 y.,No migration background,Not leaning towards specific party,0.33362,757,2247,0.31412,0.35312
1985,30-45 y.,No migration background,SPD,0.32867,730,2247,0.30925,0.34810
1985,30-45 y.,No migration background,CDU/CSU,0.26563,606,2247,0.24736,0.28390
1985,30-45 y.,No migration background,FDP,0.02776,62,2247,0.02097,0.03455
1985,30-45 y.,No migration background,Bündnis90/Grüne,0.04046,92,2247,0.03231,0.04860
1985,30-45 y.,Direct migration background,Not leaning towards specific party,0.61750,777,1143,0.58932,0.64569
1985,30-45 y.,Direct migration background,SPD,0.24146,301,1143,0.21664,0.26628
1985,30-45 y.,Direct migration background,CDU/CSU,0.10035,65,1143,0.08293,0.11778
1985,46-65 y.,No migration background,Not leaning towards specific party,0.34689,836,2376,0.32774,0.36603
1985,46-65 y.,No migration background,SPD,0.28556,687,2376,0.26739,0.30372
1985,46-65 y.,No migration background,CDU/CSU,0.32711,789,2376,0.30824,0.34598
1985,46-65 y.,No migration background,FDP,0.02602,64,2376,0.01962,0.03243
1985,46-65 y.,Direct migration background,Not leaning towards specific party,0.53063,572,846,0.49698,0.56428
1985,46-65 y.,Direct migration background,SPD,0.22452,187,846,0.19639,0.25266
1985,46-65 y.,Direct migration background,CDU/CSU,0.22613,87,846,0.19792,0.25433
1985,66 and older,No migration background,Not leaning towards specific party,0.39165,406,1050,0.36211,0.42119
1985,66 and older,No migration background,SPD,0.24669,261,1050,0.22060,0.27277
1985,66 and older,No migration background,CDU/CSU,0.31887,348,1050,0.29067,0.34707
1985,66 and older,No migration background,FDP,0.03648,35,1050,0.02514,0.04783
1986,17-29 y.,No migration background,Not leaning towards specific party,0.53309,1139,2093,0.51171,0.55447
1986,17-29 y.,No migration background,SPD,0.20936,435,2093,0.19192,0.22679
1986,17-29 y.,No migration background,CDU/CSU,0.16302,344,2093,0.14719,0.17885
1986,17-29 y.,No migration background,Bündnis90/Grüne,0.08393,175,2093,0.07205,0.09581
1986,17-29 y.,Direct migration background,Not leaning towards specific party,0.68669,576,766,0.65382,0.71956
1986,17-29 y.,Direct migration background,SPD,0.18921,156,766,0.16146,0.21697
1986,17-29 y.,Direct migration background,CDU/CSU,0.08663,34,766,0.06670,0.10657
1986,17-29 y.,Indirect migration background,Not leaning towards specific party,0.70316,85,85,0.60546,0.80087
1986,30-45 y.,No migration background,Not leaning towards specific party,0.34836,739,2116,0.32806,0.36867
1986,30-45 y.,No migration background,SPD,0.31751,666,2116,0.29768,0.33735
1986,30-45 y.,No migration background,CDU/CSU,0.25679,550,2116,0.23818,0.27541
1986,30-45 y.,No migration background,FDP,0.02601,55,2116,0.01923,0.03279
1986,30-45 y.,No migration background,Bündnis90/Grüne,0.04708,106,2116,0.03805,0.05610
1986,30-45 y.,Direct migration background,Not leaning towards specific party,0.65297,742,1067,0.62440,0.68155
1986,30-45 y.,Direct migration background,SPD,0.20667,267,1067,0.18236,0.23098
1986,30-45 y.,Direct migration background,CDU/CSU,0.09029,58,1067,0.07308,0.10749
1986,46-65 y.,No migration background,Not leaning towards specific party,0.33494,777,2299,0.31564,0.35423
1986,46-65 y.,No migration background,SPD,0.29296,676,2299,0.27435,0.31156
1986,46-65 y.,No migration background,CDU/CSU,0.33710,795,2299,0.31777,0.35643
1986,46-65 y.,No migration background,FDP,0.02145,51,2299,0.01553,0.02738
1986,46-65 y.,Direct migration background,Not leaning towards specific party,0.50837,562,854,0.47482,0.54192
1986,46-65 y.,Direct migration background,SPD,0.23519,201,854,0.20673,0.26365
1986,46-65 y.,Direct migration background,CDU/CSU,0.23394,91,854,0.20553,0.26235
1986,66 and older,No migration background,Not leaning towards specific party,0.39155,388,963,0.36070,0.42239
1986,66 and older,No migration background,SPD,0.25696,246,963,0.22934,0.28457
1986,66 and older,No migration background,CDU/CSU,0.30720,294,963,0.27805,0.33636
1986,66 and older,No migration background,FDP,0.03496,35,963,0.02335,0.04656
1987,17-29 y.,No migration background,Not leaning towards specific party,0.46701,965,2045,0.44538,0.48864
1987,17-29 y.,No migration background,SPD,0.20444,426,2045,0.18696,0.22192
1987,17-29 y.,No migration background,CDU/CSU,0.21518,434,2045,0.19736,0.23299
1987,17-29 y.,No migration background,FDP,0.01715,33,2045,0.01152,0.02278
1987,17-29 y.,No migration background,Bündnis90/Grüne,0.09214,187,2045,0.07960,0.10468
1987,17-29 y.,Direct migration background,Not leaning towards specific party,0.67876,549,788,0.64613,0.71138
1987,17-29 y.,Direct migration background,SPD,0.16134,150,788,0.13564,0.18704
1987,17-29 y.,Direct migration background,CDU/CSU,0.08912,37,788,0.06921,0.10902
1987,17-29 y.,Direct migration background,Bündnis90/Grüne,0.06577,52,788,0.04845,0.08309
1987,17-29 y.,Indirect migration background,Not leaning towards specific party,0.68176,96,96,0.58810,0.77543
1987,30-45 y.,No migration background,Not leaning towards specific party,0.30824,654,2071,0.28834,0.32813
1987,30-45 y.,No migration background,SPD,0.30884,630,2071,0.28894,0.32874
1987,30-45 y.,No migration background,CDU/CSU,0.27359,563,2071,0.25438,0.29279
1987,30-45 y.,No migration background,FDP,0.04130,86,2071,0.03273,0.04987
1987,30-45 y.,No migration background,Bündnis90/Grüne,0.06376,138,2071,0.05323,0.07428
1987,30-45 y.,Direct migration background,Not leaning towards specific party,0.60956,709,1048,0.58001,0.63911
1987,30-45 y.,Direct migration background,SPD,0.20374,235,1048,0.17934,0.22814
1987,30-45 y.,Direct migration background,CDU/CSU,0.13120,70,1048,0.11075,0.15165
1987,30-45 y.,Direct migration background,Bündnis90/Grüne,0.05285,34,1048,0.03930,0.06640
1987,46-65 y.,No migration background,Not leaning towards specific party,0.27249,622,2224,0.25398,0.29100
1987,46-65 y.,No migration background,SPD,0.29738,673,2224,0.27838,0.31638
1987,46-65 y.,No migration background,CDU/CSU,0.36835,833,2224,0.34829,0.38840
1987,46-65 y.,No migration background,FDP,0.04342,96,2224,0.03495,0.05189
1987,46-65 y.,Direct migration background,Not leaning towards specific party,0.51190,593,876,0.47878,0.54502
1987,46-65 y.,Direct migration background,SPD,0.22929,184,876,0.20144,0.25715
1987,46-65 y.,Direct migration background,CDU/CSU,0.22693,99,876,0.19918,0.25469
1987,66 and older,No migration background,Not leaning towards specific party,0.32804,341,992,0.29881,0.35728
1987,66 and older,No migration background,SPD,0.27090,263,992,0.24323,0.29857
1987,66 and older,No migration background,CDU/CSU,0.34175,344,992,0.31222,0.37128
1987,66 and older,No migration background,FDP,0.04698,44,992,0.03381,0.06015
1987,66 and older,Direct migration background,Not leaning towards specific party,0.49674,31,31,0.31783,0.67566
1988,17-29 y.,No migration background,Not leaning towards specific party,0.53724,1036,1865,0.51460,0.55987
1988,17-29 y.,No migration background,SPD,0.20705,384,1865,0.18866,0.22545
1988,17-29 y.,No migration background,CDU/CSU,0.16713,321,1865,0.15019,0.18407
1988,17-29 y.,No migration background,Bündnis90/Grüne,0.07055,124,1865,0.05892,0.08217
1988,17-29 y.,Direct migration background,Not leaning towards specific party,0.64061,545,760,0.60647,0.67475
1988,17-29 y.,Direct migration background,SPD,0.21043,144,760,0.18143,0.23943
1988,17-29 y.,Direct migration background,CDU/CSU,0.09203,37,760,0.07146,0.11260
1988,17-29 y.,Direct migration background,Bündnis90/Grüne,0.03891,34,760,0.02515,0.05267
1988,17-29 y.,Indirect migration background,Not leaning towards specific party,0.64801,127,173,0.57664,0.71939
1988,17-29 y.,Indirect migration background,SPD,0.24054,46,173,0.17667,0.30442
1988,30-45 y.,No migration background,Not leaning towards specific party,0.34752,694,1971,0.32649,0.36855
1988,30-45 y.,No migration background,SPD,0.31928,639,1971,0.29869,0.33986
1988,30-45 y.,No migration background,CDU/CSU,0.22931,453,1971,0.21074,0.24787
1988,30-45 y.,No migration background,FDP,0.03407,67,1971,0.02606,0.04208
1988,30-45 y.,No migration background,Bündnis90/Grüne,0.06432,118,1971,0.05349,0.07516
1988,30-45 y.,Direct migration background,Not leaning towards specific party,0.65046,654,893,0.61917,0.68175
1988,30-45 y.,Direct migration background,SPD,0.18609,188,893,0.16055,0.21163
1988,30-45 y.,Direct migration background,CDU/CSU,0.10512,51,893,0.08499,0.12525
1988,46-65 y.,No migration background,Not leaning towards specific party,0.31066,664,2157,0.29113,0.33020
1988,46-65 y.,No migration background,SPD,0.32183,705,2157,0.30211,0.34155
1988,46-65 y.,No migration background,CDU/CSU,0.32390,717,2157,0.30414,0.34365
1988,46-65 y.,No migration background,FDP,0.03203,71,2157,0.02459,0.03946
1988,46-65 y.,Direct migration background,Not leaning towards specific party,0.50739,597,886,0.47445,0.54032
1988,46-65 y.,Direct migration background,SPD,0.26034,205,886,0.23142,0.28925
1988,46-65 y.,Direct migration background,CDU/CSU,0.21256,84,886,0.18560,0.23951
1988,66 and older,No migration background,Not leaning towards specific party,0.35421,349,953,0.32383,0.38459
1988,66 and older,No migration background,SPD,0.27925,259,953,0.25075,0.30775
1988,66 and older,No migration background,CDU/CSU,0.31591,309,953,0.28638,0.34544
1988,66 and older,No migration background,FDP,0.03958,36,953,0.02719,0.05196
1989,17-29 y.,No migration background,Not leaning towards specific party,0.57573,1074,1833,0.55310,0.59836
1989,17-29 y.,No migration background,SPD,0.18939,350,1833,0.17145,0.20733
1989,17-29 y.,No migration background,CDU/CSU,0.13278,240,1833,0.11724,0.14832
1989,17-29 y.,No migration background,Bündnis90/Grüne,0.06860,119,1833,0.05702,0.08017
1989,17-29 y.,No migration background,Others,0.02490,50,1833,0.01777,0.03204
1989,17-29 y.,Direct migration background,Not leaning towards specific party,0.62972,491,698,0.59387,0.66557
1989,17-29 y.,Direct migration background,SPD,0.20984,163,698,0.17961,0.24006
1989,17-29 y.,Direct migration background,Bündnis90/Grüne,0.07508,44,698,0.05551,0.09464
1989,17-29 y.,Indirect migration background,Not leaning towards specific party,0.61365,139,202,0.54633,0.68096
1989,17-29 y.,Indirect migration background,SPD,0.28105,63,202,0.21891,0.34320
1989,30-45 y.,No migration background,Not leaning towards specific party,0.36348,723,1925,0.34198,0.38497
1989,30-45 y.,No migration background,SPD,0.31730,604,1925,0.29650,0.33810
1989,30-45 y.,No migration background,CDU/CSU,0.20775,395,1925,0.18963,0.22588
1989,30-45 y.,No migration background,FDP,0.02181,42,1925,0.01529,0.02834
1989,30-45 y.,No migration background,Bündnis90/Grüne,0.06402,118,1925,0.05308,0.07496
1989,30-45 y.,No migration background,Others,0.02563,43,1925,0.01857,0.03269
1989,30-45 y.,Direct migration background,Not leaning towards specific party,0.56048,541,859,0.52726,0.59369
1989,30-45 y.,Direct migration background,SPD,0.25281,237,859,0.22373,0.28190
1989,30-45 y.,Direct migration background,CDU/CSU,0.09926,50,859,0.07925,0.11927
1989,30-45 y.,Direct migration background,Bündnis90/Grüne,0.05924,31,859,0.04344,0.07504
1989,46-65 y.,No migration background,Not leaning towards specific party,0.33578,682,2036,0.31526,0.35630
1989,46-65 y.,No migration background,SPD,0.31315,644,2036,0.29300,0.33331
1989,46-65 y.,No migration background,CDU/CSU,0.29650,614,2036,0.27665,0.31634
1989,46-65 y.,No migration background,FDP,0.02162,48,2036,0.01530,0.02793
1989,46-65 y.,No migration background,Others,0.02529,48,2036,0.01847,0.03212
1989,46-65 y.,Direct migration background,Not leaning towards specific party,0.55502,572,880,0.52217,0.58787
1989,46-65 y.,Direct migration background,SPD,0.24791,237,880,0.21936,0.27646
1989,46-65 y.,Direct migration background,CDU/CSU,0.17254,71,880,0.14756,0.19752
1989,66 and older,No migration background,Not leaning towards specific party,0.36199,350,881,0.33024,0.39374
1989,66 and older,No migration background,SPD,0.28083,248,881,0.25114,0.31053
1989,66 and older,No migration background,CDU/CSU,0.29947,283,881,0.26921,0.32973
1990,17-29 y.,No migration background,Not leaning towards specific party,0.55316,996,1692,0.52947,0.57686
1990,17-29 y.,No migration background,SPD,0.20296,341,1692,0.18379,0.22213
1990,17-29 y.,No migration background,CDU/CSU,0.15881,269,1692,0.14139,0.17624
1990,17-29 y.,No migration background,Bündnis90/Grüne,0.05227,86,1692,0.04166,0.06287
1990,17-29 y.,Direct migration background,Not leaning towards specific party,0.63210,449,660,0.59528,0.66892
1990,17-29 y.,Direct migration background,SPD,0.24068,176,660,0.20804,0.27332
1990,17-29 y.,Direct migration background,Bündnis90/Grüne,0.06424,35,660,0.04552,0.08296
1990,17-29 y.,Indirect migration background,Not leaning towards specific party,0.69671,180,239,0.63831,0.75512
1990,17-29 y.,Indirect migration background,SPD,0.19498,59,239,0.14465,0.24532
1990,30-45 y.,No migration background,Not leaning towards specific party,0.34312,661,1899,0.32176,0.36447
1990,30-45 y.,No migration background,SPD,0.35278,668,1899,0.33128,0.37427
1990,30-45 y.,No migration background,CDU/CSU,0.20979,406,1899,0.19147,0.22811
1990,30-45 y.,No migration background,FDP,0.02681,54,1899,0.01955,0.03408
1990,30-45 y.,No migration background,Bündnis90/Grüne,0.05882,110,1899,0.04824,0.06941
1990,30-45 y.,Direct migration background,Not leaning towards specific party,0.61202,539,810,0.57844,0.64560
1990,30-45 y.,Direct migration background,SPD,0.23792,224,810,0.20858,0.26727
1990,30-45 y.,Direct migration background,CDU/CSU,0.09033,47,810,0.07058,0.11008
1990,46-65 y.,No migration background,Not leaning towards specific party,0.29695,576,1937,0.27659,0.31730
1990,46-65 y.,No migration background,SPD,0.33506,661,1937,0.31403,0.35609
1990,46-65 y.,No migration background,CDU/CSU,0.31119,631,1937,0.29057,0.33182
1990,46-65 y.,No migration background,FDP,0.03296,69,1937,0.02501,0.04091
1990,46-65 y.,Direct migration background,Not leaning towards specific party,0.52584,578,889,0.49300,0.55869
1990,46-65 y.,Direct migration background,SPD,0.25703,231,889,0.22829,0.28577
1990,46-65 y.,Direct migration background,CDU/CSU,0.18054,80,889,0.15524,0.20584
1990,66 and older,No migration background,Not leaning towards specific party,0.34468,333,910,0.31379,0.37558
1990,66 and older,No migration background,SPD,0.28464,260,910,0.25531,0.31398
1990,66 and older,No migration background,CDU/CSU,0.32618,317,910,0.29570,0.35666
1991,17-29 y.,No migration background,Not leaning towards specific party,0.57145,989,1655,0.54760,0.59530
1991,17-29 y.,No migration background,SPD,0.19005,325,1655,0.17114,0.20896
1991,17-29 y.,No migration background,CDU/CSU,0.15815,262,1655,0.14056,0.17573
1991,17-29 y.,No migration background,Bündnis90/Grüne,0.04533,79,1655,0.03530,0.05535
1991,17-29 y.,Direct migration background,Not leaning towards specific party,0.58077,46,46,0.43660,0.72494
1991,30-45 y.,No migration background,Not leaning towards specific party,0.35786,713,1951,0.33658,0.37913
1991,30-45 y.,No migration background,SPD,0.31587,621,1951,0.29523,0.33650
1991,30-45 y.,No migration background,CDU/CSU,0.22377,443,1951,0.20527,0.24227
1991,30-45 y.,No migration background,FDP,0.03580,66,1951,0.02756,0.04405
1991,30-45 y.,No migration background,Bündnis90/Grüne,0.05897,108,1951,0.04851,0.06943
1991,30-45 y.,Direct migration background,Not leaning towards specific party,0.61951,81,81,0.51312,0.72590
1991,46-65 y.,No migration background,Not leaning towards specific party,0.31261,594,1883,0.29166,0.33355
1991,46-65 y.,No migration background,SPD,0.30554,598,1883,0.28473,0.32635
1991,46-65 y.,No migration background,CDU/CSU,0.32347,617,1883,0.30234,0.34461
1991,46-65 y.,No migration background,FDP,0.03951,74,1883,0.03071,0.04831
1991,46-65 y.,Direct migration background,Not leaning towards specific party,0.40342,70,162,0.32764,0.47920
1991,46-65 y.,Direct migration background,SPD,0.24942,38,162,0.18258,0.31625
1991,46-65 y.,Direct migration background,CDU/CSU,0.30183,54,162,0.23092,0.37274
1991,66 and older,No migration background,Not leaning towards specific party,0.36513,342,901,0.33367,0.39658
1991,66 and older,No migration background,SPD,0.26316,239,901,0.23439,0.29193
1991,66 and older,No migration background,CDU/CSU,0.32402,320,901,0.29344,0.35459
1992,17-29 y.,No migration background,Not leaning towards specific party,0.64858,1725,2542,0.63001,0.66714
1992,17-29 y.,No migration background,SPD,0.14904,353,2542,0.13519,0.16288
1992,17-29 y.,No migration background,CDU/CSU,0.12106,271,2542,0.10838,0.13374
1992,17-29 y.,No migration background,FDP,0.01837,35,2542,0.01315,0.02359
1992,17-29 y.,No migration background,Bündnis90/Grüne,0.04336,120,2542,0.03544,0.05128
1992,17-29 y.,No migration background,Others,0.01522,38,2542,0.01046,0.01998
1992,17-29 y.,Direct migration background,Not leaning towards specific party,0.77500,486,575,0.74084,0.80916
1992,17-29 y.,Direct migration background,SPD,0.11284,89,575,0.08696,0.13873
1992,17-29 y.,Indirect migration background,Not leaning towards specific party,0.75050,283,337,0.70423,0.79677
1992,17-29 y.,Indirect migration background,SPD,0.12580,54,337,0.09034,0.16126
1992,30-45 y.,No migration background,Not leaning towards specific party,0.49974,1863,3400,0.48293,0.51654
1992,30-45 y.,No migration background,SPD,0.23579,715,3400,0.22152,0.25007
1992,30-45 y.,No migration background,CDU/CSU,0.17169,557,3400,0.15901,0.18437
1992,30-45 y.,No migration background,FDP,0.02259,70,3400,0.01759,0.02759
1992,30-45 y.,No migration background,Bündnis90/Grüne,0.05463,161,3400,0.04699,0.06227
1992,30-45 y.,No migration background,Others,0.01099,34,3400,0.00749,0.01450
1992,30-45 y.,Direct migration background,Not leaning towards specific party,0.68931,562,758,0.65634,0.72227
1992,30-45 y.,Direct migration background,SPD,0.18242,155,758,0.15491,0.20994
1992,30-45 y.,Direct migration background,CDU/CSU,0.07320,41,758,0.05464,0.09175
1992,46-65 y.,No migration background,Not leaning towards specific party,0.42909,1391,2993,0.41135,0.44682
1992,46-65 y.,No migration background,SPD,0.24682,691,2993,0.23137,0.26227
1992,46-65 y.,No migration background,CDU/CSU,0.26158,727,2993,0.24583,0.27733
1992,46-65 y.,No migration background,FDP,0.02901,88,2993,0.02299,0.03502
1992,46-65 y.,No migration background,Bündnis90/Grüne,0.01309,43,2993,0.00901,0.01716
1992,46-65 y.,No migration background,PDS/Linke,0.01110,53,2993,0.00734,0.01485
1992,46-65 y.,Direct migration background,Not leaning towards specific party,0.61900,712,972,0.58846,0.64955
1992,46-65 y.,Direct migration background,SPD,0.20128,175,972,0.17606,0.22650
1992,46-65 y.,Direct migration background,CDU/CSU,0.14736,85,972,0.12507,0.16966
1992,66 and older,No migration background,Not leaning towards specific party,0.45421,618,1262,0.42673,0.48170
1992,66 and older,No migration background,SPD,0.22585,273,1262,0.20277,0.24893
1992,66 and older,No migration background,CDU/CSU,0.27231,339,1262,0.24774,0.29688
1992,66 and older,No migration background,FDP,0.02598,32,1262,0.01720,0.03476
1992,66 and older,Direct migration background,Not leaning towards specific party,0.46443,70,106,0.36903,0.55982
1992,66 and older,Direct migration background,CDU/CSU,0.29549,36,106,0.20822,0.38276
1993,17-29 y.,No migration background,Not leaning towards specific party,0.70725,1800,2437,0.68918,0.72532
1993,17-29 y.,No migration background,SPD,0.10092,241,2437,0.08896,0.11288
1993,17-29 y.,No migration background,CDU/CSU,0.09094,192,2437,0.07952,0.10236
1993,17-29 y.,No migration background,FDP,0.01824,37,2437,0.01292,0.02355
1993,17-29 y.,No migration background,Bündnis90/Grüne,0.05369,120,2437,0.04473,0.06264
1993,17-29 y.,No migration background,Far right parties,0.01868,47,2437,0.01331,0.02406
1993,17-29 y.,Direct migration background,Not leaning towards specific party,0.78188,463,540,0.74701,0.81674
1993,17-29 y.,Direct migration background,SPD,0.11442,77,540,0.08754,0.14129
1993,17-29 y.,Indirect migration background,Not leaning towards specific party,0.79478,337,397,0.75500,0.83455
1993,17-29 y.,Indirect migration background,SPD,0.12674,60,397,0.09398,0.15951
1993,30-45 y.,No migration background,Not leaning towards specific party,0.55979,2041,3378,0.54305,0.57654
1993,30-45 y.,No migration background,SPD,0.19722,600,3378,0.18380,0.21064
1993,30-45 y.,No migration background,CDU/CSU,0.13982,431,3378,0.12812,0.15152
1993,30-45 y.,No migration background,FDP,0.01775,54,3378,0.01330,0.02221
1993,30-45 y.,No migration background,Bündnis90/Grüne,0.06117,181,3378,0.05308,0.06925
1993,30-45 y.,No migration background,PDS/Linke,0.00632,34,3378,0.00365,0.00900
1993,30-45 y.,No migration background,Far right parties,0.01276,37,3378,0.00898,0.01655
1993,30-45 y.,Direct migration background,Not leaning towards specific party,0.68836,550,715,0.65439,0.72234
1993,30-45 y.,Direct migration background,SPD,0.15242,133,715,0.12606,0.17879
1993,30-45 y.,Direct migration background,CDU/CSU,0.07733,32,715,0.05773,0.09692
1993,46-65 y.,No migration background,Not leaning towards specific party,0.46457,1469,2936,0.44652,0.48261
1993,46-65 y.,No migration background,SPD,0.23378,632,2936,0.21847,0.24910
1993,46-65 y.,No migration background,CDU/CSU,0.22860,621,2936,0.21341,0.24379
1993,46-65 y.,No migration background,FDP,0.02446,69,2936,0.01887,0.03005
1993,46-65 y.,No migration background,Bündnis90/Grüne,0.01766,55,2936,0.01289,0.02243
1993,46-65 y.,No migration background,PDS/Linke,0.01148,52,2936,0.00762,0.01533
1993,46-65 y.,No migration background,Far right parties,0.01607,38,2936,0.01152,0.02061
1993,46-65 y.,Direct migration background,Not leaning towards specific party,0.65353,708,960,0.62342,0.68365
1993,46-65 y.,Direct migration background,SPD,0.18644,186,960,0.16179,0.21109
1993,46-65 y.,Direct migration background,CDU/CSU,0.11986,66,960,0.09931,0.14042
1993,66 and older,No migration background,Not leaning towards specific party,0.50069,676,1228,0.47271,0.52867
1993,66 and older,No migration background,SPD,0.20469,255,1228,0.18212,0.22727
1993,66 and older,No migration background,CDU/CSU,0.23225,297,1228,0.20863,0.25588
1993,66 and older,Direct migration background,Not leaning towards specific party,0.54772,90,124,0.45976,0.63568
1993,66 and older,Direct migration background,CDU/CSU,0.25012,34,124,0.17358,0.32666
1994,17-29 y.,No migration background,Not leaning towards specific party,0.69961,1707,2343,0.68105,0.71818
1994,17-29 y.,No migration background,SPD,0.11848,274,2343,0.10539,0.13156
1994,17-29 y.,No migration background,CDU/CSU,0.08181,176,2343,0.07071,0.09291
1994,17-29 y.,No migration background,Bündnis90/Grüne,0.05606,119,2343,0.04674,0.06538
1994,17-29 y.,No migration background,PDS/Linke,0.01283,33,2343,0.00827,0.01738
1994,17-29 y.,No migration background,Far right parties,0.01296,34,2343,0.00838,0.01754
1994,17-29 y.,Direct migration background,Not leaning towards specific party,0.77193,399,481,0.73439,0.80947
1994,17-29 y.,Direct migration background,SPD,0.12972,82,481,0.09966,0.15978
1994,17-29 y.,Indirect migration background,Not leaning towards specific party,0.80241,339,411,0.76387,0.84095
1994,17-29 y.,Indirect migration background,SPD,0.11974,72,411,0.08832,0.15117
1994,30-45 y.,No migration background,Not leaning towards specific party,0.53799,1992,3324,0.52104,0.55494
1994,30-45 y.,No migration background,SPD,0.21452,624,3324,0.20056,0.22848
1994,30-45 y.,No migration background,CDU/CSU,0.14457,432,3324,0.13261,0.15653
1994,30-45 y.,No migration background,FDP,0.01491,43,3324,0.01079,0.01903
1994,30-45 y.,No migration background,Bündnis90/Grüne,0.06462,172,3324,0.05626,0.07298
1994,30-45 y.,No migration background,PDS/Linke,0.01115,61,3324,0.00758,0.01472
1994,30-45 y.,Direct migration background,Not leaning towards specific party,0.68082,500,678,0.64571,0.71594
1994,30-45 y.,Direct migration background,SPD,0.16374,136,678,0.13586,0.19161
1994,30-45 y.,Direct migration background,CDU/CSU,0.10047,42,678,0.07782,0.12311
1994,46-65 y.,No migration background,Not leaning towards specific party,0.42405,1375,2880,0.40600,0.44210
1994,46-65 y.,No migration background,SPD,0.27288,704,2880,0.25661,0.28915
1994,46-65 y.,No migration background,CDU/CSU,0.23936,628,2880,0.22377,0.25495
1994,46-65 y.,No migration background,FDP,0.02050,53,2880,0.01532,0.02567
1994,46-65 y.,No migration background,Bündnis90/Grüne,0.01564,50,2880,0.01111,0.02017
1994,46-65 y.,No migration background,PDS/Linke,0.01520,70,2880,0.01073,0.01967
1994,46-65 y.,Direct migration background,Not leaning towards specific party,0.61221,667,921,0.58073,0.64370
1994,46-65 y.,Direct migration background,SPD,0.21427,185,921,0.18776,0.24078
1994,46-65 y.,Direct migration background,CDU/CSU,0.12910,69,921,0.10744,0.15077
1994,66 and older,No migration background,Not leaning towards specific party,0.46519,627,1272,0.43777,0.49261
1994,66 and older,No migration background,SPD,0.22936,286,1272,0.20625,0.25247
1994,66 and older,No migration background,CDU/CSU,0.25312,326,1272,0.22921,0.27702
1994,66 and older,No migration background,PDS/Linke,0.01677,33,1272,0.00971,0.02383
