"party","year","bildungsniveau","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"keine Parteineigung","1984","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"SPD","1984","(noch) kein Abschluss","kein Migrationshintergrund","43","0.182521894788572","0.132272514332439","0.232771275244705"
"SPD","1984","(noch) kein Abschluss","direkter Migrationshintergrund","223","","",""
"SPD","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","4","0.170040654438785","-0.0267429299164062","0.366824238793976"
"SPD","1984","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"SPD","1984","Hauptschule","kein Migrationshintergrund","1682","","",""
"SPD","1984","Hauptschule","direkter Migrationshintergrund","403","0.238328336460494","0.218193152221844","0.258463520699145"
"SPD","1984","Hauptschule","indirekter Migrationshintergrund","15","","",""
"SPD","1984","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"SPD","1984","Realschule","kein Migrationshintergrund","367","0.210953473671427","0.191519381478422","0.230387565864432"
"SPD","1984","Realschule","direkter Migrationshintergrund","27","","",""
"SPD","1984","Realschule","indirekter Migrationshintergrund","7","0.215851703414513","0.063465405928469","0.368238000900556"
"SPD","1984","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"SPD","1984","(Fach-)Abitur","kein Migrationshintergrund","111","","",""
"SPD","1984","(Fach-)Abitur","direkter Migrationshintergrund","75","0.230773569725981","0.180610560834244","0.280936578617717"
"SPD","1984","(Fach-)Abitur","indirekter Migrationshintergrund","1","","",""
"SPD","1984","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"SPD","1984","AkademikerIn","kein Migrationshintergrund","144","","",""
"SPD","1984","AkademikerIn","direkter Migrationshintergrund","34","0.233340836148412","0.157978917562171","0.308702754734653"
"SPD","1984","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"SPD","1984","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"CDU/CSU","1984","(noch) kein Abschluss","kein Migrationshintergrund","32","0.139843443431018","0.0947259494457796","0.184960937416256"
"CDU/CSU","1984","(noch) kein Abschluss","direkter Migrationshintergrund","23","","",""
"CDU/CSU","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"CDU/CSU","1984","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"CDU/CSU","1984","Hauptschule","kein Migrationshintergrund","1487","","",""
"CDU/CSU","1984","Hauptschule","direkter Migrationshintergrund","118","","",""
"CDU/CSU","1984","Hauptschule","indirekter Migrationshintergrund","6","0.122781806776234","0.0474969747042626","0.198066638848206"
"CDU/CSU","1984","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"CDU/CSU","1984","Realschule","kein Migrationshintergrund","508","0.31425087377909","0.292138239133636","0.336363508424543"
"CDU/CSU","1984","Realschule","direkter Migrationshintergrund","32","0.347220197325683","0.267499029581907","0.426941365069459"
"CDU/CSU","1984","Realschule","indirekter Migrationshintergrund","2","","",""
"CDU/CSU","1984","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"CDU/CSU","1984","(Fach-)Abitur","kein Migrationshintergrund","148","","",""
"CDU/CSU","1984","(Fach-)Abitur","direkter Migrationshintergrund","20","","",""
"CDU/CSU","1984","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"CDU/CSU","1984","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"CDU/CSU","1984","AkademikerIn","kein Migrationshintergrund","201","","",""
"CDU/CSU","1984","AkademikerIn","direkter Migrationshintergrund","17","","",""
"CDU/CSU","1984","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"CDU/CSU","1984","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"FDP","1984","(noch) kein Abschluss","kein Migrationshintergrund","1","","",""
"FDP","1984","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"FDP","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"FDP","1984","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"FDP","1984","Hauptschule","kein Migrationshintergrund","70","0.0132208917005926","0.0101738949023942","0.016267888498791"
"FDP","1984","Hauptschule","direkter Migrationshintergrund","5","0.00310645075780098","0.000476543114239451","0.00573635840136251"
"FDP","1984","Hauptschule","indirekter Migrationshintergrund","","","",""
"FDP","1984","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"FDP","1984","Realschule","kein Migrationshintergrund","34","0.0231390889367919","0.0159775046852385","0.0303006731883453"
"FDP","1984","Realschule","direkter Migrationshintergrund","3","","",""
"FDP","1984","Realschule","indirekter Migrationshintergrund","","","",""
"FDP","1984","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"FDP","1984","(Fach-)Abitur","kein Migrationshintergrund","18","","",""
"FDP","1984","(Fach-)Abitur","direkter Migrationshintergrund","3","","",""
"FDP","1984","(Fach-)Abitur","indirekter Migrationshintergrund","1","","",""
"FDP","1984","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"FDP","1984","AkademikerIn","kein Migrationshintergrund","41","0.061268894384042","0.0429167508409605","0.0796210379271234"
"FDP","1984","AkademikerIn","direkter Migrationshintergrund","3","","",""
"FDP","1984","AkademikerIn","indirekter Migrationshintergrund","","","",""
"FDP","1984","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grüne","1984","(noch) kein Abschluss","kein Migrationshintergrund","20","","",""
"Grüne","1984","(noch) kein Abschluss","direkter Migrationshintergrund","12","","",""
"Grüne","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","1","","",""
"Grüne","1984","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grüne","1984","Hauptschule","kein Migrationshintergrund","69","0.0112997432151301","0.00848007335864259","0.0141194130716176"
"Grüne","1984","Hauptschule","direkter Migrationshintergrund","34","0.0184330468011352","0.0120761904930482","0.0247899031092222"
"Grüne","1984","Hauptschule","indirekter Migrationshintergrund","3","","",""
"Grüne","1984","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grüne","1984","Realschule","kein Migrationshintergrund","92","0.0514197764687779","0.0408996311931178","0.061939921744438"
"Grüne","1984","Realschule","direkter Migrationshintergrund","7","0.0263576713302262","-0.000467410146623611","0.0531827528070761"
"Grüne","1984","Realschule","indirekter Migrationshintergrund","5","0.155629890903251","0.0213589577294453","0.289900824077057"
"Grüne","1984","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grüne","1984","(Fach-)Abitur","kein Migrationshintergrund","97","0.151567455193183","0.1223582023443","0.180776708042067"
"Grüne","1984","(Fach-)Abitur","direkter Migrationshintergrund","25","","",""
"Grüne","1984","(Fach-)Abitur","indirekter Migrationshintergrund","1","","",""
"Grüne","1984","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grüne","1984","AkademikerIn","kein Migrationshintergrund","53","0.0780452683015921","0.0575183261172524","0.0985722104859317"
"Grüne","1984","AkademikerIn","direkter Migrationshintergrund","8","0.054719813651246","0.0141962166087645","0.0952434106937275"
"Grüne","1984","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Grüne","1984","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Linke","1984","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Linke","1984","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Linke","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Linke","1984","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Linke","1984","Hauptschule","kein Migrationshintergrund","","","",""
"Linke","1984","Hauptschule","direkter Migrationshintergrund","","","",""
"Linke","1984","Hauptschule","indirekter Migrationshintergrund","","","",""
"Linke","1984","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Linke","1984","Realschule","kein Migrationshintergrund","","","",""
"Linke","1984","Realschule","direkter Migrationshintergrund","","","",""
"Linke","1984","Realschule","indirekter Migrationshintergrund","","","",""
"Linke","1984","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Linke","1984","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Linke","1984","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Linke","1984","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Linke","1984","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Linke","1984","AkademikerIn","kein Migrationshintergrund","","","",""
"Linke","1984","AkademikerIn","direkter Migrationshintergrund","","","",""
"Linke","1984","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Linke","1984","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Rechte","1984","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Rechte","1984","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Rechte","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Rechte","1984","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Rechte","1984","Hauptschule","kein Migrationshintergrund","","","",""
"Rechte","1984","Hauptschule","direkter Migrationshintergrund","","","",""
"Rechte","1984","Hauptschule","indirekter Migrationshintergrund","","","",""
"Rechte","1984","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Rechte","1984","Realschule","kein Migrationshintergrund","","","",""
"Rechte","1984","Realschule","direkter Migrationshintergrund","","","",""
"Rechte","1984","Realschule","indirekter Migrationshintergrund","","","",""
"Rechte","1984","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Rechte","1984","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Rechte","1984","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Rechte","1984","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Rechte","1984","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Rechte","1984","AkademikerIn","kein Migrationshintergrund","","","",""
"Rechte","1984","AkademikerIn","direkter Migrationshintergrund","","","",""
"Rechte","1984","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Rechte","1984","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"AfD","1984","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"AfD","1984","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"AfD","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"AfD","1984","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"AfD","1984","Hauptschule","kein Migrationshintergrund","","","",""
"AfD","1984","Hauptschule","direkter Migrationshintergrund","","","",""
"AfD","1984","Hauptschule","indirekter Migrationshintergrund","","","",""
"AfD","1984","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"AfD","1984","Realschule","kein Migrationshintergrund","","","",""
"AfD","1984","Realschule","direkter Migrationshintergrund","","","",""
"AfD","1984","Realschule","indirekter Migrationshintergrund","","","",""
"AfD","1984","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"AfD","1984","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"AfD","1984","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"AfD","1984","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"AfD","1984","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"AfD","1984","AkademikerIn","kein Migrationshintergrund","","","",""
"AfD","1984","AkademikerIn","direkter Migrationshintergrund","","","",""
"AfD","1984","AkademikerIn","indirekter Migrationshintergrund","","","",""
"AfD","1984","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","1984","(noch) kein Abschluss","kein Migrationshintergrund","1","","",""
"Andere","1984","(noch) kein Abschluss","direkter Migrationshintergrund","5","0.00432617388527438","0.00033545764587833","0.00831689012467043"
"Andere","1984","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Andere","1984","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","1984","Hauptschule","kein Migrationshintergrund","15","","",""
"Andere","1984","Hauptschule","direkter Migrationshintergrund","4","0.00274534208427205","0.000272564028055531","0.00521812014048856"
"Andere","1984","Hauptschule","indirekter Migrationshintergrund","","","",""
"Andere","1984","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","1984","Realschule","kein Migrationshintergrund","6","0.00389920144285882","0.00093055079678885","0.0068678520889288"
"Andere","1984","Realschule","direkter Migrationshintergrund","1","","",""
"Andere","1984","Realschule","indirekter Migrationshintergrund","1","","",""
"Andere","1984","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","1984","(Fach-)Abitur","kein Migrationshintergrund","5","0.00982882810860725","0.00179329271850555","0.0178643634987089"
"Andere","1984","(Fach-)Abitur","direkter Migrationshintergrund","1","","",""
"Andere","1984","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Andere","1984","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","1984","AkademikerIn","kein Migrationshintergrund","1","","",""
"Andere","1984","AkademikerIn","direkter Migrationshintergrund","","","",""
"Andere","1984","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Andere","1984","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"keine Parteineigung","1985","(noch) kein Abschluss","kein Migrationshintergrund","130","","",""
"keine Parteineigung","1985","(noch) kein Abschluss","direkter Migrationshintergrund","664","0.781779193201893","0.753913682940641","0.809644703463144"
"keine Parteineigung","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","13","","",""
"keine Parteineigung","1985","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"keine Parteineigung","1985","Hauptschule","kein Migrationshintergrund","1983","","",""
"keine Parteineigung","1985","Hauptschule","direkter Migrationshintergrund","1003","","",""
"keine Parteineigung","1985","Hauptschule","indirekter Migrationshintergrund","55","0.665468165534324","0.562076515601405","0.768859815467243"
"keine Parteineigung","1985","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"keine Parteineigung","1985","Realschule","kein Migrationshintergrund","653","0.401660816650587","0.377832614490302","0.425489018810872"
"keine Parteineigung","1985","Realschule","direkter Migrationshintergrund","65","0.428164658591814","0.345307752536704","0.511021564646925"
"keine Parteineigung","1985","Realschule","indirekter Migrationshintergrund","17","","",""
"keine Parteineigung","1985","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"keine Parteineigung","1985","(Fach-)Abitur","kein Migrationshintergrund","187","","",""
"keine Parteineigung","1985","(Fach-)Abitur","direkter Migrationshintergrund","115","","",""
"keine Parteineigung","1985","(Fach-)Abitur","indirekter Migrationshintergrund","4","0.849615502520921","0.536304362091316","1.16292664295052"
"keine Parteineigung","1985","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"keine Parteineigung","1985","AkademikerIn","kein Migrationshintergrund","177","","",""
"keine Parteineigung","1985","AkademikerIn","direkter Migrationshintergrund","44","0.384346139605988","0.293442491262917","0.475249787949059"
"keine Parteineigung","1985","AkademikerIn","indirekter Migrationshintergrund","2","","",""
"keine Parteineigung","1985","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"SPD","1985","(noch) kein Abschluss","kein Migrationshintergrund","37","0.167227822419467","0.118574641178625","0.215881003660308"
"SPD","1985","(noch) kein Abschluss","direkter Migrationshintergrund","146","","",""
"SPD","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","3","","",""
"SPD","1985","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"SPD","1985","Hauptschule","kein Migrationshintergrund","1411","","",""
"SPD","1985","Hauptschule","direkter Migrationshintergrund","362","0.249373774591225","0.227471736449613","0.271275812732837"
"SPD","1985","Hauptschule","indirekter Migrationshintergrund","16","","",""
"SPD","1985","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"SPD","1985","Realschule","kein Migrationshintergrund","382","0.225133283118613","0.204832108059102","0.245434458178124"
"SPD","1985","Realschule","direkter Migrationshintergrund","33","0.170885341467503","0.107855312105271","0.233915370829735"
"SPD","1985","Realschule","indirekter Migrationshintergrund","9","0.29323757350252","0.13298176512472","0.453493381880319"
"SPD","1985","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"SPD","1985","(Fach-)Abitur","kein Migrationshintergrund","106","","",""
"SPD","1985","(Fach-)Abitur","direkter Migrationshintergrund","70","0.211856190723364","0.15893206849791","0.264780312948817"
"SPD","1985","(Fach-)Abitur","indirekter Migrationshintergrund","1","","",""
"SPD","1985","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"SPD","1985","AkademikerIn","kein Migrationshintergrund","162","","",""
"SPD","1985","AkademikerIn","direkter Migrationshintergrund","34","0.264481805922098","0.182059196584434","0.346904415259763"
"SPD","1985","AkademikerIn","indirekter Migrationshintergrund","","","",""
"SPD","1985","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"CDU/CSU","1985","(noch) kein Abschluss","kein Migrationshintergrund","35","0.161432959554472","0.113464157790906","0.209401761318037"
"CDU/CSU","1985","(noch) kein Abschluss","direkter Migrationshintergrund","19","","",""
"CDU/CSU","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"CDU/CSU","1985","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"CDU/CSU","1985","Hauptschule","kein Migrationshintergrund","1267","","",""
"CDU/CSU","1985","Hauptschule","direkter Migrationshintergrund","102","","",""
"CDU/CSU","1985","Hauptschule","indirekter Migrationshintergrund","8","0.137553874652944","0.0620784614476327","0.213029287858255"
"CDU/CSU","1985","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"CDU/CSU","1985","Realschule","kein Migrationshintergrund","462","0.295257925822281","0.273085985406584","0.317429866237979"
"CDU/CSU","1985","Realschule","direkter Migrationshintergrund","34","0.378556405159803","0.297338092068384","0.459774718251222"
"CDU/CSU","1985","Realschule","indirekter Migrationshintergrund","2","","",""
"CDU/CSU","1985","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"CDU/CSU","1985","(Fach-)Abitur","kein Migrationshintergrund","140","","",""
"CDU/CSU","1985","(Fach-)Abitur","direkter Migrationshintergrund","19","","",""
"CDU/CSU","1985","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"CDU/CSU","1985","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"CDU/CSU","1985","AkademikerIn","kein Migrationshintergrund","189","","",""
"CDU/CSU","1985","AkademikerIn","direkter Migrationshintergrund","20","","",""
"CDU/CSU","1985","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"CDU/CSU","1985","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"FDP","1985","(noch) kein Abschluss","kein Migrationshintergrund","2","","",""
"FDP","1985","(noch) kein Abschluss","direkter Migrationshintergrund","1","","",""
"FDP","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"FDP","1985","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"FDP","1985","Hauptschule","kein Migrationshintergrund","73","0.0160555584687141","0.012508711605455","0.0196024053319732"
"FDP","1985","Hauptschule","direkter Migrationshintergrund","2","","",""
"FDP","1985","Hauptschule","indirekter Migrationshintergrund","","","",""
"FDP","1985","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"FDP","1985","Realschule","kein Migrationshintergrund","44","0.0311397337684464","0.0226971410132404","0.0395823265236524"
"FDP","1985","Realschule","direkter Migrationshintergrund","","","",""
"FDP","1985","Realschule","indirekter Migrationshintergrund","","","",""
"FDP","1985","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"FDP","1985","(Fach-)Abitur","kein Migrationshintergrund","19","","",""
"FDP","1985","(Fach-)Abitur","direkter Migrationshintergrund","3","","",""
"FDP","1985","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"FDP","1985","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"FDP","1985","AkademikerIn","kein Migrationshintergrund","47","0.0748584877038167","0.0543738602003492","0.0953431152072843"
"FDP","1985","AkademikerIn","direkter Migrationshintergrund","4","0.0562793235412128","0.0132119965292827","0.0993466505531428"
"FDP","1985","AkademikerIn","indirekter Migrationshintergrund","","","",""
"FDP","1985","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grüne","1985","(noch) kein Abschluss","kein Migrationshintergrund","17","","",""
"Grüne","1985","(noch) kein Abschluss","direkter Migrationshintergrund","14","","",""
"Grüne","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","1","","",""
"Grüne","1985","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grüne","1985","Hauptschule","kein Migrationshintergrund","73","0.0136178598081221","0.0103473047022265","0.0168884149140177"
"Grüne","1985","Hauptschule","direkter Migrationshintergrund","30","0.0190878511438279","0.0121609203119524","0.0260147819757034"
"Grüne","1985","Hauptschule","indirekter Migrationshintergrund","1","","",""
"Grüne","1985","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grüne","1985","Realschule","kein Migrationshintergrund","79","0.0435429455437494","0.0336236812968807","0.053462209790618"
"Grüne","1985","Realschule","direkter Migrationshintergrund","5","0.0223935947808796","-0.00238243613432863","0.0471696256960877"
"Grüne","1985","Realschule","indirekter Migrationshintergrund","3","","",""
"Grüne","1985","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grüne","1985","(Fach-)Abitur","kein Migrationshintergrund","92","0.162325843815049","0.131452106495136","0.193199581134963"
"Grüne","1985","(Fach-)Abitur","direkter Migrationshintergrund","22","","",""
"Grüne","1985","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Grüne","1985","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grüne","1985","AkademikerIn","kein Migrationshintergrund","55","0.0843169615618124","0.0626881069726541","0.105945816150971"
"Grüne","1985","AkademikerIn","direkter Migrationshintergrund","8","0.0524855801901001","0.0108116304478303","0.0941595299323699"
"Grüne","1985","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"Grüne","1985","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Linke","1985","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Linke","1985","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Linke","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Linke","1985","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Linke","1985","Hauptschule","kein Migrationshintergrund","","","",""
"Linke","1985","Hauptschule","direkter Migrationshintergrund","","","",""
"Linke","1985","Hauptschule","indirekter Migrationshintergrund","","","",""
"Linke","1985","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Linke","1985","Realschule","kein Migrationshintergrund","","","",""
"Linke","1985","Realschule","direkter Migrationshintergrund","","","",""
"Linke","1985","Realschule","indirekter Migrationshintergrund","","","",""
"Linke","1985","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Linke","1985","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Linke","1985","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Linke","1985","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Linke","1985","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Linke","1985","AkademikerIn","kein Migrationshintergrund","","","",""
"Linke","1985","AkademikerIn","direkter Migrationshintergrund","","","",""
"Linke","1985","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Linke","1985","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Rechte","1985","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Rechte","1985","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Rechte","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Rechte","1985","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Rechte","1985","Hauptschule","kein Migrationshintergrund","","","",""
"Rechte","1985","Hauptschule","direkter Migrationshintergrund","","","",""
"Rechte","1985","Hauptschule","indirekter Migrationshintergrund","","","",""
"Rechte","1985","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Rechte","1985","Realschule","kein Migrationshintergrund","","","",""
"Rechte","1985","Realschule","direkter Migrationshintergrund","","","",""
"Rechte","1985","Realschule","indirekter Migrationshintergrund","","","",""
"Rechte","1985","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Rechte","1985","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Rechte","1985","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Rechte","1985","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Rechte","1985","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Rechte","1985","AkademikerIn","kein Migrationshintergrund","","","",""
"Rechte","1985","AkademikerIn","direkter Migrationshintergrund","","","",""
"Rechte","1985","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Rechte","1985","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"AfD","1985","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"AfD","1985","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"AfD","1985","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"AfD","1985","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"AfD","1985","Hauptschule","kein Migrationshintergrund","","","",""
"AfD","1985","Hauptschule","direkter Migrationshintergrund","","","",""
