year,migback,sex,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1987,No migration background,male,FDP,0.03416,143,3538,0.02817,0.04014
1987,No migration background,male,Bündnis90/Grüne,0.03589,163,3538,0.02976,0.04202
1987,No migration background,female,Not leaning towards specific party,0.31444,1446,3828,0.29973,0.32915
1987,No migration background,female,SPD,0.21930,985,3828,0.20619,0.23241
1987,No migration background,female,CDU/CSU,0.25039,1085,3828,0.23667,0.26412
1987,No migration background,female,FDP,0.02879,116,3828,0.02349,0.03409
1987,No migration background,female,Bündnis90/Grüne,0.03705,196,3828,0.03107,0.04304
1987,Direct migration background,male,Not leaning towards specific party,0.50194,931,1479,0.47645,0.52743
1987,Direct migration background,male,SPD,0.21611,368,1479,0.19512,0.23709
1987,Direct migration background,male,CDU/CSU,0.14640,122,1479,0.12838,0.16442
1987,Direct migration background,male,Bündnis90/Grüne,0.03783,58,1479,0.02811,0.04756
1987,Direct migration background,female,Not leaning towards specific party,0.57757,951,1303,0.55074,0.60440
1987,Direct migration background,female,SPD,0.16347,212,1303,0.14339,0.18356
1987,Direct migration background,female,CDU/CSU,0.16160,98,1303,0.14161,0.18160
1987,Direct migration background,female,Bündnis90/Grüne,0.02763,42,1303,0.01873,0.03654
1987,Indirect migration background,male,Not leaning towards specific party,0.07182,47,47,-0.00279,0.14643
1987,Indirect migration background,female,Not leaning towards specific party,0.09785,64,64,0.02448,0.17122
1988,No migration background,male,Not leaning towards specific party,0.29314,1227,3364,0.27775,0.30852
1988,No migration background,male,SPD,0.25502,1015,3364,0.24029,0.26976
1988,No migration background,male,CDU/CSU,0.22217,893,3364,0.20812,0.23622
1988,No migration background,male,FDP,0.02776,110,3364,0.02220,0.03331
1988,No migration background,male,Bündnis90/Grüne,0.02986,119,3364,0.02410,0.03561
1988,No migration background,female,Not leaning towards specific party,0.35019,1516,3620,0.33465,0.36574
1988,No migration background,female,SPD,0.22781,972,3620,0.21414,0.24147
1988,No migration background,female,CDU/CSU,0.21872,907,3620,0.20525,0.23219
1988,No migration background,female,FDP,0.02224,88,3620,0.01743,0.02704
1988,No migration background,female,Bündnis90/Grüne,0.02901,137,3620,0.02354,0.03448
1988,Direct migration background,male,Not leaning towards specific party,0.46995,855,1388,0.44369,0.49622
1988,Direct migration background,male,SPD,0.26311,374,1388,0.23993,0.28628
1988,Direct migration background,male,CDU/CSU,0.14983,111,1388,0.13105,0.16861
1988,Direct migration background,male,Bündnis90/Grüne,0.02854,48,1388,0.01977,0.03730
1988,Direct migration background,female,Not leaning towards specific party,0.60246,971,1227,0.57506,0.62985
1988,Direct migration background,female,SPD,0.15594,178,1227,0.13564,0.17625
1988,Direct migration background,female,CDU/CSU,0.15299,78,1227,0.13284,0.17314
1988,Indirect migration background,male,Not leaning towards specific party,0.09438,63,96,0.03559,0.15317
1988,Indirect migration background,male,SPD,0.03798,33,96,-0.00046,0.07641
1988,Indirect migration background,female,Not leaning towards specific party,0.10062,77,77,0.03298,0.16825
1989,No migration background,male,Not leaning towards specific party,0.30729,1242,3266,0.29146,0.32311
1989,No migration background,male,SPD,0.25266,962,3266,0.23776,0.26757
1989,No migration background,male,CDU/CSU,0.19959,769,3266,0.18588,0.21331
1989,No migration background,male,FDP,0.01788,71,3266,0.01334,0.02243
1989,No migration background,male,Bündnis90/Grüne,0.02771,110,3266,0.02208,0.03334
1989,No migration background,male,Others,0.03003,112,3266,0.02418,0.03589
1989,No migration background,female,Not leaning towards specific party,0.37461,1587,3490,0.35855,0.39067
1989,No migration background,female,SPD,0.21847,884,3490,0.20476,0.23218
1989,No migration background,female,CDU/CSU,0.19752,763,3490,0.18431,0.21073
1989,No migration background,female,FDP,0.01467,55,3490,0.01068,0.01866
1989,No migration background,female,Bündnis90/Grüne,0.03240,147,3490,0.02653,0.03828
1989,No migration background,female,Others,0.01471,54,3490,0.01072,0.01871
1989,Direct migration background,male,Not leaning towards specific party,0.45661,748,1317,0.42970,0.48352
1989,Direct migration background,male,SPD,0.26753,418,1317,0.24361,0.29144
1989,Direct migration background,male,CDU/CSU,0.14472,100,1317,0.12571,0.16372
1989,Direct migration background,male,Bündnis90/Grüne,0.04507,51,1317,0.03387,0.05628
1989,Direct migration background,female,Not leaning towards specific party,0.59508,884,1229,0.56763,0.62254
1989,Direct migration background,female,SPD,0.18679,236,1229,0.16500,0.20859
1989,Direct migration background,female,CDU/CSU,0.12945,72,1229,0.11068,0.14823
1989,Direct migration background,female,Bündnis90/Grüne,0.02905,37,1229,0.01966,0.03844
1989,Indirect migration background,male,Not leaning towards specific party,0.09886,69,108,0.04231,0.15542
1989,Indirect migration background,male,SPD,0.05130,39,108,0.00950,0.09310
1989,Indirect migration background,female,Not leaning towards specific party,0.12943,89,89,0.05929,0.19956
1990,No migration background,male,Not leaning towards specific party,0.22173,1115,3156,0.20723,0.23622
1990,No migration background,male,SPD,0.20189,966,3156,0.18788,0.21589
1990,No migration background,male,CDU/CSU,0.17184,838,3156,0.15867,0.18500
1990,No migration background,male,FDP,0.01904,89,3156,0.01427,0.02381
1990,No migration background,male,Bündnis90/Grüne,0.01901,103,3156,0.01425,0.02378
1990,No migration background,male,Far right parties,0.00858,45,3156,0.00536,0.01179
1990,No migration background,female,Not leaning towards specific party,0.26994,1451,3402,0.25502,0.28486
1990,No migration background,female,SPD,0.19025,964,3402,0.17706,0.20344
1990,No migration background,female,CDU/CSU,0.15787,785,3402,0.14561,0.17012
1990,No migration background,female,FDP,0.01729,89,3402,0.01291,0.02167
1990,No migration background,female,Bündnis90/Grüne,0.02064,113,3402,0.01586,0.02542
1990,Direct migration background,male,Not leaning towards specific party,0.43201,732,1301,0.40508,0.45894
1990,Direct migration background,male,SPD,0.27173,427,1301,0.24755,0.29592
1990,Direct migration background,male,CDU/CSU,0.13098,102,1301,0.11264,0.14932
1990,Direct migration background,male,Bündnis90/Grüne,0.03867,40,1301,0.02819,0.04915
1990,Direct migration background,female,Not leaning towards specific party,0.54520,862,1164,0.51658,0.57382
1990,Direct migration background,female,SPD,0.17336,228,1164,0.15161,0.19512
1990,Direct migration background,female,CDU/CSU,0.12926,74,1164,0.10998,0.14855
1990,Indirect migration background,male,Not leaning towards specific party,0.12914,95,129,0.07105,0.18724
1990,Indirect migration background,male,SPD,0.02901,34,129,-0.00007,0.05808
1990,Indirect migration background,female,Not leaning towards specific party,0.12186,101,135,0.06647,0.17724
1990,Indirect migration background,female,SPD,0.04774,34,135,0.01164,0.08385
1991,No migration background,male,Not leaning towards specific party,0.22930,1165,3121,0.21455,0.24405
1991,No migration background,male,SPD,0.18014,879,3121,0.16665,0.19362
1991,No migration background,male,CDU/CSU,0.17327,844,3121,0.15999,0.18656
1991,No migration background,male,FDP,0.02292,103,3121,0.01767,0.02817
1991,No migration background,male,Bündnis90/Grüne,0.01810,96,3121,0.01342,0.02278
1991,No migration background,male,Far right parties,0.00607,34,3121,0.00334,0.00879
1991,No migration background,female,Not leaning towards specific party,0.27590,1473,3383,0.26083,0.29096
1991,No migration background,female,SPD,0.17348,904,3383,0.16072,0.18624
1991,No migration background,female,CDU/CSU,0.16105,798,3383,0.14866,0.17344
1991,No migration background,female,FDP,0.01987,92,3383,0.01517,0.02458
1991,No migration background,female,Bündnis90/Grüne,0.02147,116,3383,0.01659,0.02636
1991,Direct migration background,male,Not leaning towards specific party,0.16979,90,195,0.11696,0.22263
1991,Direct migration background,male,SPD,0.09760,45,195,0.05584,0.13937
1991,Direct migration background,male,CDU/CSU,0.12134,60,195,0.07539,0.16729
1991,Direct migration background,female,Not leaning towards specific party,0.25329,133,232,0.19721,0.30937
1991,Direct migration background,female,SPD,0.09037,43,232,0.05340,0.12734
1991,Direct migration background,female,CDU/CSU,0.11430,56,232,0.07327,0.15534
1992,No migration background,male,Not leaning towards specific party,0.37471,2445,4906,0.36116,0.38825
1992,No migration background,male,SPD,0.19135,1052,4906,0.18034,0.20236
1992,No migration background,male,CDU/CSU,0.18235,996,4906,0.17154,0.19315
1992,No migration background,male,FDP,0.02337,125,4906,0.01914,0.02760
1992,No migration background,male,Bündnis90/Grüne,0.02477,155,4906,0.02042,0.02911
1992,No migration background,male,PDS/Linke,0.00745,59,4906,0.00504,0.00986
1992,No migration background,male,Others,0.01342,74,4906,0.01020,0.01664
1992,No migration background,female,Not leaning towards specific party,0.45224,3152,5362,0.43892,0.46556
1992,No migration background,female,SPD,0.17081,980,5362,0.16073,0.18088
1992,No migration background,female,CDU/CSU,0.16166,898,5362,0.15181,0.17152
1992,No migration background,female,FDP,0.01706,100,5362,0.01360,0.02053
1992,No migration background,female,Bündnis90/Grüne,0.02425,176,5362,0.02013,0.02837
1992,No migration background,female,PDS/Linke,0.00563,56,5362,0.00363,0.00763
1992,Direct migration background,male,Not leaning towards specific party,0.58366,871,1269,0.55653,0.61079
1992,Direct migration background,male,SPD,0.20973,292,1269,0.18732,0.23214
1992,Direct migration background,male,CDU/CSU,0.13389,106,1269,0.11514,0.15263
1992,Direct migration background,female,Not leaning towards specific party,0.68691,959,1186,0.66050,0.71331
1992,Direct migration background,female,SPD,0.14386,153,1186,0.12388,0.16385
1992,Direct migration background,female,CDU/CSU,0.11404,74,1186,0.09594,0.13214
1992,Indirect migration background,male,Not leaning towards specific party,0.17940,149,184,0.12381,0.23499
1992,Indirect migration background,male,SPD,0.03214,35,184,0.00659,0.05769
1992,Indirect migration background,female,Not leaning towards specific party,0.17709,151,151,0.11600,0.23818
1993,No migration background,male,Not leaning towards specific party,0.41722,2640,4795,0.40326,0.43118
1993,No migration background,male,SPD,0.16832,906,4795,0.15773,0.17891
1993,No migration background,male,CDU/CSU,0.15153,805,4795,0.14138,0.16168
1993,No migration background,male,FDP,0.02109,112,4795,0.01702,0.02515
1993,No migration background,male,Bündnis90/Grüne,0.02864,169,4795,0.02392,0.03336
1993,No migration background,male,PDS/Linke,0.00772,63,4795,0.00524,0.01020
1993,No migration background,male,Far right parties,0.01884,100,4795,0.01499,0.02269
1993,No migration background,female,Not leaning towards specific party,0.48914,3346,5276,0.47565,0.50263
1993,No migration background,female,SPD,0.14645,822,5276,0.13691,0.15599
1993,No migration background,female,CDU/CSU,0.13775,736,5276,0.12845,0.14705
1993,No migration background,female,FDP,0.01614,77,5276,0.01274,0.01954
1993,No migration background,female,Bündnis90/Grüne,0.02949,193,5276,0.02492,0.03405
1993,No migration background,female,PDS/Linke,0.00777,69,5276,0.00540,0.01014
1993,No migration background,female,Far right parties,0.00532,33,5276,0.00336,0.00728
1993,Direct migration background,male,Not leaning towards specific party,0.59171,839,1258,0.56454,0.61889
1993,Direct migration background,male,SPD,0.20374,296,1258,0.18148,0.22601
1993,Direct migration background,male,CDU/CSU,0.10871,81,1258,0.09150,0.12592
1993,Direct migration background,male,Bündnis90/Grüne,0.04590,42,1258,0.03433,0.05747
1993,Direct migration background,female,Not leaning towards specific party,0.72996,972,1160,0.70440,0.75552
1993,Direct migration background,female,SPD,0.10842,122,1160,0.09052,0.12632
1993,Direct migration background,female,CDU/CSU,0.10975,66,1160,0.09176,0.12775
1993,Indirect migration background,male,Not leaning towards specific party,0.22046,173,217,0.16517,0.27575
1993,Indirect migration background,male,SPD,0.04552,44,217,0.01772,0.07332
1993,Indirect migration background,female,Not leaning towards specific party,0.26681,195,195,0.20457,0.32905
1994,No migration background,male,Not leaning towards specific party,0.39283,2520,4741,0.37893,0.40674
1994,No migration background,male,SPD,0.19000,974,4741,0.17883,0.20117
1994,No migration background,male,CDU/CSU,0.15637,817,4741,0.14603,0.16671
1994,No migration background,male,FDP,0.01645,76,4741,0.01283,0.02007
1994,No migration background,male,Bündnis90/Grüne,0.02908,160,4741,0.02430,0.03386
1994,No migration background,male,PDS/Linke,0.01128,90,4741,0.00827,0.01429
1994,No migration background,male,Far right parties,0.01144,69,4741,0.00841,0.01447
1994,No migration background,male,Others,0.00575,35,4741,0.00360,0.00790
1994,No migration background,female,Not leaning towards specific party,0.46259,3181,5194,0.44903,0.47615
1994,No migration background,female,SPD,0.16816,914,5194,0.15798,0.17833
1994,No migration background,female,CDU/CSU,0.14555,745,5194,0.13596,0.15514
1994,No migration background,female,FDP,0.01141,58,5194,0.00852,0.01430
1994,No migration background,female,Bündnis90/Grüne,0.03040,189,5194,0.02573,0.03507
1994,No migration background,female,PDS/Linke,0.01152,107,5194,0.00862,0.01442
1994,Direct migration background,male,Not leaning towards specific party,0.56338,754,1152,0.53473,0.59203
1994,Direct migration background,male,SPD,0.22545,295,1152,0.20131,0.24959
1994,Direct migration background,male,CDU/CSU,0.14414,103,1152,0.12385,0.16443
1994,Direct migration background,female,Not leaning towards specific party,0.71339,907,1109,0.68677,0.74002
1994,Direct migration background,female,SPD,0.12573,135,1109,0.10621,0.14525
1994,Direct migration background,female,CDU/CSU,0.10614,67,1109,0.08801,0.12428
1994,Indirect migration background,male,Not leaning towards specific party,0.22651,166,220,0.17107,0.28195
1994,Indirect migration background,male,SPD,0.05370,54,220,0.02385,0.08356
1994,Indirect migration background,female,Not leaning towards specific party,0.25217,198,232,0.19617,0.30817
1994,Indirect migration background,female,SPD,0.05470,34,232,0.02537,0.08402
1995,No migration background,male,Not leaning towards specific party,0.35666,2265,4711,0.34298,0.37034
1995,No migration background,male,SPD,0.19879,1017,4711,0.18739,0.21018
1995,No migration background,male,CDU/CSU,0.18342,994,4711,0.17237,0.19447
1995,No migration background,male,FDP,0.01476,72,4711,0.01132,0.01821
1995,No migration background,male,Bündnis90/Grüne,0.03572,201,4711,0.03042,0.04102
1995,No migration background,male,PDS/Linke,0.01532,124,4711,0.01181,0.01883
1995,No migration background,male,Far right parties,0.00655,38,4711,0.00425,0.00885
1995,No migration background,female,Not leaning towards specific party,0.42135,2890,5210,0.40794,0.43476
1995,No migration background,female,SPD,0.17505,967,5210,0.16473,0.18537
1995,No migration background,female,CDU/CSU,0.16756,908,5210,0.15742,0.17770
1995,No migration background,female,FDP,0.01177,57,5210,0.00884,0.01470
1995,No migration background,female,Bündnis90/Grüne,0.04306,261,5210,0.03754,0.04857
1995,No migration background,female,PDS/Linke,0.01376,127,5210,0.01060,0.01692
1995,Direct migration background,male,Not leaning towards specific party,0.50600,852,1375,0.47957,0.53244
1995,Direct migration background,male,SPD,0.18538,296,1375,0.16483,0.20593
1995,Direct migration background,male,CDU/CSU,0.17325,180,1375,0.15323,0.19326
1995,Direct migration background,male,Bündnis90/Grüne,0.04684,47,1375,0.03567,0.05802
1995,Direct migration background,female,Not leaning towards specific party,0.63984,1036,1326,0.61399,0.66569
1995,Direct migration background,female,SPD,0.11212,149,1326,0.09513,0.12911
1995,Direct migration background,female,CDU/CSU,0.15052,141,1326,0.13126,0.16977
1995,Indirect migration background,male,Not leaning towards specific party,0.20222,181,220,0.14902,0.25542
1995,Indirect migration background,male,SPD,0.05657,39,220,0.02597,0.08717
1995,Indirect migration background,female,Not leaning towards specific party,0.25019,202,202,0.19031,0.31007
1996,No migration background,male,Not leaning towards specific party,0.37487,2363,4685,0.36101,0.38874
1996,No migration background,male,SPD,0.17723,889,4685,0.16629,0.18816
1996,No migration background,male,CDU/CSU,0.18900,996,4685,0.17779,0.20021
1996,No migration background,male,FDP,0.01114,53,4685,0.00814,0.01415
1996,No migration background,male,Bündnis90/Grüne,0.03598,202,4685,0.03065,0.04132
1996,No migration background,male,PDS/Linke,0.01575,125,4685,0.01219,0.01932
1996,No migration background,male,Far right parties,0.01055,57,4685,0.00762,0.01348
1996,No migration background,female,Not leaning towards specific party,0.45028,3011,5144,0.43669,0.46388
1996,No migration background,female,SPD,0.14571,795,5144,0.13607,0.15535
1996,No migration background,female,CDU/CSU,0.16993,875,5144,0.15967,0.18020
1996,No migration background,female,FDP,0.01196,52,5144,0.00899,0.01494
1996,No migration background,female,Bündnis90/Grüne,0.04397,275,5144,0.03836,0.04957
1996,No migration background,female,PDS/Linke,0.01366,136,5144,0.01049,0.01683
1996,Direct migration background,male,Not leaning towards specific party,0.52142,815,1281,0.49405,0.54878
1996,Direct migration background,male,SPD,0.15756,255,1281,0.13760,0.17752
1996,Direct migration background,male,CDU/CSU,0.17640,169,1281,0.15552,0.19729
1996,Direct migration background,male,Bündnis90/Grüne,0.05239,42,1281,0.04018,0.06460
1996,Direct migration background,female,Not leaning towards specific party,0.65627,990,1252,0.62995,0.68259
1996,Direct migration background,female,SPD,0.10754,126,1252,0.09037,0.12470
1996,Direct migration background,female,CDU/CSU,0.13747,136,1252,0.11839,0.15655
1996,Indirect migration background,male,Not leaning towards specific party,0.19338,181,225,0.14166,0.24510
1996,Indirect migration background,male,SPD,0.05175,44,225,0.02274,0.08075
1996,Indirect migration background,female,Not leaning towards specific party,0.27136,233,233,0.21414,0.32858
1997,No migration background,male,Not leaning towards specific party,0.38673,2472,4634,0.37270,0.40075
1997,No migration background,male,SPD,0.18758,896,4634,0.17634,0.19882
1997,No migration background,male,CDU/CSU,0.17052,853,4634,0.15969,0.18135
1997,No migration background,male,FDP,0.01086,50,4634,0.00788,0.01385
1997,No migration background,male,Bündnis90/Grüne,0.03476,179,4634,0.02949,0.04004
1997,No migration background,male,PDS/Linke,0.01326,112,4634,0.00997,0.01656
1997,No migration background,male,Far right parties,0.01152,72,4634,0.00845,0.01459
1997,No migration background,female,Not leaning towards specific party,0.45999,3095,5076,0.44627,0.47370
1997,No migration background,female,SPD,0.15479,806,5076,0.14484,0.16474
1997,No migration background,female,CDU/CSU,0.15738,785,5076,0.14736,0.16740
1997,No migration background,female,FDP,0.01030,48,5076,0.00753,0.01308
1997,No migration background,female,Bündnis90/Grüne,0.04095,229,5076,0.03550,0.04640
1997,No migration background,female,PDS/Linke,0.01220,113,5076,0.00918,0.01522
1997,Direct migration background,male,Not leaning towards specific party,0.56186,815,1204,0.53383,0.58990
1997,Direct migration background,male,SPD,0.16796,239,1204,0.14683,0.18908
1997,Direct migration background,male,CDU/CSU,0.15725,150,1204,0.13668,0.17782
1997,Direct migration background,female,Not leaning towards specific party,0.67806,930,1185,0.65145,0.70467
1997,Direct migration background,female,SPD,0.11668,129,1185,0.09839,0.13497
1997,Direct migration background,female,CDU/CSU,0.12429,126,1185,0.10550,0.14308
1997,Indirect migration background,male,Not leaning towards specific party,0.25927,223,254,0.20527,0.31327
1997,Indirect migration background,male,SPD,0.03175,31,254,0.01014,0.05335
1997,Indirect migration background,female,Not leaning towards specific party,0.26850,218,251,0.21356,0.32343
1997,Indirect migration background,female,SPD,0.04520,33,251,0.01945,0.07095
1998,No migration background,male,Not leaning towards specific party,0.38438,2754,5312,0.37129,0.39746
1998,No migration background,male,SPD,0.20056,1163,5312,0.18979,0.21133
1998,No migration background,male,CDU/CSU,0.15822,919,5312,0.14841,0.16804
1998,No migration background,male,FDP,0.01147,60,5312,0.00861,0.01434
1998,No migration background,male,Bündnis90/Grüne,0.03013,185,5312,0.02554,0.03473
1998,No migration background,male,PDS/Linke,0.01308,118,5312,0.01002,0.01613
1998,No migration background,male,Far right parties,0.01044,67,5312,0.00770,0.01317
1998,No migration background,male,Others,0.00806,46,5312,0.00565,0.01046
1998,No migration background,female,Not leaning towards specific party,0.45730,3482,5765,0.44444,0.47016
1998,No migration background,female,SPD,0.16631,1033,5765,0.15670,0.17592
1998,No migration background,female,CDU/CSU,0.14222,809,5765,0.13320,0.15124
1998,No migration background,female,FDP,0.01100,54,5765,0.00830,0.01369
1998,No migration background,female,Bündnis90/Grüne,0.04167,273,5765,0.03651,0.04683
1998,No migration background,female,PDS/Linke,0.01101,114,5765,0.00832,0.01370
1998,Direct migration background,male,Not leaning towards specific party,0.54397,775,1161,0.51531,0.57264
1998,Direct migration background,male,SPD,0.19153,234,1161,0.16889,0.21418
1998,Direct migration background,male,CDU/CSU,0.15658,152,1161,0.13566,0.17749
1998,Direct migration background,female,Not leaning towards specific party,0.67795,900,1147,0.65089,0.70500
1998,Direct migration background,female,SPD,0.11607,130,1147,0.09752,0.13461
1998,Direct migration background,female,CDU/CSU,0.11027,117,1147,0.09214,0.12841
1998,Indirect migration background,male,Not leaning towards specific party,0.25637,215,268,0.20400,0.30875
1998,Indirect migration background,male,SPD,0.07169,53,268,0.04074,0.10263
1998,Indirect migration background,female,Not leaning towards specific party,0.27295,236,269,0.21961,0.32628
1998,Indirect migration background,female,SPD,0.04976,33,269,0.02373,0.07579
1999,No migration background,male,Not leaning towards specific party,0.34727,2397,5145,0.33426,0.36028
1999,No migration background,male,SPD,0.20975,1193,5145,0.19862,0.22088
1999,No migration background,male,CDU/CSU,0.19444,1096,5145,0.18363,0.20526
1999,No migration background,male,FDP,0.01342,69,5145,0.01027,0.01656
1999,No migration background,male,Bündnis90/Grüne,0.02747,158,5145,0.02300,0.03193
1999,No migration background,male,PDS/Linke,0.01628,135,5145,0.01282,0.01974
1999,No migration background,male,Far right parties,0.00742,58,5145,0.00507,0.00976
1999,No migration background,male,Others,0.00612,39,5145,0.00399,0.00825
1999,No migration background,female,Not leaning towards specific party,0.42467,3077,5603,0.41172,0.43761
1999,No migration background,female,SPD,0.17476,1093,5603,0.16481,0.18470
1999,No migration background,female,CDU/CSU,0.17525,985,5603,0.16529,0.18520
1999,No migration background,female,FDP,0.00983,49,5603,0.00725,0.01242
1999,No migration background,female,Bündnis90/Grüne,0.02949,199,5603,0.02506,0.03392
1999,No migration background,female,PDS/Linke,0.01722,149,5603,0.01381,0.02062
1999,No migration background,female,Party combinations,0.00801,51,5603,0.00567,0.01034
1999,Direct migration background,male,Not leaning towards specific party,0.53775,685,1059,0.50771,0.56779
1999,Direct migration background,male,SPD,0.18311,216,1059,0.15980,0.20641
1999,Direct migration background,male,CDU/CSU,0.17426,158,1059,0.15140,0.19712
1999,Direct migration background,female,Not leaning towards specific party,0.65345,805,1063,0.62483,0.68207
1999,Direct migration background,female,SPD,0.14199,133,1063,0.12099,0.16298
1999,Direct migration background,female,CDU/CSU,0.12947,125,1063,0.10927,0.14966
1999,Indirect migration background,male,Not leaning towards specific party,0.25744,204,269,0.20509,0.30979
1999,Indirect migration background,male,SPD,0.10166,65,269,0.06548,0.13784
1999,Indirect migration background,female,Not leaning towards specific party,0.26740,229,268,0.21431,0.32049
1999,Indirect migration background,female,SPD,0.06233,39,268,0.03333,0.09133
2000,No migration background,male,Not leaning towards specific party,0.38217,4601,9462,0.37237,0.39196
2000,No migration background,male,SPD,0.19473,2093,9462,0.18675,0.20271
2000,No migration background,male,CDU/CSU,0.17293,1906,9462,0.16531,0.18055
2000,No migration background,male,FDP,0.01366,143,9462,0.01132,0.01600
2000,No migration background,male,Bündnis90/Grüne,0.02677,284,9462,0.02352,0.03002
2000,No migration background,male,PDS/Linke,0.01873,256,9462,0.01600,0.02146
2000,No migration background,male,Far right parties,0.00634,80,9462,0.00474,0.00794
2000,No migration background,male,Others,0.00449,55,9462,0.00314,0.00584
