year,regtyp,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,Urban regions,CDU/CSU,0.17443,1134,8426,0.16632,0.18253
1994,Urban regions,FDP,0.01699,105,8426,0.01423,0.01975
1994,Urban regions,Bündnis90/Grüne,0.04209,323,8426,0.03780,0.04637
1994,Urban regions,PDS/Linke,0.00828,86,8426,0.00635,0.01022
1994,Urban regions,Far right parties,0.00842,68,8426,0.00647,0.01037
1994,Urban regions,Others,0.00444,35,8426,0.00302,0.00586
1994,Rural regions,Not leaning towards specific party,0.59491,2844,4326,0.58028,0.60954
1994,Rural regions,SPD,0.16670,613,4326,0.15559,0.17781
1994,Rural regions,CDU/CSU,0.17208,611,4326,0.16083,0.18333
1994,Rural regions,FDP,0.01226,44,4326,0.00898,0.01554
1994,Rural regions,Bündnis90/Grüne,0.02029,93,4326,0.01609,0.02449
1994,Rural regions,PDS/Linke,0.02196,121,4326,0.01759,0.02633
1995,Urban regions,Not leaning towards specific party,0.47876,4735,8706,0.46826,0.48925
1995,Urban regions,SPD,0.23033,1827,8706,0.22148,0.23917
1995,Urban regions,CDU/CSU,0.20102,1413,8706,0.19260,0.20944
1995,Urban regions,FDP,0.01539,98,8706,0.01281,0.01798
1995,Urban regions,Bündnis90/Grüne,0.05615,447,8706,0.05131,0.06098
1995,Urban regions,PDS/Linke,0.00958,111,8706,0.00754,0.01163
1995,Urban regions,Far right parties,0.00442,37,8706,0.00302,0.00581
1995,Urban regions,Others,0.00436,38,8706,0.00297,0.00574
1995,Rural regions,Not leaning towards specific party,0.53186,2691,4506,0.51729,0.54643
1995,Rural regions,SPD,0.18111,669,4506,0.16987,0.19236
1995,Rural regions,CDU/CSU,0.20999,827,4506,0.19809,0.22188
1995,Rural regions,FDP,0.01164,47,4506,0.00851,0.01477
1995,Rural regions,Bündnis90/Grüne,0.02819,116,4506,0.02336,0.03302
1995,Rural regions,PDS/Linke,0.02921,156,4506,0.02430,0.03413
1996,Urban regions,Not leaning towards specific party,0.50253,4846,8499,0.49190,0.51316
1996,Urban regions,SPD,0.20251,1572,8499,0.19397,0.21105
1996,Urban regions,CDU/CSU,0.20228,1385,8499,0.19374,0.21082
1996,Urban regions,FDP,0.01486,88,8499,0.01228,0.01743
1996,Urban regions,Bündnis90/Grüne,0.05687,443,8499,0.05194,0.06179
1996,Urban regions,PDS/Linke,0.01015,114,8499,0.00802,0.01228
1996,Urban regions,Far right parties,0.00726,51,8499,0.00546,0.00907
1996,Rural regions,Not leaning towards specific party,0.55868,2747,4418,0.54404,0.57333
1996,Rural regions,SPD,0.14709,565,4418,0.13665,0.15754
1996,Rural regions,CDU/CSU,0.21443,814,4418,0.20232,0.22653
1996,Rural regions,Bündnis90/Grüne,0.02917,128,4418,0.02421,0.03413
1996,Rural regions,PDS/Linke,0.03008,164,4418,0.02504,0.03512
1997,Urban regions,Not leaning towards specific party,0.51997,4903,8368,0.50927,0.53068
1997,Urban regions,SPD,0.21021,1554,8368,0.20148,0.21894
1997,Urban regions,CDU/CSU,0.18607,1258,8368,0.17773,0.19440
1997,Urban regions,FDP,0.01136,74,8368,0.00909,0.01363
1997,Urban regions,Bündnis90/Grüne,0.05132,389,8368,0.04659,0.05605
1997,Urban regions,PDS/Linke,0.00845,96,8368,0.00649,0.01041
1997,Urban regions,Far right parties,0.00814,63,8368,0.00622,0.01007
1997,Urban regions,Others,0.00448,31,8368,0.00305,0.00591
1997,Rural regions,Not leaning towards specific party,0.57029,2849,4415,0.55569,0.58489
1997,Rural regions,SPD,0.16292,580,4415,0.15202,0.17381
1997,Rural regions,CDU/CSU,0.19081,678,4415,0.17922,0.20240
1997,Rural regions,FDP,0.01255,33,4415,0.00927,0.01584
1997,Rural regions,Bündnis90/Grüne,0.02626,96,4415,0.02154,0.03098
1997,Rural regions,PDS/Linke,0.02587,143,4415,0.02119,0.03056
1997,Rural regions,Far right parties,0.00776,36,4415,0.00517,0.01035
1998,Urban regions,Not leaning towards specific party,0.50964,5231,9249,0.49945,0.51983
1998,Urban regions,SPD,0.22783,1945,9249,0.21928,0.23638
1998,Urban regions,CDU/CSU,0.17225,1314,9249,0.16456,0.17995
1998,Urban regions,FDP,0.01479,100,9249,0.01233,0.01725
1998,Urban regions,Bündnis90/Grüne,0.04976,416,9249,0.04533,0.05419
1998,Urban regions,PDS/Linke,0.00802,100,9249,0.00620,0.00984
1998,Urban regions,Far right parties,0.00852,62,9249,0.00665,0.01040
1998,Urban regions,Others,0.00499,38,9249,0.00356,0.00643
1998,Urban regions,Party combinations,0.00419,43,9249,0.00288,0.00551
1998,Rural regions,Not leaning towards specific party,0.57622,3131,4840,0.56230,0.59015
1998,Rural regions,SPD,0.17245,701,4840,0.16181,0.18310
1998,Rural regions,CDU/CSU,0.17198,704,4840,0.16135,0.18262
1998,Rural regions,Bündnis90/Grüne,0.02413,114,4840,0.01980,0.02845
1998,Rural regions,PDS/Linke,0.02456,149,4840,0.02020,0.02892
1998,Rural regions,Others,0.01128,41,4840,0.00831,0.01426
1999,Urban regions,Not leaning towards specific party,0.47715,4676,8859,0.46675,0.48755
1999,Urban regions,SPD,0.23261,1931,8859,0.22381,0.24140
1999,Urban regions,CDU/CSU,0.20850,1549,8859,0.20004,0.21696
1999,Urban regions,FDP,0.01441,97,8859,0.01193,0.01689
1999,Urban regions,Bündnis90/Grüne,0.03830,325,8859,0.03430,0.04230
1999,Urban regions,PDS/Linke,0.01150,123,8859,0.00928,0.01372
1999,Urban regions,Far right parties,0.00517,46,8859,0.00368,0.00667
1999,Urban regions,Others,0.00470,46,8859,0.00328,0.00612
1999,Urban regions,Party combinations,0.00766,66,8859,0.00585,0.00948
1999,Rural regions,Not leaning towards specific party,0.51844,2721,4712,0.50418,0.53271
1999,Rural regions,SPD,0.19490,808,4712,0.18359,0.20622
1999,Rural regions,CDU/CSU,0.20885,842,4712,0.19724,0.22046
1999,Rural regions,FDP,0.00860,36,4712,0.00596,0.01123
1999,Rural regions,Bündnis90/Grüne,0.02056,93,4712,0.01651,0.02461
1999,Rural regions,PDS/Linke,0.03220,179,4712,0.02716,0.03725
1999,Rural regions,Far right parties,0.00464,33,4712,0.00270,0.00658
2000,Urban regions,Not leaning towards specific party,0.50835,8310,15591,0.50050,0.51620
2000,Urban regions,SPD,0.22371,3329,15591,0.21717,0.23025
2000,Urban regions,CDU/CSU,0.18704,2723,15591,0.18092,0.19316
2000,Urban regions,FDP,0.01539,203,15591,0.01346,0.01733
2000,Urban regions,Bündnis90/Grüne,0.03964,592,15591,0.03658,0.04270
2000,Urban regions,PDS/Linke,0.01216,226,15591,0.01044,0.01388
2000,Urban regions,Far right parties,0.00431,71,15591,0.00328,0.00533
2000,Urban regions,Others,0.00435,64,15591,0.00332,0.00539
2000,Urban regions,Party combinations,0.00505,73,15591,0.00394,0.00616
2000,Rural regions,Not leaning towards specific party,0.57694,4983,8306,0.56631,0.58757
2000,Rural regions,SPD,0.16027,1243,8306,0.15238,0.16816
2000,Rural regions,CDU/CSU,0.18736,1436,8306,0.17897,0.19575
2000,Rural regions,FDP,0.01030,71,8306,0.00812,0.01247
2000,Rural regions,Bündnis90/Grüne,0.01722,148,8306,0.01442,0.02001
2000,Rural regions,PDS/Linke,0.03286,299,8306,0.02903,0.03670
2000,Rural regions,Far right parties,0.00545,49,8306,0.00387,0.00704
2000,Rural regions,Others,0.00543,44,8306,0.00385,0.00701
2000,Rural regions,Party combinations,0.00417,33,8306,0.00278,0.00555
2001,Urban regions,Not leaning towards specific party,0.53090,7856,14243,0.52270,0.53909
2001,Urban regions,SPD,0.21629,2977,14243,0.20953,0.22305
2001,Urban regions,CDU/CSU,0.17312,2301,14243,0.16690,0.17933
2001,Urban regions,FDP,0.01791,219,14243,0.01573,0.02008
2001,Urban regions,Bündnis90/Grüne,0.03749,541,14243,0.03437,0.04061
2001,Urban regions,PDS/Linke,0.01085,176,14243,0.00915,0.01255
2001,Urban regions,Far right parties,0.00348,55,14243,0.00252,0.00445
2001,Urban regions,Others,0.00482,56,14243,0.00369,0.00596
2001,Urban regions,Party combinations,0.00514,62,14243,0.00397,0.00631
2001,Rural regions,Not leaning towards specific party,0.59451,4698,7536,0.58342,0.60559
2001,Rural regions,SPD,0.15357,1071,7536,0.14543,0.16171
2001,Rural regions,CDU/CSU,0.17757,1211,7536,0.16894,0.18620
2001,Rural regions,FDP,0.01319,82,7536,0.01062,0.01577
2001,Rural regions,Bündnis90/Grüne,0.01939,142,7536,0.01628,0.02250
2001,Rural regions,PDS/Linke,0.03083,256,7536,0.02693,0.03474
2001,Rural regions,Far right parties,0.00416,42,7536,0.00271,0.00562
2001,Rural regions,Others,0.00410,34,7536,0.00266,0.00555
2002,Urban regions,Not leaning towards specific party,0.52241,7802,15199,0.51447,0.53036
2002,Urban regions,SPD,0.21268,3201,15199,0.20618,0.21919
2002,Urban regions,CDU/CSU,0.18133,2804,15199,0.17520,0.18745
2002,Urban regions,FDP,0.02092,367,15199,0.01864,0.02319
2002,Urban regions,Bündnis90/Grüne,0.03477,603,15199,0.03185,0.03768
2002,Urban regions,PDS/Linke,0.01467,238,15199,0.01276,0.01658
2002,Urban regions,Far right parties,0.00335,46,15199,0.00243,0.00427
2002,Urban regions,Others,0.00489,63,15199,0.00378,0.00600
2002,Urban regions,Party combinations,0.00498,75,15199,0.00386,0.00610
2002,Rural regions,Not leaning towards specific party,0.60937,4652,7635,0.59843,0.62032
2002,Rural regions,SPD,0.14389,1043,7635,0.13601,0.15176
2002,Rural regions,CDU/CSU,0.17179,1331,7635,0.16332,0.18025
2002,Rural regions,FDP,0.01151,113,7635,0.00911,0.01390
2002,Rural regions,Bündnis90/Grüne,0.01547,146,7635,0.01270,0.01824
2002,Rural regions,PDS/Linke,0.03603,311,7635,0.03185,0.04022
2002,Rural regions,Others,0.00518,39,7635,0.00357,0.00679
2003,Urban regions,Not leaning towards specific party,0.49331,7215,14661,0.48522,0.50140
2003,Urban regions,SPD,0.20323,2865,14661,0.19671,0.20974
2003,Urban regions,CDU/CSU,0.20779,3095,14661,0.20122,0.21436
2003,Urban regions,FDP,0.01984,320,14661,0.01758,0.02210
2003,Urban regions,Bündnis90/Grüne,0.05190,811,14661,0.04831,0.05549
2003,Urban regions,PDS/Linke,0.00920,151,14661,0.00765,0.01075
2003,Urban regions,Far right parties,0.00275,40,14661,0.00190,0.00360
2003,Urban regions,Others,0.00418,54,14661,0.00314,0.00523
2003,Urban regions,Party combinations,0.00779,110,14661,0.00637,0.00922
2003,Rural regions,Not leaning towards specific party,0.57238,4195,7342,0.56106,0.58369
2003,Rural regions,SPD,0.14329,1023,7342,0.13528,0.15131
2003,Rural regions,CDU/CSU,0.20842,1537,7342,0.19913,0.21771
2003,Rural regions,FDP,0.01335,102,7342,0.01072,0.01598
2003,Rural regions,Bündnis90/Grüne,0.02159,181,7342,0.01827,0.02492
2003,Rural regions,PDS/Linke,0.02805,235,7342,0.02427,0.03182
2003,Rural regions,Others,0.00445,37,7342,0.00293,0.00598
2003,Rural regions,Party combinations,0.00427,32,7342,0.00278,0.00576
2004,Urban regions,Not leaning towards specific party,0.56670,7970,14317,0.55858,0.57481
2004,Urban regions,SPD,0.16551,2327,14317,0.15942,0.17160
2004,Urban regions,CDU/CSU,0.18388,2701,14317,0.17754,0.19023
2004,Urban regions,FDP,0.01725,289,14317,0.01512,0.01938
2004,Urban regions,Bündnis90/Grüne,0.04438,700,14317,0.04101,0.04775
2004,Urban regions,PDS/Linke,0.01114,170,14317,0.00942,0.01286
2004,Urban regions,Far right parties,0.00314,42,14317,0.00222,0.00405
2004,Urban regions,Others,0.00390,48,14317,0.00288,0.00492
2004,Urban regions,Party combinations,0.00411,70,14317,0.00306,0.00515
2004,Rural regions,Not leaning towards specific party,0.63350,4557,7175,0.62235,0.64466
2004,Rural regions,SPD,0.10986,753,7175,0.10262,0.11710
2004,Rural regions,CDU/CSU,0.18363,1310,7175,0.17467,0.19259
2004,Rural regions,FDP,0.01268,93,7175,0.01009,0.01527
2004,Rural regions,Bündnis90/Grüne,0.01893,170,7175,0.01577,0.02208
2004,Rural regions,PDS/Linke,0.02845,248,7175,0.02460,0.03230
2004,Rural regions,Others,0.00583,44,7175,0.00407,0.00759
2005,Urban regions,Not leaning towards specific party,0.54464,7301,13713,0.53630,0.55297
2005,Urban regions,SPD,0.18442,2493,13713,0.17793,0.19091
2005,Urban regions,CDU/CSU,0.17643,2532,13713,0.17005,0.18281
2005,Urban regions,FDP,0.01685,288,13713,0.01470,0.01901
2005,Urban regions,Bündnis90/Grüne,0.05077,721,13713,0.04710,0.05445
2005,Urban regions,PDS/Linke,0.01165,178,13713,0.00985,0.01344
2005,Urban regions,Far right parties,0.00627,74,13713,0.00495,0.00759
2005,Urban regions,Others,0.00440,52,13713,0.00329,0.00551
2005,Urban regions,Party combinations,0.00457,74,13713,0.00344,0.00569
2005,Rural regions,Not leaning towards specific party,0.62250,4241,6850,0.61102,0.63398
2005,Rural regions,SPD,0.11460,783,6850,0.10705,0.12214
2005,Rural regions,CDU/CSU,0.18002,1215,6850,0.17092,0.18912
2005,Rural regions,FDP,0.01264,94,6850,0.00999,0.01529
2005,Rural regions,Bündnis90/Grüne,0.02138,173,6850,0.01796,0.02481
2005,Rural regions,PDS/Linke,0.02977,257,6850,0.02574,0.03379
2005,Rural regions,Far right parties,0.01023,55,6850,0.00784,0.01261
2005,Rural regions,Others,0.00496,32,6850,0.00330,0.00663
2006,Urban regions,Not leaning towards specific party,0.51135,7099,14373,0.50317,0.51952
2006,Urban regions,SPD,0.19546,2787,14373,0.18898,0.20195
2006,Urban regions,CDU/CSU,0.18690,2883,14373,0.18053,0.19327
2006,Urban regions,FDP,0.02131,363,14373,0.01895,0.02367
2006,Urban regions,Bündnis90/Grüne,0.04888,749,14373,0.04535,0.05240
2006,Urban regions,PDS/Linke,0.01957,291,14373,0.01730,0.02183
2006,Urban regions,Far right parties,0.00697,76,14373,0.00561,0.00833
2006,Urban regions,Others,0.00443,58,14373,0.00334,0.00551
2006,Urban regions,Party combinations,0.00514,67,14373,0.00397,0.00631
2006,Rural regions,Not leaning towards specific party,0.58017,4273,7420,0.56894,0.59140
2006,Rural regions,SPD,0.13683,1000,7420,0.12901,0.14465
2006,Rural regions,CDU/CSU,0.18953,1423,7420,0.18061,0.19845
2006,Rural regions,FDP,0.01785,127,7420,0.01483,0.02086
2006,Rural regions,Bündnis90/Grüne,0.01998,185,7420,0.01680,0.02317
2006,Rural regions,PDS/Linke,0.04033,325,7420,0.03585,0.04481
2006,Rural regions,Far right parties,0.00849,56,7420,0.00640,0.01058
2006,Rural regions,Others,0.00384,31,7420,0.00243,0.00525
2007,Urban regions,Not leaning towards specific party,0.55751,7218,13416,0.54911,0.56592
2007,Urban regions,SPD,0.17540,2353,13416,0.16896,0.18183
2007,Urban regions,CDU/CSU,0.16485,2393,13416,0.15857,0.17113
2007,Urban regions,FDP,0.01906,337,13416,0.01674,0.02137
2007,Urban regions,Bündnis90/Grüne,0.05126,685,13416,0.04753,0.05499
2007,Urban regions,PDS/Linke,0.01829,258,13416,0.01603,0.02056
2007,Urban regions,Far right parties,0.00536,65,13416,0.00413,0.00660
2007,Urban regions,Others,0.00368,50,13416,0.00266,0.00471
2007,Urban regions,Party combinations,0.00459,57,13416,0.00344,0.00573
2007,Rural regions,Not leaning towards specific party,0.63275,4409,6958,0.62142,0.64408
2007,Rural regions,SPD,0.11006,770,6958,0.10271,0.11742
2007,Rural regions,CDU/CSU,0.16590,1153,6958,0.15715,0.17464
2007,Rural regions,FDP,0.01563,114,6958,0.01272,0.01855
2007,Rural regions,Bündnis90/Grüne,0.02159,175,6958,0.01817,0.02500
2007,Rural regions,PDS/Linke,0.03818,287,6958,0.03367,0.04268
2007,Rural regions,Far right parties,0.00879,50,6958,0.00659,0.01098
2008,Urban regions,Not leaning towards specific party,0.55425,6761,12608,0.54558,0.56293
2008,Urban regions,SPD,0.16601,2071,12608,0.15952,0.17251
2008,Urban regions,CDU/CSU,0.17292,2354,12608,0.16632,0.17952
2008,Urban regions,FDP,0.02176,342,12608,0.01922,0.02431
2008,Urban regions,Bündnis90/Grüne,0.04926,628,12608,0.04548,0.05303
2008,Urban regions,PDS/Linke,0.02075,288,12608,0.01826,0.02324
2008,Urban regions,Far right parties,0.00533,61,12608,0.00406,0.00660
2008,Urban regions,Others,0.00320,34,12608,0.00222,0.00419
2008,Urban regions,Party combinations,0.00651,69,12608,0.00510,0.00791
2008,Rural regions,Not leaning towards specific party,0.62028,4110,6541,0.60852,0.63204
2008,Rural regions,SPD,0.10808,701,6541,0.10055,0.11560
2008,Rural regions,CDU/CSU,0.17651,1129,6541,0.16727,0.18575
2008,Rural regions,FDP,0.01369,95,6541,0.01087,0.01650
2008,Rural regions,Bündnis90/Grüne,0.02467,161,6541,0.02091,0.02843
2008,Rural regions,PDS/Linke,0.04392,306,6541,0.03896,0.04889
2008,Rural regions,Far right parties,0.00643,39,6541,0.00450,0.00837
2009,Urban regions,Not leaning towards specific party,0.57175,6343,11653,0.56276,0.58073
2009,Urban regions,SPD,0.14715,1752,11653,0.14072,0.15358
2009,Urban regions,CDU/CSU,0.15892,2035,11653,0.15228,0.16556
2009,Urban regions,FDP,0.03204,457,11653,0.02884,0.03524
2009,Urban regions,Bündnis90/Grüne,0.05466,648,11653,0.05053,0.05878
2009,Urban regions,PDS/Linke,0.01966,257,11653,0.01714,0.02219
2009,Urban regions,Far right parties,0.00600,57,11653,0.00459,0.00740
2009,Urban regions,Others,0.00418,54,11653,0.00301,0.00535
2009,Urban regions,Party combinations,0.00564,50,11653,0.00428,0.00700
2009,Rural regions,Not leaning towards specific party,0.64386,3961,6230,0.63197,0.65575
2009,Rural regions,SPD,0.09129,611,6230,0.08413,0.09844
2009,Rural regions,CDU/CSU,0.15660,1008,6230,0.14758,0.16563
2009,Rural regions,FDP,0.02498,149,6230,0.02110,0.02885
2009,Rural regions,Bündnis90/Grüne,0.02369,178,6230,0.01991,0.02746
2009,Rural regions,PDS/Linke,0.04082,279,6230,0.03591,0.04574
2009,Rural regions,Far right parties,0.01008,44,6230,0.00760,0.01256
2010,Urban regions,Not leaning towards specific party,0.50649,7896,15461,0.49861,0.51437
2010,Urban regions,SPD,0.16738,2318,15461,0.16149,0.17326
2010,Urban regions,CDU/CSU,0.17685,2728,15461,0.17083,0.18286
2010,Urban regions,FDP,0.02655,513,15461,0.02401,0.02908
2010,Urban regions,Bündnis90/Grüne,0.07101,1306,15461,0.06696,0.07506
2010,Urban regions,PDS/Linke,0.03016,433,15461,0.02747,0.03286
2010,Urban regions,Far right parties,0.00679,98,15461,0.00550,0.00809
2010,Urban regions,Others,0.00526,75,15461,0.00412,0.00640
2010,Urban regions,Party combinations,0.00951,94,15461,0.00798,0.01104
2010,Rural regions,Not leaning towards specific party,0.57371,4788,8204,0.56300,0.58441
2010,Rural regions,SPD,0.11407,902,8204,0.10719,0.12095
2010,Rural regions,CDU/CSU,0.18247,1434,8204,0.17411,0.19083
2010,Rural regions,FDP,0.02595,195,8204,0.02251,0.02939
2010,Rural regions,Bündnis90/Grüne,0.02994,306,8204,0.02625,0.03363
2010,Rural regions,PDS/Linke,0.05414,447,8204,0.04924,0.05904
2010,Rural regions,Far right parties,0.00873,63,8204,0.00672,0.01075
2010,Rural regions,Others,0.00469,38,8204,0.00322,0.00617
2010,Rural regions,Party combinations,0.00629,31,8204,0.00458,0.00800
2011,Urban regions,Not leaning towards specific party,0.52986,6975,13264,0.52137,0.53835
