year,age_gr,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1989,30-45 y.,CDU/CSU,0.19295,447,2818,0.17837,0.20752
1989,30-45 y.,FDP,0.02105,48,2818,0.01575,0.02635
1989,30-45 y.,Bündnis90/Grüne,0.06322,150,2818,0.05423,0.07220
1989,30-45 y.,Others,0.02363,52,2818,0.01802,0.02924
1989,46-65 y.,Not leaning towards specific party,0.36475,1260,2935,0.34733,0.38216
1989,46-65 y.,SPD,0.30414,883,2935,0.28749,0.32079
1989,46-65 y.,CDU/CSU,0.28055,689,2935,0.26430,0.29681
1989,46-65 y.,FDP,0.01953,50,2935,0.01453,0.02454
1989,46-65 y.,Others,0.02293,53,2935,0.01752,0.02835
1989,66 and older,Not leaning towards specific party,0.36288,379,951,0.33230,0.39345
1989,66 and older,SPD,0.27852,265,951,0.25001,0.30702
1989,66 and older,CDU/CSU,0.30377,307,951,0.27452,0.33301
1990,17-29 y.,Not leaning towards specific party,0.56579,1625,2660,0.54695,0.58463
1990,17-29 y.,SPD,0.20658,576,2660,0.19119,0.22197
1990,17-29 y.,CDU/CSU,0.14445,294,2660,0.13109,0.15782
1990,17-29 y.,Bündnis90/Grüne,0.05380,134,2660,0.04522,0.06237
1990,17-29 y.,Far right parties,0.01189,31,2660,0.00777,0.01601
1990,30-45 y.,Not leaning towards specific party,0.37945,1210,2761,0.36135,0.39755
1990,30-45 y.,SPD,0.33784,898,2761,0.32019,0.35549
1990,30-45 y.,CDU/CSU,0.19314,454,2761,0.17842,0.20787
1990,30-45 y.,FDP,0.02407,60,2761,0.01836,0.02979
1990,30-45 y.,Bündnis90/Grüne,0.05796,139,2761,0.04924,0.06667
1990,46-65 y.,Not leaning towards specific party,0.33022,1159,2842,0.31293,0.34752
1990,46-65 y.,SPD,0.32356,895,2842,0.30635,0.34076
1990,46-65 y.,CDU/CSU,0.29237,713,2842,0.27565,0.30910
1990,46-65 y.,FDP,0.03026,75,2842,0.02396,0.03656
1990,66 and older,Not leaning towards specific party,0.34022,362,993,0.31073,0.36970
1990,66 and older,SPD,0.28539,284,993,0.25728,0.31349
1990,66 and older,CDU/CSU,0.33177,347,993,0.30247,0.36107
1991,17-29 y.,Not leaning towards specific party,0.56999,1050,1755,0.54682,0.59316
1991,17-29 y.,SPD,0.19195,348,1755,0.17352,0.21039
1991,17-29 y.,CDU/CSU,0.15816,275,1755,0.14109,0.17524
1991,17-29 y.,Bündnis90/Grüne,0.04548,82,1755,0.03573,0.05523
1991,30-45 y.,Not leaning towards specific party,0.37498,803,2097,0.35425,0.39570
1991,30-45 y.,SPD,0.30430,645,2097,0.28461,0.32400
1991,30-45 y.,CDU/CSU,0.22020,469,2097,0.20246,0.23794
1991,30-45 y.,FDP,0.03383,67,2097,0.02609,0.04157
1991,30-45 y.,Bündnis90/Grüne,0.05911,113,2097,0.04901,0.06921
1991,46-65 y.,Not leaning towards specific party,0.32149,669,2054,0.30129,0.34170
1991,46-65 y.,SPD,0.30026,636,2054,0.28043,0.32009
1991,46-65 y.,CDU/CSU,0.32107,671,2054,0.30088,0.34127
1991,46-65 y.,FDP,0.03845,78,2054,0.03013,0.04677
1991,66 and older,Not leaning towards specific party,0.36587,370,974,0.33560,0.39613
1991,66 and older,SPD,0.26110,255,974,0.23350,0.28870
1991,66 and older,CDU/CSU,0.32784,349,974,0.29834,0.35734
1992,17-29 y.,Not leaning towards specific party,0.66479,2494,3533,0.64922,0.68036
1992,17-29 y.,SPD,0.14467,496,3533,0.13307,0.15628
1992,17-29 y.,CDU/CSU,0.11129,297,3533,0.10092,0.12167
1992,17-29 y.,FDP,0.01716,44,3533,0.01288,0.02144
1992,17-29 y.,Bündnis90/Grüne,0.04417,156,3533,0.03739,0.05095
1992,17-29 y.,Others,0.01406,46,3533,0.01018,0.01794
1992,30-45 y.,Not leaning towards specific party,0.52103,2436,4213,0.50594,0.53611
1992,30-45 y.,SPD,0.23084,881,4213,0.21812,0.24357
1992,30-45 y.,CDU/CSU,0.15973,599,4213,0.14866,0.17079
1992,30-45 y.,FDP,0.02128,75,4213,0.01693,0.02564
1992,30-45 y.,Bündnis90/Grüne,0.05223,183,4213,0.04551,0.05895
1992,30-45 y.,Others,0.01050,39,4213,0.00743,0.01358
1992,46-65 y.,Not leaning towards specific party,0.45657,2109,3994,0.44112,0.47202
1992,46-65 y.,SPD,0.23992,866,3994,0.22667,0.25316
1992,46-65 y.,CDU/CSU,0.24531,814,3994,0.23197,0.25866
1992,46-65 y.,FDP,0.02671,94,3994,0.02171,0.03171
1992,46-65 y.,Bündnis90/Grüne,0.01298,54,3994,0.00947,0.01649
1992,46-65 y.,PDS/Linke,0.01030,57,3994,0.00717,0.01343
1992,66 and older,Not leaning towards specific party,0.45388,688,1397,0.42776,0.48000
1992,66 and older,SPD,0.22452,299,1397,0.20263,0.24641
1992,66 and older,CDU/CSU,0.27574,377,1397,0.25229,0.29918
1992,66 and older,FDP,0.02414,33,1397,0.01609,0.03219
1993,17-29 y.,Not leaning towards specific party,0.72012,2600,3433,0.70510,0.73514
1993,17-29 y.,SPD,0.10390,378,3433,0.09369,0.11411
1993,17-29 y.,CDU/CSU,0.08265,214,3433,0.07344,0.09187
1993,17-29 y.,FDP,0.01538,38,3433,0.01126,0.01950
1993,17-29 y.,Bündnis90/Grüne,0.05277,154,3433,0.04529,0.06025
1993,17-29 y.,Far right parties,0.01642,49,3433,0.01217,0.02067
1993,30-45 y.,Not leaning towards specific party,0.57527,2614,4161,0.56025,0.59029
1993,30-45 y.,SPD,0.19234,741,4161,0.18036,0.20432
1993,30-45 y.,CDU/CSU,0.13194,465,4161,0.12165,0.14222
1993,30-45 y.,FDP,0.01569,55,4161,0.01191,0.01947
1993,30-45 y.,Bündnis90/Grüne,0.06211,213,4161,0.05477,0.06944
1993,30-45 y.,PDS/Linke,0.00556,34,4161,0.00330,0.00782
1993,30-45 y.,Far right parties,0.01227,39,4161,0.00892,0.01561
1993,46-65 y.,Not leaning towards specific party,0.49368,2184,3929,0.47804,0.50931
1993,46-65 y.,SPD,0.22620,818,3929,0.21311,0.23928
1993,46-65 y.,CDU/CSU,0.21217,689,3929,0.19938,0.22496
1993,46-65 y.,FDP,0.02351,78,3929,0.01877,0.02825
1993,46-65 y.,Bündnis90/Grüne,0.01657,63,3929,0.01257,0.02056
1993,46-65 y.,PDS/Linke,0.01129,59,3929,0.00799,0.01460
1993,46-65 y.,Far right parties,0.01362,38,3929,0.00999,0.01724
1993,66 and older,Not leaning towards specific party,0.50503,767,1406,0.47889,0.53118
1993,66 and older,SPD,0.20090,277,1406,0.17994,0.22185
1993,66 and older,CDU/CSU,0.23345,331,1406,0.21133,0.25557
1993,66 and older,FDP,0.02874,31,1406,0.02000,0.03748
1994,17-29 y.,Not leaning towards specific party,0.71466,2445,3291,0.69923,0.73009
1994,17-29 y.,SPD,0.11969,428,3291,0.10860,0.13078
1994,17-29 y.,CDU/CSU,0.07289,197,3291,0.06400,0.08177
1994,17-29 y.,Bündnis90/Grüne,0.05513,151,3291,0.04733,0.06293
1994,17-29 y.,PDS/Linke,0.01057,33,3291,0.00708,0.01407
1994,17-29 y.,Far right parties,0.01124,37,3291,0.00764,0.01484
1994,30-45 y.,Not leaning towards specific party,0.55324,2511,4068,0.53796,0.56852
1994,30-45 y.,SPD,0.21091,775,4068,0.19837,0.22345
1994,30-45 y.,CDU/CSU,0.13851,476,4068,0.12789,0.14912
1994,30-45 y.,FDP,0.01359,46,4068,0.01003,0.01715
1994,30-45 y.,Bündnis90/Grüne,0.06199,197,4068,0.05458,0.06941
1994,30-45 y.,PDS/Linke,0.00995,63,4068,0.00690,0.01300
1994,46-65 y.,Not leaning towards specific party,0.45341,2048,3832,0.43764,0.46917
1994,46-65 y.,SPD,0.26362,890,3832,0.24967,0.27757
1994,46-65 y.,CDU/CSU,0.22237,699,3832,0.20920,0.23553
1994,46-65 y.,FDP,0.01976,60,3832,0.01535,0.02416
1994,46-65 y.,Bündnis90/Grüne,0.01571,59,3832,0.01177,0.01964
1994,46-65 y.,PDS/Linke,0.01412,76,3832,0.01039,0.01786
1994,66 and older,Not leaning towards specific party,0.46959,722,1443,0.44383,0.49535
1994,66 and older,SPD,0.22322,313,1443,0.20173,0.24471
1994,66 and older,CDU/CSU,0.25785,373,1443,0.23527,0.28042
1994,66 and older,PDS/Linke,0.01608,35,1443,0.00958,0.02257
1995,17-29 y.,Not leaning towards specific party,0.65569,2316,3300,0.63948,0.67191
1995,17-29 y.,SPD,0.13489,420,3300,0.12323,0.14654
1995,17-29 y.,CDU/CSU,0.10242,299,3300,0.09207,0.11277
1995,17-29 y.,Bündnis90/Grüne,0.07383,200,3300,0.06491,0.08276
1995,17-29 y.,PDS/Linke,0.01703,65,3300,0.01261,0.02144
1995,30-45 y.,Not leaning towards specific party,0.52697,2526,4393,0.51220,0.54174
1995,30-45 y.,SPD,0.19805,799,4393,0.18627,0.20984
1995,30-45 y.,CDU/CSU,0.16449,681,4393,0.15352,0.17545
1995,30-45 y.,FDP,0.01122,43,4393,0.00810,0.01433
1995,30-45 y.,Bündnis90/Grüne,0.07605,266,4393,0.06821,0.08389
1995,30-45 y.,PDS/Linke,0.01192,78,4393,0.00871,0.01514
1995,46-65 y.,Not leaning towards specific party,0.41315,1927,3926,0.39774,0.42855
1995,46-65 y.,SPD,0.26635,927,3926,0.25252,0.28018
1995,46-65 y.,CDU/CSU,0.25403,848,3926,0.24042,0.26765
1995,46-65 y.,FDP,0.01698,59,3926,0.01294,0.02102
1995,46-65 y.,Bündnis90/Grüne,0.02640,84,3926,0.02138,0.03141
1995,46-65 y.,PDS/Linke,0.01566,81,3926,0.01177,0.01954
1995,66 and older,Not leaning towards specific party,0.41456,657,1462,0.38930,0.43982
1995,66 and older,SPD,0.23914,350,1462,0.21727,0.26102
1995,66 and older,CDU/CSU,0.29001,412,1462,0.26674,0.31328
1995,66 and older,PDS/Linke,0.02085,43,1462,0.01353,0.02818
1996,17-29 y.,Not leaning towards specific party,0.66812,2258,3135,0.65163,0.68461
1996,17-29 y.,SPD,0.10677,320,3135,0.09595,0.11758
1996,17-29 y.,CDU/CSU,0.11313,294,3135,0.10204,0.12422
1996,17-29 y.,Bündnis90/Grüne,0.07194,180,3135,0.06290,0.08099
1996,17-29 y.,PDS/Linke,0.01682,51,3135,0.01232,0.02133
1996,17-29 y.,Far right parties,0.01219,32,3135,0.00835,0.01603
1996,30-45 y.,Not leaning towards specific party,0.55780,2616,4348,0.54303,0.57256
1996,30-45 y.,SPD,0.16927,707,4348,0.15812,0.18041
1996,30-45 y.,CDU/CSU,0.15860,651,4348,0.14774,0.16946
1996,30-45 y.,Bündnis90/Grüne,0.08071,288,4348,0.07261,0.08881
1996,30-45 y.,PDS/Linke,0.01329,86,4348,0.00988,0.01669
1996,46-65 y.,Not leaning towards specific party,0.43780,1992,3869,0.42216,0.45343
1996,46-65 y.,SPD,0.23009,796,3869,0.21682,0.24335
1996,46-65 y.,CDU/CSU,0.26045,842,3869,0.24662,0.27428
1996,46-65 y.,FDP,0.01613,52,3869,0.01216,0.02010
1996,46-65 y.,Bündnis90/Grüne,0.03034,95,3869,0.02493,0.03574
1996,46-65 y.,PDS/Linke,0.01661,92,3869,0.01258,0.02064
1996,66 and older,Not leaning towards specific party,0.44958,727,1502,0.42441,0.47475
1996,66 and older,SPD,0.21425,314,1502,0.19349,0.23501
1996,66 and older,CDU/CSU,0.28312,412,1502,0.26033,0.30591
1996,66 and older,PDS/Linke,0.02017,49,1502,0.01306,0.02728
1997,17-29 y.,Not leaning towards specific party,0.69639,2250,2996,0.67992,0.71286
1997,17-29 y.,SPD,0.09874,271,2996,0.08806,0.10943
1997,17-29 y.,CDU/CSU,0.09994,248,2996,0.08920,0.11068
1997,17-29 y.,Bündnis90/Grüne,0.06482,147,2996,0.05600,0.07363
1997,17-29 y.,PDS/Linke,0.01212,43,2996,0.00820,0.01604
1997,17-29 y.,Far right parties,0.01335,37,2996,0.00924,0.01746
1997,30-45 y.,Not leaning towards specific party,0.58353,2747,4309,0.56881,0.59825
1997,30-45 y.,SPD,0.17159,681,4309,0.16034,0.18285
1997,30-45 y.,CDU/CSU,0.14125,556,4309,0.13085,0.15165
1997,30-45 y.,Bündnis90/Grüne,0.07040,231,4309,0.06276,0.07804
1997,30-45 y.,PDS/Linke,0.01003,57,4309,0.00706,0.01301
1997,30-45 y.,Far right parties,0.01003,37,4309,0.00706,0.01301
1997,46-65 y.,Not leaning towards specific party,0.45359,2027,3822,0.43780,0.46937
1997,46-65 y.,SPD,0.25583,839,3822,0.24199,0.26966
1997,46-65 y.,CDU/CSU,0.22993,733,3822,0.21659,0.24328
1997,46-65 y.,FDP,0.01337,44,3822,0.00973,0.01701
1997,46-65 y.,Bündnis90/Grüne,0.02622,92,3822,0.02115,0.03129
1997,46-65 y.,PDS/Linke,0.01432,87,3822,0.01056,0.01809
1997,66 and older,Not leaning towards specific party,0.44134,729,1523,0.41639,0.46628
1997,66 and older,SPD,0.22641,343,1523,0.20539,0.24744
1997,66 and older,CDU/CSU,0.27448,399,1523,0.25206,0.29690
1997,66 and older,PDS/Linke,0.02070,52,1523,0.01354,0.02785
1998,17-29 y.,Not leaning towards specific party,0.70243,2356,3096,0.68632,0.71854
1998,17-29 y.,SPD,0.11337,320,3096,0.10220,0.12453
1998,17-29 y.,CDU/CSU,0.08026,215,3096,0.07068,0.08983
1998,17-29 y.,Bündnis90/Grüne,0.05295,130,3096,0.04506,0.06084
1998,17-29 y.,PDS/Linke,0.01073,40,3096,0.00710,0.01436
1998,17-29 y.,Far right parties,0.01412,35,3096,0.00996,0.01827
1998,30-45 y.,Not leaning towards specific party,0.57529,2920,4715,0.56118,0.58940
1998,30-45 y.,SPD,0.19346,883,4715,0.18219,0.20474
1998,30-45 y.,CDU/CSU,0.12157,536,4715,0.11224,0.13089
1998,30-45 y.,FDP,0.01047,38,4715,0.00757,0.01338
1998,30-45 y.,Bündnis90/Grüne,0.06974,271,4715,0.06247,0.07701
1998,30-45 y.,PDS/Linke,0.01105,67,4715,0.00807,0.01404
1998,46-65 y.,Not leaning towards specific party,0.45553,2248,4317,0.44067,0.47038
1998,46-65 y.,SPD,0.25801,1009,4317,0.24495,0.27106
1998,46-65 y.,CDU/CSU,0.21284,807,4317,0.20063,0.22505
1998,46-65 y.,FDP,0.01566,58,4317,0.01196,0.01937
1998,46-65 y.,Bündnis90/Grüne,0.02945,109,4317,0.02440,0.03449
1998,46-65 y.,PDS/Linke,0.01276,86,4317,0.00941,0.01611
1998,66 and older,Not leaning towards specific party,0.42335,838,1788,0.40044,0.44626
1998,66 and older,SPD,0.24945,434,1788,0.22939,0.26951
1998,66 and older,CDU/CSU,0.26993,460,1788,0.24935,0.29052
1998,66 and older,PDS/Linke,0.01947,56,1788,0.01307,0.02588
1999,17-29 y.,Not leaning towards specific party,0.64347,2009,2924,0.62611,0.66084
1999,17-29 y.,SPD,0.12985,358,2924,0.11766,0.14203
1999,17-29 y.,CDU/CSU,0.12376,320,2924,0.11182,0.13569
1999,17-29 y.,Bündnis90/Grüne,0.04887,119,2924,0.04106,0.05669
1999,17-29 y.,PDS/Linke,0.01547,52,2924,0.01100,0.01994
1999,17-29 y.,Far right parties,0.01179,34,2924,0.00788,0.01571
1999,17-29 y.,Others,0.01000,32,2924,0.00639,0.01360
1999,30-45 y.,Not leaning towards specific party,0.52704,2640,4675,0.51273,0.54135
1999,30-45 y.,SPD,0.21327,941,4675,0.20153,0.22501
1999,30-45 y.,CDU/CSU,0.16245,704,4675,0.15188,0.17303
1999,30-45 y.,FDP,0.01041,40,4675,0.00750,0.01332
1999,30-45 y.,Bündnis90/Grüne,0.05109,200,4675,0.04477,0.05740
1999,30-45 y.,PDS/Linke,0.01388,76,4675,0.01053,0.01724
1999,30-45 y.,Far right parties,0.00591,31,4675,0.00371,0.00811
1999,30-45 y.,Party combinations,0.01085,43,4675,0.00788,0.01382
1999,46-65 y.,Not leaning towards specific party,0.42983,2001,4120,0.41471,0.44495
1999,46-65 y.,SPD,0.26698,1022,4120,0.25347,0.28049
1999,46-65 y.,CDU/CSU,0.23447,854,4120,0.22153,0.24741
1999,46-65 y.,FDP,0.01649,52,4120,0.01260,0.02038
1999,46-65 y.,Bündnis90/Grüne,0.02266,86,4120,0.01812,0.02721
1999,46-65 y.,PDS/Linke,0.01742,105,4120,0.01343,0.02142
1999,66 and older,Not leaning towards specific party,0.39241,747,1747,0.36951,0.41532
1999,66 and older,SPD,0.23925,418,1747,0.21924,0.25926
1999,66 and older,CDU/CSU,0.31460,513,1747,0.29282,0.33638
1999,66 and older,PDS/Linke,0.02717,69,1747,0.01954,0.03479
2000,17-29 y.,Not leaning towards specific party,0.68933,3241,4517,0.67583,0.70282
2000,17-29 y.,SPD,0.11641,490,4517,0.10705,0.12576
2000,17-29 y.,CDU/CSU,0.10642,454,4517,0.09742,0.11541
2000,17-29 y.,FDP,0.00855,35,4517,0.00587,0.01124
2000,17-29 y.,Bündnis90/Grüne,0.04086,163,4517,0.03509,0.04663
2000,17-29 y.,PDS/Linke,0.01637,86,4517,0.01267,0.02007
2000,17-29 y.,Far right parties,0.00941,48,4517,0.00659,0.01222
2000,30-45 y.,Not leaning towards specific party,0.56501,4717,8094,0.55421,0.57581
2000,30-45 y.,SPD,0.19479,1496,8094,0.18616,0.20342
2000,30-45 y.,CDU/CSU,0.14254,1138,8094,0.13492,0.15016
2000,30-45 y.,FDP,0.01158,76,8094,0.00925,0.01391
2000,30-45 y.,Bündnis90/Grüne,0.05410,385,8094,0.04917,0.05903
2000,30-45 y.,PDS/Linke,0.01519,147,8094,0.01252,0.01785
2000,30-45 y.,Far right parties,0.00597,46,8094,0.00430,0.00765
2000,30-45 y.,Others,0.00439,38,8094,0.00295,0.00583
2000,30-45 y.,Party combinations,0.00643,51,8094,0.00469,0.00817
2000,46-65 y.,Not leaning towards specific party,0.46972,3763,7633,0.45853,0.48092
2000,46-65 y.,SPD,0.24784,1796,7633,0.23815,0.25753
2000,46-65 y.,CDU/CSU,0.21211,1580,7633,0.20294,0.22128
2000,46-65 y.,FDP,0.01650,112,7633,0.01364,0.01935
2000,46-65 y.,Bündnis90/Grüne,0.02319,166,7633,0.01982,0.02657
2000,46-65 y.,PDS/Linke,0.01841,179,7633,0.01539,0.02142
2000,46-65 y.,Party combinations,0.00583,37,7633,0.00412,0.00753
2000,66 and older,Not leaning towards specific party,0.43514,1572,3513,0.41875,0.45154
2000,66 and older,SPD,0.22121,790,3513,0.20748,0.23494
2000,66 and older,CDU/CSU,0.28620,987,3513,0.27125,0.30114
2000,66 and older,FDP,0.01730,51,3513,0.01298,0.02161
2000,66 and older,PDS/Linke,0.02683,113,3513,0.02148,0.03217
2001,17-29 y.,Not leaning towards specific party,0.72308,3019,4050,0.70930,0.73687
2001,17-29 y.,SPD,0.09722,382,4050,0.08810,0.10635
2001,17-29 y.,CDU/CSU,0.09696,375,4050,0.08785,0.10608
2001,17-29 y.,FDP,0.01230,42,4050,0.00890,0.01569
2001,17-29 y.,Bündnis90/Grüne,0.04087,142,4050,0.03477,0.04697
2001,17-29 y.,PDS/Linke,0.01315,57,4050,0.00964,0.01666
2001,17-29 y.,Far right parties,0.00732,33,4050,0.00470,0.00995
2001,30-45 y.,Not leaning towards specific party,0.58872,4358,7273,0.57741,0.60003
2001,30-45 y.,SPD,0.18603,1319,7273,0.17708,0.19497
2001,30-45 y.,CDU/CSU,0.13289,957,7273,0.12509,0.14069
2001,30-45 y.,FDP,0.01137,71,7273,0.00893,0.01381
2001,30-45 y.,Bündnis90/Grüne,0.05218,353,7273,0.04707,0.05729
2001,30-45 y.,PDS/Linke,0.01278,103,7273,0.01020,0.01536
2001,30-45 y.,Far right parties,0.00401,42,7273,0.00256,0.00546
2001,30-45 y.,Others,0.00492,31,7273,0.00331,0.00653
2001,30-45 y.,Party combinations,0.00710,39,7273,0.00517,0.00903
2001,46-65 y.,Not leaning towards specific party,0.49207,3624,6986,0.48035,0.50380
2001,46-65 y.,SPD,0.24024,1600,6986,0.23022,0.25026
2001,46-65 y.,CDU/CSU,0.19551,1322,6986,0.18621,0.20481
2001,46-65 y.,FDP,0.01969,123,6986,0.01643,0.02295
2001,46-65 y.,Bündnis90/Grüne,0.02263,158,6986,0.01914,0.02611
2001,46-65 y.,PDS/Linke,0.01733,159,6986,0.01427,0.02039
2001,66 and older,Not leaning towards specific party,0.44717,1553,3336,0.43029,0.46404
2001,66 and older,SPD,0.22339,747,3336,0.20925,0.23753
2001,66 and older,CDU/CSU,0.26746,858,3336,0.25244,0.28248
