year,pgisced97,sampreg,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1987,Second Stage of Tertiary Education,West,Not leaning towards specific party,0.27030,203,729,0.23804,0.30256
1987,Second Stage of Tertiary Education,West,SPD,0.20756,162,729,0.17810,0.23702
1987,Second Stage of Tertiary Education,West,CDU/CSU,0.30977,207,729,0.27618,0.34336
1987,Second Stage of Tertiary Education,West,FDP,0.09813,67,729,0.07652,0.11974
1987,Second Stage of Tertiary Education,West,Bündnis90/Grüne,0.11110,90,729,0.08827,0.13393
1988,No answer / don't know,West,Not leaning towards specific party,0.52336,93,93,0.42130,0.62542
1988,Pre-primary Level,West,Not leaning towards specific party,0.67842,113,113,0.59192,0.76493
1988,Primary Level,West,Not leaning towards specific party,0.76533,549,654,0.73283,0.79784
1988,Primary Level,West,SPD,0.16143,105,654,0.13321,0.18965
1988,Lower Secondary Level,West,Not leaning towards specific party,0.44335,1475,2676,0.42453,0.46218
1988,Lower Secondary Level,West,SPD,0.29527,691,2676,0.27798,0.31256
1988,Lower Secondary Level,West,CDU/CSU,0.23679,471,2676,0.22068,0.25290
1988,Lower Secondary Level,West,Bündnis90/Grüne,0.01009,39,2676,0.00630,0.01387
1988,Upper Secondary Level,West,Not leaning towards specific party,0.38838,1987,4689,0.37443,0.40233
1988,Upper Secondary Level,West,SPD,0.29783,1390,4689,0.28474,0.31092
1988,Upper Secondary Level,West,CDU/CSU,0.24928,1056,4689,0.23690,0.26166
1988,Upper Secondary Level,West,FDP,0.02860,113,4689,0.02382,0.03337
1988,Upper Secondary Level,West,Bündnis90/Grüne,0.02936,143,4689,0.02452,0.03419
1988,Post-secondary Non-tertiary Level,West,Not leaning towards specific party,0.34546,103,253,0.28675,0.40417
1988,Post-secondary Non-tertiary Level,West,SPD,0.20673,64,253,0.15673,0.25673
1988,Post-secondary Non-tertiary Level,West,CDU/CSU,0.25194,54,253,0.19834,0.30554
1988,Post-secondary Non-tertiary Level,West,Bündnis90/Grüne,0.13981,32,253,0.09699,0.18263
1988,First Stage of Tertiary Education,West,Not leaning towards specific party,0.34450,183,482,0.30203,0.38697
1988,First Stage of Tertiary Education,West,SPD,0.21530,122,482,0.17857,0.25204
1988,First Stage of Tertiary Education,West,CDU/CSU,0.35552,177,482,0.31274,0.39830
1988,Second Stage of Tertiary Education,West,Not leaning towards specific party,0.27881,206,685,0.24521,0.31242
1988,Second Stage of Tertiary Education,West,SPD,0.24602,177,685,0.21375,0.27830
1988,Second Stage of Tertiary Education,West,CDU/CSU,0.30235,191,685,0.26793,0.33677
1988,Second Stage of Tertiary Education,West,FDP,0.06773,44,685,0.04890,0.08656
1988,Second Stage of Tertiary Education,West,Bündnis90/Grüne,0.09182,67,685,0.07018,0.11346
1989,No answer / don't know,West,Not leaning towards specific party,0.51795,84,84,0.41045,0.62545
1989,Pre-primary Level,West,Not leaning towards specific party,0.64564,117,117,0.55859,0.73268
1989,Primary Level,West,Not leaning towards specific party,0.69880,464,613,0.66245,0.73515
1989,Primary Level,West,SPD,0.22379,149,613,0.19077,0.25681
1989,Lower Secondary Level,West,Not leaning towards specific party,0.48835,1421,2545,0.46893,0.50778
1989,Lower Secondary Level,West,SPD,0.26040,626,2545,0.24335,0.27745
1989,Lower Secondary Level,West,CDU/CSU,0.20579,378,2545,0.19008,0.22150
1989,Lower Secondary Level,West,Bündnis90/Grüne,0.01773,68,2545,0.01260,0.02285
1989,Lower Secondary Level,West,Others,0.02388,52,2545,0.01795,0.02981
1989,Upper Secondary Level,West,Not leaning towards specific party,0.39899,2008,4581,0.38481,0.41317
1989,Upper Secondary Level,West,SPD,0.30160,1358,4581,0.28831,0.31489
1989,Upper Secondary Level,West,CDU/CSU,0.22811,918,4581,0.21596,0.24026
1989,Upper Secondary Level,West,FDP,0.01814,70,4581,0.01428,0.02201
1989,Upper Secondary Level,West,Bündnis90/Grüne,0.02835,137,4581,0.02354,0.03316
1989,Upper Secondary Level,West,Others,0.02481,90,4581,0.02030,0.02931
1989,Post-secondary Non-tertiary Level,West,Not leaning towards specific party,0.35838,116,240,0.29758,0.41917
1989,Post-secondary Non-tertiary Level,West,SPD,0.24668,80,240,0.19203,0.30133
1989,Post-secondary Non-tertiary Level,West,CDU/CSU,0.19237,44,240,0.14240,0.24234
1989,First Stage of Tertiary Education,West,Not leaning towards specific party,0.38942,194,471,0.34534,0.43351
1989,First Stage of Tertiary Education,West,SPD,0.22068,119,471,0.18319,0.25817
1989,First Stage of Tertiary Education,West,CDU/CSU,0.31879,158,471,0.27666,0.36092
1989,Second Stage of Tertiary Education,West,Not leaning towards specific party,0.30595,215,680,0.27129,0.34061
1989,Second Stage of Tertiary Education,West,SPD,0.23914,181,680,0.20705,0.27122
1989,Second Stage of Tertiary Education,West,CDU/CSU,0.27370,173,680,0.24016,0.30723
1989,Second Stage of Tertiary Education,West,FDP,0.05210,35,680,0.03539,0.06882
1989,Second Stage of Tertiary Education,West,Bündnis90/Grüne,0.10749,76,680,0.08420,0.13079
1990,No answer / don't know,West,Not leaning towards specific party,0.53818,98,130,0.45215,0.62421
1990,No answer / don't know,West,SPD,0.21593,32,130,0.14492,0.28694
1990,Pre-primary Level,West,Not leaning towards specific party,0.58076,97,129,0.49528,0.66624
1990,Pre-primary Level,West,SPD,0.19160,32,129,0.12342,0.25978
1990,Primary Level,West,Not leaning towards specific party,0.70145,453,586,0.66437,0.73853
1990,Primary Level,West,SPD,0.21833,133,586,0.18485,0.25180
1990,Lower Secondary Level,West,Not leaning towards specific party,0.46080,1336,2409,0.44089,0.48071
1990,Lower Secondary Level,West,SPD,0.29380,650,2409,0.27561,0.31200
1990,Lower Secondary Level,West,CDU/CSU,0.20719,376,2409,0.19100,0.22338
1990,Lower Secondary Level,West,Bündnis90/Grüne,0.01551,47,2409,0.01057,0.02044
1990,Upper Secondary Level,West,Not leaning towards specific party,0.37385,1856,4499,0.35971,0.38799
1990,Upper Secondary Level,West,SPD,0.31170,1399,4499,0.29817,0.32524
1990,Upper Secondary Level,West,CDU/CSU,0.24917,982,4499,0.23653,0.26181
1990,Upper Secondary Level,West,FDP,0.02478,96,4499,0.02024,0.02932
1990,Upper Secondary Level,West,Bündnis90/Grüne,0.02762,127,4499,0.02283,0.03241
1990,Upper Secondary Level,West,Far right parties,0.00834,39,4499,0.00568,0.01100
1990,Post-secondary Non-tertiary Level,West,Not leaning towards specific party,0.42547,130,261,0.36537,0.48557
1990,Post-secondary Non-tertiary Level,West,SPD,0.26626,86,261,0.21253,0.31999
1990,Post-secondary Non-tertiary Level,West,CDU/CSU,0.19029,45,261,0.14258,0.23801
1990,First Stage of Tertiary Education,West,Not leaning towards specific party,0.35685,186,472,0.31359,0.40012
1990,First Stage of Tertiary Education,West,SPD,0.22604,119,472,0.18827,0.26382
1990,First Stage of Tertiary Education,West,CDU/CSU,0.34400,167,472,0.30110,0.38690
1990,Second Stage of Tertiary Education,West,Not leaning towards specific party,0.28587,200,688,0.25208,0.31965
1990,Second Stage of Tertiary Education,West,SPD,0.28722,202,688,0.25339,0.32106
1990,Second Stage of Tertiary Education,West,CDU/CSU,0.27152,176,688,0.23826,0.30478
1990,Second Stage of Tertiary Education,West,FDP,0.06362,45,688,0.04536,0.08187
1990,Second Stage of Tertiary Education,West,Bündnis90/Grüne,0.08417,65,688,0.06341,0.10493
1991,No answer / don't know,West,Not leaning towards specific party,0.51717,44,44,0.36781,0.66653
1991,Pre-primary Level,West,Not leaning towards specific party,0.57652,62,62,0.45252,0.70052
1991,Primary Level,West,Not leaning towards specific party,0.75936,57,57,0.64740,0.87132
1991,Lower Secondary Level,West,Not leaning towards specific party,0.46535,752,1499,0.44009,0.49061
1991,Lower Secondary Level,West,SPD,0.27651,399,1499,0.25386,0.29916
1991,Lower Secondary Level,West,CDU/CSU,0.22983,348,1499,0.20852,0.25114
1991,Upper Secondary Level,West,Not leaning towards specific party,0.38607,1528,3821,0.37063,0.40151
1991,Upper Secondary Level,West,SPD,0.29047,1113,3821,0.27608,0.30487
1991,Upper Secondary Level,West,CDU/CSU,0.26033,966,3821,0.24641,0.27424
1991,Upper Secondary Level,West,FDP,0.02677,94,3821,0.02166,0.03189
1991,Upper Secondary Level,West,Bündnis90/Grüne,0.02524,89,3821,0.02027,0.03022
1991,Upper Secondary Level,West,Far right parties,0.00767,31,3821,0.00491,0.01044
1991,Post-secondary Non-tertiary Level,West,Not leaning towards specific party,0.39583,85,176,0.32338,0.46829
1991,Post-secondary Non-tertiary Level,West,SPD,0.24423,50,176,0.18058,0.30789
1991,Post-secondary Non-tertiary Level,West,CDU/CSU,0.18483,41,176,0.12732,0.24235
1991,First Stage of Tertiary Education,West,Not leaning towards specific party,0.33514,172,465,0.29219,0.37809
1991,First Stage of Tertiary Education,West,SPD,0.20646,111,465,0.16963,0.24329
1991,First Stage of Tertiary Education,West,CDU/CSU,0.38440,182,465,0.34013,0.42866
1991,Second Stage of Tertiary Education,West,Not leaning towards specific party,0.29156,192,663,0.25694,0.32618
1991,Second Stage of Tertiary Education,West,SPD,0.23178,165,663,0.19964,0.26393
1991,Second Stage of Tertiary Education,West,CDU/CSU,0.28566,187,663,0.25125,0.32007
1991,Second Stage of Tertiary Education,West,FDP,0.09566,59,663,0.07326,0.11807
1991,Second Stage of Tertiary Education,West,Bündnis90/Grüne,0.08785,60,663,0.06629,0.10942
1992,No answer / don't know,West,Not leaning towards specific party,0.59550,115,115,0.50541,0.68560
1992,Pre-primary Level,West,Not leaning towards specific party,0.62169,93,93,0.52259,0.72079
1992,Pre-primary Level,East,Not leaning towards specific party,0.87868,39,39,0.77487,0.98249
1992,Primary Level,West,Not leaning towards specific party,0.82783,507,583,0.79716,0.85850
1992,Primary Level,West,SPD,0.13599,76,583,0.10814,0.16384
1992,Lower Secondary Level,West,Not leaning towards specific party,0.55577,1453,2295,0.53544,0.57611
1992,Lower Secondary Level,West,SPD,0.22802,472,2295,0.21085,0.24519
1992,Lower Secondary Level,West,CDU/CSU,0.19331,330,2295,0.17715,0.20947
1992,Lower Secondary Level,West,Bündnis90/Grüne,0.00979,40,2295,0.00576,0.01382
1992,Lower Secondary Level,East,Not leaning towards specific party,0.79807,352,390,0.75818,0.83797
1992,Lower Secondary Level,East,CDU/CSU,0.08411,38,390,0.05653,0.11169
1992,Upper Secondary Level,West,Not leaning towards specific party,0.46459,2259,4460,0.44995,0.47923
1992,Upper Secondary Level,West,SPD,0.25849,1123,4460,0.24564,0.27134
1992,Upper Secondary Level,West,CDU/CSU,0.22502,867,4460,0.21276,0.23727
1992,Upper Secondary Level,West,FDP,0.01844,70,4460,0.01449,0.02238
1992,Upper Secondary Level,West,Bündnis90/Grüne,0.02111,97,4460,0.01689,0.02533
1992,Upper Secondary Level,West,Others,0.01087,44,4460,0.00783,0.01392
1992,Upper Secondary Level,East,Not leaning towards specific party,0.68274,1517,2168,0.66315,0.70234
1992,Upper Secondary Level,East,SPD,0.12550,269,2168,0.11155,0.13945
1992,Upper Secondary Level,East,CDU/CSU,0.12965,299,2168,0.11550,0.14379
1992,Upper Secondary Level,East,Bündnis90/Grüne,0.02240,43,2168,0.01617,0.02863
1992,Upper Secondary Level,East,PDS/Linke,0.01873,40,2168,0.01302,0.02444
1992,Post-secondary Non-tertiary Level,West,Not leaning towards specific party,0.42648,152,273,0.36771,0.48526
1992,Post-secondary Non-tertiary Level,West,SPD,0.25363,82,273,0.20192,0.30534
1992,Post-secondary Non-tertiary Level,West,CDU/CSU,0.15148,39,273,0.10887,0.19409
1992,Post-secondary Non-tertiary Level,East,Not leaning towards specific party,0.61826,45,45,0.47471,0.76181
1992,First Stage of Tertiary Education,West,Not leaning towards specific party,0.41372,221,486,0.36989,0.45756
1992,First Stage of Tertiary Education,West,SPD,0.19232,106,486,0.15725,0.22740
1992,First Stage of Tertiary Education,West,CDU/CSU,0.32441,159,486,0.28274,0.36607
1992,First Stage of Tertiary Education,East,Not leaning towards specific party,0.57306,138,210,0.50600,0.64012
1992,First Stage of Tertiary Education,East,SPD,0.16586,35,210,0.11543,0.21629
1992,First Stage of Tertiary Education,East,CDU/CSU,0.15095,37,210,0.10242,0.19949
1992,Second Stage of Tertiary Education,West,Not leaning towards specific party,0.33791,255,727,0.30350,0.37231
1992,Second Stage of Tertiary Education,West,SPD,0.21140,169,727,0.18170,0.24110
1992,Second Stage of Tertiary Education,West,CDU/CSU,0.25251,171,727,0.22091,0.28412
1992,Second Stage of Tertiary Education,West,FDP,0.08610,54,727,0.06570,0.10651
1992,Second Stage of Tertiary Education,West,Bündnis90/Grüne,0.10386,78,727,0.08167,0.12606
1992,Second Stage of Tertiary Education,East,Not leaning towards specific party,0.59148,554,877,0.55893,0.62404
1992,Second Stage of Tertiary Education,East,SPD,0.12902,115,877,0.10682,0.15122
1992,Second Stage of Tertiary Education,East,CDU/CSU,0.09342,86,877,0.07415,0.11270
1992,Second Stage of Tertiary Education,East,Bündnis90/Grüne,0.06809,61,877,0.05141,0.08477
1992,Second Stage of Tertiary Education,East,PDS/Linke,0.07756,61,877,0.05985,0.09527
1993,No answer / don't know,West,Not leaning towards specific party,0.67539,131,131,0.59490,0.75588
1993,Pre-primary Level,West,Not leaning towards specific party,0.70484,90,90,0.61008,0.79960
1993,Pre-primary Level,East,Not leaning towards specific party,0.85060,51,51,0.75179,0.94941
1993,Primary Level,West,Not leaning towards specific party,0.85412,504,579,0.82534,0.88290
1993,Primary Level,West,SPD,0.11916,75,579,0.09275,0.14557
1993,Lower Secondary Level,West,Not leaning towards specific party,0.60946,1491,2213,0.58913,0.62979
1993,Lower Secondary Level,West,SPD,0.19926,411,2213,0.18262,0.21591
1993,Lower Secondary Level,West,CDU/CSU,0.16001,271,2213,0.14473,0.17528
1993,Lower Secondary Level,West,Bündnis90/Grüne,0.01323,40,2213,0.00846,0.01799
1993,Lower Secondary Level,East,Not leaning towards specific party,0.76960,336,370,0.72664,0.81257
1993,Lower Secondary Level,East,CDU/CSU,0.09108,34,370,0.06172,0.12043
1993,Upper Secondary Level,West,Not leaning towards specific party,0.52395,2538,4479,0.50933,0.53858
1993,Upper Secondary Level,West,SPD,0.22027,959,4479,0.20813,0.23241
1993,Upper Secondary Level,West,CDU/CSU,0.19055,739,4479,0.17905,0.20205
1993,Upper Secondary Level,West,FDP,0.01960,65,4479,0.01554,0.02366
1993,Upper Secondary Level,West,Bündnis90/Grüne,0.02514,115,4479,0.02055,0.02972
1993,Upper Secondary Level,West,Far right parties,0.01604,63,4479,0.01236,0.01972
1993,Upper Secondary Level,East,Not leaning towards specific party,0.72272,1574,2083,0.70349,0.74195
1993,Upper Secondary Level,East,SPD,0.11240,224,2083,0.09883,0.12597
1993,Upper Secondary Level,East,CDU/CSU,0.09702,202,2083,0.08431,0.10973
1993,Upper Secondary Level,East,Bündnis90/Grüne,0.01860,42,2083,0.01280,0.02441
1993,Upper Secondary Level,East,PDS/Linke,0.02199,41,2083,0.01569,0.02829
1993,Post-secondary Non-tertiary Level,West,Not leaning towards specific party,0.45235,156,292,0.39516,0.50954
1993,Post-secondary Non-tertiary Level,West,SPD,0.19728,64,292,0.15156,0.24300
1993,Post-secondary Non-tertiary Level,West,CDU/CSU,0.14624,40,292,0.10564,0.18684
1993,Post-secondary Non-tertiary Level,West,Bündnis90/Grüne,0.10618,32,292,0.07078,0.14157
1993,Post-secondary Non-tertiary Level,East,Not leaning towards specific party,0.65779,47,47,0.52068,0.79490
1993,First Stage of Tertiary Education,West,Not leaning towards specific party,0.45010,239,463,0.40474,0.49547
1993,First Stage of Tertiary Education,West,SPD,0.17228,90,463,0.13785,0.20672
1993,First Stage of Tertiary Education,West,CDU/CSU,0.27865,134,463,0.23777,0.31953
1993,First Stage of Tertiary Education,East,Not leaning towards specific party,0.60406,137,207,0.53727,0.67084
1993,First Stage of Tertiary Education,East,SPD,0.16922,37,207,0.11802,0.22042
1993,First Stage of Tertiary Education,East,CDU/CSU,0.15053,33,207,0.10170,0.19936
1993,Second Stage of Tertiary Education,West,Not leaning towards specific party,0.37563,302,750,0.34095,0.41031
1993,Second Stage of Tertiary Education,West,SPD,0.19079,156,750,0.16265,0.21893
1993,Second Stage of Tertiary Education,West,CDU/CSU,0.22514,153,750,0.19523,0.25505
1993,Second Stage of Tertiary Education,West,FDP,0.06739,44,750,0.04944,0.08534
1993,Second Stage of Tertiary Education,West,Bündnis90/Grüne,0.12496,95,750,0.10128,0.14864
1993,Second Stage of Tertiary Education,East,Not leaning towards specific party,0.61938,541,838,0.58649,0.65227
1993,Second Stage of Tertiary Education,East,SPD,0.12553,114,838,0.10308,0.14797
1993,Second Stage of Tertiary Education,East,CDU/CSU,0.06379,59,838,0.04724,0.08035
1993,Second Stage of Tertiary Education,East,Bündnis90/Grüne,0.05679,50,838,0.04111,0.07247
1993,Second Stage of Tertiary Education,East,PDS/Linke,0.10154,74,838,0.08108,0.12200
1994,No answer / don't know,West,Not leaning towards specific party,0.57554,148,148,0.49564,0.65544
1994,Pre-primary Level,West,Not leaning towards specific party,0.75440,119,119,0.67674,0.83207
1994,Pre-primary Level,East,Not leaning towards specific party,0.87377,73,73,0.79705,0.95048
1994,Primary Level,West,Not leaning towards specific party,0.82333,443,521,0.79055,0.85611
1994,Primary Level,West,SPD,0.14046,78,521,0.11059,0.17032
1994,Lower Secondary Level,West,Not leaning towards specific party,0.56551,1308,2055,0.54407,0.58695
1994,Lower Secondary Level,West,SPD,0.24357,459,2055,0.22500,0.26213
1994,Lower Secondary Level,West,CDU/CSU,0.16069,249,2055,0.14481,0.17657
1994,Lower Secondary Level,West,Bündnis90/Grüne,0.01530,39,2055,0.00999,0.02061
1994,Lower Secondary Level,East,Not leaning towards specific party,0.72203,304,339,0.67427,0.76979
1994,Lower Secondary Level,East,CDU/CSU,0.10751,35,339,0.07448,0.14053
1994,Upper Secondary Level,West,Not leaning towards specific party,0.49509,2392,4423,0.48035,0.50983
1994,Upper Secondary Level,West,SPD,0.25435,1094,4423,0.24152,0.26719
1994,Upper Secondary Level,West,CDU/CSU,0.19838,745,4423,0.18663,0.21014
1994,Upper Secondary Level,West,FDP,0.01277,43,4423,0.00946,0.01608
1994,Upper Secondary Level,West,Bündnis90/Grüne,0.02251,105,4423,0.01814,0.02688
1994,Upper Secondary Level,West,Far right parties,0.00947,44,4423,0.00662,0.01233
1994,Upper Secondary Level,East,Not leaning towards specific party,0.71128,1506,2051,0.69166,0.73089
1994,Upper Secondary Level,East,SPD,0.10615,209,2051,0.09282,0.11948
1994,Upper Secondary Level,East,CDU/CSU,0.10636,223,2051,0.09302,0.11971
1994,Upper Secondary Level,East,Bündnis90/Grüne,0.02621,49,2051,0.01930,0.03313
1994,Upper Secondary Level,East,PDS/Linke,0.03180,64,2051,0.02420,0.03939
1994,Post-secondary Non-tertiary Level,West,Not leaning towards specific party,0.45622,156,301,0.39985,0.51258
1994,Post-secondary Non-tertiary Level,West,SPD,0.22237,73,301,0.17531,0.26942
1994,Post-secondary Non-tertiary Level,West,CDU/CSU,0.14229,39,301,0.10276,0.18182
