year,regtyp,rentown,hlf0291,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1994,Urban regions,Owner,Yes,0.04923,59,6471,0.04909,0.04937
1994,Urban regions,Owner,No,0.95077,1283,6471,0.95063,0.95091
1994,Urban regions,Tenant,Yes,0.03616,90,6471,0.03607,0.03625
1994,Urban regions,Tenant,No,0.96384,2868,6471,0.96375,0.96393
1994,Rural regions,Owner,Yes,0.06621,58,6471,0.06600,0.06642
1994,Rural regions,Owner,No,0.93379,919,6471,0.93358,0.93400
1994,Rural regions,Tenant,Yes,0.05858,47,6471,0.05839,0.05877
1994,Rural regions,Tenant,No,0.94142,1147,6471,0.94123,0.94161
1995,Urban regions,Owner,Yes,0.05569,61,6662,0.05554,0.05583
1995,Urban regions,Owner,No,0.94431,1324,6662,0.94417,0.94446
1995,Urban regions,Tenant,Yes,0.04264,102,6662,0.04254,0.04274
1995,Urban regions,Tenant,No,0.95736,2942,6662,0.95726,0.95746
1995,Rural regions,Owner,Yes,0.05563,50,6662,0.05543,0.05583
1995,Rural regions,Owner,No,0.94437,913,6662,0.94417,0.94457
1995,Rural regions,Tenant,Yes,0.05390,51,6662,0.05372,0.05408
1995,Rural regions,Tenant,No,0.94610,1219,6662,0.94592,0.94628
1996,Urban regions,Owner,Yes,0.04694,59,6601,0.04680,0.04707
1996,Urban regions,Owner,No,0.95306,1329,6601,0.95293,0.95320
1996,Urban regions,Tenant,Yes,0.03924,98,6601,0.03915,0.03933
1996,Urban regions,Tenant,No,0.96076,2892,6601,0.96067,0.96085
1996,Rural regions,Owner,Yes,0.04898,44,6601,0.04879,0.04916
1996,Rural regions,Owner,No,0.95102,955,6601,0.95084,0.95121
1996,Rural regions,Tenant,Yes,0.04640,46,6601,0.04623,0.04657
1996,Rural regions,Tenant,No,0.95360,1178,6601,0.95343,0.95377
1997,Urban regions,Owner,Yes,0.03692,53,6529,0.03680,0.03704
1997,Urban regions,Owner,No,0.96308,1364,6529,0.96296,0.96320
1997,Urban regions,Tenant,Yes,0.03877,90,6529,0.03868,0.03887
1997,Urban regions,Tenant,No,0.96123,2815,6529,0.96113,0.96132
1997,Rural regions,Owner,Yes,0.05002,46,6529,0.04984,0.05020
1997,Rural regions,Owner,No,0.94998,973,6529,0.94980,0.95016
1997,Rural regions,Tenant,Yes,0.05851,48,6529,0.05832,0.05870
1997,Rural regions,Tenant,No,0.94149,1140,6529,0.94130,0.94168
1998,Urban regions,Owner,Yes,0.04493,71,7413,0.04480,0.04506
1998,Urban regions,Owner,No,0.95507,1606,7413,0.95494,0.95520
1998,Urban regions,Tenant,Yes,0.03410,97,7413,0.03402,0.03419
1998,Urban regions,Tenant,No,0.96590,3137,7413,0.96581,0.96598
1998,Rural regions,Owner,Yes,0.04922,49,7413,0.04904,0.04940
1998,Rural regions,Owner,No,0.95078,1174,7413,0.95060,0.95096
1998,Rural regions,Tenant,Yes,0.04862,48,7413,0.04844,0.04880
1998,Rural regions,Tenant,No,0.95138,1231,7413,0.95120,0.95156
1999,Urban regions,Owner,Yes,0.04704,70,7142,0.04691,0.04718
1999,Urban regions,Owner,No,0.95296,1590,7142,0.95282,0.95309
1999,Urban regions,Tenant,Yes,0.04183,97,7142,0.04173,0.04193
1999,Urban regions,Tenant,No,0.95817,2952,7142,0.95807,0.95827
1999,Rural regions,Owner,Yes,0.05241,47,7142,0.05223,0.05259
1999,Rural regions,Owner,No,0.94759,1152,7142,0.94741,0.94777
1999,Rural regions,Tenant,Yes,0.04928,48,7142,0.04910,0.04946
1999,Rural regions,Tenant,No,0.95072,1186,7142,0.95054,0.95090
2000,Urban regions,Owner,Yes,0.04414,154,12950,0.04401,0.04427
2000,Urban regions,Owner,No,0.95586,3345,12950,0.95573,0.95599
2000,Urban regions,Tenant,Yes,0.03456,155,12950,0.03447,0.03465
2000,Urban regions,Tenant,No,0.96544,4926,12950,0.96535,0.96553
2000,Rural regions,Owner,Yes,0.04615,105,12950,0.04598,0.04632
2000,Rural regions,Owner,No,0.95385,2221,12950,0.95368,0.95402
2000,Rural regions,Tenant,Yes,0.04009,74,12950,0.03993,0.04025
2000,Rural regions,Tenant,No,0.95991,1970,12950,0.95975,0.96007
2001,Urban regions,Owner,Yes,0.04324,136,11677,0.04311,0.04336
2001,Urban regions,Owner,No,0.95676,3000,11677,0.95664,0.95689
2001,Urban regions,Tenant,Yes,0.03466,151,11677,0.03457,0.03475
2001,Urban regions,Tenant,No,0.96534,4477,11677,0.96525,0.96543
2001,Rural regions,Owner,Yes,0.05074,102,11677,0.05057,0.05092
2001,Rural regions,Owner,No,0.94926,2027,11677,0.94908,0.94943
2001,Rural regions,Tenant,Yes,0.04094,64,11677,0.04077,0.04110
2001,Rural regions,Tenant,No,0.95906,1720,11677,0.95890,0.95923
2002,Urban regions,Owner,Yes,0.04445,139,12212,0.04433,0.04458
2002,Urban regions,Owner,No,0.95555,3522,12212,0.95542,0.95567
2002,Urban regions,Tenant,Yes,0.03595,146,12212,0.03586,0.03604
2002,Urban regions,Tenant,No,0.96405,4430,12212,0.96396,0.96414
2002,Rural regions,Owner,Yes,0.05037,95,12212,0.05019,0.05054
2002,Rural regions,Owner,No,0.94963,2088,12212,0.94946,0.94981
2002,Rural regions,Tenant,Yes,0.04685,71,12212,0.04668,0.04702
2002,Rural regions,Tenant,No,0.95315,1721,12212,0.95298,0.95332
2003,Urban regions,Owner,Yes,0.03918,129,11803,0.03906,0.03929
2003,Urban regions,Owner,No,0.96082,3419,11803,0.96071,0.96094
2003,Urban regions,Tenant,Yes,0.03890,148,11803,0.03880,0.03899
2003,Urban regions,Tenant,No,0.96110,4272,11803,0.96101,0.96120
2003,Rural regions,Owner,Yes,0.05322,97,11803,0.05304,0.05339
2003,Rural regions,Owner,No,0.94678,2014,11803,0.94661,0.94696
2003,Rural regions,Tenant,Yes,0.05389,81,11803,0.05371,0.05407
2003,Rural regions,Tenant,No,0.94611,1643,11803,0.94593,0.94629
2004,Urban regions,Owner,Yes,0.04463,142,11543,0.04451,0.04476
2004,Urban regions,Owner,No,0.95537,3321,11543,0.95524,0.95549
2004,Urban regions,Tenant,Yes,0.03986,148,11543,0.03977,0.03996
2004,Urban regions,Tenant,No,0.96014,4163,11543,0.96004,0.96023
2004,Rural regions,Owner,Yes,0.05429,99,11543,0.05411,0.05448
2004,Rural regions,Owner,No,0.94571,1999,11543,0.94552,0.94589
2004,Rural regions,Tenant,Yes,0.05351,81,11543,0.05333,0.05370
2004,Rural regions,Tenant,No,0.94649,1590,11543,0.94630,0.94667
2005,Urban regions,Owner,Yes,0.04066,124,11198,0.04054,0.04078
2005,Urban regions,Owner,No,0.95934,3207,11198,0.95922,0.95946
2005,Urban regions,Tenant,Yes,0.03924,150,11198,0.03914,0.03933
2005,Urban regions,Tenant,No,0.96076,4058,11198,0.96067,0.96086
2005,Rural regions,Owner,Yes,0.04451,85,11198,0.04435,0.04467
2005,Rural regions,Owner,No,0.95549,1969,11198,0.95533,0.95565
2005,Rural regions,Tenant,Yes,0.04530,64,11198,0.04513,0.04547
2005,Rural regions,Tenant,No,0.95470,1541,11198,0.95453,0.95487
2006,Urban regions,Owner,Yes,0.03965,140,12263,0.03953,0.03977
2006,Urban regions,Owner,No,0.96035,3555,12263,0.96023,0.96047
2006,Urban regions,Tenant,Yes,0.04138,163,12263,0.04128,0.04147
2006,Urban regions,Tenant,No,0.95862,4287,12263,0.95853,0.95872
2006,Rural regions,Owner,Yes,0.05882,124,12263,0.05864,0.05901
2006,Rural regions,Owner,No,0.94118,2184,12263,0.94099,0.94136
2006,Rural regions,Tenant,Yes,0.04304,70,12263,0.04288,0.04320
2006,Rural regions,Tenant,No,0.95696,1740,12263,0.95680,0.95712
2007,Urban regions,Owner,Yes,0.04084,134,11452,0.04073,0.04096
2007,Urban regions,Owner,No,0.95916,3324,11452,0.95904,0.95927
2007,Urban regions,Tenant,Yes,0.04323,152,11452,0.04313,0.04333
2007,Urban regions,Tenant,No,0.95677,3976,11452,0.95667,0.95687
2007,Rural regions,Owner,Yes,0.05080,107,11452,0.05062,0.05097
2007,Rural regions,Owner,No,0.94920,2055,11452,0.94903,0.94938
2007,Rural regions,Tenant,Yes,0.03718,64,11452,0.03703,0.03733
2007,Rural regions,Tenant,No,0.96282,1640,11452,0.96267,0.96297
2008,Urban regions,Owner,Yes,0.04122,126,10820,0.04110,0.04133
2008,Urban regions,Owner,No,0.95878,3172,10820,0.95867,0.95890
2008,Urban regions,Tenant,Yes,0.04216,137,10820,0.04207,0.04226
2008,Urban regions,Tenant,No,0.95784,3736,10820,0.95774,0.95793
2008,Rural regions,Owner,Yes,0.05055,94,10820,0.05038,0.05072
2008,Rural regions,Owner,No,0.94945,1986,10820,0.94928,0.94962
2008,Rural regions,Tenant,Yes,0.03316,52,10820,0.03301,0.03330
2008,Rural regions,Tenant,No,0.96684,1517,10820,0.96670,0.96699
2009,Urban regions,Owner,Yes,0.04000,115,10177,0.03989,0.04012
2009,Urban regions,Owner,No,0.96000,2977,10177,0.95988,0.96011
2009,Urban regions,Tenant,Yes,0.04572,145,10177,0.04561,0.04582
2009,Urban regions,Tenant,No,0.95428,3446,10177,0.95418,0.95439
2009,Rural regions,Owner,Yes,0.05001,93,10177,0.04985,0.05018
2009,Rural regions,Owner,No,0.94999,1878,10177,0.94982,0.95015
2009,Rural regions,Tenant,Yes,0.03664,58,10177,0.03649,0.03679
2009,Rural regions,Tenant,No,0.96336,1465,10177,0.96321,0.96351
2010,Urban regions,Owner,Yes,0.04016,117,13799,0.04004,0.04027
2010,Urban regions,Owner,No,0.95984,3704,13799,0.95973,0.95996
2010,Urban regions,Tenant,Yes,0.04059,159,13799,0.04049,0.04068
2010,Urban regions,Tenant,No,0.95941,5083,13799,0.95932,0.95951
2010,Rural regions,Owner,Yes,0.05085,108,13799,0.05068,0.05102
2010,Rural regions,Owner,No,0.94915,2402,13799,0.94898,0.94932
2010,Rural regions,Tenant,Yes,0.03530,83,13799,0.03515,0.03545
2010,Rural regions,Tenant,No,0.96470,2143,13799,0.96455,0.96485
2011,Urban regions,Owner,Yes,0.03766,148,16602,0.03755,0.03777
2011,Urban regions,Owner,No,0.96234,4462,16602,0.96223,0.96245
2011,Urban regions,Tenant,Yes,0.03454,179,16602,0.03445,0.03463
2011,Urban regions,Tenant,No,0.96546,5943,16602,0.96537,0.96555
2011,Rural regions,Owner,Yes,0.04103,126,16602,0.04088,0.04118
2011,Rural regions,Owner,No,0.95897,2985,16602,0.95882,0.95912
2011,Rural regions,Tenant,Yes,0.03998,104,16602,0.03983,0.04014
2011,Rural regions,Tenant,No,0.96002,2655,16602,0.95986,0.96017
2012,Urban regions,Owner,Yes,0.03939,139,16303,0.03928,0.03950
2012,Urban regions,Owner,No,0.96061,4365,16303,0.96050,0.96072
2012,Urban regions,Tenant,Yes,0.03632,190,16303,0.03623,0.03642
2012,Urban regions,Tenant,No,0.96368,5735,16303,0.96358,0.96377
2012,Rural regions,Owner,Yes,0.04650,122,16303,0.04634,0.04666
2012,Rural regions,Owner,No,0.95350,2970,16303,0.95334,0.95366
2012,Rural regions,Tenant,Yes,0.04613,115,16303,0.04596,0.04630
2012,Rural regions,Tenant,No,0.95387,2667,16303,0.95370,0.95404
2013,Urban regions,Owner,Yes,0.04082,155,17870,0.04071,0.04094
2013,Urban regions,Owner,No,0.95918,4515,17870,0.95906,0.95929
2013,Urban regions,Tenant,Yes,0.03222,226,17870,0.03213,0.03231
2013,Urban regions,Tenant,No,0.96778,6935,17870,0.96769,0.96787
2013,Rural regions,Owner,Yes,0.05068,133,17870,0.05051,0.05085
2013,Rural regions,Owner,No,0.94932,2905,17870,0.94915,0.94949
2013,Rural regions,Tenant,Yes,0.04844,135,17870,0.04827,0.04861
2013,Rural regions,Tenant,No,0.95156,2866,17870,0.95139,0.95173
2014,Urban regions,Owner,Yes,0.04265,158,15826,0.04254,0.04277
2014,Urban regions,Owner,No,0.95735,4104,15826,0.95723,0.95746
2014,Urban regions,Tenant,Yes,0.03600,218,15826,0.03591,0.03609
2014,Urban regions,Tenant,No,0.96400,5904,15826,0.96391,0.96409
2014,Rural regions,Owner,Yes,0.04900,126,15826,0.04884,0.04917
2014,Rural regions,Owner,No,0.95100,2663,15826,0.95083,0.95116
2014,Rural regions,Tenant,Yes,0.04910,130,15826,0.04893,0.04927
2014,Rural regions,Tenant,No,0.95090,2523,15826,0.95073,0.95107
2015,Urban regions,Owner,Yes,0.04438,147,15764,0.04426,0.04450
2015,Urban regions,Owner,No,0.95562,3895,15764,0.95550,0.95574
2015,Urban regions,Tenant,Yes,0.03495,196,15764,0.03486,0.03504
2015,Urban regions,Tenant,No,0.96505,6131,15764,0.96496,0.96514
2015,Rural regions,Owner,Yes,0.04242,114,15764,0.04226,0.04257
2015,Rural regions,Owner,No,0.95758,2583,15764,0.95743,0.95774
2015,Rural regions,Tenant,Yes,0.04476,122,15764,0.04460,0.04492
2015,Rural regions,Tenant,No,0.95524,2576,15764,0.95508,0.95540
2016,Urban regions,Owner,Yes,0.04743,144,14300,0.04731,0.04755
2016,Urban regions,Owner,No,0.95257,3621,14300,0.95245,0.95269
2016,Urban regions,Tenant,Yes,0.03712,191,14300,0.03702,0.03721
2016,Urban regions,Tenant,No,0.96288,5407,14300,0.96279,0.96298
2016,Rural regions,Owner,Yes,0.05143,121,14300,0.05127,0.05160
2016,Rural regions,Owner,No,0.94857,2416,14300,0.94840,0.94873
2016,Rural regions,Tenant,Yes,0.05271,123,14300,0.05253,0.05288
2016,Rural regions,Tenant,No,0.94729,2277,14300,0.94712,0.94747
2017,Urban regions,Owner,Yes,0.04311,149,17474,0.04300,0.04322
2017,Urban regions,Owner,No,0.95689,4101,17474,0.95678,0.95700
2017,Urban regions,Tenant,Yes,0.04142,285,17474,0.04132,0.04151
2017,Urban regions,Tenant,No,0.95858,6945,17474,0.95849,0.95868
2017,Rural regions,Owner,Yes,0.06201,145,17474,0.06183,0.06219
2017,Rural regions,Owner,No,0.93799,2668,17474,0.93781,0.93817
2017,Rural regions,Tenant,Yes,0.04414,152,17474,0.04397,0.04430
2017,Rural regions,Tenant,No,0.95586,3029,17474,0.95570,0.95603
2018,Urban regions,Owner,Yes,0.04424,153,17875,0.04413,0.04436
2018,Urban regions,Owner,No,0.95576,3918,17875,0.95564,0.95587
2018,Urban regions,Tenant,Yes,0.04704,407,17875,0.04694,0.04715
2018,Urban regions,Tenant,No,0.95296,7438,17875,0.95285,0.95306
2018,Rural regions,Owner,Yes,0.05313,126,17875,0.05296,0.05330
2018,Rural regions,Owner,No,0.94687,2560,17875,0.94670,0.94704
2018,Rural regions,Tenant,Yes,0.04809,177,17875,0.04792,0.04826
2018,Rural regions,Tenant,No,0.95191,3096,17875,0.95174,0.95208
2019,Urban regions,Owner,Yes,0.04489,181,17959,0.04477,0.04500
2019,Urban regions,Owner,No,0.95511,4543,17959,0.95500,0.95523
2019,Urban regions,Tenant,Yes,0.04857,354,17959,0.04846,0.04867
2019,Urban regions,Tenant,No,0.95143,6881,17959,0.95133,0.95154
2019,Rural regions,Owner,Yes,0.04494,124,17959,0.04478,0.04510
2019,Rural regions,Owner,No,0.95506,2878,17959,0.95490,0.95522
2019,Rural regions,Tenant,Yes,0.05663,154,17959,0.05645,0.05681
2019,Rural regions,Tenant,No,0.94337,2844,17959,0.94319,0.94355
2020,Urban regions,Owner,Yes,0.05131,166,19290,0.05118,0.05143
2020,Urban regions,Owner,No,0.94869,4117,19290,0.94857,0.94882
2020,Urban regions,Tenant,Yes,0.04632,369,19290,0.04622,0.04642
2020,Urban regions,Tenant,No,0.95368,8698,19290,0.95358,0.95378
2020,Rural regions,Owner,Yes,0.05751,128,19290,0.05733,0.05768
2020,Rural regions,Owner,No,0.94249,2566,19290,0.94232,0.94267
2020,Rural regions,Tenant,Yes,0.05069,165,19290,0.05052,0.05087
2020,Rural regions,Tenant,No,0.94931,3081,19290,0.94913,0.94948
2021,Urban regions,Owner,Yes,0.06035,138,12546,0.06022,0.06048
2021,Urban regions,Owner,No,0.93965,2992,12546,0.93952,0.93978
2021,Urban regions,Tenant,Yes,0.05120,306,12546,0.05109,0.05131
2021,Urban regions,Tenant,No,0.94880,5159,12546,0.94869,0.94891
2021,Rural regions,Owner,Yes,0.06179,105,12546,0.06161,0.06197
2021,Rural regions,Owner,No,0.93821,1861,12546,0.93803,0.93839
2021,Rural regions,Tenant,Yes,0.06078,135,12546,0.06059,0.06097
2021,Rural regions,Tenant,No,0.93922,1850,12546,0.93903,0.93941
