,Unnamed: 0,year,hhtyp,hlf0291,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
33,33,1988,Couple without children,Yes,0.05552,51,4692,0.05003,0.06007
34,34,1988,Couple without children,No,0.94448,1113,4692,0.9168,0.9678
35,35,1988,Single parent,No,1.0,270,4692,0.93801,1.05462
36,36,1988,Couple with children,Yes,0.02246,44,4692,0.01809,0.02632
37,37,1988,Couple with children,No,0.97754,2038,4692,0.94928,1.00035
38,38,1988,Multi-generational household,No,1.0,92,4692,0.82741,1.17322
39,39,1988,Other Combinations,No,1.0,82,4692,0.8633,1.15124
40,40,1989,Single-person household,No,1.0,1013,4582,0.97387,1.02604
41,41,1989,Couple without children,Yes,0.03529,34,4582,0.03206,0.03802
42,42,1989,Couple without children,No,0.96471,1121,4582,0.93745,0.99196
43,43,1989,Single parent,No,1.0,252,4582,0.93547,1.06385
44,44,1989,Couple with children,Yes,0.02241,41,4582,0.01848,0.02771
45,45,1989,Couple with children,No,0.97759,1951,4582,0.95211,1.00349
46,46,1989,Multi-generational household,No,1.0,97,4582,0.81735,1.21123
47,47,1989,Other Combinations,No,1.0,73,4582,0.86609,1.13765
48,48,1990,Single-person household,No,1.0,972,4515,0.97512,1.02095
49,49,1990,Couple without children,Yes,0.04274,38,4515,0.03708,0.04668
50,50,1990,Couple without children,No,0.95726,1142,4515,0.93245,0.9866
51,51,1990,Single parent,No,1.0,253,4515,0.93931,1.0688
52,52,1990,Couple with children,Yes,0.02251,40,4515,0.01771,0.02668
53,53,1990,Couple with children,No,0.97749,1907,4515,0.94992,1.00535
54,54,1990,Multi-generational household,No,1.0,94,4515,0.82507,1.17836
55,55,1990,Other Combinations,No,1.0,69,4515,0.8681,1.13
56,56,1991,Single-person household,Yes,0.03919,44,6538,0.03544,0.04268
57,57,1991,Single-person household,No,0.96081,1242,6538,0.93728,0.98517
58,58,1991,Couple without children,Yes,0.05467,75,6538,0.04968,0.06007
59,59,1991,Couple without children,No,0.94533,1569,6538,0.92099,0.97042
60,60,1991,Single parent,No,1.0,369,6538,0.94419,1.06194
61,61,1991,Couple with children,Yes,0.02273,65,6538,0.01864,0.02659
62,62,1991,Couple with children,No,0.97727,2925,6538,0.95494,1.00263
63,63,1991,Multi-generational household,No,1.0,128,6538,0.8473,1.17826
64,64,1991,Other Combinations,No,1.0,121,6538,0.8836,1.12
65,65,1992,Single-person household,Yes,0.04386,49,6529,0.03905,0.04876
66,66,1992,Single-person household,No,0.95614,1242,6529,0.93023,0.98
67,67,1992,Couple without children,Yes,0.05783,77,6529,0.05188,0.06378
68,68,1992,Couple without children,No,0.94217,1607,6529,0.91518,0.97162
69,69,1992,Single parent,No,1.0,375,6529,0.93299,1.06383
70,70,1992,Couple with children,Yes,0.02471,58,6529,0.02008,0.02889
71,71,1992,Couple with children,No,0.97529,2832,6529,0.95337,0.99901
72,72,1992,Multi-generational household,No,1.0,123,6529,0.84157,1.17377
73,73,1992,Other Combinations,Yes,0.28609,35,6529,0.22965,0.34786
74,74,1992,Other Combinations,No,0.71391,131,6529,0.65437,0.79452
75,75,1993,Single-person household,Yes,0.04099,46,6446,0.03604,0.04614
76,76,1993,Single-person household,No,0.95901,1306,6446,0.93092,0.98148
77,77,1993,Couple without children,Yes,0.05105,67,6446,0.04657,0.05667
78,78,1993,Couple without children,No,0.94895,1644,6446,0.92312,0.97731
79,79,1993,Single parent,No,1.0,355,6446,0.93473,1.06953
80,80,1993,Couple with children,Yes,0.02902,60,6446,0.02409,0.03288
81,81,1993,Couple with children,No,0.97098,2716,6446,0.94524,0.99857
82,82,1993,Multi-generational household,No,1.0,115,6446,0.81505,1.1724
83,83,1993,Other Combinations,No,1.0,137,6446,0.88981,1.1238
84,84,1994,Single-person household,Yes,0.04914,57,6434,0.04448,0.05383
85,85,1994,Single-person household,No,0.95086,1300,6434,0.91807,0.97591
86,86,1994,Couple without children,Yes,0.05013,74,6434,0.04559,0.05468
87,87,1994,Couple without children,No,0.94987,1690,6434,0.91636,0.97708
88,88,1994,Single parent,No,1.0,343,6434,0.92821,1.07371
89,89,1994,Couple with children,Yes,0.022,52,6434,0.01723,0.02804
90,90,1994,Couple with children,No,0.978,2639,6434,0.95235,1.00717
91,91,1994,Multi-generational household,No,1.0,112,6434,0.83176,1.16756
92,92,1994,Other Combinations,Yes,0.20426,31,6434,0.17028,0.23613
93,93,1994,Other Combinations,No,0.79574,136,6434,0.71301,0.89039
94,94,1995,Single-person household,Yes,0.05844,66,6595,0.05251,0.06412
95,95,1995,Single-person household,No,0.94156,1329,6595,0.91383,0.96594
96,96,1995,Couple without children,Yes,0.0513,74,6595,0.0455,0.05801
97,97,1995,Couple without children,No,0.9487,1750,6595,0.9169,0.97943
98,98,1995,Single parent,No,1.0,366,6595,0.94238,1.07717
99,99,1995,Couple with children,Yes,0.02231,57,6595,0.01852,0.02777
100,100,1995,Couple with children,No,0.97769,2703,6595,0.94722,1.00754
101,101,1995,Multi-generational household,No,1.0,108,6595,0.8309,1.20322
102,102,1995,Other Combinations,No,1.0,142,6595,0.87945,1.15409
103,103,1996,Single-person household,Yes,0.03985,51,6542,0.03522,0.04413
104,104,1996,Single-person household,No,0.96015,1372,6542,0.92751,0.98617
105,105,1996,Couple without children,Yes,0.05435,79,6542,0.04905,0.0614
106,106,1996,Couple without children,No,0.94565,1760,6542,0.9119,0.97547
107,107,1996,Single parent,No,1.0,374,6542,0.92394,1.06761
108,108,1996,Couple with children,Yes,0.02438,58,6542,0.0196,0.02902
109,109,1996,Couple with children,No,0.97562,2615,6542,0.94111,1.00044
110,110,1996,Multi-generational household,No,1.0,95,6542,0.81816,1.25746
111,111,1996,Other Combinations,No,1.0,138,6542,0.88624,1.12686
112,112,1997,Single-person household,Yes,0.04207,49,6472,0.03707,0.04825
113,113,1997,Single-person household,No,0.95793,1349,6472,0.92711,0.99175
114,114,1997,Couple without children,Yes,0.04961,78,6472,0.0453,0.05581
115,115,1997,Couple without children,No,0.95039,1798,6472,0.91861,0.97719
116,116,1997,Single parent,No,1.0,379,6472,0.9301,1.061
117,117,1997,Couple with children,Yes,0.02252,52,6472,0.01852,0.02782
118,118,1997,Couple with children,No,0.97748,2537,6472,0.94541,1.00162
119,119,1997,Multi-generational household,No,1.0,96,6472,0.8013,1.20196
120,120,1997,Other Combinations,No,1.0,134,6472,0.88794,1.14874
121,121,1998,Single-person household,Yes,0.04251,58,7380,0.03877,0.04766
122,122,1998,Single-person household,No,0.95749,1647,7380,0.93066,0.98056
123,123,1998,Couple without children,Yes,0.04681,88,7380,0.04209,0.05246
124,124,1998,Couple without children,No,0.95319,2090,7380,0.92779,0.97608
125,125,1998,Single parent,No,1.0,435,7380,0.94454,1.05629
126,126,1998,Couple with children,Yes,0.01936,53,7380,0.01593,0.02258
127,127,1998,Couple with children,No,0.98064,2762,7380,0.95729,1.00471
128,128,1998,Multi-generational household,No,1.0,86,7380,0.83432,1.19151
129,129,1998,Other Combinations,Yes,0.20492,33,7380,0.16108,0.25993
130,130,1998,Other Combinations,No,0.79508,128,7380,0.70302,0.88951
131,131,1999,Single-person household,Yes,0.05359,68,7080,0.0484,0.05903
132,132,1999,Single-person household,No,0.94641,1570,7080,0.91503,0.97449
133,133,1999,Couple without children,Yes,0.04663,83,7080,0.04151,0.053
134,134,1999,Couple without children,No,0.95337,2073,7080,0.92369,0.98048
135,135,1999,Single parent,No,1.0,432,7080,0.94024,1.06282
136,136,1999,Couple with children,Yes,0.01775,49,7080,0.01485,0.02088
137,137,1999,Couple with children,No,0.98225,2683,7080,0.95039,1.00937
138,138,1999,Multi-generational household,No,1.0,79,7080,0.80486,1.15295
139,139,1999,Other Combinations,No,1.0,43,7080,0.77301,1.2023
140,140,2000,Single-person household,Yes,0.03797,109,12927,0.03472,0.04079
141,141,2000,Single-person household,No,0.96203,3151,12927,0.94625,0.97768
142,142,2000,Couple without children,Yes,0.0397,145,12927,0.03703,0.04219
143,143,2000,Couple without children,No,0.9603,3823,12927,0.94313,0.97763
144,144,2000,Single parent,No,1.0,740,12927,0.96702,1.03836
145,145,2000,Couple with children,Yes,0.02209,106,12927,0.02042,0.02402
146,146,2000,Couple with children,No,0.97791,4524,12927,0.96033,0.99176
147,147,2000,Multi-generational household,Yes,0.29306,47,12927,0.25215,0.34501
148,148,2000,Multi-generational household,No,0.70694,122,12927,0.62353,0.76786
149,149,2000,Other Combinations,Yes,0.36022,58,12927,0.30947,0.41466
150,150,2000,Other Combinations,No,0.63978,102,12927,0.5893,0.69384
151,151,2001,Single-person household,Yes,0.03417,87,11653,0.03155,0.03674
152,152,2001,Single-person household,No,0.96583,2839,11653,0.94981,0.98116
153,153,2001,Couple without children,Yes,0.04597,147,11653,0.04227,0.04882
154,154,2001,Couple without children,No,0.95403,3440,11653,0.93626,0.97512
155,155,2001,Single parent,No,1.0,682,11653,0.95924,1.04464
156,156,2001,Couple with children,Yes,0.02708,109,11653,0.02453,0.02978
157,157,2001,Couple with children,No,0.97292,4065,11653,0.9525,0.99103
158,158,2001,Multi-generational household,Yes,0.22623,36,11653,0.18284,0.28544
159,159,2001,Multi-generational household,No,0.77377,123,11653,0.68746,0.86081
160,160,2001,Other Combinations,Yes,0.37386,50,11653,0.32158,0.41452
161,161,2001,Other Combinations,No,0.62614,75,11653,0.53074,0.72679
162,162,2002,Single-person household,Yes,0.03959,100,12156,0.03724,0.04206
163,163,2002,Single-person household,No,0.96041,2837,12156,0.94155,0.97569
164,164,2002,Couple without children,Yes,0.04668,149,12156,0.0432,0.05077
165,165,2002,Couple without children,No,0.95332,3753,12156,0.93216,0.9763
166,166,2002,Single parent,No,1.0,681,12156,0.95286,1.05336
167,167,2002,Couple with children,Yes,0.0243,96,12156,0.0214,0.02716
168,168,2002,Couple with children,No,0.9757,4288,12156,0.9539,1.00172
169,169,2002,Multi-generational household,No,1.0,123,12156,0.83909,1.16731
170,170,2002,Other Combinations,Yes,0.40573,50,12156,0.33591,0.47014
171,171,2002,Other Combinations,No,0.59427,79,12156,0.48765,0.69712
172,172,2003,Single-person household,Yes,0.04223,101,11758,0.03895,0.04489
173,173,2003,Single-person household,No,0.95777,2814,11758,0.93774,0.97743
174,174,2003,Couple without children,Yes,0.04874,159,11758,0.04518,0.05359
175,175,2003,Couple without children,No,0.95126,3659,11758,0.92573,0.97822
176,176,2003,Single parent,No,1.0,676,11758,0.96192,1.04826
177,177,2003,Couple with children,Yes,0.02481,99,11758,0.02225,0.02785
178,178,2003,Couple with children,No,0.97519,4035,11758,0.9519,0.99977
179,179,2003,Multi-generational household,No,1.0,101,11758,0.8572,1.16011
180,180,2003,Other Combinations,Yes,0.46896,51,11758,0.38486,0.54922
181,181,2003,Other Combinations,No,0.53104,63,11758,0.3999,0.64112
182,182,2004,Single-person household,Yes,0.04307,105,11497,0.03972,0.04603
183,183,2004,Single-person household,No,0.95693,2753,11497,0.93846,0.97424
184,184,2004,Couple without children,Yes,0.05565,182,11497,0.05118,0.06019
185,185,2004,Couple without children,No,0.94435,3637,11497,0.92177,0.96298
186,186,2004,Single parent,No,1.0,657,11497,0.93789,1.04837
187,187,2004,Couple with children,Yes,0.02294,90,11497,0.02065,0.026
188,188,2004,Couple with children,No,0.97706,3872,11497,0.95173,1.00572
189,189,2004,Multi-generational household,No,1.0,92,11497,0.81348,1.20547
190,190,2004,Other Combinations,Yes,0.46052,47,11497,0.35958,0.55745
191,191,2004,Other Combinations,No,0.53948,62,11497,0.39852,0.68301
192,192,2005,Single-person household,Yes,0.03931,99,11162,0.03658,0.04206
193,193,2005,Single-person household,No,0.96069,2806,11162,0.94152,0.98042
194,194,2005,Couple without children,Yes,0.04893,160,11162,0.04506,0.05242
195,195,2005,Couple without children,No,0.95107,3532,11162,0.92687,0.97599
196,196,2005,Single parent,No,1.0,673,11162,0.95398,1.05037
197,197,2005,Couple with children,Yes,0.02377,86,11162,0.02085,0.02712
198,198,2005,Couple with children,No,0.97623,3616,11162,0.94356,1.0078
199,199,2005,Multi-generational household,No,1.0,90,11162,0.77887,1.22821
200,200,2005,Other Combinations,Yes,0.49141,41,11162,0.39055,0.59481
201,201,2005,Other Combinations,No,0.50859,59,11162,0.39989,0.64128
202,202,2006,Single-person household,Yes,0.03774,105,12219,0.03481,0.0402
203,203,2006,Single-person household,No,0.96226,3183,12219,0.94221,0.98749
204,204,2006,Couple without children,Yes,0.05605,205,12219,0.05146,0.061
205,205,2006,Couple without children,No,0.94395,3953,12219,0.921,0.97001
206,206,2006,Single parent,No,1.0,749,12219,0.93684,1.04901
207,207,2006,Couple with children,Yes,0.028,102,12219,0.02473,0.03143
208,208,2006,Couple with children,No,0.972,3735,12219,0.94563,0.99548
209,209,2006,Multi-generational household,No,1.0,82,12219,0.77609,1.20271
210,210,2006,Other Combinations,Yes,0.39722,39,12219,0.30339,0.5078
211,211,2006,Other Combinations,No,0.60278,66,12219,0.46983,0.76176
212,212,2007,Single-person household,Yes,0.03501,88,11410,0.03186,0.03849
213,213,2007,Single-person household,No,0.96499,3021,11410,0.94385,0.98419
214,214,2007,Couple without children,Yes,0.05631,195,11410,0.05195,0.06143
215,215,2007,Couple without children,No,0.94369,3680,11410,0.91742,0.96948
216,216,2007,Single parent,No,1.0,691,11410,0.94411,1.04782
217,217,2007,Couple with children,Yes,0.02744,96,11410,0.02306,0.03091
218,218,2007,Couple with children,No,0.97256,3480,11410,0.94381,1.00132
219,219,2007,Multi-generational household,No,1.0,68,11410,0.80006,1.22228
220,220,2007,Other Combinations,Yes,0.41305,36,11410,0.29539,0.52621
221,221,2007,Other Combinations,No,0.58695,55,11410,0.45483,0.73509
222,222,2008,Single-person household,Yes,0.03399,83,10757,0.03105,0.03708
223,223,2008,Single-person household,No,0.96601,2902,10757,0.94143,0.98731
224,224,2008,Couple without children,Yes,0.05487,175,10757,0.05082,0.06043
225,225,2008,Couple without children,No,0.94513,3558,10757,0.9217,0.97057
226,226,2008,Single parent,No,1.0,666,10757,0.94636,1.05629
227,227,2008,Couple with children,Yes,0.0286,88,10757,0.02465,0.03353
228,228,2008,Couple with children,No,0.9714,3178,10757,0.9425,1.00631
229,229,2008,Multi-generational household,No,1.0,60,10757,0.76999,1.25282
230,230,2008,Other Combinations,No,1.0,47,10757,0.81564,1.25827
231,231,2009,Single-person household,Yes,0.03928,103,10120,0.03547,0.04311
232,232,2009,Single-person household,No,0.96072,2744,10120,0.94087,0.98286
233,233,2009,Couple without children,Yes,0.05562,179,10120,0.05062,0.06113
234,234,2009,Couple without children,No,0.94438,3371,10120,0.91615,0.97385
235,235,2009,Single parent,No,1.0,617,10120,0.92466,1.06496
236,236,2009,Couple with children,Yes,0.02509,72,10120,0.02036,0.03045
237,237,2009,Couple with children,No,0.97491,2937,10120,0.94442,1.01036
238,238,2009,Multi-generational household,No,1.0,51,10120,0.80748,1.19683
239,239,2009,Other Combinations,No,1.0,46,10120,0.73598,1.33027
240,240,2010,Single-person household,Yes,0.03254,81,13755,0.02913,0.03596
241,241,2010,Single-person household,No,0.96746,2617,13755,0.9448,0.98705
242,242,2010,Couple without children,Yes,0.05178,157,13755,0.04747,0.05723
243,243,2010,Couple without children,No,0.94822,3215,13755,0.9207,0.98009
244,244,2010,Single parent,Yes,0.04045,44,13755,0.02827,0.05617
245,245,2010,Single parent,No,0.95955,1804,13755,0.89422,1.0081
246,246,2010,Couple with children,Yes,0.03173,141,13755,0.02358,0.04237
247,247,2010,Couple with children,No,0.96827,5572,13755,0.934,1.00359
248,248,2010,Multi-generational household,No,1.0,79,13755,0.68273,1.31079
249,249,2010,Other Combinations,No,1.0,45,13755,0.70712,1.31108
250,250,2011,Single-person household,Yes,0.03066,98,16549,0.02743,0.03402
251,251,2011,Single-person household,No,0.96934,3437,16549,0.94787,0.99051
252,252,2011,Couple without children,Yes,0.04517,191,16549,0.04108,0.04936
253,253,2011,Couple without children,No,0.95483,4183,16549,0.93182,0.97911
254,254,2011,Single parent,Yes,0.03192,48,16549,0.02103,0.04221
255,255,2011,Single parent,No,0.96808,2258,16549,0.92866,1.01593
256,256,2011,Couple with children,Yes,0.02951,167,16549,0.02426,0.03542
257,257,2011,Couple with children,No,0.97049,6000,16549,0.9384,1.00572
258,258,2011,Multi-generational household,No,1.0,97,16549,0.77155,1.29332
259,259,2011,Other Combinations,No,1.0,70,16549,0.84391,1.20468
260,260,2012,Single-person household,Yes,0.03625,120,16280,0.03328,0.03938
261,261,2012,Single-person household,No,0.96375,3563,16280,0.94605,0.98698
262,262,2012,Couple without children,Yes,0.04356,195,16280,0.0391,0.04732
263,263,2012,Couple without children,No,0.95644,4255,16280,0.93115,0.97895
264,264,2012,Single parent,Yes,0.0319,46,16280,0.02219,0.04343
265,265,2012,Single parent,No,0.9681,2133,16280,0.92589,1.01447
266,266,2012,Couple with children,Yes,0.02717,142,16280,0.02166,0.03456
267,267,2012,Couple with children,No,0.97283,5632,16280,0.94389,1.00421
268,268,2012,Multi-generational household,No,1.0,96,16280,0.79957,1.21946
269,269,2012,Other Combinations,Yes,0.5698,40,16280,0.43594,0.73879
270,270,2012,Other Combinations,No,0.4302,58,16280,0.36051,0.50754
271,271,2013,Single-person household,Yes,0.02658,95,17870,0.02403,0.02949
272,272,2013,Single-person household,No,0.97342,3749,17870,0.9538,0.99359
273,273,2013,Couple without children,Yes,0.0505,220,17870,0.04622,0.055
274,274,2013,Couple without children,No,0.9495,4419,17870,0.92123,0.9713
275,275,2013,Single parent,Yes,0.0411,60,17870,0.02941,0.05658
276,276,2013,Single parent,No,0.9589,2185,17870,0.90598,1.00513
277,277,2013,Couple with children,Yes,0.02917,183,17870,0.02381,0.03486
278,278,2013,Couple with children,No,0.97083,6458,17870,0.93706,0.99957
279,279,2013,Multi-generational household,Yes,0.26067,33,17870,0.17677,0.35582
280,280,2013,Multi-generational household,No,0.73933,112,17870,0.59314,0.92246
281,281,2013,Other Combinations,Yes,0.30694,58,17870,0.22395,0.40692
282,282,2013,Other Combinations,No,0.69306,298,17870,0.63982,0.76045
283,283,2014,Single-person household,Yes,0.03067,112,15802,0.02729,0.03403
284,284,2014,Single-person household,No,0.96933,3453,15802,0.94397,0.99674
285,285,2014,Couple without children,Yes,0.05496,225,15802,0.05064,0.06017
286,286,2014,Couple without children,No,0.94504,4137,15802,0.91623,0.97079
287,287,2014,Single parent,Yes,0.04427,60,15802,0.03203,0.05783
288,288,2014,Single parent,No,0.95573,1755,15802,0.90397,1.01043
289,289,2014,Couple with children,Yes,0.02955,165,15802,0.02317,0.03557
290,290,2014,Couple with children,No,0.97045,5535,15802,0.93879,1.00164
291,291,2014,Multi-generational household,No,1.0,99,15802,0.78267,1.25001
292,292,2014,Other Combinations,Yes,0.27925,46,15802,0.19665,0.35793
293,293,2014,Other Combinations,No,0.72075,215,15802,0.63967,0.81647
294,294,2015,Single-person household,Yes,0.03246,98,15735,0.02904,0.03644
295,295,2015,Single-person household,No,0.96754,3529,15735,0.94575,0.99423
296,296,2015,Couple without children,Yes,0.04747,197,15735,0.04308,0.05408
297,297,2015,Couple without children,No,0.95253,4179,15735,0.9233,0.98016
298,298,2015,Single parent,Yes,0.05843,64,15735,0.04435,0.07675
299,299,2015,Single parent,No,0.94157,1647,15735,0.88934,1.00249
300,300,2015,Couple with children,Yes,0.02481,142,15735,0.01952,0.03221
301,301,2015,Couple with children,No,0.97519,5517,15735,0.94363,1.00991
302,302,2015,Multi-generational household,No,1.0,111,15735,0.74706,1.27397
303,303,2015,Other Combinations,Yes,0.25885,49,15735,0.17681,0.3498
304,304,2015,Other Combinations,No,0.74115,202,15735,0.64449,0.84573
305,305,2016,Single-person household,Yes,0.03627,110,16400,0.03118,0.04125
306,306,2016,Single-person household,No,0.96373,3693,16400,0.94159,0.98683
307,307,2016,Couple without children,Yes,0.05392,205,16400,0.04778,0.06156
308,308,2016,Couple without children,No,0.94608,3953,16400,0.91184,0.97598
309,309,2016,Single parent,Yes,0.06378,86,16400,0.04545,0.08677
310,310,2016,Single parent,No,0.93622,1621,16400,0.88622,0.99048
311,311,2016,Couple with children,Yes,0.03113,251,16400,0.02388,0.03961
312,312,2016,Couple with children,No,0.96887,5951,16400,0.93376,1.01163
313,313,2016,Multi-generational household,Yes,0.17047,42,16400,0.10202,0.25254
314,314,2016,Multi-generational household,No,0.82953,104,16400,0.57503,1.09697
315,315,2016,Other Combinations,Yes,0.24313,61,16400,0.16387,0.33473
316,316,2016,Other Combinations,No,0.75687,323,16400,0.64221,0.91413
317,317,2017,Single-person household,Yes,0.03769,114,18271,0.03378,0.04209
318,318,2017,Single-person household,No,0.96231,4178,18271,0.93774,0.98715
319,319,2017,Couple without children,Yes,0.05654,223,18271,0.05019,0.06264
320,320,2017,Couple without children,No,0.94346,4487,18271,0.91887,0.96994
321,321,2017,Single parent,Yes,0.06077,83,18271,0.04296,0.08053
322,322,2017,Single parent,No,0.93923,1678,18271,0.89008,0.99801
323,323,2017,Couple with children,Yes,0.02928,255,18271,0.02274,0.03567
324,324,2017,Couple with children,No,0.97072,6574,18271,0.93381,1.00253
325,325,2017,Multi-generational household,Yes,0.30582,44,18271,0.19615,0.44914
326,326,2017,Multi-generational household,No,0.69418,119,18271,0.48582,0.91237
327,327,2017,Other Combinations,Yes,0.16715,63,18271,0.12497,0.21735
328,328,2017,Other Combinations,No,0.83285,453,18271,0.69546,0.98216
329,329,2018,Single-person household,Yes,0.03976,139,17875,0.03478,0.04428
330,330,2018,Single-person household,No,0.96024,4321,17875,0.93454,0.98837
331,331,2018,Couple without children,Yes,0.06151,242,17875,0.05412,0.07008
332,332,2018,Couple without children,No,0.93849,4394,17875,0.91157,0.96415
333,333,2018,Single parent,Yes,0.0503,88,17875,0.039,0.06292
334,334,2018,Single parent,No,0.9497,1652,17875,0.90303,1.01144
335,335,2018,Couple with children,Yes,0.02761,272,17875,0.02206,0.03436
336,336,2018,Couple with children,No,0.97239,6195,17875,0.93588,1.00645
337,337,2018,Multi-generational household,Yes,0.26659,54,17875,0.19096,0.37314
338,338,2018,Multi-generational household,No,0.73341,107,17875,0.50243,0.9291
339,339,2018,Other Combinations,Yes,0.21041,68,17875,0.16293,0.26049
340,340,2018,Other Combinations,No,0.78959,343,17875,0.6672,0.92226
341,341,2019,Single-person household,Yes,0.03691,125,18427,0.03172,0.04263
342,342,2019,Single-person household,No,0.96309,4470,18427,0.93856,0.98795
343,343,2019,Couple without children,Yes,0.06663,274,18427,0.05919,0.07421
344,344,2019,Couple without children,No,0.93337,4896,18427,0.90341,0.9677
345,345,2019,Single parent,Yes,0.0606,87,18427,0.04508,0.08268
346,346,2019,Single parent,No,0.9394,1535,18427,0.88498,1.0047
347,347,2019,Couple with children,Yes,0.02974,248,18427,0.02405,0.037
348,348,2019,Couple with children,No,0.97026,6280,18427,0.93594,1.01035
349,349,2019,Multi-generational household,Yes,0.3508,41,18427,0.19131,0.54236
350,350,2019,Multi-generational household,No,0.6492,98,18427,0.44634,0.85451
351,351,2019,Other Combinations,Yes,0.14858,57,18427,0.10907,0.18413
352,352,2019,Other Combinations,No,0.85142,316,18427,0.68771,0.98518
353,353,2020,Single-person household,Yes,0.04142,140,19290,0.03651,0.04695
354,354,2020,Single-person household,No,0.95858,5198,19290,0.93147,0.98962
355,355,2020,Couple without children,Yes,0.06565,254,19290,0.0587,0.07433
356,356,2020,Couple without children,No,0.93435,4916,19290,0.90104,0.96616
357,357,2020,Single parent,Yes,0.06953,87,19290,0.04702,0.09458
358,358,2020,Single parent,No,0.93047,1511,19290,0.87103,0.99701
359,359,2020,Couple with children,Yes,0.02726,248,19290,0.02171,0.03311
360,360,2020,Couple with children,No,0.97274,6309,19290,0.93724,1.01289
361,361,2020,Multi-generational household,Yes,0.31912,40,19290,0.15995,0.50311
362,362,2020,Multi-generational household,No,0.68088,108,19290,0.53245,0.86333
363,363,2020,Other Combinations,Yes,0.18264,59,19290,0.12723,0.24278
364,364,2020,Other Combinations,No,0.81736,420,19290,0.68294,0.96324
365,365,2021,Single-person household,Yes,0.04213,102,12416,0.03601,0.04827
366,366,2021,Single-person household,No,0.95787,3431,12416,0.92152,0.99052
367,367,2021,Couple without children,Yes,0.07384,205,12416,0.06468,0.08378
368,368,2021,Couple without children,No,0.92616,3263,12416,0.88119,0.96638
369,369,2021,Single parent,Yes,0.08668,65,12416,0.05336,0.12134
370,370,2021,Single parent,No,0.91332,958,12416,0.83825,0.99155
371,371,2021,Couple with children,Yes,0.03818,229,12416,0.02852,0.04942
372,372,2021,Couple with children,No,0.96182,3754,12416,0.91996,1.00212
373,373,2021,Multi-generational household,No,1.0,68,12416,0.64423,1.43085
374,374,2021,Other Combinations,Yes,0.20727,53,12416,0.13081,0.28796
375,375,2021,Other Combinations,No,0.79273,288,12416,0.65284,0.92319
