,Unnamed: 0,year,hhtyp,regtyp,hlf0291,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
38,38,1988,Single-person household,Urban regions,No,1.0,838,4625,0.97715,1.02664
39,39,1988,Single-person household,Rural regions,No,1.0,164,4625,0.94211,1.0601
40,40,1988,Couple without children,Urban regions,Yes,0.0459,34,4625,0.0397,0.05136
41,41,1988,Couple without children,Urban regions,No,0.9541,896,4625,0.91982,0.98252
42,42,1988,Couple without children,Rural regions,No,1.0,217,4625,0.94836,1.07035
43,43,1988,Single parent,Urban regions,No,1.0,208,4625,0.92105,1.077
44,44,1988,Single parent,Rural regions,No,1.0,62,4625,0.88886,1.10419
45,45,1988,Couple with children,Urban regions,Yes,0.02244,35,4625,0.01741,0.02855
46,46,1988,Couple with children,Urban regions,No,0.97756,1608,4625,0.94785,1.01103
47,47,1988,Couple with children,Rural regions,No,1.0,430,4625,0.95823,1.03879
48,48,1988,Multi-generational household,Urban regions,No,1.0,63,4625,0.76719,1.20642
49,49,1988,Other Combinations,Urban regions,No,1.0,70,4625,0.84477,1.15486
50,50,1989,Single-person household,Urban regions,No,1.0,852,4499,0.97057,1.02728
51,51,1989,Single-person household,Rural regions,No,1.0,161,4499,0.93861,1.05521
52,52,1989,Couple without children,Urban regions,No,1.0,899,4499,0.97233,1.03415
53,53,1989,Couple without children,Rural regions,No,1.0,222,4499,0.94416,1.05428
54,54,1989,Single parent,Urban regions,No,1.0,197,4499,0.92395,1.08058
55,55,1989,Single parent,Rural regions,No,1.0,55,4499,0.9088,1.10655
56,56,1989,Couple with children,Urban regions,Yes,0.02227,33,4499,0.0167,0.0267
57,57,1989,Couple with children,Urban regions,No,0.97773,1549,4499,0.94853,1.00624
58,58,1989,Couple with children,Rural regions,No,1.0,402,4499,0.95106,1.04291
59,59,1989,Multi-generational household,Urban regions,No,1.0,68,4499,0.75456,1.25229
60,60,1989,Other Combinations,Urban regions,No,1.0,61,4499,0.83737,1.14162
61,61,1990,Single-person household,Urban regions,No,1.0,796,4434,0.9776,1.02559
62,62,1990,Single-person household,Rural regions,No,1.0,176,4434,0.94762,1.05003
63,63,1990,Couple without children,Urban regions,No,1.0,904,4434,0.96396,1.03097
64,64,1990,Couple without children,Rural regions,No,1.0,238,4434,0.93819,1.06409
65,65,1990,Single parent,Urban regions,No,1.0,205,4434,0.92708,1.07093
66,66,1990,Single parent,Rural regions,No,1.0,48,4434,0.86942,1.12648
67,67,1990,Couple with children,Urban regions,Yes,0.02274,32,4434,0.01676,0.02903
68,68,1990,Couple with children,Urban regions,No,0.97726,1512,4434,0.94197,1.00691
69,69,1990,Couple with children,Rural regions,No,1.0,395,4434,0.95889,1.04672
70,70,1990,Multi-generational household,Urban regions,No,1.0,72,4434,0.77795,1.25546
71,71,1990,Other Combinations,Urban regions,No,1.0,56,4434,0.85368,1.16077
72,72,1991,Single-person household,Urban regions,No,1.0,912,6425,0.9713,1.02579
73,73,1991,Single-person household,Rural regions,No,1.0,323,6425,0.95613,1.04963
74,74,1991,Couple without children,Urban regions,Yes,0.04385,40,6425,0.03879,0.0483
75,75,1991,Couple without children,Urban regions,No,0.95615,1055,6425,0.92644,0.9852
76,76,1991,Couple without children,Rural regions,Yes,0.07668,33,6425,0.06374,0.08927
77,77,1991,Couple without children,Rural regions,No,0.92332,508,6425,0.88954,0.96527
78,78,1991,Single parent,Urban regions,No,1.0,254,6425,0.93104,1.07216
79,79,1991,Single parent,Rural regions,No,1.0,113,6425,0.88693,1.1023
80,80,1991,Couple with children,Urban regions,Yes,0.02012,39,6425,0.01559,0.025
81,81,1991,Couple with children,Urban regions,No,0.97988,1832,6425,0.94926,1.01345
82,82,1991,Couple with children,Rural regions,No,1.0,1068,6425,0.95708,1.03823
83,83,1991,Multi-generational household,Urban regions,No,1.0,79,6425,0.78342,1.28525
84,84,1991,Multi-generational household,Rural regions,No,1.0,48,6425,0.78296,1.18747
85,85,1991,Other Combinations,Urban regions,No,1.0,71,6425,0.8429,1.17847
86,86,1991,Other Combinations,Rural regions,No,1.0,50,6425,0.85623,1.13917
87,87,1992,Single-person household,Urban regions,Yes,0.04327,33,6397,0.03892,0.0477
88,88,1992,Single-person household,Urban regions,No,0.95673,902,6397,0.92435,0.98587
89,89,1992,Single-person household,Rural regions,No,1.0,331,6397,0.95025,1.05209
90,90,1992,Couple without children,Urban regions,Yes,0.04971,44,6397,0.04433,0.05487
91,91,1992,Couple without children,Urban regions,No,0.95029,1109,6397,0.91845,0.98857
92,92,1992,Couple without children,Rural regions,Yes,0.07899,33,6397,0.06785,0.09319
93,93,1992,Couple without children,Rural regions,No,0.92101,486,6397,0.86817,0.9677
94,94,1992,Single parent,Urban regions,No,1.0,256,6397,0.92516,1.08319
95,95,1992,Single parent,Rural regions,No,1.0,117,6397,0.89168,1.10755
96,96,1992,Couple with children,Urban regions,Yes,0.02064,35,6397,0.01502,0.02608
97,97,1992,Couple with children,Urban regions,No,0.97936,1782,6397,0.94421,1.00755
98,98,1992,Couple with children,Rural regions,No,1.0,1018,6397,0.9585,1.03969
99,99,1992,Multi-generational household,Urban regions,No,1.0,73,6397,0.74565,1.25985
100,100,1992,Multi-generational household,Rural regions,No,1.0,47,6397,0.74501,1.23617
101,101,1992,Other Combinations,Urban regions,No,1.0,78,6397,0.84498,1.1684
102,102,1992,Other Combinations,Rural regions,No,1.0,53,6397,0.85722,1.14537
103,103,1993,Single-person household,Urban regions,No,1.0,939,6346,0.96915,1.0371
104,104,1993,Single-person household,Rural regions,No,1.0,367,6346,0.95317,1.06163
105,105,1993,Couple without children,Urban regions,Yes,0.04014,38,6346,0.03593,0.04522
106,106,1993,Couple without children,Urban regions,No,0.95986,1137,6346,0.93088,0.99443
107,107,1993,Couple without children,Rural regions,No,1.0,507,6346,0.94839,1.06093
108,108,1993,Single parent,Urban regions,No,1.0,238,6346,0.91463,1.09206
109,109,1993,Single parent,Rural regions,No,1.0,117,6346,0.88775,1.14307
110,110,1993,Couple with children,Urban regions,Yes,0.02556,35,6346,0.01912,0.03256
111,111,1993,Couple with children,Urban regions,No,0.97444,1734,6346,0.94052,1.01352
112,112,1993,Couple with children,Rural regions,No,1.0,982,6346,0.95121,1.04641
113,113,1993,Multi-generational household,Urban regions,No,1.0,68,6346,0.74358,1.25581
114,114,1993,Multi-generational household,Rural regions,No,1.0,47,6346,0.80428,1.22513
115,115,1993,Other Combinations,Urban regions,No,1.0,88,6346,0.86861,1.14225
116,116,1993,Other Combinations,Rural regions,No,1.0,49,6346,0.85684,1.13405
117,117,1994,Single-person household,Urban regions,Yes,0.03898,31,6330,0.0338,0.04417
118,118,1994,Single-person household,Urban regions,No,0.96102,932,6330,0.93373,0.99691
119,119,1994,Single-person household,Rural regions,No,1.0,368,6330,0.93374,1.04424
120,120,1994,Couple without children,Urban regions,Yes,0.04769,47,6330,0.04204,0.05328
121,121,1994,Couple without children,Urban regions,No,0.95231,1151,6330,0.91051,0.99172
122,122,1994,Couple without children,Rural regions,No,1.0,539,6330,0.95111,1.05048
123,123,1994,Single parent,Urban regions,No,1.0,231,6330,0.91704,1.08529
124,124,1994,Single parent,Rural regions,No,1.0,112,6330,0.88645,1.12325
125,125,1994,Couple with children,Urban regions,Yes,0.01927,32,6330,0.0126,0.0267
126,126,1994,Couple with children,Urban regions,No,0.98073,1687,6330,0.94657,1.0177
127,127,1994,Couple with children,Rural regions,No,1.0,952,6330,0.95672,1.04543
128,128,1994,Multi-generational household,Urban regions,No,1.0,65,6330,0.74347,1.30645
129,129,1994,Multi-generational household,Rural regions,No,1.0,47,6330,0.80538,1.26339
130,130,1994,Other Combinations,Urban regions,No,1.0,88,6330,0.84973,1.14077
131,131,1994,Other Combinations,Rural regions,No,1.0,48,6330,0.8218,1.20585
132,132,1995,Single-person household,Urban regions,Yes,0.05687,46,6524,0.05025,0.06391
133,133,1995,Single-person household,Urban regions,No,0.94313,948,6524,0.91177,0.97661
134,134,1995,Single-person household,Rural regions,No,1.0,381,6524,0.94425,1.04979
135,135,1995,Couple without children,Urban regions,Yes,0.04991,45,6524,0.04348,0.05629
136,136,1995,Couple without children,Urban regions,No,0.95009,1195,6524,0.91354,0.98704
137,137,1995,Couple without children,Rural regions,No,1.0,555,6524,0.95145,1.04919
138,138,1995,Single parent,Urban regions,No,1.0,242,6524,0.91364,1.11163
139,139,1995,Single parent,Rural regions,No,1.0,124,6524,0.89453,1.09841
140,140,1995,Couple with children,Urban regions,Yes,0.02006,35,6524,0.01432,0.02676
141,141,1995,Couple with children,Urban regions,No,0.97994,1720,6524,0.93655,1.02213
142,142,1995,Couple with children,Rural regions,No,1.0,983,6524,0.95089,1.06064
143,143,1995,Multi-generational household,Urban regions,No,1.0,70,6524,0.74141,1.25444
144,144,1995,Multi-generational household,Rural regions,No,1.0,38,6524,0.72986,1.29939
145,145,1995,Other Combinations,Urban regions,No,1.0,91,6524,0.87662,1.16851
146,146,1995,Other Combinations,Rural regions,No,1.0,51,6524,0.8103,1.25877
147,147,1996,Single-person household,Urban regions,Yes,0.03548,32,6477,0.03013,0.04006
148,148,1996,Single-person household,Urban regions,No,0.96452,971,6477,0.92327,0.99569
149,149,1996,Single-person household,Rural regions,No,1.0,401,6477,0.94505,1.06014
150,150,1996,Couple without children,Urban regions,Yes,0.05556,50,6477,0.04885,0.06415
151,151,1996,Couple without children,Urban regions,No,0.94444,1180,6477,0.90595,0.97904
152,152,1996,Couple without children,Rural regions,No,1.0,580,6477,0.9453,1.05657
153,153,1996,Single parent,Urban regions,No,1.0,248,6477,0.90517,1.08173
154,154,1996,Single parent,Rural regions,No,1.0,126,6477,0.88982,1.11936
155,155,1996,Couple with children,Urban regions,Yes,0.02508,41,6477,0.02013,0.03269
156,156,1996,Couple with children,Urban regions,No,0.97492,1678,6477,0.93007,1.01554
157,157,1996,Couple with children,Rural regions,No,1.0,937,6477,0.95021,1.04628
158,158,1996,Multi-generational household,Urban regions,No,1.0,60,6477,0.77767,1.29844
159,159,1996,Multi-generational household,Rural regions,No,1.0,35,6477,0.75479,1.25822
160,160,1996,Other Combinations,Urban regions,No,1.0,84,6477,0.84953,1.15653
161,161,1996,Other Combinations,Rural regions,No,1.0,54,6477,0.81106,1.23776
162,162,1997,Single-person household,Urban regions,No,1.0,957,6377,0.96436,1.03418
163,163,1997,Single-person household,Rural regions,No,1.0,391,6377,0.92805,1.06635
164,164,1997,Couple without children,Urban regions,Yes,0.05164,51,6377,0.04515,0.05869
165,165,1997,Couple without children,Urban regions,No,0.94836,1201,6377,0.91118,0.99094
166,166,1997,Couple without children,Rural regions,No,1.0,597,6377,0.94777,1.05712
167,167,1997,Single parent,Urban regions,No,1.0,249,6377,0.92508,1.08762
168,168,1997,Single parent,Rural regions,No,1.0,130,6377,0.88814,1.12571
169,169,1997,Couple with children,Urban regions,Yes,0.02071,34,6377,0.01552,0.02738
170,170,1997,Couple with children,Urban regions,No,0.97929,1626,6377,0.94073,1.01325
171,171,1997,Couple with children,Rural regions,No,1.0,911,6377,0.95536,1.05598
172,172,1997,Multi-generational household,Urban regions,No,1.0,63,6377,0.77624,1.25827
173,173,1997,Multi-generational household,Rural regions,No,1.0,33,6377,0.7284,1.24109
174,174,1997,Other Combinations,Urban regions,No,1.0,83,6377,0.85043,1.16338
175,175,1997,Other Combinations,Rural regions,No,1.0,51,6377,0.76028,1.19936
176,176,1998,Single-person household,Urban regions,Yes,0.0377,37,7246,0.03186,0.04265
177,177,1998,Single-person household,Urban regions,No,0.9623,1178,7246,0.93663,0.99404
178,178,1998,Single-person household,Rural regions,No,1.0,469,7246,0.95622,1.05545
179,179,1998,Couple without children,Urban regions,Yes,0.04812,58,7246,0.04295,0.054
180,180,1998,Couple without children,Urban regions,No,0.95188,1385,7246,0.92404,0.9862
181,181,1998,Couple without children,Rural regions,No,1.0,705,7246,0.95677,1.04849
182,182,1998,Single parent,Urban regions,No,1.0,292,7246,0.94484,1.06992
183,183,1998,Single parent,Rural regions,No,1.0,143,7246,0.90982,1.10726
184,184,1998,Couple with children,Urban regions,Yes,0.01518,32,7246,0.01216,0.01838
185,185,1998,Couple with children,Urban regions,No,0.98482,1749,7246,0.94686,1.01937
186,186,1998,Couple with children,Rural regions,No,1.0,1013,7246,0.95208,1.04725
187,187,1998,Multi-generational household,Urban regions,No,1.0,57,7246,0.79493,1.24646
188,188,1998,Other Combinations,Urban regions,No,1.0,82,7246,0.84743,1.16334
189,189,1998,Other Combinations,Rural regions,No,1.0,46,7246,0.78978,1.16327
190,190,1999,Single-person household,Urban regions,Yes,0.05015,44,6939,0.04366,0.05652
191,191,1999,Single-person household,Urban regions,No,0.94985,1112,6939,0.91462,0.98246
192,192,1999,Single-person household,Rural regions,No,1.0,458,6939,0.95594,1.04672
193,193,1999,Couple without children,Urban regions,Yes,0.04911,53,6939,0.04256,0.05627
194,194,1999,Couple without children,Urban regions,No,0.95089,1364,6939,0.91515,0.98815
195,195,1999,Couple without children,Rural regions,No,1.0,709,6939,0.94804,1.04415
196,196,1999,Single parent,Urban regions,No,1.0,272,6939,0.92053,1.07613
197,197,1999,Single parent,Rural regions,No,1.0,160,6939,0.89797,1.12646
198,198,1999,Couple with children,Urban regions,Yes,0.01519,33,6939,0.01294,0.01756
199,199,1999,Couple with children,Urban regions,No,0.98481,1714,6939,0.95184,1.01998
200,200,1999,Couple with children,Rural regions,No,1.0,969,6939,0.9539,1.05301
201,201,1999,Multi-generational household,Urban regions,No,1.0,51,6939,0.81154,1.27894
202,202,2000,Single-person household,Urban regions,Yes,0.03647,70,12857,0.03274,0.03997
203,203,2000,Single-person household,Urban regions,No,0.96353,2204,12857,0.94703,0.98091
204,204,2000,Single-person household,Rural regions,Yes,0.04182,39,12857,0.03744,0.04725
205,205,2000,Single-person household,Rural regions,No,0.95818,947,12857,0.93186,0.9802
206,206,2000,Couple without children,Urban regions,Yes,0.03934,92,12857,0.03646,0.04249
207,207,2000,Couple without children,Urban regions,No,0.96066,2549,12857,0.94285,0.97914
208,208,2000,Couple without children,Rural regions,Yes,0.0405,53,12857,0.03738,0.04387
209,209,2000,Couple without children,Rural regions,No,0.9595,1274,12857,0.93479,0.99145
210,210,2000,Single parent,Urban regions,No,1.0,493,12857,0.9601,1.04548
211,211,2000,Single parent,Rural regions,No,1.0,247,12857,0.93838,1.08031
212,212,2000,Couple with children,Urban regions,Yes,0.02,66,12857,0.01809,0.02179
213,213,2000,Couple with children,Urban regions,No,0.98,2885,12857,0.9602,1.00571
214,214,2000,Couple with children,Rural regions,Yes,0.02625,40,12857,0.02237,0.03082
215,215,2000,Couple with children,Rural regions,No,0.97375,1639,12857,0.94529,0.99982
216,216,2000,Multi-generational household,Urban regions,No,1.0,72,12857,0.88362,1.13687
217,217,2000,Multi-generational household,Rural regions,No,1.0,50,12857,0.82543,1.18724
218,218,2000,Other Combinations,Urban regions,Yes,0.35671,35,12857,0.30757,0.41885
219,219,2000,Other Combinations,Urban regions,No,0.64329,68,12857,0.57503,0.705
220,220,2000,Other Combinations,Rural regions,No,1.0,34,12857,0.84175,1.20181
221,221,2001,Single-person household,Urban regions,Yes,0.03031,53,11575,0.02651,0.03345
222,222,2001,Single-person household,Urban regions,No,0.96969,2006,11575,0.94947,0.99088
223,223,2001,Single-person household,Rural regions,Yes,0.04432,34,11575,0.03886,0.05029
224,224,2001,Single-person household,Rural regions,No,0.95568,833,11575,0.92767,0.98945
225,225,2001,Couple without children,Urban regions,Yes,0.04412,94,11575,0.04041,0.04864
226,226,2001,Couple without children,Urban regions,No,0.95588,2278,11575,0.93453,0.97643
227,227,2001,Couple without children,Rural regions,Yes,0.05005,53,11575,0.04543,0.05571
228,228,2001,Couple without children,Rural regions,No,0.94995,1162,11575,0.91968,0.98279
229,229,2001,Single parent,Urban regions,No,1.0,450,11575,0.9456,1.04868
230,230,2001,Single parent,Rural regions,No,1.0,232,11575,0.91975,1.07841
231,231,2001,Couple with children,Urban regions,Yes,0.02601,69,11575,0.02278,0.0287
232,232,2001,Couple with children,Urban regions,No,0.97399,2610,11575,0.95443,1.00366
233,233,2001,Couple with children,Rural regions,Yes,0.02922,40,11575,0.02439,0.03376
234,234,2001,Couple with children,Rural regions,No,0.97078,1455,11575,0.9375,1.00133
235,235,2001,Multi-generational household,Urban regions,No,1.0,82,11575,0.88058,1.14585
236,236,2001,Multi-generational household,Rural regions,No,1.0,41,11575,0.82603,1.21041
237,237,2001,Other Combinations,Urban regions,Yes,0.36917,32,11575,0.29962,0.42747
238,238,2001,Other Combinations,Urban regions,No,0.63083,51,11575,0.55146,0.71815
239,239,2002,Single-person household,Urban regions,Yes,0.03401,62,12119,0.03124,0.03712
240,240,2002,Single-person household,Urban regions,No,0.96599,2013,12119,0.94026,0.98881
241,241,2002,Single-person household,Rural regions,Yes,0.05477,38,12119,0.04891,0.05908
242,242,2002,Single-person household,Rural regions,No,0.94523,824,12119,0.91104,0.97571
243,243,2002,Couple without children,Urban regions,Yes,0.04482,93,12119,0.04037,0.05027
244,244,2002,Couple without children,Urban regions,No,0.95518,2544,12119,0.92716,0.98375
245,245,2002,Couple without children,Rural regions,Yes,0.05073,56,12119,0.04391,0.05769
246,246,2002,Couple without children,Rural regions,No,0.94927,1209,12119,0.90819,0.9828
247,247,2002,Single parent,Urban regions,No,1.0,437,12119,0.93935,1.05815
248,248,2002,Single parent,Rural regions,No,1.0,244,12119,0.91755,1.09864
249,249,2002,Couple with children,Urban regions,Yes,0.0225,60,12119,0.01887,0.02547
250,250,2002,Couple with children,Urban regions,No,0.9775,2822,12119,0.95044,1.00846
251,251,2002,Couple with children,Rural regions,Yes,0.02785,36,12119,0.02101,0.03513
252,252,2002,Couple with children,Rural regions,No,0.97215,1466,12119,0.93099,1.00901
253,253,2002,Multi-generational household,Urban regions,No,1.0,77,12119,0.79311,1.19252
254,254,2002,Multi-generational household,Rural regions,No,1.0,46,12119,0.79036,1.25887
255,255,2002,Other Combinations,Urban regions,Yes,0.41122,33,12119,0.31807,0.49353
256,256,2002,Other Combinations,Urban regions,No,0.58878,59,12119,0.46801,0.68545
257,257,2003,Single-person household,Urban regions,Yes,0.03715,63,11721,0.03384,0.04004
258,258,2003,Single-person household,Urban regions,No,0.96285,2001,11721,0.93963,0.98556
259,259,2003,Single-person household,Rural regions,Yes,0.05605,38,11721,0.05018,0.06201
260,260,2003,Single-person household,Rural regions,No,0.94395,813,11721,0.91181,0.97492
261,261,2003,Couple without children,Urban regions,Yes,0.03955,87,11721,0.03525,0.04334
262,262,2003,Couple without children,Urban regions,No,0.96045,2468,11721,0.93437,0.98706
263,263,2003,Couple without children,Rural regions,Yes,0.06815,72,11721,0.05971,0.07639
264,264,2003,Couple without children,Rural regions,No,0.93185,1191,11721,0.89456,0.96742
265,265,2003,Single parent,Urban regions,No,1.0,445,11721,0.94651,1.05145
266,266,2003,Single parent,Rural regions,No,1.0,231,11721,0.90548,1.07539
267,267,2003,Couple with children,Urban regions,Yes,0.02384,61,11721,0.01949,0.02763
268,268,2003,Couple with children,Urban regions,No,0.97616,2670,11721,0.94421,1.00566
269,269,2003,Couple with children,Rural regions,Yes,0.02675,38,11721,0.02227,0.03218
270,270,2003,Couple with children,Rural regions,No,0.97325,1365,11721,0.93135,1.0165
271,271,2003,Multi-generational household,Urban regions,No,1.0,63,11721,0.78532,1.19552
272,272,2003,Multi-generational household,Rural regions,No,1.0,38,11721,0.7546,1.32909
273,273,2003,Other Combinations,Urban regions,Yes,0.47399,33,11721,0.35915,0.61072
274,274,2003,Other Combinations,Urban regions,No,0.52601,44,11721,0.4035,0.64941
275,275,2004,Single-person household,Urban regions,Yes,0.04151,71,11431,0.03833,0.04523
276,276,2004,Single-person household,Urban regions,No,0.95849,1932,11431,0.93541,0.9825
277,277,2004,Single-person household,Rural regions,Yes,0.04727,34,11431,0.04212,0.05395
278,278,2004,Single-person household,Rural regions,No,0.95273,821,11431,0.91188,0.99652
279,279,2004,Couple without children,Urban regions,Yes,0.04848,108,11431,0.04206,0.0539
280,280,2004,Couple without children,Urban regions,No,0.95152,2465,11431,0.9219,0.98101
281,281,2004,Couple without children,Rural regions,Yes,0.07094,74,11431,0.06024,0.07939
282,282,2004,Couple without children,Rural regions,No,0.92906,1172,11431,0.88963,0.9693
283,283,2004,Single parent,Urban regions,No,1.0,438,11431,0.93736,1.05765
284,284,2004,Single parent,Rural regions,No,1.0,219,11431,0.90671,1.07897
285,285,2004,Couple with children,Urban regions,Yes,0.02075,52,11431,0.01686,0.02422
286,286,2004,Couple with children,Urban regions,No,0.97925,2550,11431,0.94264,1.02007
287,287,2004,Couple with children,Rural regions,Yes,0.02728,38,11431,0.02352,0.03246
288,288,2004,Couple with children,Rural regions,No,0.97272,1322,11431,0.93022,1.01682
289,289,2004,Multi-generational household,Urban regions,No,1.0,56,11431,0.73278,1.2235
290,290,2004,Multi-generational household,Rural regions,No,1.0,36,11431,0.68229,1.34447
291,291,2004,Other Combinations,Urban regions,No,1.0,43,11431,0.71509,1.37868
292,292,2005,Single-person household,Urban regions,Yes,0.0377,68,11104,0.03456,0.04123
293,293,2005,Single-person household,Urban regions,No,0.9623,1971,11104,0.93888,0.98916
294,294,2005,Single-person household,Rural regions,Yes,0.04363,31,11104,0.03869,0.04869
295,295,2005,Single-person household,Rural regions,No,0.95637,835,11104,0.91958,0.99593
296,296,2005,Couple without children,Urban regions,Yes,0.04831,104,11104,0.04341,0.05396
297,297,2005,Couple without children,Urban regions,No,0.95169,2381,11104,0.92456,0.98293
298,298,2005,Couple without children,Rural regions,Yes,0.05023,56,11104,0.04457,0.05585
299,299,2005,Couple without children,Rural regions,No,0.94977,1151,11104,0.90184,0.98645
300,300,2005,Single parent,Urban regions,No,1.0,435,11104,0.92818,1.05438
301,301,2005,Single parent,Rural regions,No,1.0,238,11104,0.90666,1.11959
302,302,2005,Couple with children,Urban regions,Yes,0.01953,49,11104,0.01653,0.02262
303,303,2005,Couple with children,Urban regions,No,0.98047,2385,11104,0.95396,1.00989
304,304,2005,Couple with children,Rural regions,Yes,0.03213,37,11104,0.0252,0.03885
305,305,2005,Couple with children,Rural regions,No,0.96787,1231,11104,0.92029,1.02527
306,306,2005,Multi-generational household,Urban regions,No,1.0,52,11104,0.78717,1.30567
307,307,2005,Multi-generational household,Rural regions,No,1.0,38,11104,0.74489,1.3296
308,308,2005,Other Combinations,Urban regions,No,1.0,42,11104,0.71101,1.31024
309,309,2006,Single-person household,Urban regions,Yes,0.038,71,12157,0.0351,0.04113
310,310,2006,Single-person household,Urban regions,No,0.962,2186,12157,0.94314,0.98297
311,311,2006,Single-person household,Rural regions,Yes,0.03709,34,12157,0.03214,0.04162
312,312,2006,Single-person household,Rural regions,No,0.96291,997,12157,0.92889,0.99363
313,313,2006,Couple without children,Urban regions,Yes,0.05066,126,12157,0.04616,0.05523
314,314,2006,Couple without children,Urban regions,No,0.94934,2654,12157,0.92324,0.97479
315,315,2006,Couple without children,Rural regions,Yes,0.06737,79,12157,0.05793,0.07629
316,316,2006,Couple without children,Rural regions,No,0.93263,1299,12157,0.8921,0.97582
317,317,2006,Single parent,Urban regions,No,1.0,483,12157,0.94343,1.06088
318,318,2006,Single parent,Rural regions,No,1.0,266,12157,0.92511,1.08939
319,319,2006,Couple with children,Urban regions,Yes,0.02394,57,12157,0.02024,0.02803
320,320,2006,Couple with children,Urban regions,No,0.97606,2432,12157,0.94353,1.01096
321,321,2006,Couple with children,Rural regions,Yes,0.03616,45,12157,0.0302,0.04214
322,322,2006,Couple with children,Rural regions,No,0.96384,1303,12157,0.91787,1.00556
323,323,2006,Multi-generational household,Urban regions,No,1.0,45,12157,0.70362,1.31087
324,324,2006,Multi-generational household,Rural regions,No,1.0,37,12157,0.74946,1.34883
325,325,2006,Other Combinations,Urban regions,No,1.0,43,12157,0.71724,1.32409
326,326,2007,Single-person household,Urban regions,Yes,0.0366,60,11298,0.03348,0.04035
327,327,2007,Single-person household,Urban regions,No,0.9634,2062,11298,0.94131,0.98541
328,328,2007,Single-person household,Rural regions,No,1.0,959,11298,0.95944,1.04265
329,329,2007,Couple without children,Urban regions,Yes,0.05706,123,11298,0.05121,0.06366
330,330,2007,Couple without children,Urban regions,No,0.94294,2443,11298,0.918,0.97288
331,331,2007,Couple without children,Rural regions,Yes,0.05477,72,11298,0.04927,0.06327
332,332,2007,Couple without children,Rural regions,No,0.94523,1237,11298,0.90516,0.9979
333,333,2007,Single parent,Urban regions,No,1.0,445,11298,0.92894,1.06339
334,334,2007,Single parent,Rural regions,No,1.0,246,11298,0.91319,1.09969
