,Unnamed: 0,year,hhtyp,rentown,hlf0291,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
182,182,1997,Couple with children,Owner,No,1.0,1163,6380,0.9595,1.0335
183,183,1997,Couple with children,Tenant,No,1.0,1374,6380,0.95346,1.05286
184,184,1997,Multi-generational household,Owner,No,1.0,49,6380,0.75437,1.25396
185,185,1997,Multi-generational household,Tenant,No,1.0,47,6380,0.74727,1.30774
186,186,1997,Other Combinations,Owner,No,1.0,57,6380,0.79758,1.18754
187,187,1997,Other Combinations,Tenant,No,1.0,77,6380,0.81667,1.17849
188,188,1998,Single-person household,Owner,No,1.0,352,7276,0.95653,1.04584
189,189,1998,Single-person household,Tenant,Yes,0.03818,40,7276,0.0327,0.04308
190,190,1998,Single-person household,Tenant,No,0.96182,1295,7276,0.93489,0.98639
191,191,1998,Couple without children,Owner,Yes,0.04639,33,7276,0.04137,0.05313
192,192,1998,Couple without children,Owner,No,0.95361,878,7276,0.91751,0.9955
193,193,1998,Couple without children,Tenant,Yes,0.0472,55,7276,0.04228,0.05224
194,194,1998,Couple without children,Tenant,No,0.9528,1212,7276,0.91859,0.98794
195,195,1998,Single parent,Owner,No,1.0,105,7276,0.89127,1.12935
196,196,1998,Single parent,Tenant,No,1.0,330,7276,0.92211,1.07213
197,197,1998,Couple with children,Owner,No,1.0,1346,7276,0.96869,1.03821
198,198,1998,Couple with children,Tenant,No,1.0,1416,7276,0.96146,1.04336
199,199,1998,Multi-generational household,Owner,No,1.0,45,7276,0.77214,1.21008
200,200,1998,Multi-generational household,Tenant,No,1.0,41,7276,0.77783,1.21971
201,201,1998,Other Combinations,Owner,No,1.0,54,7276,0.84398,1.18435
202,202,1998,Other Combinations,Tenant,No,1.0,74,7276,0.83307,1.16202
203,203,1999,Single-person household,Owner,No,1.0,348,6966,0.95317,1.04251
204,204,1999,Single-person household,Tenant,Yes,0.04719,46,6966,0.04184,0.05362
205,205,1999,Single-person household,Tenant,No,0.95281,1222,6966,0.92631,0.98072
206,206,1999,Couple without children,Owner,Yes,0.04175,32,6966,0.03645,0.04746
207,207,1999,Couple without children,Owner,No,0.95825,872,6966,0.92664,0.99587
208,208,1999,Couple without children,Tenant,Yes,0.05116,51,6966,0.04365,0.06017
209,209,1999,Couple without children,Tenant,No,0.94884,1201,6966,0.9021,0.98402
210,210,1999,Single parent,Owner,No,1.0,106,6966,0.85968,1.11129
211,211,1999,Single parent,Tenant,No,1.0,326,6966,0.92359,1.07825
212,212,1999,Couple with children,Owner,No,1.0,1364,6966,0.96506,1.04151
213,213,1999,Couple with children,Tenant,No,1.0,1319,6966,0.95299,1.04284
214,214,1999,Multi-generational household,Owner,No,1.0,39,6966,0.78056,1.25861
215,215,1999,Multi-generational household,Tenant,No,1.0,40,6966,0.76606,1.22927
216,216,2000,Single-person household,Owner,Yes,0.03965,31,12907,0.03372,0.04588
217,217,2000,Single-person household,Owner,No,0.96035,838,12907,0.93789,0.98903
218,218,2000,Single-person household,Tenant,Yes,0.03737,78,12907,0.03412,0.04014
219,219,2000,Single-person household,Tenant,No,0.96263,2313,12907,0.94542,0.97826
220,220,2000,Couple without children,Owner,Yes,0.03918,73,12907,0.03593,0.04273
221,221,2000,Couple without children,Owner,No,0.96082,1918,12907,0.94189,0.98172
222,222,2000,Couple without children,Tenant,Yes,0.04023,72,12907,0.0373,0.04404
223,223,2000,Couple without children,Tenant,No,0.95977,1905,12907,0.9373,0.98464
224,224,2000,Single parent,Owner,No,1.0,196,12907,0.93096,1.07712
225,225,2000,Single parent,Tenant,No,1.0,544,12907,0.96046,1.04022
226,226,2000,Couple with children,Owner,Yes,0.02323,61,12907,0.02094,0.02664
227,227,2000,Couple with children,Owner,No,0.97677,2497,12907,0.95249,0.99944
228,228,2000,Couple with children,Tenant,Yes,0.0207,45,12907,0.01801,0.02336
229,229,2000,Couple with children,Tenant,No,0.9793,2027,12907,0.95303,1.00638
230,230,2000,Multi-generational household,Owner,Yes,0.35777,40,12907,0.29334,0.4364
231,231,2000,Multi-generational household,Owner,No,0.64223,80,12907,0.57147,0.70664
232,232,2000,Multi-generational household,Tenant,No,1.0,42,12907,0.80903,1.1702
233,233,2000,Other Combinations,Owner,Yes,0.53236,45,12907,0.46255,0.61932
234,234,2000,Other Combinations,Owner,No,0.46764,37,12907,0.40399,0.54894
235,235,2000,Other Combinations,Tenant,No,1.0,65,12907,0.88658,1.11738
236,236,2001,Single-person household,Owner,No,1.0,754,11560,0.96453,1.03573
237,237,2001,Single-person household,Tenant,Yes,0.03614,68,11560,0.03289,0.03922
238,238,2001,Single-person household,Tenant,No,0.96386,2085,11560,0.94458,0.98028
239,239,2001,Couple without children,Owner,Yes,0.04364,70,11560,0.03822,0.04834
240,240,2001,Couple without children,Owner,No,0.95636,1710,11560,0.9394,0.98044
241,241,2001,Couple without children,Tenant,Yes,0.04844,77,11560,0.04352,0.05256
242,242,2001,Couple without children,Tenant,No,0.95156,1730,11560,0.91778,0.97802
243,243,2001,Single parent,Owner,No,1.0,182,11560,0.91739,1.0994
244,244,2001,Single parent,Tenant,No,1.0,500,11560,0.95214,1.05475
245,245,2001,Couple with children,Owner,Yes,0.03453,71,11560,0.03036,0.0387
246,246,2001,Couple with children,Owner,No,0.96547,2267,11560,0.94229,0.98928
247,247,2001,Couple with children,Tenant,Yes,0.01772,38,11560,0.01478,0.02019
248,248,2001,Couple with children,Tenant,No,0.98228,1798,11560,0.95168,1.01344
249,249,2001,Multi-generational household,Owner,No,1.0,87,11560,0.88411,1.11322
250,250,2001,Multi-generational household,Tenant,No,1.0,36,11560,0.7812,1.24793
251,251,2001,Other Combinations,Owner,Yes,1.0,39,11560,0.83676,1.1564
252,252,2001,Other Combinations,Tenant,No,1.0,48,11560,0.82363,1.18648
253,253,2002,Single-person household,Owner,No,1.0,736,12125,0.9665,1.03383
254,254,2002,Single-person household,Tenant,Yes,0.04077,76,12125,0.03755,0.0441
255,255,2002,Single-person household,Tenant,No,0.95923,2101,12125,0.93744,0.9793
256,256,2002,Couple without children,Owner,Yes,0.0445,73,12125,0.03898,0.05035
257,257,2002,Couple without children,Owner,No,0.9555,1989,12125,0.93081,0.98154
258,258,2002,Couple without children,Tenant,Yes,0.04906,76,12125,0.04327,0.05467
259,259,2002,Couple without children,Tenant,No,0.95094,1764,12125,0.9228,0.98756
260,260,2002,Single parent,Owner,No,1.0,194,12125,0.89968,1.0855
261,261,2002,Single parent,Tenant,No,1.0,487,12125,0.94302,1.05044
262,262,2002,Couple with children,Owner,Yes,0.02709,58,12125,0.02171,0.03187
263,263,2002,Couple with children,Owner,No,0.97291,2574,12125,0.94216,1.00424
264,264,2002,Couple with children,Tenant,Yes,0.02067,38,12125,0.01704,0.02368
265,265,2002,Couple with children,Tenant,No,0.97933,1714,12125,0.94207,1.00928
266,266,2002,Multi-generational household,Owner,No,1.0,86,12125,0.82691,1.18652
267,267,2002,Multi-generational household,Tenant,No,1.0,37,12125,0.75161,1.28026
268,268,2002,Other Combinations,Owner,Yes,0.59003,43,12125,0.48697,0.72787
269,269,2002,Other Combinations,Owner,No,0.40997,31,12125,0.2987,0.54943
270,270,2002,Other Combinations,Tenant,No,1.0,48,12125,0.8224,1.25826
271,271,2003,Single-person household,Owner,No,1.0,761,11695,0.97046,1.03801
272,272,2003,Single-person household,Tenant,Yes,0.04438,74,11695,0.04148,0.04764
273,273,2003,Single-person household,Tenant,No,0.95562,2053,11695,0.9343,0.97941
274,274,2003,Couple without children,Owner,Yes,0.047,75,11695,0.04204,0.05279
275,275,2003,Couple without children,Owner,No,0.953,1944,11695,0.91949,0.98121
276,276,2003,Couple without children,Tenant,Yes,0.05066,84,11695,0.04503,0.05662
277,277,2003,Couple without children,Tenant,No,0.94934,1715,11695,0.91576,0.9818
278,278,2003,Single parent,Owner,No,1.0,184,11695,0.91287,1.11895
279,279,2003,Single parent,Tenant,No,1.0,492,11695,0.94159,1.05249
280,280,2003,Couple with children,Owner,Yes,0.02588,63,11695,0.0221,0.03005
281,281,2003,Couple with children,Owner,No,0.97412,2451,11695,0.94748,1.01031
282,282,2003,Couple with children,Tenant,Yes,0.02341,36,11695,0.01875,0.02721
283,283,2003,Couple with children,Tenant,No,0.97659,1584,11695,0.9368,1.01772
284,284,2003,Multi-generational household,Owner,No,1.0,70,11695,0.78682,1.28896
285,285,2003,Multi-generational household,Tenant,No,1.0,31,11695,0.72593,1.25803
286,286,2003,Other Combinations,Owner,Yes,1.0,38,11695,0.78665,1.21877
287,287,2003,Other Combinations,Tenant,No,1.0,40,11695,0.74345,1.32588
288,288,2004,Single-person household,Owner,No,1.0,776,11412,0.96768,1.03846
289,289,2004,Single-person household,Tenant,Yes,0.04649,78,11412,0.0432,0.05072
290,290,2004,Single-person household,Tenant,No,0.95351,1977,11412,0.93171,0.97811
291,291,2004,Couple without children,Owner,Yes,0.05735,94,11412,0.0517,0.06349
292,292,2004,Couple without children,Owner,No,0.94265,1904,11412,0.91313,0.97367
293,293,2004,Couple without children,Tenant,Yes,0.0539,88,11412,0.04742,0.06033
294,294,2004,Couple without children,Tenant,No,0.9461,1733,11412,0.91388,0.97849
295,295,2004,Single parent,Owner,No,1.0,174,11412,0.89827,1.09395
296,296,2004,Single parent,Tenant,No,1.0,483,11412,0.94558,1.06115
297,297,2004,Couple with children,Owner,Yes,0.0244,56,11412,0.02107,0.02854
298,298,2004,Couple with children,Owner,No,0.9756,2379,11412,0.93805,1.01471
299,299,2004,Couple with children,Tenant,Yes,0.02104,34,11412,0.01723,0.02493
300,300,2004,Couple with children,Tenant,No,0.97896,1493,11412,0.93901,1.02546
301,301,2004,Multi-generational household,Owner,No,1.0,65,11412,0.72685,1.22614
302,302,2004,Other Combinations,Owner,Yes,1.0,38,11412,0.7854,1.29373
303,303,2004,Other Combinations,Tenant,No,1.0,40,11412,0.7102,1.28882
304,304,2005,Single-person household,Owner,No,1.0,780,11080,0.9661,1.04439
305,305,2005,Single-person household,Tenant,Yes,0.04196,72,11080,0.03859,0.04517
306,306,2005,Single-person household,Tenant,No,0.95804,2025,11080,0.93187,0.98104
307,307,2005,Couple without children,Owner,Yes,0.04626,81,11080,0.04136,0.05124
308,308,2005,Couple without children,Owner,No,0.95374,1888,11080,0.92007,0.98874
309,309,2005,Couple without children,Tenant,Yes,0.05173,79,11080,0.04597,0.05955
310,310,2005,Couple without children,Tenant,No,0.94827,1644,11080,0.92265,0.98341
311,311,2005,Single parent,Owner,No,1.0,189,11080,0.90138,1.08714
312,312,2005,Single parent,Tenant,No,1.0,484,11080,0.94305,1.05881
313,313,2005,Couple with children,Owner,Yes,0.02563,54,11080,0.02148,0.03101
314,314,2005,Couple with children,Owner,No,0.97437,2231,11080,0.93498,1.02039
315,315,2005,Couple with children,Tenant,Yes,0.02136,32,11080,0.0165,0.02561
316,316,2005,Couple with children,Tenant,No,0.97864,1385,11080,0.9275,1.01807
317,317,2005,Multi-generational household,Owner,No,1.0,67,11080,0.72991,1.30364
318,318,2005,Other Combinations,Owner,Yes,1.0,31,11080,0.76724,1.24127
319,319,2005,Other Combinations,Tenant,No,1.0,38,11080,0.68019,1.34075
320,320,2006,Single-person household,Owner,No,1.0,928,12126,0.97294,1.03659
321,321,2006,Single-person household,Tenant,Yes,0.04059,77,12126,0.03789,0.04349
322,322,2006,Single-person household,Tenant,No,0.95941,2254,12126,0.93814,0.97942
323,323,2006,Couple without children,Owner,Yes,0.05642,111,12126,0.0514,0.06317
324,324,2006,Couple without children,Owner,No,0.94358,2197,12126,0.91779,0.97417
325,325,2006,Couple without children,Tenant,Yes,0.05565,94,12126,0.05058,0.06034
326,326,2006,Couple without children,Tenant,No,0.94435,1756,12126,0.91301,0.9805
327,327,2006,Single parent,Owner,No,1.0,214,12126,0.90476,1.10678
328,328,2006,Single parent,Tenant,No,1.0,535,12126,0.94991,1.05331
329,329,2006,Couple with children,Owner,Yes,0.02917,65,12126,0.02456,0.03394
330,330,2006,Couple with children,Owner,No,0.97083,2310,12126,0.93623,1.00369
331,331,2006,Couple with children,Tenant,Yes,0.0266,37,12126,0.02268,0.0308
332,332,2006,Couple with children,Tenant,No,0.9734,1424,12126,0.93481,1.00844
333,333,2006,Multi-generational household,Owner,No,1.0,58,12126,0.75691,1.35499
334,334,2006,Other Combinations,Owner,No,1.0,32,12126,0.76607,1.29437
335,335,2006,Other Combinations,Tenant,No,1.0,34,12126,0.66984,1.3715
336,336,2007,Single-person household,Owner,No,1.0,875,11308,0.97233,1.03825
337,337,2007,Single-person household,Tenant,Yes,0.03785,67,11308,0.03472,0.04137
338,338,2007,Single-person household,Tenant,No,0.96215,2146,11308,0.939,0.98536
339,339,2007,Couple without children,Owner,Yes,0.05264,104,11308,0.04721,0.05814
340,340,2007,Couple without children,Owner,No,0.94736,2067,11308,0.91089,0.98122
341,341,2007,Couple without children,Tenant,Yes,0.06048,91,11308,0.05351,0.06957
342,342,2007,Couple without children,Tenant,No,0.93952,1613,11308,0.90492,0.97215
343,343,2007,Single parent,Owner,No,1.0,201,11308,0.89525,1.1105
344,344,2007,Single parent,Tenant,No,1.0,490,11308,0.94752,1.0581
345,345,2007,Couple with children,Owner,Yes,0.03056,63,11308,0.02509,0.03616
346,346,2007,Couple with children,Owner,No,0.96944,2165,11308,0.93335,1.00786
347,347,2007,Couple with children,Tenant,Yes,0.02335,33,11308,0.01883,0.02863
