year,hhtyp,regtyp,hgeqpter,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1987,Single-person household,Rural regions,Yes,0.56661,92,165,0.49076,0.64245
1987,Single-person household,Rural regions,No,0.41297,73,165,0.33761,0.48833
1987,Couple without children,Urban regions,Yes,0.71728,636,932,0.68835,0.74621
1987,Couple without children,Urban regions,No,0.26276,296,932,0.23448,0.29103
1987,Couple without children,Rural regions,Yes,0.64563,149,239,0.58486,0.70640
1987,Couple without children,Rural regions,No,0.33321,90,239,0.27333,0.39310
1987,Single parent,Urban regions,Yes,0.64932,135,204,0.58368,0.71497
1987,Single parent,Urban regions,No,0.30824,69,204,0.24472,0.37177
1987,Single parent,Rural regions,Yes,0.59953,42,42,0.44954,0.74952
1987,Couple with children,Urban regions,Yes,0.73913,1122,1689,0.71818,0.76007
1987,Couple with children,Urban regions,No,0.24345,567,1689,0.22297,0.26392
1987,Couple with children,Rural regions,Yes,0.77015,342,454,0.73141,0.80890
1987,Couple with children,Rural regions,No,0.20423,112,454,0.16711,0.24135
1987,Multi-generational household,Urban regions,Yes,0.58576,43,80,0.47714,0.69439
1987,Multi-generational household,Urban regions,No,0.38916,37,80,0.28165,0.49668
1987,Other Combinations,Urban regions,Yes,0.63181,56,90,0.53160,0.73201
1987,Other Combinations,Urban regions,No,0.34643,34,90,0.24757,0.44529
1988,Single-person household,Urban regions,Yes,0.57540,480,853,0.54221,0.60859
1988,Single-person household,Urban regions,No,0.40519,373,853,0.37223,0.43816
1988,Single-person household,Rural regions,Yes,0.58579,97,163,0.50993,0.66164
1988,Single-person household,Rural regions,No,0.38686,66,163,0.31186,0.46185
1988,Couple without children,Urban regions,Yes,0.72245,635,919,0.69349,0.75142
1988,Couple without children,Urban regions,No,0.25330,284,919,0.22516,0.28143
1988,Couple without children,Rural regions,Yes,0.64637,141,225,0.58376,0.70898
1988,Couple without children,Rural regions,No,0.32104,84,225,0.25990,0.38218
1988,Single parent,Urban regions,Yes,0.64231,135,203,0.57621,0.70841
1988,Single parent,Urban regions,No,0.29832,68,203,0.23523,0.36142
1988,Single parent,Rural regions,Yes,0.64986,40,40,0.50015,0.79957
1988,Couple with children,Urban regions,Yes,0.74969,1081,1618,0.72858,0.77081
1988,Couple with children,Urban regions,No,0.23329,537,1618,0.21267,0.25390
1988,Couple with children,Rural regions,Yes,0.76770,321,429,0.72769,0.80771
1988,Couple with children,Rural regions,No,0.21339,108,429,0.17457,0.25221
1988,Multi-generational household,Urban regions,Yes,0.61806,35,35,0.45475,0.78138
1988,Other Combinations,Urban regions,Yes,0.68450,51,51,0.55569,0.81331
1989,Single-person household,Urban regions,Yes,0.58120,488,857,0.54815,0.61425
1989,Single-person household,Urban regions,No,0.39536,369,857,0.36261,0.42812
1989,Single-person household,Rural regions,Yes,0.53243,85,157,0.45414,0.61073
1989,Single-person household,Rural regions,No,0.42555,72,157,0.34796,0.50314
1989,Couple without children,Urban regions,Yes,0.72515,622,907,0.69608,0.75422
1989,Couple without children,Urban regions,No,0.25395,285,907,0.22561,0.28229
1989,Couple without children,Rural regions,Yes,0.65589,149,225,0.59368,0.71811
1989,Couple without children,Rural regions,No,0.30585,76,225,0.24551,0.36619
1989,Single parent,Urban regions,Yes,0.69736,135,197,0.63304,0.76167
1989,Single parent,Urban regions,No,0.27788,62,197,0.21517,0.34059
1989,Single parent,Rural regions,Yes,0.59150,32,32,0.41846,0.76455
1989,Couple with children,Urban regions,Yes,0.75409,1053,1555,0.73267,0.77550
1989,Couple with children,Urban regions,No,0.22772,502,1555,0.20687,0.24857
1989,Couple with children,Rural regions,Yes,0.75898,295,401,0.71706,0.80089
1989,Couple with children,Rural regions,No,0.21956,106,401,0.17900,0.26013
1989,Multi-generational household,Urban regions,Yes,0.62012,38,72,0.50723,0.73302
1989,Multi-generational household,Urban regions,No,0.27835,34,72,0.17410,0.38260
1989,Other Combinations,Urban regions,Yes,0.71340,49,49,0.58548,0.84132
1990,Single-person household,Urban regions,Yes,0.56188,501,840,0.52831,0.59545
1990,Single-person household,Urban regions,No,0.34882,339,840,0.31657,0.38107
1990,Single-person household,Rural regions,Yes,0.43938,140,217,0.37320,0.50557
1990,Single-person household,Rural regions,No,0.25777,77,217,0.19944,0.31610
1990,Couple without children,Urban regions,Yes,0.68262,692,986,0.65355,0.71169
1990,Couple without children,Urban regions,No,0.24057,294,986,0.21388,0.26726
1990,Couple without children,Rural regions,Yes,0.52037,263,344,0.46750,0.57325
1990,Couple without children,Rural regions,No,0.17928,81,344,0.13868,0.21987
1990,Single parent,Urban regions,Yes,0.71687,184,238,0.65951,0.77423
1990,Single parent,Urban regions,No,0.19161,54,238,0.14150,0.24171
1990,Single parent,Rural regions,Yes,0.57255,59,59,0.44523,0.69987
1990,Couple with children,Urban regions,Yes,0.72606,1199,1695,0.70482,0.74730
1990,Couple with children,Urban regions,No,0.20474,496,1695,0.18552,0.22396
1990,Couple with children,Rural regions,Yes,0.61345,618,725,0.57798,0.64892
1990,Couple with children,Rural regions,No,0.13345,107,725,0.10868,0.15822
1990,Multi-generational household,Urban regions,Yes,0.67060,57,91,0.57349,0.76770
1990,Multi-generational household,Urban regions,No,0.21689,34,91,0.13174,0.30204
1990,Multi-generational household,Rural regions,Yes,0.56312,32,32,0.38852,0.73773
1990,Other Combinations,Urban regions,Yes,0.59185,49,49,0.45281,0.73090
1991,Single-person household,Urban regions,Yes,0.58091,511,930,0.54918,0.61264
1991,Single-person household,Urban regions,No,0.40128,419,930,0.36976,0.43279
1991,Single-person household,Rural regions,Yes,0.46822,144,331,0.41438,0.52206
1991,Single-person household,Rural regions,No,0.51755,187,331,0.46363,0.57146
1991,Couple without children,Urban regions,Yes,0.71054,731,1093,0.68364,0.73744
1991,Couple without children,Urban regions,No,0.27863,362,1093,0.25204,0.30522
1991,Couple without children,Rural regions,Yes,0.55372,269,533,0.51148,0.59597
1991,Couple without children,Rural regions,No,0.42965,264,533,0.38759,0.47172
1991,Single parent,Urban regions,Yes,0.68960,173,264,0.63368,0.74552
1991,Single parent,Urban regions,No,0.30842,91,264,0.25261,0.36424
1991,Single parent,Rural regions,Yes,0.62398,68,114,0.53467,0.71330
1991,Single parent,Rural regions,No,0.35408,46,114,0.26590,0.44226
1991,Couple with children,Urban regions,Yes,0.75739,1246,1863,0.73792,0.77686
1991,Couple with children,Urban regions,No,0.23637,617,1863,0.21707,0.25567
1991,Couple with children,Rural regions,Yes,0.63448,614,1086,0.60582,0.66313
1991,Couple with children,Rural regions,No,0.36155,472,1086,0.33297,0.39014
1991,Multi-generational household,Urban regions,Yes,0.71875,52,92,0.62638,0.81113
1991,Multi-generational household,Urban regions,No,0.28125,40,92,0.18887,0.37362
1991,Multi-generational household,Rural regions,Yes,0.62935,31,31,0.45652,0.80218
1991,Other Combinations,Urban regions,Yes,0.65140,51,51,0.51931,0.78349
1991,Other Combinations,Rural regions,No,0.59829,43,43,0.45003,0.74656
1992,Single-person household,Urban regions,Yes,0.59699,532,920,0.56528,0.62870
1992,Single-person household,Urban regions,No,0.37545,388,920,0.34414,0.40676
1992,Single-person household,Rural regions,Yes,0.47774,150,330,0.42377,0.53172
1992,Single-person household,Rural regions,No,0.49077,180,330,0.43675,0.54479
1992,Couple without children,Urban regions,Yes,0.69940,756,1126,0.67260,0.72619
1992,Couple without children,Urban regions,No,0.27138,370,1126,0.24540,0.29736
1992,Couple without children,Rural regions,Yes,0.57653,268,502,0.53327,0.61980
1992,Couple without children,Rural regions,No,0.38946,234,502,0.34676,0.43215
1992,Single parent,Urban regions,Yes,0.73592,179,265,0.68274,0.78910
1992,Single parent,Urban regions,No,0.25112,86,265,0.19881,0.30343
1992,Single parent,Rural regions,Yes,0.59629,63,119,0.50776,0.68482
1992,Single parent,Rural regions,No,0.37741,56,119,0.28995,0.46488
1992,Couple with children,Urban regions,Yes,0.75666,1214,1792,0.73679,0.77654
1992,Couple with children,Urban regions,No,0.22687,578,1792,0.20747,0.24627
1992,Couple with children,Rural regions,Yes,0.65037,597,1022,0.62112,0.67962
1992,Couple with children,Rural regions,No,0.33002,425,1022,0.30117,0.35886
1992,Multi-generational household,Urban regions,Yes,0.73036,49,84,0.63489,0.82583
1992,Multi-generational household,Urban regions,No,0.26964,35,84,0.17417,0.36511
1992,Multi-generational household,Rural regions,Yes,0.70554,33,33,0.54762,0.86347
1992,Other Combinations,Urban regions,Yes,0.65205,57,93,0.55472,0.74938
1992,Other Combinations,Urban regions,No,0.33724,36,93,0.24064,0.43385
1992,Other Combinations,Rural regions,No,0.56641,44,44,0.41829,0.71454
1993,Single-person household,Urban regions,Yes,0.59315,548,935,0.56165,0.62466
1993,Single-person household,Urban regions,No,0.36333,387,935,0.33248,0.39417
1993,Single-person household,Rural regions,Yes,0.47236,167,366,0.42115,0.52358
1993,Single-person household,Rural regions,No,0.48329,199,366,0.43202,0.53456
1993,Couple without children,Urban regions,Yes,0.69201,775,1142,0.66522,0.71880
1993,Couple without children,Urban regions,No,0.26416,367,1142,0.23858,0.28974
1993,Couple without children,Rural regions,Yes,0.57751,280,521,0.53505,0.61996
1993,Couple without children,Rural regions,No,0.38408,241,521,0.34228,0.42589
1993,Single parent,Urban regions,Yes,0.74991,174,251,0.69623,0.80359
1993,Single parent,Urban regions,No,0.23896,77,251,0.18610,0.29182
1993,Single parent,Rural regions,Yes,0.52427,56,115,0.43259,0.61595
1993,Single parent,Rural regions,No,0.40190,59,115,0.31190,0.49190
1993,Couple with children,Urban regions,Yes,0.75546,1181,1742,0.73527,0.77565
1993,Couple with children,Urban regions,No,0.22164,561,1742,0.20213,0.24115
1993,Couple with children,Rural regions,Yes,0.63256,568,987,0.60246,0.66265
1993,Couple with children,Rural regions,No,0.33655,419,987,0.30705,0.36604
1993,Multi-generational household,Urban regions,Yes,0.70652,49,83,0.60796,0.80508
1993,Multi-generational household,Urban regions,No,0.29348,34,83,0.19492,0.39204
1993,Multi-generational household,Rural regions,Yes,0.78450,39,39,0.65377,0.91523
1993,Other Combinations,Urban regions,Yes,0.61062,58,96,0.51256,0.70867
1993,Other Combinations,Urban regions,No,0.35528,38,96,0.25904,0.45153
1993,Other Combinations,Rural regions,No,0.56212,38,38,0.40225,0.72198
1994,Single-person household,Urban regions,Yes,0.58798,539,926,0.55626,0.61970
1994,Single-person household,Urban regions,No,0.36841,387,926,0.33732,0.39950
1994,Single-person household,Rural regions,Yes,0.48148,175,368,0.43036,0.53260
1994,Single-person household,Rural regions,No,0.46842,193,368,0.41737,0.51947
1994,Couple without children,Urban regions,Yes,0.70452,803,1157,0.67821,0.73082
1994,Couple without children,Urban regions,No,0.24420,354,1157,0.21944,0.26897
1994,Couple without children,Rural regions,Yes,0.57994,297,547,0.53854,0.62134
1994,Couple without children,Rural regions,No,0.38105,250,547,0.34032,0.42179
1994,Single parent,Urban regions,Yes,0.69733,161,241,0.63921,0.75546
1994,Single parent,Urban regions,No,0.29008,80,241,0.23267,0.34749
1994,Single parent,Rural regions,Yes,0.54874,53,108,0.45445,0.64303
1994,Single parent,Rural regions,No,0.36908,55,108,0.27765,0.46052
1994,Couple with children,Urban regions,Yes,0.76102,1163,1681,0.74063,0.78142
1994,Couple with children,Urban regions,No,0.21144,518,1681,0.19191,0.23096
1994,Couple with children,Rural regions,Yes,0.64302,561,948,0.61250,0.67353
1994,Couple with children,Rural regions,No,0.31954,387,948,0.28984,0.34923
1994,Multi-generational household,Urban regions,Yes,0.67176,45,45,0.53300,0.81051
1994,Multi-generational household,Rural regions,Yes,0.78435,35,35,0.64610,0.92259
1994,Other Combinations,Urban regions,Yes,0.68787,66,100,0.59660,0.77915
1994,Other Combinations,Urban regions,No,0.27439,34,100,0.18650,0.36229
1994,Other Combinations,Rural regions,No,0.47742,32,32,0.30159,0.65326
1995,Single-person household,Urban regions,Yes,0.60361,571,962,0.57268,0.63453
1995,Single-person household,Urban regions,No,0.35215,391,962,0.32195,0.38235
1995,Single-person household,Rural regions,Yes,0.47369,170,368,0.42260,0.52477
1995,Single-person household,Rural regions,No,0.45786,198,368,0.40689,0.50884
1995,Couple without children,Urban regions,Yes,0.71472,836,1194,0.68909,0.74034
1995,Couple without children,Urban regions,No,0.23522,358,1194,0.21116,0.25929
1995,Couple without children,Rural regions,Yes,0.61994,328,561,0.57974,0.66015
1995,Couple without children,Rural regions,No,0.34113,233,561,0.30186,0.38040
1995,Single parent,Urban regions,Yes,0.70405,169,243,0.64654,0.76156
1995,Single parent,Urban regions,No,0.26089,74,243,0.20556,0.31622
1995,Single parent,Rural regions,Yes,0.55531,62,119,0.46564,0.64497
1995,Single parent,Rural regions,No,0.38201,57,119,0.29434,0.46968
1995,Couple with children,Urban regions,Yes,0.76411,1213,1721,0.74404,0.78417
1995,Couple with children,Urban regions,No,0.20266,508,1721,0.18366,0.22166
1995,Couple with children,Rural regions,Yes,0.65905,601,987,0.62946,0.68864
1995,Couple with children,Rural regions,No,0.30423,386,987,0.27551,0.33295
1995,Multi-generational household,Urban regions,Yes,0.66306,51,85,0.56198,0.76414
1995,Multi-generational household,Urban regions,No,0.28635,34,85,0.18968,0.38303
1995,Multi-generational household,Rural regions,Yes,0.76627,31,31,0.61483,0.91771
1995,Other Combinations,Urban regions,Yes,0.73419,73,73,0.63215,0.83623
1995,Other Combinations,Rural regions,Yes,0.53461,34,34,0.36442,0.70480
1996,Single-person household,Urban regions,Yes,0.60857,584,964,0.57774,0.63940
1996,Single-person household,Urban regions,No,0.34328,380,964,0.31329,0.37327
1996,Single-person household,Rural regions,Yes,0.50477,189,394,0.45534,0.55420
1996,Single-person household,Rural regions,No,0.43328,205,394,0.38428,0.48227
1996,Couple without children,Urban regions,Yes,0.74094,842,1194,0.71608,0.76580
1996,Couple without children,Urban regions,No,0.22526,352,1194,0.20156,0.24897
1996,Couple without children,Rural regions,Yes,0.64380,352,585,0.60496,0.68264
1996,Couple without children,Rural regions,No,0.32822,233,585,0.29014,0.36631
1996,Single parent,Urban regions,Yes,0.67966,174,252,0.62193,0.73738
1996,Single parent,Urban regions,No,0.28478,78,252,0.22894,0.34061
1996,Single parent,Rural regions,Yes,0.59090,66,118,0.50181,0.67999
1996,Single parent,Rural regions,No,0.35728,52,118,0.27045,0.44411
1996,Couple with children,Urban regions,Yes,0.77413,1218,1677,0.75411,0.79415
1996,Couple with children,Urban regions,No,0.19254,459,1677,0.17366,0.21141
1996,Couple with children,Rural regions,Yes,0.67911,587,932,0.64913,0.70910
1996,Couple with children,Rural regions,No,0.29123,345,932,0.26205,0.32042
1996,Multi-generational household,Urban regions,Yes,0.64029,45,45,0.49848,0.78210
1996,Multi-generational household,Rural regions,Yes,0.77293,31,31,0.62301,0.92284
1996,Other Combinations,Urban regions,Yes,0.66225,61,61,0.54258,0.78193
1996,Other Combinations,Rural regions,Yes,0.55607,35,35,0.38906,0.72308
1997,Single-person household,Urban regions,Yes,0.61373,566,947,0.58270,0.64476
1997,Single-person household,Urban regions,No,0.34414,381,947,0.31386,0.37441
1997,Single-person household,Rural regions,Yes,0.51455,199,382,0.46436,0.56474
1997,Single-person household,Rural regions,No,0.40231,183,382,0.35307,0.45155
1997,Couple without children,Urban regions,Yes,0.74056,871,1210,0.71585,0.76526
1997,Couple without children,Urban regions,No,0.21416,339,1210,0.19103,0.23728
1997,Couple without children,Rural regions,Yes,0.63358,357,603,0.59509,0.67207
1997,Couple without children,Rural regions,No,0.33142,246,603,0.29382,0.36902
1997,Single parent,Urban regions,Yes,0.73449,173,250,0.67964,0.78934
1997,Single parent,Urban regions,No,0.24075,77,250,0.18764,0.29385
1997,Single parent,Rural regions,Yes,0.62026,74,124,0.53449,0.70603
1997,Single parent,Rural regions,No,0.31951,50,124,0.23711,0.40192
1997,Couple with children,Urban regions,Yes,0.78676,1204,1614,0.76677,0.80675
1997,Couple with children,Urban regions,No,0.17709,410,1614,0.15846,0.19572
1997,Couple with children,Rural regions,Yes,0.69553,590,906,0.66554,0.72551
1997,Couple with children,Rural regions,No,0.28029,316,906,0.25102,0.30955
1997,Multi-generational household,Urban regions,Yes,0.71088,46,46,0.57842,0.84334
1997,Other Combinations,Urban regions,Yes,0.63584,62,62,0.51509,0.75660
1998,Single-person household,Urban regions,Yes,0.64097,739,1204,0.61386,0.66807
1998,Single-person household,Urban regions,No,0.35015,465,1204,0.32319,0.37710
1998,Single-person household,Rural regions,Yes,0.53446,250,480,0.48979,0.57913
1998,Single-person household,Rural regions,No,0.44552,230,480,0.40101,0.49003
1998,Couple without children,Urban regions,Yes,0.78055,1065,1435,0.75913,0.80197
1998,Couple without children,Urban regions,No,0.21091,370,1435,0.18979,0.23202
1998,Couple without children,Rural regions,Yes,0.67537,464,728,0.64133,0.70941
1998,Couple without children,Rural regions,No,0.31516,264,728,0.28139,0.34893
1998,Single parent,Urban regions,Yes,0.73889,209,302,0.68927,0.78851
1998,Single parent,Urban regions,No,0.26111,93,302,0.21149,0.31073
1998,Single parent,Rural regions,Yes,0.71869,97,144,0.64499,0.79239
1998,Single parent,Rural regions,No,0.27327,47,144,0.20023,0.34631
1998,Couple with children,Urban regions,Yes,0.80897,1367,1783,0.79071,0.82722
1998,Couple with children,Urban regions,No,0.18921,416,1783,0.17103,0.20740
1998,Couple with children,Rural regions,Yes,0.74864,718,1021,0.72202,0.77526
1998,Couple with children,Rural regions,No,0.24180,303,1021,0.21552,0.26807
1998,Multi-generational household,Urban regions,Yes,0.71151,45,45,0.57764,0.84538
1998,Other Combinations,Urban regions,Yes,0.75001,74,74,0.65067,0.84934
1998,Other Combinations,Rural regions,Yes,0.64111,33,33,0.47491,0.80731
1999,Single-person household,Urban regions,Yes,0.63918,693,1138,0.61127,0.66710
1999,Single-person household,Urban regions,No,0.34902,445,1138,0.32132,0.37673
1999,Single-person household,Rural regions,Yes,0.56118,259,471,0.51631,0.60604
1999,Single-person household,Rural regions,No,0.41635,212,471,0.37178,0.46091
1999,Couple without children,Urban regions,Yes,0.78438,1055,1408,0.76290,0.80587
1999,Couple without children,Urban regions,No,0.20356,353,1408,0.18252,0.22460
1999,Couple without children,Rural regions,Yes,0.69223,469,726,0.65863,0.72583
1999,Couple without children,Rural regions,No,0.29627,257,726,0.26303,0.32951
1999,Single parent,Urban regions,Yes,0.74001,196,280,0.68854,0.79148
1999,Single parent,Urban regions,No,0.24419,84,280,0.19378,0.29460
1999,Single parent,Rural regions,Yes,0.70654,108,160,0.63576,0.77732
1999,Single parent,Rural regions,No,0.26896,52,160,0.20004,0.33789
1999,Couple with children,Urban regions,Yes,0.81133,1361,1736,0.79292,0.82974
1999,Couple with children,Urban regions,No,0.17495,375,1736,0.15707,0.19282
1999,Couple with children,Rural regions,Yes,0.75000,687,971,0.72275,0.77725
1999,Couple with children,Rural regions,No,0.23893,284,971,0.21209,0.26576
1999,Multi-generational household,Urban regions,Yes,0.71897,43,43,0.58303,0.85492
2000,Single-person household,Urban regions,Yes,0.63752,1410,2241,0.61761,0.65743
2000,Single-person household,Urban regions,No,0.34537,831,2241,0.32568,0.36507
2000,Single-person household,Rural regions,Yes,0.53985,519,962,0.50833,0.57136
2000,Single-person household,Rural regions,No,0.44156,443,962,0.41016,0.47296
2000,Couple without children,Urban regions,Yes,0.79944,2080,2615,0.78409,0.81479
2000,Couple without children,Urban regions,No,0.18634,535,2615,0.17141,0.20126
2000,Couple without children,Rural regions,Yes,0.70008,880,1312,0.67528,0.72489
2000,Couple without children,Rural regions,No,0.29316,432,1312,0.26852,0.31780
2000,Single parent,Urban regions,Yes,0.72653,360,499,0.68738,0.76568
2000,Single parent,Urban regions,No,0.24658,139,499,0.20873,0.28444
2000,Single parent,Rural regions,Yes,0.66849,159,247,0.60966,0.72732
2000,Single parent,Rural regions,No,0.30346,88,247,0.24601,0.36091
2000,Couple with children,Urban regions,Yes,0.81070,2368,2928,0.79651,0.82489
2000,Couple with children,Urban regions,No,0.17286,560,2928,0.15916,0.18656
2000,Couple with children,Rural regions,Yes,0.74739,1210,1652,0.72643,0.76835
2000,Couple with children,Rural regions,No,0.24204,442,1652,0.22137,0.26270
2000,Multi-generational household,Urban regions,Yes,0.80512,79,79,0.71721,0.89302
2000,Multi-generational household,Rural regions,Yes,0.70439,46,46,0.57107,0.83772
2000,Other Combinations,Urban regions,Yes,0.74972,77,77,0.65233,0.84711
2000,Other Combinations,Rural regions,Yes,0.58472,31,31,0.40839,0.76106
2001,Single-person household,Urban regions,Yes,0.64725,1302,2021,0.62641,0.66809
2001,Single-person household,Urban regions,No,0.33140,719,2021,0.31087,0.35193
2001,Single-person household,Rural regions,Yes,0.55295,463,846,0.51942,0.58647
2001,Single-person household,Rural regions,No,0.42624,383,846,0.39289,0.45958
2001,Couple without children,Urban regions,Yes,0.79874,1863,2340,0.78249,0.81499
2001,Couple without children,Urban regions,No,0.18389,477,2340,0.16819,0.19959
2001,Couple without children,Rural regions,Yes,0.71762,829,1203,0.69217,0.74307
2001,Couple without children,Rural regions,No,0.27530,374,1203,0.25005,0.30055
2001,Single parent,Urban regions,Yes,0.68783,322,455,0.64520,0.73045
2001,Single parent,Urban regions,No,0.28250,133,455,0.24109,0.32392
2001,Single parent,Rural regions,Yes,0.65567,149,232,0.59439,0.71694
2001,Single parent,Rural regions,No,0.30460,83,232,0.24525,0.36395
2001,Couple with children,Urban regions,Yes,0.82167,2183,2654,0.80710,0.83624
2001,Couple with children,Urban regions,No,0.16089,471,2654,0.14690,0.17487
2001,Couple with children,Rural regions,Yes,0.75661,1080,1462,0.73461,0.77862
2001,Couple with children,Rural regions,No,0.22773,382,1462,0.20622,0.24923
2001,Multi-generational household,Urban regions,Yes,0.77852,81,81,0.68752,0.86951
2001,Multi-generational household,Rural regions,Yes,0.73201,38,38,0.58929,0.87472
2001,Other Combinations,Urban regions,Yes,0.75903,62,62,0.65170,0.86636
2002,Single-person household,Urban regions,Yes,0.65583,1334,2026,0.63513,0.67652
2002,Single-person household,Urban regions,No,0.31941,692,2026,0.29911,0.33972
2002,Single-person household,Rural regions,Yes,0.54924,460,837,0.51551,0.58297
2002,Single-person household,Rural regions,No,0.42604,377,837,0.39252,0.45956
2002,Couple without children,Urban regions,Yes,0.80416,2145,2592,0.78888,0.81944
2002,Couple without children,Urban regions,No,0.17299,447,2592,0.15842,0.18755
2002,Couple without children,Rural regions,Yes,0.70999,873,1246,0.68478,0.73520
2002,Couple without children,Rural regions,No,0.27461,373,1246,0.24982,0.29941
2002,Single parent,Urban regions,Yes,0.67896,318,438,0.63519,0.72273
2002,Single parent,Urban regions,No,0.26388,120,438,0.22255,0.30520
2002,Single parent,Rural regions,Yes,0.63556,154,239,0.57441,0.69670
2002,Single parent,Rural regions,No,0.30419,85,239,0.24574,0.36264
2002,Couple with children,Urban regions,Yes,0.83325,2425,2846,0.81955,0.84694
2002,Couple with children,Urban regions,No,0.14825,421,2846,0.13519,0.16131
2002,Couple with children,Rural regions,Yes,0.74978,1106,1468,0.72762,0.77195
2002,Couple with children,Rural regions,No,0.23410,362,1468,0.21243,0.25577
2002,Multi-generational household,Urban regions,Yes,0.75024,71,71,0.64883,0.85165
2002,Multi-generational household,Rural regions,Yes,0.74939,44,44,0.61986,0.87892
2002,Other Combinations,Urban regions,Yes,0.72391,67,67,0.61605,0.83177
2003,Single-person household,Urban regions,Yes,0.65947,1340,2004,0.63872,0.68023
2003,Single-person household,Urban regions,No,0.31273,664,2004,0.29243,0.33303
2003,Single-person household,Rural regions,Yes,0.56059,470,824,0.52668,0.59450
2003,Single-person household,Rural regions,No,0.41289,354,824,0.37926,0.44653
2003,Couple without children,Urban regions,Yes,0.80260,2084,2513,0.78703,0.81816
2003,Couple without children,Urban regions,No,0.17477,429,2513,0.15992,0.18962
2003,Couple without children,Rural regions,Yes,0.71090,871,1241,0.68566,0.73613
2003,Couple without children,Rural regions,No,0.27070,370,1241,0.24597,0.29543
2003,Single parent,Urban regions,Yes,0.69927,330,452,0.65694,0.74159
2003,Single parent,Urban regions,No,0.26164,122,452,0.22107,0.30220
2003,Single parent,Rural regions,Yes,0.65423,146,224,0.59180,0.71665
2003,Single parent,Rural regions,No,0.29964,78,224,0.23951,0.35976
2003,Couple with children,Urban regions,Yes,0.84255,2312,2688,0.82877,0.85632
2003,Couple with children,Urban regions,No,0.13621,376,2688,0.12324,0.14918
2003,Couple with children,Rural regions,Yes,0.74944,1033,1373,0.72651,0.77237
2003,Couple with children,Rural regions,No,0.23548,340,1373,0.21303,0.25794
2003,Multi-generational household,Urban regions,Yes,0.71209,58,58,0.59454,0.82963
2003,Multi-generational household,Rural regions,Yes,0.68278,32,32,0.51895,0.84661
2003,Other Combinations,Urban regions,Yes,0.64743,53,53,0.51757,0.77729
2004,Single-person household,Urban regions,Yes,0.66389,1311,1939,0.64286,0.68493
