year,age_gr,quintil_oecd,plh0258_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,30-45 y.,1st Quintile,Catholic,0.21650,142,741,0.18682,0.24617
2007,30-45 y.,1st Quintile,Protestant,0.27132,207,741,0.23928,0.30336
2007,30-45 y.,1st Quintile,Islamic community,0.13122,105,741,0.10690,0.15555
2007,30-45 y.,1st Quintile,Non-denominational,0.34355,287,741,0.30933,0.37776
2007,30-45 y.,2nd Quintile,Catholic,0.29715,298,1001,0.26883,0.32548
2007,30-45 y.,2nd Quintile,Protestant,0.29262,301,1001,0.26442,0.32082
2007,30-45 y.,2nd Quintile,Islamic community,0.08354,84,1001,0.06639,0.10069
2007,30-45 y.,2nd Quintile,Non-denominational,0.28931,318,1001,0.26120,0.31741
2007,30-45 y.,3rd Quintile,Catholic,0.35297,356,1094,0.32464,0.38130
2007,30-45 y.,3rd Quintile,Protestant,0.29560,351,1094,0.26855,0.32265
2007,30-45 y.,3rd Quintile,Islamic community,0.04001,49,1094,0.02839,0.05162
2007,30-45 y.,3rd Quintile,Non-denominational,0.29310,338,1094,0.26611,0.32008
2007,30-45 y.,4th Quintile,Catholic,0.30170,404,1297,0.27671,0.32669
2007,30-45 y.,4th Quintile,Protestant,0.32685,430,1297,0.30131,0.35239
2007,30-45 y.,4th Quintile,Other Christian community,0.02409,32,1297,0.01574,0.03243
2007,30-45 y.,4th Quintile,Islamic community,0.03211,31,1297,0.02251,0.04171
2007,30-45 y.,4th Quintile,Non-denominational,0.31096,400,1297,0.28576,0.33617
2007,30-45 y.,5th Quintile,Catholic,0.32835,474,1458,0.30423,0.35246
2007,30-45 y.,5th Quintile,Protestant,0.30458,449,1458,0.28095,0.32821
2007,30-45 y.,5th Quintile,Other Christian community,0.02982,34,1458,0.02108,0.03855
2007,30-45 y.,5th Quintile,Non-denominational,0.32397,501,1458,0.29994,0.34800
2007,46-65 y.,1st Quintile,Catholic,0.22921,181,841,0.20078,0.25763
2007,46-65 y.,1st Quintile,Protestant,0.22915,208,841,0.20072,0.25757
2007,46-65 y.,1st Quintile,Other Christian community,0.06602,48,841,0.04922,0.08281
2007,46-65 y.,1st Quintile,Islamic community,0.07569,59,841,0.05780,0.09358
2007,46-65 y.,1st Quintile,Non-denominational,0.38713,345,841,0.35419,0.42007
2007,46-65 y.,2nd Quintile,Catholic,0.29806,232,846,0.26722,0.32890
2007,46-65 y.,2nd Quintile,Protestant,0.32543,287,846,0.29384,0.35702
2007,46-65 y.,2nd Quintile,Islamic community,0.04929,41,846,0.03470,0.06389
2007,46-65 y.,2nd Quintile,Non-denominational,0.28244,286,846,0.25208,0.31279
2007,46-65 y.,3rd Quintile,Catholic,0.30697,336,1076,0.27940,0.33455
2007,46-65 y.,3rd Quintile,Protestant,0.29812,352,1076,0.27078,0.32547
2007,46-65 y.,3rd Quintile,Non-denominational,0.32914,388,1076,0.30105,0.35723
2007,46-65 y.,4th Quintile,Catholic,0.31311,458,1535,0.28990,0.33631
2007,46-65 y.,4th Quintile,Protestant,0.31502,518,1535,0.29177,0.33827
2007,46-65 y.,4th Quintile,Other Christian community,0.04283,50,1535,0.03270,0.05296
2007,46-65 y.,4th Quintile,Non-denominational,0.31841,509,1535,0.29510,0.34172
2007,46-65 y.,5th Quintile,Catholic,0.33531,824,2640,0.31730,0.35332
2007,46-65 y.,5th Quintile,Protestant,0.32293,869,2640,0.30509,0.34077
2007,46-65 y.,5th Quintile,Other Christian community,0.01515,43,2640,0.01049,0.01981
2007,46-65 y.,5th Quintile,Non-denominational,0.31991,904,2640,0.30212,0.33771
2007,66 and older,1st Quintile,Catholic,0.31610,220,692,0.28143,0.35077
2007,66 and older,1st Quintile,Protestant,0.45782,317,692,0.42067,0.49497
2007,66 and older,1st Quintile,Islamic community,0.04022,34,692,0.02557,0.05487
2007,66 and older,1st Quintile,Non-denominational,0.15496,121,692,0.12798,0.18194
2007,66 and older,2nd Quintile,Catholic,0.32735,301,964,0.29771,0.35699
2007,66 and older,2nd Quintile,Protestant,0.43461,426,964,0.40331,0.46592
2007,66 and older,2nd Quintile,Non-denominational,0.20496,237,964,0.17946,0.23045
2007,66 and older,3rd Quintile,Catholic,0.28675,256,926,0.25760,0.31589
2007,66 and older,3rd Quintile,Protestant,0.45984,416,926,0.42772,0.49196
2007,66 and older,3rd Quintile,Non-denominational,0.23108,254,926,0.20391,0.25824
2007,66 and older,4th Quintile,Catholic,0.31902,240,792,0.28654,0.35150
2007,66 and older,4th Quintile,Protestant,0.45551,360,792,0.42080,0.49022
2007,66 and older,4th Quintile,Non-denominational,0.20044,192,792,0.17254,0.22834
2007,66 and older,5th Quintile,Catholic,0.35460,286,858,0.32257,0.38663
2007,66 and older,5th Quintile,Protestant,0.47733,422,858,0.44389,0.51077
2007,66 and older,5th Quintile,Non-denominational,0.14640,150,858,0.12273,0.17007
2011,17-29 y.,1st Quintile,Catholic,0.14404,121,515,0.11369,0.17440
2011,17-29 y.,1st Quintile,Protestant,0.20559,144,515,0.17066,0.24053
2011,17-29 y.,1st Quintile,Islamic community,0.03354,34,515,0.01798,0.04911
2011,17-29 y.,1st Quintile,Non-denominational,0.32707,216,515,0.28651,0.36762
2011,17-29 y.,2nd Quintile,Catholic,0.19114,101,387,0.15191,0.23037
2011,17-29 y.,2nd Quintile,Protestant,0.28651,151,387,0.24141,0.33162
2011,17-29 y.,2nd Quintile,Non-denominational,0.21151,135,387,0.17077,0.25225
2011,17-29 y.,3rd Quintile,Catholic,0.24148,150,453,0.20203,0.28094
2011,17-29 y.,3rd Quintile,Protestant,0.39030,189,453,0.34533,0.43527
2011,17-29 y.,3rd Quintile,Non-denominational,0.17954,114,453,0.14416,0.21493
2011,17-29 y.,4th Quintile,Catholic,0.31063,167,440,0.26735,0.35392
2011,17-29 y.,4th Quintile,Protestant,0.34763,166,440,0.30308,0.39218
2011,17-29 y.,4th Quintile,Non-denominational,0.19834,107,440,0.16103,0.23564
2011,17-29 y.,5th Quintile,Catholic,0.37597,144,382,0.32733,0.42460
2011,17-29 y.,5th Quintile,Protestant,0.36898,164,382,0.32053,0.41743
2011,17-29 y.,5th Quintile,Non-denominational,0.16648,74,382,0.12907,0.20388
2011,30-45 y.,1st Quintile,Catholic,0.08883,91,485,0.06349,0.11418
2011,30-45 y.,1st Quintile,Protestant,0.13505,136,485,0.10460,0.16550
2011,30-45 y.,1st Quintile,Islamic community,0.05388,63,485,0.03377,0.07400
2011,30-45 y.,1st Quintile,Non-denominational,0.18997,195,485,0.15503,0.22492
2011,30-45 y.,2nd Quintile,Catholic,0.22147,179,646,0.18942,0.25351
2011,30-45 y.,2nd Quintile,Protestant,0.18553,201,646,0.15553,0.21553
2011,30-45 y.,2nd Quintile,Islamic community,0.04761,48,646,0.03118,0.06404
2011,30-45 y.,2nd Quintile,Non-denominational,0.20967,218,646,0.17825,0.24108
2011,30-45 y.,3rd Quintile,Catholic,0.23868,220,739,0.20792,0.26943
2011,30-45 y.,3rd Quintile,Protestant,0.22233,228,739,0.19233,0.25233
2011,30-45 y.,3rd Quintile,Non-denominational,0.29692,291,739,0.26396,0.32988
2011,30-45 y.,4th Quintile,Catholic,0.23651,258,810,0.20723,0.26579
2011,30-45 y.,4th Quintile,Protestant,0.27716,293,810,0.24632,0.30800
2011,30-45 y.,4th Quintile,Non-denominational,0.30700,259,810,0.27522,0.33879
2011,30-45 y.,5th Quintile,Catholic,0.27017,257,867,0.24060,0.29975
2011,30-45 y.,5th Quintile,Protestant,0.23324,265,867,0.20508,0.26141
2011,30-45 y.,5th Quintile,Non-denominational,0.32509,345,867,0.29390,0.35629
2011,46-65 y.,1st Quintile,Catholic,0.19662,160,706,0.16728,0.22596
2011,46-65 y.,1st Quintile,Protestant,0.19652,182,706,0.16719,0.22585
2011,46-65 y.,1st Quintile,Islamic community,0.08473,43,706,0.06418,0.10529
2011,46-65 y.,1st Quintile,Non-denominational,0.38028,321,706,0.34444,0.41611
2011,46-65 y.,2nd Quintile,Catholic,0.27010,187,701,0.23721,0.30300
2011,46-65 y.,2nd Quintile,Protestant,0.26812,236,701,0.23530,0.30093
2011,46-65 y.,2nd Quintile,Non-denominational,0.33478,278,701,0.29982,0.36974
2011,46-65 y.,3rd Quintile,Catholic,0.27584,292,973,0.24775,0.30394
2011,46-65 y.,3rd Quintile,Protestant,0.28106,315,973,0.25280,0.30932
