year,quintil_oecd,plh0258_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,2nd Quintile,Non-denominational,0.20919,1192,3846,0.19634,0.22205
2003,3rd Quintile,Catholic,0.24903,1156,4109,0.23580,0.26225
2003,3rd Quintile,Protestant,0.29549,1438,4109,0.28153,0.30944
2003,3rd Quintile,Other Christian community,0.01610,108,4109,0.01226,0.01995
2003,3rd Quintile,Other religious community,0.02276,149,4109,0.01820,0.02733
2003,3rd Quintile,Non-denominational,0.23214,1258,4109,0.21923,0.24505
2003,4th Quintile,Catholic,0.29434,1475,4399,0.28087,0.30781
2003,4th Quintile,Protestant,0.29807,1456,4399,0.28455,0.31159
2003,4th Quintile,Other Christian community,0.01690,101,4399,0.01309,0.02071
2003,4th Quintile,Other religious community,0.01177,79,4399,0.00859,0.01496
2003,4th Quintile,Non-denominational,0.23347,1288,4399,0.22097,0.24597
2003,5th Quintile,Catholic,0.29436,2016,6297,0.28310,0.30562
2003,5th Quintile,Protestant,0.32588,2255,6297,0.31431,0.33746
2003,5th Quintile,Other Christian community,0.01567,98,6297,0.01260,0.01874
2003,5th Quintile,Other religious community,0.00882,56,6297,0.00651,0.01113
2003,5th Quintile,Non-denominational,0.24583,1872,6297,0.23520,0.25647
2007,1st Quintile,Catholic,0.20253,717,3155,0.18851,0.21656
2007,1st Quintile,Protestant,0.25126,972,3155,0.23612,0.26639
2007,1st Quintile,Other Christian community,0.03052,123,3155,0.02452,0.03652
2007,1st Quintile,Islamic community,0.06599,260,3155,0.05733,0.07466
2007,1st Quintile,Non-denominational,0.25008,1083,3155,0.23496,0.26519
2007,2nd Quintile,Catholic,0.23326,976,3538,0.21933,0.24720
2007,2nd Quintile,Protestant,0.28191,1253,3538,0.26709,0.29674
2007,2nd Quintile,Other Christian community,0.02175,79,3538,0.01694,0.02656
2007,2nd Quintile,Islamic community,0.04364,182,3538,0.03690,0.05037
2007,2nd Quintile,Non-denominational,0.20489,1048,3538,0.19159,0.21820
2007,3rd Quintile,Catholic,0.26197,1146,3827,0.24804,0.27591
2007,3rd Quintile,Protestant,0.27827,1310,3827,0.26407,0.29247
2007,3rd Quintile,Other Christian community,0.01481,87,3827,0.01098,0.01863
2007,3rd Quintile,Islamic community,0.02718,104,3827,0.02203,0.03234
2007,3rd Quintile,Non-denominational,0.23834,1180,3827,0.22484,0.25184
2007,4th Quintile,Catholic,0.26456,1303,4308,0.25139,0.27774
2007,4th Quintile,Protestant,0.30831,1577,4308,0.29452,0.32210
2007,4th Quintile,Other Christian community,0.02710,114,4308,0.02225,0.03195
2007,4th Quintile,Islamic community,0.01213,56,4308,0.00886,0.01539
2007,4th Quintile,Non-denominational,0.23725,1258,4308,0.22454,0.24995
2007,5th Quintile,Catholic,0.30907,1805,5558,0.29692,0.32122
2007,5th Quintile,Protestant,0.31474,1970,5558,0.30253,0.32695
2007,5th Quintile,Other Christian community,0.01803,101,5558,0.01453,0.02152
2007,5th Quintile,Non-denominational,0.24917,1682,5558,0.23780,0.26054
2011,1st Quintile,Catholic,0.16142,563,2439,0.14682,0.17603
2011,1st Quintile,Protestant,0.20508,733,2439,0.18905,0.22111
2011,1st Quintile,Other Christian community,0.01977,72,2439,0.01424,0.02530
2011,1st Quintile,Islamic community,0.04189,162,2439,0.03394,0.04985
2011,1st Quintile,Non-denominational,0.23342,909,2439,0.21663,0.25021
2011,2nd Quintile,Catholic,0.20838,697,2749,0.19320,0.22357
2011,2nd Quintile,Protestant,0.25636,984,2749,0.24003,0.27268
2011,2nd Quintile,Other Christian community,0.01725,66,2749,0.01239,0.02212
2011,2nd Quintile,Islamic community,0.02321,89,2749,0.01758,0.02884
2011,2nd Quintile,Non-denominational,0.20991,913,2749,0.19468,0.22513
2011,3rd Quintile,Catholic,0.22498,863,3052,0.21016,0.23979
2011,3rd Quintile,Protestant,0.26903,1032,3052,0.25329,0.28476
2011,3rd Quintile,Other Christian community,0.01548,54,3052,0.01110,0.01987
2011,3rd Quintile,Islamic community,0.01712,66,3052,0.01252,0.02173
2011,3rd Quintile,Non-denominational,0.24686,1037,3052,0.23156,0.26216
2011,4th Quintile,Catholic,0.25552,1029,3181,0.24036,0.27068
2011,4th Quintile,Protestant,0.27546,1110,3181,0.25993,0.29099
2011,4th Quintile,Other Christian community,0.01587,66,3181,0.01153,0.02021
2011,4th Quintile,Non-denominational,0.24523,976,3181,0.23028,0.26018
2011,5th Quintile,Catholic,0.27886,1221,4110,0.26515,0.29257
2011,5th Quintile,Protestant,0.27994,1428,4110,0.26622,0.29367
2011,5th Quintile,Other Christian community,0.01511,68,4110,0.01138,0.01884
2011,5th Quintile,Non-denominational,0.26629,1393,4110,0.25278,0.27981
2015,1st Quintile,Catholic,0.19273,1088,4974,0.18176,0.20369
2015,1st Quintile,Protestant,0.23078,1331,4974,0.21906,0.24249
2015,1st Quintile,Other Christian community,0.01587,153,4974,0.01239,0.01934
2015,1st Quintile,Islamic community,0.04980,359,4974,0.04376,0.05585
2015,1st Quintile,Other religious community,0.01050,82,4974,0.00767,0.01334
2015,1st Quintile,Non-denominational,0.25383,1619,4974,0.24174,0.26593
2015,1st Quintile,Christian orthodox,0.00764,115,4974,0.00522,0.01006
2015,1st Quintile,Sunni denomination,0.02968,227,4974,0.02496,0.03439
2015,2nd Quintile,Catholic,0.22941,1408,5242,0.21802,0.24079
2015,2nd Quintile,Protestant,0.26853,1525,5242,0.25653,0.28053
2015,2nd Quintile,Other Christian community,0.01759,143,5242,0.01403,0.02115
2015,2nd Quintile,Islamic community,0.01931,162,5242,0.01559,0.02304
2015,2nd Quintile,Other religious community,0.00277,34,5242,0.00135,0.00420
2015,2nd Quintile,Non-denominational,0.26036,1763,5242,0.24848,0.27224
2015,2nd Quintile,Christian orthodox,0.00634,125,5242,0.00419,0.00849
2015,2nd Quintile,Sunni denomination,0.01398,82,5242,0.01080,0.01716
2015,3rd Quintile,Catholic,0.24403,1426,4823,0.23190,0.25615
2015,3rd Quintile,Protestant,0.27193,1551,4823,0.25937,0.28449
2015,3rd Quintile,Other Christian community,0.01661,124,4823,0.01300,0.02022
2015,3rd Quintile,Islamic community,0.00907,75,4823,0.00640,0.01175
2015,3rd Quintile,Non-denominational,0.27370,1536,4823,0.26112,0.28629
2015,3rd Quintile,Christian orthodox,0.00334,65,4823,0.00171,0.00497
2015,3rd Quintile,Sunni denomination,0.00659,46,4823,0.00431,0.00888
2015,4th Quintile,Catholic,0.26594,1455,4723,0.25334,0.27855
2015,4th Quintile,Protestant,0.28032,1544,4723,0.26751,0.29313
2015,4th Quintile,Other Christian community,0.01644,92,4723,0.01281,0.02006
2015,4th Quintile,Islamic community,0.00711,47,4723,0.00472,0.00951
2015,4th Quintile,Non-denominational,0.28098,1533,4723,0.26816,0.29380
2015,4th Quintile,Christian orthodox,0.00275,52,4723,0.00126,0.00424
2015,5th Quintile,Catholic,0.28394,1601,5044,0.27149,0.29638
2015,5th Quintile,Protestant,0.28060,1618,5044,0.26820,0.29300
2015,5th Quintile,Other Christian community,0.01792,89,5044,0.01426,0.02158
2015,5th Quintile,Non-denominational,0.30215,1692,5044,0.28947,0.31482
2015,5th Quintile,Christian orthodox,0.00231,44,5044,0.00099,0.00364
2019,1st Quintile,Catholic,0.16105,896,6903,0.15238,0.16972
2019,1st Quintile,Protestant,0.20176,1098,6903,0.19229,0.21122
2019,1st Quintile,Other Christian community,0.00879,78,6903,0.00659,0.01100
2019,1st Quintile,Islamic community,0.03018,310,6903,0.02614,0.03422
2019,1st Quintile,Other religious community,0.00983,288,6903,0.00750,0.01216
2019,1st Quintile,Non-denominational,0.27222,1777,6903,0.26172,0.28272
2019,1st Quintile,Christian orthodox,0.02229,309,6903,0.01880,0.02577
2019,1st Quintile,Shiite denomination,0.00660,181,6903,0.00469,0.00851
2019,1st Quintile,Sunni denomination,0.06613,1966,6903,0.06027,0.07199
2019,2nd Quintile,Catholic,0.22591,1180,4858,0.21415,0.23767
2019,2nd Quintile,Protestant,0.23489,1324,4858,0.22297,0.24682
2019,2nd Quintile,Other Christian community,0.01739,104,4858,0.01371,0.02107
2019,2nd Quintile,Islamic community,0.00929,50,4858,0.00660,0.01199
2019,2nd Quintile,Other religious community,0.00540,42,4858,0.00334,0.00746
2019,2nd Quintile,Non-denominational,0.27055,1762,4858,0.25806,0.28305
2019,2nd Quintile,Christian orthodox,0.01527,138,4858,0.01182,0.01872
2019,2nd Quintile,Sunni denomination,0.03251,258,4858,0.02752,0.03750
2019,3rd Quintile,Catholic,0.22433,1192,4428,0.21204,0.23662
2019,3rd Quintile,Protestant,0.24726,1319,4428,0.23455,0.25997
2019,3rd Quintile,Other Christian community,0.01545,70,4428,0.01182,0.01908
2019,3rd Quintile,Non-denominational,0.29622,1655,4428,0.28277,0.30967
2019,3rd Quintile,Christian orthodox,0.01282,85,4428,0.00950,0.01613
2019,3rd Quintile,Sunni denomination,0.02341,107,4428,0.01896,0.02787
2019,4th Quintile,Catholic,0.23892,1223,4237,0.22607,0.25176
2019,4th Quintile,Protestant,0.26828,1339,4237,0.25494,0.28162
2019,4th Quintile,Other Christian community,0.01386,64,4237,0.01034,0.01739
2019,4th Quintile,Non-denominational,0.31155,1514,4237,0.29760,0.32550
2019,4th Quintile,Christian orthodox,0.00982,65,4237,0.00685,0.01279
2019,4th Quintile,Sunni denomination,0.00602,32,4237,0.00369,0.00835
2019,5th Quintile,Catholic,0.26745,1379,4723,0.25483,0.28008
2019,5th Quintile,Protestant,0.26086,1457,4723,0.24834,0.27339
2019,5th Quintile,Other Christian community,0.01100,57,4723,0.00802,0.01397
2019,5th Quintile,Non-denominational,0.33265,1773,4723,0.31921,0.34609
2019,5th Quintile,Christian orthodox,0.01064,57,4723,0.00771,0.01357
