year,age_gr,plh0258_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1997,30-45 y.,Catholic,0.32387,1287,4340,0.30995,0.33780
1997,30-45 y.,Protestant,0.31189,1176,4340,0.29810,0.32567
1997,30-45 y.,Other Christian community,0.02533,153,4340,0.02066,0.03001
1997,30-45 y.,Other religious community,0.03218,258,4340,0.02693,0.03743
1997,30-45 y.,Non-denominational,0.30235,1466,4340,0.28869,0.31602
1997,46-65 y.,Catholic,0.31798,1097,3818,0.30321,0.33275
1997,46-65 y.,Protestant,0.35158,1140,3818,0.33643,0.36673
1997,46-65 y.,Other Christian community,0.02518,164,3818,0.02021,0.03016
1997,46-65 y.,Other religious community,0.02725,230,3818,0.02209,0.03242
1997,46-65 y.,Non-denominational,0.27127,1187,3818,0.25716,0.28537
1997,66 and older,Catholic,0.34549,507,1524,0.32160,0.36937
1997,66 and older,Protestant,0.47222,712,1524,0.44714,0.49729
1997,66 and older,Non-denominational,0.15300,305,1524,0.13492,0.17108
2003,17-29 y.,Catholic,0.30801,1168,3983,0.29367,0.32235
2003,17-29 y.,Protestant,0.32430,1266,3983,0.30976,0.33884
2003,17-29 y.,Other Christian community,0.02573,104,3983,0.02081,0.03065
2003,17-29 y.,Other religious community,0.06158,219,3983,0.05412,0.06905
2003,17-29 y.,Non-denominational,0.27231,1226,3983,0.25848,0.28614
2003,30-45 y.,Catholic,0.30330,2060,6892,0.29244,0.31415
2003,30-45 y.,Protestant,0.30458,2052,6892,0.29372,0.31545
2003,30-45 y.,Other Christian community,0.02462,167,6892,0.02096,0.02828
2003,30-45 y.,Other religious community,0.04410,351,6892,0.03925,0.04894
2003,30-45 y.,Non-denominational,0.31738,2262,6892,0.30639,0.32837
2003,46-65 y.,Catholic,0.30753,2191,7521,0.29710,0.31796
2003,46-65 y.,Protestant,0.32768,2430,7521,0.31707,0.33829
2003,46-65 y.,Other Christian community,0.02255,182,7521,0.01920,0.02591
2003,46-65 y.,Other religious community,0.03115,231,7521,0.02722,0.03508
2003,46-65 y.,Non-denominational,0.30401,2487,7521,0.29361,0.31440
2003,66 and older,Catholic,0.33841,1163,3629,0.32302,0.35381
2003,66 and older,Protestant,0.45463,1621,3629,0.43843,0.47084
2003,66 and older,Other Christian community,0.01239,52,3629,0.00879,0.01599
2003,66 and older,Other religious community,0.01618,62,3629,0.01207,0.02029
2003,66 and older,Non-denominational,0.17164,731,3629,0.15937,0.18391
2007,17-29 y.,Catholic,0.26499,941,3374,0.25009,0.27988
2007,17-29 y.,Protestant,0.31181,1170,3374,0.29618,0.32744
2007,17-29 y.,Other Christian community,0.02349,94,3374,0.01838,0.02860
2007,17-29 y.,Islamic community,0.05316,148,3374,0.04559,0.06073
2007,17-29 y.,Non-denominational,0.25523,1021,3374,0.24052,0.26995
2007,30-45 y.,Catholic,0.30368,1674,5687,0.29173,0.31564
2007,30-45 y.,Protestant,0.30018,1738,5687,0.28826,0.31209
2007,30-45 y.,Other Christian community,0.02590,145,5687,0.02177,0.03003
2007,30-45 y.,Islamic community,0.05405,286,5687,0.04817,0.05993
2007,30-45 y.,Non-denominational,0.31142,1844,5687,0.29939,0.32346
2007,46-65 y.,Catholic,0.30300,2031,7024,0.29225,0.31375
2007,46-65 y.,Protestant,0.30222,2234,7024,0.29148,0.31296
2007,46-65 y.,Other Christian community,0.03402,192,7024,0.02978,0.03826
2007,46-65 y.,Islamic community,0.02722,135,7024,0.02342,0.03103
2007,46-65 y.,Non-denominational,0.32641,2432,7024,0.31544,0.33737
2007,66 and older,Catholic,0.31912,1303,4327,0.30523,0.33301
2007,66 and older,Protestant,0.45519,1941,4327,0.44035,0.47003
2007,66 and older,Other Christian community,0.01919,73,4327,0.01510,0.02328
2007,66 and older,Islamic community,0.01202,56,4327,0.00877,0.01527
2007,66 and older,Non-denominational,0.19046,954,4327,0.17876,0.20217
2011,17-29 y.,Catholic,0.23984,912,3087,0.22478,0.25491
2011,17-29 y.,Protestant,0.31508,1099,3087,0.29869,0.33147
2011,17-29 y.,Other Christian community,0.01730,74,3087,0.01270,0.02190
2011,17-29 y.,Islamic community,0.02839,109,3087,0.02253,0.03425
2011,17-29 y.,Non-denominational,0.23787,893,3087,0.22284,0.25289
2011,30-45 y.,Catholic,0.23969,1663,5781,0.22869,0.25070
2011,30-45 y.,Protestant,0.23560,1800,5781,0.22466,0.24654
2011,30-45 y.,Other Christian community,0.02191,163,5781,0.01814,0.02568
2011,30-45 y.,Islamic community,0.03033,245,5781,0.02591,0.03475
2011,30-45 y.,Non-denominational,0.28595,1910,5781,0.27430,0.29760
2011,46-65 y.,Catholic,0.28297,2300,8059,0.27314,0.29281
2011,46-65 y.,Protestant,0.28495,2508,8059,0.27509,0.29480
2011,46-65 y.,Other Christian community,0.02499,196,8059,0.02158,0.02839
2011,46-65 y.,Islamic community,0.01973,108,8059,0.01670,0.02277
2011,46-65 y.,Non-denominational,0.34651,2947,8059,0.33612,0.35690
2011,66 and older,Catholic,0.31209,1512,5102,0.29938,0.32481
2011,66 and older,Protestant,0.42321,2131,5102,0.40965,0.43676
2011,66 and older,Other Christian community,0.02011,83,5102,0.01626,0.02396
2011,66 and older,Islamic community,0.01156,43,5102,0.00863,0.01450
2011,66 and older,Non-denominational,0.22579,1333,5102,0.21432,0.23727
2015,17-29 y.,Catholic,0.27168,1249,4414,0.25855,0.28480
2015,17-29 y.,Protestant,0.30625,1240,4414,0.29265,0.31985
2015,17-29 y.,Other Christian community,0.01218,99,4414,0.00894,0.01542
2015,17-29 y.,Islamic community,0.02837,200,4414,0.02347,0.03327
2015,17-29 y.,Other religious community,0.00992,74,4414,0.00699,0.01284
2015,17-29 y.,Non-denominational,0.24604,1168,4414,0.23334,0.25875
2015,17-29 y.,Christian orthodox,0.01199,158,4414,0.00877,0.01520
2015,17-29 y.,Shiite denomination,0.00437,32,4414,0.00243,0.00632
2015,17-29 y.,Sunni denomination,0.03374,194,4414,0.02841,0.03906
2015,30-45 y.,Catholic,0.27296,2239,8194,0.26331,0.28261
2015,30-45 y.,Protestant,0.24306,1942,8194,0.23378,0.25235
2015,30-45 y.,Other Christian community,0.02368,222,8194,0.02039,0.02697
2015,30-45 y.,Islamic community,0.03632,387,8194,0.03227,0.04037
2015,30-45 y.,Other religious community,0.00686,73,8194,0.00507,0.00865
2015,30-45 y.,Non-denominational,0.36611,2715,8194,0.35567,0.37654
2015,30-45 y.,Christian orthodox,0.01505,363,8194,0.01242,0.01769
2015,30-45 y.,Sunni denomination,0.02331,253,8194,0.02004,0.02657
2015,46-65 y.,Catholic,0.28825,2595,9067,0.27892,0.29757
2015,46-65 y.,Protestant,0.28007,2586,9067,0.27082,0.28931
2015,46-65 y.,Other Christian community,0.01945,223,9067,0.01661,0.02230
2015,46-65 y.,Islamic community,0.01678,146,9067,0.01414,0.01942
2015,46-65 y.,Other religious community,0.00365,49,9067,0.00241,0.00489
2015,46-65 y.,Non-denominational,0.37110,3212,9067,0.36116,0.38105
2015,46-65 y.,Christian orthodox,0.00501,158,9067,0.00356,0.00646
2015,46-65 y.,Sunni denomination,0.00829,98,9067,0.00642,0.01015
2015,66 and older,Catholic,0.29729,1356,4810,0.28437,0.31020
2015,66 and older,Protestant,0.40735,1926,4810,0.39346,0.42124
2015,66 and older,Other Christian community,0.02134,91,4810,0.01725,0.02542
2015,66 and older,Non-denominational,0.24979,1437,4810,0.23756,0.26203
2019,17-29 y.,Catholic,0.24862,1012,4774,0.23636,0.26088
2019,17-29 y.,Protestant,0.26335,1146,4774,0.25086,0.27585
2019,17-29 y.,Other Christian community,0.01073,64,4774,0.00781,0.01366
2019,17-29 y.,Islamic community,0.01995,120,4774,0.01598,0.02391
2019,17-29 y.,Other religious community,0.00896,151,4774,0.00629,0.01164
2019,17-29 y.,Non-denominational,0.27626,1232,4774,0.26357,0.28894
2019,17-29 y.,Christian orthodox,0.01333,141,4774,0.01008,0.01659
2019,17-29 y.,Shiite denomination,0.01132,85,4774,0.00832,0.01432
2019,17-29 y.,Sunni denomination,0.06445,823,4774,0.05748,0.07141
2019,30-45 y.,Catholic,0.24835,1546,7864,0.23880,0.25790
2019,30-45 y.,Protestant,0.23762,1502,7864,0.22821,0.24703
2019,30-45 y.,Other Christian community,0.01143,102,7864,0.00908,0.01378
2019,30-45 y.,Islamic community,0.01161,207,7864,0.00924,0.01398
2019,30-45 y.,Other religious community,0.00798,195,7864,0.00601,0.00994
2019,30-45 y.,Non-denominational,0.40283,2622,7864,0.39199,0.41367
2019,30-45 y.,Christian orthodox,0.02265,276,7864,0.01936,0.02594
2019,30-45 y.,Shiite denomination,0.00321,119,7864,0.00196,0.00446
2019,30-45 y.,Sunni denomination,0.04659,1295,7864,0.04193,0.05125
2019,46-65 y.,Catholic,0.26106,2645,10977,0.25284,0.26928
2019,46-65 y.,Protestant,0.26250,2883,10977,0.25427,0.27073
2019,46-65 y.,Other Christian community,0.01871,176,10977,0.01617,0.02124
2019,46-65 y.,Islamic community,0.00949,100,10977,0.00768,0.01131
2019,46-65 y.,Other religious community,0.00473,111,10977,0.00345,0.00602
2019,46-65 y.,Non-denominational,0.39040,4202,10977,0.38127,0.39953
2019,46-65 y.,Christian orthodox,0.01797,225,10977,0.01548,0.02045
2019,46-65 y.,Shiite denomination,0.00182,47,10977,0.00102,0.00261
2019,46-65 y.,Sunni denomination,0.02562,588,10977,0.02267,0.02858
2019,66 and older,Catholic,0.28489,1400,5153,0.27256,0.29721
2019,66 and older,Protestant,0.37512,1798,5153,0.36190,0.38834
2019,66 and older,Other Christian community,0.01774,70,5153,0.01413,0.02134
2019,66 and older,Non-denominational,0.29672,1813,5153,0.28425,0.30920
2019,66 and older,Christian orthodox,0.00995,40,5153,0.00724,0.01267
2019,66 and older,Sunni denomination,0.00454,32,5153,0.00270,0.00637
