year,age_gr,regtyp,plh0258_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,46-65 y.,Rural regions,Non-denominational,0.27830,525,1386,0.25469,0.30190
1990,66 and older,Urban regions,Catholic,0.34853,316,892,0.31724,0.37982
1990,66 and older,Urban regions,Protestant,0.51451,449,892,0.48170,0.54733
1990,66 and older,Urban regions,Non-denominational,0.12075,127,892,0.09935,0.14214
1990,66 and older,Rural regions,Catholic,0.32441,144,541,0.28492,0.36389
1990,66 and older,Rural regions,Protestant,0.52478,284,541,0.48266,0.56690
1990,66 and older,Rural regions,Non-denominational,0.13918,113,541,0.10999,0.16837
1997,17-29 y.,Urban regions,Catholic,0.36056,647,1961,0.33931,0.38182
1997,17-29 y.,Urban regions,Protestant,0.31799,514,1961,0.29737,0.33860
1997,17-29 y.,Urban regions,Other Christian community,0.02401,84,1961,0.01723,0.03078
1997,17-29 y.,Urban regions,Other religious community,0.09723,329,1961,0.08412,0.11035
1997,17-29 y.,Urban regions,Non-denominational,0.19233,387,1961,0.17488,0.20978
1997,17-29 y.,Rural regions,Catholic,0.27682,234,1022,0.24938,0.30427
1997,17-29 y.,Rural regions,Protestant,0.29535,280,1022,0.26736,0.32333
1997,17-29 y.,Rural regions,Other Christian community,0.01885,35,1022,0.01051,0.02719
1997,17-29 y.,Rural regions,Non-denominational,0.38769,473,1022,0.35780,0.41757
1997,30-45 y.,Urban regions,Catholic,0.34064,944,2854,0.32325,0.35803
1997,30-45 y.,Urban regions,Protestant,0.30751,772,2854,0.29058,0.32444
1997,30-45 y.,Urban regions,Other Christian community,0.02862,124,2854,0.02251,0.03474
1997,30-45 y.,Urban regions,Other religious community,0.04171,237,2854,0.03438,0.04905
1997,30-45 y.,Urban regions,Non-denominational,0.27648,777,2854,0.26007,0.29289
1997,30-45 y.,Rural regions,Catholic,0.28410,343,1436,0.26076,0.30743
1997,30-45 y.,Rural regions,Protestant,0.32227,404,1436,0.29809,0.34645
1997,30-45 y.,Rural regions,Non-denominational,0.36373,689,1436,0.33884,0.38862
1997,46-65 y.,Urban regions,Catholic,0.35337,809,2447,0.33443,0.37232
1997,46-65 y.,Urban regions,Protestant,0.34708,706,2447,0.32822,0.36595
1997,46-65 y.,Urban regions,Other Christian community,0.03064,135,2447,0.02381,0.03748
1997,46-65 y.,Urban regions,Other religious community,0.03790,213,2447,0.03033,0.04547
1997,46-65 y.,Urban regions,Non-denominational,0.22322,584,2447,0.20671,0.23972
1997,46-65 y.,Rural regions,Catholic,0.24343,288,1325,0.22031,0.26654
1997,46-65 y.,Rural regions,Protestant,0.36105,434,1325,0.33518,0.38692
1997,46-65 y.,Rural regions,Non-denominational,0.37249,603,1325,0.34645,0.39853
1997,66 and older,Urban regions,Catholic,0.37457,386,1002,0.34458,0.40455
1997,66 and older,Urban regions,Protestant,0.47361,470,1002,0.44268,0.50454
1997,66 and older,Urban regions,Non-denominational,0.12212,146,1002,0.10184,0.14240
1997,66 and older,Rural regions,Catholic,0.27998,121,522,0.24142,0.31853
1997,66 and older,Rural regions,Protestant,0.46908,242,522,0.42623,0.51193
1997,66 and older,Rural regions,Non-denominational,0.22257,159,522,0.18685,0.25829
2003,17-29 y.,Urban regions,Catholic,0.32592,824,2596,0.30788,0.34395
2003,17-29 y.,Urban regions,Protestant,0.33450,886,2596,0.31635,0.35265
2003,17-29 y.,Urban regions,Other Christian community,0.02928,74,2596,0.02280,0.03577
2003,17-29 y.,Urban regions,Other religious community,0.08559,210,2596,0.07482,0.09635
2003,17-29 y.,Urban regions,Non-denominational,0.21405,602,2596,0.19827,0.22984
2003,17-29 y.,Rural regions,Catholic,0.26996,344,1348,0.24625,0.29367
2003,17-29 y.,Rural regions,Protestant,0.30264,380,1348,0.27811,0.32718
2003,17-29 y.,Rural regions,Non-denominational,0.39610,624,1348,0.36998,0.42222
2003,30-45 y.,Urban regions,Catholic,0.31538,1482,4637,0.30200,0.32875
2003,30-45 y.,Urban regions,Protestant,0.30853,1417,4637,0.29523,0.32182
2003,30-45 y.,Urban regions,Other Christian community,0.03005,138,4637,0.02513,0.03496
2003,30-45 y.,Urban regions,Other religious community,0.05802,320,4637,0.05129,0.06474
2003,30-45 y.,Urban regions,Non-denominational,0.28115,1280,4637,0.26821,0.29409
2003,30-45 y.,Rural regions,Catholic,0.27667,578,2226,0.25808,0.29525
2003,30-45 y.,Rural regions,Protestant,0.29589,635,2226,0.27693,0.31486
2003,30-45 y.,Rural regions,Other religious community,0.01341,31,2226,0.00863,0.01819
2003,30-45 y.,Rural regions,Non-denominational,0.39726,982,2226,0.37693,0.41759
2003,46-65 y.,Urban regions,Catholic,0.33385,1623,5010,0.32079,0.34691
2003,46-65 y.,Urban regions,Protestant,0.32134,1619,5010,0.30841,0.33427
2003,46-65 y.,Urban regions,Other Christian community,0.02878,151,5010,0.02415,0.03341
2003,46-65 y.,Urban regions,Other religious community,0.04073,210,5010,0.03525,0.04620
2003,46-65 y.,Urban regions,Non-denominational,0.26687,1407,5010,0.25462,0.27911
2003,46-65 y.,Rural regions,Catholic,0.25132,568,2490,0.23428,0.26836
2003,46-65 y.,Rural regions,Protestant,0.34122,811,2490,0.32260,0.35985
2003,46-65 y.,Rural regions,Other Christian community,0.00925,31,2490,0.00549,0.01301
2003,46-65 y.,Rural regions,Non-denominational,0.38331,1080,2490,0.36421,0.40242
2003,66 and older,Urban regions,Catholic,0.37127,856,2384,0.35187,0.39067
2003,66 and older,Urban regions,Protestant,0.45811,1067,2384,0.43810,0.47811
2003,66 and older,Urban regions,Other Christian community,0.01059,34,2384,0.00648,0.01470
2003,66 and older,Urban regions,Other religious community,0.02107,56,2384,0.01530,0.02684
2003,66 and older,Urban regions,Non-denominational,0.13224,371,2384,0.11864,0.14584
2003,66 and older,Rural regions,Catholic,0.26939,307,1221,0.24450,0.29429
2003,66 and older,Rural regions,Protestant,0.44733,554,1221,0.41943,0.47523
2003,66 and older,Rural regions,Non-denominational,0.25441,360,1221,0.22997,0.27885
2007,17-29 y.,Urban regions,Catholic,0.27806,656,2203,0.25934,0.29677
2007,17-29 y.,Urban regions,Protestant,0.31072,817,2203,0.29139,0.33005
2007,17-29 y.,Urban regions,Other Christian community,0.02873,74,2203,0.02175,0.03571
2007,17-29 y.,Urban regions,Islamic community,0.06867,133,2203,0.05811,0.07923
2007,17-29 y.,Urban regions,Non-denominational,0.22261,523,2203,0.20523,0.23998
2007,17-29 y.,Rural regions,Catholic,0.23840,285,1136,0.21361,0.26319
2007,17-29 y.,Rural regions,Protestant,0.31402,353,1136,0.28702,0.34103
2007,17-29 y.,Rural regions,Non-denominational,0.32159,498,1136,0.29441,0.34876
2007,30-45 y.,Urban regions,Catholic,0.32395,1202,3801,0.30907,0.33883
2007,30-45 y.,Urban regions,Protestant,0.29643,1173,3801,0.28190,0.31095
2007,30-45 y.,Urban regions,Other Christian community,0.02950,121,3801,0.02412,0.03488
2007,30-45 y.,Urban regions,Islamic community,0.07116,260,3801,0.06298,0.07933
2007,30-45 y.,Urban regions,Non-denominational,0.27302,1045,3801,0.25886,0.28719
2007,30-45 y.,Rural regions,Catholic,0.25728,472,1836,0.23728,0.27728
2007,30-45 y.,Rural regions,Protestant,0.30877,565,1836,0.28763,0.32990
2007,30-45 y.,Rural regions,Non-denominational,0.39935,799,1836,0.37694,0.42176
2007,46-65 y.,Urban regions,Catholic,0.31798,1441,4545,0.30444,0.33152
2007,46-65 y.,Urban regions,Protestant,0.29686,1468,4545,0.28358,0.31014
2007,46-65 y.,Urban regions,Other Christian community,0.03954,154,4545,0.03388,0.04521
2007,46-65 y.,Urban regions,Islamic community,0.03641,120,4545,0.03096,0.04185
2007,46-65 y.,Urban regions,Non-denominational,0.30083,1362,4545,0.28749,0.31416
2007,46-65 y.,Rural regions,Catholic,0.27352,590,2464,0.25592,0.29113
2007,46-65 y.,Rural regions,Protestant,0.31276,766,2464,0.29445,0.33107
2007,46-65 y.,Rural regions,Other Christian community,0.02316,38,2464,0.01722,0.02910
2007,46-65 y.,Rural regions,Non-denominational,0.37675,1070,2464,0.35761,0.39589
2007,66 and older,Urban regions,Catholic,0.34903,946,2819,0.33144,0.36663
2007,66 and older,Urban regions,Protestant,0.45762,1274,2819,0.43922,0.47601
2007,66 and older,Urban regions,Other Christian community,0.02299,60,2819,0.01746,0.02853
2007,66 and older,Urban regions,Islamic community,0.01710,53,2819,0.01231,0.02189
2007,66 and older,Urban regions,Non-denominational,0.14986,486,2819,0.13669,0.16304
2007,66 and older,Rural regions,Catholic,0.25738,357,1492,0.23519,0.27958
2007,66 and older,Rural regions,Protestant,0.45019,667,1492,0.42493,0.47544
2007,66 and older,Rural regions,Non-denominational,0.27427,468,1492,0.25162,0.29691
2011,17-29 y.,Urban regions,Catholic,0.24653,653,2057,0.22790,0.26516
2011,17-29 y.,Urban regions,Protestant,0.32901,757,2057,0.30870,0.34932
2011,17-29 y.,Urban regions,Other Christian community,0.02058,66,2057,0.01444,0.02671
2011,17-29 y.,Urban regions,Islamic community,0.03590,95,2057,0.02786,0.04394
2011,17-29 y.,Urban regions,Non-denominational,0.21099,486,2057,0.19335,0.22862
2011,17-29 y.,Rural regions,Catholic,0.22565,259,1008,0.19983,0.25146
2011,17-29 y.,Rural regions,Protestant,0.28550,342,1008,0.25760,0.31340
2011,17-29 y.,Rural regions,Non-denominational,0.29496,407,1008,0.26679,0.32312
2011,30-45 y.,Urban regions,Catholic,0.25558,1178,3810,0.24173,0.26944
2011,30-45 y.,Urban regions,Protestant,0.23463,1176,3810,0.22117,0.24808
2011,30-45 y.,Urban regions,Other Christian community,0.02381,140,3810,0.01897,0.02865
2011,30-45 y.,Urban regions,Islamic community,0.04086,217,3810,0.03458,0.04715
2011,30-45 y.,Urban regions,Non-denominational,0.26301,1099,3810,0.24903,0.27699
2011,30-45 y.,Rural regions,Catholic,0.20264,485,1920,0.18465,0.22062
2011,30-45 y.,Rural regions,Protestant,0.23787,624,1920,0.21882,0.25692
2011,30-45 y.,Rural regions,Non-denominational,0.33946,811,1920,0.31827,0.36064
2011,46-65 y.,Urban regions,Catholic,0.29873,1563,5044,0.28610,0.31137
2011,46-65 y.,Urban regions,Protestant,0.28391,1600,5044,0.27147,0.29636
2011,46-65 y.,Urban regions,Other Christian community,0.03070,160,5044,0.02594,0.03546
2011,46-65 y.,Urban regions,Islamic community,0.02534,95,5044,0.02101,0.02968
2011,46-65 y.,Urban regions,Non-denominational,0.31924,1626,5044,0.30638,0.33211
2011,46-65 y.,Rural regions,Catholic,0.25400,737,3002,0.23843,0.26958
2011,46-65 y.,Rural regions,Protestant,0.28684,908,3002,0.27066,0.30303
2011,46-65 y.,Rural regions,Other Christian community,0.01448,36,3002,0.01021,0.01875
2011,46-65 y.,Rural regions,Non-denominational,0.39663,1321,3002,0.37913,0.41414
2011,66 and older,Urban regions,Catholic,0.33557,1072,3294,0.31944,0.35170
2011,66 and older,Urban regions,Protestant,0.42180,1400,3294,0.40493,0.43867
2011,66 and older,Urban regions,Other Christian community,0.02416,66,3294,0.01891,0.02940
2011,66 and older,Urban regions,Islamic community,0.01375,36,3294,0.00977,0.01773
2011,66 and older,Urban regions,Non-denominational,0.19783,720,3294,0.18423,0.21144
2011,66 and older,Rural regions,Catholic,0.26317,440,1784,0.24273,0.28361
2011,66 and older,Rural regions,Protestant,0.42614,731,1784,0.40318,0.44909
2011,66 and older,Rural regions,Non-denominational,0.28406,613,1784,0.26313,0.30499
2015,17-29 y.,Urban regions,Catholic,0.28294,869,2982,0.26677,0.29911
2015,17-29 y.,Urban regions,Protestant,0.29280,808,2982,0.27646,0.30913
2015,17-29 y.,Urban regions,Other Christian community,0.01507,82,2982,0.01070,0.01945
2015,17-29 y.,Urban regions,Islamic community,0.03579,164,2982,0.02912,0.04246
2015,17-29 y.,Urban regions,Other religious community,0.01047,45,2982,0.00682,0.01412
2015,17-29 y.,Urban regions,Non-denominational,0.22486,725,2982,0.20988,0.23985
2015,17-29 y.,Urban regions,Christian orthodox,0.01439,123,2982,0.01012,0.01867
2015,17-29 y.,Urban regions,Sunni denomination,0.04395,166,2982,0.03659,0.05131
2015,17-29 y.,Rural regions,Catholic,0.24461,380,1326,0.22146,0.26775
2015,17-29 y.,Rural regions,Protestant,0.33857,432,1326,0.31309,0.36405
2015,17-29 y.,Rural regions,Islamic community,0.01054,36,1326,0.00504,0.01604
2015,17-29 y.,Rural regions,Non-denominational,0.29693,443,1326,0.27233,0.32153
2015,17-29 y.,Rural regions,Christian orthodox,0.00620,35,1326,0.00197,0.01043
2015,30-45 y.,Urban regions,Catholic,0.28410,1534,5445,0.27212,0.29608
2015,30-45 y.,Urban regions,Protestant,0.24405,1257,5445,0.23264,0.25546
2015,30-45 y.,Urban regions,Other Christian community,0.02841,174,5445,0.02400,0.03282
2015,30-45 y.,Urban regions,Islamic community,0.04462,309,5445,0.03913,0.05010
2015,30-45 y.,Urban regions,Other religious community,0.00756,52,5445,0.00526,0.00986
2015,30-45 y.,Urban regions,Non-denominational,0.33359,1655,5445,0.32106,0.34611
2015,30-45 y.,Urban regions,Christian orthodox,0.01645,263,5445,0.01307,0.01983
2015,30-45 y.,Urban regions,Sunni denomination,0.02740,201,5445,0.02307,0.03174
2015,30-45 y.,Rural regions,Catholic,0.24629,705,2728,0.23012,0.26246
2015,30-45 y.,Rural regions,Protestant,0.24071,685,2728,0.22466,0.25675
2015,30-45 y.,Rural regions,Other Christian community,0.01236,48,2728,0.00821,0.01651
2015,30-45 y.,Rural regions,Islamic community,0.01646,78,2728,0.01168,0.02123
2015,30-45 y.,Rural regions,Non-denominational,0.44397,1060,2728,0.42532,0.46262
2015,30-45 y.,Rural regions,Christian orthodox,0.01170,100,2728,0.00766,0.01574
2015,30-45 y.,Rural regions,Sunni denomination,0.01349,52,2728,0.00916,0.01782
2015,46-65 y.,Urban regions,Catholic,0.31373,1782,5763,0.30175,0.32571
2015,46-65 y.,Urban regions,Protestant,0.27101,1612,5763,0.25954,0.28249
2015,46-65 y.,Urban regions,Other Christian community,0.02172,173,5763,0.01795,0.02548
2015,46-65 y.,Urban regions,Islamic community,0.02460,126,5763,0.02060,0.02860
2015,46-65 y.,Urban regions,Other religious community,0.00462,35,5763,0.00287,0.00637
2015,46-65 y.,Urban regions,Non-denominational,0.33950,1834,5763,0.32727,0.35173
2015,46-65 y.,Urban regions,Christian orthodox,0.00596,117,5763,0.00397,0.00795
2015,46-65 y.,Urban regions,Sunni denomination,0.01166,84,5763,0.00889,0.01444
2015,46-65 y.,Rural regions,Catholic,0.24131,813,3256,0.22661,0.25601
2015,46-65 y.,Rural regions,Protestant,0.29674,974,3256,0.28105,0.31244
2015,46-65 y.,Rural regions,Other Christian community,0.01528,50,3256,0.01107,0.01950
2015,46-65 y.,Rural regions,Non-denominational,0.42931,1378,3256,0.41231,0.44632
2015,46-65 y.,Rural regions,Christian orthodox,0.00326,41,3256,0.00130,0.00522
2015,66 and older,Urban regions,Catholic,0.32033,936,3036,0.30373,0.33693
2015,66 and older,Urban regions,Protestant,0.39736,1210,3036,0.37995,0.41477
2015,66 and older,Urban regions,Other Christian community,0.02790,77,3036,0.02204,0.03376
2015,66 and older,Urban regions,Non-denominational,0.22936,813,3036,0.21440,0.24432
2015,66 and older,Rural regions,Catholic,0.24977,420,1760,0.22954,0.27000
2015,66 and older,Rural regions,Protestant,0.42796,716,1760,0.40483,0.45108
2015,66 and older,Rural regions,Non-denominational,0.29194,624,1760,0.27069,0.31319
2019,17-29 y.,Urban regions,Catholic,0.25946,706,3241,0.24437,0.27455
2019,17-29 y.,Urban regions,Protestant,0.25861,752,3241,0.24353,0.27369
2019,17-29 y.,Urban regions,Other Christian community,0.01284,47,3241,0.00896,0.01672
2019,17-29 y.,Urban regions,Islamic community,0.02451,89,3241,0.01919,0.02983
2019,17-29 y.,Urban regions,Other religious community,0.00746,96,3241,0.00450,0.01042
2019,17-29 y.,Urban regions,Non-denominational,0.25123,752,3241,0.23630,0.26617
2019,17-29 y.,Urban regions,Christian orthodox,0.01679,106,3241,0.01237,0.02121
2019,17-29 y.,Urban regions,Shiite denomination,0.01384,55,3241,0.00981,0.01786
2019,17-29 y.,Urban regions,Sunni denomination,0.08112,638,3241,0.07172,0.09052
2019,17-29 y.,Rural regions,Catholic,0.22301,280,1367,0.20093,0.24508
2019,17-29 y.,Rural regions,Protestant,0.27862,361,1367,0.25484,0.30239
2019,17-29 y.,Rural regions,Islamic community,0.00966,31,1367,0.00447,0.01485
2019,17-29 y.,Rural regions,Other religious community,0.01406,55,1367,0.00782,0.02031
2019,17-29 y.,Rural regions,Non-denominational,0.31998,420,1367,0.29525,0.34472
2019,17-29 y.,Rural regions,Christian orthodox,0.00535,35,1367,0.00148,0.00921
2019,17-29 y.,Rural regions,Sunni denomination,0.02592,185,1367,0.01749,0.03435
2019,30-45 y.,Urban regions,Catholic,0.25155,1055,5184,0.23974,0.26337
2019,30-45 y.,Urban regions,Protestant,0.23631,947,5184,0.22475,0.24788
2019,30-45 y.,Urban regions,Other Christian community,0.01350,81,5184,0.01036,0.01664
2019,30-45 y.,Urban regions,Islamic community,0.01356,144,5184,0.01041,0.01670
2019,30-45 y.,Urban regions,Other religious community,0.00919,134,5184,0.00659,0.01179
2019,30-45 y.,Urban regions,Non-denominational,0.38036,1580,5184,0.36715,0.39358
2019,30-45 y.,Urban regions,Christian orthodox,0.02613,204,5184,0.02179,0.03048
2019,30-45 y.,Urban regions,Shiite denomination,0.00409,84,5184,0.00236,0.00583
2019,30-45 y.,Urban regions,Sunni denomination,0.05688,955,5184,0.05057,0.06318
2019,30-45 y.,Rural regions,Catholic,0.24478,465,2503,0.22793,0.26163
2019,30-45 y.,Rural regions,Protestant,0.24354,524,2503,0.22672,0.26036
2019,30-45 y.,Rural regions,Islamic community,0.00766,63,2503,0.00425,0.01108
2019,30-45 y.,Rural regions,Other religious community,0.00399,57,2503,0.00152,0.00646
2019,30-45 y.,Rural regions,Non-denominational,0.44484,948,2503,0.42537,0.46432
2019,30-45 y.,Rural regions,Christian orthodox,0.01544,71,2503,0.01061,0.02027
2019,30-45 y.,Rural regions,Shiite denomination,0.00128,35,2503,-0.00012,0.00268
2019,30-45 y.,Rural regions,Sunni denomination,0.02468,340,2503,0.01860,0.03075
2019,46-65 y.,Urban regions,Catholic,0.27240,1761,6929,0.26191,0.28288
2019,46-65 y.,Urban regions,Protestant,0.25833,1799,6929,0.24803,0.26864
2019,46-65 y.,Urban regions,Other Christian community,0.01823,127,6929,0.01508,0.02138
2019,46-65 y.,Urban regions,Islamic community,0.01402,80,6929,0.01125,0.01679
2019,46-65 y.,Urban regions,Other religious community,0.00543,73,6929,0.00370,0.00717
2019,46-65 y.,Urban regions,Non-denominational,0.36138,2438,6929,0.35006,0.37269
2019,46-65 y.,Urban regions,Christian orthodox,0.02113,160,6929,0.01774,0.02452
2019,46-65 y.,Urban regions,Shiite denomination,0.00236,35,6929,0.00122,0.00350
2019,46-65 y.,Urban regions,Sunni denomination,0.03679,456,6929,0.03236,0.04122
2019,46-65 y.,Rural regions,Catholic,0.24024,844,3819,0.22669,0.25379
2019,46-65 y.,Rural regions,Protestant,0.27104,1034,3819,0.25694,0.28514
2019,46-65 y.,Rural regions,Other Christian community,0.02000,47,3819,0.01556,0.02444
2019,46-65 y.,Rural regions,Other religious community,0.00332,36,3819,0.00150,0.00514
2019,46-65 y.,Rural regions,Non-denominational,0.44253,1662,3819,0.42677,0.45828
2019,46-65 y.,Rural regions,Christian orthodox,0.01262,65,3819,0.00908,0.01616
2019,46-65 y.,Rural regions,Sunni denomination,0.00486,131,3819,0.00265,0.00706
2019,66 and older,Urban regions,Catholic,0.31248,989,3181,0.29637,0.32859
2019,66 and older,Urban regions,Protestant,0.36440,1093,3181,0.34767,0.38113
2019,66 and older,Urban regions,Other Christian community,0.02324,56,3181,0.01801,0.02848
2019,66 and older,Urban regions,Non-denominational,0.26604,1009,3181,0.25068,0.28140
2019,66 and older,Urban regions,Christian orthodox,0.01369,34,3181,0.00965,0.01773
2019,66 and older,Rural regions,Catholic,0.22858,393,1839,0.20938,0.24778
2019,66 and older,Rural regions,Protestant,0.40092,681,1839,0.37852,0.42333
2019,66 and older,Rural regions,Non-denominational,0.35474,765,1839,0.33287,0.37661
