year,bula_h,plh0258_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Baden-Wuerttemberg,Islamic community,0.02379,193,1783,0.01671,0.03086
1990,Baden-Wuerttemberg,Non-denominational,0.04188,62,1783,0.03258,0.05119
1990,Baden-Wuerttemberg,Christian orthodox,0.00662,89,1783,0.00286,0.01039
1990,Bavaria,Catholic,0.53729,966,1579,0.51269,0.56189
1990,Bavaria,Protestant,0.20750,317,1579,0.18749,0.22751
1990,Bavaria,Other Christian community,0.01181,42,1579,0.00648,0.01713
1990,Bavaria,Islamic community,0.01541,93,1579,0.00933,0.02149
1990,Bavaria,Non-denominational,0.05092,86,1579,0.04007,0.06176
1990,Bavaria,Christian orthodox,0.00637,75,1579,0.00244,0.01030
1990,Berlin,Catholic,0.07446,56,602,0.05347,0.09544
1990,Berlin,Protestant,0.31424,174,602,0.27713,0.35136
1990,Berlin,Islamic community,0.02639,59,602,0.01357,0.03921
1990,Berlin,Non-denominational,0.38485,313,602,0.34595,0.42375
1990,Brandenburg,Protestant,0.24212,203,698,0.21031,0.27392
1990,Brandenburg,Non-denominational,0.49547,495,698,0.45835,0.53259
1990,Mecklenburg-Western Pomerania,Protestant,0.21483,121,487,0.17832,0.25135
1990,Mecklenburg-Western Pomerania,Non-denominational,0.54323,366,487,0.49895,0.58752
1990,Saxony,Catholic,0.04338,67,1309,0.03234,0.05442
1990,Saxony,Protestant,0.24848,399,1309,0.22506,0.27190
1990,Saxony,Non-denominational,0.48169,843,1309,0.45461,0.50877
1990,Saxony-Anhalt,Catholic,0.04838,49,801,0.03351,0.06325
1990,Saxony-Anhalt,Protestant,0.20774,206,801,0.17962,0.23585
1990,Saxony-Anhalt,Non-denominational,0.53601,546,801,0.50145,0.57057
1990,Thuringa,Catholic,0.09961,88,740,0.07802,0.12120
1990,Thuringa,Protestant,0.26272,250,740,0.23099,0.29445
1990,Thuringa,Non-denominational,0.40607,402,740,0.37067,0.44148
1997,Schleswig-Holstein,Protestant,0.49734,160,237,0.43355,0.56113
1997,Schleswig-Holstein,Non-denominational,0.22792,77,237,0.17440,0.28144
1997,Hamburg,Protestant,0.50673,56,99,0.40774,0.60571
1997,Hamburg,Non-denominational,0.30242,43,99,0.21149,0.39336
1997,Lower Saxony,Catholic,0.10116,145,999,0.08245,0.11987
1997,Lower Saxony,Protestant,0.49734,564,999,0.46632,0.52836
1997,Lower Saxony,Other religious community,0.02481,73,999,0.01516,0.03446
1997,Lower Saxony,Non-denominational,0.17804,217,999,0.15431,0.20177
1997,Bremen,Protestant,0.51814,47,47,0.37375,0.66254
1997,North Rhine-Westphalia,Catholic,0.37942,1058,2490,0.36036,0.39848
1997,North Rhine-Westphalia,Protestant,0.27660,728,2490,0.25903,0.29417
1997,North Rhine-Westphalia,Other Christian community,0.02289,120,2490,0.01701,0.02876
1997,North Rhine-Westphalia,Other religious community,0.04009,286,2490,0.03238,0.04780
1997,North Rhine-Westphalia,Non-denominational,0.10108,298,2490,0.08924,0.11292
1997,Hesse,Catholic,0.23797,260,830,0.20898,0.26696
1997,Hesse,Protestant,0.39800,333,830,0.36468,0.43132
1997,Hesse,Other Christian community,0.02032,39,830,0.01071,0.02992
1997,Hesse,Other religious community,0.04083,86,830,0.02736,0.05430
1997,Hesse,Non-denominational,0.12619,112,830,0.10358,0.14879
1997,"Rhineland-Palatinate, Saarland",Catholic,0.45878,391,689,0.42154,0.49601
1997,"Rhineland-Palatinate, Saarland",Protestant,0.25286,217,689,0.22038,0.28534
1997,"Rhineland-Palatinate, Saarland",Other religious community,0.03673,36,689,0.02268,0.05079
1997,"Rhineland-Palatinate, Saarland",Non-denominational,0.05371,45,689,0.03686,0.07056
1997,Baden-Wuerttemberg,Catholic,0.36381,725,1695,0.34090,0.38672
1997,Baden-Wuerttemberg,Protestant,0.26966,447,1695,0.24853,0.29080
1997,Baden-Wuerttemberg,Other Christian community,0.03036,135,1695,0.02219,0.03853
1997,Baden-Wuerttemberg,Other religious community,0.04286,249,1695,0.03321,0.05251
1997,Baden-Wuerttemberg,Non-denominational,0.09040,139,1695,0.07675,0.10406
1997,Bavaria,Catholic,0.48747,937,1615,0.46309,0.51186
1997,Bavaria,Protestant,0.17942,320,1615,0.16070,0.19814
1997,Bavaria,Other Christian community,0.02669,75,1615,0.01883,0.03456
1997,Bavaria,Other religious community,0.02677,99,1615,0.01890,0.03465
1997,Bavaria,Non-denominational,0.09821,184,1615,0.08369,0.11273
1997,Berlin,Catholic,0.08068,44,471,0.05606,0.10530
1997,Berlin,Protestant,0.25156,123,471,0.21233,0.29078
1997,Berlin,Non-denominational,0.44742,304,471,0.40247,0.49238
1997,Brandenburg,Protestant,0.17948,111,572,0.14800,0.21095
1997,Brandenburg,Non-denominational,0.63007,461,572,0.59047,0.66967
1997,Mecklenburg-Western Pomerania,Protestant,0.22260,91,374,0.18038,0.26482
1997,Mecklenburg-Western Pomerania,Non-denominational,0.58114,283,374,0.53107,0.63121
1997,Saxony,Catholic,0.04116,44,1079,0.02930,0.05302
1997,Saxony,Protestant,0.26845,316,1079,0.24200,0.29491
1997,Saxony,Non-denominational,0.51994,719,1079,0.49012,0.54977
1997,Saxony-Anhalt,Protestant,0.16096,123,638,0.13242,0.18950
1997,Saxony-Anhalt,Non-denominational,0.67536,515,638,0.63900,0.71173
1997,Thuringa,Catholic,0.10142,75,654,0.07826,0.12457
1997,Thuringa,Protestant,0.20886,186,654,0.17768,0.24004
1997,Thuringa,Non-denominational,0.48523,393,654,0.44690,0.52356
2003,Schleswig-Holstein,Catholic,0.06451,46,639,0.04544,0.08357
2003,Schleswig-Holstein,Protestant,0.53888,433,639,0.50020,0.57756
2003,Schleswig-Holstein,Non-denominational,0.20139,160,639,0.17027,0.23251
2003,Hamburg,Protestant,0.44765,148,250,0.38588,0.50941
2003,Hamburg,Non-denominational,0.30251,102,250,0.24546,0.35957
2003,Lower Saxony,Catholic,0.14394,322,1901,0.12816,0.15973
2003,Lower Saxony,Protestant,0.47014,1072,1901,0.44770,0.49258
2003,Lower Saxony,Other Christian community,0.01488,51,1901,0.00944,0.02032
2003,Lower Saxony,Other religious community,0.03167,75,1901,0.02379,0.03954
2003,Lower Saxony,Non-denominational,0.16137,381,1901,0.14483,0.17791
2003,Bremen,Protestant,0.46544,82,138,0.38192,0.54897
2003,Bremen,Non-denominational,0.23492,56,138,0.16392,0.30591
2003,North Rhine-Westphalia,Catholic,0.35580,1951,4618,0.34199,0.36961
2003,North Rhine-Westphalia,Protestant,0.26734,1531,4618,0.25458,0.28011
2003,North Rhine-Westphalia,Other Christian community,0.01671,104,4618,0.01301,0.02041
2003,North Rhine-Westphalia,Other religious community,0.04516,299,4618,0.03917,0.05115
2003,North Rhine-Westphalia,Non-denominational,0.13400,733,4618,0.12418,0.14383
2003,Hesse,Catholic,0.20763,356,1475,0.18692,0.22834
2003,Hesse,Protestant,0.40075,724,1475,0.37573,0.42577
2003,Hesse,Other Christian community,0.02824,53,1475,0.01978,0.03670
2003,Hesse,Other religious community,0.03899,56,1475,0.02911,0.04888
2003,Hesse,Non-denominational,0.12908,286,1475,0.11197,0.14620
2003,"Rhineland-Palatinate, Saarland",Catholic,0.43965,735,1332,0.41299,0.46632
2003,"Rhineland-Palatinate, Saarland",Protestant,0.23545,408,1332,0.21265,0.25824
2003,"Rhineland-Palatinate, Saarland",Other religious community,0.03738,46,1332,0.02719,0.04757
2003,"Rhineland-Palatinate, Saarland",Non-denominational,0.09108,143,1332,0.07562,0.10654
2003,Baden-Wuerttemberg,Catholic,0.30821,1011,2679,0.29072,0.32570
2003,Baden-Wuerttemberg,Protestant,0.31348,955,2679,0.29591,0.33105
2003,Baden-Wuerttemberg,Other Christian community,0.03036,134,2679,0.02386,0.03686
2003,Baden-Wuerttemberg,Other religious community,0.04523,228,2679,0.03736,0.05310
2003,Baden-Wuerttemberg,Non-denominational,0.10451,351,2679,0.09293,0.11610
2003,Bavaria,Catholic,0.49309,1820,3109,0.47552,0.51067
2003,Bavaria,Protestant,0.16786,633,3109,0.15472,0.18100
2003,Bavaria,Other Christian community,0.02148,78,3109,0.01638,0.02658
2003,Bavaria,Other religious community,0.02642,101,3109,0.02079,0.03206
2003,Bavaria,Non-denominational,0.12260,477,3109,0.11107,0.13414
2003,Berlin,Catholic,0.05768,57,771,0.04121,0.07415
2003,Berlin,Protestant,0.20652,199,771,0.17793,0.23512
2003,Berlin,Non-denominational,0.50034,515,771,0.46503,0.53566
2003,Brandenburg,Catholic,0.02639,33,930,0.01608,0.03669
2003,Brandenburg,Protestant,0.18614,194,930,0.16111,0.21116
2003,Brandenburg,Non-denominational,0.64647,703,930,0.61573,0.67721
2003,Mecklenburg-Western Pomerania,Protestant,0.18886,102,510,0.15486,0.22286
2003,Mecklenburg-Western Pomerania,Non-denominational,0.65094,408,510,0.60953,0.69235
2003,Saxony,Catholic,0.03667,57,1588,0.02743,0.04592
2003,Saxony,Protestant,0.23870,455,1588,0.21772,0.25967
2003,Saxony,Non-denominational,0.57318,1076,1588,0.54885,0.59752
2003,Saxony-Anhalt,Catholic,0.02430,38,933,0.01441,0.03418
2003,Saxony-Anhalt,Protestant,0.15329,168,933,0.13016,0.17642
2003,Saxony-Anhalt,Non-denominational,0.69782,727,933,0.66834,0.72731
2003,Thuringa,Catholic,0.08278,94,947,0.06522,0.10034
2003,Thuringa,Protestant,0.23532,265,947,0.20828,0.26235
2003,Thuringa,Non-denominational,0.54488,588,947,0.51314,0.57661
2007,Schleswig-Holstein,Catholic,0.06006,42,595,0.04095,0.07917
2007,Schleswig-Holstein,Protestant,0.52246,381,595,0.48229,0.56263
2007,Schleswig-Holstein,Non-denominational,0.23265,172,595,0.19867,0.26663
2007,Hamburg,Protestant,0.45667,154,245,0.39417,0.51917
2007,Hamburg,Non-denominational,0.26260,91,245,0.20739,0.31782
2007,Lower Saxony,Catholic,0.16004,334,1815,0.14316,0.17691
2007,Lower Saxony,Protestant,0.44509,1034,1815,0.42222,0.46796
2007,Lower Saxony,Other Christian community,0.01658,37,1815,0.01071,0.02246
2007,Lower Saxony,Islamic community,0.02540,41,1815,0.01816,0.03264
2007,Lower Saxony,Non-denominational,0.17620,369,1815,0.15866,0.19373
2007,Bremen,Protestant,0.49138,72,121,0.40193,0.58082
2007,Bremen,Non-denominational,0.23532,49,121,0.15942,0.31122
2007,North Rhine-Westphalia,Catholic,0.34450,1777,4187,0.33010,0.35890
2007,North Rhine-Westphalia,Protestant,0.25926,1387,4187,0.24598,0.27253
2007,North Rhine-Westphalia,Other Christian community,0.02304,116,4187,0.01850,0.02759
2007,North Rhine-Westphalia,Islamic community,0.04384,224,4187,0.03764,0.05004
2007,North Rhine-Westphalia,Non-denominational,0.15074,683,4187,0.13990,0.16158
2007,Hesse,Catholic,0.20125,324,1389,0.18016,0.22234
2007,Hesse,Protestant,0.38781,690,1389,0.36217,0.41344
2007,Hesse,Other Christian community,0.04409,56,1389,0.03329,0.05489
2007,Hesse,Islamic community,0.04120,45,1389,0.03075,0.05166
2007,Hesse,Non-denominational,0.13892,274,1389,0.12072,0.15711
2007,"Rhineland-Palatinate, Saarland",Catholic,0.43568,612,1153,0.40705,0.46431
2007,"Rhineland-Palatinate, Saarland",Protestant,0.24066,379,1153,0.21597,0.26534
2007,"Rhineland-Palatinate, Saarland",Islamic community,0.03738,33,1153,0.02643,0.04834
2007,"Rhineland-Palatinate, Saarland",Non-denominational,0.08534,129,1153,0.06920,0.10147
2007,Baden-Wuerttemberg,Catholic,0.29956,899,2477,0.28152,0.31760
2007,Baden-Wuerttemberg,Protestant,0.30736,939,2477,0.28918,0.32553
2007,Baden-Wuerttemberg,Other Christian community,0.03566,129,2477,0.02835,0.04296
2007,Baden-Wuerttemberg,Islamic community,0.05453,178,2477,0.04559,0.06348
2007,Baden-Wuerttemberg,Non-denominational,0.11470,332,2477,0.10215,0.12725
2007,Bavaria,Catholic,0.46482,1650,2942,0.44680,0.48285
2007,Bavaria,Protestant,0.17822,674,2942,0.16439,0.19205
2007,Bavaria,Other Christian community,0.02681,76,2942,0.02097,0.03265
2007,Bavaria,Islamic community,0.02302,67,2942,0.01760,0.02844
2007,Bavaria,Non-denominational,0.13101,475,2942,0.11882,0.14321
2007,Berlin,Catholic,0.04791,43,701,0.03209,0.06373
2007,Berlin,Protestant,0.21195,192,701,0.18167,0.24222
2007,Berlin,Non-denominational,0.53479,466,701,0.49784,0.57174
2007,Brandenburg,Catholic,0.02562,33,856,0.01503,0.03621
2007,Brandenburg,Protestant,0.20109,187,856,0.17422,0.22796
2007,Brandenburg,Non-denominational,0.63521,636,856,0.60294,0.66748
2007,Mecklenburg-Western Pomerania,Protestant,0.18373,100,494,0.14954,0.21792
2007,Mecklenburg-Western Pomerania,Non-denominational,0.66844,394,494,0.62688,0.70999
2007,Saxony,Catholic,0.03464,50,1492,0.02535,0.04392
2007,Saxony,Protestant,0.26082,446,1492,0.23853,0.28311
2007,Saxony,Non-denominational,0.57232,996,1492,0.54721,0.59743
2007,Saxony-Anhalt,Catholic,0.04020,45,868,0.02713,0.05328
2007,Saxony-Anhalt,Protestant,0.18352,188,868,0.15775,0.20929
2007,Saxony-Anhalt,Non-denominational,0.63445,635,868,0.60240,0.66651
2007,Thuringa,Catholic,0.09566,93,903,0.07646,0.11485
2007,Thuringa,Protestant,0.22442,260,903,0.19719,0.25165
2007,Thuringa,Non-denominational,0.54562,550,903,0.51312,0.57811
2011,Schleswig-Holstein,Catholic,0.07415,54,683,0.05449,0.09382
2011,Schleswig-Holstein,Protestant,0.40061,410,683,0.36383,0.43739
2011,Schleswig-Holstein,Non-denominational,0.26441,219,683,0.23131,0.29751
2011,Hamburg,Protestant,0.38135,152,288,0.32515,0.43754
2011,Hamburg,Non-denominational,0.31274,136,288,0.25911,0.36638
2011,Lower Saxony,Catholic,0.13954,358,2041,0.12450,0.15457
2011,Lower Saxony,Protestant,0.41603,1157,2041,0.39464,0.43742
2011,Lower Saxony,Other Christian community,0.01222,38,2041,0.00745,0.01699
2011,Lower Saxony,Islamic community,0.00778,37,2041,0.00397,0.01160
2011,Lower Saxony,Non-denominational,0.19206,451,2041,0.17497,0.20916
2011,Bremen,Protestant,0.41889,71,117,0.32910,0.50867
2011,Bremen,Non-denominational,0.24878,46,117,0.17011,0.32745
2011,North Rhine-Westphalia,Catholic,0.30578,1841,4405,0.29218,0.31939
2011,North Rhine-Westphalia,Protestant,0.25129,1436,4405,0.23848,0.26410
2011,North Rhine-Westphalia,Other Christian community,0.02207,139,4405,0.01773,0.02641
2011,North Rhine-Westphalia,Islamic community,0.03553,204,4405,0.03006,0.04100
2011,North Rhine-Westphalia,Non-denominational,0.15569,785,4405,0.14499,0.16640
2011,Hesse,Catholic,0.16738,327,1486,0.14839,0.18637
2011,Hesse,Protestant,0.34545,713,1486,0.32126,0.36964
2011,Hesse,Other Christian community,0.02538,44,1486,0.01738,0.03337
2011,Hesse,Islamic community,0.02874,52,1486,0.02024,0.03723
2011,Hesse,Non-denominational,0.17062,350,1486,0.15148,0.18975
2011,"Rhineland-Palatinate, Saarland",Catholic,0.38099,606,1255,0.35411,0.40787
2011,"Rhineland-Palatinate, Saarland",Protestant,0.23810,430,1255,0.21452,0.26167
2011,"Rhineland-Palatinate, Saarland",Islamic community,0.02074,35,1255,0.01285,0.02862
2011,"Rhineland-Palatinate, Saarland",Non-denominational,0.11010,184,1255,0.09278,0.12743
2011,Baden-Wuerttemberg,Catholic,0.27846,987,2686,0.26150,0.29541
2011,Baden-Wuerttemberg,Protestant,0.27537,1031,2686,0.25847,0.29227
2011,Baden-Wuerttemberg,Other Christian community,0.03279,128,2686,0.02605,0.03953
2011,Baden-Wuerttemberg,Islamic community,0.02041,85,2686,0.01506,0.02576
2011,Baden-Wuerttemberg,Non-denominational,0.14509,455,2686,0.13177,0.15841
2011,Bavaria,Catholic,0.42964,1889,3414,0.41304,0.44625
2011,Bavaria,Protestant,0.17526,833,3414,0.16250,0.18801
2011,Bavaria,Other Christian community,0.01807,69,3414,0.01360,0.02254
2011,Bavaria,Islamic community,0.01598,57,3414,0.01177,0.02018
2011,Bavaria,Non-denominational,0.13641,566,3414,0.12489,0.14792
2011,Berlin,Catholic,0.05686,56,781,0.04061,0.07311
2011,Berlin,Protestant,0.23022,226,781,0.20068,0.25976
2011,Berlin,Non-denominational,0.48034,499,781,0.44528,0.51540
2011,Brandenburg,Catholic,0.01765,32,907,0.00908,0.02623
2011,Brandenburg,Protestant,0.17837,193,907,0.15345,0.20330
2011,Brandenburg,Non-denominational,0.59499,682,907,0.56302,0.62695
2011,Mecklenburg-Western Pomerania,Protestant,0.15022,87,511,0.11921,0.18123
2011,Mecklenburg-Western Pomerania,Non-denominational,0.62851,424,511,0.58657,0.67045
2011,Saxony,Catholic,0.02738,49,1436,0.01893,0.03582
2011,Saxony,Protestant,0.20967,384,1436,0.18861,0.23073
2011,Saxony,Non-denominational,0.55093,1003,1436,0.52520,0.57667
2011,Saxony-Anhalt,Catholic,0.02127,42,904,0.01186,0.03069
2011,Saxony-Anhalt,Protestant,0.13161,153,904,0.10956,0.15366
2011,Saxony-Anhalt,Non-denominational,0.64687,709,904,0.61570,0.67805
2011,Thuringa,Catholic,0.08782,88,924,0.06956,0.10608
2011,Thuringa,Protestant,0.23825,262,924,0.21076,0.26573
2011,Thuringa,Non-denominational,0.47621,574,924,0.44399,0.50843
2015,Schleswig-Holstein,Catholic,0.06232,73,822,0.04579,0.07886
2015,Schleswig-Holstein,Protestant,0.44513,442,822,0.41113,0.47912
2015,Schleswig-Holstein,Non-denominational,0.29654,307,822,0.26530,0.32779
2015,Hamburg,Catholic,0.05923,37,411,0.03638,0.08208
2015,Hamburg,Protestant,0.37748,162,411,0.33055,0.42440
2015,Hamburg,Non-denominational,0.32912,212,411,0.28363,0.37460
2015,Lower Saxony,Catholic,0.17967,513,2593,0.16489,0.19445
2015,Lower Saxony,Protestant,0.38902,1187,2593,0.37026,0.40779
2015,Lower Saxony,Other Christian community,0.01096,49,2593,0.00695,0.01496
2015,Lower Saxony,Islamic community,0.00992,61,2593,0.00611,0.01374
2015,Lower Saxony,Other religious community,0.00932,60,2593,0.00562,0.01302
2015,Lower Saxony,Non-denominational,0.23357,615,2593,0.21728,0.24986
2015,Lower Saxony,Christian orthodox,0.00529,58,2593,0.00250,0.00809
2015,Lower Saxony,Sunni denomination,0.00749,50,2593,0.00417,0.01080
2015,Bremen,Protestant,0.44058,68,134,0.35620,0.52495
2015,Bremen,Non-denominational,0.28189,66,134,0.20543,0.35836
2015,North Rhine-Westphalia,Catholic,0.32834,2113,5504,0.31594,0.34075
2015,North Rhine-Westphalia,Protestant,0.24502,1435,5504,0.23366,0.25638
2015,North Rhine-Westphalia,Other Christian community,0.02170,184,5504,0.01785,0.02554
2015,North Rhine-Westphalia,Islamic community,0.03446,306,5504,0.02964,0.03928
2015,North Rhine-Westphalia,Other religious community,0.00365,49,5504,0.00206,0.00525
2015,North Rhine-Westphalia,Non-denominational,0.17027,1048,5504,0.16034,0.18020
2015,North Rhine-Westphalia,Christian orthodox,0.00829,179,5504,0.00590,0.01069
2015,North Rhine-Westphalia,Sunni denomination,0.01531,190,5504,0.01207,0.01856
2015,Hesse,Catholic,0.18527,437,1845,0.16754,0.20300
2015,Hesse,Protestant,0.34112,723,1845,0.31948,0.36276
2015,Hesse,Other Christian community,0.02240,53,1845,0.01564,0.02915
2015,Hesse,Islamic community,0.02048,68,1845,0.01402,0.02695
2015,Hesse,Non-denominational,0.20239,442,1845,0.18405,0.22073
2015,Hesse,Christian orthodox,0.00803,51,1845,0.00395,0.01210
2015,Hesse,Sunni denomination,0.02992,71,1845,0.02215,0.03770
2015,"Rhineland-Palatinate, Saarland",Catholic,0.37302,658,1583,0.34919,0.39685
2015,"Rhineland-Palatinate, Saarland",Protestant,0.24667,459,1583,0.22543,0.26792
2015,"Rhineland-Palatinate, Saarland",Other Christian community,0.01801,41,1583,0.01145,0.02456
2015,"Rhineland-Palatinate, Saarland",Islamic community,0.01524,51,1583,0.00921,0.02128
2015,"Rhineland-Palatinate, Saarland",Non-denominational,0.15273,260,1583,0.13500,0.17046
2015,"Rhineland-Palatinate, Saarland",Christian orthodox,0.00560,60,1583,0.00192,0.00927
2015,"Rhineland-Palatinate, Saarland",Sunni denomination,0.02079,54,1583,0.01376,0.02782
2015,Baden-Wuerttemberg,Catholic,0.31782,1133,3155,0.30157,0.33407
2015,Baden-Wuerttemberg,Protestant,0.27045,987,3155,0.25495,0.28595
2015,Baden-Wuerttemberg,Other Christian community,0.02882,134,3155,0.02298,0.03466
2015,Baden-Wuerttemberg,Islamic community,0.02484,105,3155,0.01941,0.03028
2015,Baden-Wuerttemberg,Non-denominational,0.16794,615,3155,0.15489,0.18098
2015,Baden-Wuerttemberg,Christian orthodox,0.00874,120,3155,0.00550,0.01199
2015,Baden-Wuerttemberg,Sunni denomination,0.01650,61,3155,0.01205,0.02094
2015,Bavaria,Catholic,0.41288,2100,4327,0.39821,0.42755
2015,Bavaria,Protestant,0.20053,996,4327,0.18860,0.21246
2015,Bavaria,Other Christian community,0.01288,77,4327,0.00952,0.01624
2015,Bavaria,Islamic community,0.01548,97,4327,0.01180,0.01916
2015,Bavaria,Non-denominational,0.16974,846,4327,0.15855,0.18093
2015,Bavaria,Christian orthodox,0.00826,153,4327,0.00556,0.01095
2015,Bavaria,Sunni denomination,0.00669,58,4327,0.00426,0.00912
2015,Berlin,Catholic,0.06451,85,911,0.04855,0.08047
2015,Berlin,Protestant,0.19463,219,911,0.16890,0.22035
2015,Berlin,Non-denominational,0.54202,607,911,0.50965,0.57439
2015,Brandenburg,Catholic,0.02743,56,968,0.01713,0.03772
2015,Brandenburg,Protestant,0.19934,207,968,0.17416,0.22452
2015,Brandenburg,Non-denominational,0.60967,705,968,0.57893,0.64042
2015,Mecklenburg-Western Pomerania,Protestant,0.11509,73,531,0.08792,0.14226
2015,Mecklenburg-Western Pomerania,Non-denominational,0.71122,458,531,0.67264,0.74981
2015,Saxony,Catholic,0.02058,47,1483,0.01335,0.02781
2015,Saxony,Protestant,0.18227,359,1483,0.16261,0.20192
2015,Saxony,Non-denominational,0.61987,1077,1483,0.59516,0.64459
2015,Saxony-Anhalt,Catholic,0.02375,35,860,0.01357,0.03394
2015,Saxony-Anhalt,Protestant,0.14957,138,860,0.12571,0.17342
2015,Saxony-Anhalt,Non-denominational,0.67982,687,860,0.64862,0.71102
2015,Thuringa,Catholic,0.09223,120,946,0.07378,0.11068
2015,Thuringa,Protestant,0.22026,239,946,0.19384,0.24668
2015,Thuringa,Non-denominational,0.52589,587,946,0.49406,0.55773
2019,Schleswig-Holstein,Catholic,0.05760,64,1091,0.04377,0.07143
2019,Schleswig-Holstein,Protestant,0.37139,448,1091,0.34271,0.40008
2019,Schleswig-Holstein,Non-denominational,0.31848,381,1091,0.29082,0.34614
2019,Schleswig-Holstein,Shiite denomination,0.00551,32,1091,0.00111,0.00990
2019,Schleswig-Holstein,Sunni denomination,0.02904,166,1091,0.01907,0.03901
2019,Hamburg,Catholic,0.05035,50,532,0.03175,0.06895
2019,Hamburg,Protestant,0.32277,166,532,0.28300,0.36253
2019,Hamburg,Non-denominational,0.34856,255,532,0.30803,0.38909
2019,Hamburg,Sunni denomination,0.04740,61,532,0.02933,0.06548
2019,Lower Saxony,Catholic,0.15487,391,2882,0.14166,0.16808
2019,Lower Saxony,Protestant,0.36938,1148,2882,0.35176,0.38700
2019,Lower Saxony,Other Christian community,0.01317,51,2882,0.00900,0.01733
2019,Lower Saxony,Islamic community,0.01108,78,2882,0.00725,0.01490
2019,Lower Saxony,Other religious community,0.01086,177,2882,0.00707,0.01464
2019,Lower Saxony,Non-denominational,0.24669,740,2882,0.23095,0.26243
2019,Lower Saxony,Christian orthodox,0.01329,54,2882,0.00911,0.01748
2019,Lower Saxony,Sunni denomination,0.01540,243,2882,0.01090,0.01989
2019,Bremen,Protestant,0.30805,73,243,0.24988,0.36622
2019,Bremen,Non-denominational,0.36023,96,243,0.29974,0.42071
2019,Bremen,Sunni denomination,0.08199,74,243,0.04742,0.11655
2019,North Rhine-Westphalia,Catholic,0.31357,2065,6184,0.30201,0.32514
2019,North Rhine-Westphalia,Protestant,0.21164,1371,6184,0.20146,0.22182
2019,North Rhine-Westphalia,Other Christian community,0.01366,104,6184,0.01076,0.01655
2019,North Rhine-Westphalia,Islamic community,0.01764,140,6184,0.01436,0.02092
2019,North Rhine-Westphalia,Other religious community,0.00601,126,6184,0.00408,0.00793
2019,North Rhine-Westphalia,Non-denominational,0.20056,1370,6184,0.19058,0.21054
2019,North Rhine-Westphalia,Christian orthodox,0.01776,176,6184,0.01447,0.02105
2019,North Rhine-Westphalia,Shiite denomination,0.00895,70,6184,0.00660,0.01130
2019,North Rhine-Westphalia,Sunni denomination,0.04649,762,6184,0.04124,0.05174
2019,Hesse,Catholic,0.15804,350,1946,0.14183,0.17426
2019,Hesse,Protestant,0.30798,681,1946,0.28747,0.32850
2019,Hesse,Other Christian community,0.01645,36,1946,0.01080,0.02211
2019,Hesse,Islamic community,0.01650,50,1946,0.01083,0.02216
2019,Hesse,Non-denominational,0.27514,551,1946,0.25529,0.29499
2019,Hesse,Christian orthodox,0.02123,73,1946,0.01482,0.02764
2019,Hesse,Sunni denomination,0.03668,205,1946,0.02833,0.04504
2019,"Rhineland-Palatinate, Saarland",Catholic,0.34104,570,1587,0.31771,0.36437
2019,"Rhineland-Palatinate, Saarland",Protestant,0.23505,438,1587,0.21418,0.25591
2019,"Rhineland-Palatinate, Saarland",Islamic community,0.00642,34,1587,0.00249,0.01035
2019,"Rhineland-Palatinate, Saarland",Non-denominational,0.18524,314,1587,0.16612,0.20436
