"year","bildungsniveau","migback","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"2006","Hauptschule","kein Migrationshintergrund","","","","",""
"2006","Realschule","direkter Migrationshintergrund","","","","",""
"2006","Realschule","indirekter Migrationshintergrund","","","","",""
"2006","Realschule","kein Migrationshintergrund","","","","",""
"2007","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"2007","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"2007","(Fach-)Abitur","kein Migrationshintergrund","","","","",""
"2007","(noch) kein Abschluss","direkter Migrationshintergrund","","","","",""
"2007","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2007","(noch) kein Abschluss","kein Migrationshintergrund","","","","",""
"2007","AkademikerIn","direkter Migrationshintergrund","","","","",""
"2007","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"2007","AkademikerIn","kein Migrationshintergrund","","","","",""
"2007","Hauptschule","direkter Migrationshintergrund","","","","",""
"2007","Hauptschule","indirekter Migrationshintergrund","","","","",""
"2007","Hauptschule","kein Migrationshintergrund","","","","",""
"2007","Realschule","direkter Migrationshintergrund","","","","",""
"2007","Realschule","indirekter Migrationshintergrund","","","","",""
"2007","Realschule","kein Migrationshintergrund","","","","",""
"2008","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"2008","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"2008","(Fach-)Abitur","kein Migrationshintergrund","","","","",""
"2008","(noch) kein Abschluss","direkter Migrationshintergrund","","","","",""
"2008","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2008","(noch) kein Abschluss","kein Migrationshintergrund","","","","",""
"2008","AkademikerIn","direkter Migrationshintergrund","","","","",""
"2008","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"2008","AkademikerIn","kein Migrationshintergrund","","","","",""
"2008","Hauptschule","direkter Migrationshintergrund","","","","",""
"2008","Hauptschule","indirekter Migrationshintergrund","","","","",""
"2008","Hauptschule","kein Migrationshintergrund","","","","",""
"2008","Realschule","direkter Migrationshintergrund","","","","",""
"2008","Realschule","indirekter Migrationshintergrund","","","","",""
"2008","Realschule","kein Migrationshintergrund","","","","",""
"2009","(Fach-)Abitur","direkter Migrationshintergrund","4.84","4.83","291","4.72","4.96"
"2009","(Fach-)Abitur","indirekter Migrationshintergrund","5.01","4.83","104","4.79","5.23"
"2009","(Fach-)Abitur","kein Migrationshintergrund","4.87","4.83","1602","4.81","4.93"
"2009","(noch) kein Abschluss","direkter Migrationshintergrund","4.4","4.17","111","4.17","4.63"
"2009","(noch) kein Abschluss","indirekter Migrationshintergrund","5.07","5.17","56","4.75","5.39"
"2009","(noch) kein Abschluss","kein Migrationshintergrund","4.76","4.5","313","4.63","4.89"
"2009","AkademikerIn","direkter Migrationshintergrund","4.65","4.5","292","4.52","4.78"
"2009","AkademikerIn","indirekter Migrationshintergrund","5.04","4.83","87","4.78","5.3"
"2009","AkademikerIn","kein Migrationshintergrund","4.7","4.58","3643","4.66","4.74"
"2009","Hauptschule","direkter Migrationshintergrund","4.59","4.5","771","4.51","4.67"
"2009","Hauptschule","indirekter Migrationshintergrund","4.92","4.83","211","4.76","5.08"
"2009","Hauptschule","kein Migrationshintergrund","4.62","4.58","5192","4.59","4.65"
"2009","Realschule","direkter Migrationshintergrund","4.84","4.83","142","4.66","5.02"
"2009","Realschule","indirekter Migrationshintergrund","5.19","4.83","170","5.03","5.35"
"2009","Realschule","kein Migrationshintergrund","4.77","4.58","4483","4.74","4.8"
"2010","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"2010","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"2010","(Fach-)Abitur","kein Migrationshintergrund","","","","",""
"2010","(noch) kein Abschluss","direkter Migrationshintergrund","","","","",""
"2010","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2010","(noch) kein Abschluss","kein Migrationshintergrund","","","","",""
"2010","AkademikerIn","direkter Migrationshintergrund","","","","",""
"2010","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"2010","AkademikerIn","kein Migrationshintergrund","","","","",""
"2010","Hauptschule","direkter Migrationshintergrund","","","","",""
"2010","Hauptschule","indirekter Migrationshintergrund","","","","",""
"2010","Hauptschule","kein Migrationshintergrund","","","","",""
"2010","Realschule","direkter Migrationshintergrund","","","","",""
"2010","Realschule","indirekter Migrationshintergrund","","","","",""
"2010","Realschule","kein Migrationshintergrund","","","","",""
"2011","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"2011","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"2011","(Fach-)Abitur","kein Migrationshintergrund","","","","",""
"2011","(noch) kein Abschluss","direkter Migrationshintergrund","","","","",""
"2011","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2011","(noch) kein Abschluss","kein Migrationshintergrund","","","","",""
"2011","AkademikerIn","direkter Migrationshintergrund","","","","",""
"2011","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"2011","AkademikerIn","kein Migrationshintergrund","","","","",""
"2011","Hauptschule","direkter Migrationshintergrund","","","","",""
"2011","Hauptschule","indirekter Migrationshintergrund","","","","",""
"2011","Hauptschule","kein Migrationshintergrund","","","","",""
"2011","Realschule","direkter Migrationshintergrund","","","","",""
"2011","Realschule","indirekter Migrationshintergrund","","","","",""
"2011","Realschule","kein Migrationshintergrund","","","","",""
"2012","(Fach-)Abitur","direkter Migrationshintergrund","5.01","4.83","247","4.87","5.15"
"2012","(Fach-)Abitur","indirekter Migrationshintergrund","5.26","5.17","74","5.01","5.51"
"2012","(Fach-)Abitur","kein Migrationshintergrund","5.03","4.83","802","4.95","5.11"
"2012","(noch) kein Abschluss","direkter Migrationshintergrund","5.07","4.83","80","4.81","5.33"
"2012","(noch) kein Abschluss","indirekter Migrationshintergrund","5.15","4.83","46","4.84","5.46"
"2012","(noch) kein Abschluss","kein Migrationshintergrund","5.08","4.83","222","4.92","5.24"
"2012","AkademikerIn","direkter Migrationshintergrund","4.9","4.83","227","4.76","5.04"
"2012","AkademikerIn","indirekter Migrationshintergrund","5.04","4.83","75","4.74","5.34"
"2012","AkademikerIn","kein Migrationshintergrund","5.03","4.83","1192","4.97","5.09"
"2012","Hauptschule","direkter Migrationshintergrund","4.97","4.83","404","4.86","5.08"
"2012","Hauptschule","indirekter Migrationshintergrund","5.15","5.17","124","4.94","5.36"
"2012","Hauptschule","kein Migrationshintergrund","5.01","4.83","1180","4.94","5.08"
"2012","Realschule","direkter Migrationshintergrund","5.05","4.83","107","4.83","5.27"
"2012","Realschule","indirekter Migrationshintergrund","5.44","5.17","140","5.27","5.61"
"2012","Realschule","kein Migrationshintergrund","5.18","5.17","2048","5.13","5.23"
"2013","(Fach-)Abitur","direkter Migrationshintergrund","4.9","4.83","337","4.78","5.02"
"2013","(Fach-)Abitur","indirekter Migrationshintergrund","5.09","5.17","124","4.88","5.3"
"2013","(Fach-)Abitur","kein Migrationshintergrund","4.95","4.83","1749","4.9","5"
"2013","(noch) kein Abschluss","direkter Migrationshintergrund","4.67","4.5","95","4.41","4.93"
"2013","(noch) kein Abschluss","indirekter Migrationshintergrund","4.95","4.83","63","4.68","5.22"
"2013","(noch) kein Abschluss","kein Migrationshintergrund","4.89","4.83","324","4.75","5.03"
"2013","AkademikerIn","direkter Migrationshintergrund","4.98","4.83","354","4.86","5.1"
"2013","AkademikerIn","indirekter Migrationshintergrund","5.02","4.83","114","4.8","5.24"
"2013","AkademikerIn","kein Migrationshintergrund","4.79","4.83","3987","4.75","4.83"
"2013","Hauptschule","direkter Migrationshintergrund","4.7","4.5","715","4.61","4.79"
"2013","Hauptschule","indirekter Migrationshintergrund","4.97","4.83","181","4.8","5.14"
"2013","Hauptschule","kein Migrationshintergrund","4.72","4.58","5283","4.69","4.75"
"2013","Realschule","direkter Migrationshintergrund","4.87","4.83","143","4.69","5.05"
"2013","Realschule","indirekter Migrationshintergrund","5.2","5.17","165","5.05","5.35"
"2013","Realschule","kein Migrationshintergrund","4.87","4.83","4720","4.84","4.9"
"2014","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"2014","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"2014","(Fach-)Abitur","kein Migrationshintergrund","","","","",""
"2014","(noch) kein Abschluss","direkter Migrationshintergrund","","","","",""
"2014","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2014","(noch) kein Abschluss","kein Migrationshintergrund","","","","",""
"2014","AkademikerIn","direkter Migrationshintergrund","","","","",""
"2014","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"2014","AkademikerIn","kein Migrationshintergrund","","","","",""
"2014","Hauptschule","direkter Migrationshintergrund","","","","",""
"2014","Hauptschule","indirekter Migrationshintergrund","","","","",""
"2014","Hauptschule","kein Migrationshintergrund","","","","",""
"2014","Realschule","direkter Migrationshintergrund","","","","",""
"2014","Realschule","indirekter Migrationshintergrund","","","","",""
"2014","Realschule","kein Migrationshintergrund","","","","",""
"2015","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"2015","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"2015","(Fach-)Abitur","kein Migrationshintergrund","","","","",""
"2015","(noch) kein Abschluss","direkter Migrationshintergrund","","","","",""
"2015","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2015","(noch) kein Abschluss","kein Migrationshintergrund","","","","",""
"2015","AkademikerIn","direkter Migrationshintergrund","","","","",""
"2015","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"2015","AkademikerIn","kein Migrationshintergrund","","","","",""
"2015","Hauptschule","direkter Migrationshintergrund","","","","",""
"2015","Hauptschule","indirekter Migrationshintergrund","","","","",""
"2015","Hauptschule","kein Migrationshintergrund","","","","",""
"2015","Realschule","direkter Migrationshintergrund","","","","",""
"2015","Realschule","indirekter Migrationshintergrund","","","","",""
"2015","Realschule","kein Migrationshintergrund","","","","",""
"2016","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"2016","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"2016","(Fach-)Abitur","kein Migrationshintergrund","","","","",""
"2016","(noch) kein Abschluss","direkter Migrationshintergrund","","","","",""
"2016","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2016","(noch) kein Abschluss","kein Migrationshintergrund","","","","",""
"2016","AkademikerIn","direkter Migrationshintergrund","","","","",""
"2016","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"2016","AkademikerIn","kein Migrationshintergrund","","","","",""
"2016","Hauptschule","direkter Migrationshintergrund","","","","",""
"2016","Hauptschule","indirekter Migrationshintergrund","","","","",""
"2016","Hauptschule","kein Migrationshintergrund","","","","",""
"2016","Realschule","direkter Migrationshintergrund","","","","",""
"2016","Realschule","indirekter Migrationshintergrund","","","","",""
"2016","Realschule","kein Migrationshintergrund","","","","",""
"2017","(Fach-)Abitur","direkter Migrationshintergrund","4.91","4.83","1467","4.85","4.97"
"2017","(Fach-)Abitur","indirekter Migrationshintergrund","5.06","5.17","380","4.94","5.18"
"2017","(Fach-)Abitur","kein Migrationshintergrund","4.85","4.83","2673","4.81","4.89"
"2017","(noch) kein Abschluss","direkter Migrationshintergrund","4.89","4.83","1046","4.82","4.96"
"2017","(noch) kein Abschluss","indirekter Migrationshintergrund","5.08","4.83","121","4.86","5.3"
"2017","(noch) kein Abschluss","kein Migrationshintergrund","4.94","4.83","484","4.83","5.05"
"2017","AkademikerIn","direkter Migrationshintergrund","4.95","4.83","1595","4.9","5"
"2017","AkademikerIn","indirekter Migrationshintergrund","5.03","5.17","282","4.9","5.16"
"2017","AkademikerIn","kein Migrationshintergrund","4.79","4.83","5052","4.76","4.82"
"2017","Hauptschule","direkter Migrationshintergrund","4.84","4.83","1994","4.79","4.89"
"2017","Hauptschule","indirekter Migrationshintergrund","4.91","4.83","372","4.79","5.03"
"2017","Hauptschule","kein Migrationshintergrund","4.78","4.58","5249","4.75","4.81"
"2017","Realschule","direkter Migrationshintergrund","5.2","5.17","340","5.08","5.32"
"2017","Realschule","indirekter Migrationshintergrund","5.1","4.83","411","4.99","5.21"
"2017","Realschule","kein Migrationshintergrund","4.93","4.83","6191","4.9","4.96"
"2018","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"2018","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"2018","(Fach-)Abitur","kein Migrationshintergrund","","","","",""
"2018","(noch) kein Abschluss","direkter Migrationshintergrund","","","","",""
"2018","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2018","(noch) kein Abschluss","kein Migrationshintergrund","","","","",""
"2018","AkademikerIn","direkter Migrationshintergrund","","","","",""
"2018","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"2018","AkademikerIn","kein Migrationshintergrund","","","","",""
"2018","Hauptschule","direkter Migrationshintergrund","","","","",""
"2018","Hauptschule","indirekter Migrationshintergrund","","","","",""
"2018","Hauptschule","kein Migrationshintergrund","","","","",""
"2018","Realschule","direkter Migrationshintergrund","","","","",""
"2018","Realschule","indirekter Migrationshintergrund","","","","",""
"2018","Realschule","kein Migrationshintergrund","","","","",""
"2019","(Fach-)Abitur","direkter Migrationshintergrund","4.91","4.83","883","4.84","4.98"
"2019","(Fach-)Abitur","indirekter Migrationshintergrund","5.06","4.83","392","4.94","5.18"
"2019","(Fach-)Abitur","kein Migrationshintergrund","4.87","4.83","2880","4.83","4.91"
"2019","(noch) kein Abschluss","direkter Migrationshintergrund","5","4.83","276","4.86","5.14"
"2019","(noch) kein Abschluss","indirekter Migrationshintergrund","4.95","4.83","114","4.71","5.19"
"2019","(noch) kein Abschluss","kein Migrationshintergrund","4.94","4.83","386","4.82","5.06"
"2019","AkademikerIn","direkter Migrationshintergrund","4.96","4.83","1067","4.89","5.03"
"2019","AkademikerIn","indirekter Migrationshintergrund","5.08","4.83","404","4.97","5.19"
"2019","AkademikerIn","kein Migrationshintergrund","4.79","4.83","5565","4.76","4.82"
"2019","Hauptschule","direkter Migrationshintergrund","4.76","4.58","1202","4.69","4.83"
"2019","Hauptschule","indirekter Migrationshintergrund","4.99","4.83","334","4.86","5.12"
"2019","Hauptschule","kein Migrationshintergrund","4.77","4.58","4662","4.74","4.8"
"2019","Realschule","direkter Migrationshintergrund","5.11","4.83","269","4.97","5.25"
"2019","Realschule","indirekter Migrationshintergrund","5.03","5.17","430","4.92","5.14"
"2019","Realschule","kein Migrationshintergrund","4.91","4.83","6049","4.88","4.94"
