year,pgisced97,plh0107,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,Lower Secondary Level,Less important,0.17914,320,1857,0.16169,0.19658
1992,Lower Secondary Level,Unimportant,0.29979,463,1857,0.27894,0.32063
1992,Upper Secondary Level,Very important,0.24155,1602,5837,0.23057,0.25254
1992,Upper Secondary Level,Important,0.47417,2817,5837,0.46136,0.48698
1992,Upper Secondary Level,Less important,0.13679,748,5837,0.12797,0.14560
1992,Upper Secondary Level,Unimportant,0.14749,670,5837,0.13839,0.15658
1992,Post-secondary Non-tertiary Level,Very important,0.26373,76,271,0.21117,0.31629
1992,Post-secondary Non-tertiary Level,Important,0.53743,156,271,0.47795,0.59690
1992,Post-secondary Non-tertiary Level,Less important,0.14614,39,271,0.10400,0.18828
1992,First Stage of Tertiary Education,Very important,0.27438,229,724,0.24185,0.30690
1992,First Stage of Tertiary Education,Important,0.45333,332,724,0.41705,0.48962
1992,First Stage of Tertiary Education,Less important,0.14258,87,724,0.11709,0.16806
1992,First Stage of Tertiary Education,Unimportant,0.12972,76,724,0.10522,0.15421
1992,Second Stage of Tertiary Education,Very important,0.30471,523,1574,0.28196,0.32746
1992,Second Stage of Tertiary Education,Important,0.51653,810,1574,0.49183,0.54122
1992,Second Stage of Tertiary Education,Less important,0.09645,137,1574,0.08186,0.11104
1992,Second Stage of Tertiary Education,Unimportant,0.08232,104,1574,0.06874,0.09590
1995,No answer / don't know,Very important,0.38346,46,96,0.28568,0.48124
1995,No answer / don't know,Important,0.34531,50,96,0.24970,0.44092
1995,Pre-primary Level,Very important,0.41378,110,219,0.34840,0.47916
1995,Pre-primary Level,Important,0.48922,109,219,0.42286,0.55558
1995,Primary Level,Important,0.39166,36,36,0.22995,0.55338
1995,Lower Secondary Level,Very important,0.18695,375,1717,0.16850,0.20540
1995,Lower Secondary Level,Important,0.36997,703,1717,0.34712,0.39281
1995,Lower Secondary Level,Less important,0.16073,262,1717,0.14335,0.17810
1995,Lower Secondary Level,Unimportant,0.28236,377,1717,0.26106,0.30366
1995,Upper Secondary Level,Very important,0.24008,1546,5823,0.22910,0.25105
1995,Upper Secondary Level,Important,0.49324,2954,5823,0.48040,0.50608
1995,Upper Secondary Level,Less important,0.14184,766,5823,0.13288,0.15080
1995,Upper Secondary Level,Unimportant,0.12484,557,5823,0.11635,0.13333
1995,Post-secondary Non-tertiary Level,Very important,0.26355,111,376,0.21896,0.30814
1995,Post-secondary Non-tertiary Level,Important,0.54332,208,376,0.49290,0.59373
1995,Post-secondary Non-tertiary Level,Less important,0.15433,57,376,0.11777,0.19090
1995,First Stage of Tertiary Education,Very important,0.24047,190,701,0.20881,0.27213
1995,First Stage of Tertiary Education,Important,0.49809,356,701,0.46105,0.53513
1995,First Stage of Tertiary Education,Less important,0.16256,103,701,0.13523,0.18989
1995,First Stage of Tertiary Education,Unimportant,0.09888,52,701,0.07676,0.12099
1995,Second Stage of Tertiary Education,Very important,0.26473,479,1656,0.24348,0.28599
1995,Second Stage of Tertiary Education,Important,0.53986,917,1656,0.51585,0.56388
1995,Second Stage of Tertiary Education,Less important,0.11509,162,1656,0.09971,0.13046
1995,Second Stage of Tertiary Education,Unimportant,0.08032,98,1656,0.06722,0.09341
2004,No answer / don't know,Very important,0.38797,109,229,0.32471,0.45122
2004,No answer / don't know,Important,0.49758,120,229,0.43268,0.56248
2004,Pre-primary Level,Very important,0.43631,246,606,0.39679,0.47583
2004,Pre-primary Level,Important,0.49416,324,606,0.45432,0.53400
2004,Pre-primary Level,Less important,0.05795,36,606,0.03933,0.07657
2004,Primary Level,Very important,0.14835,32,233,0.10261,0.19408
2004,Primary Level,Important,0.34570,75,233,0.28450,0.40690
2004,Primary Level,Less important,0.27654,66,233,0.21899,0.33410
2004,Primary Level,Unimportant,0.22941,60,233,0.17530,0.28351
2004,Lower Secondary Level,Very important,0.17748,464,2388,0.16215,0.19281
2004,Lower Secondary Level,Important,0.38845,981,2388,0.36889,0.40800
2004,Lower Secondary Level,Less important,0.22434,514,2388,0.20761,0.24108
2004,Lower Secondary Level,Unimportant,0.20973,429,2388,0.19340,0.22607
2004,Upper Secondary Level,Very important,0.18879,2047,10161,0.18118,0.19640
2004,Upper Secondary Level,Important,0.51913,5349,10161,0.50942,0.52885
2004,Upper Secondary Level,Less important,0.17092,1707,10161,0.16360,0.17824
2004,Upper Secondary Level,Unimportant,0.12116,1058,10161,0.11481,0.12750
2004,Post-secondary Non-tertiary Level,Very important,0.23719,273,1119,0.21225,0.26212
2004,Post-secondary Non-tertiary Level,Important,0.53793,608,1119,0.50870,0.56715
2004,Post-secondary Non-tertiary Level,Less important,0.16085,176,1119,0.13931,0.18238
2004,Post-secondary Non-tertiary Level,Unimportant,0.06404,62,1119,0.04969,0.07839
2004,First Stage of Tertiary Education,Very important,0.21234,358,1560,0.19204,0.23265
2004,First Stage of Tertiary Education,Important,0.54463,847,1560,0.51991,0.56935
2004,First Stage of Tertiary Education,Less important,0.15015,230,1560,0.13242,0.16788
2004,First Stage of Tertiary Education,Unimportant,0.09288,125,1560,0.07847,0.10728
2004,Second Stage of Tertiary Education,Very important,0.25976,1054,4121,0.24637,0.27315
2004,Second Stage of Tertiary Education,Important,0.54888,2329,4121,0.53369,0.56408
2004,Second Stage of Tertiary Education,Less important,0.11414,488,4121,0.10443,0.12385
2004,Second Stage of Tertiary Education,Unimportant,0.07722,250,4121,0.06907,0.08537
2008,No answer / don't know,Very important,0.44045,151,296,0.38379,0.49710
2008,No answer / don't know,Important,0.43836,145,296,0.38174,0.49499
2008,Pre-primary Level,Very important,0.41432,137,326,0.36076,0.46788
2008,Pre-primary Level,Important,0.53536,189,326,0.48113,0.58958
2008,Primary Level,Important,0.33483,51,151,0.25930,0.41035
2008,Primary Level,Less important,0.24753,46,151,0.17846,0.31659
2008,Primary Level,Unimportant,0.27184,54,151,0.20064,0.34304
2008,Lower Secondary Level,Very important,0.17519,344,1868,0.15795,0.19244
2008,Lower Secondary Level,Important,0.40672,774,1868,0.38444,0.42901
2008,Lower Secondary Level,Less important,0.18605,342,1868,0.16840,0.20370
2008,Lower Secondary Level,Unimportant,0.23203,408,1868,0.21288,0.25118
2008,Upper Secondary Level,Very important,0.16959,1581,9133,0.16189,0.17729
2008,Upper Secondary Level,Important,0.52699,4770,9133,0.51675,0.53723
2008,Upper Secondary Level,Less important,0.16620,1569,9133,0.15856,0.17383
2008,Upper Secondary Level,Unimportant,0.13722,1213,9133,0.13017,0.14428
2008,Post-secondary Non-tertiary Level,Very important,0.21345,214,1057,0.18874,0.23816
2008,Post-secondary Non-tertiary Level,Important,0.57011,615,1057,0.54025,0.59997
2008,Post-secondary Non-tertiary Level,Less important,0.14997,169,1057,0.12843,0.17150
2008,Post-secondary Non-tertiary Level,Unimportant,0.06648,59,1057,0.05145,0.08150
2008,First Stage of Tertiary Education,Very important,0.20271,254,1333,0.18112,0.22430
2008,First Stage of Tertiary Education,Important,0.48474,689,1333,0.45791,0.51158
2008,First Stage of Tertiary Education,Less important,0.19798,240,1333,0.17658,0.21938
2008,First Stage of Tertiary Education,Unimportant,0.11457,150,1333,0.09746,0.13167
2008,Second Stage of Tertiary Education,Very important,0.22700,897,4028,0.21406,0.23994
2008,Second Stage of Tertiary Education,Important,0.54730,2234,4028,0.53193,0.56267
2008,Second Stage of Tertiary Education,Less important,0.13652,554,4028,0.12592,0.14713
2008,Second Stage of Tertiary Education,Unimportant,0.08918,343,4028,0.08037,0.09798
2012,No answer / don't know,Very important,0.37848,172,369,0.32893,0.42804
2012,No answer / don't know,Important,0.51806,197,369,0.46701,0.56911
2012,Pre-primary Level,Very important,0.42422,191,429,0.37740,0.47105
2012,Pre-primary Level,Important,0.50691,238,429,0.45954,0.55427
2012,Primary Level,Very important,0.21116,98,362,0.16906,0.25327
2012,Primary Level,Important,0.46041,163,362,0.40899,0.51182
2012,Primary Level,Less important,0.12632,40,362,0.09205,0.16059
2012,Primary Level,Unimportant,0.20211,61,362,0.16069,0.24354
2012,Lower Secondary Level,Very important,0.20326,606,2627,0.18787,0.21865
2012,Lower Secondary Level,Important,0.41900,1161,2627,0.40013,0.43787
2012,Lower Secondary Level,Less important,0.17488,423,2627,0.16035,0.18941
2012,Lower Secondary Level,Unimportant,0.20286,437,2627,0.18748,0.21824
2012,Upper Secondary Level,Very important,0.19140,2457,12627,0.18454,0.19826
2012,Upper Secondary Level,Important,0.50293,6491,12627,0.49421,0.51165
2012,Upper Secondary Level,Less important,0.18149,2344,12627,0.17476,0.18821
2012,Upper Secondary Level,Unimportant,0.12418,1335,12627,0.11843,0.12994
2012,Post-secondary Non-tertiary Level,Very important,0.20754,344,1923,0.18941,0.22567
2012,Post-secondary Non-tertiary Level,Important,0.56779,1089,1923,0.54564,0.58994
2012,Post-secondary Non-tertiary Level,Less important,0.16890,400,1923,0.15215,0.18565
2012,Post-secondary Non-tertiary Level,Unimportant,0.05576,90,1923,0.04550,0.06602
2012,First Stage of Tertiary Education,Very important,0.19405,315,1680,0.17513,0.21297
2012,First Stage of Tertiary Education,Important,0.54663,944,1680,0.52282,0.57044
2012,First Stage of Tertiary Education,Less important,0.17144,287,1680,0.15341,0.18947
2012,First Stage of Tertiary Education,Unimportant,0.08788,134,1680,0.07434,0.10142
2012,Second Stage of Tertiary Education,Very important,0.20114,1110,5812,0.19084,0.21145
2012,Second Stage of Tertiary Education,Important,0.56806,3324,5812,0.55532,0.58079
2012,Second Stage of Tertiary Education,Less important,0.15528,972,5812,0.14597,0.16459
2012,Second Stage of Tertiary Education,Unimportant,0.07552,406,5812,0.06873,0.08232
2016,No answer / don't know,Very important,0.26960,181,552,0.23255,0.30665
2016,No answer / don't know,Important,0.55364,298,552,0.51213,0.59515
2016,No answer / don't know,Less important,0.13912,73,552,0.11023,0.16802
2016,Pre-primary Level,Very important,0.34085,131,301,0.28721,0.39449
2016,Pre-primary Level,Important,0.56477,170,301,0.50867,0.62088
2016,Primary Level,Very important,0.21721,83,381,0.17575,0.25867
2016,Primary Level,Important,0.36311,164,381,0.31476,0.41146
2016,Primary Level,Less important,0.23564,77,381,0.19297,0.27831
2016,Primary Level,Unimportant,0.18404,57,381,0.14507,0.22300
2016,Lower Secondary Level,Very important,0.22847,603,2415,0.21172,0.24522
2016,Lower Secondary Level,Important,0.40649,1062,2415,0.38690,0.42609
2016,Lower Secondary Level,Less important,0.19440,434,2415,0.17862,0.21019
2016,Lower Secondary Level,Unimportant,0.17064,316,2415,0.15563,0.18564
2016,Upper Secondary Level,Very important,0.17105,1849,10287,0.16377,0.17832
2016,Upper Secondary Level,Important,0.49634,5218,10287,0.48667,0.50600
2016,Upper Secondary Level,Less important,0.20457,2080,10287,0.19677,0.21236
2016,Upper Secondary Level,Unimportant,0.12805,1140,10287,0.12159,0.13451
2016,Post-secondary Non-tertiary Level,Very important,0.15485,346,1987,0.13894,0.17076
2016,Post-secondary Non-tertiary Level,Important,0.54781,1063,1987,0.52592,0.56970
2016,Post-secondary Non-tertiary Level,Less important,0.24221,489,1987,0.22336,0.26105
2016,Post-secondary Non-tertiary Level,Unimportant,0.05514,89,1987,0.04510,0.06517
2016,First Stage of Tertiary Education,Very important,0.15294,205,1303,0.13339,0.17249
2016,First Stage of Tertiary Education,Important,0.50871,702,1303,0.48155,0.53586
2016,First Stage of Tertiary Education,Less important,0.22437,272,1303,0.20171,0.24703
2016,First Stage of Tertiary Education,Unimportant,0.11398,124,1303,0.09672,0.13124
2016,Second Stage of Tertiary Education,Very important,0.17517,999,5606,0.16522,0.18512
2016,Second Stage of Tertiary Education,Important,0.55842,3137,5606,0.54542,0.57142
2016,Second Stage of Tertiary Education,Less important,0.18493,1067,5606,0.17476,0.19509
2016,Second Stage of Tertiary Education,Unimportant,0.08149,403,5606,0.07432,0.08865
2021,No answer / don't know,Very important,0.21044,174,574,0.17707,0.24382
2021,No answer / don't know,Important,0.55629,278,574,0.51561,0.59697
2021,No answer / don't know,Less important,0.20735,122,574,0.17416,0.24055
2021,Pre-primary Level,Very important,0.29383,69,165,0.22411,0.36354
2021,Pre-primary Level,Important,0.58881,96,165,0.51350,0.66411
2021,Primary Level,Very important,0.20302,47,169,0.14219,0.26385
2021,Primary Level,Important,0.43008,91,169,0.35522,0.50495
2021,Primary Level,Less important,0.16959,31,169,0.11284,0.22633
2021,Lower Secondary Level,Very important,0.20554,291,1252,0.18315,0.22794
2021,Lower Secondary Level,Important,0.42809,576,1252,0.40067,0.45551
2021,Lower Secondary Level,Less important,0.21346,228,1252,0.19075,0.23617
2021,Lower Secondary Level,Unimportant,0.15291,157,1252,0.13296,0.17285
2021,Upper Secondary Level,Very important,0.13842,916,6391,0.12995,0.14689
2021,Upper Secondary Level,Important,0.49467,3251,6391,0.48241,0.50693
2021,Upper Secondary Level,Less important,0.23790,1489,6391,0.22746,0.24834
2021,Upper Secondary Level,Unimportant,0.12902,735,6391,0.12080,0.13724
2021,Post-secondary Non-tertiary Level,Very important,0.14349,226,1492,0.12570,0.16129
2021,Post-secondary Non-tertiary Level,Important,0.51075,808,1492,0.48537,0.53612
2021,Post-secondary Non-tertiary Level,Less important,0.28987,385,1492,0.26684,0.31290
2021,Post-secondary Non-tertiary Level,Unimportant,0.05589,73,1492,0.04423,0.06755
2021,First Stage of Tertiary Education,Very important,0.11326,134,928,0.09286,0.13366
2021,First Stage of Tertiary Education,Important,0.53548,488,928,0.50338,0.56759
2021,First Stage of Tertiary Education,Less important,0.24884,212,928,0.22101,0.27667
2021,First Stage of Tertiary Education,Unimportant,0.10242,94,928,0.08290,0.12193
2021,Second Stage of Tertiary Education,Very important,0.14865,836,5053,0.13884,0.15846
2021,Second Stage of Tertiary Education,Important,0.55210,2831,5053,0.53839,0.56581
2021,Second Stage of Tertiary Education,Less important,0.22609,1083,5053,0.21456,0.23763
2021,Second Stage of Tertiary Education,Unimportant,0.07316,303,5053,0.06598,0.08034
