"plh0107","year","migback","regtyp","n","percent","lower_confidence","upper_confidence"
"3 Weniger wichtig","1990","direkter Migrationshintergrund","Laendlicher Raum","9","","",""
"3 Weniger wichtig","1990","indirekter Migrationshintergrund","Staedtischer Raum","12","","",""
"3 Weniger wichtig","1990","indirekter Migrationshintergrund","Laendlicher Raum","1","","",""
"3 Weniger wichtig","1990","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"3 Weniger wichtig","1990","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1990","kein Migrationshintergrund","Staedtischer Raum","564","0.142544371979829","0.132654097661947","0.15243464629771"
"4 Ganz unwichtig","1990","kein Migrationshintergrund","Laendlicher Raum","184","0.148710437693248","0.130940041490439","0.166480833896058"
"4 Ganz unwichtig","1990","direkter Migrationshintergrund","Staedtischer Raum","55","0.183198605433598","0.142380028434105","0.22401718243309"
"4 Ganz unwichtig","1990","direkter Migrationshintergrund","Laendlicher Raum","13","","",""
"4 Ganz unwichtig","1990","indirekter Migrationshintergrund","Staedtischer Raum","3","","",""
"4 Ganz unwichtig","1990","indirekter Migrationshintergrund","Laendlicher Raum","2","","",""
"4 Ganz unwichtig","1990","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1990","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"1 Sehr wichtig","1991","kein Migrationshintergrund","Staedtischer Raum","","","",""
"1 Sehr wichtig","1991","kein Migrationshintergrund","Laendlicher Raum","","","",""
"1 Sehr wichtig","1991","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"1 Sehr wichtig","1991","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"1 Sehr wichtig","1991","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"1 Sehr wichtig","1991","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"1 Sehr wichtig","1991","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"1 Sehr wichtig","1991","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"2 Wichtig","1991","kein Migrationshintergrund","Staedtischer Raum","","","",""
"2 Wichtig","1991","kein Migrationshintergrund","Laendlicher Raum","","","",""
"2 Wichtig","1991","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"2 Wichtig","1991","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"2 Wichtig","1991","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"2 Wichtig","1991","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"2 Wichtig","1991","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"2 Wichtig","1991","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"3 Weniger wichtig","1991","kein Migrationshintergrund","Staedtischer Raum","","","",""
"3 Weniger wichtig","1991","kein Migrationshintergrund","Laendlicher Raum","","","",""
"3 Weniger wichtig","1991","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"3 Weniger wichtig","1991","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"3 Weniger wichtig","1991","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"3 Weniger wichtig","1991","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"3 Weniger wichtig","1991","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"3 Weniger wichtig","1991","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1991","kein Migrationshintergrund","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1991","kein Migrationshintergrund","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1991","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1991","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1991","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1991","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1991","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1991","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"1 Sehr wichtig","1992","kein Migrationshintergrund","Staedtischer Raum","1496","0.22590678010273","0.215291051801771","0.236522508403689"
"1 Sehr wichtig","1992","kein Migrationshintergrund","Laendlicher Raum","1247","0.267063040893583","0.253195485216907","0.28093059657026"
"1 Sehr wichtig","1992","direkter Migrationshintergrund","Staedtischer Raum","95","0.228216065233849","0.186617276410372","0.269814854057325"
"1 Sehr wichtig","1992","direkter Migrationshintergrund","Laendlicher Raum","41","0.231433482499697","0.166688202358361","0.296178762641033"
"1 Sehr wichtig","1992","indirekter Migrationshintergrund","Staedtischer Raum","14","","",""
"1 Sehr wichtig","1992","indirekter Migrationshintergrund","Laendlicher Raum","6","","",""
"1 Sehr wichtig","1992","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"1 Sehr wichtig","1992","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"2 Wichtig","1992","kein Migrationshintergrund","Staedtischer Raum","2860","0.464066992988649","0.451406980831173","0.476727005146124"
"2 Wichtig","1992","kein Migrationshintergrund","Laendlicher Raum","1761","0.443234240203462","0.427663379370858","0.458805101036065"
"2 Wichtig","1992","direkter Migrationshintergrund","Staedtischer Raum","176","0.451840714318906","0.402511320260494","0.501170108377318"
"2 Wichtig","1992","direkter Migrationshintergrund","Laendlicher Raum","57","0.362717868172487","0.28890966463665","0.436526071708325"
"2 Wichtig","1992","indirekter Migrationshintergrund","Staedtischer Raum","35","0.514035449047076","0.390617977007786","0.637452921086366"
"2 Wichtig","1992","indirekter Migrationshintergrund","Laendlicher Raum","8","","",""
"2 Wichtig","1992","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"2 Wichtig","1992","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"3 Weniger wichtig","1992","kein Migrationshintergrund","Staedtischer Raum","876","0.152423656304079","0.143299260185383","0.161548052422776"
"3 Weniger wichtig","1992","kein Migrationshintergrund","Laendlicher Raum","406","0.117831333029255","0.107725644188739","0.127937021869772"
"3 Weniger wichtig","1992","direkter Migrationshintergrund","Staedtischer Raum","50","0.139665668342206","0.105306853806635","0.174024482877776"
"3 Weniger wichtig","1992","direkter Migrationshintergrund","Laendlicher Raum","22","","",""
"3 Weniger wichtig","1992","indirekter Migrationshintergrund","Staedtischer Raum","8","","",""
"3 Weniger wichtig","1992","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"3 Weniger wichtig","1992","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"3 Weniger wichtig","1992","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1992","kein Migrationshintergrund","Staedtischer Raum","729","0.157602570604542","0.14835284829031","0.166852292918775"
"4 Ganz unwichtig","1992","kein Migrationshintergrund","Laendlicher Raum","496","0.1718713858737","0.160046134070111","0.183696637677288"
"4 Ganz unwichtig","1992","direkter Migrationshintergrund","Staedtischer Raum","70","0.18027755210504","0.142174132559508","0.218380971650572"
"4 Ganz unwichtig","1992","direkter Migrationshintergrund","Laendlicher Raum","43","0.261925323666783","0.194426969127967","0.329423678205598"
"4 Ganz unwichtig","1992","indirekter Migrationshintergrund","Staedtischer Raum","6","","",""
"4 Ganz unwichtig","1992","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1992","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1992","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"1 Sehr wichtig","1993","kein Migrationshintergrund","Staedtischer Raum","","","",""
"1 Sehr wichtig","1993","kein Migrationshintergrund","Laendlicher Raum","","","",""
"1 Sehr wichtig","1993","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"1 Sehr wichtig","1993","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"1 Sehr wichtig","1993","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"1 Sehr wichtig","1993","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"1 Sehr wichtig","1993","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"1 Sehr wichtig","1993","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"2 Wichtig","1993","kein Migrationshintergrund","Staedtischer Raum","","","",""
"2 Wichtig","1993","kein Migrationshintergrund","Laendlicher Raum","","","",""
"2 Wichtig","1993","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"2 Wichtig","1993","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"2 Wichtig","1993","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"2 Wichtig","1993","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"2 Wichtig","1993","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"2 Wichtig","1993","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"3 Weniger wichtig","1993","kein Migrationshintergrund","Staedtischer Raum","","","",""
"3 Weniger wichtig","1993","kein Migrationshintergrund","Laendlicher Raum","","","",""
"3 Weniger wichtig","1993","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"3 Weniger wichtig","1993","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"3 Weniger wichtig","1993","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"3 Weniger wichtig","1993","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"3 Weniger wichtig","1993","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"3 Weniger wichtig","1993","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1993","kein Migrationshintergrund","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1993","kein Migrationshintergrund","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1993","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1993","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1993","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1993","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1993","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1993","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"1 Sehr wichtig","1994","kein Migrationshintergrund","Staedtischer Raum","","","",""
"1 Sehr wichtig","1994","kein Migrationshintergrund","Laendlicher Raum","","","",""
"1 Sehr wichtig","1994","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"1 Sehr wichtig","1994","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"1 Sehr wichtig","1994","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"1 Sehr wichtig","1994","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"1 Sehr wichtig","1994","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"1 Sehr wichtig","1994","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"2 Wichtig","1994","kein Migrationshintergrund","Staedtischer Raum","","","",""
"2 Wichtig","1994","kein Migrationshintergrund","Laendlicher Raum","","","",""
"2 Wichtig","1994","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"2 Wichtig","1994","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"2 Wichtig","1994","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"2 Wichtig","1994","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"2 Wichtig","1994","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"2 Wichtig","1994","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"3 Weniger wichtig","1994","kein Migrationshintergrund","Staedtischer Raum","","","",""
"3 Weniger wichtig","1994","kein Migrationshintergrund","Laendlicher Raum","","","",""
"3 Weniger wichtig","1994","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"3 Weniger wichtig","1994","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"3 Weniger wichtig","1994","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"3 Weniger wichtig","1994","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"3 Weniger wichtig","1994","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"3 Weniger wichtig","1994","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1994","kein Migrationshintergrund","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1994","kein Migrationshintergrund","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1994","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1994","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1994","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1994","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1994","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1994","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"1 Sehr wichtig","1995","kein Migrationshintergrund","Staedtischer Raum","1396","0.223161698032153","0.212330816945493","0.233992579118813"
"1 Sehr wichtig","1995","kein Migrationshintergrund","Laendlicher Raum","1122","0.249401502512429","0.23572924039043","0.263073764634428"
"1 Sehr wichtig","1995","direkter Migrationshintergrund","Staedtischer Raum","230","0.290422440812828","0.259389194826053","0.321455686799603"
"1 Sehr wichtig","1995","direkter Migrationshintergrund","Laendlicher Raum","73","0.243998292866204","0.191992439472343","0.296004146260065"
"1 Sehr wichtig","1995","indirekter Migrationshintergrund","Staedtischer Raum","43","0.400282920602479","0.310343019857329","0.490222821347628"
"1 Sehr wichtig","1995","indirekter Migrationshintergrund","Laendlicher Raum","10","","",""
"1 Sehr wichtig","1995","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"1 Sehr wichtig","1995","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"2 Wichtig","1995","kein Migrationshintergrund","Staedtischer Raum","2885","0.490937670583547","0.477933360907536","0.503941980259557"
"2 Wichtig","1995","kein Migrationshintergrund","Laendlicher Raum","1900","0.470912158103767","0.455138920682812","0.486685395524721"
"2 Wichtig","1995","direkter Migrationshintergrund","Staedtischer Raum","372","0.422369403188946","0.388603101063914","0.456135705313978"
"2 Wichtig","1995","direkter Migrationshintergrund","Laendlicher Raum","114","0.450798084488365","0.390548438700005","0.511047730276724"
"2 Wichtig","1995","indirekter Migrationshintergrund","Staedtischer Raum","51","0.427557519221094","0.336742251578998","0.51837278686319"
"2 Wichtig","1995","indirekter Migrationshintergrund","Laendlicher Raum","11","","",""
"2 Wichtig","1995","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"2 Wichtig","1995","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"3 Weniger wichtig","1995","kein Migrationshintergrund","Staedtischer Raum","829","0.15648941858536","0.147038448252651","0.165940388918069"
"3 Weniger wichtig","1995","kein Migrationshintergrund","Laendlicher Raum","414","0.123141740942331","0.112757988133751","0.133525493750911"
"3 Weniger wichtig","1995","direkter Migrationshintergrund","Staedtischer Raum","125","0.14658467033874","0.122405762525631","0.170763578151849"
"3 Weniger wichtig","1995","direkter Migrationshintergrund","Laendlicher Raum","28","","",""
"3 Weniger wichtig","1995","indirekter Migrationshintergrund","Staedtischer Raum","16","","",""
"3 Weniger wichtig","1995","indirekter Migrationshintergrund","Laendlicher Raum","1","","",""
"3 Weniger wichtig","1995","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"3 Weniger wichtig","1995","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1995","kein Migrationshintergrund","Staedtischer Raum","567","0.12941121279894","0.120679868131379","0.138142557466501"
"4 Ganz unwichtig","1995","kein Migrationshintergrund","Laendlicher Raum","411","0.156544598441473","0.145062081278282","0.168027115604664"
"4 Ganz unwichtig","1995","direkter Migrationshintergrund","Staedtischer Raum","95","0.140623485659486","0.116858757437539","0.164388213881432"
"4 Ganz unwichtig","1995","direkter Migrationshintergrund","Laendlicher Raum","47","0.206863412125117","0.157816318268113","0.25591050598212"
"4 Ganz unwichtig","1995","indirekter Migrationshintergrund","Staedtischer Raum","4","","",""
"4 Ganz unwichtig","1995","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1995","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1995","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"1 Sehr wichtig","1996","kein Migrationshintergrund","Staedtischer Raum","","","",""
"1 Sehr wichtig","1996","kein Migrationshintergrund","Laendlicher Raum","","","",""
"1 Sehr wichtig","1996","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"1 Sehr wichtig","1996","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"1 Sehr wichtig","1996","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"1 Sehr wichtig","1996","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"1 Sehr wichtig","1996","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"1 Sehr wichtig","1996","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"2 Wichtig","1996","kein Migrationshintergrund","Staedtischer Raum","","","",""
"2 Wichtig","1996","kein Migrationshintergrund","Laendlicher Raum","","","",""
"2 Wichtig","1996","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"2 Wichtig","1996","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"2 Wichtig","1996","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"2 Wichtig","1996","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"2 Wichtig","1996","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"2 Wichtig","1996","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"3 Weniger wichtig","1996","kein Migrationshintergrund","Staedtischer Raum","","","",""
"3 Weniger wichtig","1996","kein Migrationshintergrund","Laendlicher Raum","","","",""
"3 Weniger wichtig","1996","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"3 Weniger wichtig","1996","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"3 Weniger wichtig","1996","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"3 Weniger wichtig","1996","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"3 Weniger wichtig","1996","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"3 Weniger wichtig","1996","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1996","kein Migrationshintergrund","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1996","kein Migrationshintergrund","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1996","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1996","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1996","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1996","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1996","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1996","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"1 Sehr wichtig","1997","kein Migrationshintergrund","Staedtischer Raum","","","",""
"1 Sehr wichtig","1997","kein Migrationshintergrund","Laendlicher Raum","","","",""
"1 Sehr wichtig","1997","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"1 Sehr wichtig","1997","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"1 Sehr wichtig","1997","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"1 Sehr wichtig","1997","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"1 Sehr wichtig","1997","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"1 Sehr wichtig","1997","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"2 Wichtig","1997","kein Migrationshintergrund","Staedtischer Raum","","","",""
"2 Wichtig","1997","kein Migrationshintergrund","Laendlicher Raum","","","",""
"2 Wichtig","1997","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"2 Wichtig","1997","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"2 Wichtig","1997","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"2 Wichtig","1997","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"2 Wichtig","1997","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"2 Wichtig","1997","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"3 Weniger wichtig","1997","kein Migrationshintergrund","Staedtischer Raum","","","",""
"3 Weniger wichtig","1997","kein Migrationshintergrund","Laendlicher Raum","","","",""
"3 Weniger wichtig","1997","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"3 Weniger wichtig","1997","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"3 Weniger wichtig","1997","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"3 Weniger wichtig","1997","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"3 Weniger wichtig","1997","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"3 Weniger wichtig","1997","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1997","kein Migrationshintergrund","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1997","kein Migrationshintergrund","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1997","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1997","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1997","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1997","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1997","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1997","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"1 Sehr wichtig","1998","kein Migrationshintergrund","Staedtischer Raum","","","",""
"1 Sehr wichtig","1998","kein Migrationshintergrund","Laendlicher Raum","","","",""
"1 Sehr wichtig","1998","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"1 Sehr wichtig","1998","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"1 Sehr wichtig","1998","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"1 Sehr wichtig","1998","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"1 Sehr wichtig","1998","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"1 Sehr wichtig","1998","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"2 Wichtig","1998","kein Migrationshintergrund","Staedtischer Raum","","","",""
"2 Wichtig","1998","kein Migrationshintergrund","Laendlicher Raum","","","",""
"2 Wichtig","1998","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"2 Wichtig","1998","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"2 Wichtig","1998","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"2 Wichtig","1998","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"2 Wichtig","1998","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"2 Wichtig","1998","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"3 Weniger wichtig","1998","kein Migrationshintergrund","Staedtischer Raum","","","",""
"3 Weniger wichtig","1998","kein Migrationshintergrund","Laendlicher Raum","","","",""
"3 Weniger wichtig","1998","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"3 Weniger wichtig","1998","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"3 Weniger wichtig","1998","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"3 Weniger wichtig","1998","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"3 Weniger wichtig","1998","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"3 Weniger wichtig","1998","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1998","kein Migrationshintergrund","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1998","kein Migrationshintergrund","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1998","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1998","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1998","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1998","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"4 Ganz unwichtig","1998","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"4 Ganz unwichtig","1998","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"1 Sehr wichtig","1999","kein Migrationshintergrund","Staedtischer Raum","","","",""
"1 Sehr wichtig","1999","kein Migrationshintergrund","Laendlicher Raum","","","",""
