year,regtyp,rentown,hlc0083_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,Rural regions,Tenant,Yes,0.09317,172,1715,0.07941,0.10693
2003,Rural regions,Tenant,No,0.90683,1543,1715,0.89307,0.92059
2004,Urban regions,Owner,No,0.99804,3463,3463,0.99656,0.99951
2004,Urban regions,Tenant,Yes,0.07045,267,4317,0.06281,0.07808
2004,Urban regions,Tenant,No,0.92955,4050,4317,0.92192,0.93719
2004,Rural regions,Owner,No,0.98405,2063,2063,0.97865,0.98946
2004,Rural regions,Tenant,Yes,0.09814,170,1665,0.08384,0.11243
2004,Rural regions,Tenant,No,0.90186,1495,1665,0.88757,0.91616
2005,Urban regions,Owner,No,0.99717,3331,3331,0.99537,0.99897
2005,Urban regions,Tenant,Yes,0.05056,212,4214,0.04394,0.05717
2005,Urban regions,Tenant,No,0.94944,4002,4214,0.94283,0.95606
2005,Rural regions,Owner,No,0.98520,2022,2022,0.97993,0.99046
2005,Rural regions,Tenant,Yes,0.05872,112,1599,0.04719,0.07024
2005,Rural regions,Tenant,No,0.94128,1487,1599,0.92976,0.95281
2006,Urban regions,Owner,No,0.99755,3701,3701,0.99595,0.99914
2006,Urban regions,Tenant,Yes,0.04626,200,4458,0.04010,0.05243
2006,Urban regions,Tenant,No,0.95374,4258,4458,0.94757,0.95990
2006,Rural regions,Owner,No,0.99024,2273,2273,0.98619,0.99428
2006,Rural regions,Tenant,Yes,0.06408,120,1802,0.05277,0.07539
2006,Rural regions,Tenant,No,0.93592,1682,1802,0.92461,0.94723
2007,Urban regions,Owner,No,0.99766,3464,3464,0.99605,0.99927
2007,Urban regions,Tenant,Yes,0.04727,174,4138,0.04081,0.05374
2007,Urban regions,Tenant,No,0.95273,3964,4138,0.94626,0.95919
2007,Rural regions,Owner,No,0.99322,2135,2135,0.98974,0.99670
2007,Rural regions,Tenant,Yes,0.05582,101,1695,0.04489,0.06675
2007,Rural regions,Tenant,No,0.94418,1594,1695,0.93325,0.95511
2008,Urban regions,Owner,No,0.99905,3305,3305,0.99800,1.00010
2008,Urban regions,Tenant,Yes,0.04401,161,3881,0.03755,0.05046
2008,Urban regions,Tenant,No,0.95599,3720,3881,0.94954,0.96245
2008,Rural regions,Owner,No,0.99576,2060,2060,0.99296,0.99857
2008,Rural regions,Tenant,Yes,0.05029,87,1562,0.03945,0.06114
2008,Rural regions,Tenant,No,0.94971,1475,1562,0.93886,0.96055
2009,Urban regions,Owner,No,0.99948,3097,3097,0.99867,1.00028
2009,Urban regions,Tenant,Yes,0.04158,144,3599,0.03506,0.04810
2009,Urban regions,Tenant,No,0.95842,3455,3599,0.95190,0.96494
2009,Rural regions,Owner,No,0.99351,1952,1952,0.98995,0.99707
2009,Rural regions,Tenant,Yes,0.04989,88,1515,0.03892,0.06086
2009,Rural regions,Tenant,No,0.95011,1427,1515,0.93914,0.96108
2010,Urban regions,Owner,No,0.99733,3678,3678,0.99566,0.99900
2010,Urban regions,Tenant,Yes,0.04561,355,5124,0.03989,0.05132
2010,Urban regions,Tenant,No,0.95439,4769,5124,0.94868,0.96011
2010,Rural regions,Owner,Yes,0.00449,36,2409,0.00182,0.00716
2010,Rural regions,Owner,No,0.99551,2373,2409,0.99284,0.99818
2010,Rural regions,Tenant,Yes,0.05278,194,2158,0.04334,0.06221
2010,Rural regions,Tenant,No,0.94722,1964,2158,0.93779,0.95666
2011,Urban regions,Owner,No,0.99788,4469,4469,0.99653,0.99923
2011,Urban regions,Tenant,Yes,0.04103,407,6022,0.03602,0.04604
2011,Urban regions,Tenant,No,0.95897,5615,6022,0.95396,0.96398
2011,Rural regions,Owner,Yes,0.00569,38,3026,0.00301,0.00837
2011,Rural regions,Owner,No,0.99431,2988,3026,0.99163,0.99699
2011,Rural regions,Tenant,Yes,0.05302,257,2682,0.04454,0.06150
2011,Rural regions,Tenant,No,0.94698,2425,2682,0.93850,0.95546
2012,Urban regions,Owner,No,0.99832,4398,4398,0.99711,0.99953
2012,Urban regions,Tenant,Yes,0.03460,310,5816,0.02990,0.03930
2012,Urban regions,Tenant,No,0.96540,5506,5816,0.96070,0.97010
2012,Rural regions,Owner,Yes,0.00441,33,3015,0.00205,0.00678
2012,Rural regions,Owner,No,0.99559,2982,3015,0.99322,0.99795
2012,Rural regions,Tenant,Yes,0.04901,216,2703,0.04087,0.05715
2012,Rural regions,Tenant,No,0.95099,2487,2703,0.94285,0.95913
2013,Urban regions,Owner,No,0.99790,4559,4559,0.99658,0.99923
2013,Urban regions,Tenant,Yes,0.03264,350,7047,0.02849,0.03679
2013,Urban regions,Tenant,No,0.96736,6697,7047,0.96321,0.97151
2013,Rural regions,Owner,No,0.99635,2926,2926,0.99417,0.99854
2013,Rural regions,Tenant,Yes,0.04614,209,2934,0.03854,0.05373
2013,Rural regions,Tenant,No,0.95386,2725,2934,0.94627,0.96146
2014,Urban regions,Owner,No,0.99915,4206,4206,0.99827,1.00003
2014,Urban regions,Tenant,Yes,0.02840,230,6048,0.02422,0.03259
2014,Urban regions,Tenant,No,0.97160,5818,6048,0.96741,0.97578
2014,Rural regions,Owner,No,0.99650,2707,2707,0.99427,0.99872
2014,Rural regions,Tenant,Yes,0.03853,144,2607,0.03114,0.04592
2014,Rural regions,Tenant,No,0.96147,2463,2607,0.95408,0.96886
2015,Urban regions,Owner,No,0.99902,3528,3528,0.99798,1.00005
2015,Urban regions,Tenant,Yes,0.02786,208,5782,0.02362,0.03211
2015,Urban regions,Tenant,No,0.97214,5574,5782,0.96789,0.97638
2015,Rural regions,Owner,No,0.99752,2295,2295,0.99548,0.99956
2015,Rural regions,Tenant,Yes,0.03205,114,2434,0.02505,0.03905
2015,Rural regions,Tenant,No,0.96795,2320,2434,0.96095,0.97495
2016,Urban regions,Not included in this version of the questionnaire,Yes,0.07285,126,1403,0.05925,0.08646
2016,Urban regions,Not included in this version of the questionnaire,No,0.92715,1277,1403,0.91354,0.94075
2016,Urban regions,Owner,No,0.99906,3696,3696,0.99808,1.00005
2016,Urban regions,Tenant,Yes,0.02547,189,5557,0.02133,0.02962
2016,Urban regions,Tenant,No,0.97453,5368,5557,0.97038,0.97867
2016,Rural regions,Not included in this version of the questionnaire,Yes,0.09686,52,623,0.07362,0.12011
2016,Rural regions,Not included in this version of the questionnaire,No,0.90314,571,623,0.87989,0.92638
2016,Rural regions,Owner,No,0.99783,2466,2466,0.99600,0.99967
2016,Rural regions,Tenant,Yes,0.03346,106,2359,0.02620,0.04071
2016,Rural regions,Tenant,No,0.96654,2253,2359,0.95929,0.97380
2017,Urban regions,Not included in this version of the questionnaire,Yes,0.06746,32,520,0.04588,0.08904
2017,Urban regions,Not included in this version of the questionnaire,No,0.93254,488,520,0.91096,0.95412
2017,Urban regions,Owner,No,0.99900,4187,4187,0.99804,0.99996
2017,Urban regions,Tenant,Yes,0.02521,317,7182,0.02159,0.02884
2017,Urban regions,Tenant,No,0.97479,6865,7182,0.97116,0.97841
2017,Rural regions,Not included in this version of the questionnaire,No,0.95033,259,259,0.92382,0.97684
2017,Rural regions,Owner,No,0.99678,2735,2735,0.99465,0.99890
2017,Rural regions,Tenant,Yes,0.03317,192,3133,0.02690,0.03944
2017,Rural regions,Tenant,No,0.96683,2941,3133,0.96056,0.97310
2018,Urban regions,Owner,No,0.99856,4023,4023,0.99738,0.99973
2018,Urban regions,Tenant,Yes,0.02656,457,7783,0.02298,0.03013
2018,Urban regions,Tenant,No,0.97344,7326,7783,0.96987,0.97702
2018,Rural regions,Owner,No,0.99572,2629,2629,0.99322,0.99821
2018,Rural regions,Tenant,Yes,0.03627,241,3227,0.02982,0.04272
2018,Rural regions,Tenant,No,0.96373,2986,3227,0.95728,0.97018
2019,No answer / don't know,Owner,No,0.98865,156,156,0.97197,1.00533
2019,No answer / don't know,Tenant,No,0.95504,301,301,0.93159,0.97849
2019,Urban regions,Owner,No,0.99906,4690,4690,0.99818,0.99994
2019,Urban regions,Tenant,Yes,0.02636,281,7200,0.02266,0.03006
2019,Urban regions,Tenant,No,0.97364,6919,7200,0.96994,0.97734
2019,Rural regions,Owner,No,0.99702,2947,2947,0.99505,0.99899
2019,Rural regions,Tenant,Yes,0.03993,155,2971,0.03289,0.04697
2019,Rural regions,Tenant,No,0.96007,2816,2971,0.95303,0.96711
2020,Urban regions,Owner,No,0.99926,4180,4180,0.99844,1.00009
2020,Urban regions,Tenant,Yes,0.02475,347,8992,0.02154,0.02796
2020,Urban regions,Tenant,No,0.97525,8645,8992,0.97204,0.97846
2020,Rural regions,Owner,No,0.99691,2628,2628,0.99478,0.99903
2020,Rural regions,Tenant,Yes,0.02763,151,3202,0.02195,0.03331
2020,Rural regions,Tenant,No,0.97237,3051,3202,0.96669,0.97805
2021,Urban regions,Owner,No,0.99840,3102,3102,0.99700,0.99981
2021,Urban regions,Tenant,Yes,0.02887,296,5435,0.02442,0.03332
2021,Urban regions,Tenant,No,0.97113,5139,5435,0.96668,0.97558
2021,Rural regions,Owner,No,0.99370,1945,1945,0.99018,0.99721
2021,Rural regions,Tenant,Yes,0.03359,97,1963,0.02562,0.04156
2021,Rural regions,Tenant,No,0.96641,1866,1963,0.95844,0.97438
2022,Urban regions,Owner,No,0.99791,4619,4619,0.99659,0.99923
2022,Urban regions,Tenant,Yes,0.03146,318,9290,0.02791,0.03501
2022,Urban regions,Tenant,No,0.96854,8972,9290,0.96499,0.97209
2022,Rural regions,Owner,No,0.99532,3115,3115,0.99292,0.99772
2022,Rural regions,Tenant,Yes,0.03665,118,3095,0.03003,0.04327
2022,Rural regions,Tenant,No,0.96335,2977,3095,0.95673,0.96997
