year,hhtyp,hlc0083_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,Couple without children,No,0.99189,3553,3589,0.98895,0.99482
2001,Single parent,Yes,0.14767,110,706,0.12148,0.17386
2001,Single parent,No,0.85233,596,706,0.82614,0.87852
2001,Couple with children,Yes,0.03035,148,4175,0.02514,0.03555
2001,Couple with children,No,0.96965,4027,4175,0.96445,0.97486
2001,Multi-generational household,No,0.98303,156,156,0.96270,1.00336
2001,Other Combinations,No,0.97231,122,122,0.94307,1.00155
2002,Single-person household,Yes,0.04472,137,2937,0.03725,0.05220
2002,Single-person household,No,0.95528,2800,2937,0.94780,0.96275
2002,Couple without children,Yes,0.00823,36,3902,0.00539,0.01106
2002,Couple without children,No,0.99177,3866,3902,0.98894,0.99461
2002,Single parent,Yes,0.14056,102,711,0.11499,0.16612
2002,Single parent,No,0.85944,609,711,0.83388,0.88501
2002,Couple with children,Yes,0.03601,133,4384,0.03049,0.04152
2002,Couple with children,No,0.96399,4251,4384,0.95848,0.96951
2002,Multi-generational household,No,0.96948,145,145,0.94138,0.99757
2002,Other Combinations,No,0.99323,128,128,0.97897,1.00749
2003,Single-person household,Yes,0.04859,145,2915,0.04078,0.05640
2003,Single-person household,No,0.95141,2770,2915,0.94360,0.95922
2003,Couple without children,Yes,0.01106,44,3818,0.00774,0.01438
2003,Couple without children,No,0.98894,3774,3818,0.98562,0.99226
2003,Single parent,Yes,0.18022,120,699,0.15170,0.20874
2003,Single parent,No,0.81978,579,699,0.79126,0.84830
2003,Couple with children,Yes,0.03750,141,4135,0.03171,0.04329
2003,Couple with children,No,0.96250,3994,4135,0.95671,0.96829
2003,Multi-generational household,No,0.97847,119,119,0.95228,1.00466
2003,Other Combinations,No,0.99382,113,113,0.97931,1.00833
2004,Single-person household,Yes,0.05378,153,2858,0.04551,0.06205
2004,Single-person household,No,0.94622,2705,2858,0.93795,0.95449
2004,Couple without children,Yes,0.01414,47,3819,0.01039,0.01788
2004,Couple without children,No,0.98586,3772,3819,0.98212,0.98961
2004,Single parent,Yes,0.18614,118,682,0.15691,0.21537
2004,Single parent,No,0.81386,564,682,0.78463,0.84309
2004,Couple with children,Yes,0.04596,148,3962,0.03944,0.05248
2004,Couple with children,No,0.95404,3814,3962,0.94752,0.96056
2004,Multi-generational household,No,0.97935,109,109,0.95252,1.00617
2004,Other Combinations,No,0.98237,107,107,0.95731,1.00742
2005,Single-person household,Yes,0.03802,112,2905,0.03107,0.04498
2005,Single-person household,No,0.96198,2793,2905,0.95502,0.96893
2005,Couple without children,Yes,0.01155,48,3692,0.00811,0.01500
2005,Couple without children,No,0.98845,3644,3692,0.98500,0.99189
2005,Single parent,Yes,0.12658,83,694,0.10182,0.15134
2005,Single parent,No,0.87342,611,694,0.84866,0.89818
2005,Couple with children,Yes,0.02891,106,3702,0.02351,0.03431
2005,Couple with children,No,0.97109,3596,3702,0.96569,0.97649
2005,Multi-generational household,No,0.95600,102,102,0.91600,0.99600
2005,Other Combinations,No,0.97410,97,97,0.94232,1.00587
2006,Single-person household,Yes,0.04031,134,3288,0.03359,0.04703
2006,Single-person household,No,0.95969,3154,3288,0.95297,0.96641
2006,Couple without children,Yes,0.01216,46,4158,0.00883,0.01549
2006,Couple without children,No,0.98784,4112,4158,0.98451,0.99117
2006,Single parent,Yes,0.10146,79,772,0.08015,0.12278
2006,Single parent,No,0.89854,693,772,0.87722,0.91985
2006,Couple with children,Yes,0.02437,85,3837,0.01949,0.02925
2006,Couple with children,No,0.97563,3752,3837,0.97075,0.98051
2006,Multi-generational household,No,0.93648,101,101,0.88867,0.98428
2006,Other Combinations,No,0.99372,104,104,0.97846,1.00898
2007,Single-person household,Yes,0.04163,121,3109,0.03460,0.04865
2007,Single-person household,No,0.95837,2988,3109,0.95135,0.96540
2007,Couple without children,Yes,0.00799,31,3876,0.00519,0.01079
2007,Couple without children,No,0.99201,3845,3876,0.98921,0.99481
2007,Single parent,Yes,0.08270,61,711,0.06244,0.10296
2007,Single parent,No,0.91730,650,711,0.89704,0.93756
2007,Couple with children,Yes,0.02529,78,3576,0.02015,0.03044
2007,Couple with children,No,0.97471,3498,3576,0.96956,0.97985
2007,Multi-generational household,No,0.94115,87,87,0.89142,0.99089
2007,Other Combinations,No,0.98768,89,89,0.96463,1.01073
2008,Single-person household,Yes,0.03246,91,2986,0.02610,0.03881
2008,Single-person household,No,0.96754,2895,2986,0.96119,0.97390
2008,Couple without children,Yes,0.00977,35,3734,0.00662,0.01293
2008,Couple without children,No,0.99023,3699,3734,0.98707,0.99338
2008,Single parent,Yes,0.09287,65,682,0.07107,0.11467
2008,Single parent,No,0.90713,617,682,0.88533,0.92893
2008,Couple with children,Yes,0.02209,69,3266,0.01705,0.02713
2008,Couple with children,No,0.97791,3197,3266,0.97287,0.98295
2008,Other Combinations,No,0.98308,73,73,0.95329,1.01287
2009,Single-person household,Yes,0.03107,89,2847,0.02470,0.03745
2009,Single-person household,No,0.96893,2758,2847,0.96255,0.97530
2009,Couple without children,Yes,0.00870,31,3550,0.00564,0.01175
2009,Couple without children,No,0.99130,3519,3550,0.98825,0.99436
2009,Single parent,Yes,0.08917,55,634,0.06696,0.11137
2009,Single parent,No,0.91083,579,634,0.88863,0.93304
2009,Couple with children,Yes,0.02231,69,3009,0.01703,0.02759
2009,Couple with children,No,0.97769,2940,3009,0.97241,0.98297
2009,Multi-generational household,No,0.99524,65,65,0.97839,1.01210
2009,Other Combinations,No,0.98912,70,70,0.96464,1.01360
2010,Single-person household,Yes,0.03240,80,2651,0.02566,0.03914
2010,Single-person household,No,0.96760,2571,2651,0.96086,0.97434
2010,Couple without children,No,0.99399,3288,3288,0.99135,0.99663
2010,Single parent,Yes,0.11281,262,1805,0.09821,0.12741
2010,Single parent,No,0.88719,1543,1805,0.87259,0.90179
2010,Couple with children,Yes,0.02479,242,5467,0.02067,0.02892
2010,Couple with children,No,0.97521,5225,5467,0.97108,0.97933
2010,Multi-generational household,No,0.99064,94,94,0.97108,1.01021
2010,Other Combinations,No,0.98279,63,63,0.95042,1.01516
2011,Single-person household,Yes,0.02765,92,3482,0.02220,0.03310
2011,Single-person household,No,0.97235,3390,3482,0.96690,0.97780
2011,Couple without children,No,0.99554,4295,4295,0.99354,0.99753
2011,Single parent,Yes,0.12228,354,2275,0.10882,0.13575
2011,Single parent,No,0.87772,1921,2275,0.86425,0.89118
2011,Couple with children,Yes,0.02545,250,5939,0.02145,0.02946
2011,Couple with children,No,0.97455,5689,5939,0.97054,0.97855
2011,Multi-generational household,No,0.96955,107,107,0.93683,1.00226
2011,Other Combinations,No,0.98517,95,95,0.96073,1.00960
2012,Single-person household,Yes,0.02623,92,3639,0.02104,0.03142
2012,Single-person household,No,0.97377,3547,3639,0.96858,0.97896
2012,Couple without children,No,0.99558,4380,4380,0.99362,0.99755
2012,Single parent,Yes,0.09495,257,2134,0.08251,0.10740
2012,Single parent,No,0.90505,1877,2134,0.89260,0.91749
2012,Couple with children,Yes,0.02147,211,5570,0.01766,0.02528
2012,Couple with children,No,0.97853,5359,5570,0.97472,0.98234
2012,Multi-generational household,No,0.97859,114,114,0.95190,1.00528
2012,Other Combinations,No,0.99151,96,96,0.97306,1.00996
2013,Single-person household,Yes,0.02508,90,3791,0.02010,0.03006
2013,Single-person household,No,0.97492,3701,3791,0.96994,0.97990
2013,Couple without children,No,0.99669,4554,4554,0.99502,0.99836
2013,Single parent,Yes,0.07987,217,2212,0.06857,0.09117
2013,Single parent,No,0.92013,1995,2212,0.90883,0.93143
2013,Couple with children,Yes,0.02136,247,6434,0.01783,0.02489
2013,Couple with children,No,0.97864,6187,6434,0.97511,0.98217
2013,Multi-generational household,No,0.96110,136,136,0.92848,0.99372
2013,Other Combinations,No,0.96044,334,334,0.93951,0.98138
2014,Single-person household,Yes,0.02254,70,3504,0.01762,0.02745
2014,Single-person household,No,0.97746,3434,3504,0.97255,0.98238
2014,Couple without children,No,0.99684,4263,4263,0.99515,0.99852
2014,Single parent,Yes,0.06590,147,1803,0.05444,0.07735
2014,Single parent,No,0.93410,1656,1803,0.92265,0.94556
2014,Couple with children,Yes,0.01598,161,5633,0.01271,0.01926
2014,Couple with children,No,0.98402,5472,5633,0.98074,0.98729
2014,Multi-generational household,No,0.95991,116,116,0.92405,0.99576
2014,Other Combinations,No,0.99032,253,253,0.97822,1.00241
2015,Single-person household,Yes,0.02089,61,3187,0.01592,0.02585
2015,Single-person household,No,0.97911,3126,3187,0.97415,0.98408
2015,Couple without children,No,0.99787,3745,3745,0.99640,0.99935
2015,Single parent,Yes,0.05102,110,1606,0.04026,0.06179
2015,Single parent,No,0.94898,1496,1606,0.93821,0.95974
2015,Couple with children,Yes,0.01726,149,5149,0.01371,0.02082
2015,Couple with children,No,0.98274,5000,5149,0.97918,0.98629
2015,Multi-generational household,No,0.98515,123,123,0.96369,1.00661
2015,Other Combinations,No,0.98308,227,227,0.96626,0.99989
2016,Single-person household,Yes,0.01997,100,3752,0.01549,0.02445
2016,Single-person household,No,0.98003,3652,3752,0.97555,0.98451
2016,Couple without children,No,0.99737,4095,4095,0.99580,0.99894
2016,Single parent,Yes,0.05410,124,1684,0.04330,0.06491
2016,Single parent,No,0.94590,1560,1684,0.93509,0.95670
2016,Couple with children,Yes,0.01407,228,6062,0.01110,0.01703
2016,Couple with children,No,0.98593,5834,6062,0.98297,0.98890
2016,Multi-generational household,No,0.91884,138,138,0.87311,0.96457
2016,Other Combinations,No,0.97485,353,353,0.95849,0.99121
2017,Single-person household,Yes,0.01834,114,4237,0.01430,0.02238
2017,Single-person household,No,0.98166,4123,4237,0.97762,0.98570
2017,Couple without children,No,0.99727,4626,4626,0.99576,0.99877
2017,Single parent,Yes,0.05343,125,1746,0.04288,0.06398
2017,Single parent,No,0.94657,1621,1746,0.93602,0.95712
2017,Couple with children,Yes,0.01614,281,6754,0.01314,0.01915
2017,Couple with children,No,0.98386,6473,6754,0.98085,0.98686
2017,Multi-generational household,No,0.93119,148,148,0.89027,0.97211
2017,Other Combinations,No,0.97128,484,484,0.95638,0.98617
2018,Single-person household,Yes,0.02197,146,4419,0.01765,0.02630
2018,Single-person household,No,0.97803,4273,4419,0.97370,0.98235
2018,Couple without children,Yes,0.00306,36,4590,0.00146,0.00466
2018,Couple without children,No,0.99694,4554,4590,0.99534,0.99854
2018,Single parent,Yes,0.04883,118,1733,0.03868,0.05898
2018,Single parent,No,0.95117,1615,1733,0.94102,0.96132
2018,Couple with children,Yes,0.01678,386,6383,0.01362,0.01993
2018,Couple with children,No,0.98322,5997,6383,0.98007,0.98638
2018,Multi-generational household,No,0.97945,147,147,0.95643,1.00246
2018,Other Combinations,No,0.98002,378,378,0.96590,0.99415
2019,Single-person household,Yes,0.02308,117,4564,0.01872,0.02743
2019,Single-person household,No,0.97692,4447,4564,0.97257,0.98128
2019,Couple without children,No,0.99730,5110,5110,0.99588,0.99872
2019,Single parent,Yes,0.04385,76,1610,0.03384,0.05385
2019,Single parent,No,0.95615,1534,1610,0.94615,0.96616
2019,Couple with children,Yes,0.01647,219,6479,0.01337,0.01957
2019,Couple with children,No,0.98353,6260,6479,0.98043,0.98663
2019,Multi-generational household,No,0.91953,128,128,0.87222,0.96684
2019,Other Combinations,No,0.97959,351,351,0.96478,0.99441
2020,Single-person household,Yes,0.02057,124,5289,0.01675,0.02440
2020,Single-person household,No,0.97943,5165,5289,0.97560,0.98325
2020,Couple without children,No,0.99911,5081,5081,0.99828,0.99993
2020,Single parent,Yes,0.03868,86,1577,0.02916,0.04820
2020,Single parent,No,0.96132,1491,1577,0.95180,0.97084
2020,Couple with children,Yes,0.01526,264,6435,0.01227,0.01826
2020,Couple with children,No,0.98474,6171,6435,0.98174,0.98773
2020,Multi-generational household,No,0.99177,137,137,0.97659,1.00695
2020,Other Combinations,No,0.99506,459,459,0.98864,1.00148
2021,No answer / don't know,No,0.99544,60,60,0.97826,1.01263
2021,Single-person household,Yes,0.02275,88,3517,0.01782,0.02768
2021,Single-person household,No,0.97725,3429,3517,0.97232,0.98218
2021,Couple without children,No,0.99789,3454,3454,0.99636,0.99942
2021,Single parent,Yes,0.04252,63,1019,0.03012,0.05491
2021,Single parent,No,0.95748,956,1019,0.94509,0.96988
2021,Couple with children,Yes,0.02211,226,3959,0.01753,0.02669
2021,Couple with children,No,0.97789,3733,3959,0.97331,0.98247
2021,Multi-generational household,No,0.98537,87,87,0.95999,1.01075
2021,Other Combinations,No,0.99037,337,337,0.97992,1.00081
2022,No answer / don't know,No,0.95659,416,416,0.93699,0.97620
2022,Single-person household,Yes,0.02445,110,5779,0.02046,0.02843
2022,Single-person household,No,0.97555,5669,5779,0.97157,0.97954
2022,Couple without children,No,0.99814,5716,5716,0.99703,0.99926
2022,Single parent,Yes,0.04176,58,1218,0.03052,0.05300
2022,Single parent,No,0.95824,1160,1218,0.94700,0.96948
2022,Couple with children,Yes,0.02273,240,5737,0.01887,0.02658
2022,Couple with children,No,0.97727,5497,5737,0.97342,0.98113
2022,Multi-generational household,No,0.99367,92,92,0.97737,1.00997
2022,Other Combinations,No,0.97513,1141,1141,0.96609,0.98417
