year,pgisced97,sampreg,plh0033,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,First Stage of Tertiary Education,West,Very concerned,0.12642,71,567,0.09904,0.15380
1986,First Stage of Tertiary Education,West,Somewhat concerned,0.38741,221,567,0.34727,0.42754
1986,First Stage of Tertiary Education,West,Not concerned at all,0.48617,275,567,0.44500,0.52735
1986,Second Stage of Tertiary Education,West,Very concerned,0.08806,71,743,0.06767,0.10845
1986,Second Stage of Tertiary Education,West,Somewhat concerned,0.32166,255,743,0.28805,0.35527
1986,Second Stage of Tertiary Education,West,Not concerned at all,0.59029,417,743,0.55490,0.62567
1987,No answer / don't know,West,Somewhat concerned,0.31226,45,89,0.21543,0.40908
1987,No answer / don't know,West,Not concerned at all,0.42382,44,89,0.32057,0.52707
1987,Pre-primary Level,West,Somewhat concerned,0.43878,87,160,0.36165,0.51592
1987,Pre-primary Level,West,Not concerned at all,0.40497,73,160,0.32867,0.48127
1987,Primary Level,West,Very concerned,0.29131,203,739,0.25852,0.32409
1987,Primary Level,West,Somewhat concerned,0.42168,333,739,0.38605,0.45731
1987,Primary Level,West,Not concerned at all,0.28702,203,739,0.25438,0.31966
1987,Lower Secondary Level,West,Very concerned,0.16903,533,2789,0.15512,0.18294
1987,Lower Secondary Level,West,Somewhat concerned,0.43963,1293,2789,0.42121,0.45806
1987,Lower Secondary Level,West,Not concerned at all,0.39133,963,2789,0.37322,0.40945
1987,Upper Secondary Level,West,Very concerned,0.15408,814,4894,0.14396,0.16419
1987,Upper Secondary Level,West,Somewhat concerned,0.46319,2345,4894,0.44922,0.47716
1987,Upper Secondary Level,West,Not concerned at all,0.38273,1735,4894,0.36911,0.39635
1987,Post-secondary Non-tertiary Level,West,Very concerned,0.12591,45,271,0.08634,0.16549
1987,Post-secondary Non-tertiary Level,West,Somewhat concerned,0.47346,126,271,0.41390,0.53301
1987,Post-secondary Non-tertiary Level,West,Not concerned at all,0.40063,100,271,0.34218,0.45908
1987,First Stage of Tertiary Education,West,Very concerned,0.09620,60,552,0.07158,0.12082
1987,First Stage of Tertiary Education,West,Somewhat concerned,0.45143,254,552,0.40988,0.49298
1987,First Stage of Tertiary Education,West,Not concerned at all,0.45237,238,552,0.41081,0.49393
1987,Second Stage of Tertiary Education,West,Very concerned,0.09142,71,735,0.07057,0.11227
1987,Second Stage of Tertiary Education,West,Somewhat concerned,0.32390,254,735,0.29005,0.35776
1987,Second Stage of Tertiary Education,West,Not concerned at all,0.58468,410,735,0.54903,0.62033
1988,No answer / don't know,West,Very concerned,0.21004,34,143,0.14304,0.27704
1988,No answer / don't know,West,Somewhat concerned,0.50168,69,143,0.41944,0.58391
1988,No answer / don't know,West,Not concerned at all,0.28828,40,143,0.21378,0.36279
1988,Pre-primary Level,West,Somewhat concerned,0.44018,78,140,0.35766,0.52271
1988,Pre-primary Level,West,Not concerned at all,0.42284,62,140,0.34072,0.50497
1988,Primary Level,West,Very concerned,0.29481,191,678,0.26046,0.32916
1988,Primary Level,West,Somewhat concerned,0.43097,317,678,0.39366,0.46827
1988,Primary Level,West,Not concerned at all,0.27423,170,678,0.24062,0.30783
1988,Lower Secondary Level,West,Very concerned,0.19306,586,2680,0.17811,0.20800
1988,Lower Secondary Level,West,Somewhat concerned,0.43694,1239,2680,0.41816,0.45573
1988,Lower Secondary Level,West,Not concerned at all,0.37000,855,2680,0.35172,0.38828
1988,Upper Secondary Level,West,Very concerned,0.14838,774,4681,0.13819,0.15856
1988,Upper Secondary Level,West,Somewhat concerned,0.45631,2218,4681,0.44204,0.47058
1988,Upper Secondary Level,West,Not concerned at all,0.39531,1689,4681,0.38130,0.40932
1988,Post-secondary Non-tertiary Level,West,Very concerned,0.08917,42,263,0.05466,0.12367
1988,Post-secondary Non-tertiary Level,West,Somewhat concerned,0.49718,133,263,0.43664,0.55773
1988,Post-secondary Non-tertiary Level,West,Not concerned at all,0.41365,88,263,0.35402,0.47329
1988,First Stage of Tertiary Education,West,Very concerned,0.09623,50,531,0.07112,0.12134
1988,First Stage of Tertiary Education,West,Somewhat concerned,0.47001,254,531,0.42751,0.51250
1988,First Stage of Tertiary Education,West,Not concerned at all,0.43376,227,531,0.39157,0.47596
1988,Second Stage of Tertiary Education,West,Very concerned,0.09367,71,700,0.07207,0.11527
1988,Second Stage of Tertiary Education,West,Somewhat concerned,0.34889,258,700,0.31355,0.38422
1988,Second Stage of Tertiary Education,West,Not concerned at all,0.55744,371,700,0.52062,0.59426
1989,No answer / don't know,West,Somewhat concerned,0.49243,73,112,0.39942,0.58544
1989,No answer / don't know,West,Not concerned at all,0.31843,39,112,0.23176,0.40510
1989,Pre-primary Level,West,Somewhat concerned,0.39921,71,149,0.32031,0.47811
1989,Pre-primary Level,West,Not concerned at all,0.48090,78,149,0.40041,0.56140
1989,Primary Level,West,Very concerned,0.28284,178,637,0.24784,0.31785
1989,Primary Level,West,Somewhat concerned,0.42352,286,637,0.38512,0.46192
1989,Primary Level,West,Not concerned at all,0.29364,173,637,0.25824,0.32903
1989,Lower Secondary Level,West,Very concerned,0.16113,485,2530,0.14680,0.17546
1989,Lower Secondary Level,West,Somewhat concerned,0.42410,1136,2530,0.40484,0.44336
1989,Lower Secondary Level,West,Not concerned at all,0.41477,909,2530,0.39557,0.43397
1989,Upper Secondary Level,West,Very concerned,0.12078,634,4554,0.11131,0.13024
1989,Upper Secondary Level,West,Somewhat concerned,0.44733,2102,4554,0.43288,0.46177
1989,Upper Secondary Level,West,Not concerned at all,0.43190,1818,4554,0.41751,0.44628
1989,Post-secondary Non-tertiary Level,West,Very concerned,0.08542,35,285,0.05291,0.11793
1989,Post-secondary Non-tertiary Level,West,Somewhat concerned,0.37792,118,285,0.32153,0.43431
1989,Post-secondary Non-tertiary Level,West,Not concerned at all,0.53666,132,285,0.47866,0.59465
1989,First Stage of Tertiary Education,West,Very concerned,0.08445,43,507,0.06022,0.10867
1989,First Stage of Tertiary Education,West,Somewhat concerned,0.41658,208,507,0.37362,0.45953
1989,First Stage of Tertiary Education,West,Not concerned at all,0.49897,256,507,0.45541,0.54254
1989,Second Stage of Tertiary Education,West,Very concerned,0.05201,39,686,0.03538,0.06863
1989,Second Stage of Tertiary Education,West,Somewhat concerned,0.32954,242,686,0.29434,0.36474
1989,Second Stage of Tertiary Education,West,Not concerned at all,0.61846,405,686,0.58208,0.65484
1990,No answer / don't know,West,Very concerned,0.16417,31,156,0.10585,0.22248
1990,No answer / don't know,West,Somewhat concerned,0.46460,71,156,0.38608,0.54312
1990,No answer / don't know,West,Not concerned at all,0.37123,54,156,0.29517,0.44729
1990,Pre-primary Level,West,Somewhat concerned,0.40367,68,140,0.32211,0.48524
1990,Pre-primary Level,West,Not concerned at all,0.47593,72,140,0.39291,0.55896
1990,Primary Level,West,Very concerned,0.29674,183,625,0.26089,0.33258
1990,Primary Level,West,Somewhat concerned,0.44140,284,625,0.40244,0.48036
1990,Primary Level,West,Not concerned at all,0.26186,158,625,0.22737,0.29636
1990,Lower Secondary Level,West,Very concerned,0.17017,467,2429,0.15523,0.18512
1990,Lower Secondary Level,West,Somewhat concerned,0.41703,1068,2429,0.39742,0.43664
1990,Lower Secondary Level,West,Not concerned at all,0.41280,894,2429,0.39321,0.43238
1990,Lower Secondary Level,East,Very concerned,0.30380,165,511,0.26388,0.34371
1990,Lower Secondary Level,East,Somewhat concerned,0.48904,253,511,0.44565,0.53242
1990,Lower Secondary Level,East,Not concerned at all,0.20717,93,511,0.17199,0.24234
1990,Upper Secondary Level,West,Very concerned,0.11541,605,4472,0.10604,0.12477
1990,Upper Secondary Level,West,Somewhat concerned,0.42654,1974,4472,0.41204,0.44104
1990,Upper Secondary Level,West,Not concerned at all,0.45806,1893,4472,0.44345,0.47266
1990,Upper Secondary Level,East,Very concerned,0.29622,785,2521,0.27839,0.31405
1990,Upper Secondary Level,East,Somewhat concerned,0.57104,1444,2521,0.55172,0.59037
1990,Upper Secondary Level,East,Not concerned at all,0.13273,292,2521,0.11949,0.14598
1990,Post-secondary Non-tertiary Level,West,Very concerned,0.09736,43,289,0.06312,0.13160
1990,Post-secondary Non-tertiary Level,West,Somewhat concerned,0.43535,125,289,0.37809,0.49262
1990,Post-secondary Non-tertiary Level,West,Not concerned at all,0.46728,121,289,0.40966,0.52491
1990,Post-secondary Non-tertiary Level,East,Somewhat concerned,0.62228,51,51,0.48789,0.75666
1990,First Stage of Tertiary Education,West,Very concerned,0.08200,47,510,0.05816,0.10584
1990,First Stage of Tertiary Education,West,Somewhat concerned,0.39235,205,510,0.34993,0.43477
1990,First Stage of Tertiary Education,West,Not concerned at all,0.52565,258,510,0.48227,0.56903
1990,First Stage of Tertiary Education,East,Very concerned,0.22386,65,256,0.17270,0.27503
1990,First Stage of Tertiary Education,East,Somewhat concerned,0.59534,155,256,0.53509,0.65558
1990,First Stage of Tertiary Education,East,Not concerned at all,0.18080,36,256,0.13356,0.22803
1990,Second Stage of Tertiary Education,West,Very concerned,0.04886,41,694,0.03281,0.06491
1990,Second Stage of Tertiary Education,West,Somewhat concerned,0.32913,231,694,0.29415,0.36412
1990,Second Stage of Tertiary Education,West,Not concerned at all,0.62201,422,694,0.58591,0.65811
1990,Second Stage of Tertiary Education,East,Very concerned,0.25320,257,990,0.22610,0.28030
1990,Second Stage of Tertiary Education,East,Somewhat concerned,0.65052,637,990,0.62081,0.68024
1990,Second Stage of Tertiary Education,East,Not concerned at all,0.09627,96,990,0.07789,0.11466
1991,No answer / don't know,West,Somewhat concerned,0.49618,76,135,0.41152,0.58083
1991,No answer / don't know,West,Not concerned at all,0.36431,59,135,0.28282,0.44579
1991,Pre-primary Level,West,Somewhat concerned,0.37669,52,129,0.29274,0.46063
1991,Pre-primary Level,West,Not concerned at all,0.53744,77,129,0.45106,0.62382
1991,Primary Level,West,Very concerned,0.21227,125,612,0.17985,0.24469
1991,Primary Level,West,Somewhat concerned,0.48845,296,612,0.44881,0.52808
1991,Primary Level,West,Not concerned at all,0.29928,191,612,0.26297,0.33559
1991,Lower Secondary Level,West,Very concerned,0.12844,367,2375,0.11498,0.14190
1991,Lower Secondary Level,West,Somewhat concerned,0.43737,1098,2375,0.41741,0.45732
1991,Lower Secondary Level,West,Not concerned at all,0.43419,910,2375,0.41425,0.45413
1991,Lower Secondary Level,East,Very concerned,0.35726,180,453,0.31309,0.40144
1991,Lower Secondary Level,East,Somewhat concerned,0.46315,214,453,0.41718,0.50912
1991,Lower Secondary Level,East,Not concerned at all,0.17959,59,453,0.14420,0.21497
1991,Upper Secondary Level,West,Very concerned,0.10420,533,4511,0.09528,0.11311
1991,Upper Secondary Level,West,Somewhat concerned,0.43307,2074,4511,0.41861,0.44753
1991,Upper Secondary Level,West,Not concerned at all,0.46273,1904,4511,0.44818,0.47728
1991,Upper Secondary Level,East,Very concerned,0.40307,988,2346,0.38322,0.42292
1991,Upper Secondary Level,East,Somewhat concerned,0.49743,1155,2346,0.47720,0.51767
1991,Upper Secondary Level,East,Not concerned at all,0.09950,203,2346,0.08738,0.11161
1991,Post-secondary Non-tertiary Level,West,Very concerned,0.07643,31,304,0.04651,0.10635
1991,Post-secondary Non-tertiary Level,West,Somewhat concerned,0.46827,141,304,0.41208,0.52446
1991,Post-secondary Non-tertiary Level,West,Not concerned at all,0.45530,132,304,0.39923,0.51138
1991,Post-secondary Non-tertiary Level,East,Somewhat concerned,0.60662,44,44,0.46061,0.75263
1991,First Stage of Tertiary Education,West,Very concerned,0.10426,52,512,0.07776,0.13075
1991,First Stage of Tertiary Education,West,Somewhat concerned,0.39535,208,512,0.35295,0.43774
1991,First Stage of Tertiary Education,West,Not concerned at all,0.50040,252,512,0.45704,0.54375
1991,First Stage of Tertiary Education,East,Very concerned,0.32176,75,236,0.26203,0.38149
1991,First Stage of Tertiary Education,East,Somewhat concerned,0.50592,128,236,0.44200,0.56985
1991,First Stage of Tertiary Education,East,Not concerned at all,0.17232,33,236,0.12403,0.22060
1991,Second Stage of Tertiary Education,West,Very concerned,0.04818,38,719,0.03251,0.06384
1991,Second Stage of Tertiary Education,West,Somewhat concerned,0.33379,251,719,0.29930,0.36828
1991,Second Stage of Tertiary Education,West,Not concerned at all,0.61803,430,719,0.58249,0.65357
1991,Second Stage of Tertiary Education,East,Very concerned,0.34735,314,950,0.31705,0.37764
1991,Second Stage of Tertiary Education,East,Somewhat concerned,0.55623,546,950,0.52462,0.58784
1991,Second Stage of Tertiary Education,East,Not concerned at all,0.09643,90,950,0.07765,0.11521
1992,No answer / don't know,West,Somewhat concerned,0.47934,80,142,0.39688,0.56180
1992,No answer / don't know,West,Not concerned at all,0.34976,62,142,0.27104,0.42847
1992,Pre-primary Level,West,Somewhat concerned,0.40417,58,128,0.31882,0.48952
1992,Pre-primary Level,West,Not concerned at all,0.54183,70,128,0.45517,0.62849
1992,Primary Level,West,Very concerned,0.32436,175,594,0.28668,0.36204
1992,Primary Level,West,Somewhat concerned,0.41494,268,594,0.37528,0.45460
1992,Primary Level,West,Not concerned at all,0.26070,151,594,0.22537,0.29604
1992,Lower Secondary Level,West,Very concerned,0.19167,493,2301,0.17558,0.20775
1992,Lower Secondary Level,West,Somewhat concerned,0.46996,1105,2301,0.44956,0.49036
1992,Lower Secondary Level,West,Not concerned at all,0.33838,703,2301,0.31904,0.35771
1992,Lower Secondary Level,East,Very concerned,0.26837,125,446,0.22720,0.30954
1992,Lower Secondary Level,East,Somewhat concerned,0.51846,241,446,0.47204,0.56489
1992,Lower Secondary Level,East,Not concerned at all,0.21316,80,446,0.17511,0.25122
1992,Upper Secondary Level,West,Very concerned,0.11964,626,4459,0.11011,0.12917
1992,Upper Secondary Level,West,Somewhat concerned,0.49052,2212,4459,0.47584,0.50519
1992,Upper Secondary Level,West,Not concerned at all,0.38984,1621,4459,0.37553,0.40416
1992,Upper Secondary Level,East,Very concerned,0.33658,777,2201,0.31683,0.35632
1992,Upper Secondary Level,East,Somewhat concerned,0.53685,1184,2201,0.51602,0.55769
1992,Upper Secondary Level,East,Not concerned at all,0.12657,240,2201,0.11268,0.14046
1992,Post-secondary Non-tertiary Level,West,Very concerned,0.10665,47,316,0.07257,0.14074
1992,Post-secondary Non-tertiary Level,West,Somewhat concerned,0.50070,151,316,0.44549,0.55592
1992,Post-secondary Non-tertiary Level,West,Not concerned at all,0.39264,118,316,0.33871,0.44657
1992,Post-secondary Non-tertiary Level,East,Somewhat concerned,0.59104,43,43,0.44235,0.73973
1992,First Stage of Tertiary Education,West,Very concerned,0.10450,55,527,0.07835,0.13064
1992,First Stage of Tertiary Education,West,Somewhat concerned,0.48358,254,527,0.44087,0.52629
1992,First Stage of Tertiary Education,West,Not concerned at all,0.41192,218,527,0.36986,0.45399
1992,First Stage of Tertiary Education,East,Very concerned,0.29528,69,205,0.23268,0.35788
1992,First Stage of Tertiary Education,East,Somewhat concerned,0.55762,136,205,0.48946,0.62578
1992,Second Stage of Tertiary Education,West,Very concerned,0.05258,40,735,0.03643,0.06873
1992,Second Stage of Tertiary Education,West,Somewhat concerned,0.38643,289,735,0.35120,0.42166
1992,Second Stage of Tertiary Education,West,Not concerned at all,0.56099,406,735,0.52509,0.59689
1992,Second Stage of Tertiary Education,East,Very concerned,0.26085,242,912,0.23234,0.28937
1992,Second Stage of Tertiary Education,East,Somewhat concerned,0.62313,568,912,0.59166,0.65460
1992,Second Stage of Tertiary Education,East,Not concerned at all,0.11602,102,912,0.09522,0.13681
1993,No answer / don't know,West,Very concerned,0.20700,44,180,0.14765,0.26636
1993,No answer / don't know,West,Somewhat concerned,0.48747,81,180,0.41424,0.56069
1993,No answer / don't know,West,Not concerned at all,0.30553,55,180,0.23805,0.37301
1993,Pre-primary Level,West,Somewhat concerned,0.47780,59,112,0.38487,0.57072
1993,Pre-primary Level,West,Not concerned at all,0.45371,53,112,0.36109,0.54633
1993,Pre-primary Level,East,Somewhat concerned,0.51694,32,32,0.34103,0.69286
1993,Primary Level,West,Very concerned,0.32077,193,583,0.28285,0.35869
1993,Primary Level,West,Somewhat concerned,0.44539,287,583,0.40501,0.48577
1993,Primary Level,West,Not concerned at all,0.23384,103,583,0.19946,0.26823
1993,Lower Secondary Level,West,Very concerned,0.17932,491,2229,0.16339,0.19525
1993,Lower Secondary Level,West,Somewhat concerned,0.47659,1080,2229,0.45585,0.49733
1993,Lower Secondary Level,West,Not concerned at all,0.34410,658,2229,0.32437,0.36382
1993,Lower Secondary Level,East,Very concerned,0.27624,124,422,0.23353,0.31896
1993,Lower Secondary Level,East,Somewhat concerned,0.47746,210,422,0.42974,0.52517
1993,Lower Secondary Level,East,Not concerned at all,0.24630,88,422,0.20514,0.28746
1993,Upper Secondary Level,West,Very concerned,0.13439,676,4485,0.12441,0.14437
1993,Upper Secondary Level,West,Somewhat concerned,0.50312,2310,4485,0.48849,0.51776
1993,Upper Secondary Level,West,Not concerned at all,0.36249,1499,4485,0.34842,0.37656
1993,Upper Secondary Level,East,Very concerned,0.30826,674,2132,0.28866,0.32787
1993,Upper Secondary Level,East,Somewhat concerned,0.52694,1140,2132,0.50574,0.54813
1993,Upper Secondary Level,East,Not concerned at all,0.16480,318,2132,0.14905,0.18055
1993,Post-secondary Non-tertiary Level,West,Very concerned,0.11692,46,314,0.08132,0.15251
1993,Post-secondary Non-tertiary Level,West,Somewhat concerned,0.52705,170,314,0.47174,0.58236
1993,Post-secondary Non-tertiary Level,West,Not concerned at all,0.35604,98,314,0.30299,0.40909
1993,Post-secondary Non-tertiary Level,East,Somewhat concerned,0.66985,45,45,0.53090,0.80881
1993,First Stage of Tertiary Education,West,Very concerned,0.12343,63,513,0.09493,0.15192
1993,First Stage of Tertiary Education,West,Somewhat concerned,0.53272,266,513,0.48951,0.57594
1993,First Stage of Tertiary Education,West,Not concerned at all,0.34385,184,513,0.30271,0.38499
1993,First Stage of Tertiary Education,East,Very concerned,0.29988,62,223,0.23961,0.36016
1993,First Stage of Tertiary Education,East,Somewhat concerned,0.51351,121,223,0.44776,0.57926
1993,First Stage of Tertiary Education,East,Not concerned at all,0.18660,40,223,0.13535,0.23785
1993,Second Stage of Tertiary Education,West,Very concerned,0.08326,73,761,0.06362,0.10291
1993,Second Stage of Tertiary Education,West,Somewhat concerned,0.43624,329,761,0.40098,0.47150
1993,Second Stage of Tertiary Education,West,Not concerned at all,0.48050,359,761,0.44498,0.51602
1993,Second Stage of Tertiary Education,East,Very concerned,0.21567,175,870,0.18833,0.24302
1993,Second Stage of Tertiary Education,East,Somewhat concerned,0.63517,563,870,0.60317,0.66718
1993,Second Stage of Tertiary Education,East,Not concerned at all,0.14915,132,870,0.12547,0.17284
1994,No answer / don't know,West,Very concerned,0.31907,60,202,0.25463,0.38351
1994,No answer / don't know,West,Somewhat concerned,0.40366,90,202,0.33583,0.47149
1994,No answer / don't know,West,Not concerned at all,0.27727,52,202,0.21538,0.33915
1994,Pre-primary Level,West,Somewhat concerned,0.36086,57,125,0.27633,0.44539
1994,Pre-primary Level,West,Not concerned at all,0.47216,68,125,0.38429,0.56003
1994,Pre-primary Level,East,Somewhat concerned,0.68362,60,60,0.56495,0.80229
1994,Primary Level,West,Very concerned,0.34428,187,540,0.30417,0.38440
1994,Primary Level,West,Somewhat concerned,0.47215,259,540,0.43001,0.51430
1994,Primary Level,West,Not concerned at all,0.18356,94,540,0.15088,0.21625
1994,Lower Secondary Level,West,Very concerned,0.21173,506,2062,0.19409,0.22937
1994,Lower Secondary Level,West,Somewhat concerned,0.48695,1023,2062,0.46537,0.50853
1994,Lower Secondary Level,West,Not concerned at all,0.30132,533,2062,0.28151,0.32113
1994,Lower Secondary Level,East,Very concerned,0.25549,114,401,0.21275,0.29823
1994,Lower Secondary Level,East,Somewhat concerned,0.50796,211,401,0.45896,0.55695
1994,Lower Secondary Level,East,Not concerned at all,0.23655,76,401,0.19491,0.27820
1994,Upper Secondary Level,West,Very concerned,0.15713,781,4457,0.14645,0.16782
1994,Upper Secondary Level,West,Somewhat concerned,0.51764,2352,4457,0.50297,0.53231
1994,Upper Secondary Level,West,Not concerned at all,0.32523,1324,4457,0.31148,0.33899
1994,Upper Secondary Level,East,Very concerned,0.28971,632,2086,0.27024,0.30918
1994,Upper Secondary Level,East,Somewhat concerned,0.55385,1177,2086,0.53252,0.57519
1994,Upper Secondary Level,East,Not concerned at all,0.15643,277,2086,0.14084,0.17203
1994,Post-secondary Non-tertiary Level,West,Very concerned,0.16880,66,317,0.12750,0.21010
1994,Post-secondary Non-tertiary Level,West,Somewhat concerned,0.51324,157,317,0.45813,0.56835
1994,Post-secondary Non-tertiary Level,West,Not concerned at all,0.31797,94,317,0.26662,0.36931
1994,Post-secondary Non-tertiary Level,East,Somewhat concerned,0.64556,46,46,0.50580,0.78532
1994,First Stage of Tertiary Education,West,Very concerned,0.17634,87,511,0.14326,0.20941
1994,First Stage of Tertiary Education,West,Somewhat concerned,0.47936,250,511,0.43600,0.52272
1994,First Stage of Tertiary Education,West,Not concerned at all,0.34430,174,511,0.30307,0.38554
1994,First Stage of Tertiary Education,East,Very concerned,0.17630,48,233,0.12726,0.22534
1994,First Stage of Tertiary Education,East,Somewhat concerned,0.64047,152,233,0.57872,0.70222
1994,First Stage of Tertiary Education,East,Not concerned at all,0.18323,33,233,0.13345,0.23301
1994,Second Stage of Tertiary Education,West,Very concerned,0.11029,92,793,0.08848,0.13211
1994,Second Stage of Tertiary Education,West,Somewhat concerned,0.41612,347,793,0.38179,0.45045
1994,Second Stage of Tertiary Education,West,Not concerned at all,0.47359,354,793,0.43881,0.50836
1994,Second Stage of Tertiary Education,East,Very concerned,0.18989,155,856,0.16360,0.21618
1994,Second Stage of Tertiary Education,East,Somewhat concerned,0.65495,583,856,0.62308,0.68681
1994,Second Stage of Tertiary Education,East,Not concerned at all,0.15516,118,856,0.13089,0.17943
1995,No answer / don't know,West,Very concerned,0.18471,56,241,0.13562,0.23381
1995,No answer / don't know,West,Somewhat concerned,0.54750,128,241,0.48453,0.61047
1995,No answer / don't know,West,Not concerned at all,0.26778,57,241,0.21176,0.32381
1995,Pre-primary Level,West,Somewhat concerned,0.48313,92,166,0.40688,0.55938
1995,Pre-primary Level,West,Not concerned at all,0.39277,74,166,0.31826,0.46729
1995,Pre-primary Level,East,Somewhat concerned,0.62823,58,58,0.50277,0.75369
1995,Primary Level,West,Very concerned,0.34915,167,513,0.30786,0.39045
1995,Primary Level,West,Somewhat concerned,0.43037,243,513,0.38748,0.47326
1995,Primary Level,West,Not concerned at all,0.22047,103,513,0.18456,0.25638
1995,Lower Secondary Level,West,Very concerned,0.19728,496,2083,0.18019,0.21437
