year,sampreg,sex,plh0033,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1989,West,female,Somewhat concerned,0.4387149952982239,2221,9511,0.43852485529716945,0.4389051352992783
1989,West,female,Not concerned at all,0.4381905220199295,1886,9511,0.4380004069457594,0.4383806370940995
1990,West,male,Very concerned,0.1293911713430687,732,13744,0.12925878170028057,0.12952356098585685
1990,West,male,Somewhat concerned,0.39608749241317875,1921,13744,0.39589457442196485,0.39628041040439266
1990,West,male,Not concerned at all,0.4745213362437524,1970,13744,0.4743243682912248,0.47471830419628
1990,West,female,Very concerned,0.1208991052524191,706,13744,0.12077504403019361,0.1210231664746446
1990,West,female,Somewhat concerned,0.43119008200239617,2105,13744,0.431001620298791,0.4313785437060013
1990,West,female,Not concerned at all,0.44791081274518474,1902,13744,0.44772157596716095,0.44810004952320853
1990,East,male,Very concerned,0.27077255940879774,597,13744,0.27041706133989146,0.271128057477704
1990,East,male,Somewhat concerned,0.5906685806320681,1240,13744,0.5902752000710573,0.5910619611930789
1990,East,male,Not concerned at all,0.13855885995913417,263,13744,0.13828246292750937,0.13883525699075897
1990,East,female,Very concerned,0.2958202165929166,715,13744,0.2954743546139605,0.29616607857187266
1990,East,female,Somewhat concerned,0.5662214919270581,1324,13744,0.5658459362678601,0.5665970475862561
1990,East,female,Not concerned at all,0.13795829148002536,269,13744,0.13769696395005473,0.138219619009996
1991,West,male,Very concerned,0.10868131778571485,609,13467,0.1085581089606823,0.10880452661074741
1991,West,male,Somewhat concerned,0.4131895142641085,2007,13467,0.41299458751403834,0.41338444101417865
1991,West,male,Not concerned at all,0.4781291679501767,2001,13467,0.4779314245512796,0.47832691134907374
1991,West,female,Very concerned,0.10469261301738796,587,13467,0.10457631161713293,0.10480891441764298
1991,West,female,Somewhat concerned,0.43538473554543744,2189,13467,0.4351963906965804,0.4355730803942945
1991,West,female,Not concerned at all,0.45992265143717465,1954,13467,0.45973332501793335,0.46011197785641594
1991,East,male,Very concerned,0.3742284069904954,750,13467,0.37385062458605167,0.37460618939493917
1991,East,male,Somewhat concerned,0.508678993329278,1013,13467,0.5082887189902955,0.5090692676682605
1991,East,male,Not concerned at all,0.1170925996802265,208,13467,0.11684159158309194,0.11734360777736107
1991,East,female,Very concerned,0.38457647853228005,854,13467,0.3842132323533403,0.3849397247112198
1991,East,female,Somewhat concerned,0.5065507765785578,1104,13467,0.5061774788240306,0.5069240743330851
1991,East,female,Not concerned at all,0.10887274488916203,191,13467,0.10864017574243479,0.10910531403588927
1992,West,male,Very concerned,0.1267165767057867,717,13185,0.1265860934248687,0.1268470599867047
1992,West,male,Somewhat concerned,0.46258281844752175,2104,13185,0.4623872444708324,0.4627783924242111
1992,West,male,Not concerned at all,0.41070060484669146,1719,13185,0.41050763421744674,0.4108935754759362
1992,West,female,Very concerned,0.13958542583992808,760,13185,0.13945423190750847,0.1397166197723477
1992,West,female,Somewhat concerned,0.4820163263706908,2313,13185,0.4818271666157007,0.4822054861256809
1992,West,female,Not concerned at all,0.378398247789381,1630,13185,0.37821464870702115,0.3785818468717409
1992,East,male,Very concerned,0.2925284928390676,564,13185,0.29217235056025687,0.2928846351178784
1992,East,male,Somewhat concerned,0.5685333739540925,1071,13185,0.5681456375701167,0.5689211103380684
1992,East,male,Not concerned at all,0.13893813320683984,242,13185,0.1386673555177755,0.13920891089590418
1992,East,female,Very concerned,0.32096303308560853,687,13185,0.3206125296612059,0.32131353651001116
1992,East,female,Somewhat concerned,0.540464172796957,1142,13185,0.5400900094930322,0.5408383361008818
1992,East,female,Not concerned at all,0.1385727941174345,236,13185,0.1383133962941193,0.13883219194074972
1993,West,male,Very concerned,0.14965350235406508,820,13000,0.1495145360682671,0.14979246863986306
1993,West,male,Somewhat concerned,0.4941695604246458,2241,13000,0.49397479649907355,0.4943643243502181
1993,West,male,Not concerned at all,0.356176937221289,1456,13000,0.355990391966459,0.35636348247611904
1993,West,female,Very concerned,0.13760356235677723,779,13000,0.13747355609653558,0.13773356861701888
1993,West,female,Somewhat concerned,0.48835066776034003,2341,13000,0.4881620215658351,0.48853931395484496
1993,West,female,Not concerned at all,0.3740457698828827,1553,13000,0.3738631577566725,0.37422838200909286
1993,East,male,Very concerned,0.2723781166417939,491,13000,0.27203036478001563,0.27272586850357217
1993,East,male,Somewhat concerned,0.5507987008845314,1010,13000,0.5504101504161197,0.5511872513529431
1993,East,male,Not concerned at all,0.1768231824736747,307,13000,0.17652516162410506,0.17712120332324435
1993,East,female,Very concerned,0.2878208211772638,579,13000,0.2874819930874164,0.28815964926711124
1993,East,female,Somewhat concerned,0.540173188313764,1117,13000,0.5398002067851435,0.5405461698423846
1993,East,female,Not concerned at all,0.17200599050897222,306,13000,0.17172356166343908,0.17228841935450537
1994,West,male,Very concerned,0.17965431636093115,905,12796,0.1795047275958438,0.17980390512601852
1994,West,male,Somewhat concerned,0.4868632635512119,2181,12796,0.48666850265824135,0.48705802444418245
1994,West,male,Not concerned at all,0.333482420087857,1307,12796,0.33329871381886433,0.33366612635684967
1994,West,female,Very concerned,0.16719821909380952,900,12796,0.16705837101880397,0.16733806716881508
1994,West,female,Somewhat concerned,0.4977054292422504,2354,12796,0.4975180440461262,0.49789281443837463
1994,West,female,Not concerned at all,0.33509635166394014,1386,12796,0.3349194491298136,0.3352732541980667
1994,East,male,Very concerned,0.24315131294836703,447,12796,0.24281687789633333,0.24348574800040074
1994,East,male,Somewhat concerned,0.5933178312179019,1082,12796,0.5929348828572226,0.5937007795785813
1994,East,male,Not concerned at all,0.1635308558337311,261,12796,0.16324252322161004,0.16381918844585214
1994,East,female,Very concerned,0.26430620694178214,546,12796,0.2639737029765881,0.26463871090697616
1994,East,female,Somewhat concerned,0.5677521792504596,1161,12796,0.5673786364135165,0.5681257220874028
1994,East,female,Not concerned at all,0.16794161380775835,266,12796,0.16765974263409703,0.16822348498141967
1995,West,male,Very concerned,0.1631792135050416,889,13159,0.16303570663130737,0.16332272037877585
1995,West,male,Somewhat concerned,0.47476319497587505,2281,13159,0.47456926713894565,0.47495712281280444
1995,West,male,Not concerned at all,0.36205759151908334,1448,13159,0.3618709519934842,0.3622442310446825
1995,West,female,Very concerned,0.15306416534854253,901,13159,0.1529292720840846,0.15319905861300046
1995,West,female,Somewhat concerned,0.4757207223861935,2411,13159,0.4755336172851934,0.4759078274871936
1995,West,female,Not concerned at all,0.3712151122652639,1571,13159,0.37103410662065905,0.3713961179098687
1995,East,male,Very concerned,0.23642921201670875,425,13159,0.23609275272769775,0.23676567130571974
1995,East,male,Somewhat concerned,0.56531045429813,992,13159,0.5649179084311756,0.5657030001650843
1995,East,male,Not concerned at all,0.1982603336851613,323,13159,0.19794462109246536,0.19857604627785724
1995,East,female,Very concerned,0.2407775831499853,474,13159,0.24045152116430582,0.24110364513566476
1995,East,female,Somewhat concerned,0.5455208039823538,1098,13159,0.5451410780168361,0.5459005299478715
1995,East,female,Not concerned at all,0.2137016128676609,346,13159,0.2133890011701671,0.2140142245651547
1996,West,male,Very concerned,0.1569136958408849,859,12995,0.1567733805560384,0.15705401112573142
1996,West,male,Somewhat concerned,0.5107516882491535,2348,12995,0.5105588433693075,0.5109445331289996
1996,West,male,Not concerned at all,0.3323346159099615,1315,12995,0.33215289464165487,0.3325163371782681
1996,West,female,Very concerned,0.15105783849548057,860,12995,0.1509245357950924,0.15119114119586874
1996,West,female,Somewhat concerned,0.5237676942183158,2549,12995,0.5235817823808545,0.5239536060557771
1996,West,female,Not concerned at all,0.32517446728620364,1389,12995,0.32500009308357886,0.3253488414888284
1996,East,male,Very concerned,0.23304061735211273,419,12995,0.23270480319518266,0.2333764315090428
1996,East,male,Somewhat concerned,0.56356213576249,1019,12995,0.5631681966325489,0.5639560748924312
1996,East,male,Not concerned at all,0.2033972468853973,313,12995,0.20307751169052024,0.20371698208027433
1996,East,female,Very concerned,0.2255208154048738,448,12995,0.22520184244332922,0.22583978836641835
1996,East,female,Somewhat concerned,0.551631218145892,1117,12995,0.5512516429887037,0.5520107933030803
1996,East,female,Not concerned at all,0.22284796644923416,359,12995,0.2225303426686375,0.22316559022983082
1997,West,male,Very concerned,0.18765142518573075,943,12778,0.18750129391547754,0.18780155645598395
1997,West,male,Somewhat concerned,0.531243677567107,2394,12778,0.5310517910453904,0.5314355640888236
1997,West,male,Not concerned at all,0.28110489724716226,1114,12778,0.28093203865063776,0.28127775584368675
1997,West,female,Very concerned,0.17829567701362203,960,12778,0.17815364329963973,0.17843771072760434
1997,West,female,Somewhat concerned,0.5383868526667549,2589,12778,0.5382018621103751,0.5385718432231347
1997,West,female,Not concerned at all,0.283317470319623,1157,12778,0.28315025989971193,0.2834846807395341
1997,East,male,Very concerned,0.2647342913003646,458,12778,0.2643863924035581,0.26508219019717105
1997,East,male,Somewhat concerned,0.5867777829085589,1067,12778,0.5863894944707668,0.5871660713463509
1997,East,male,Not concerned at all,0.14848792579107656,218,12778,0.14820753304660184,0.14876831853555128
1997,East,female,Very concerned,0.25362637625173096,491,12778,0.2532928258789607,0.25395992662450123
1997,East,female,Somewhat concerned,0.5873262945287142,1138,12778,0.586948870799524,0.5877037182579045
1997,East,female,Not concerned at all,0.15904732921955472,249,12778,0.15876695695607976,0.1593277014830297
1998,West,male,Very concerned,0.21525092472619728,1167,14162,0.21509296995068855,0.215408879501706
1998,West,male,Somewhat concerned,0.49121375125317784,2508,14162,0.4910216201033252,0.4914058824030305
1998,West,male,Not concerned at all,0.29353532402062493,1319,14162,0.2933603110433387,0.29371033699791116
1998,West,female,Very concerned,0.21046024422629442,1206,14162,0.21030849616934683,0.210611992283242
1998,West,female,Somewhat concerned,0.5098164781264292,2749,14162,0.5096303819755355,0.5100025742773229
1998,West,female,Not concerned at all,0.27972327764727634,1361,14162,0.27955618201561094,0.27989037327894173
1998,East,male,Very concerned,0.3108190229837693,579,14162,0.31045582552548145,0.3111822204420571
1998,East,male,Somewhat concerned,0.5191300172912191,1007,14162,0.5187379376706973,0.5195220969117409
1998,East,male,Not concerned at all,0.17005095972501158,279,14162,0.1697561528402359,0.17034576660978726
1998,East,female,Very concerned,0.3022680560035275,625,14162,0.30191720775195374,0.3026189042551013
1998,East,female,Somewhat concerned,0.5237112763545543,1058,14162,0.5233297188505548,0.5240928338585538
1998,East,female,Not concerned at all,0.17402066764191815,304,14162,0.17373102407148533,0.17431031121235097
1999,West,male,Very concerned,0.15637553940970553,825,13621,0.15623672278543937,0.15651435603397168
1999,West,male,Somewhat concerned,0.47900607765770753,2379,13621,0.4788151497878019,0.4791970055276132
1999,West,male,Not concerned at all,0.3646183829325869,1569,13621,0.3644344247585783,0.36480234110659554
1999,West,female,Very concerned,0.15887593741649042,906,13621,0.15874029730279643,0.1590115775301844
1999,West,female,Somewhat concerned,0.4901988445768144,2558,13621,0.49001335666894474,0.49038433248468405
1999,West,female,Not concerned at all,0.3509252180066951,1611,13621,0.3507481322177184,0.35110230379567187
1999,East,male,Very concerned,0.20964566784479227,408,13621,0.20932450942215197,0.20996682626743257
1999,East,male,Somewhat concerned,0.5704520697204382,1059,13621,0.5700615159396384,0.5708426235012379
1999,East,male,Not concerned at all,0.21990226243476946,349,13621,0.21957548293104615,0.22022904193849277
1999,East,female,Very concerned,0.2190098528434612,454,13621,0.2186922505034403,0.2193274551834821
1999,East,female,Somewhat concerned,0.5625726131389027,1153,13621,0.5621916601655066,0.5629535661122989
1999,East,female,Not concerned at all,0.2184175340176361,350,13621,0.21810024119873336,0.21873482683653886
2000,West,male,Very concerned,0.14544680888003353,1341,23880,0.14531167523137742,0.14558194252868964
2000,West,male,Somewhat concerned,0.4579541014084922,4008,23880,0.4577631288959076,0.4581450739210768
2000,West,male,Not concerned at all,0.39659908971147434,3360,23880,0.3964115813273214,0.3967865980956273
2000,West,female,Very concerned,0.15327288493945354,1484,23880,0.1531386077091815,0.15340716216972558
2000,West,female,Somewhat concerned,0.4537097492179501,4357,23880,0.4535241830687549,0.4538953153671453
2000,West,female,Not concerned at all,0.39301736584259633,3525,23880,0.3928353152998401,0.39319941638535255
2000,East,male,Very concerned,0.23450861054956393,667,23880,0.23417275716241426,0.2348444639367136
2000,East,male,Somewhat concerned,0.5205060347505626,1481,23880,0.5201100261316175,0.5209020433695076
2000,East,male,Not concerned at all,0.24498535469987354,625,23880,0.2446444382712103,0.24532627112853678
2000,East,female,Very concerned,0.23538332846358903,750,23880,0.2350610002281623,0.23570565669901578
2000,East,female,Somewhat concerned,0.5074520086026166,1612,23880,0.5070721601309117,0.5078318570743215
2000,East,female,Not concerned at all,0.25716466293379425,670,23880,0.25683258459887526,0.25749674126871325
2001,West,male,Very concerned,0.14383515807646716,1168,21743,0.14370098147560478,0.14396933467732953
2001,West,male,Somewhat concerned,0.4547470021060095,3617,21743,0.4545566097462665,0.4549373944657525
2001,West,male,Not concerned at all,0.40141783981752327,3061,21743,0.4012304155671232,0.40160526406792335
2001,West,female,Very concerned,0.1436069577864236,1239,21743,0.1434767768309699,0.1437371387418773
2001,West,female,Somewhat concerned,0.45767304803488423,4015,21743,0.4574881077971504,0.4578579882726181
2001,West,female,Not concerned at all,0.39871999417869225,3244,21743,0.39853823534091815,0.39890175301646635
2001,East,male,Very concerned,0.25069164049436765,636,21743,0.2503498661586508,0.2510334148300845
2001,East,male,Somewhat concerned,0.49386065676913515,1356,21743,0.49346640241691647,0.49425491112135383
2001,East,male,Not concerned at all,0.2554477027364972,611,21743,0.25510379825321167,0.2557916072197827
2001,East,female,Very concerned,0.23694753834509658,679,21743,0.23662102696833423,0.23727404972185892
2001,East,female,Somewhat concerned,0.5074834953534644,1499,21743,0.5070995968896554,0.5078673938172733
2001,East,female,Not concerned at all,0.255568966301439,618,21743,0.25523403070070505,0.25590390190217294
2002,West,male,Very concerned,0.17109616436513733,1324,22898,0.17095274053508921,0.17123958819518545
2002,West,male,Somewhat concerned,0.4962271082219788,4026,22898,0.4960366907722585,0.4964175256716991
2002,West,male,Not concerned at all,0.33267672741288384,3111,22898,0.33249728361590586,0.33285617120986183
2002,West,female,Very concerned,0.16957499719780447,1420,22898,0.1694363527399156,0.16971364165569333
2002,West,female,Somewhat concerned,0.5017073931402691,4484,22898,0.5015226625284536,0.5018921237520847
2002,West,female,Not concerned at all,0.3287176096619264,3133,22898,0.3285440553097837,0.32889116401406915
2002,East,male,Very concerned,0.2760518266510269,684,22898,0.27570228380368844,0.27640136949836536
2002,East,male,Somewhat concerned,0.5218242423011228,1391,22898,0.5214336647558303,0.5222148198464153
2002,East,male,Not concerned at all,0.2021239310478503,547,22898,0.20180993227095842,0.2024379298247422
2002,East,female,Very concerned,0.2840895527327422,743,22898,0.2837428916211961,0.28443621384428835
2002,East,female,Somewhat concerned,0.5176075239200539,1517,22898,0.5172234200378544,0.5179916278022535
2002,East,female,Not concerned at all,0.1983029233472039,518,22898,0.19799643225844674,0.19860941443596106
2003,West,male,Very concerned,0.22584200355805611,1702,22034,0.22568309319446342,0.2260009139216488
2003,West,male,Somewhat concerned,0.4962965620153255,3933,22034,0.4961065447116444,0.49648657931900664
2003,West,male,Not concerned at all,0.27786143442661837,2417,22034,0.2776911952671018,0.27803167358613495
2003,West,female,Very concerned,0.21835058574417027,1782,22034,0.21819802961905635,0.21850314186928418
2003,West,female,Somewhat concerned,0.4984660007280352,4341,22034,0.49828136556017455,0.49865063589589587
2003,West,female,Not concerned at all,0.2831834135277945,2531,22034,0.2830170399353047,0.28334978712028436
2003,East,male,Very concerned,0.340134738865102,796,22034,0.33976543789328945,0.3405040398369145
2003,East,male,Somewhat concerned,0.5042324833642602,1362,22034,0.503842737274373,0.5046222294541474
2003,East,male,Not concerned at all,0.15563277777063786,417,22034,0.15535019639153513,0.15591535914974058
2003,East,female,Very concerned,0.3125795169607357,835,22034,0.312222645277651,0.31293638864382045
2003,East,female,Somewhat concerned,0.5036043055116973,1460,22034,0.5032193776766457,0.5039892333467489
2003,East,female,Not concerned at all,0.18381617752756693,458,22034,0.1835179783416814,0.18411437671345246
2004,West,male,Very concerned,0.24932238912856317,1742,21488,0.24915861019435376,0.24948616806277257
2004,West,male,Somewhat concerned,0.5025127937531723,3886,21488,0.5023235091935515,0.502702078312793
2004,West,male,Not concerned at all,0.2481648171182646,2212,21488,0.24800129289422337,0.24832834134230583
2004,West,female,Very concerned,0.24346928034352025,1925,21488,0.24331135737985657,0.24362720330718393
2004,West,female,Somewhat concerned,0.5113585929343064,4321,21488,0.5111746564726268,0.511542529395986
2004,West,female,Not concerned at all,0.24517212672217334,2204,21488,0.24501383090931803,0.24533042253502865
2004,East,male,Very concerned,0.3509604585517274,792,21488,0.35058577193770346,0.3513351451657514
2004,East,male,Somewhat concerned,0.5113718271283141,1328,21488,0.5109793980719584,0.5117642561846698
2004,East,male,Not concerned at all,0.13766771431995858,372,21488,0.137397220791233,0.13793820784868416
2004,East,female,Very concerned,0.3669541154561652,920,21488,0.36658171362966857,0.3673265172826618
2004,East,female,Somewhat concerned,0.4924728070454731,1415,21488,0.4920865209179897,0.49285909317295645
2004,East,female,Not concerned at all,0.14057307749836168,371,21488,0.14030451592061757,0.14084163907610578
2005,West,male,Very concerned,0.2532496845984056,1701,20603,0.2530853845683493,0.2534139846284619
2005,West,male,Somewhat concerned,0.5074553070294553,3735,20603,0.507266422146944,0.5076441919119666
2005,West,male,Not concerned at all,0.23929500837213916,2009,20603,0.23913381379337204,0.23945620295090628
2005,West,female,Very concerned,0.2538162656575822,1912,20603,0.25365670370217613,0.25397582761298826
2005,West,female,Somewhat concerned,0.5060835904720772,4124,20603,0.505900281133114,0.5062668998110403
2005,West,female,Not concerned at all,0.24010014387034065,2105,20603,0.23994353327980586,0.24025675446087544
2005,East,male,Very concerned,0.35249555244795366,769,20603,0.3521225672297268,0.35286853766618054
2005,East,male,Somewhat concerned,0.5012661929909633,1268,20603,0.500875835935278,0.5016565500466487
2005,East,male,Not concerned at all,0.1462382545610831,378,20603,0.1459623923168594,0.14651411680530682
2005,East,female,Very concerned,0.36054386260631277,854,20603,0.360174134587953,0.36091359062467254
2005,East,female,Somewhat concerned,0.4958532263778849,1390,20603,0.495468233232375,0.49623821952339486
2005,East,female,Not concerned at all,0.14360291101580236,358,20603,0.14333287782851467,0.14387294420309005
2006,West,male,Very concerned,0.2616499543577359,1797,21829,0.2614826892204104,0.2618172194950614
2006,West,male,Somewhat concerned,0.48475721811707806,3789,21829,0.4845670305831422,0.4849474056510139
2006,West,male,Not concerned at all,0.25359282752518597,2306,21829,0.25342726183961295,0.253758393210759
2006,West,female,Very concerned,0.260641213330136,2040,21829,0.26047908652636015,0.2608033401339119
2006,West,female,Somewhat concerned,0.481909947147243,4246,21829,0.4817254068440694,0.4820944874504166
2006,West,female,Not concerned at all,0.25744883952262093,2400,21829,0.2572873611673715,0.25761031787787037
2006,East,male,Very concerned,0.31570462395568333,739,21829,0.31534084380576355,0.3160684041056031
2006,East,male,Somewhat concerned,0.5147158949804884,1324,21829,0.5143247312792573,0.5151070586817196
2006,East,male,Not concerned at all,0.16957948106382822,455,21829,0.16928577533997985,0.1698731867876766
2006,East,female,Very concerned,0.32161954402919163,819,21829,0.3212580561138455,0.32198103194453775
2006,East,female,Somewhat concerned,0.5051098700006469,1456,21829,0.5047229392666377,0.5054968007346561
2006,East,female,Not concerned at all,0.1732705859701615,458,21829,0.1729776787882678,0.17356349315205521
2007,West,male,Very concerned,0.22618982496586745,1482,20374,0.22603057148359967,0.22634907844813523
2007,West,male,Somewhat concerned,0.4893877882388811,3468,20374,0.48919750201414763,0.4895780744636146
2007,West,male,Not concerned at all,0.2844223867952514,2373,20374,0.28425065708067804,0.28459411650982475
2007,West,female,Very concerned,0.24486565382709652,1752,20374,0.24470657088898856,0.24502473676520448
2007,West,female,Somewhat concerned,0.49011115065639005,3997,20374,0.48992620991089963,0.49029609140188046
2007,West,female,Not concerned at all,0.2650231955165135,2321,20374,0.2648599180268516,0.26518647300617537
2007,East,male,Very concerned,0.3121188275699409,654,20374,0.3117578258753499,0.31247982926453194
2007,East,male,Somewhat concerned,0.5107785066462844,1289,20374,0.5103890477603326,0.5111679655322363
2007,East,male,Not concerned at all,0.17710266578377468,459,20374,0.1768052404740041,0.17740009109354526
2007,East,female,Very concerned,0.328175272638025,788,20374,0.32781346355308716,0.3285370817229628
2007,East,female,Somewhat concerned,0.5001242048035226,1370,20374,0.4997389318351543,0.5005094777718909
2007,East,female,Not concerned at all,0.17170052255845236,421,20374,0.17140993430800555,0.17199111080889917
2008,West,male,Very concerned,0.19481363442310512,1156,19235,0.1946634380376944,0.19496383080851584
2008,West,male,Somewhat concerned,0.5003856324823422,3324,19235,0.5001960180125835,0.500575246952101
2008,West,male,Not concerned at all,0.3048007330945526,2390,19235,0.30462616524697406,0.3049753009421311
2008,West,female,Very concerned,0.2076080900760024,1412,19235,0.2074593410798271,0.20775683907217768
2008,West,female,Somewhat concerned,0.501545014905817,3772,19235,0.5013616442570401,0.501728385554594
2008,West,female,Not concerned at all,0.2908468950181805,2427,19235,0.2906803375498769,0.29101345248648414
2008,East,male,Very concerned,0.2586137681822874,540,19235,0.2582725775249499,0.2589549588396248
2008,East,male,Somewhat concerned,0.5605666540561052,1272,19235,0.5601799228781887,0.5609533852340216
2008,East,male,Not concerned at all,0.18081957776160748,484,19235,0.18051968805538088,0.18111946746783408
2008,East,female,Very concerned,0.30326031384079605,659,19235,0.30290277839811486,0.30361784928347724
2008,East,female,Somewhat concerned,0.5138124610267274,1334,19235,0.5134237021989608,0.514201219854494
2008,East,female,Not concerned at all,0.18292722513247645,465,19235,0.18262651671923144,0.18322793354572145
2009,West,male,Very concerned,0.2219212953365203,1287,17939,0.22176404521697557,0.22207854545606504
2009,West,male,Somewhat concerned,0.5250021445958757,3224,17939,0.5248131688389831,0.5251911203527683
2009,West,male,Not concerned at all,0.253076560067604,1874,17939,0.25291203058347234,0.25324108955173563
2009,West,female,Very concerned,0.2357176420669307,1509,17939,0.23556126823288367,0.2358740159009777
2009,West,female,Somewhat concerned,0.5268755103597017,3688,17939,0.5266915675383111,0.5270594531810923
2009,West,female,Not concerned at all,0.23740684757336758,1823,17939,0.23725008795614597,0.2375636071905892
2009,East,male,Very concerned,0.2766214341070869,552,17939,0.2762728447464218,0.276970023467752
2009,East,male,Somewhat concerned,0.5569515509516662,1231,17939,0.5565644513587781,0.5573386505445542
2009,East,male,Not concerned at all,0.16642701494124698,402,17939,0.16613676501173794,0.16671726487075603
2009,East,female,Very concerned,0.3225037248155031,692,17939,0.32214423698693245,0.32286321264407375
2009,East,female,Somewhat concerned,0.5170702846432152,1291,17939,0.5166859760266027,0.5174545932598278
2009,East,female,Not concerned at all,0.16042599054128168,366,17939,0.1601437429625694,0.16070823811999396
2010,West,male,Very concerned,0.22665372625642316,1898,23884,0.22649558649254664,0.22681186602029968
2010,West,male,Somewhat concerned,0.488660188577129,3983,23884,0.4884713759920705,0.4888490011621875
2010,West,male,Not concerned at all,0.28468608516644783,2493,23884,0.28451563237712824,0.28485653795576743
2010,West,female,Very concerned,0.23069114686163025,2565,23884,0.23053669313694297,0.23084560058631753
2010,West,female,Somewhat concerned,0.49662776235005895,4929,23884,0.4964444495955856,0.4968110751045323
2010,West,female,Not concerned at all,0.2726810907883108,2558,23884,0.2725178147300264,0.27284436684659524
2010,East,male,Very concerned,0.2659974247044841,647,23884,0.26565138843344815,0.2663434609755201
2010,East,male,Somewhat concerned,0.5239931389183307,1329,23884,0.5236020247741104,0.5243842530625509
2010,East,male,Not concerned at all,0.21000943637718522,527,23884,0.20969045562924118,0.21032841712512926
2010,East,female,Very concerned,0.29128336448554704,899,23884,0.2909263947886773,0.29164033418241675
2010,East,female,Somewhat concerned,0.4979392633214227,1501,23884,0.4975464343484474,0.49833209229439795
2010,East,female,Not concerned at all,0.21077737219303033,555,23884,0.21045693054775205,0.2110978138383086
2011,West,male,Very concerned,0.1716564843512861,1679,28099,0.17151122232268767,0.17180174637988455
2011,West,male,Somewhat concerned,0.4662486026993971,4490,28099,0.46605642851626666,0.46644077688252755
2011,West,male,Not concerned at all,0.3620949129493168,3713,28099,0.36190977050034295,0.3622800553982906
2011,West,female,Very concerned,0.18205338550637357,2359,28099,0.1819098907840884,0.18219688022865874
2011,West,female,Somewhat concerned,0.49079433962552926,5801,28099,0.49060844345101473,0.4909802358000438
2011,West,female,Not concerned at all,0.3271522748680972,3810,28099,0.32697781022145744,0.327326739514737
2011,East,male,Very concerned,0.2611507105298857,690,28099,0.2607974855970571,0.2615039354627143
