,Unnamed: 0,year,age_gr,plh0033,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
52,52,1988,30-45 y.,Somewhat concerned,0.48807,1466,9836,0.47088,0.50182
53,53,1988,30-45 y.,Not concerned at all,0.35306,956,9836,0.34115,0.36612
54,54,1988,46-65 y.,Very concerned,0.17275,611,9836,0.16442,0.18176
55,55,1988,46-65 y.,Somewhat concerned,0.44274,1360,9836,0.43086,0.45756
56,56,1988,46-65 y.,Not concerned at all,0.38451,1085,9836,0.37359,0.39493
57,57,1988,66 and older,Very concerned,0.09415,91,9836,0.0876,0.10021
58,58,1988,66 and older,Somewhat concerned,0.27515,281,9836,0.26375,0.2863
59,59,1988,66 and older,Not concerned at all,0.6307,642,9836,0.6161,0.64564
60,60,1989,17-29 y.,Very concerned,0.14443,480,9511,0.13162,0.15499
61,61,1989,17-29 y.,Somewhat concerned,0.50457,1412,9511,0.48678,0.52403
62,62,1989,17-29 y.,Not concerned at all,0.351,905,9511,0.33754,0.36709
63,63,1989,30-45 y.,Very concerned,0.12753,416,9511,0.11723,0.13603
64,64,1989,30-45 y.,Somewhat concerned,0.46372,1324,9511,0.44878,0.47987
65,65,1989,30-45 y.,Not concerned at all,0.40875,1064,9511,0.39662,0.42161
66,66,1989,46-65 y.,Very concerned,0.14548,503,9511,0.13836,0.15487
67,67,1989,46-65 y.,Somewhat concerned,0.41019,1218,9511,0.39794,0.42297
68,68,1989,46-65 y.,Not concerned at all,0.44433,1207,9511,0.43328,0.45658
69,69,1989,66 and older,Very concerned,0.06354,66,9511,0.05821,0.06958
70,70,1989,66 and older,Somewhat concerned,0.29653,282,9511,0.28643,0.30613
71,71,1989,66 and older,Not concerned at all,0.63992,634,9511,0.6191,0.65479
72,72,1990,17-29 y.,Very concerned,0.18599,858,13744,0.17665,0.1962
73,73,1990,17-29 y.,Somewhat concerned,0.5104,1964,13744,0.49304,0.52715
74,74,1990,17-29 y.,Not concerned at all,0.30361,998,13744,0.29008,0.31755
75,75,1990,30-45 y.,Very concerned,0.15982,871,13744,0.15206,0.16718
76,76,1990,30-45 y.,Somewhat concerned,0.47857,2162,13744,0.46209,0.49234
77,77,1990,30-45 y.,Not concerned at all,0.36161,1237,13744,0.34868,0.37401
78,78,1990,46-65 y.,Very concerned,0.16978,875,13744,0.16227,0.17802
79,79,1990,46-65 y.,Somewhat concerned,0.44664,1992,13744,0.43556,0.4582
80,80,1990,46-65 y.,Not concerned at all,0.38358,1353,13744,0.3722,0.39489
81,81,1990,66 and older,Very concerned,0.08459,146,13744,0.07788,0.09181
82,82,1990,66 and older,Somewhat concerned,0.30615,472,13744,0.29224,0.32204
83,83,1990,66 and older,Not concerned at all,0.60927,816,13744,0.59383,0.62462
84,84,1991,17-29 y.,Very concerned,0.18735,815,13467,0.17769,0.19813
85,85,1991,17-29 y.,Somewhat concerned,0.49869,1825,13467,0.48167,0.51251
86,86,1991,17-29 y.,Not concerned at all,0.31396,1032,13467,0.29874,0.3277
87,87,1991,30-45 y.,Very concerned,0.16626,915,13467,0.15867,0.17355
88,88,1991,30-45 y.,Somewhat concerned,0.47127,2143,13467,0.4577,0.48626
89,89,1991,30-45 y.,Not concerned at all,0.36247,1235,13467,0.35016,0.37532
90,90,1991,46-65 y.,Very concerned,0.17749,910,13467,0.17018,0.1865
91,91,1991,46-65 y.,Somewhat concerned,0.44383,1857,13467,0.43216,0.45733
92,92,1991,46-65 y.,Not concerned at all,0.37868,1321,13467,0.3678,0.3889
93,93,1991,66 and older,Very concerned,0.09671,160,13467,0.08951,0.10415
94,94,1991,66 and older,Somewhat concerned,0.31487,488,13467,0.30001,0.32654
95,95,1991,66 and older,Not concerned at all,0.58842,766,13467,0.57016,0.60226
96,96,1992,17-29 y.,Very concerned,0.17275,745,13185,0.16346,0.18144
97,97,1992,17-29 y.,Somewhat concerned,0.53476,1844,13185,0.51908,0.55389
98,98,1992,17-29 y.,Not concerned at all,0.29248,954,13185,0.27833,0.30469
99,99,1992,30-45 y.,Very concerned,0.17905,920,13185,0.17127,0.18894
100,100,1992,30-45 y.,Somewhat concerned,0.52112,2242,13185,0.50441,0.53456
101,101,1992,30-45 y.,Not concerned at all,0.29983,1073,13185,0.28914,0.3117
102,102,1992,46-65 y.,Very concerned,0.18335,882,13185,0.17502,0.19308
103,103,1992,46-65 y.,Somewhat concerned,0.4929,1983,13185,0.47739,0.50906
104,104,1992,46-65 y.,Not concerned at all,0.32375,1118,13185,0.31254,0.33537
105,105,1992,66 and older,Very concerned,0.11937,181,13185,0.11043,0.12777
106,106,1992,66 and older,Somewhat concerned,0.3733,561,13185,0.35766,0.38771
107,107,1992,66 and older,Not concerned at all,0.50733,682,13185,0.49072,0.52294
108,108,1993,17-29 y.,Very concerned,0.18917,743,13000,0.17858,0.19946
109,109,1993,17-29 y.,Somewhat concerned,0.55275,1887,13000,0.53583,0.57242
110,110,1993,17-29 y.,Not concerned at all,0.25808,823,13000,0.24416,0.27182
111,111,1993,30-45 y.,Very concerned,0.18294,867,13000,0.17405,0.19384
112,112,1993,30-45 y.,Somewhat concerned,0.54043,2313,13000,0.52463,0.5566
113,113,1993,30-45 y.,Not concerned at all,0.27663,1000,13000,0.26711,0.28873
114,114,1993,46-65 y.,Very concerned,0.18528,895,13000,0.1779,0.19382
115,115,1993,46-65 y.,Somewhat concerned,0.49908,1934,13000,0.48536,0.51414
116,116,1993,46-65 y.,Not concerned at all,0.31564,1089,13000,0.30563,0.32758
117,117,1993,66 and older,Very concerned,0.10398,164,13000,0.09591,0.11219
118,118,1993,66 and older,Somewhat concerned,0.38318,575,13000,0.36931,0.40019
119,119,1993,66 and older,Not concerned at all,0.51284,710,13000,0.49652,0.53095
120,120,1994,17-29 y.,Very concerned,0.22208,815,12796,0.21172,0.23336
121,121,1994,17-29 y.,Somewhat concerned,0.54436,1801,12796,0.52627,0.56498
122,122,1994,17-29 y.,Not concerned at all,0.23355,706,12796,0.21938,0.24729
123,123,1994,30-45 y.,Very concerned,0.20823,943,12796,0.19702,0.21995
124,124,1994,30-45 y.,Somewhat concerned,0.54624,2327,12796,0.52944,0.5619
125,125,1994,30-45 y.,Not concerned at all,0.24553,864,12796,0.23446,0.25612
126,126,1994,46-65 y.,Very concerned,0.20331,893,12796,0.19218,0.21161
127,127,1994,46-65 y.,Somewhat concerned,0.50352,2004,12796,0.48832,0.51909
128,128,1994,46-65 y.,Not concerned at all,0.29318,976,12796,0.28258,0.30577
129,129,1994,66 and older,Very concerned,0.09703,147,12796,0.08652,0.10531
130,130,1994,66 and older,Somewhat concerned,0.42321,646,12796,0.40532,0.44543
131,131,1994,66 and older,Not concerned at all,0.47976,674,12796,0.46295,0.49714
132,132,1995,17-29 y.,Very concerned,0.20047,733,13159,0.18922,0.21183
133,133,1995,17-29 y.,Somewhat concerned,0.56216,1855,13159,0.54131,0.58754
134,134,1995,17-29 y.,Not concerned at all,0.23738,742,13159,0.22284,0.25051
135,135,1995,30-45 y.,Very concerned,0.19808,966,13159,0.18859,0.20735
136,136,1995,30-45 y.,Somewhat concerned,0.52942,2412,13159,0.51403,0.5463
137,137,1995,30-45 y.,Not concerned at all,0.2725,1026,13159,0.26009,0.28409
138,138,1995,46-65 y.,Very concerned,0.17756,836,13159,0.16827,0.18704
139,139,1995,46-65 y.,Somewhat concerned,0.49207,1962,13159,0.47595,0.5099
140,140,1995,46-65 y.,Not concerned at all,0.33037,1126,13159,0.3188,0.34441
141,141,1995,66 and older,Very concerned,0.09878,154,13159,0.08969,0.10929
142,142,1995,66 and older,Somewhat concerned,0.35013,553,13159,0.33447,0.36804
143,143,1995,66 and older,Not concerned at all,0.55109,794,13159,0.52892,0.56806
144,144,1996,17-29 y.,Very concerned,0.21331,706,12995,0.20099,0.22596
145,145,1996,17-29 y.,Somewhat concerned,0.56005,1754,12995,0.53915,0.58505
146,146,1996,17-29 y.,Not concerned at all,0.22664,687,12995,0.21258,0.23927
147,147,1996,30-45 y.,Very concerned,0.18822,939,12995,0.17924,0.19767
148,148,1996,30-45 y.,Somewhat concerned,0.55491,2521,12995,0.53698,0.57022
149,149,1996,30-45 y.,Not concerned at all,0.25687,965,12995,0.2432,0.27017
150,150,1996,46-65 y.,Very concerned,0.17878,816,12995,0.16945,0.18928
151,151,1996,46-65 y.,Somewhat concerned,0.52901,2073,12995,0.51388,0.54523
152,152,1996,46-65 y.,Not concerned at all,0.29222,996,12995,0.27973,0.30392
153,153,1996,66 and older,Very concerned,0.07365,125,12995,0.06553,0.08251
154,154,1996,66 and older,Somewhat concerned,0.43589,685,12995,0.42108,0.45591
155,155,1996,66 and older,Not concerned at all,0.49046,728,12995,0.47373,0.51006
156,156,1997,17-29 y.,Very concerned,0.22929,754,12778,0.21788,0.24173
157,157,1997,17-29 y.,Somewhat concerned,0.57916,1744,12778,0.55718,0.60162
158,158,1997,17-29 y.,Not concerned at all,0.19155,514,12778,0.17634,0.20729
159,159,1997,30-45 y.,Very concerned,0.2215,1022,12778,0.20775,0.23321
160,160,1997,30-45 y.,Somewhat concerned,0.57037,2563,12778,0.55371,0.58808
161,161,1997,30-45 y.,Not concerned at all,0.20813,772,12778,0.19671,0.21948
162,162,1997,46-65 y.,Very concerned,0.20897,903,12778,0.1964,0.22209
163,163,1997,46-65 y.,Somewhat concerned,0.55529,2150,12778,0.53749,0.5743
164,164,1997,46-65 y.,Not concerned at all,0.23574,788,12778,0.22456,0.24961
165,165,1997,66 and older,Very concerned,0.10884,173,12778,0.0966,0.1192
166,166,1997,66 and older,Somewhat concerned,0.45401,731,12778,0.43514,0.47462
167,167,1997,66 and older,Not concerned at all,0.43715,664,12778,0.41866,0.45564
168,168,1998,17-29 y.,Very concerned,0.2776,901,14162,0.26285,0.29121
169,169,1998,17-29 y.,Somewhat concerned,0.53631,1690,14162,0.51703,0.55769
170,170,1998,17-29 y.,Not concerned at all,0.18609,559,14162,0.17497,0.19664
171,171,1998,30-45 y.,Very concerned,0.25956,1284,14162,0.24986,0.27047
172,172,1998,30-45 y.,Somewhat concerned,0.54045,2661,14162,0.52483,0.55605
173,173,1998,30-45 y.,Not concerned at all,0.19999,867,14162,0.19133,0.20965
174,174,1998,46-65 y.,Very concerned,0.24564,1169,14162,0.23512,0.25656
175,175,1998,46-65 y.,Somewhat concerned,0.50056,2185,14162,0.48415,0.51433
176,176,1998,46-65 y.,Not concerned at all,0.2538,1018,14162,0.24323,0.26362
177,177,1998,66 and older,Very concerned,0.11471,223,14162,0.10714,0.12483
178,178,1998,66 and older,Somewhat concerned,0.42477,786,14162,0.40617,0.43942
179,179,1998,66 and older,Not concerned at all,0.46052,819,14162,0.44317,0.47598
180,180,1999,17-29 y.,Very concerned,0.21123,683,13621,0.19896,0.22553
181,181,1999,17-29 y.,Somewhat concerned,0.54647,1622,13621,0.52029,0.56738
182,182,1999,17-29 y.,Not concerned at all,0.2423,658,13621,0.22685,0.25685
183,183,1999,30-45 y.,Very concerned,0.19243,938,13621,0.18341,0.20183
184,184,1999,30-45 y.,Somewhat concerned,0.54992,2678,13621,0.53401,0.56638
185,185,1999,30-45 y.,Not concerned at all,0.25765,1085,13621,0.24739,0.26893
186,186,1999,46-65 y.,Very concerned,0.17227,805,13621,0.16318,0.18288
187,187,1999,46-65 y.,Somewhat concerned,0.5006,2145,13621,0.48773,0.51757
188,188,1999,46-65 y.,Not concerned at all,0.32713,1221,13621,0.31653,0.33896
189,189,1999,66 and older,Very concerned,0.08575,167,13621,0.0765,0.09429
190,190,1999,66 and older,Somewhat concerned,0.38016,704,13621,0.36406,0.39557
191,191,1999,66 and older,Not concerned at all,0.53409,915,13621,0.51806,0.55191
192,192,2000,17-29 y.,Very concerned,0.20244,953,23880,0.19546,0.21145
193,193,2000,17-29 y.,Somewhat concerned,0.52348,2397,23880,0.50833,0.53915
194,194,2000,17-29 y.,Not concerned at all,0.27408,1184,23880,0.26622,0.28458
195,195,2000,30-45 y.,Very concerned,0.19248,1608,23880,0.18679,0.19783
196,196,2000,30-45 y.,Somewhat concerned,0.53213,4306,23880,0.52274,0.54208
197,197,2000,30-45 y.,Not concerned at all,0.2754,2197,23880,0.26878,0.28292
198,198,2000,46-65 y.,Very concerned,0.16897,1360,23880,0.16384,0.17374
199,199,2000,46-65 y.,Somewhat concerned,0.45157,3543,23880,0.44298,0.45866
200,200,2000,46-65 y.,Not concerned at all,0.37946,2793,23880,0.37225,0.38674
201,201,2000,66 and older,Very concerned,0.08678,321,23880,0.08142,0.09175
202,202,2000,66 and older,Somewhat concerned,0.34027,1212,23880,0.33044,0.35003
203,203,2000,66 and older,Not concerned at all,0.57295,2006,23880,0.56256,0.58439
204,204,2001,17-29 y.,Very concerned,0.20438,829,21743,0.19571,0.21355
205,205,2001,17-29 y.,Somewhat concerned,0.50454,2126,21743,0.49101,0.51702
206,206,2001,17-29 y.,Not concerned at all,0.29108,1115,21743,0.2797,0.30335
207,207,2001,30-45 y.,Very concerned,0.18712,1394,21743,0.17993,0.19302
208,208,2001,30-45 y.,Somewhat concerned,0.52842,3875,21743,0.51792,0.54057
209,209,2001,30-45 y.,Not concerned at all,0.28446,2015,21743,0.27593,0.29448
210,210,2001,46-65 y.,Very concerned,0.16715,1209,21743,0.1612,0.17354
211,211,2001,46-65 y.,Somewhat concerned,0.45968,3317,21743,0.44956,0.46814
212,212,2001,46-65 y.,Not concerned at all,0.37317,2512,21743,0.36529,0.38159
213,213,2001,66 and older,Very concerned,0.08347,290,21743,0.0782,0.08843
214,214,2001,66 and older,Somewhat concerned,0.34289,1169,21743,0.33446,0.35546
215,215,2001,66 and older,Not concerned at all,0.57364,1892,21743,0.56271,0.58651
216,216,2002,17-29 y.,Very concerned,0.23329,888,22898,0.22126,0.2471
217,217,2002,17-29 y.,Somewhat concerned,0.51678,2140,22898,0.49678,0.53619
218,218,2002,17-29 y.,Not concerned at all,0.24992,1081,22898,0.23861,0.26745
219,219,2002,30-45 y.,Very concerned,0.22256,1529,22898,0.21432,0.22832
220,220,2002,30-45 y.,Somewhat concerned,0.56087,4039,22898,0.54783,0.57505
221,221,2002,30-45 y.,Not concerned at all,0.21658,1839,22898,0.20904,0.22655
222,222,2002,46-65 y.,Very concerned,0.19754,1389,22898,0.18935,0.20558
223,223,2002,46-65 y.,Somewhat concerned,0.49765,3776,22898,0.48499,0.51014
224,224,2002,46-65 y.,Not concerned at all,0.30481,2658,22898,0.29626,0.31445
225,225,2002,66 and older,Very concerned,0.10177,365,22898,0.09553,0.10644
226,226,2002,66 and older,Somewhat concerned,0.41554,1463,22898,0.40486,0.42527
227,227,2002,66 and older,Not concerned at all,0.4827,1731,22898,0.47058,0.49439
228,228,2003,17-29 y.,Very concerned,0.2769,1061,22034,0.26122,0.29016
229,229,2003,17-29 y.,Somewhat concerned,0.52904,2099,22034,0.51092,0.55056
230,230,2003,17-29 y.,Not concerned at all,0.19406,823,22034,0.18142,0.20705
231,231,2003,30-45 y.,Very concerned,0.29108,1896,22034,0.28058,0.30063
232,232,2003,30-45 y.,Somewhat concerned,0.54201,3717,22034,0.52781,0.55877
233,233,2003,30-45 y.,Not concerned at all,0.16692,1285,22034,0.15946,0.17443
234,234,2003,46-65 y.,Very concerned,0.25372,1707,22034,0.24486,0.26248
235,235,2003,46-65 y.,Somewhat concerned,0.48727,3716,22034,0.47394,0.50096
236,236,2003,46-65 y.,Not concerned at all,0.25901,2112,22034,0.25037,0.26939
237,237,2003,66 and older,Very concerned,0.12712,451,22034,0.12026,0.13378
238,238,2003,66 and older,Somewhat concerned,0.43172,1564,22034,0.41861,0.44641
239,239,2003,66 and older,Not concerned at all,0.44116,1603,22034,0.42943,0.4556
240,240,2004,17-29 y.,Very concerned,0.30685,1148,21488,0.29155,0.32274
241,241,2004,17-29 y.,Somewhat concerned,0.52358,2040,21488,0.50434,0.54483
242,242,2004,17-29 y.,Not concerned at all,0.16957,742,21488,0.1595,0.18022
243,243,2004,30-45 y.,Very concerned,0.30601,1809,21488,0.29592,0.31664
244,244,2004,30-45 y.,Somewhat concerned,0.53453,3530,21488,0.51784,0.55053
245,245,2004,30-45 y.,Not concerned at all,0.15946,1166,21488,0.15205,0.16842
246,246,2004,46-65 y.,Very concerned,0.2754,1792,21488,0.26678,0.28502
247,247,2004,46-65 y.,Somewhat concerned,0.49854,3646,21488,0.48319,0.51062
248,248,2004,46-65 y.,Not concerned at all,0.22606,1897,21488,0.21663,0.23412
249,249,2004,66 and older,Very concerned,0.1743,630,21488,0.16712,0.18251
250,250,2004,66 and older,Somewhat concerned,0.46613,1734,21488,0.44924,0.47861
251,251,2004,66 and older,Not concerned at all,0.35957,1354,21488,0.34824,0.37182
252,252,2005,17-29 y.,Very concerned,0.32552,1162,20603,0.30609,0.34304
253,253,2005,17-29 y.,Somewhat concerned,0.51519,1983,20603,0.49253,0.5343
254,254,2005,17-29 y.,Not concerned at all,0.15929,667,20603,0.14712,0.17084
255,255,2005,30-45 y.,Very concerned,0.31572,1766,20603,0.30377,0.3287
256,256,2005,30-45 y.,Somewhat concerned,0.53667,3312,20603,0.51919,0.55395
257,257,2005,30-45 y.,Not concerned at all,0.14761,982,20603,0.13927,0.1558
258,258,2005,46-65 y.,Very concerned,0.28329,1750,20603,0.27335,0.29421
259,259,2005,46-65 y.,Somewhat concerned,0.49762,3466,20603,0.48339,0.51492
260,260,2005,46-65 y.,Not concerned at all,0.2191,1776,20603,0.2101,0.22859
261,261,2005,66 and older,Very concerned,0.15578,558,20603,0.14886,0.16453
262,262,2005,66 and older,Somewhat concerned,0.4653,1756,20603,0.45096,0.48118
263,263,2005,66 and older,Not concerned at all,0.37892,1425,20603,0.36624,0.39101
264,264,2006,17-29 y.,Very concerned,0.31442,1061,21829,0.30124,0.33292
265,265,2006,17-29 y.,Somewhat concerned,0.50268,1892,21829,0.47894,0.5251
266,266,2006,17-29 y.,Not concerned at all,0.1829,701,21829,0.17113,0.19506
267,267,2006,30-45 y.,Very concerned,0.31492,1791,21829,0.30383,0.32883
268,268,2006,30-45 y.,Somewhat concerned,0.51259,3307,21829,0.49751,0.52796
269,269,2006,30-45 y.,Not concerned at all,0.17248,1146,21829,0.1644,0.18117
270,270,2006,46-65 y.,Very concerned,0.28346,1862,21829,0.27459,0.29241
271,271,2006,46-65 y.,Somewhat concerned,0.48428,3637,21829,0.47194,0.49744
272,272,2006,46-65 y.,Not concerned at all,0.23226,2045,21829,0.2225,0.24141
273,273,2006,66 and older,Very concerned,0.16886,681,21829,0.15985,0.17641
274,274,2006,66 and older,Somewhat concerned,0.45191,1979,21829,0.43608,0.46316
275,275,2006,66 and older,Not concerned at all,0.37923,1727,21829,0.36773,0.38957
276,276,2007,17-29 y.,Very concerned,0.3028,937,20374,0.28784,0.31944
277,277,2007,17-29 y.,Somewhat concerned,0.50178,1724,20374,0.47659,0.52292
278,278,2007,17-29 y.,Not concerned at all,0.19543,713,20374,0.18237,0.21234
279,279,2007,30-45 y.,Very concerned,0.27607,1438,20374,0.26361,0.28628
280,280,2007,30-45 y.,Somewhat concerned,0.52943,3075,20374,0.51475,0.54686
281,281,2007,30-45 y.,Not concerned at all,0.1945,1166,20374,0.18484,0.20457
282,282,2007,46-65 y.,Very concerned,0.27302,1687,20374,0.26309,0.28353
283,283,2007,46-65 y.,Somewhat concerned,0.48976,3410,20374,0.47638,0.50719
284,284,2007,46-65 y.,Not concerned at all,0.23722,1924,20374,0.22891,0.24654
285,285,2007,66 and older,Very concerned,0.15582,614,20374,0.14888,0.16277
286,286,2007,66 and older,Somewhat concerned,0.44534,1915,20374,0.43447,0.46087
287,287,2007,66 and older,Not concerned at all,0.39884,1771,20374,0.38674,0.41116
288,288,2008,17-29 y.,Very concerned,0.24337,687,19235,0.22753,0.25979
289,289,2008,17-29 y.,Somewhat concerned,0.54607,1720,19235,0.5198,0.56781
290,290,2008,17-29 y.,Not concerned at all,0.21056,740,19235,0.1963,0.22395
291,291,2008,30-45 y.,Very concerned,0.23194,1112,19235,0.21982,0.24544
292,292,2008,30-45 y.,Somewhat concerned,0.54583,2842,19235,0.53147,0.55968
293,293,2008,30-45 y.,Not concerned at all,0.22223,1198,19235,0.21198,0.23365
294,294,2008,46-65 y.,Very concerned,0.24297,1409,19235,0.23001,0.25414
295,295,2008,46-65 y.,Somewhat concerned,0.50221,3300,19235,0.48708,0.51659
296,296,2008,46-65 y.,Not concerned at all,0.25483,1964,19235,0.24292,0.26486
297,297,2008,66 and older,Very concerned,0.14142,559,19235,0.13373,0.14885
298,298,2008,66 and older,Somewhat concerned,0.44251,1840,19235,0.42854,0.45657
299,299,2008,66 and older,Not concerned at all,0.41607,1864,19235,0.40398,0.42965
300,300,2009,17-29 y.,Very concerned,0.27519,695,17939,0.25461,0.29818
301,301,2009,17-29 y.,Somewhat concerned,0.5278,1546,17939,0.50329,0.55712
302,302,2009,17-29 y.,Not concerned at all,0.197,598,17939,0.18142,0.21901
303,303,2009,30-45 y.,Very concerned,0.26952,1232,17939,0.25499,0.28574
304,304,2009,30-45 y.,Somewhat concerned,0.56001,2603,17939,0.54134,0.58404
305,305,2009,30-45 y.,Not concerned at all,0.17046,819,17939,0.16085,0.18293
306,306,2009,46-65 y.,Very concerned,0.26616,1519,17939,0.25417,0.2786
307,307,2009,46-65 y.,Somewhat concerned,0.52838,3267,17939,0.51085,0.54729
308,308,2009,46-65 y.,Not concerned at all,0.20547,1526,17939,0.19488,0.21432
309,309,2009,66 and older,Very concerned,0.15502,594,17939,0.14678,0.16415
310,310,2009,66 and older,Somewhat concerned,0.49112,2018,17939,0.47297,0.50693
311,311,2009,66 and older,Not concerned at all,0.35386,1522,17939,0.34172,0.36586
312,312,2010,17-29 y.,Very concerned,0.26426,1166,23884,0.24376,0.28969
313,313,2010,17-29 y.,Somewhat concerned,0.52802,1974,23884,0.50255,0.55945
314,314,2010,17-29 y.,Not concerned at all,0.20772,766,23884,0.18883,0.22981
315,315,2010,30-45 y.,Very concerned,0.27311,2611,23884,0.25826,0.29046
316,316,2010,30-45 y.,Somewhat concerned,0.51458,4601,23884,0.49165,0.54161
317,317,2010,30-45 y.,Not concerned at all,0.21231,1829,23884,0.19742,0.22954
318,318,2010,46-65 y.,Very concerned,0.26441,1730,23884,0.25036,0.2779
319,319,2010,46-65 y.,Somewhat concerned,0.49494,3368,23884,0.47277,0.51283
320,320,2010,46-65 y.,Not concerned at all,0.24065,1841,23884,0.22993,0.25057
321,321,2010,66 and older,Very concerned,0.14346,502,23884,0.13488,0.15377
322,322,2010,66 and older,Somewhat concerned,0.45501,1799,23884,0.43937,0.47264
323,323,2010,66 and older,Not concerned at all,0.40153,1697,23884,0.38719,0.41664
324,324,2011,17-29 y.,Very concerned,0.19524,917,28099,0.17854,0.21325
325,325,2011,17-29 y.,Somewhat concerned,0.52456,2112,28099,0.49509,0.54946
326,326,2011,17-29 y.,Not concerned at all,0.2802,1109,28099,0.26461,0.30023
327,327,2011,30-45 y.,Very concerned,0.21169,2233,28099,0.19978,0.22814
328,328,2011,30-45 y.,Somewhat concerned,0.5033,5015,28099,0.48317,0.52416
329,329,2011,30-45 y.,Not concerned at all,0.28501,2630,28099,0.27165,0.30206
330,330,2011,46-65 y.,Very concerned,0.22347,1932,28099,0.21475,0.23546
331,331,2011,46-65 y.,Somewhat concerned,0.47602,4201,28099,0.4618,0.49011
