"plh0033","year","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Grosse Sorgen","2003","5 Einkommensstärkstes Quintil","364","0.104731350277554","0.0952727636543523","0.114189936900756"
"Keine Sorgen","2003","1 Einkommensschwächstes Quintil","562","0.14760177381794","0.13700733065851","0.158196216977371"
"Keine Sorgen","2003","2","1013","0.218083450031705","0.206711107726373","0.229455792337037"
"Keine Sorgen","2003","3","1074","0.256287235637366","0.243275922134496","0.269298549140237"
"Keine Sorgen","2003","4","1340","0.328722089121808","0.31470123930765","0.342742938935965"
"Keine Sorgen","2003","5 Einkommensstärkstes Quintil","1834","0.451158172385452","0.435787275079998","0.466529069690906"
"Einige Sorgen","2004","1 Einkommensschwächstes Quintil","1850","0.431633001747101","0.416606993722477","0.446659009771725"
"Einige Sorgen","2004","2","2633","0.525125954872159","0.511207664210106","0.539044245534212"
"Einige Sorgen","2004","3","2229","0.533460421215963","0.518171326002604","0.548749516429321"
"Einige Sorgen","2004","4","2304","0.543025993806145","0.528047753860578","0.558004233751712"
"Einige Sorgen","2004","5 Einkommensstärkstes Quintil","1934","0.502816353510151","0.487379503562539","0.518253203457764"
"Grosse Sorgen","2004","1 Einkommensschwächstes Quintil","1856","0.446630980266389","0.431549161711287","0.46171279882149"
"Grosse Sorgen","2004","2","1477","0.290705245583138","0.278049004139929","0.303361487026346"
"Grosse Sorgen","2004","3","931","0.235236931018902","0.222238149535255","0.248235712502549"
"Grosse Sorgen","2004","4","733","0.165069626546944","0.153907075961669","0.176232177132219"
"Grosse Sorgen","2004","5 Einkommensstärkstes Quintil","382","0.101793410422391","0.0924577828316554","0.111129038013126"
"Keine Sorgen","2004","1 Einkommensschwächstes Quintil","468","0.121736017986511","0.111816422763129","0.131655613209892"
"Keine Sorgen","2004","2","835","0.184168799544704","0.173365084350416","0.194972514738992"
"Keine Sorgen","2004","3","930","0.231302647765136","0.218379912968707","0.244225382561564"
"Keine Sorgen","2004","4","1212","0.291904379646911","0.278234301882584","0.305574457411239"
"Keine Sorgen","2004","5 Einkommensstärkstes Quintil","1714","0.395390236067458","0.380294784247234","0.410485687887681"
"Einige Sorgen","2005","1 Einkommensschwächstes Quintil","1836","0.440797253080323","0.42567558978946","0.455918916371187"
"Einige Sorgen","2005","2","2421","0.513541046430092","0.499024535034419","0.528057557825766"
"Einige Sorgen","2005","3","2149","0.551019500813378","0.535310138526881","0.566728863099874"
"Einige Sorgen","2005","4","2229","0.547906227408747","0.532598913902785","0.563213540914708"
"Einige Sorgen","2005","5 Einkommensstärkstes Quintil","1882","0.472869634263066","0.457389843654284","0.488349424871849"
"Grosse Sorgen","2005","1 Einkommensschwächstes Quintil","1908","0.461023800075737","0.44584134716245","0.476206252989023"
"Grosse Sorgen","2005","2","1368","0.303109682949999","0.28976114507318","0.316458220826819"
"Grosse Sorgen","2005","3","880","0.229965967954256","0.216675261171238","0.243256674737274"
"Grosse Sorgen","2005","4","724","0.170683987856085","0.159112531752623","0.182255443959547"
"Grosse Sorgen","2005","5 Einkommensstärkstes Quintil","356","0.101910873481694","0.0925308196160291","0.111290927347359"
"Keine Sorgen","2005","1 Einkommensschwächstes Quintil","397","0.0981789468439401","0.0891160957333519","0.107241797954528"
"Keine Sorgen","2005","2","765","0.183349270619908","0.172110744783026","0.19458779645679"
"Keine Sorgen","2005","3","822","0.219014531232366","0.205952242670582","0.23207681979415"
"Keine Sorgen","2005","4","1108","0.281409784735168","0.267579158564016","0.295240410906321"
"Keine Sorgen","2005","5 Einkommensstärkstes Quintil","1758","0.42521949225524","0.409891229042964","0.440547755467515"
"Einige Sorgen","2006","1 Einkommensschwächstes Quintil","1811","0.4166095762067","0.401784391627292","0.431434760786109"
"Einige Sorgen","2006","2","2597","0.518589354078012","0.504534604321249","0.532644103834774"
"Einige Sorgen","2006","3","2243","0.525377819342721","0.510192472116361","0.540563166569081"
"Einige Sorgen","2006","4","2347","0.526615929893617","0.511879828127727","0.541352031659507"
"Einige Sorgen","2006","5 Einkommensstärkstes Quintil","1817","0.449493374259047","0.434380746842385","0.464606001675709"
"Grosse Sorgen","2006","1 Einkommensschwächstes Quintil","1956","0.465673890368083","0.45067358917721","0.480674191558956"
"Grosse Sorgen","2006","2","1405","0.300836536309111","0.287935989277917","0.313737083340306"
"Grosse Sorgen","2006","3","930","0.228630868210197","0.215860206361725","0.241401530058669"
"Grosse Sorgen","2006","4","756","0.177893464983419","0.166606612636872","0.189180317329967"
"Grosse Sorgen","2006","5 Einkommensstärkstes Quintil","348","0.0964931399417293","0.0875227566612407","0.105463523222218"
"Keine Sorgen","2006","1 Einkommensschwächstes Quintil","481","0.117716533425217","0.108025309252345","0.127407757598088"
"Keine Sorgen","2006","2","853","0.180574109612877","0.16975389049174","0.191394328734014"
"Keine Sorgen","2006","3","981","0.245991312447082","0.232894581532036","0.259088043362127"
"Keine Sorgen","2006","4","1307","0.295490605122964","0.282024437086759","0.308956773159168"
"Keine Sorgen","2006","5 Einkommensstärkstes Quintil","1997","0.454013485799224","0.438887545304532","0.469139426293916"
"Einige Sorgen","2007","1 Einkommensschwächstes Quintil","1624","0.432316891245098","0.416395203948419","0.448238578541777"
"Einige Sorgen","2007","2","2372","0.516006395366795","0.501382407769681","0.530630382963909"
"Einige Sorgen","2007","3","2117","0.544987404988402","0.529292237775508","0.560682572201295"
"Einige Sorgen","2007","4","2232","0.517213699763606","0.502138853431978","0.532288546095234"
"Einige Sorgen","2007","5 Einkommensstärkstes Quintil","1779","0.44354301422163","0.428300785830295","0.458785242612964"
"Grosse Sorgen","2007","1 Einkommensschwächstes Quintil","1676","0.448203316471661","0.432220177424222","0.464186455519099"
"Grosse Sorgen","2007","2","1230","0.286135206890771","0.272909707276555","0.299360706504986"
"Grosse Sorgen","2007","3","826","0.210375230838402","0.197529208017075","0.223221253659729"
"Grosse Sorgen","2007","4","647","0.160695117748742","0.149616090493977","0.171774145003507"
"Grosse Sorgen","2007","5 Einkommensstärkstes Quintil","297","0.0875666208088551","0.0788943132557076","0.0962389283620026"
"Keine Sorgen","2007","1 Einkommensschwächstes Quintil","419","0.119479792283241","0.109055372422672","0.129904212143809"
"Keine Sorgen","2007","2","884","0.197858397742435","0.186200473711676","0.209516321773193"
"Keine Sorgen","2007","3","924","0.244637364173197","0.231088585491285","0.258186142855108"
"Keine Sorgen","2007","4","1342","0.322091182487652","0.307994546857587","0.336187818117717"
"Keine Sorgen","2007","5 Einkommensstärkstes Quintil","2005","0.468890364969515","0.453579753417914","0.484200976521117"
"Einige Sorgen","2008","1 Einkommensschwächstes Quintil","1529","0.454574435514687","0.437616492329402","0.471532378699973"
"Einige Sorgen","2008","2","2220","0.548633474238245","0.533269577029765","0.563997371446725"
"Einige Sorgen","2008","3","2086","0.546980059641877","0.530998733996293","0.562961385287461"
"Einige Sorgen","2008","4","2183","0.545275832672214","0.530017204353863","0.560534460990565"
"Einige Sorgen","2008","5 Einkommensstärkstes Quintil","1684","0.420501047049289","0.405344713544861","0.435657380553717"
"Grosse Sorgen","2008","1 Einkommensschwächstes Quintil","1341","0.412631398851434","0.395865014160824","0.429397783542044"
"Grosse Sorgen","2008","2","968","0.247481074795728","0.234157361526672","0.260804788064784"
"Grosse Sorgen","2008","3","662","0.181709435559688","0.169329713166601","0.194089157952774"
"Grosse Sorgen","2008","4","517","0.126832319372477","0.116634738817411","0.137029899927542"
"Grosse Sorgen","2008","5 Einkommensstärkstes Quintil","279","0.0752889097997705","0.0671876451120537","0.0833901744874874"
"Keine Sorgen","2008","1 Einkommensschwächstes Quintil","442","0.132794165633879","0.121236941927101","0.144351389340657"
"Keine Sorgen","2008","2","842","0.203885450966027","0.191446708781176","0.216324193150877"
"Keine Sorgen","2008","3","979","0.271310504798435","0.257035608769838","0.285585400827032"
"Keine Sorgen","2008","4","1391","0.327891847955309","0.31350657050896","0.342277125401658"
"Keine Sorgen","2008","5 Einkommensstärkstes Quintil","2112","0.504210043150941","0.488858964634224","0.519561121667657"
"Einige Sorgen","2009","1 Einkommensschwächstes Quintil","1370","0.464280471711058","0.446311031178596","0.482249912243519"
"Einige Sorgen","2009","2","2025","0.548723405381861","0.532586457282123","0.564860353481599"
"Einige Sorgen","2009","3","1852","0.547177111560327","0.530356249707302","0.563997973413352"
"Einige Sorgen","2009","4","2251","0.562752509293458","0.547247796729134","0.578257221857783"
"Einige Sorgen","2009","5 Einkommensstärkstes Quintil","1936","0.50931726020991","0.493884760416872","0.524749760002947"
"Grosse Sorgen","2009","1 Einkommensschwächstes Quintil","1273","0.419560257648472","0.401779455458744","0.4373410598382"
"Grosse Sorgen","2009","2","1012","0.286150692287868","0.271494406437171","0.300806978138564"
"Grosse Sorgen","2009","3","728","0.233070591971174","0.218783575919754","0.247357608022594"
"Grosse Sorgen","2009","4","641","0.168797830887678","0.157089955237473","0.180505706537883"
"Grosse Sorgen","2009","5 Einkommensstärkstes Quintil","386","0.0962416272407121","0.0871372690123678","0.105345985469056"
"Keine Sorgen","2009","1 Einkommensschwächstes Quintil","316","0.11615927064047","0.104614387210917","0.127704154070023"
"Keine Sorgen","2009","2","616","0.165125902330271","0.153085490261891","0.177166314398651"
"Keine Sorgen","2009","3","784","0.219752296468499","0.205759547009405","0.233745045927593"
"Keine Sorgen","2009","4","1040","0.268449659818863","0.254598221458761","0.282301098178966"
"Keine Sorgen","2009","5 Einkommensstärkstes Quintil","1709","0.394441112549378","0.379353831842553","0.409528393256204"
"Einige Sorgen","2010","1 Einkommensschwächstes Quintil","1976","0.450008173332388","0.435756459638206","0.464259887026569"
"Einige Sorgen","2010","2","2855","0.50927486282043","0.496075056333282","0.522474669307577"
"Einige Sorgen","2010","3","2225","0.50337515329007","0.488272016614851","0.518478289965289"
"Einige Sorgen","2010","4","2525","0.530910054138643","0.516692713267282","0.545127395010003"
"Einige Sorgen","2010","5 Einkommensstärkstes Quintil","2161","0.476582739438992","0.462379269353508","0.490786209524476"
"Grosse Sorgen","2010","1 Einkommensschwächstes Quintil","2227","0.434103124856114","0.419904578803993","0.448301670908236"
"Grosse Sorgen","2010","2","1733","0.294285783414792","0.282252854087869","0.306318712741714"
"Grosse Sorgen","2010","3","928","0.228557099235206","0.215873097456904","0.241241101013507"
"Grosse Sorgen","2010","4","722","0.162517461779082","0.152007098322867","0.173027825235298"
"Grosse Sorgen","2010","5 Einkommensstärkstes Quintil","399","0.0967223274895269","0.0883166002519774","0.105128054727076"
"Keine Sorgen","2010","1 Einkommensschwächstes Quintil","478","0.115888701811498","0.106719051168718","0.125058352454278"
"Keine Sorgen","2010","2","922","0.196439353764779","0.185948861457235","0.206929846072323"
"Keine Sorgen","2010","3","1057","0.268067747474725","0.254687480837205","0.281448014112244"
"Keine Sorgen","2010","4","1486","0.306572484082275","0.293436973438413","0.319707994726137"
"Keine Sorgen","2010","5 Einkommensstärkstes Quintil","2190","0.426694933071481","0.412629506134176","0.440760360008786"
"Einige Sorgen","2011","1 Einkommensschwächstes Quintil","2295","0.455374560860184","0.441774662571741","0.468974459148626"
"Einige Sorgen","2011","2","3195","0.513717620165281","0.501186253230714","0.526248987099848"
"Einige Sorgen","2011","3","2747","0.523770469669858","0.510056769110035","0.537484170229681"
"Einige Sorgen","2011","4","2869","0.499102164766602","0.486266440843249","0.511937888689956"
"Einige Sorgen","2011","5 Einkommensstärkstes Quintil","2343","0.418925282762013","0.406349691101738","0.431500874422288"
"Grosse Sorgen","2011","1 Einkommensschwächstes Quintil","2107","0.382868419967824","0.369593987130536","0.396142852805112"
"Grosse Sorgen","2011","2","1532","0.236304653999715","0.225653708591162","0.246955599408268"
"Grosse Sorgen","2011","3","881","0.178778714935869","0.168257545828834","0.189299884042903"
"Grosse Sorgen","2011","4","712","0.121521456173199","0.113133751608272","0.129909160738125"
"Grosse Sorgen","2011","5 Einkommensstärkstes Quintil","445","0.0854872069701721","0.0783604884158455","0.0926139255244988"
"Keine Sorgen","2011","1 Einkommensschwächstes Quintil","749","0.161757019171992","0.151701167784118","0.171812870559866"
"Keine Sorgen","2011","2","1384","0.249977725835004","0.239121479575104","0.260833972094903"
"Keine Sorgen","2011","3","1467","0.297450815394273","0.284898554834001","0.310003075954546"
"Keine Sorgen","2011","4","2248","0.379376379060199","0.366919755010134","0.391833003110264"
"Keine Sorgen","2011","5 Einkommensstärkstes Quintil","3125","0.495587510267815","0.482843760250453","0.508331260285177"
"Einige Sorgen","2012","1 Einkommensschwächstes Quintil","2109","0.473775813576737","0.459190452286416","0.488361174867057"
"Einige Sorgen","2012","2","2990","0.508622722602285","0.495628506732596","0.521616938471975"
"Einige Sorgen","2012","3","2774","0.50795422158469","0.494406359308577","0.521502083860803"
"Einige Sorgen","2012","4","3015","0.515875314754169","0.503139647497216","0.528610982011121"
"Einige Sorgen","2012","5 Einkommensstärkstes Quintil","2613","0.426572516614684","0.414244757053586","0.438900276175782"
"Grosse Sorgen","2012","1 Einkommensschwächstes Quintil","1794","0.374670039138827","0.360530851853797","0.388809226423857"
"Grosse Sorgen","2012","2","1443","0.250207670514093","0.238949560980843","0.261465780047343"
"Grosse Sorgen","2012","3","968","0.191191767529545","0.180535303909798","0.201848231149291"
"Grosse Sorgen","2012","4","764","0.140624405913867","0.131765245312483","0.149483566515251"
"Grosse Sorgen","2012","5 Einkommensstärkstes Quintil","463","0.0925051763436034","0.0852832415363189","0.0997271111508879"
"Keine Sorgen","2012","1 Einkommensschwächstes Quintil","599","0.151554147284436","0.141079453784514","0.162028840784358"
"Keine Sorgen","2012","2","1253","0.241169606883622","0.230050284814689","0.252288928952554"
"Keine Sorgen","2012","3","1489","0.300854010885765","0.288425543725018","0.313282478046513"
"Keine Sorgen","2012","4","2136","0.343500279331964","0.331398435713138","0.355602122950791"
"Keine Sorgen","2012","5 Einkommensstärkstes Quintil","3107","0.480922307041713","0.468468500601313","0.493376113482112"
"Einige Sorgen","2013","1 Einkommensschwächstes Quintil","2612","0.450335140085328","0.437194774206728","0.463475505963929"
"Einige Sorgen","2013","2","3356","0.522936850440089","0.51050517153501","0.535368529345168"
"Einige Sorgen","2013","3","2995","0.51683966296292","0.503738658599546","0.529940667326293"
"Einige Sorgen","2013","4","3212","0.491858190956478","0.479687758892853","0.504028623020103"
"Einige Sorgen","2013","5 Einkommensstärkstes Quintil","2683","0.417172285990064","0.405390784328585","0.428953787651543"
"Grosse Sorgen","2013","1 Einkommensschwächstes Quintil","1927","0.363653959705819","0.350948763208226","0.376359156203412"
"Grosse Sorgen","2013","2","1344","0.203021904461152","0.193010111347325","0.213033697574979"
"Grosse Sorgen","2013","3","805","0.136929387779165","0.127916737196988","0.145942038361342"
"Grosse Sorgen","2013","4","707","0.112339303165786","0.104651841981003","0.120026764350569"
"Grosse Sorgen","2013","5 Einkommensstärkstes Quintil","427","0.0669233324247237","0.0609527008836756","0.0728939639657718"
"Keine Sorgen","2013","1 Einkommensschwächstes Quintil","968","0.186010900208853","0.17573383659715","0.196287963820555"
"Keine Sorgen","2013","2","1501","0.274041245098759","0.262939757837289","0.28514273236023"
"Keine Sorgen","2013","3","1789","0.346230949257915","0.333757798885114","0.358704099630716"
