"plh0033","year","bildungsniveau","migback","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Einige Sorgen","1987","AkademikerIn","direkter Migrationshintergrund","37","0.394338365100575","0.296578178346669","0.492098551854481"
"Einige Sorgen","1987","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"Einige Sorgen","1987","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1987","(noch) kein Abschluss","kein Migrationshintergrund","76","0.38370581299454","0.316975028217733","0.450436597771348"
"Keine Sorgen","1987","(noch) kein Abschluss","direkter Migrationshintergrund","201","0.278791967315191","0.246912452674982","0.310671481955399"
"Keine Sorgen","1987","(noch) kein Abschluss","indirekter Migrationshintergrund","9","","",""
"Keine Sorgen","1987","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1987","Hauptschule","kein Migrationshintergrund","1590","0.385350083978536","0.370874208996541","0.39982595896053"
"Keine Sorgen","1987","Hauptschule","direkter Migrationshintergrund","427","0.319022756109029","0.295236329049387","0.342809183168671"
"Keine Sorgen","1987","Hauptschule","indirekter Migrationshintergrund","30","0.367309923671558","0.269334204723692","0.465285642619423"
"Keine Sorgen","1987","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1987","Realschule","kein Migrationshintergrund","644","0.435748343272751","0.4111266079698","0.460370078575702"
"Keine Sorgen","1987","Realschule","direkter Migrationshintergrund","42","0.338456819006577","0.260901639909292","0.416011998103861"
"Keine Sorgen","1987","Realschule","indirekter Migrationshintergrund","17","","",""
"Keine Sorgen","1987","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1987","(Fach-)Abitur","kein Migrationshintergrund","207","0.399285693756719","0.35774695317918","0.440824434334258"
"Keine Sorgen","1987","(Fach-)Abitur","direkter Migrationshintergrund","58","0.303207862482444","0.243148781536366","0.363266943428522"
"Keine Sorgen","1987","(Fach-)Abitur","indirekter Migrationshintergrund","4","","",""
"Keine Sorgen","1987","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1987","AkademikerIn","kein Migrationshintergrund","367","0.598267628940226","0.560136699201375","0.636398558679077"
"Keine Sorgen","1987","AkademikerIn","direkter Migrationshintergrund","41","0.421087125733078","0.322321672695329","0.519852578770827"
"Keine Sorgen","1987","AkademikerIn","indirekter Migrationshintergrund","2","","",""
"Keine Sorgen","1987","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1988","(noch) kein Abschluss","kein Migrationshintergrund","32","0.188110655785375","0.130209906202689","0.246011405368061"
"Grosse Sorgen","1988","(noch) kein Abschluss","direkter Migrationshintergrund","183","0.262913495208022","0.229971363254364","0.29585562716168"
"Grosse Sorgen","1988","(noch) kein Abschluss","indirekter Migrationshintergrund","4","","",""
"Grosse Sorgen","1988","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1988","Hauptschule","kein Migrationshintergrund","718","0.170189163069419","0.158695955717618","0.18168237042122"
"Grosse Sorgen","1988","Hauptschule","direkter Migrationshintergrund","384","0.229140654097169","0.207403158032419","0.250878150161919"
"Grosse Sorgen","1988","Hauptschule","indirekter Migrationshintergrund","24","","",""
"Grosse Sorgen","1988","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1988","Realschule","kein Migrationshintergrund","156","0.105440916834959","0.0898727815688184","0.1210090521011"
"Grosse Sorgen","1988","Realschule","direkter Migrationshintergrund","24","","",""
"Grosse Sorgen","1988","Realschule","indirekter Migrationshintergrund","9","","",""
"Grosse Sorgen","1988","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1988","(Fach-)Abitur","kein Migrationshintergrund","53","0.109305465807085","0.0820105621483816","0.136600369465788"
"Grosse Sorgen","1988","(Fach-)Abitur","direkter Migrationshintergrund","64","0.285865934202244","0.22401557330069","0.347716295103797"
"Grosse Sorgen","1988","(Fach-)Abitur","indirekter Migrationshintergrund","4","","",""
"Grosse Sorgen","1988","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1988","AkademikerIn","kein Migrationshintergrund","55","0.0882002300917888","0.0657326148415887","0.110667845341989"
"Grosse Sorgen","1988","AkademikerIn","direkter Migrationshintergrund","15","","",""
"Grosse Sorgen","1988","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"Grosse Sorgen","1988","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1988","(noch) kein Abschluss","kein Migrationshintergrund","80","0.440871620627221","0.367311758499413","0.514431482755029"
"Einige Sorgen","1988","(noch) kein Abschluss","direkter Migrationshintergrund","334","0.461052292183566","0.423750092678544","0.498354491688588"
