year,plh0033,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,Somewhat concerned,0.49276,10124,20374,0.48589,0.49962
2007,Not concerned at all,0.25540,5574,20374,0.24941,0.26139
2008,Very concerned,0.21631,3767,19235,0.21049,0.22213
2008,Somewhat concerned,0.50777,9702,19235,0.50070,0.51483
2008,Not concerned at all,0.27593,5766,19235,0.26961,0.28224
2009,Very concerned,0.24240,4040,17939,0.23613,0.24867
2009,Somewhat concerned,0.52799,9434,17939,0.52069,0.53530
2009,Not concerned at all,0.22961,4465,17939,0.22345,0.23576
2010,Very concerned,0.23782,6009,23884,0.23242,0.24322
2010,Somewhat concerned,0.49632,11742,23884,0.48998,0.50266
2010,Not concerned at all,0.26586,6133,23884,0.26026,0.27147
2011,Very concerned,0.19271,5677,28099,0.18810,0.19732
2011,Somewhat concerned,0.48227,13449,28099,0.47643,0.48811
2011,Not concerned at all,0.32502,8973,28099,0.31954,0.33050
2012,Very concerned,0.19604,5432,27517,0.19135,0.20073
2012,Somewhat concerned,0.48621,13501,27517,0.48030,0.49211
2012,Not concerned at all,0.31775,8584,27517,0.31225,0.32325
2013,Very concerned,0.16158,5210,30508,0.15745,0.16571
2013,Somewhat concerned,0.47737,14858,30508,0.47176,0.48297
2013,Not concerned at all,0.36106,10440,30508,0.35567,0.36645
2014,Very concerned,0.15557,4628,26969,0.15124,0.15990
2014,Somewhat concerned,0.46831,12831,26969,0.46236,0.47427
2014,Not concerned at all,0.37612,9510,26969,0.37034,0.38190
2015,Very concerned,0.14845,4382,26625,0.14418,0.15272
2015,Somewhat concerned,0.46430,12732,26625,0.45831,0.47029
2015,Not concerned at all,0.38725,9511,26625,0.38140,0.39310
2016,Very concerned,0.14123,4509,27108,0.13708,0.14537
2016,Somewhat concerned,0.44398,12380,27108,0.43807,0.44990
2016,Not concerned at all,0.41479,10219,27108,0.40892,0.42066
2017,Very concerned,0.14722,5224,30344,0.14324,0.15121
2017,Somewhat concerned,0.46244,14208,30344,0.45683,0.46805
2017,Not concerned at all,0.39033,10912,30344,0.38484,0.39582
2018,Very concerned,0.09995,3876,29109,0.09650,0.10340
2018,Somewhat concerned,0.43748,13056,29109,0.43178,0.44318
2018,Not concerned at all,0.46257,12177,29109,0.45684,0.46830
2019,Very concerned,0.12181,3863,28950,0.11804,0.12558
2019,Somewhat concerned,0.45015,13131,28950,0.44442,0.45588
2019,Not concerned at all,0.42804,11956,28950,0.42234,0.43374
2020,Very concerned,0.11141,3758,29267,0.10781,0.11502
2020,Somewhat concerned,0.44003,13324,29267,0.43434,0.44572
2020,Not concerned at all,0.44856,12185,29267,0.44286,0.45426
2021,Very concerned,0.11589,2429,19487,0.11139,0.12038
2021,Somewhat concerned,0.40358,7941,19487,0.39669,0.41047
2021,Not concerned at all,0.48053,9117,19487,0.47351,0.48754
2022,Very concerned,0.16598,4684,26017,0.16146,0.17050
2022,Somewhat concerned,0.48764,12815,26017,0.48156,0.49371
2022,Not concerned at all,0.34638,8518,26017,0.34060,0.35216
