"plh0033","year","regtyp","sex","n","percent","lower_confidence","upper_confidence"
"Einige Sorgen","1987","Staedtischer Raum","männlich","1868","0.446733011500557","0.431400878903278","0.462065144097837"
"Einige Sorgen","1987","Staedtischer Raum","weiblich","1831","0.430971783775981","0.41574472585922","0.446198841692742"
"Einige Sorgen","1987","Laendlicher Raum","männlich","503","0.459412901665811","0.429468771015898","0.489357032315724"
"Einige Sorgen","1987","Laendlicher Raum","weiblich","535","0.456294108829588","0.427110600632481","0.485477617026694"
"Große Sorgen","1987","Staedtischer Raum","männlich","726","0.157021183844678","0.145801034989697","0.16824133269966"
"Große Sorgen","1987","Staedtischer Raum","weiblich","707","0.148110947116022","0.13718875583431","0.159033138397734"
"Große Sorgen","1987","Laendlicher Raum","männlich","167","0.156192790140376","0.134379087709691","0.17800649257106"
"Große Sorgen","1987","Laendlicher Raum","weiblich","182","0.150487796445556","0.129538545443141","0.171437047447972"
"Keine Sorgen","1987","Staedtischer Raum","männlich","1445","0.396245804654764","0.381161559442815","0.411330049866713"
"Keine Sorgen","1987","Staedtischer Raum","weiblich","1525","0.420917269107998","0.405736514545454","0.436098023670542"
"Keine Sorgen","1987","Laendlicher Raum","männlich","394","0.384394308193814","0.355165099068001","0.413623517319626"
"Keine Sorgen","1987","Laendlicher Raum","weiblich","402","0.393218094724856","0.364598326938366","0.421837862511347"
"Einige Sorgen","1988","Staedtischer Raum","männlich","1764","0.435078666234798","0.419452987636764","0.450704344832832"
"Einige Sorgen","1988","Staedtischer Raum","weiblich","1849","0.450225379489303","0.434629043378689","0.465821715599917"
"Einige Sorgen","1988","Laendlicher Raum","männlich","480","0.459707741556749","0.428972071515067","0.49044341159843"
"Einige Sorgen","1988","Laendlicher Raum","weiblich","473","0.438317310258352","0.408305425334154","0.468329195182551"
"Große Sorgen","1988","Staedtischer Raum","männlich","726","0.154103009654761","0.142723453974138","0.165482565335385"
"Große Sorgen","1988","Staedtischer Raum","weiblich","662","0.143293516535107","0.132309920466146","0.154277112604067"
"Große Sorgen","1988","Laendlicher Raum","männlich","180","0.164002721016625","0.141166966648857","0.186838475384392"
"Große Sorgen","1988","Laendlicher Raum","weiblich","200","0.178301917978484","0.155149967461608","0.201453868495361"
"Keine Sorgen","1988","Staedtischer Raum","männlich","1377","0.41081832411044","0.395311940490557","0.426324707730323"
"Keine Sorgen","1988","Staedtischer Raum","weiblich","1398","0.406481103975591","0.391083515379807","0.421878692571375"
"Keine Sorgen","1988","Laendlicher Raum","männlich","350","0.376289537426627","0.346412330820305","0.406166744032949"
"Keine Sorgen","1988","Laendlicher Raum","weiblich","377","0.383380771763163","0.353971983075616","0.412789560450711"
"Einige Sorgen","1989","Staedtischer Raum","männlich","1580","0.407741274182884","0.391979358278206","0.423503190087562"
"Einige Sorgen","1989","Staedtischer Raum","weiblich","1746","0.437910234474407","0.422201878757384","0.453618590191429"
"Einige Sorgen","1989","Laendlicher Raum","männlich","435","0.434627169311494","0.403383591772544","0.465870746850443"
"Einige Sorgen","1989","Laendlicher Raum","weiblich","475","0.441435220746224","0.410314551493643","0.472555889998805"
"Große Sorgen","1989","Staedtischer Raum","männlich","603","0.12246185169216","0.111947213148303","0.132976490236017"
"Große Sorgen","1989","Staedtischer Raum","weiblich","555","0.115737395315464","0.105608482743056","0.125866307887871"
"Große Sorgen","1989","Laendlicher Raum","männlich","159","0.150009209130242","0.12750307385598","0.172515344404505"
"Große Sorgen","1989","Laendlicher Raum","weiblich","148","0.147963882621458","0.125711038519464","0.170216726723452"
"Keine Sorgen","1989","Staedtischer Raum","männlich","1551","0.469796874124956","0.4537888718432","0.485804876406712"
"Keine Sorgen","1989","Staedtischer Raum","weiblich","1531","0.44635237021013","0.430612868251282","0.462091872168977"
"Keine Sorgen","1989","Laendlicher Raum","männlich","373","0.415363621558264","0.384304297469861","0.446422945646667"
"Keine Sorgen","1989","Laendlicher Raum","weiblich","355","0.410600896632318","0.379769489531627","0.441432303733009"
"Einige Sorgen","1990","Staedtischer Raum","männlich","1908","0.410005192570144","0.395377630504794","0.424632754635494"
"Einige Sorgen","1990","Staedtischer Raum","weiblich","2094","0.441889726468455","0.427381626300967","0.456397826635943"
"Einige Sorgen","1990","Laendlicher Raum","männlich","1232","0.484184176382993","0.463948646873095","0.504419705892892"
"Einige Sorgen","1990","Laendlicher Raum","weiblich","1306","0.493910362340224","0.474193518088313","0.513627206592135"
"Große Sorgen","1990","Staedtischer Raum","männlich","778","0.140329719038145","0.129999870330254","0.150659567746035"
"Große Sorgen","1990","Staedtischer Raum","weiblich","789","0.132438543897614","0.122535905798237","0.142341181996991"
"Große Sorgen","1990","Laendlicher Raum","männlich","543","0.192949341780984","0.176970915789933","0.208927767772035"
"Große Sorgen","1990","Laendlicher Raum","weiblich","618","0.207424508089007","0.191434452695188","0.223414563482825"
"Keine Sorgen","1990","Staedtischer Raum","männlich","1657","0.449665088391712","0.434870213614618","0.464459963168806"
"Keine Sorgen","1990","Staedtischer Raum","weiblich","1618","0.42567172963393","0.411226944512623","0.440116514755237"
"Keine Sorgen","1990","Laendlicher Raum","männlich","568","0.322866481836022","0.30393386771256","0.341799095959484"
"Keine Sorgen","1990","Laendlicher Raum","weiblich","546","0.298665129570769","0.280616069489857","0.316714189651681"
"Einige Sorgen","1991","Staedtischer Raum","männlich","1888","0.4163366203018","0.401523284182118","0.431149956421481"
"Einige Sorgen","1991","Staedtischer Raum","weiblich","2081","0.447468337446362","0.432792985122899","0.462143689769824"
"Einige Sorgen","1991","Laendlicher Raum","männlich","1111","0.464640528250903","0.444226563842336","0.48505449265947"
"Einige Sorgen","1991","Laendlicher Raum","weiblich","1191","0.455583972749455","0.435741761101223","0.475426184397686"
"Große Sorgen","1991","Staedtischer Raum","männlich","702","0.132230259360058","0.122050980214035","0.14240953850608"
"Große Sorgen","1991","Staedtischer Raum","weiblich","725","0.12864049369384","0.118759142561645","0.138521844826036"
"Große Sorgen","1991","Laendlicher Raum","männlich","641","0.224426834517726","0.207350492573281","0.241503176462172"
"Große Sorgen","1991","Laendlicher Raum","weiblich","695","0.230878182254927","0.214089004745161","0.247667359764692"
"Keine Sorgen","1991","Staedtischer Raum","männlich","1664","0.451433120338143","0.436479000756923","0.466387239919362"
"Keine Sorgen","1991","Staedtischer Raum","weiblich","1604","0.423891168859798","0.409306107956612","0.438476229762984"
"Keine Sorgen","1991","Laendlicher Raum","männlich","541","0.310932637231371","0.291986963277682","0.32987831118506"
"Keine Sorgen","1991","Laendlicher Raum","weiblich","534","0.313537844995619","0.295053941507499","0.332021748483738"
"Einige Sorgen","1992","Staedtischer Raum","männlich","1967","0.461389426213584","0.446269867971855","0.476508984455312"
"Einige Sorgen","1992","Staedtischer Raum","weiblich","2154","0.478537174430358","0.463741657759269","0.493332691101448"
"Einige Sorgen","1992","Laendlicher Raum","männlich","1175","0.529439707666906","0.508511199888166","0.550368215445646"
"Einige Sorgen","1992","Laendlicher Raum","weiblich","1263","0.526681181598942","0.506394982394046","0.546967380803837"
"Große Sorgen","1992","Staedtischer Raum","männlich","750","0.140075157636268","0.129548787094011","0.150601528178524"
"Große Sorgen","1992","Staedtischer Raum","weiblich","843","0.161054041282754","0.150166910873488","0.171941171692021"
"Große Sorgen","1992","Laendlicher Raum","männlich","519","0.202188657892303","0.185348317399858","0.219028998384748"
"Große Sorgen","1992","Laendlicher Raum","weiblich","586","0.208110092181048","0.191615982648686","0.224604201713411"
"Keine Sorgen","1992","Staedtischer Raum","männlich","1459","0.398535416150148","0.383686104004672","0.413384728295624"
"Keine Sorgen","1992","Staedtischer Raum","weiblich","1382","0.360408784286887","0.346188458459499","0.374629110114276"
"Keine Sorgen","1992","Laendlicher Raum","männlich","491","0.268371634440791","0.249792052256597","0.286951216624986"
"Keine Sorgen","1992","Laendlicher Raum","weiblich","478","0.26520872622001","0.247272717795327","0.283144734644693"
"Einige Sorgen","1993","Staedtischer Raum","männlich","2078","0.495746848997801","0.480544284011408","0.510949413984194"
"Einige Sorgen","1993","Staedtischer Raum","weiblich","2172","0.478474628937757","0.463633367168754","0.493315890706759"
"Einige Sorgen","1993","Laendlicher Raum","männlich","1173","0.526362578837793","0.505354626133058","0.547370531542529"
"Einige Sorgen","1993","Laendlicher Raum","weiblich","1286","0.542694193037064","0.522435826179536","0.562952559894591"
"Große Sorgen","1993","Staedtischer Raum","männlich","819","0.160231373196299","0.149077744645037","0.17138500174756"
"Große Sorgen","1993","Staedtischer Raum","weiblich","824","0.15772166945834","0.146892948960909","0.168550389955771"
"Große Sorgen","1993","Laendlicher Raum","männlich","492","0.204045577943762","0.187089479956225","0.221001675931299"
"Große Sorgen","1993","Laendlicher Raum","weiblich","534","0.190308989699641","0.174346052807061","0.206271926592222"
"Keine Sorgen","1993","Staedtischer Raum","männlich","1258","0.3440217778059","0.329577352893129","0.358466202718671"
"Keine Sorgen","1993","Staedtischer Raum","weiblich","1356","0.363803701603903","0.349510392906442","0.378097010301364"
"Keine Sorgen","1993","Laendlicher Raum","männlich","505","0.269591843218445","0.250921409562848","0.288262276874042"
"Keine Sorgen","1993","Laendlicher Raum","weiblich","503","0.266996817263295","0.249006887883837","0.284986746642753"
"Einige Sorgen","1994","Staedtischer Raum","männlich","2079","0.500257875842517","0.484874132833447","0.515641618851588"
"Einige Sorgen","1994","Staedtischer Raum","weiblich","2204","0.494680573061304","0.479804144157873","0.509557001964736"
"Einige Sorgen","1994","Laendlicher Raum","männlich","1184","0.525360401954782","0.504128970527249","0.546591833382314"
"Einige Sorgen","1994","Laendlicher Raum","weiblich","1311","0.5487093258659","0.528256552261369","0.569162099470432"
"Große Sorgen","1994","Staedtischer Raum","männlich","855","0.179247080397092","0.167445930328233","0.191048230465951"
"Große Sorgen","1994","Staedtischer Raum","weiblich","925","0.179585519240241","0.168164481097366","0.191006557383117"
"Große Sorgen","1994","Laendlicher Raum","männlich","497","0.221238599423316","0.203590364232089","0.238886834614543"
"Große Sorgen","1994","Laendlicher Raum","weiblich","521","0.20188418700285","0.185385971572261","0.218382402433439"
"Keine Sorgen","1994","Staedtischer Raum","männlich","1124","0.320495043760391","0.306136875349726","0.334853212171055"
"Keine Sorgen","1994","Staedtischer Raum","weiblich","1210","0.325733907698454","0.311789489120084","0.339678326276824"
"Keine Sorgen","1994","Laendlicher Raum","männlich","444","0.253400998621902","0.23490761037759","0.271894386866214"
"Keine Sorgen","1994","Laendlicher Raum","weiblich","442","0.249406487131249","0.231623318905296","0.267189655357203"
"Einige Sorgen","1995","Staedtischer Raum","männlich","2064","0.473491183762733","0.458314928564205","0.488667438961261"
"Einige Sorgen","1995","Staedtischer Raum","weiblich","2223","0.473583703126023","0.458948161693131","0.488219244558914"
"Einige Sorgen","1995","Laendlicher Raum","männlich","1209","0.531988935328658","0.511138452762218","0.552839417895098"
"Einige Sorgen","1995","Laendlicher Raum","weiblich","1286","0.523494785451833","0.503215150209978","0.543774420693689"
"Große Sorgen","1995","Staedtischer Raum","männlich","861","0.175455757376754","0.163894724342408","0.187016790411099"
"Große Sorgen","1995","Staedtischer Raum","weiblich","882","0.16414879565557","0.15329131428883","0.175006277022311"
"Große Sorgen","1995","Laendlicher Raum","männlich","453","0.181738115033259","0.165624019974931","0.197852210091587"
"Große Sorgen","1995","Laendlicher Raum","weiblich","493","0.183218606695959","0.167511078916075","0.198926134475844"
"Keine Sorgen","1995","Staedtischer Raum","männlich","1233","0.351053058860514","0.336545417059524","0.365560700661503"
"Keine Sorgen","1995","Staedtischer Raum","weiblich","1366","0.362267501218407","0.348178515840013","0.376356486596801"
"Keine Sorgen","1995","Laendlicher Raum","männlich","538","0.286272949638083","0.267384644701397","0.305161254574769"
"Keine Sorgen","1995","Laendlicher Raum","weiblich","551","0.293286607852207","0.274800822437265","0.31177239326715"
"Einige Sorgen","1996","Staedtischer Raum","männlich","2152","0.52120186227955","0.505865929049606","0.536537795509494"
"Einige Sorgen","1996","Staedtischer Raum","weiblich","2362","0.523620653259475","0.508860008617336","0.538381297901613"
"Einige Sorgen","1996","Laendlicher Raum","männlich","1215","0.519954184876279","0.499063294720161","0.540845075032396"
"Einige Sorgen","1996","Laendlicher Raum","weiblich","1304","0.541394374487642","0.521135907062496","0.561652841912788"
"Große Sorgen","1996","Staedtischer Raum","männlich","807","0.160622831128904","0.149350513500956","0.171895148756852"
"Große Sorgen","1996","Staedtischer Raum","weiblich","833","0.159316836799323","0.148500816570604","0.170132857028043"
"Große Sorgen","1996","Laendlicher Raum","männlich","471","0.19507975969423","0.178510023556374","0.211649495832087"
"Große Sorgen","1996","Laendlicher Raum","weiblich","475","0.178845609171291","0.163265102378198","0.194426115964384"
"Keine Sorgen","1996","Staedtischer Raum","männlich","1117","0.318175306591546","0.303876473328937","0.332474139854156"
"Keine Sorgen","1996","Staedtischer Raum","weiblich","1203","0.317062509941202","0.3033099545702","0.330815065312204"
"Keine Sorgen","1996","Laendlicher Raum","männlich","511","0.284966055429491","0.26609079477401","0.303841316084971"
"Keine Sorgen","1996","Laendlicher Raum","weiblich","545","0.279760016341067","0.261510075325637","0.298009957356497"
"Einige Sorgen","1997","Staedtischer Raum","männlich","2197","0.540954792428729","0.525577199533042","0.556332385324416"
"Einige Sorgen","1997","Staedtischer Raum","weiblich","2373","0.537730513708656","0.522819867650519","0.552641159766792"
"Einige Sorgen","1997","Laendlicher Raum","männlich","1264","0.543950566029279","0.522946329876043","0.564954802182515"
"Einige Sorgen","1997","Laendlicher Raum","weiblich","1354","0.57044558289751","0.55016239161198","0.590728774183041"
"Große Sorgen","1997","Staedtischer Raum","männlich","903","0.190240993593325","0.178129154560816","0.202352832625834"
"Große Sorgen","1997","Staedtischer Raum","weiblich","930","0.18767528222237","0.175998185435536","0.199352379009204"
"Große Sorgen","1997","Laendlicher Raum","männlich","498","0.229196706105154","0.211471259664313","0.246922152545994"
"Große Sorgen","1997","Laendlicher Raum","weiblich","521","0.20373638415416","0.187232627404868","0.220240140903452"
"Keine Sorgen","1997","Staedtischer Raum","männlich","934","0.268804213977946","0.255123302891574","0.282485125064318"
"Keine Sorgen","1997","Staedtischer Raum","weiblich","992","0.274594204068974","0.261246618901183","0.287941789236766"
"Keine Sorgen","1997","Laendlicher Raum","männlich","398","0.226852727865567","0.209191360166341","0.244514095564794"
"Keine Sorgen","1997","Laendlicher Raum","weiblich","413","0.22581803294833","0.208685526003336","0.242950539893323"
"Einige Sorgen","1998","Staedtischer Raum","männlich","2243","0.493228639587581","0.47852455883376","0.507932720341401"
"Einige Sorgen","1998","Staedtischer Raum","weiblich","2456","0.509275156697742","0.495083902376674","0.52346641101881"
"Einige Sorgen","1998","Laendlicher Raum","männlich","1272","0.503972549203903","0.484043974483588","0.523901123924218"
"Einige Sorgen","1998","Laendlicher Raum","weiblich","1351","0.519453661180513","0.50000836741204","0.538898954948986"
"Große Sorgen","1998","Staedtischer Raum","männlich","1094","0.223312253914526","0.211063632582921","0.23556087524613"
"Große Sorgen","1998","Staedtischer Raum","weiblich","1136","0.216252869988867","0.204566101611269","0.227939638366465"
"Große Sorgen","1998","Laendlicher Raum","männlich","652","0.256342195488386","0.238939498332138","0.273744892644633"
"Große Sorgen","1998","Laendlicher Raum","weiblich","695","0.253897543774381","0.236957990578717","0.270837096970045"
"Keine Sorgen","1998","Staedtischer Raum","männlich","1104","0.283459106497894","0.27020429970055","0.296713913295238"
"Keine Sorgen","1998","Staedtischer Raum","weiblich","1175","0.27447197331339","0.261804161175713","0.287139785451068"
"Keine Sorgen","1998","Laendlicher Raum","männlich","494","0.239685255307712","0.222670045508589","0.256700465106835"
"Keine Sorgen","1998","Laendlicher Raum","weiblich","490","0.226648795045107","0.210354388154985","0.242943201935229"
"Einige Sorgen","1999","Staedtischer Raum","männlich","2165","0.482012749669557","0.467006123324805","0.49701937601431"
"Einige Sorgen","1999","Staedtischer Raum","weiblich","2345","0.495360417028642","0.48085671039837","0.509864123658914"
"Einige Sorgen","1999","Laendlicher Raum","männlich","1273","0.528076897716559","0.507806870409519","0.548346925023598"
"Einige Sorgen","1999","Laendlicher Raum","weiblich","1366","0.522717293585979","0.50300737638412","0.542427210787839"
"Große Sorgen","1999","Staedtischer Raum","männlich","772","0.163137988937741","0.152041163609473","0.174234814266009"
"Große Sorgen","1999","Staedtischer Raum","weiblich","871","0.166707717145726","0.155895762077487","0.177519672213965"
"Große Sorgen","1999","Laendlicher Raum","männlich","461","0.173833711221494","0.158446111994007","0.189221310448982"
"Große Sorgen","1999","Laendlicher Raum","weiblich","489","0.177867093921501","0.162777333776351","0.19295685406665"
"Keine Sorgen","1999","Staedtischer Raum","männlich","1322","0.354849261392702","0.340479590448737","0.369218932336666"
"Keine Sorgen","1999","Staedtischer Raum","weiblich","1349","0.337931865825632","0.324210617762181","0.351653113889083"
"Keine Sorgen","1999","Laendlicher Raum","männlich","596","0.298089391061947","0.279516295480769","0.316662486643125"
"Keine Sorgen","1999","Laendlicher Raum","weiblich","612","0.29941561249252","0.281342582689609","0.317488642295431"
"Einige Sorgen","2000","Staedtischer Raum","männlich","3445","0.458377214776944","0.447047638754687","0.4697067907992"
"Einige Sorgen","2000","Staedtischer Raum","weiblich","3779","0.452871842474691","0.442017551005358","0.463726133944024"
"Einige Sorgen","2000","Laendlicher Raum","männlich","2044","0.493772898068736","0.47837896147876","0.509166834658712"
"Einige Sorgen","2000","Laendlicher Raum","weiblich","2190","0.488193336401064","0.473285817089881","0.503100855712246"
"Große Sorgen","2000","Staedtischer Raum","männlich","1253","0.156844387791231","0.148575596249769","0.165113179332694"
"Große Sorgen","2000","Staedtischer Raum","weiblich","1356","0.160348218048128","0.152347094750791","0.168349341345465"
"Große Sorgen","2000","Laendlicher Raum","männlich","755","0.173831711020814","0.162163288795474","0.185500133246154"
"Große Sorgen","2000","Laendlicher Raum","weiblich","878","0.188098334510101","0.176443645747211","0.19975302327299"
"Keine Sorgen","2000","Staedtischer Raum","männlich","2732","0.384778397431825","0.373715349011023","0.395841445852628"
"Keine Sorgen","2000","Staedtischer Raum","weiblich","2944","0.386779939477181","0.376160308287582","0.39739957066678"
"Keine Sorgen","2000","Laendlicher Raum","männlich","1253","0.33239539091045","0.317890965386376","0.346899816434524"
"Keine Sorgen","2000","Laendlicher Raum","weiblich","1251","0.323708329088836","0.309754273607575","0.337662384570097"
"Einige Sorgen","2001","Staedtischer Raum","männlich","3122","0.456473839576145","0.444597316849279","0.468350362303011"
"Einige Sorgen","2001","Staedtischer Raum","weiblich","3535","0.461955104819956","0.450589157656055","0.473321051983857"
"Einige Sorgen","2001","Laendlicher Raum","männlich","1851","0.474076988866131","0.457970429809584","0.490183547922678"
"Einige Sorgen","2001","Laendlicher Raum","weiblich","1979","0.478269412549814","0.462597995504759","0.493940829594869"
"Große Sorgen","2001","Staedtischer Raum","männlich","1083","0.152338822382936","0.143770662237757","0.160906982528114"
"Große Sorgen","2001","Staedtischer Raum","weiblich","1156","0.150873053600333","0.142713082106091","0.159033025094575"
"Große Sorgen","2001","Laendlicher Raum","männlich","721","0.188769280928021","0.17614649841516","0.201392063440883"
"Große Sorgen","2001","Laendlicher Raum","weiblich","762","0.183709442311862","0.171560542762097","0.195858341861626"
"Keine Sorgen","2001","Staedtischer Raum","männlich","2552","0.391187338040919","0.379551293788654","0.402823382293184"
"Keine Sorgen","2001","Staedtischer Raum","weiblich","2700","0.387171841579712","0.37606686292594","0.398276820233483"
"Keine Sorgen","2001","Laendlicher Raum","männlich","1120","0.337153730205848","0.32190486106041","0.352402599351285"
"Keine Sorgen","2001","Laendlicher Raum","weiblich","1162","0.338021145138325","0.323180840764902","0.352861449511747"
"Einige Sorgen","2002","Staedtischer Raum","männlich","3488","0.495901803760949","0.484437862476123","0.507365745045775"
"Einige Sorgen","2002","Staedtischer Raum","weiblich","3887","0.496879153027797","0.485820060544105","0.507938245511488"
"Einige Sorgen","2002","Laendlicher Raum","männlich","1929","0.512162439476046","0.496219309798768","0.528105569153324"
"Einige Sorgen","2002","Laendlicher Raum","weiblich","2114","0.521250772897459","0.505697798619474","0.536803747175445"
"Große Sorgen","2002","Staedtischer Raum","männlich","1251","0.183096056712892","0.174228509097716","0.191963604328069"
"Große Sorgen","2002","Staedtischer Raum","weiblich","1335","0.180296693174879","0.171793536723883","0.188799849625876"
"Große Sorgen","2002","Laendlicher Raum","männlich","757","0.208183679766319","0.195233742548023","0.221133616984615"
"Große Sorgen","2002","Laendlicher Raum","weiblich","828","0.214150369704352","0.201378184845599","0.226922554563105"
"Keine Sorgen","2002","Staedtischer Raum","männlich","2568","0.321002139526159","0.310297631705803","0.331706647346514"
"Keine Sorgen","2002","Staedtischer Raum","weiblich","2630","0.322824153797324","0.312482459738696","0.333165847855953"
"Keine Sorgen","2002","Laendlicher Raum","männlich","1090","0.279653880757635","0.265338162789777","0.293969598725493"
"Keine Sorgen","2002","Laendlicher Raum","weiblich","1021","0.264598857398189","0.250865010956363","0.278332703840015"
"Einige Sorgen","2003","Staedtischer Raum","männlich","3449","0.498054227367845","0.486362151021273","0.509746303714417"
"Einige Sorgen","2003","Staedtischer Raum","weiblich","3792","0.49511470537033","0.483858515479363","0.506370895261296"
"Einige Sorgen","2003","Laendlicher Raum","männlich","1846","0.497330180261535","0.481001914899865","0.513658445623204"
"Einige Sorgen","2003","Laendlicher Raum","weiblich","2009","0.508711873675564","0.492875118688952","0.524548628662176"
"Große Sorgen","2003","Staedtischer Raum","männlich","1588","0.238991372886975","0.229018717111322","0.248964028662627"
"Große Sorgen","2003","Staedtischer Raum","weiblich","1658","0.229521478076143","0.220054005150051","0.238988951002235"
"Große Sorgen","2003","Laendlicher Raum","männlich","910","0.266523105988278","0.252084113572099","0.280962098404457"
"Große Sorgen","2003","Laendlicher Raum","weiblich","959","0.249747247044634","0.23603475842447","0.263459735664797"
"Keine Sorgen","2003","Staedtischer Raum","männlich","1988","0.26295439974518","0.252659732187297","0.273249067303064"
"Keine Sorgen","2003","Staedtischer Raum","weiblich","2129","0.275363816553527","0.265307114545527","0.285420518561527"
"Keine Sorgen","2003","Laendlicher Raum","männlich","846","0.236146713750187","0.22227685093343","0.250016576566944"
"Keine Sorgen","2003","Laendlicher Raum","weiblich","860","0.241540879279802","0.227982008023719","0.255099750535886"
"Einige Sorgen","2004","Staedtischer Raum","männlich","3380","0.50217536345636","0.490310626140018","0.514040100772703"
"Einige Sorgen","2004","Staedtischer Raum","weiblich","3752","0.505647712899447","0.494268675418422","0.517026750380472"
"Einige Sorgen","2004","Laendlicher Raum","männlich","1834","0.508534286467573","0.491995590444303","0.525072982490843"
"Einige Sorgen","2004","Laendlicher Raum","weiblich","1984","0.512626104312532","0.496606795229081","0.528645413395983"
"Große Sorgen","2004","Staedtischer Raum","männlich","1571","0.256816535134186","0.246449567470891","0.267183502797481"
"Große Sorgen","2004","Staedtischer Raum","weiblich","1805","0.259921079609418","0.249938954728828","0.269903204490008"
"Große Sorgen","2004","Laendlicher Raum","männlich","963","0.293545539579071","0.278480358317894","0.308610720840247"
"Große Sorgen","2004","Laendlicher Raum","weiblich","1040","0.280162871660641","0.265770422577811","0.294555320743471"
"Keine Sorgen","2004","Staedtischer Raum","männlich","1871","0.241008101409454","0.230859022612092","0.251157180206816"
"Keine Sorgen","2004","Staedtischer Raum","weiblich","1859","0.234431207491136","0.224789297931519","0.244073117050753"
"Keine Sorgen","2004","Laendlicher Raum","männlich","713","0.197920173953356","0.18473917391417","0.211101173992542"
"Keine Sorgen","2004","Laendlicher Raum","weiblich","716","0.207211024026827","0.194221371924402","0.220200676129252"
"Einige Sorgen","2005","Staedtischer Raum","männlich","3278","0.507131688653396","0.494997330382905","0.519266046923888"
"Einige Sorgen","2005","Staedtischer Raum","weiblich","3633","0.502106018640398","0.490511745698684","0.513700291582112"
"Einige Sorgen","2005","Laendlicher Raum","männlich","1725","0.504630717437656","0.48767206812918","0.521589366746132"
"Einige Sorgen","2005","Laendlicher Raum","weiblich","1881","0.508653280577888","0.492320424957883","0.524986136197893"
"Große Sorgen","2005","Staedtischer Raum","männlich","1549","0.262513461194982","0.251834135571582","0.273192786818382"
"Große Sorgen","2005","Staedtischer Raum","weiblich","1754","0.266738608740508","0.256483276891017","0.27699394059"
"Große Sorgen","2005","Laendlicher Raum","männlich","921","0.292529186329415","0.27709873080668","0.30795964185215"
"Große Sorgen","2005","Laendlicher Raum","weiblich","1012","0.288215608529341","0.273418047283924","0.303013169774757"
"Keine Sorgen","2005","Staedtischer Raum","männlich","1694","0.230354850151622","0.220135225628843","0.240574474674402"
"Keine Sorgen","2005","Staedtischer Raum","weiblich","1757","0.231155372619094","0.221379654821261","0.240931090416927"
"Keine Sorgen","2005","Laendlicher Raum","männlich","693","0.202840096232929","0.189200877052816","0.216479315413043"
"Keine Sorgen","2005","Laendlicher Raum","weiblich","706","0.203131110892771","0.189986769651032","0.21627545213451"
"Einige Sorgen","2006","Staedtischer Raum","männlich","3318","0.489145572774479","0.477279169916702","0.501011975632257"
"Einige Sorgen","2006","Staedtischer Raum","weiblich","3652","0.474635400182189","0.463340135163019","0.48593066520136"
