year,quintil_oecd,regtyp,plh0033,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1986,4th Quintile,Urban regions,Not concerned at all,0.48829,774,10405,0.48795,0.48864
1986,4th Quintile,Rural regions,Very concerned,0.16580,73,10405,0.16533,0.16628
1986,4th Quintile,Rural regions,Somewhat concerned,0.40095,179,10405,0.40032,0.40157
1986,4th Quintile,Rural regions,Not concerned at all,0.43325,185,10405,0.43262,0.43389
1986,5th Quintile,Urban regions,Very concerned,0.08312,151,10405,0.08293,0.08330
1986,5th Quintile,Urban regions,Somewhat concerned,0.34369,605,10405,0.34337,0.34401
1986,5th Quintile,Urban regions,Not concerned at all,0.57319,928,10405,0.57286,0.57352
1986,5th Quintile,Rural regions,Very concerned,0.10799,45,10405,0.10757,0.10840
1986,5th Quintile,Rural regions,Somewhat concerned,0.41281,161,10405,0.41215,0.41347
1986,5th Quintile,Rural regions,Not concerned at all,0.47921,180,10405,0.47854,0.47988
1987,1st Quintile,Urban regions,Very concerned,0.27061,462,10282,0.27027,0.27094
1987,1st Quintile,Urban regions,Somewhat concerned,0.44361,680,10282,0.44323,0.44398
1987,1st Quintile,Urban regions,Not concerned at all,0.28579,387,10282,0.28544,0.28613
1987,1st Quintile,Rural regions,Very concerned,0.22933,116,10282,0.22882,0.22984
1987,1st Quintile,Rural regions,Somewhat concerned,0.44977,216,10282,0.44917,0.45038
1987,1st Quintile,Rural regions,Not concerned at all,0.32090,122,10282,0.32033,0.32147
1987,2nd Quintile,Urban regions,Very concerned,0.18467,339,10282,0.18437,0.18496
1987,2nd Quintile,Urban regions,Somewhat concerned,0.46227,745,10282,0.46189,0.46264
1987,2nd Quintile,Urban regions,Not concerned at all,0.35307,458,10282,0.35271,0.35343
1987,2nd Quintile,Rural regions,Very concerned,0.12339,63,10282,0.12299,0.12379
1987,2nd Quintile,Rural regions,Somewhat concerned,0.48541,244,10282,0.48480,0.48603
1987,2nd Quintile,Rural regions,Not concerned at all,0.39120,175,10282,0.39060,0.39179
1987,3rd Quintile,Urban regions,Very concerned,0.12051,239,10282,0.12027,0.12075
1987,3rd Quintile,Urban regions,Somewhat concerned,0.45870,795,10282,0.45834,0.45906
1987,3rd Quintile,Urban regions,Not concerned at all,0.42079,588,10282,0.42043,0.42115
1987,3rd Quintile,Rural regions,Very concerned,0.15052,65,10282,0.15009,0.15096
1987,3rd Quintile,Rural regions,Somewhat concerned,0.46752,220,10282,0.46691,0.46813
1987,3rd Quintile,Rural regions,Not concerned at all,0.38196,167,10282,0.38136,0.38255
1987,4th Quintile,Urban regions,Very concerned,0.11649,218,10282,0.11627,0.11671
1987,4th Quintile,Urban regions,Somewhat concerned,0.44789,799,10282,0.44756,0.44823
1987,4th Quintile,Urban regions,Not concerned at all,0.43561,708,10282,0.43527,0.43595
1987,4th Quintile,Rural regions,Very concerned,0.12147,59,10282,0.12104,0.12190
1987,4th Quintile,Rural regions,Somewhat concerned,0.44430,192,10282,0.44364,0.44496
1987,4th Quintile,Rural regions,Not concerned at all,0.43423,183,10282,0.43357,0.43488
1987,5th Quintile,Urban regions,Very concerned,0.09722,177,10282,0.09702,0.09742
1987,5th Quintile,Urban regions,Somewhat concerned,0.39070,681,10282,0.39038,0.39103
1987,5th Quintile,Urban regions,Not concerned at all,0.51208,827,10282,0.51174,0.51241
1987,5th Quintile,Rural regions,Very concerned,0.12765,44,10282,0.12719,0.12812
1987,5th Quintile,Rural regions,Somewhat concerned,0.43371,164,10282,0.43302,0.43440
1987,5th Quintile,Rural regions,Not concerned at all,0.43864,149,10282,0.43794,0.43933
1988,1st Quintile,Urban regions,Very concerned,0.28352,482,9834,0.28318,0.28386
1988,1st Quintile,Urban regions,Somewhat concerned,0.42328,657,9834,0.42291,0.42366
1988,1st Quintile,Urban regions,Not concerned at all,0.29319,372,9834,0.29285,0.29354
1988,1st Quintile,Rural regions,Very concerned,0.28031,124,9834,0.27976,0.28086
1988,1st Quintile,Rural regions,Somewhat concerned,0.38374,170,9834,0.38314,0.38433
1988,1st Quintile,Rural regions,Not concerned at all,0.33595,134,9834,0.33537,0.33653
1988,2nd Quintile,Urban regions,Very concerned,0.17743,322,9834,0.17715,0.17771
1988,2nd Quintile,Urban regions,Somewhat concerned,0.43686,716,9834,0.43649,0.43723
1988,2nd Quintile,Urban regions,Not concerned at all,0.38571,499,9834,0.38535,0.38607
1988,2nd Quintile,Rural regions,Very concerned,0.16948,71,9834,0.16900,0.16996
1988,2nd Quintile,Rural regions,Somewhat concerned,0.48174,212,9834,0.48110,0.48238
1988,2nd Quintile,Rural regions,Not concerned at all,0.34878,137,9834,0.34817,0.34938
1988,3rd Quintile,Urban regions,Very concerned,0.13755,262,9834,0.13731,0.13780
1988,3rd Quintile,Urban regions,Somewhat concerned,0.47617,747,9834,0.47581,0.47653
1988,3rd Quintile,Urban regions,Not concerned at all,0.38628,521,9834,0.38593,0.38663
1988,3rd Quintile,Rural regions,Very concerned,0.16785,81,9834,0.16738,0.16831
1988,3rd Quintile,Rural regions,Somewhat concerned,0.43969,206,9834,0.43908,0.44031
1988,3rd Quintile,Rural regions,Not concerned at all,0.39246,154,9834,0.39185,0.39307
1988,4th Quintile,Urban regions,Very concerned,0.10062,187,9834,0.10041,0.10083
1988,4th Quintile,Urban regions,Somewhat concerned,0.45478,782,9834,0.45443,0.45513
1988,4th Quintile,Urban regions,Not concerned at all,0.44460,632,9834,0.44425,0.44495
1988,4th Quintile,Rural regions,Very concerned,0.12772,68,9834,0.12731,0.12813
1988,4th Quintile,Rural regions,Somewhat concerned,0.47406,216,9834,0.47344,0.47467
1988,4th Quintile,Rural regions,Not concerned at all,0.39822,166,9834,0.39762,0.39883
1988,5th Quintile,Urban regions,Very concerned,0.07307,134,9834,0.07290,0.07324
1988,5th Quintile,Urban regions,Somewhat concerned,0.42603,713,9834,0.42571,0.42635
1988,5th Quintile,Urban regions,Not concerned at all,0.50090,755,9834,0.50057,0.50122
1988,5th Quintile,Rural regions,Very concerned,0.08857,35,9834,0.08816,0.08897
1988,5th Quintile,Rural regions,Somewhat concerned,0.47463,147,9834,0.47391,0.47534
1988,5th Quintile,Rural regions,Not concerned at all,0.43681,132,9834,0.43610,0.43752
1989,1st Quintile,Urban regions,Very concerned,0.23145,415,9510,0.23114,0.23176
1989,1st Quintile,Urban regions,Somewhat concerned,0.45398,692,9510,0.45361,0.45435
1989,1st Quintile,Urban regions,Not concerned at all,0.31457,386,9510,0.31423,0.31492
1989,1st Quintile,Rural regions,Very concerned,0.22620,96,9510,0.22567,0.22673
1989,1st Quintile,Rural regions,Somewhat concerned,0.44775,189,9510,0.44712,0.44838
1989,1st Quintile,Rural regions,Not concerned at all,0.32605,98,9510,0.32545,0.32664
1989,2nd Quintile,Urban regions,Very concerned,0.14273,285,9510,0.14247,0.14299
1989,2nd Quintile,Urban regions,Somewhat concerned,0.46809,737,9510,0.46772,0.46846
1989,2nd Quintile,Urban regions,Not concerned at all,0.38918,515,9510,0.38882,0.38954
1989,2nd Quintile,Rural regions,Very concerned,0.13568,59,9510,0.13525,0.13612
1989,2nd Quintile,Rural regions,Somewhat concerned,0.47955,200,9510,0.47891,0.48018
1989,2nd Quintile,Rural regions,Not concerned at all,0.38477,142,9510,0.38415,0.38539
1989,3rd Quintile,Urban regions,Very concerned,0.11294,202,9510,0.11272,0.11317
1989,3rd Quintile,Urban regions,Somewhat concerned,0.42910,655,9510,0.42875,0.42946
1989,3rd Quintile,Urban regions,Not concerned at all,0.45795,609,9510,0.45760,0.45831
1989,3rd Quintile,Rural regions,Very concerned,0.15751,66,9510,0.15705,0.15798
1989,3rd Quintile,Rural regions,Somewhat concerned,0.44904,192,9510,0.44840,0.44967
1989,3rd Quintile,Rural regions,Not concerned at all,0.39345,150,9510,0.39283,0.39408
1989,4th Quintile,Urban regions,Very concerned,0.08366,166,9510,0.08347,0.08385
1989,4th Quintile,Urban regions,Somewhat concerned,0.40969,680,9510,0.40935,0.41002
1989,4th Quintile,Urban regions,Not concerned at all,0.50665,745,9510,0.50631,0.50699
1989,4th Quintile,Rural regions,Very concerned,0.11432,48,9510,0.11392,0.11473
1989,4th Quintile,Rural regions,Somewhat concerned,0.45329,199,9510,0.45266,0.45393
1989,4th Quintile,Rural regions,Not concerned at all,0.43238,166,9510,0.43175,0.43301
1989,5th Quintile,Urban regions,Very concerned,0.04945,91,9510,0.04931,0.04960
1989,5th Quintile,Urban regions,Somewhat concerned,0.37177,564,9510,0.37145,0.37209
1989,5th Quintile,Urban regions,Not concerned at all,0.57878,830,9510,0.57845,0.57911
1989,5th Quintile,Rural regions,Very concerned,0.10491,37,9510,0.10449,0.10533
1989,5th Quintile,Rural regions,Somewhat concerned,0.34828,127,9510,0.34763,0.34893
1989,5th Quintile,Rural regions,Not concerned at all,0.54681,169,9510,0.54613,0.54749
1990,1st Quintile,Urban regions,Very concerned,0.21768,382,9305,0.21737,0.21799
1990,1st Quintile,Urban regions,Somewhat concerned,0.46268,662,9305,0.46231,0.46306
1990,1st Quintile,Urban regions,Not concerned at all,0.31964,385,9305,0.31929,0.31999
1990,1st Quintile,Rural regions,Very concerned,0.24676,124,9305,0.24624,0.24728
1990,1st Quintile,Rural regions,Somewhat concerned,0.40772,174,9305,0.40713,0.40832
1990,1st Quintile,Rural regions,Not concerned at all,0.34552,123,9305,0.34495,0.34609
1990,2nd Quintile,Urban regions,Very concerned,0.16146,288,9305,0.16119,0.16173
1990,2nd Quintile,Urban regions,Somewhat concerned,0.44117,669,9305,0.44081,0.44153
1990,2nd Quintile,Urban regions,Not concerned at all,0.39737,519,9305,0.39701,0.39772
1990,2nd Quintile,Rural regions,Very concerned,0.11936,54,9305,0.11895,0.11977
1990,2nd Quintile,Rural regions,Somewhat concerned,0.46620,194,9305,0.46557,0.46684
1990,2nd Quintile,Rural regions,Not concerned at all,0.41444,148,9305,0.41381,0.41507
1990,3rd Quintile,Urban regions,Very concerned,0.11206,229,9305,0.11184,0.11227
1990,3rd Quintile,Urban regions,Somewhat concerned,0.42333,682,9305,0.42298,0.42367
1990,3rd Quintile,Urban regions,Not concerned at all,0.46462,621,9305,0.46427,0.46496
1990,3rd Quintile,Rural regions,Very concerned,0.14430,54,9305,0.14383,0.14477
1990,3rd Quintile,Rural regions,Somewhat concerned,0.43727,165,9305,0.43661,0.43794
1990,3rd Quintile,Rural regions,Not concerned at all,0.41843,136,9305,0.41777,0.41909
1990,4th Quintile,Urban regions,Very concerned,0.08560,152,9305,0.08541,0.08579
1990,4th Quintile,Urban regions,Somewhat concerned,0.37952,598,9305,0.37919,0.37985
1990,4th Quintile,Urban regions,Not concerned at all,0.53488,714,9305,0.53454,0.53522
1990,4th Quintile,Rural regions,Very concerned,0.11317,49,9305,0.11278,0.11356
1990,4th Quintile,Rural regions,Somewhat concerned,0.45035,208,9305,0.44975,0.45096
1990,4th Quintile,Rural regions,Not concerned at all,0.43648,186,9305,0.43587,0.43708
1990,5th Quintile,Urban regions,Very concerned,0.04636,77,9305,0.04623,0.04650
1990,5th Quintile,Urban regions,Somewhat concerned,0.36240,549,9305,0.36209,0.36271
1990,5th Quintile,Urban regions,Not concerned at all,0.59124,866,9305,0.59092,0.59156
1990,5th Quintile,Rural regions,Somewhat concerned,0.41178,125,9305,0.41107,0.41248
1990,5th Quintile,Rural regions,Not concerned at all,0.58822,172,9305,0.58752,0.58893
1991,1st Quintile,Urban regions,Very concerned,0.20249,360,9290,0.20219,0.20279
1991,1st Quintile,Urban regions,Somewhat concerned,0.43555,634,9290,0.43518,0.43591
1991,1st Quintile,Urban regions,Not concerned at all,0.36197,423,9290,0.36161,0.36232
1991,1st Quintile,Rural regions,Very concerned,0.16643,76,9290,0.16599,0.16688
1991,1st Quintile,Rural regions,Somewhat concerned,0.39157,166,9290,0.39099,0.39216
1991,1st Quintile,Rural regions,Not concerned at all,0.44199,161,9290,0.44139,0.44259
1991,2nd Quintile,Urban regions,Very concerned,0.12124,210,9290,0.12100,0.12148
1991,2nd Quintile,Urban regions,Somewhat concerned,0.45064,701,9290,0.45028,0.45101
1991,2nd Quintile,Urban regions,Not concerned at all,0.42812,535,9290,0.42775,0.42848
1991,2nd Quintile,Rural regions,Very concerned,0.12990,63,9290,0.12949,0.13031
1991,2nd Quintile,Rural regions,Somewhat concerned,0.44906,203,9290,0.44845,0.44967
1991,2nd Quintile,Rural regions,Not concerned at all,0.42104,159,9290,0.42043,0.42165
1991,3rd Quintile,Urban regions,Very concerned,0.08279,149,9290,0.08259,0.08298
1991,3rd Quintile,Urban regions,Somewhat concerned,0.45949,729,9290,0.45914,0.45984
1991,3rd Quintile,Urban regions,Not concerned at all,0.45772,605,9290,0.45737,0.45808
1991,3rd Quintile,Rural regions,Very concerned,0.11515,45,9290,0.11473,0.11556
1991,3rd Quintile,Rural regions,Somewhat concerned,0.47196,200,9290,0.47131,0.47261
1991,3rd Quintile,Rural regions,Not concerned at all,0.41289,149,9290,0.41225,0.41354
1991,4th Quintile,Urban regions,Very concerned,0.08875,145,9290,0.08855,0.08895
1991,4th Quintile,Urban regions,Somewhat concerned,0.41838,650,9290,0.41804,0.41872
1991,4th Quintile,Urban regions,Not concerned at all,0.49287,670,9290,0.49252,0.49321
1991,4th Quintile,Rural regions,Very concerned,0.10392,50,9290,0.10356,0.10429
1991,4th Quintile,Rural regions,Somewhat concerned,0.42954,204,9290,0.42895,0.43012
1991,4th Quintile,Rural regions,Not concerned at all,0.46654,203,9290,0.46595,0.46713
1991,5th Quintile,Urban regions,Very concerned,0.04016,72,9290,0.04003,0.04029
1991,5th Quintile,Urban regions,Somewhat concerned,0.36559,556,9290,0.36527,0.36590
1991,5th Quintile,Urban regions,Not concerned at all,0.59425,893,9290,0.59393,0.59457
1991,5th Quintile,Rural regions,Somewhat concerned,0.41679,126,9290,0.41607,0.41750
1991,5th Quintile,Rural regions,Not concerned at all,0.58321,153,9290,0.58250,0.58393
1992,1st Quintile,Urban regions,Very concerned,0.26906,447,13064,0.26872,0.26939
1992,1st Quintile,Urban regions,Somewhat concerned,0.48883,679,13064,0.48845,0.48922
1992,1st Quintile,Urban regions,Not concerned at all,0.24211,267,13064,0.24178,0.24244
1992,1st Quintile,Rural regions,Very concerned,0.33525,495,13064,0.33486,0.33564
1992,1st Quintile,Rural regions,Somewhat concerned,0.47148,629,13064,0.47107,0.47189
1992,1st Quintile,Rural regions,Not concerned at all,0.19327,189,13064,0.19295,0.19360
1992,2nd Quintile,Urban regions,Very concerned,0.22270,419,13064,0.22240,0.22300
1992,2nd Quintile,Urban regions,Somewhat concerned,0.50401,827,13064,0.50365,0.50436
1992,2nd Quintile,Urban regions,Not concerned at all,0.27329,379,13064,0.27297,0.27361
1992,2nd Quintile,Rural regions,Very concerned,0.23026,309,13064,0.22987,0.23066
1992,2nd Quintile,Rural regions,Somewhat concerned,0.54181,655,13064,0.54135,0.54228
1992,2nd Quintile,Rural regions,Not concerned at all,0.22792,191,13064,0.22753,0.22832
1992,3rd Quintile,Urban regions,Very concerned,0.15030,315,13064,0.15007,0.15054
1992,3rd Quintile,Urban regions,Somewhat concerned,0.47836,860,13064,0.47802,0.47869
1992,3rd Quintile,Urban regions,Not concerned at all,0.37134,557,13064,0.37102,0.37166
1992,3rd Quintile,Rural regions,Very concerned,0.15482,160,13064,0.15447,0.15517
1992,3rd Quintile,Rural regions,Somewhat concerned,0.59765,541,13064,0.59717,0.59812
1992,3rd Quintile,Rural regions,Not concerned at all,0.24754,197,13064,0.24711,0.24796
1992,4th Quintile,Urban regions,Very concerned,0.11568,264,13064,0.11548,0.11587
1992,4th Quintile,Urban regions,Somewhat concerned,0.47972,919,13064,0.47941,0.48003
1992,4th Quintile,Urban regions,Not concerned at all,0.40460,714,13064,0.40430,0.40491
1992,4th Quintile,Rural regions,Very concerned,0.11321,97,13064,0.11289,0.11354
1992,4th Quintile,Rural regions,Somewhat concerned,0.59239,410,13064,0.59189,0.59289
1992,4th Quintile,Rural regions,Not concerned at all,0.29440,201,13064,0.29393,0.29486
1992,5th Quintile,Urban regions,Very concerned,0.06605,146,13064,0.06591,0.06620
1992,5th Quintile,Urban regions,Somewhat concerned,0.42350,840,13064,0.42321,0.42379
1992,5th Quintile,Urban regions,Not concerned at all,0.51045,929,13064,0.51016,0.51074
1992,5th Quintile,Rural regions,Very concerned,0.09125,44,13064,0.09090,0.09161
1992,5th Quintile,Rural regions,Somewhat concerned,0.43154,199,13064,0.43094,0.43215
1992,5th Quintile,Rural regions,Not concerned at all,0.47720,185,13064,0.47659,0.47781
1993,1st Quintile,Urban regions,Very concerned,0.31931,523,12998,0.31897,0.31966
1993,1st Quintile,Urban regions,Somewhat concerned,0.48582,687,12998,0.48545,0.48618
1993,1st Quintile,Urban regions,Not concerned at all,0.19487,229,12998,0.19458,0.19516
1993,1st Quintile,Rural regions,Very concerned,0.30373,398,12998,0.30334,0.30412
1993,1st Quintile,Rural regions,Somewhat concerned,0.49419,589,12998,0.49377,0.49462
1993,1st Quintile,Rural regions,Not concerned at all,0.20208,168,12998,0.20173,0.20242
1993,2nd Quintile,Urban regions,Very concerned,0.18958,368,12998,0.18931,0.18986
1993,2nd Quintile,Urban regions,Somewhat concerned,0.51605,871,12998,0.51570,0.51641
1993,2nd Quintile,Urban regions,Not concerned at all,0.29436,397,12998,0.29404,0.29469
1993,2nd Quintile,Rural regions,Very concerned,0.23948,296,12998,0.23909,0.23987
1993,2nd Quintile,Rural regions,Somewhat concerned,0.52706,635,12998,0.52660,0.52752
1993,2nd Quintile,Rural regions,Not concerned at all,0.23346,223,12998,0.23308,0.23385
1993,3rd Quintile,Urban regions,Very concerned,0.14581,311,12998,0.14557,0.14605
1993,3rd Quintile,Urban regions,Somewhat concerned,0.51157,886,12998,0.51123,0.51191
1993,3rd Quintile,Urban regions,Not concerned at all,0.34261,488,12998,0.34229,0.34294
1993,3rd Quintile,Rural regions,Very concerned,0.14729,176,12998,0.14695,0.14762
1993,3rd Quintile,Rural regions,Somewhat concerned,0.56006,544,12998,0.55959,0.56053
1993,3rd Quintile,Rural regions,Not concerned at all,0.29266,251,12998,0.29223,0.29309
1993,4th Quintile,Urban regions,Very concerned,0.11242,249,12998,0.11222,0.11261
1993,4th Quintile,Urban regions,Somewhat concerned,0.51446,953,12998,0.51415,0.51477
1993,4th Quintile,Urban regions,Not concerned at all,0.37312,647,12998,0.37282,0.37342
1993,4th Quintile,Rural regions,Very concerned,0.12775,107,12998,0.12742,0.12809
1993,4th Quintile,Rural regions,Somewhat concerned,0.57521,443,12998,0.57471,0.57570
1993,4th Quintile,Rural regions,Not concerned at all,0.29704,195,12998,0.29658,0.29750
1993,5th Quintile,Urban regions,Very concerned,0.08796,191,12998,0.08779,0.08812
1993,5th Quintile,Urban regions,Somewhat concerned,0.42768,858,12998,0.42739,0.42796
1993,5th Quintile,Urban regions,Not concerned at all,0.48437,857,12998,0.48408,0.48466
1993,5th Quintile,Rural regions,Very concerned,0.09508,49,12998,0.09473,0.09543
1993,5th Quintile,Rural regions,Somewhat concerned,0.53278,243,12998,0.53219,0.53338
1993,5th Quintile,Rural regions,Not concerned at all,0.37214,166,12998,0.37156,0.37272
1994,1st Quintile,Urban regions,Very concerned,0.33377,583,12789,0.33344,0.33411
1994,1st Quintile,Urban regions,Somewhat concerned,0.47427,686,12789,0.47391,0.47462
1994,1st Quintile,Urban regions,Not concerned at all,0.19196,243,12789,0.19168,0.19224
1994,1st Quintile,Rural regions,Very concerned,0.33470,356,12789,0.33427,0.33513
1994,1st Quintile,Rural regions,Somewhat concerned,0.48817,494,12789,0.48771,0.48862
1994,1st Quintile,Rural regions,Not concerned at all,0.17713,124,12789,0.17679,0.17748
1994,2nd Quintile,Urban regions,Very concerned,0.21557,381,12789,0.21528,0.21586
1994,2nd Quintile,Urban regions,Somewhat concerned,0.54314,914,12789,0.54279,0.54349
1994,2nd Quintile,Urban regions,Not concerned at all,0.24129,333,12789,0.24099,0.24159
1994,2nd Quintile,Rural regions,Very concerned,0.21200,255,12789,0.21163,0.21238
1994,2nd Quintile,Rural regions,Somewhat concerned,0.55121,601,12789,0.55076,0.55166
1994,2nd Quintile,Rural regions,Not concerned at all,0.23678,193,12789,0.23640,0.23717
1994,3rd Quintile,Urban regions,Very concerned,0.15023,307,12789,0.15000,0.15047
1994,3rd Quintile,Urban regions,Somewhat concerned,0.54005,892,12789,0.53972,0.54038
1994,3rd Quintile,Urban regions,Not concerned at all,0.30972,461,12789,0.30941,0.31002
1994,3rd Quintile,Rural regions,Very concerned,0.17845,192,12789,0.17809,0.17881
1994,3rd Quintile,Rural regions,Somewhat concerned,0.56857,641,12789,0.56811,0.56904
1994,3rd Quintile,Rural regions,Not concerned at all,0.25297,201,12789,0.25256,0.25338
1994,4th Quintile,Urban regions,Very concerned,0.14221,286,12789,0.14199,0.14243
1994,4th Quintile,Urban regions,Somewhat concerned,0.49735,916,12789,0.49704,0.49766
1994,4th Quintile,Urban regions,Not concerned at all,0.36044,550,12789,0.36014,0.36074
1994,4th Quintile,Rural regions,Very concerned,0.18093,155,12789,0.18055,0.18131
1994,4th Quintile,Rural regions,Somewhat concerned,0.53413,436,12789,0.53364,0.53463
1994,4th Quintile,Rural regions,Not concerned at all,0.28494,191,12789,0.28449,0.28538
1994,5th Quintile,Urban regions,Very concerned,0.10347,222,12789,0.10330,0.10365
1994,5th Quintile,Urban regions,Somewhat concerned,0.45053,877,12789,0.45024,0.45082
1994,5th Quintile,Urban regions,Not concerned at all,0.44599,748,12789,0.44571,0.44628
1994,5th Quintile,Rural regions,Very concerned,0.10629,59,12789,0.10594,0.10664
1994,5th Quintile,Rural regions,Somewhat concerned,0.55143,318,12789,0.55086,0.55199
1994,5th Quintile,Rural regions,Not concerned at all,0.34228,174,12789,0.34174,0.34282
1995,1st Quintile,Urban regions,Very concerned,0.33068,580,13155,0.33034,0.33102
1995,1st Quintile,Urban regions,Somewhat concerned,0.47040,721,13155,0.47004,0.47076
1995,1st Quintile,Urban regions,Not concerned at all,0.19892,265,13155,0.19863,0.19921
1995,1st Quintile,Rural regions,Very concerned,0.31796,346,13155,0.31753,0.31840
1995,1st Quintile,Rural regions,Somewhat concerned,0.49852,465,13155,0.49805,0.49899
1995,1st Quintile,Rural regions,Not concerned at all,0.18352,131,13155,0.18315,0.18388
1995,2nd Quintile,Urban regions,Very concerned,0.20760,420,13155,0.20732,0.20788
1995,2nd Quintile,Urban regions,Somewhat concerned,0.51151,965,13155,0.51117,0.51186
1995,2nd Quintile,Urban regions,Not concerned at all,0.28089,410,13155,0.28058,0.28120
1995,2nd Quintile,Rural regions,Very concerned,0.19896,226,13155,0.19860,0.19933
1995,2nd Quintile,Rural regions,Somewhat concerned,0.55357,602,13155,0.55312,0.55403
1995,2nd Quintile,Rural regions,Not concerned at all,0.24746,214,13155,0.24707,0.24786
1995,3rd Quintile,Urban regions,Very concerned,0.17097,306,13155,0.17072,0.17122
1995,3rd Quintile,Urban regions,Somewhat concerned,0.50653,892,13155,0.50619,0.50686
1995,3rd Quintile,Urban regions,Not concerned at all,0.32250,480,13155,0.32219,0.32281
1995,3rd Quintile,Rural regions,Very concerned,0.15276,179,13155,0.15242,0.15310
1995,3rd Quintile,Rural regions,Somewhat concerned,0.52179,575,13155,0.52132,0.52226
