"plh0189","year","bula_h","n","percent","lower_confidence","upper_confidence","NA"
"Stimmt ganz u.gar","1992","Niedersachsen","41","0.058690917849523","0.0427484177472692","0.0746334179517767",""
"Stimmt ganz u.gar","1992","Bremen","8","","","",""
"Stimmt ganz u.gar","1992","Nordrhein-Westfalen","144","0.0828472294630268","0.0703802818949645","0.095314177031089",""
"Stimmt ganz u.gar","1992","Hessen","39","0.0638153099273744","0.0450538123399238","0.082576807514825",""
"Stimmt ganz u.gar","1992","Rheinland-Pfalz,Saarland","34","0.0767066148582087","0.0543227823771744","0.0990904473392431",""
"Stimmt ganz u.gar","1992","Baden-Wuerttemberg","103","0.112099224694466","0.0934807603732355","0.130717689015697",""
"Stimmt ganz u.gar","1992","Bayern","95","0.0817558198356225","0.0669016382579676","0.0966100014132773",""
"Stimmt ganz u.gar","1992","Saarland","","","","",""
"Stimmt ganz u.gar","1992","Berlin","40","0.0820714091683529","0.0578919888239242","0.106250829512782",""
"Stimmt ganz u.gar","1992","Brandenburg","53","0.0790025519746796","0.0583922232904995","0.0996128806588596",""
"Stimmt ganz u.gar","1992","Mecklenburg-Vorpommern","27","","","",""
"Stimmt ganz u.gar","1992","Sachsen","89","0.0779257503318581","0.0624466649869883","0.0934048356767279",""
"Stimmt ganz u.gar","1992","Sachsen-Anhalt","80","0.11077138639441","0.0886035535211148","0.132939219267706",""
"Stimmt ganz u.gar","1992","Thueringen","48","0.0803282564373928","0.0599143966768484","0.100742116197937",""
"Stimmt eher","1992","Schleswig-Holstein","29","","","",""
"Stimmt eher","1992","Hamburg","8","","","",""
"Stimmt eher","1992","Niedersachsen","105","0.157327291607951","0.13263073806372","0.182023845152181",""
"Stimmt eher","1992","Bremen","11","","","",""
"Stimmt eher","1992","Nordrhein-Westfalen","169","0.104529732954039","0.0906926099171916","0.118366855990886",""
"Stimmt eher","1992","Hessen","67","0.118200548770338","0.0934195416952414","0.142981555845435",""
"Stimmt eher","1992","Rheinland-Pfalz,Saarland","71","0.141228079003993","0.11193617378864","0.170519984219346",""
"Stimmt eher","1992","Baden-Wuerttemberg","114","0.116144715131573","0.0972364952992097","0.135052934963936",""
"Stimmt eher","1992","Bayern","151","0.129268862642295","0.11108026153204","0.147457463752551",""
"Stimmt eher","1992","Saarland","","","","",""
"Stimmt eher","1992","Berlin","49","0.107552773291109","0.0802600061183765","0.134845540463841",""
"Stimmt eher","1992","Brandenburg","63","0.111647899385557","0.0875847210759112","0.135711077695203",""
"Stimmt eher","1992","Mecklenburg-Vorpommern","58","0.149442771279016","0.115264572100398","0.183620970457634",""
"Stimmt eher","1992","Sachsen","120","0.122359886956969","0.103436467442829","0.141283306471108",""
"Stimmt eher","1992","Sachsen-Anhalt","74","0.109680168050731","0.0876082636845689","0.131752072416894",""
"Stimmt eher","1992","Thueringen","60","0.100081747903646","0.0775417689608364","0.122621726846455",""
"Stimmt eher nicht","1992","Schleswig-Holstein","65","0.278774355396075","0.22228034592233","0.335268364869821",""
"Stimmt eher nicht","1992","Hamburg","25","","","",""
"Stimmt eher nicht","1992","Niedersachsen","232","0.282164092305828","0.251638203675608","0.312689980936049",""
"Stimmt eher nicht","1992","Bremen","14","","","",""
"Stimmt eher nicht","1992","Nordrhein-Westfalen","513","0.278589435969115","0.258313828820955","0.298865043117274",""
"Stimmt eher nicht","1992","Hessen","181","0.279954899359889","0.245492288263665","0.314417510456113",""
"Stimmt eher nicht","1992","Rheinland-Pfalz,Saarland","125","0.235699388640429","0.200000104481604","0.271398672799255",""
"Stimmt eher nicht","1992","Baden-Wuerttemberg","376","0.324146944831136","0.296524797219842","0.351769092442431",""
"Stimmt eher nicht","1992","Bayern","394","0.301532157053796","0.276652160113738","0.326412153993855",""
"Stimmt eher nicht","1992","Saarland","","","","",""
"Stimmt eher nicht","1992","Berlin","111","0.242725598357638","0.204957082434667","0.280494114280609",""
"Stimmt eher nicht","1992","Brandenburg","174","0.262577360883599","0.228955479090421","0.296199242676776",""
"Stimmt eher nicht","1992","Mecklenburg-Vorpommern","110","0.267715020958243","0.225269058788871","0.310160983127614",""
"Stimmt eher nicht","1992","Sachsen","325","0.291112825424328","0.26488024091258","0.317345409936076",""
"Stimmt eher nicht","1992","Sachsen-Anhalt","201","0.264311752509044","0.233165351220284","0.295458153797803",""
"Stimmt eher nicht","1992","Thueringen","188","0.285396868952475","0.251478762838952","0.319314975065998",""
"Stimmt ganz u.gar nicht","1992","Schleswig-Holstein","130","0.505996878532884","0.44300578128345","0.568987975782317",""
"Stimmt ganz u.gar nicht","1992","Hamburg","77","0.617787286506566","0.528192875855539","0.707381697157592",""
"Stimmt ganz u.gar nicht","1992","Niedersachsen","457","0.501817698236698","0.467904247053928","0.535731149419468",""
"Stimmt ganz u.gar nicht","1992","Bremen","54","0.573418708812117","0.469492449391312","0.677344968232922",""
"Stimmt ganz u.gar nicht","1992","Nordrhein-Westfalen","1052","0.53403360161382","0.511472417531758","0.556594785695882",""
"Stimmt ganz u.gar nicht","1992","Hessen","365","0.538029241942398","0.499761355508492","0.576297128376303",""
"Stimmt ganz u.gar nicht","1992","Rheinland-Pfalz,Saarland","313","0.546365917497369","0.504492075059656","0.588239759935082",""
"Stimmt ganz u.gar nicht","1992","Baden-Wuerttemberg","510","0.447609115342824","0.418264187390304","0.476954043295344",""
"Stimmt ganz u.gar nicht","1992","Bayern","667","0.487443160468286","0.46034478198516","0.514541538951412",""
"Stimmt ganz u.gar nicht","1992","Saarland","","","","",""
"Stimmt ganz u.gar nicht","1992","Berlin","295","0.5676502191829","0.524008332424266","0.611292105941534",""
"Stimmt ganz u.gar nicht","1992","Brandenburg","368","0.546772187756165","0.508736031033018","0.584808344479312",""
"Stimmt ganz u.gar nicht","1992","Mecklenburg-Vorpommern","223","0.520939670744193","0.473049237045647","0.568830104442738",""
"Stimmt ganz u.gar nicht","1992","Sachsen","618","0.508601537286845","0.479732813683011","0.537470260890679",""
"Stimmt ganz u.gar nicht","1992","Sachsen-Anhalt","415","0.515236693045815","0.479936995016701","0.550536391074928",""
"Stimmt ganz u.gar nicht","1992","Thueringen","385","0.534193126706486","0.496728049730764","0.571658203682209",""
"Stimmt ganz u.gar","1993","Schleswig-Holstein","24","","","",""
"Stimmt ganz u.gar","1993","Hamburg","4","","","",""
"Stimmt ganz u.gar","1993","Niedersachsen","92","0.10060653107086","0.0816863003438112","0.119526761797908",""
"Stimmt ganz u.gar","1993","Bremen","13","","","",""
"Stimmt ganz u.gar","1993","Nordrhein-Westfalen","181","0.0780724604016471","0.0675389919411314","0.0886059288621627",""
"Stimmt ganz u.gar","1993","Hessen","59","0.0840683051913365","0.0661568727071759","0.101979737675497",""
"Stimmt ganz u.gar","1993","Rheinland-Pfalz,Saarland","49","0.0907643383847234","0.0684205359810826","0.113108140788364",""
"Stimmt ganz u.gar","1993","Baden-Wuerttemberg","126","0.0824376317605866","0.0695921923979125","0.0952830711232606",""
"Stimmt ganz u.gar","1993","Bayern","129","0.0930675669867769","0.078876279442907","0.107258854530647",""
"Stimmt ganz u.gar","1993","Saarland","","","","",""
"Stimmt ganz u.gar","1993","Berlin","49","0.0850357070612588","0.0621167582673569","0.107954655855161",""
"Stimmt ganz u.gar","1993","Brandenburg","48","0.0867122630344115","0.0647026532626954","0.108721872806128",""
"Stimmt ganz u.gar","1993","Mecklenburg-Vorpommern","33","0.084492498185839","0.0574055168427089","0.111579479528969",""
"Stimmt ganz u.gar","1993","Sachsen","68","0.0646223392094076","0.0501458568668828","0.0790988215519325",""
"Stimmt ganz u.gar","1993","Sachsen-Anhalt","58","0.0896335047621","0.0690102280464253","0.110256781477775",""
"Stimmt ganz u.gar","1993","Thueringen","40","0.0694680297716703","0.0501003660211473","0.0888356935221933",""
"Stimmt eher","1993","Schleswig-Holstein","42","0.161062232899254","0.118534828849972","0.203589636948535",""
"Stimmt eher","1993","Hamburg","14","","","",""
"Stimmt eher","1993","Niedersachsen","125","0.145551165260647","0.123369744997044","0.16773258552425",""
"Stimmt eher","1993","Bremen","7","","","",""
"Stimmt eher","1993","Nordrhein-Westfalen","292","0.125401271592937","0.112398693734083","0.138403849451792",""
"Stimmt eher","1993","Hessen","93","0.104050746270963","0.0843425473894973","0.123758945152428",""
"Stimmt eher","1993","Rheinland-Pfalz,Saarland","86","0.144699319612037","0.11733693887483","0.172061700349245",""
"Stimmt eher","1993","Baden-Wuerttemberg","269","0.153312340422292","0.136484879728403","0.170139801116181",""
"Stimmt eher","1993","Bayern","212","0.154111837969272","0.136475450706527","0.171748225232017",""
"Stimmt eher","1993","Saarland","","","","",""
"Stimmt eher","1993","Berlin","72","0.139382637056952","0.110924835399429","0.167840438714475",""
"Stimmt eher","1993","Brandenburg","83","0.140463712605017","0.113287905652339","0.167639519557696",""
"Stimmt eher","1993","Mecklenburg-Vorpommern","52","0.143066267638942","0.108965604669699","0.177166930608186",""
"Stimmt eher","1993","Sachsen","135","0.142169392045931","0.121606602389407","0.162732181702455",""
"Stimmt eher","1993","Sachsen-Anhalt","78","0.117090893904751","0.0938777530916034","0.140304034717899",""
"Stimmt eher","1993","Thueringen","68","0.11871535514548","0.0940759257608716","0.143354784530088",""
"Stimmt eher nicht","1993","Schleswig-Holstein","73","0.275341498404948","0.223663025210942","0.327019971598955",""
"Stimmt eher nicht","1993","Hamburg","29","","","",""
"Stimmt eher nicht","1993","Niedersachsen","245","0.264829535749133","0.237076166678594","0.292582904819671",""
"Stimmt eher nicht","1993","Bremen","22","","","",""
"Stimmt eher nicht","1993","Nordrhein-Westfalen","681","0.285425682412371","0.267694230537185","0.303157134287557",""
"Stimmt eher nicht","1993","Hessen","240","0.281902927306878","0.252861095796164","0.310944758817592",""
"Stimmt eher nicht","1993","Rheinland-Pfalz,Saarland","156","0.249741540111729","0.216073946852983","0.283409133370475",""
"Stimmt eher nicht","1993","Baden-Wuerttemberg","576","0.330233040392492","0.308267568678463","0.35219851210652",""
"Stimmt eher nicht","1993","Bayern","512","0.321718634421067","0.298900601402345","0.344536667439788",""
"Stimmt eher nicht","1993","Saarland","","","","",""
"Stimmt eher nicht","1993","Berlin","142","0.277361550034995","0.24057613854551","0.31414696152448",""
"Stimmt eher nicht","1993","Brandenburg","170","0.260312853044282","0.225993419474344","0.294632286614219",""
"Stimmt eher nicht","1993","Mecklenburg-Vorpommern","96","0.231285078594115","0.190219585448109","0.272350571740121",""
"Stimmt eher nicht","1993","Sachsen","313","0.280406373641374","0.253956974816147","0.306855772466601",""
"Stimmt eher nicht","1993","Sachsen-Anhalt","205","0.271236040776912","0.239137780924066","0.303334300629759",""
"Stimmt eher nicht","1993","Thueringen","161","0.250955413622504","0.217928254758451","0.283982572486557",""
"Stimmt ganz u.gar nicht","1993","Schleswig-Holstein","148","0.472391661121585","0.414633404038435","0.530149918204734",""
"Stimmt ganz u.gar nicht","1993","Hamburg","94","0.583704617232283","0.502339941855288","0.665069292609278",""
"Stimmt ganz u.gar nicht","1993","Niedersachsen","509","0.489012767919361","0.457571243114524","0.520454292724197",""
"Stimmt ganz u.gar nicht","1993","Bremen","50","0.503644292695678","0.401476821097135","0.605811764294221",""
"Stimmt ganz u.gar nicht","1993","Nordrhein-Westfalen","1338","0.511100585593045","0.491474349456174","0.530726821729915",""
"Stimmt ganz u.gar nicht","1993","Hessen","530","0.529978021230823","0.497762093422241","0.562193949039404",""
"Stimmt ganz u.gar nicht","1993","Rheinland-Pfalz,Saarland","344","0.51479480189151","0.475922431220788","0.553667172562233",""
"Stimmt ganz u.gar nicht","1993","Baden-Wuerttemberg","790","0.434016987424629","0.410868454328623","0.457165520520635",""
"Stimmt ganz u.gar nicht","1993","Bayern","757","0.431101960622885","0.406911598452784","0.455292322792985",""
"Stimmt ganz u.gar nicht","1993","Saarland","","","","",""
"Stimmt ganz u.gar nicht","1993","Berlin","306","0.498220105846795","0.457137383875882","0.539302827817708",""
"Stimmt ganz u.gar nicht","1993","Brandenburg","327","0.51251117131629","0.473417876814555","0.551604465818024",""
"Stimmt ganz u.gar nicht","1993","Mecklenburg-Vorpommern","224","0.541156155581104","0.492625703634829","0.589686607527378",""
"Stimmt ganz u.gar nicht","1993","Sachsen","592","0.512801895103287","0.483370841024213","0.542232949182361",""
"Stimmt ganz u.gar nicht","1993","Sachsen-Anhalt","396","0.522039560556236","0.485976545708704","0.558102575403769",""
"Stimmt ganz u.gar nicht","1993","Thueringen","393","0.560861201460346","0.523056335728287","0.598666067192405",""
"Stimmt ganz u.gar","1994","Schleswig-Holstein","","","","",""
"Stimmt ganz u.gar","1994","Hamburg","","","","",""
"Stimmt ganz u.gar","1994","Niedersachsen","","","","",""
"Stimmt ganz u.gar","1994","Bremen","","","","",""
"Stimmt ganz u.gar","1994","Nordrhein-Westfalen","","","","",""
"Stimmt ganz u.gar","1994","Hessen","","","","",""
"Stimmt ganz u.gar","1994","Rheinland-Pfalz,Saarland","","","","",""
"Stimmt ganz u.gar","1994","Baden-Wuerttemberg","","","","",""
"Stimmt ganz u.gar","1994","Bayern","","","","",""
"Stimmt ganz u.gar","1994","Saarland","","","","",""
"Stimmt ganz u.gar","1994","Berlin","","","","",""
"Stimmt ganz u.gar","1994","Brandenburg","","","","",""
"Stimmt ganz u.gar","1994","Mecklenburg-Vorpommern","","","","",""
"Stimmt ganz u.gar","1994","Sachsen","","","","",""
"Stimmt ganz u.gar","1994","Sachsen-Anhalt","","","","",""
"Stimmt ganz u.gar","1994","Thueringen","","","","",""
"Stimmt eher","1994","Schleswig-Holstein","","","","",""
"Stimmt eher","1994","Hamburg","","","","",""
"Stimmt eher","1994","Niedersachsen","","","","",""
"Stimmt eher","1994","Bremen","","","","",""
"Stimmt eher","1994","Nordrhein-Westfalen","","","","",""
"Stimmt eher","1994","Hessen","","","","",""
"Stimmt eher","1994","Rheinland-Pfalz,Saarland","","","","",""
"Stimmt eher","1994","Baden-Wuerttemberg","","","","",""
"Stimmt eher","1994","Bayern","","","","",""
"Stimmt eher","1994","Saarland","","","","",""
"Stimmt eher","1994","Berlin","","","","",""
"Stimmt eher","1994","Brandenburg","","","","",""
"Stimmt eher","1994","Mecklenburg-Vorpommern","","","","",""
"Stimmt eher","1994","Sachsen","","","","",""
"Stimmt eher","1994","Sachsen-Anhalt","","","","",""
"Stimmt eher","1994","Thueringen","","","","",""
"Stimmt eher nicht","1994","Schleswig-Holstein","","","","",""
"Stimmt eher nicht","1994","Hamburg","","","","",""
"Stimmt eher nicht","1994","Niedersachsen","","","","",""
"Stimmt eher nicht","1994","Bremen","","","","",""
"Stimmt eher nicht","1994","Nordrhein-Westfalen","","","","",""
"Stimmt eher nicht","1994","Hessen","","","","",""
"Stimmt eher nicht","1994","Rheinland-Pfalz,Saarland","","","","",""
"Stimmt eher nicht","1994","Baden-Wuerttemberg","","","","",""
"Stimmt eher nicht","1994","Bayern","","","","",""
"Stimmt eher nicht","1994","Saarland","","","","",""
"Stimmt eher nicht","1994","Berlin","","","","",""
"Stimmt eher nicht","1994","Brandenburg","","","","",""
"Stimmt eher nicht","1994","Mecklenburg-Vorpommern","","","","",""
"Stimmt eher nicht","1994","Sachsen","","","","",""
"Stimmt eher nicht","1994","Sachsen-Anhalt","","","","",""
"Stimmt eher nicht","1994","Thueringen","","","","",""
"Stimmt ganz u.gar nicht","1994","Schleswig-Holstein","","","","",""
"Stimmt ganz u.gar nicht","1994","Hamburg","","","","",""
"Stimmt ganz u.gar nicht","1994","Niedersachsen","","","","",""
"Stimmt ganz u.gar nicht","1994","Bremen","","","","",""
"Stimmt ganz u.gar nicht","1994","Nordrhein-Westfalen","","","","",""
"Stimmt ganz u.gar nicht","1994","Hessen","","","","",""
"Stimmt ganz u.gar nicht","1994","Rheinland-Pfalz,Saarland","","","","",""
"Stimmt ganz u.gar nicht","1994","Baden-Wuerttemberg","","","","",""
"Stimmt ganz u.gar nicht","1994","Bayern","","","","",""
"Stimmt ganz u.gar nicht","1994","Saarland","","","","",""
"Stimmt ganz u.gar nicht","1994","Berlin","","","","",""
"Stimmt ganz u.gar nicht","1994","Brandenburg","","","","",""
"Stimmt ganz u.gar nicht","1994","Mecklenburg-Vorpommern","","","","",""
"Stimmt ganz u.gar nicht","1994","Sachsen","","","","",""
"Stimmt ganz u.gar nicht","1994","Sachsen-Anhalt","","","","",""
"Stimmt ganz u.gar nicht","1994","Thueringen","","","","",""
"Stimmt ganz u.gar","1995","Schleswig-Holstein","23","","","",""
"Stimmt ganz u.gar","1995","Hamburg","9","","","",""
"Stimmt ganz u.gar","1995","Niedersachsen","69","0.0842545918651954","0.0673647928477201","0.101144390882671",""
"Stimmt ganz u.gar","1995","Bremen","12","","","",""
"Stimmt ganz u.gar","1995","Nordrhein-Westfalen","155","0.0704412509044902","0.0605346255531108","0.0803478762558695",""
"Stimmt ganz u.gar","1995","Hessen","71","0.0972361795391634","0.0782656562011772","0.11620670287715",""
"Stimmt ganz u.gar","1995","Rheinland-Pfalz,Saarland","44","0.0832085191817359","0.0628782019898103","0.103538836373662",""
"Stimmt ganz u.gar","1995","Baden-Wuerttemberg","129","0.0801900657054218","0.0675591178317198","0.0928210135791237",""
"Stimmt ganz u.gar","1995","Bayern","110","0.0880318560764471","0.0744950628087103","0.101568649344184",""
"Stimmt ganz u.gar","1995","Saarland","","","","",""
"Stimmt ganz u.gar","1995","Berlin","44","0.0782103046322207","0.0560313125044236","0.100389296760018",""
"Stimmt ganz u.gar","1995","Brandenburg","51","0.0920646098745203","0.0686561352821631","0.115473084466877",""
"Stimmt ganz u.gar","1995","Mecklenburg-Vorpommern","21","","","",""
"Stimmt ganz u.gar","1995","Sachsen","71","0.0812280042177951","0.0650250748847324","0.0974309335508577",""
"Stimmt ganz u.gar","1995","Sachsen-Anhalt","55","0.0915228849065601","0.0698977121491771","0.113148057663943",""
