year,regtyp,plh0189,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1997,Urban regions,Agree,0.13406,973,8331,0.12674,0.14138
1997,Urban regions,Disagree,0.29657,2490,8331,0.28676,0.30638
1997,Urban regions,Disagree completely,0.49239,4346,8331,0.48166,0.50313
1997,Rural regions,Agree completely,0.08928,291,4418,0.08087,0.09769
1997,Rural regions,Agree,0.12317,480,4418,0.11348,0.13286
1997,Rural regions,Disagree,0.32365,1467,4418,0.30985,0.33745
1997,Rural regions,Disagree completely,0.46390,2180,4418,0.44919,0.47861
2008,Urban regions,Agree completely,0.07418,781,12656,0.06962,0.07875
2008,Urban regions,Agree,0.15237,1662,12656,0.14611,0.15864
2008,Urban regions,Disagree,0.38030,4733,12656,0.37184,0.38876
2008,Urban regions,Disagree completely,0.39314,5480,12656,0.38463,0.40165
2008,Rural regions,Agree completely,0.07306,409,6585,0.06678,0.07935
2008,Rural regions,Agree,0.15378,903,6585,0.14506,0.16249
2008,Rural regions,Disagree,0.41464,2755,6585,0.40274,0.42654
2008,Rural regions,Disagree completely,0.35852,2518,6585,0.34694,0.37011
2013,Urban regions,Agree completely,0.05079,539,12030,0.04687,0.05472
2013,Urban regions,Agree,0.12267,1349,12030,0.11680,0.12853
2013,Urban regions,Disagree,0.39636,4630,12030,0.38762,0.40510
2013,Urban regions,Disagree completely,0.43018,5512,12030,0.42133,0.43903
2013,Rural regions,Agree completely,0.05898,346,6765,0.05336,0.06459
2013,Rural regions,Agree,0.12572,760,6765,0.11782,0.13362
2013,Rural regions,Disagree,0.42557,2779,6765,0.41379,0.43735
2013,Rural regions,Disagree completely,0.38973,2880,6765,0.37811,0.40135
2018,Urban regions,Agree completely,0.05926,887,16600,0.05567,0.06285
2018,Urban regions,Agree,0.14175,2227,16600,0.13644,0.14705
2018,Urban regions,Disagree,0.37458,6092,16600,0.36721,0.38194
2018,Urban regions,Disagree completely,0.42442,7394,16600,0.41690,0.43194
2018,Rural regions,Agree completely,0.05345,444,8902,0.04878,0.05812
2018,Rural regions,Agree,0.14278,1112,8902,0.13551,0.15005
2018,Rural regions,Disagree,0.40153,3396,8902,0.39134,0.41171
2018,Rural regions,Disagree completely,0.40224,3950,8902,0.39206,0.41243
