,Unnamed: 0,year,bula_h,pgisced97,plh0189,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
49,49,1991,Saxony,Lower Secondary Level,Disagree completely,0.57646,60,3268,0.50768,0.63841
50,50,1991,Saxony,Upper Secondary Level,Agree completely,0.0792,52,3268,0.06904,0.09075
51,51,1991,Saxony,Upper Secondary Level,Agree,0.09053,57,3268,0.07867,0.10159
52,52,1991,Saxony,Upper Secondary Level,Disagree,0.27646,184,3268,0.25569,0.29734
53,53,1991,Saxony,Upper Secondary Level,Disagree completely,0.55381,397,3268,0.52683,0.57691
54,54,1991,Saxony,First Stage of Tertiary Education,Disagree completely,1.0,33,3268,0.86316,1.11575
55,55,1991,Saxony,Second Stage of Tertiary Education,Disagree,0.35825,78,3268,0.31923,0.39241
56,56,1991,Saxony,Second Stage of Tertiary Education,Disagree completely,0.64175,161,3268,0.59942,0.68466
57,57,1991,Saxony-Anhalt,Lower Secondary Level,Disagree completely,1.0,57,3268,0.8761,1.16024
58,58,1991,Saxony-Anhalt,Upper Secondary Level,Agree completely,0.10776,45,3268,0.0906,0.12628
59,59,1991,Saxony-Anhalt,Upper Secondary Level,Agree,0.11183,40,3268,0.09428,0.13102
60,60,1991,Saxony-Anhalt,Upper Secondary Level,Disagree,0.21078,92,3268,0.18543,0.23621
61,61,1991,Saxony-Anhalt,Upper Secondary Level,Disagree completely,0.56962,257,3268,0.53572,0.60747
62,62,1991,Saxony-Anhalt,First Stage of Tertiary Education,Disagree completely,1.0,32,3268,0.85303,1.16113
63,63,1991,Saxony-Anhalt,Second Stage of Tertiary Education,Disagree,0.25077,33,3268,0.20942,0.30569
64,64,1991,Saxony-Anhalt,Second Stage of Tertiary Education,Disagree completely,0.74923,116,3268,0.69158,0.83251
65,65,1991,Thuringa,Upper Secondary Level,Agree completely,0.08318,40,3268,0.071,0.09785
66,66,1991,Thuringa,Upper Secondary Level,Agree,0.07449,33,3268,0.06032,0.08694
67,67,1991,Thuringa,Upper Secondary Level,Disagree,0.26836,114,3268,0.23788,0.30075
68,68,1991,Thuringa,Upper Secondary Level,Disagree completely,0.57398,267,3268,0.53599,0.60464
69,69,1991,Thuringa,Second Stage of Tertiary Education,Disagree completely,1.0,82,3268,0.89636,1.10879
70,70,1992,Schleswig-Holstein,Upper Secondary Level,Disagree,0.32925,37,8662,0.27842,0.37377
71,71,1992,Schleswig-Holstein,Upper Secondary Level,Disagree completely,0.67075,83,8662,0.62061,0.72936
72,72,1992,Hamburg,Upper Secondary Level,Disagree completely,1.0,52,8662,0.90393,1.12428
73,73,1992,Lower Saxony,Lower Secondary Level,Agree,0.22192,32,8662,0.19069,0.25634
74,74,1992,Lower Saxony,Lower Secondary Level,Disagree,0.28745,47,8662,0.25282,0.32293
75,75,1992,Lower Saxony,Lower Secondary Level,Disagree completely,0.49063,89,8662,0.45555,0.53873
76,76,1992,Lower Saxony,Upper Secondary Level,Agree,0.15896,52,8662,0.13845,0.18086
77,77,1992,Lower Saxony,Upper Secondary Level,Disagree,0.29332,127,8662,0.27113,0.31995
78,78,1992,Lower Saxony,Upper Secondary Level,Disagree completely,0.54771,252,8662,0.5164,0.57719
79,79,1992,Lower Saxony,First Stage of Tertiary Education,Disagree completely,1.0,41,8662,0.84663,1.17074
80,80,1992,Lower Saxony,Second Stage of Tertiary Education,Disagree completely,1.0,47,8662,0.85902,1.15288
81,81,1992,Bremen,Upper Secondary Level,Disagree completely,1.0,35,8662,0.84041,1.14035
82,82,1992,North Rhine-Westphalia,Lower Secondary Level,Agree,0.15508,44,8662,0.13768,0.17574
83,83,1992,North Rhine-Westphalia,Lower Secondary Level,Disagree,0.30726,100,8662,0.28083,0.33002
84,84,1992,North Rhine-Westphalia,Lower Secondary Level,Disagree completely,0.53766,190,8662,0.5064,0.56788
85,85,1992,North Rhine-Westphalia,Upper Secondary Level,Agree completely,0.09836,92,8662,0.08849,0.10918
86,86,1992,North Rhine-Westphalia,Upper Secondary Level,Agree,0.0986,89,8662,0.08634,0.10922
87,87,1992,North Rhine-Westphalia,Upper Secondary Level,Disagree,0.2498,259,8662,0.23481,0.26626
88,88,1992,North Rhine-Westphalia,Upper Secondary Level,Disagree completely,0.55324,607,8662,0.53435,0.57588
89,89,1992,North Rhine-Westphalia,First Stage of Tertiary Education,Disagree completely,1.0,88,8662,0.88638,1.11182
90,90,1992,North Rhine-Westphalia,Second Stage of Tertiary Education,Disagree,0.41031,68,8662,0.35367,0.45573
91,91,1992,North Rhine-Westphalia,Second Stage of Tertiary Education,Disagree completely,0.58969,101,8662,0.52967,0.66646
92,92,1992,Hesse,Lower Secondary Level,Disagree,0.36834,38,8662,0.30766,0.43113
93,93,1992,Hesse,Lower Secondary Level,Disagree completely,0.63166,80,8662,0.55101,0.69139
94,94,1992,Hesse,Upper Secondary Level,Agree,0.15962,40,8662,0.13864,0.18666
95,95,1992,Hesse,Upper Secondary Level,Disagree,0.27354,90,8662,0.25136,0.30224
96,96,1992,Hesse,Upper Secondary Level,Disagree completely,0.56685,183,8662,0.52356,0.60796
97,97,1992,Hesse,Second Stage of Tertiary Education,Disagree completely,1.0,54,8662,0.89033,1.12213
98,98,1992,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Disagree,0.33347,37,8662,0.29068,0.37077
99,99,1992,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Disagree completely,0.66653,80,8662,0.60503,0.73626
100,100,1992,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Agree,0.13403,33,8662,0.11348,0.15832
101,101,1992,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Disagree,0.24123,62,8662,0.21498,0.26212
102,102,1992,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Disagree completely,0.62474,176,8662,0.5787,0.66509
103,103,1992,Baden-Wuerttemberg,Lower Secondary Level,Agree,0.16471,31,8662,0.13886,0.19855
104,104,1992,Baden-Wuerttemberg,Lower Secondary Level,Disagree,0.38499,98,8662,0.35378,0.42337
105,105,1992,Baden-Wuerttemberg,Lower Secondary Level,Disagree completely,0.45031,110,8662,0.41493,0.49902
106,106,1992,Baden-Wuerttemberg,Upper Secondary Level,Agree completely,0.10334,51,8662,0.09112,0.11618
107,107,1992,Baden-Wuerttemberg,Upper Secondary Level,Agree,0.10107,60,8662,0.08913,0.1136
108,108,1992,Baden-Wuerttemberg,Upper Secondary Level,Disagree,0.32873,196,8662,0.30613,0.35306
109,109,1992,Baden-Wuerttemberg,Upper Secondary Level,Disagree completely,0.46687,277,8662,0.43744,0.49408
110,110,1992,Baden-Wuerttemberg,First Stage of Tertiary Education,Disagree completely,1.0,44,8662,0.83019,1.22303
111,111,1992,Baden-Wuerttemberg,Second Stage of Tertiary Education,Disagree completely,1.0,45,8662,0.85421,1.18428
112,112,1992,Bavaria,Lower Secondary Level,Agree,0.17956,38,8662,0.15661,0.20509
113,113,1992,Bavaria,Lower Secondary Level,Disagree,0.33533,77,8662,0.29963,0.37506
114,114,1992,Bavaria,Lower Secondary Level,Disagree completely,0.48511,127,8662,0.44846,0.51615
115,115,1992,Bavaria,Upper Secondary Level,Agree completely,0.07985,53,8662,0.06672,0.0932
116,116,1992,Bavaria,Upper Secondary Level,Agree,0.1322,87,8662,0.11934,0.14608
117,117,1992,Bavaria,Upper Secondary Level,Disagree,0.29517,209,8662,0.27824,0.31535
118,118,1992,Bavaria,Upper Secondary Level,Disagree completely,0.49277,371,8662,0.47068,0.52161
119,119,1992,Bavaria,First Stage of Tertiary Education,Disagree,0.33571,31,8662,0.28328,0.38995
120,120,1992,Bavaria,First Stage of Tertiary Education,Disagree completely,0.66429,57,8662,0.55783,0.77457
121,121,1992,Bavaria,Second Stage of Tertiary Education,Disagree,0.33384,41,8662,0.28293,0.3878
122,122,1992,Bavaria,Second Stage of Tertiary Education,Disagree completely,0.66616,81,8662,0.59687,0.73855
123,123,1992,Berlin,Upper Secondary Level,Disagree,0.23982,45,8662,0.20383,0.28071
124,124,1992,Berlin,Upper Secondary Level,Disagree completely,0.76018,141,8662,0.68715,0.83237
125,125,1992,Berlin,Second Stage of Tertiary Education,Disagree,0.36177,36,8662,0.29829,0.43484
126,126,1992,Berlin,Second Stage of Tertiary Education,Disagree completely,0.63823,87,8662,0.55998,0.73315
127,127,1992,Brandenburg,Upper Secondary Level,Agree,0.13181,37,8662,0.11134,0.15112
128,128,1992,Brandenburg,Upper Secondary Level,Disagree,0.27259,84,8662,0.23604,0.31122
129,129,1992,Brandenburg,Upper Secondary Level,Disagree completely,0.59559,202,8662,0.56611,0.62899
130,130,1992,Brandenburg,Second Stage of Tertiary Education,Disagree,0.27652,39,8662,0.22618,0.32555
131,131,1992,Brandenburg,Second Stage of Tertiary Education,Disagree completely,0.72348,96,8662,0.64244,0.80048
132,132,1992,Mecklenburg-Western Pomerania,Upper Secondary Level,Agree,0.21934,43,8662,0.19268,0.25585
133,133,1992,Mecklenburg-Western Pomerania,Upper Secondary Level,Disagree,0.25273,48,8662,0.21375,0.28841
134,134,1992,Mecklenburg-Western Pomerania,Upper Secondary Level,Disagree completely,0.52793,118,8662,0.48996,0.56931
135,135,1992,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Disagree completely,1.0,56,8662,0.91477,1.09522
136,136,1992,Saxony,Lower Secondary Level,Disagree,0.4419,43,8662,0.36426,0.51467
137,137,1992,Saxony,Lower Secondary Level,Disagree completely,0.5581,57,8662,0.49919,0.63627
138,138,1992,Saxony,Upper Secondary Level,Agree completely,0.0938,60,8662,0.08253,0.10463
139,139,1992,Saxony,Upper Secondary Level,Agree,0.09369,54,8662,0.08291,0.10907
140,140,1992,Saxony,Upper Secondary Level,Disagree,0.27695,172,8662,0.257,0.29865
141,141,1992,Saxony,Upper Secondary Level,Disagree completely,0.53556,362,8662,0.51277,0.55966
142,142,1992,Saxony,Second Stage of Tertiary Education,Disagree,0.34197,67,8662,0.31463,0.372
143,143,1992,Saxony,Second Stage of Tertiary Education,Disagree completely,0.65803,147,8662,0.61312,0.70377
144,144,1992,Saxony-Anhalt,Lower Secondary Level,Disagree completely,1.0,47,8662,0.8149,1.19184
145,145,1992,Saxony-Anhalt,Upper Secondary Level,Agree completely,0.10008,42,8662,0.08458,0.11932
146,146,1992,Saxony-Anhalt,Upper Secondary Level,Agree,0.0901,36,8662,0.07088,0.11202
147,147,1992,Saxony-Anhalt,Upper Secondary Level,Disagree,0.26031,106,8662,0.23413,0.29495
148,148,1992,Saxony-Anhalt,Upper Secondary Level,Disagree completely,0.54951,234,8662,0.50769,0.59081
149,149,1992,Saxony-Anhalt,Second Stage of Tertiary Education,Disagree,0.36145,45,8662,0.29927,0.43132
150,150,1992,Saxony-Anhalt,Second Stage of Tertiary Education,Disagree completely,0.63855,96,8662,0.57776,0.72732
151,151,1992,Thuringa,Lower Secondary Level,Disagree completely,1.0,32,8662,0.81858,1.1977
152,152,1992,Thuringa,Upper Secondary Level,Agree completely,0.09029,33,8662,0.06961,0.11226
153,153,1992,Thuringa,Upper Secondary Level,Agree,0.09807,38,8662,0.07739,0.11881
154,154,1992,Thuringa,Upper Secondary Level,Disagree,0.27169,116,8662,0.24273,0.30172
155,155,1992,Thuringa,Upper Secondary Level,Disagree completely,0.53994,249,8662,0.50715,0.57306
156,156,1992,Thuringa,Second Stage of Tertiary Education,Disagree,0.3315,32,8662,0.2702,0.39035
157,157,1992,Thuringa,Second Stage of Tertiary Education,Disagree completely,0.6685,73,8662,0.60516,0.73195
158,158,1993,Schleswig-Holstein,Upper Secondary Level,Disagree,0.32571,39,10397,0.27827,0.37983
159,159,1993,Schleswig-Holstein,Upper Secondary Level,Disagree completely,0.67429,90,10397,0.62111,0.7338
160,160,1993,Hamburg,Upper Secondary Level,Disagree completely,1.0,56,10397,0.83491,1.14212
161,161,1993,Lower Saxony,Lower Secondary Level,Agree,0.22748,41,10397,0.18644,0.27022
162,162,1993,Lower Saxony,Lower Secondary Level,Disagree,0.2509,49,10397,0.20763,0.30059
163,163,1993,Lower Saxony,Lower Secondary Level,Disagree completely,0.52163,108,10397,0.46409,0.58557
164,164,1993,Lower Saxony,Upper Secondary Level,Agree completely,0.1035,46,10397,0.08677,0.1229
165,165,1993,Lower Saxony,Upper Secondary Level,Agree,0.14217,63,10397,0.12201,0.16086
166,166,1993,Lower Saxony,Upper Secondary Level,Disagree,0.27486,132,10397,0.24779,0.29974
167,167,1993,Lower Saxony,Upper Secondary Level,Disagree completely,0.47947,252,10397,0.45095,0.5145
168,168,1993,Lower Saxony,First Stage of Tertiary Education,Disagree completely,1.0,46,10397,0.85325,1.15107
169,169,1993,Lower Saxony,Second Stage of Tertiary Education,Disagree completely,1.0,45,10397,0.87472,1.14515
170,170,1993,North Rhine-Westphalia,Primary Level,Agree,0.21995,31,10397,0.1625,0.29141
171,171,1993,North Rhine-Westphalia,Primary Level,Disagree,0.35909,47,10397,0.28107,0.44199
172,172,1993,North Rhine-Westphalia,Primary Level,Disagree completely,0.42097,72,10397,0.35526,0.48968
173,173,1993,North Rhine-Westphalia,Lower Secondary Level,Agree completely,0.09169,48,10397,0.07537,0.11189
174,174,1993,North Rhine-Westphalia,Lower Secondary Level,Agree,0.14132,70,10397,0.12026,0.16327
175,175,1993,North Rhine-Westphalia,Lower Secondary Level,Disagree,0.27602,150,10397,0.24524,0.30215
176,176,1993,North Rhine-Westphalia,Lower Secondary Level,Disagree completely,0.49097,294,10397,0.45805,0.53224
177,177,1993,North Rhine-Westphalia,Upper Secondary Level,Agree completely,0.07919,85,10397,0.07014,0.0888
178,178,1993,North Rhine-Westphalia,Upper Secondary Level,Agree,0.1276,139,10397,0.11304,0.14309
179,179,1993,North Rhine-Westphalia,Upper Secondary Level,Disagree,0.28079,331,10397,0.26222,0.29858
180,180,1993,North Rhine-Westphalia,Upper Secondary Level,Disagree completely,0.51242,669,10397,0.48928,0.5355
181,181,1993,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Disagree,0.39608,31,10397,0.30293,0.47876
182,182,1993,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Disagree completely,0.60392,52,10397,0.49647,0.72779
183,183,1993,North Rhine-Westphalia,First Stage of Tertiary Education,Disagree completely,1.0,81,10397,0.88186,1.10636
184,184,1993,North Rhine-Westphalia,Second Stage of Tertiary Education,Disagree,0.38118,66,10397,0.33112,0.43139
185,185,1993,North Rhine-Westphalia,Second Stage of Tertiary Education,Disagree completely,0.61882,116,10397,0.54465,0.69199
186,186,1993,Hesse,Primary Level,Disagree completely,1.0,35,10397,0.66373,1.55765
187,187,1993,Hesse,Lower Secondary Level,Disagree,0.34479,65,10397,0.28479,0.42482
188,188,1993,Hesse,Lower Secondary Level,Disagree completely,0.65521,136,10397,0.56225,0.76448
189,189,1993,Hesse,Upper Secondary Level,Agree,0.10666,39,10397,0.08624,0.12674
190,190,1993,Hesse,Upper Secondary Level,Disagree,0.29711,103,10397,0.26106,0.33208
191,191,1993,Hesse,Upper Secondary Level,Disagree completely,0.59623,251,10397,0.55712,0.65255
192,192,1993,Hesse,Second Stage of Tertiary Education,Disagree completely,1.0,54,10397,0.8844,1.12625
193,193,1993,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Disagree,0.35314,50,10397,0.30155,0.40146
194,194,1993,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Disagree completely,0.64686,98,10397,0.5911,0.72573
195,195,1993,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Agree,0.1609,39,10397,0.13428,0.18658
196,196,1993,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Disagree,0.25448,73,10397,0.22936,0.28162
197,197,1993,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Disagree completely,0.58463,179,10397,0.53145,0.62958
198,198,1993,Baden-Wuerttemberg,Primary Level,Agree,0.27753,46,10397,0.21705,0.33889
199,199,1993,Baden-Wuerttemberg,Primary Level,Disagree,0.3898,67,10397,0.31819,0.4803
200,200,1993,Baden-Wuerttemberg,Primary Level,Disagree completely,0.33268,57,10397,0.25151,0.41521
201,201,1993,Baden-Wuerttemberg,Lower Secondary Level,Agree completely,0.08361,36,10397,0.06045,0.10381
202,202,1993,Baden-Wuerttemberg,Lower Secondary Level,Agree,0.14346,67,10397,0.11452,0.1759
203,203,1993,Baden-Wuerttemberg,Lower Secondary Level,Disagree,0.37061,158,10397,0.32276,0.4188
204,204,1993,Baden-Wuerttemberg,Lower Secondary Level,Disagree completely,0.40232,210,10397,0.352,0.44969
205,205,1993,Baden-Wuerttemberg,Upper Secondary Level,Agree completely,0.07931,52,10397,0.06768,0.09282
206,206,1993,Baden-Wuerttemberg,Upper Secondary Level,Agree,0.14605,113,10397,0.12575,0.16691
207,207,1993,Baden-Wuerttemberg,Upper Secondary Level,Disagree,0.32134,256,10397,0.29382,0.34503
208,208,1993,Baden-Wuerttemberg,Upper Secondary Level,Disagree completely,0.4533,372,10397,0.42331,0.48773
209,209,1993,Baden-Wuerttemberg,First Stage of Tertiary Education,Disagree completely,1.0,42,10397,0.835,1.19999
210,210,1993,Baden-Wuerttemberg,Second Stage of Tertiary Education,Disagree,0.45122,34,10397,0.38335,0.52837
211,211,1993,Baden-Wuerttemberg,Second Stage of Tertiary Education,Disagree completely,0.54878,50,10397,0.47012,0.63999
212,212,1993,Bavaria,Lower Secondary Level,Agree completely,0.12221,34,10397,0.09988,0.14249
213,213,1993,Bavaria,Lower Secondary Level,Agree,0.20238,51,10397,0.17041,0.23534
214,214,1993,Bavaria,Lower Secondary Level,Disagree,0.29086,118,10397,0.25695,0.33499
215,215,1993,Bavaria,Lower Secondary Level,Disagree completely,0.38455,158,10397,0.35485,0.42209
216,216,1993,Bavaria,Upper Secondary Level,Agree completely,0.09519,70,10397,0.07964,0.10995
217,217,1993,Bavaria,Upper Secondary Level,Agree,0.15821,115,10397,0.13982,0.17642
218,218,1993,Bavaria,Upper Secondary Level,Disagree,0.30529,243,10397,0.28566,0.32877
219,219,1993,Bavaria,Upper Secondary Level,Disagree completely,0.44131,394,10397,0.41522,0.46698
220,220,1993,Bavaria,First Stage of Tertiary Education,Disagree,0.49574,40,10397,0.4022,0.61603
221,221,1993,Bavaria,First Stage of Tertiary Education,Disagree completely,0.50426,50,10397,0.42851,0.58343
222,222,1993,Bavaria,Second Stage of Tertiary Education,Disagree,0.45123,55,10397,0.36342,0.5508
223,223,1993,Bavaria,Second Stage of Tertiary Education,Disagree completely,0.54877,85,10397,0.49188,0.617
224,224,1993,Berlin,Lower Secondary Level,Disagree completely,1.0,38,10397,0.79814,1.23547
225,225,1993,Berlin,Upper Secondary Level,Disagree,0.36095,63,10397,0.30996,0.4153
226,226,1993,Berlin,Upper Secondary Level,Disagree completely,0.63905,135,10397,0.57691,0.71366
227,227,1993,Berlin,Second Stage of Tertiary Education,Disagree,0.37721,39,10397,0.30434,0.4469
228,228,1993,Berlin,Second Stage of Tertiary Education,Disagree completely,0.62279,77,10397,0.55045,0.70021
229,229,1993,Brandenburg,Upper Secondary Level,Agree completely,0.11129,31,10397,0.08887,0.13346
230,230,1993,Brandenburg,Upper Secondary Level,Agree,0.11133,37,10397,0.0935,0.12974
231,231,1993,Brandenburg,Upper Secondary Level,Disagree,0.27764,95,10397,0.24845,0.30717
232,232,1993,Brandenburg,Upper Secondary Level,Disagree completely,0.49973,177,10397,0.46363,0.535
233,233,1993,Brandenburg,Second Stage of Tertiary Education,Disagree,0.26088,32,10397,0.22563,0.30248
234,234,1993,Brandenburg,Second Stage of Tertiary Education,Disagree completely,0.73912,90,10397,0.65777,0.82617
235,235,1993,Mecklenburg-Western Pomerania,Upper Secondary Level,Disagree,0.27542,45,10397,0.24016,0.3135
236,236,1993,Mecklenburg-Western Pomerania,Upper Secondary Level,Disagree completely,0.72458,128,10397,0.66178,0.77488
237,237,1993,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Disagree completely,1.0,46,10397,0.84858,1.17054
238,238,1993,Saxony,Lower Secondary Level,Disagree,0.43897,39,10397,0.36078,0.52648
239,239,1993,Saxony,Lower Secondary Level,Disagree completely,0.56103,57,10397,0.50851,0.6285
240,240,1993,Saxony,Upper Secondary Level,Agree completely,0.06541,39,10397,0.05711,0.07597
241,241,1993,Saxony,Upper Secondary Level,Agree,0.12448,70,10397,0.10815,0.13863
242,242,1993,Saxony,Upper Secondary Level,Disagree,0.26015,169,10397,0.24363,0.27519
243,243,1993,Saxony,Upper Secondary Level,Disagree completely,0.54997,360,10397,0.52274,0.57976
244,244,1993,Saxony,Second Stage of Tertiary Education,Disagree,0.38275,71,10397,0.33206,0.424
245,245,1993,Saxony,Second Stage of Tertiary Education,Disagree completely,0.61725,126,10397,0.55944,0.67361
246,246,1993,Saxony-Anhalt,Lower Secondary Level,Disagree completely,1.0,44,10397,0.83891,1.18562
247,247,1993,Saxony-Anhalt,Upper Secondary Level,Agree completely,0.0883,34,10397,0.07186,0.10512
248,248,1993,Saxony-Anhalt,Upper Secondary Level,Agree,0.11815,47,10397,0.10074,0.14007
249,249,1993,Saxony-Anhalt,Upper Secondary Level,Disagree,0.22563,93,10397,0.20072,0.25309
250,250,1993,Saxony-Anhalt,Upper Secondary Level,Disagree completely,0.56792,232,10397,0.53229,0.61332
251,251,1993,Saxony-Anhalt,Second Stage of Tertiary Education,Disagree,0.42868,55,10397,0.3623,0.51223
252,252,1993,Saxony-Anhalt,Second Stage of Tertiary Education,Disagree completely,0.57132,82,10397,0.51313,0.65009
253,253,1993,Thuringa,Lower Secondary Level,Disagree completely,1.0,36,10397,0.84565,1.13276
254,254,1993,Thuringa,Upper Secondary Level,Agree,0.13174,44,10397,0.10938,0.15603
255,255,1993,Thuringa,Upper Secondary Level,Disagree,0.27498,100,10397,0.24569,0.30407
256,256,1993,Thuringa,Upper Secondary Level,Disagree completely,0.59328,245,10397,0.55824,0.62848
257,257,1993,Thuringa,Second Stage of Tertiary Education,Disagree completely,1.0,77,10397,0.90451,1.09028
258,258,1995,Schleswig-Holstein,Upper Secondary Level,Disagree,0.36871,47,10628,0.29643,0.43677
259,259,1995,Schleswig-Holstein,Upper Secondary Level,Disagree completely,0.63129,83,10628,0.56107,0.70484
260,260,1995,Hamburg,Upper Secondary Level,Disagree completely,1.0,41,10628,0.78437,1.23392
261,261,1995,Lower Saxony,Lower Secondary Level,Agree,0.22387,39,10628,0.17218,0.27776
262,262,1995,Lower Saxony,Lower Secondary Level,Disagree,0.31529,61,10628,0.26377,0.36611
263,263,1995,Lower Saxony,Lower Secondary Level,Disagree completely,0.46084,109,10628,0.40198,0.51586
