year,quintil_oecd,sampreg,plh0189,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1995,5th Quintile,West,Agree completely,0.06581,120,13190,0.06568,0.06594
1995,5th Quintile,West,Agree,0.11227,218,13190,0.11210,0.11244
1995,5th Quintile,West,Disagree,0.34247,709,13190,0.34221,0.34273
1995,5th Quintile,West,Disagree completely,0.47945,1084,13190,0.47918,0.47972
1995,5th Quintile,East,Agree,0.11386,34,13190,0.11327,0.11445
1995,5th Quintile,East,Disagree,0.40981,126,13190,0.40889,0.41073
1995,5th Quintile,East,Disagree completely,0.47633,164,13190,0.47539,0.47726
1996,1st Quintile,West,Agree completely,0.10384,144,12957,0.10365,0.10404
1996,1st Quintile,West,Agree,0.19452,300,12957,0.19426,0.19477
1996,1st Quintile,West,Disagree,0.32441,536,12957,0.32411,0.32471
1996,1st Quintile,West,Disagree completely,0.37723,757,12957,0.37692,0.37754
1996,1st Quintile,East,Agree completely,0.10701,74,12957,0.10666,0.10736
1996,1st Quintile,East,Agree,0.17114,120,12957,0.17072,0.17156
1996,1st Quintile,East,Disagree,0.34353,268,12957,0.34299,0.34406
1996,1st Quintile,East,Disagree completely,0.37832,331,12957,0.37778,0.37887
1996,2nd Quintile,West,Agree completely,0.08501,118,12957,0.08482,0.08519
1996,2nd Quintile,West,Agree,0.16553,238,12957,0.16529,0.16577
1996,2nd Quintile,West,Disagree,0.32407,545,12957,0.32376,0.32437
1996,2nd Quintile,West,Disagree completely,0.42540,853,12957,0.42507,0.42572
1996,2nd Quintile,East,Agree completely,0.06787,59,12957,0.06760,0.06814
1996,2nd Quintile,East,Agree,0.11328,109,12957,0.11294,0.11362
1996,2nd Quintile,East,Disagree,0.34120,345,12957,0.34069,0.34170
1996,2nd Quintile,East,Disagree completely,0.47765,455,12957,0.47712,0.47818
1996,3rd Quintile,West,Agree completely,0.07565,113,12957,0.07549,0.07581
1996,3rd Quintile,West,Agree,0.13997,223,12957,0.13976,0.14018
1996,3rd Quintile,West,Disagree,0.33271,576,12957,0.33243,0.33300
1996,3rd Quintile,West,Disagree completely,0.45167,875,12957,0.45136,0.45197
1996,3rd Quintile,East,Agree completely,0.06461,56,12957,0.06433,0.06489
1996,3rd Quintile,East,Agree,0.12064,96,12957,0.12027,0.12102
1996,3rd Quintile,East,Disagree,0.34935,302,12957,0.34880,0.34990
1996,3rd Quintile,East,Disagree completely,0.46539,410,12957,0.46482,0.46597
1996,4th Quintile,West,Agree completely,0.05282,101,12957,0.05269,0.05295
1996,4th Quintile,West,Agree,0.12464,234,12957,0.12445,0.12483
1996,4th Quintile,West,Disagree,0.31342,638,12957,0.31316,0.31369
1996,4th Quintile,West,Disagree completely,0.50911,1046,12957,0.50882,0.50940
1996,4th Quintile,East,Agree,0.11462,66,12957,0.11418,0.11506
1996,4th Quintile,East,Disagree,0.39310,256,12957,0.39243,0.39377
1996,4th Quintile,East,Disagree completely,0.49228,333,12957,0.49160,0.49297
1996,5th Quintile,West,Agree completely,0.05847,101,12957,0.05835,0.05860
1996,5th Quintile,West,Agree,0.10926,193,12957,0.10909,0.10943
1996,5th Quintile,West,Disagree,0.35319,698,12957,0.35294,0.35345
1996,5th Quintile,West,Disagree completely,0.47907,1034,12957,0.47880,0.47934
1996,5th Quintile,East,Agree,0.09657,33,12957,0.09602,0.09712
1996,5th Quintile,East,Disagree,0.36381,133,12957,0.36291,0.36470
1996,5th Quintile,East,Disagree completely,0.53963,188,12957,0.53870,0.54056
1997,1st Quintile,West,Agree completely,0.09137,109,12729,0.09119,0.09156
1997,1st Quintile,West,Agree,0.20398,244,12729,0.20372,0.20424
1997,1st Quintile,West,Disagree,0.31419,516,12729,0.31389,0.31449
1997,1st Quintile,West,Disagree completely,0.39046,735,12729,0.39014,0.39077
1997,1st Quintile,East,Agree completely,0.10299,65,12729,0.10265,0.10334
1997,1st Quintile,East,Agree,0.13498,91,12729,0.13460,0.13537
1997,1st Quintile,East,Disagree,0.29024,223,12729,0.28973,0.29075
1997,1st Quintile,East,Disagree completely,0.47179,379,12729,0.47123,0.47235
1997,2nd Quintile,West,Agree completely,0.09762,122,12729,0.09742,0.09781
1997,2nd Quintile,West,Agree,0.16255,242,12729,0.16231,0.16279
1997,2nd Quintile,West,Disagree,0.28226,518,12729,0.28197,0.28255
1997,2nd Quintile,West,Disagree completely,0.45757,901,12729,0.45725,0.45790
1997,2nd Quintile,East,Agree completely,0.06676,60,12729,0.06649,0.06702
1997,2nd Quintile,East,Agree,0.13832,119,12729,0.13795,0.13868
1997,2nd Quintile,East,Disagree,0.31233,296,12729,0.31184,0.31282
1997,2nd Quintile,East,Disagree completely,0.48260,492,12729,0.48207,0.48313
1997,3rd Quintile,West,Agree completely,0.07881,100,12729,0.07864,0.07897
1997,3rd Quintile,West,Agree,0.12381,224,12729,0.12361,0.12401
1997,3rd Quintile,West,Disagree,0.31029,541,12729,0.31001,0.31058
1997,3rd Quintile,West,Disagree completely,0.48709,877,12729,0.48679,0.48740
1997,3rd Quintile,East,Agree completely,0.06559,49,12729,0.06530,0.06589
1997,3rd Quintile,East,Agree,0.08782,62,12729,0.08748,0.08816
1997,3rd Quintile,East,Disagree,0.31924,263,12729,0.31868,0.31979
1997,3rd Quintile,East,Disagree completely,0.52735,437,12729,0.52676,0.52795
1997,4th Quintile,West,Agree completely,0.07866,120,12729,0.07850,0.07881
1997,4th Quintile,West,Agree,0.10936,195,12729,0.10918,0.10954
1997,4th Quintile,West,Disagree,0.29273,586,12729,0.29247,0.29299
1997,4th Quintile,West,Disagree completely,0.51926,1047,12729,0.51897,0.51954
1997,4th Quintile,East,Agree completely,0.07029,46,12729,0.06995,0.07062
1997,4th Quintile,East,Agree,0.10194,64,12729,0.10155,0.10234
1997,4th Quintile,East,Disagree,0.34882,260,12729,0.34820,0.34944
1997,4th Quintile,East,Disagree completely,0.47895,334,12729,0.47830,0.47960
1997,5th Quintile,West,Agree completely,0.07086,122,12729,0.07072,0.07100
1997,5th Quintile,West,Agree,0.09640,180,12729,0.09624,0.09656
1997,5th Quintile,West,Disagree,0.30908,625,12729,0.30883,0.30933
1997,5th Quintile,West,Disagree completely,0.52366,1127,12729,0.52339,0.52393
1997,5th Quintile,East,Agree,0.09146,32,12729,0.09094,0.09199
1997,5th Quintile,East,Disagree,0.35637,129,12729,0.35550,0.35724
1997,5th Quintile,East,Disagree completely,0.55217,197,12729,0.55127,0.55307
2008,1st Quintile,West,Agree completely,0.10282,187,19217,0.10263,0.10301
2008,1st Quintile,West,Agree,0.23776,439,19217,0.23749,0.23803
2008,1st Quintile,West,Disagree,0.35399,734,19217,0.35369,0.35429
2008,1st Quintile,West,Disagree completely,0.30543,671,19217,0.30515,0.30572
2008,1st Quintile,East,Agree completely,0.07788,68,19217,0.07758,0.07818
2008,1st Quintile,East,Agree,0.20931,180,19217,0.20886,0.20975
2008,1st Quintile,East,Disagree,0.40240,398,19217,0.40186,0.40294
2008,1st Quintile,East,Disagree completely,0.31041,322,19217,0.30990,0.31092
2008,2nd Quintile,West,Agree completely,0.09486,174,19217,0.09468,0.09504
2008,2nd Quintile,West,Agree,0.14409,307,19217,0.14388,0.14431
2008,2nd Quintile,West,Disagree,0.37873,837,19217,0.37842,0.37903
2008,2nd Quintile,West,Disagree completely,0.38232,903,19217,0.38202,0.38262
2008,2nd Quintile,East,Agree completely,0.09092,83,19217,0.09061,0.09124
2008,2nd Quintile,East,Agree,0.16633,161,19217,0.16592,0.16674
2008,2nd Quintile,East,Disagree,0.40942,477,19217,0.40888,0.40996
2008,2nd Quintile,East,Disagree completely,0.33332,402,19217,0.33281,0.33384
2008,3rd Quintile,West,Agree completely,0.07145,168,19217,0.07129,0.07160
2008,3rd Quintile,West,Agree,0.14558,335,19217,0.14537,0.14580
2008,3rd Quintile,West,Disagree,0.38410,963,19217,0.38381,0.38440
2008,3rd Quintile,West,Disagree completely,0.39887,1128,19217,0.39857,0.39917
2008,3rd Quintile,East,Agree completely,0.07566,74,19217,0.07537,0.07596
2008,3rd Quintile,East,Agree,0.15786,153,19217,0.15745,0.15827
2008,3rd Quintile,East,Disagree,0.44743,526,19217,0.44688,0.44799
2008,3rd Quintile,East,Disagree completely,0.31904,405,19217,0.31852,0.31957
2008,4th Quintile,West,Agree completely,0.06368,171,19217,0.06354,0.06382
2008,4th Quintile,West,Agree,0.13042,357,19217,0.13023,0.13061
2008,4th Quintile,West,Disagree,0.39418,1230,19217,0.39390,0.39446
2008,4th Quintile,West,Disagree completely,0.41172,1352,19217,0.41144,0.41200
2008,4th Quintile,East,Agree completely,0.05976,58,19217,0.05943,0.06010
2008,4th Quintile,East,Agree,0.16849,126,19217,0.16797,0.16902
2008,4th Quintile,East,Disagree,0.43172,343,19217,0.43102,0.43241
2008,4th Quintile,East,Disagree completely,0.34002,290,19217,0.33936,0.34069
2008,5th Quintile,West,Agree completely,0.04809,185,19217,0.04797,0.04820
2008,5th Quintile,West,Agree,0.10777,431,19217,0.10760,0.10794
2008,5th Quintile,West,Disagree,0.40042,1688,19217,0.40015,0.40068
2008,5th Quintile,West,Disagree completely,0.44373,2223,19217,0.44346,0.44399
2008,5th Quintile,East,Agree,0.09538,75,19217,0.09487,0.09588
2008,5th Quintile,East,Disagree,0.45844,291,19217,0.45758,0.45930
2008,5th Quintile,East,Disagree completely,0.44618,302,19217,0.44533,0.44704
2013,1st Quintile,West,Agree completely,0.08860,152,18739,0.08839,0.08882
2013,1st Quintile,West,Agree,0.20460,366,18739,0.20429,0.20490
2013,1st Quintile,West,Disagree,0.37292,801,18739,0.37255,0.37328
2013,1st Quintile,West,Disagree completely,0.33388,768,18739,0.33352,0.33424
2013,1st Quintile,East,Agree completely,0.11018,87,18739,0.10980,0.11055
2013,1st Quintile,East,Agree,0.19343,173,18739,0.19296,0.19390
2013,1st Quintile,East,Disagree,0.39588,412,18739,0.39530,0.39646
2013,1st Quintile,East,Disagree completely,0.30051,328,18739,0.29997,0.30106
2013,2nd Quintile,West,Agree completely,0.05901,125,18739,0.05884,0.05917
2013,2nd Quintile,West,Agree,0.14117,301,18739,0.14092,0.14141
2013,2nd Quintile,West,Disagree,0.38259,814,18739,0.38224,0.38293
2013,2nd Quintile,West,Disagree completely,0.41724,1036,18739,0.41689,0.41758
2013,2nd Quintile,East,Agree completely,0.05324,54,18739,0.05297,0.05351
2013,2nd Quintile,East,Agree,0.16009,157,18739,0.15965,0.16053
2013,2nd Quintile,East,Disagree,0.40198,455,18739,0.40139,0.40257
2013,2nd Quintile,East,Disagree completely,0.38469,477,18739,0.38410,0.38528
2013,3rd Quintile,West,Agree completely,0.05183,114,18739,0.05169,0.05198
2013,3rd Quintile,West,Agree,0.12228,303,18739,0.12206,0.12249
2013,3rd Quintile,West,Disagree,0.40455,1044,18739,0.40423,0.40488
2013,3rd Quintile,West,Disagree completely,0.42134,1183,18739,0.42101,0.42166
2013,3rd Quintile,East,Agree completely,0.03942,37,18739,0.03917,0.03967
2013,3rd Quintile,East,Agree,0.12742,105,18739,0.12700,0.12784
2013,3rd Quintile,East,Disagree,0.46430,404,18739,0.46367,0.46493
2013,3rd Quintile,East,Disagree completely,0.36886,388,18739,0.36824,0.36947
2013,4th Quintile,West,Agree completely,0.04470,129,18739,0.04457,0.04482
2013,4th Quintile,West,Agree,0.09295,267,18739,0.09277,0.09313
2013,4th Quintile,West,Disagree,0.40698,1226,18739,0.40669,0.40728
2013,4th Quintile,West,Disagree completely,0.45537,1529,18739,0.45507,0.45567
2013,4th Quintile,East,Agree,0.13019,83,18739,0.12970,0.13068
2013,4th Quintile,East,Disagree,0.43045,333,18739,0.42973,0.43117
2013,4th Quintile,East,Disagree completely,0.43936,326,18739,0.43864,0.44008
2013,5th Quintile,West,Agree completely,0.03328,135,18739,0.03318,0.03338
2013,5th Quintile,West,Agree,0.07624,296,18739,0.07609,0.07639
2013,5th Quintile,West,Disagree,0.42474,1674,18739,0.42446,0.42502
2013,5th Quintile,West,Disagree completely,0.46574,2093,18739,0.46546,0.46602
2013,5th Quintile,East,Agree,0.09680,58,18739,0.09626,0.09734
2013,5th Quintile,East,Disagree,0.45768,243,18739,0.45678,0.45859
2013,5th Quintile,East,Disagree completely,0.44552,263,18739,0.44462,0.44642
2018,1st Quintile,West,Agree completely,0.10052,276,24216,0.10032,0.10071
2018,1st Quintile,West,Agree,0.21494,677,24216,0.21467,0.21521
2018,1st Quintile,West,Disagree,0.35480,1182,24216,0.35448,0.35512
2018,1st Quintile,West,Disagree completely,0.32974,1244,24216,0.32943,0.33006
2018,1st Quintile,East,Agree completely,0.08792,97,24216,0.08759,0.08825
2018,1st Quintile,East,Agree,0.21310,239,24216,0.21263,0.21357
2018,1st Quintile,East,Disagree,0.37724,442,24216,0.37668,0.37780
2018,1st Quintile,East,Disagree completely,0.32174,477,24216,0.32120,0.32228
2018,2nd Quintile,West,Agree completely,0.06633,201,24216,0.06617,0.06648
2018,2nd Quintile,West,Agree,0.14838,537,24216,0.14815,0.14860
2018,2nd Quintile,West,Disagree,0.38021,1398,24216,0.37991,0.38051
2018,2nd Quintile,West,Disagree completely,0.40509,1656,24216,0.40478,0.40539
2018,2nd Quintile,East,Agree completely,0.08146,87,24216,0.08115,0.08178
2018,2nd Quintile,East,Agree,0.16127,202,24216,0.16085,0.16170
2018,2nd Quintile,East,Disagree,0.39357,529,24216,0.39300,0.39413
2018,2nd Quintile,East,Disagree completely,0.36370,602,24216,0.36314,0.36425
2018,3rd Quintile,West,Agree completely,0.04975,149,24216,0.04963,0.04988
2018,3rd Quintile,West,Agree,0.14437,452,24216,0.14416,0.14458
2018,3rd Quintile,West,Disagree,0.39238,1402,24216,0.39209,0.39267
2018,3rd Quintile,West,Disagree completely,0.41350,1634,24216,0.41320,0.41379
2018,3rd Quintile,East,Agree completely,0.04258,40,24216,0.04233,0.04283
2018,3rd Quintile,East,Agree,0.12663,122,24216,0.12622,0.12704
2018,3rd Quintile,East,Disagree,0.40480,443,24216,0.40420,0.40540
2018,3rd Quintile,East,Disagree completely,0.42599,500,24216,0.42538,0.42660
2018,4th Quintile,West,Agree completely,0.04628,156,24216,0.04616,0.04639
2018,4th Quintile,West,Agree,0.11440,387,24216,0.11422,0.11457
2018,4th Quintile,West,Disagree,0.38767,1467,24216,0.38739,0.38794
2018,4th Quintile,West,Disagree completely,0.45166,1825,24216,0.45138,0.45194
2018,4th Quintile,East,Agree,0.11833,80,24216,0.11785,0.11881
2018,4th Quintile,East,Disagree,0.46397,318,24216,0.46323,0.46472
2018,4th Quintile,East,Disagree completely,0.41770,342,24216,0.41696,0.41843
2018,5th Quintile,West,Agree completely,0.03024,151,24216,0.03015,0.03033
2018,5th Quintile,West,Agree,0.09912,394,24216,0.09896,0.09928
2018,5th Quintile,West,Disagree,0.39070,1708,24216,0.39044,0.39096
2018,5th Quintile,West,Disagree completely,0.47994,2205,24216,0.47967,0.48021
2018,5th Quintile,East,Agree,0.11472,58,24216,0.11414,0.11529
2018,5th Quintile,East,Disagree,0.39457,227,24216,0.39369,0.39545
2018,5th Quintile,East,Disagree completely,0.49071,310,24216,0.48981,0.49162
