"plh0042","year","age_gr","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Keine Sorgen","1984","46-65","weiblich","357","0.584164277015123","0.546216269019611","0.622112285010635"
"Keine Sorgen","1984","66","männlich","","","",""
"Keine Sorgen","1984","66","weiblich","","","",""
"Grosse Sorgen","1985","17-29","männlich","167","0.130415220019302","0.109553449856695","0.151276990181909"
"Grosse Sorgen","1985","17-29","weiblich","117","0.137742871583516","0.113771614871765","0.161714128295268"
"Grosse Sorgen","1985","30-45","männlich","247","0.129560596429831","0.112739037694895","0.146382155164766"
"Grosse Sorgen","1985","30-45","weiblich","107","0.0862996814233374","0.0681643807497622","0.104434982096912"
"Grosse Sorgen","1985","46-65","männlich","180","0.138085457322158","0.118622871910405","0.157548042733911"
"Grosse Sorgen","1985","46-65","weiblich","57","0.0763621570388858","0.0552348716673057","0.097489442410466"
"Grosse Sorgen","1985","66","männlich","","","",""
"Grosse Sorgen","1985","66","weiblich","","","",""
"Einige Sorgen","1985","17-29","männlich","347","0.337650516747159","0.308354514346379","0.366946519147939"
"Einige Sorgen","1985","17-29","weiblich","251","0.307630744066012","0.275529519826735","0.339731968305289"
"Einige Sorgen","1985","30-45","männlich","501","0.305709908191723","0.282632568822012","0.328787247561434"
"Einige Sorgen","1985","30-45","weiblich","283","0.29183043293762","0.262470693610369","0.321190172264872"
"Einige Sorgen","1985","46-65","männlich","324","0.254494842280154","0.229921780374249","0.279067904186058"
"Einige Sorgen","1985","46-65","weiblich","165","0.262223620067587","0.227232969006848","0.297214271128325"
"Einige Sorgen","1985","66","männlich","","","",""
"Einige Sorgen","1985","66","weiblich","","","",""
"Keine Sorgen","1985","17-29","männlich","487","0.531934263233539","0.50102323438231","0.562845292084768"
"Keine Sorgen","1985","17-29","weiblich","426","0.554626384350472","0.52005630746823","0.589196461232714"
"Keine Sorgen","1985","30-45","männlich","783","0.564729495378446","0.539894713457539","0.589564277299354"
"Keine Sorgen","1985","30-45","weiblich","531","0.621869885639042","0.590552271267206","0.653187500010878"
"Keine Sorgen","1985","46-65","männlich","703","0.607419700397688","0.579870871375674","0.634968529419703"
"Keine Sorgen","1985","46-65","weiblich","385","0.661414222893528","0.623767700379049","0.699060745408006"
"Keine Sorgen","1985","66","männlich","","","",""
"Keine Sorgen","1985","66","weiblich","","","",""
"Grosse Sorgen","1986","17-29","männlich","169","0.151129136018418","0.12876125266469","0.173497019372146"
"Grosse Sorgen","1986","17-29","weiblich","120","0.135426627806312","0.111565690182237","0.159287565430386"
"Grosse Sorgen","1986","30-45","männlich","182","0.105574988669901","0.0894725474277063","0.121677429912096"
"Grosse Sorgen","1986","30-45","weiblich","101","0.0933851854887148","0.0740058204413133","0.112764550536116"
"Grosse Sorgen","1986","46-65","männlich","202","0.138857178517517","0.119259516558161","0.158454840476873"
"Grosse Sorgen","1986","46-65","weiblich","75","0.108159060022337","0.082926474539675","0.133391645504998"
"Grosse Sorgen","1986","66","männlich","","","",""
"Grosse Sorgen","1986","66","weiblich","","","",""
"Einige Sorgen","1986","17-29","männlich","324","0.318666829309969","0.289567822114274","0.347765836505664"
"Einige Sorgen","1986","17-29","weiblich","248","0.302494480324617","0.270463731124616","0.334525229524618"
"Einige Sorgen","1986","30-45","männlich","468","0.316286223392901","0.291918411301684","0.340654035484119"
"Einige Sorgen","1986","30-45","weiblich","253","0.285076351803942","0.25500869582209","0.315144007785793"
"Einige Sorgen","1986","46-65","männlich","338","0.273159127591833","0.247906299040709","0.298411956142956"
"Einige Sorgen","1986","46-65","weiblich","134","0.204194040990279","0.171444009338927","0.236944072641631"
"Einige Sorgen","1986","66","männlich","","","",""
"Einige Sorgen","1986","66","weiblich","","","",""
"Keine Sorgen","1986","17-29","männlich","492","0.530204034671613","0.499036235903204","0.561371833440023"
"Keine Sorgen","1986","17-29","weiblich","422","0.562078891869071","0.527482474879381","0.596675308858762"
"Keine Sorgen","1986","30-45","männlich","749","0.578138787937197","0.552260229183909","0.604017346690485"
"Keine Sorgen","1986","30-45","weiblich","512","0.621538462707343","0.58923611971718","0.653840805697507"
"Keine Sorgen","1986","46-65","männlich","656","0.58798369389065","0.560088952181679","0.615878435599622"
"Keine Sorgen","1986","46-65","weiblich","373","0.687646898987384","0.649994534505916","0.725299263468853"
"Keine Sorgen","1986","66","männlich","","","",""
"Keine Sorgen","1986","66","weiblich","","","",""
"Grosse Sorgen","1987","17-29","männlich","127","0.0981098778886089","0.079863847125781","0.116355908651437"
"Grosse Sorgen","1987","17-29","weiblich","112","0.102281584730179","0.0813491887351977","0.12321398072516"
"Grosse Sorgen","1987","30-45","männlich","162","0.094058826520794","0.0787240217783239","0.109393631263264"
"Grosse Sorgen","1987","30-45","weiblich","98","0.0980791636342462","0.0783723390200365","0.117785988248456"
"Grosse Sorgen","1987","46-65","männlich","157","0.121059943905276","0.102549887937428","0.139569999873124"
"Grosse Sorgen","1987","46-65","weiblich","57","0.0855487283496463","0.0633711281984339","0.107726328500859"
"Grosse Sorgen","1987","66","männlich","","","",""
"Grosse Sorgen","1987","66","weiblich","","","",""
"Einige Sorgen","1987","17-29","männlich","379","0.35736747543543","0.327972433568922","0.386762517301939"
"Einige Sorgen","1987","17-29","weiblich","280","0.351868238379875","0.318879034385461","0.384857442374289"
"Einige Sorgen","1987","30-45","männlich","482","0.343922178802504","0.318968404461034","0.368875953143974"
"Einige Sorgen","1987","30-45","weiblich","283","0.300272646149802","0.269901136749045","0.330644155550559"
"Einige Sorgen","1987","46-65","männlich","373","0.281714935264518","0.256189025873777","0.307240844655259"
"Einige Sorgen","1987","46-65","weiblich","174","0.274631470674428","0.239241354204144","0.310021587144712"
"Einige Sorgen","1987","66","männlich","","","",""
"Einige Sorgen","1987","66","weiblich","","","",""
"Keine Sorgen","1987","17-29","männlich","515","0.544522646675961","0.513975082381334","0.575070210970588"
"Keine Sorgen","1987","17-29","weiblich","413","0.545850176889946","0.511455878617415","0.580244475162477"
"Keine Sorgen","1987","30-45","männlich","748","0.562018994676702","0.535955562327003","0.588082427026402"
"Keine Sorgen","1987","30-45","weiblich","494","0.601648190215952","0.569210586102278","0.634085794329626"
"Keine Sorgen","1987","46-65","männlich","663","0.597225120830206","0.569394167009935","0.625056074650477"
"Keine Sorgen","1987","46-65","weiblich","380","0.639819800975925","0.601755641788558","0.677883960163293"
"Keine Sorgen","1987","66","männlich","","","",""
"Keine Sorgen","1987","66","weiblich","","","",""
"Grosse Sorgen","1988","17-29","männlich","172","0.141246700749577","0.119496997231419","0.162996404267736"
"Grosse Sorgen","1988","17-29","weiblich","109","0.113211683401273","0.0905353379321233","0.135888028870423"
"Grosse Sorgen","1988","30-45","männlich","181","0.116495088898416","0.0989745099827713","0.134015667814061"
"Grosse Sorgen","1988","30-45","weiblich","94","0.0889709427565233","0.0694964245037214","0.108445461009325"
"Grosse Sorgen","1988","46-65","männlich","181","0.134995942967523","0.115142017343617","0.15484986859143"
"Grosse Sorgen","1988","46-65","weiblich","78","0.119103776239645","0.0934413614889734","0.144766190990316"
"Grosse Sorgen","1988","66","männlich","","","",""
"Grosse Sorgen","1988","66","weiblich","","","",""
"Einige Sorgen","1988","17-29","männlich","360","0.360033164165894","0.33005673044878","0.390009597883008"
"Einige Sorgen","1988","17-29","weiblich","259","0.331525511334332","0.297834165863603","0.365216856805062"
"Einige Sorgen","1988","30-45","männlich","466","0.363622215112958","0.337351441080806","0.38989298914511"
"Einige Sorgen","1988","30-45","weiblich","268","0.320189947778498","0.288276468819313","0.352103426737682"
"Einige Sorgen","1988","46-65","männlich","376","0.321145004576579","0.294017112155101","0.348272896998057"
"Einige Sorgen","1988","46-65","weiblich","193","0.298628570564532","0.262369881919591","0.334887259209473"
"Einige Sorgen","1988","66","männlich","","","",""
"Einige Sorgen","1988","66","weiblich","","","",""
"Keine Sorgen","1988","17-29","männlich","453","0.498720135084529","0.467495414748605","0.529944855420452"
"Keine Sorgen","1988","17-29","weiblich","382","0.555262805264395","0.519698160352005","0.590827450176785"
"Keine Sorgen","1988","30-45","männlich","641","0.519882695988626","0.49259816328623","0.547167228691021"
"Keine Sorgen","1988","30-45","weiblich","459","0.590839109464979","0.557206684070386","0.624471534859572"
"Keine Sorgen","1988","46-65","männlich","581","0.543859052455898","0.514920975247151","0.572797129664645"
"Keine Sorgen","1988","46-65","weiblich","341","0.582267653195823","0.543194112686903","0.621341193704743"
"Keine Sorgen","1988","66","männlich","","","",""
"Keine Sorgen","1988","66","weiblich","","","",""
"Grosse Sorgen","1989","17-29","männlich","96","0.0586692330873596","0.0438802416900786","0.0734582244846405"
"Grosse Sorgen","1989","17-29","weiblich","82","0.0876904581163638","0.0676865542362142","0.107694361996513"
"Grosse Sorgen","1989","30-45","männlich","107","0.0637683471780451","0.0502876406639713","0.0772490536921189"
"Grosse Sorgen","1989","30-45","weiblich","64","0.063279632345773","0.046716365443616","0.07984289924793"
"Grosse Sorgen","1989","46-65","männlich","108","0.0958484409606544","0.0784597225014898","0.113237159419819"
"Grosse Sorgen","1989","46-65","weiblich","48","0.0780068462143938","0.0562748127034227","0.0997388797253649"
"Grosse Sorgen","1989","66","männlich","","","",""
"Grosse Sorgen","1989","66","weiblich","","","",""
"Einige Sorgen","1989","17-29","männlich","320","0.317359788161772","0.288068794397367","0.346650781926176"
"Einige Sorgen","1989","17-29","weiblich","244","0.292272836359912","0.260107015382075","0.324438657337748"
"Einige Sorgen","1989","30-45","männlich","390","0.296917727181398","0.271709659784739","0.322125794578058"
"Einige Sorgen","1989","30-45","weiblich","239","0.267414249347517","0.237302876880842","0.297525621814193"
"Einige Sorgen","1989","46-65","männlich","323","0.269381886028144","0.243176905350451","0.295586866705836"
"Einige Sorgen","1989","46-65","weiblich","155","0.237197904201868","0.202728679076547","0.271667129327189"
"Einige Sorgen","1989","66","männlich","","","",""
"Einige Sorgen","1989","66","weiblich","","","",""
"Keine Sorgen","1989","17-29","männlich","554","0.623970978750869","0.593488161567585","0.654453795934153"
"Keine Sorgen","1989","17-29","weiblich","442","0.620036705523725","0.585708823947095","0.654364587100355"
"Keine Sorgen","1989","30-45","männlich","765","0.639313925640557","0.61282037394008","0.665807477341033"
"Keine Sorgen","1989","30-45","weiblich","527","0.66930611830671","0.637299888269254","0.701312348344166"
"Keine Sorgen","1989","46-65","männlich","670","0.634769673011202","0.60632860293717","0.663210743085233"
"Keine Sorgen","1989","46-65","weiblich","382","0.684795249583738","0.647146816604258","0.722443682563218"
"Keine Sorgen","1989","66","männlich","","","",""
"Keine Sorgen","1989","66","weiblich","","","",""
"Grosse Sorgen","1990","17-29","männlich","261","0.158457249681385","0.139190755477561","0.177723743885209"
"Grosse Sorgen","1990","17-29","weiblich","251","0.148793455480107","0.128322346373022","0.169264564587192"
"Grosse Sorgen","1990","30-45","männlich","374","0.134785614094615","0.119701879933713","0.149869348255516"
"Grosse Sorgen","1990","30-45","weiblich","347","0.15091900555594","0.133080869932617","0.168757141179264"
"Grosse Sorgen","1990","46-65","männlich","346","0.167547733996729","0.149361635749583","0.185733832243874"
"Grosse Sorgen","1990","46-65","weiblich","252","0.175313394109007","0.152455644120512","0.198171144097502"
"Grosse Sorgen","1990","66","männlich","","","",""
"Grosse Sorgen","1990","66","weiblich","","","",""
"Einige Sorgen","1990","17-29","männlich","490","0.301879961434057","0.277659035438042","0.326100887430072"
"Einige Sorgen","1990","17-29","weiblich","396","0.322786316869429","0.295892502581295","0.349680131157564"
"Einige Sorgen","1990","30-45","männlich","716","0.330528890836082","0.309751267640664","0.3513065140315"
"Einige Sorgen","1990","30-45","weiblich","558","0.311212615901656","0.288141206640093","0.33428402516322"
"Einige Sorgen","1990","46-65","männlich","590","0.328709170352618","0.305834657647551","0.351583683057685"
"Einige Sorgen","1990","46-65","weiblich","355","0.312466439424465","0.284603296723751","0.34032958212518"
"Einige Sorgen","1990","66","männlich","","","",""
"Einige Sorgen","1990","66","weiblich","","","",""
"Keine Sorgen","1990","17-29","männlich","629","0.539662788884558","0.513365690834871","0.565959886934245"
"Keine Sorgen","1990","17-29","weiblich","514","0.528420227650464","0.499705858305208","0.557134596995719"
"Keine Sorgen","1990","30-45","männlich","879","0.534685495069303","0.512653809253588","0.556717180885018"
"Keine Sorgen","1990","30-45","weiblich","642","0.537868378542404","0.513024249082116","0.562712508002691"
"Keine Sorgen","1990","46-65","männlich","684","0.503743095650654","0.479395929574829","0.528090261726478"
"Keine Sorgen","1990","46-65","weiblich","456","0.512220166466528","0.482171741287592","0.542268591645463"
"Keine Sorgen","1990","66","männlich","","","",""
"Keine Sorgen","1990","66","weiblich","","","",""
"Grosse Sorgen","1991","17-29","männlich","208","0.129223840760647","0.111329908280674","0.147117773240621"
"Grosse Sorgen","1991","17-29","weiblich","199","0.152107962093411","0.130559705732246","0.173656218454577"
"Grosse Sorgen","1991","30-45","männlich","341","0.125193070422024","0.110409512173731","0.139976628670316"
"Grosse Sorgen","1991","30-45","weiblich","348","0.155275784498656","0.137056910034384","0.173494658962928"
"Grosse Sorgen","1991","46-65","männlich","318","0.164576212297858","0.145904733122793","0.183247691472922"
"Grosse Sorgen","1991","46-65","weiblich","224","0.176009851352548","0.151690491588983","0.200329211116113"
"Grosse Sorgen","1991","66","männlich","","","",""
"Grosse Sorgen","1991","66","weiblich","","","",""
"Einige Sorgen","1991","17-29","männlich","407","0.269573699241675","0.245903159156305","0.293244239327045"
"Einige Sorgen","1991","17-29","weiblich","300","0.241463394695246","0.215784294361277","0.267142495029216"
"Einige Sorgen","1991","30-45","männlich","609","0.291018112150267","0.270726791961437","0.311309432339096"
"Einige Sorgen","1991","30-45","weiblich","426","0.243938300254612","0.222334466777192","0.265542133732032"
"Einige Sorgen","1991","46-65","männlich","450","0.266393684497962","0.244133166419279","0.288654202576644"
"Einige Sorgen","1991","46-65","weiblich","265","0.264838493967423","0.236660856721929","0.293016131212917"
"Einige Sorgen","1991","66","männlich","","","",""
"Einige Sorgen","1991","66","weiblich","","","",""
"Keine Sorgen","1991","17-29","männlich","735","0.601202459997678","0.575082782124759","0.627322137870596"
"Keine Sorgen","1991","17-29","weiblich","568","0.606428643211342","0.577115156680114","0.63574212974257"
"Keine Sorgen","1991","30-45","männlich","975","0.58378881742771","0.561768808931644","0.605808825923775"
"Keine Sorgen","1991","30-45","weiblich","744","0.600785915246732","0.576149642460897","0.625422188032566"
"Keine Sorgen","1991","46-65","männlich","747","0.569030103204181","0.544093754426524","0.593966451981837"
"Keine Sorgen","1991","46-65","weiblich","453","0.55915165468003","0.527446340994197","0.590856968365862"
"Keine Sorgen","1991","66","männlich","","","",""
"Keine Sorgen","1991","66","weiblich","","","",""
"Grosse Sorgen","1992","17-29","männlich","180","0.119771635809615","0.101728477031549","0.137814794587681"
"Grosse Sorgen","1992","17-29","weiblich","168","0.141762207119394","0.120186487725696","0.163337926513092"
"Grosse Sorgen","1992","30-45","männlich","309","0.130618169712009","0.115299696805544","0.145936642618475"
"Grosse Sorgen","1992","30-45","weiblich","296","0.142780754800743","0.124704914855822","0.160856594745664"
"Grosse Sorgen","1992","46-65","männlich","276","0.15208207174752","0.133183639433207","0.170980504061833"
"Grosse Sorgen","1992","46-65","weiblich","189","0.168565249150569","0.143515547554224","0.193614950746913"
"Grosse Sorgen","1992","66","männlich","","","",""
"Grosse Sorgen","1992","66","weiblich","","","",""
"Einige Sorgen","1992","17-29","männlich","439","0.320662153216358","0.294726054035415","0.346598252397302"
"Einige Sorgen","1992","17-29","weiblich","306","0.288853574474077","0.260818634960291","0.316888513987862"
"Einige Sorgen","1992","30-45","männlich","703","0.355979910954437","0.334214300686924","0.377745521221951"
"Einige Sorgen","1992","30-45","weiblich","463","0.292713397009105","0.269204258757207","0.316222535261002"
"Einige Sorgen","1992","46-65","männlich","480","0.32623689561987","0.301563438156165","0.350910353083575"
"Einige Sorgen","1992","46-65","weiblich","280","0.299779526933495","0.269123008323922","0.330436045543067"
"Einige Sorgen","1992","66","männlich","","","",""
"Einige Sorgen","1992","66","weiblich","","","",""
"Keine Sorgen","1992","17-29","männlich","625","0.559566210974027","0.53197924389174","0.587153178056313"
"Keine Sorgen","1992","17-29","weiblich","530","0.56938421840653","0.538755493407121","0.600012943405938"
"Keine Sorgen","1992","30-45","männlich","847","0.513401919333553","0.49068118645267","0.536122652214437"
"Keine Sorgen","1992","30-45","weiblich","680","0.564505848190152","0.538887974474052","0.590123721906253"
"Keine Sorgen","1992","46-65","männlich","631","0.52168103263261","0.495392207032002","0.547969858233218"
"Keine Sorgen","1992","46-65","weiblich","389","0.531655223915937","0.498266307104963","0.56504414072691"
"Keine Sorgen","1992","66","männlich","","","",""
"Keine Sorgen","1992","66","weiblich","","","",""
"Grosse Sorgen","1993","17-29","männlich","158","0.108598178850555","0.090883350622927","0.126313007078183"
"Grosse Sorgen","1993","17-29","weiblich","107","0.0968674385378019","0.0782635754691963","0.115471301606408"
"Grosse Sorgen","1993","30-45","männlich","230","0.105039674603186","0.0910569044563642","0.119022444750008"
"Grosse Sorgen","1993","30-45","weiblich","190","0.100363264056939","0.0846344831357224","0.116092044978155"
"Grosse Sorgen","1993","46-65","männlich","213","0.13401458858881","0.115678459590625","0.152350717586995"
"Grosse Sorgen","1993","46-65","weiblich","116","0.104420034142801","0.0837276176620373","0.125112450623565"
"Grosse Sorgen","1993","66","männlich","","","",""
"Grosse Sorgen","1993","66","weiblich","","","",""
"Einige Sorgen","1993","17-29","männlich","406","0.331896340641552","0.305085398642636","0.358707282640469"
"Einige Sorgen","1993","17-29","weiblich","320","0.299493612100075","0.270683940492336","0.328303283707813"
"Einige Sorgen","1993","30-45","männlich","703","0.357366541320513","0.335511418349941","0.379221664291084"
"Einige Sorgen","1993","30-45","weiblich","480","0.301479089114337","0.277458016988175","0.325500161240499"
"Einige Sorgen","1993","46-65","männlich","469","0.327494151387691","0.302234570751936","0.352753732023445"
"Einige Sorgen","1993","46-65","weiblich","275","0.299259818731744","0.26827351129804","0.330246126165448"
"Einige Sorgen","1993","66","männlich","","","",""
"Einige Sorgen","1993","66","weiblich","","","",""
"Keine Sorgen","1993","17-29","männlich","621","0.559505480507893","0.531239676517436","0.587771284498349"
"Keine Sorgen","1993","17-29","weiblich","544","0.603638949362123","0.572872839338594","0.634405059385652"
"Keine Sorgen","1993","30-45","männlich","914","0.537593784076301","0.514855714328991","0.560331853823611"
"Keine Sorgen","1993","30-45","weiblich","732","0.598157646828724","0.572494508318842","0.623820785338606"
"Keine Sorgen","1993","46-65","männlich","644","0.538491260023499","0.511659100735302","0.565323419311697"
"Keine Sorgen","1993","46-65","weiblich","448","0.596320147125455","0.563121117543104","0.629519176707806"
"Keine Sorgen","1993","66","männlich","","","",""
"Keine Sorgen","1993","66","weiblich","","","",""
"Grosse Sorgen","1994","17-29","männlich","165","0.125231443156421","0.10559155589506","0.144871330417782"
"Grosse Sorgen","1994","17-29","weiblich","124","0.110116508235577","0.0901581424585953","0.130074874012558"
"Grosse Sorgen","1994","30-45","männlich","251","0.125899050637648","0.110595172053448","0.141202929221848"
"Grosse Sorgen","1994","30-45","weiblich","189","0.104935638144044","0.088783662997694","0.121087613290394"
"Grosse Sorgen","1994","46-65","männlich","218","0.147101737556466","0.127742639354395","0.166460835758537"
"Grosse Sorgen","1994","46-65","weiblich","137","0.139993396224768","0.11645864992104","0.163528142528497"
"Grosse Sorgen","1994","66","männlich","","","",""
"Grosse Sorgen","1994","66","weiblich","","","",""
"Einige Sorgen","1994","17-29","männlich","433","0.376004927353114","0.347262525042111","0.404747329664117"
"Einige Sorgen","1994","17-29","weiblich","365","0.362291451918089","0.33164555407109","0.392937349765087"
"Einige Sorgen","1994","30-45","männlich","763","0.396955923467502","0.37438469694392","0.419527149991084"
"Einige Sorgen","1994","30-45","weiblich","565","0.368649164689169","0.343223108186622","0.394075221191716"
"Einige Sorgen","1994","46-65","männlich","517","0.369819194394737","0.343434326968403","0.396204061821071"
"Einige Sorgen","1994","46-65","weiblich","292","0.306003666892057","0.274746705484967","0.337260628299147"
"Einige Sorgen","1994","66","männlich","","","",""
"Einige Sorgen","1994","66","weiblich","","","",""
"Keine Sorgen","1994","17-29","männlich","493","0.498763629490465","0.469094528127499","0.52843273085343"
"Keine Sorgen","1994","17-29","weiblich","456","0.527592039846335","0.495761800269291","0.559422279423378"
"Keine Sorgen","1994","30-45","männlich","791","0.47714502589485","0.454102753291193","0.500187298498508"
"Keine Sorgen","1994","30-45","weiblich","629","0.526415197166787","0.500100396233268","0.552729998100306"
"Keine Sorgen","1994","46-65","männlich","551","0.483079068048797","0.455767365371848","0.510390770725746"
"Keine Sorgen","1994","46-65","weiblich","406","0.554002936883175","0.520287647919457","0.587718225846893"
"Keine Sorgen","1994","66","männlich","","","",""
"Keine Sorgen","1994","66","weiblich","","","",""
"Grosse Sorgen","1995","17-29","männlich","176","0.138155411785327","0.118107211596455","0.158203611974199"
"Grosse Sorgen","1995","17-29","weiblich","157","0.144075430927465","0.122482383080747","0.165668478774182"
"Grosse Sorgen","1995","30-45","männlich","293","0.129323188453844","0.114444916175485","0.144201460732203"
"Grosse Sorgen","1995","30-45","weiblich","223","0.119667338903615","0.103545483972614","0.135789193834617"
"Grosse Sorgen","1995","46-65","männlich","230","0.144268553026588","0.125683345863597","0.162853760189578"
"Grosse Sorgen","1995","46-65","weiblich","155","0.130320896386304","0.108483580869078","0.15215821190353"
"Grosse Sorgen","1995","66","männlich","","","",""
"Grosse Sorgen","1995","66","weiblich","","","",""
"Einige Sorgen","1995","17-29","männlich","444","0.360993354330506","0.333088532698003","0.388898175963009"
"Einige Sorgen","1995","17-29","weiblich","372","0.354013687384698","0.324608569695559","0.383418805073838"
"Einige Sorgen","1995","30-45","männlich","769","0.372405125707509","0.350969639921286","0.393840611493733"
"Einige Sorgen","1995","30-45","weiblich","593","0.341252331733992","0.317701776859663","0.364802886608321"
"Einige Sorgen","1995","46-65","männlich","523","0.36626590732289","0.340782082804713","0.391749731841067"
"Einige Sorgen","1995","46-65","weiblich","292","0.297135167211221","0.267491929467785","0.326778404954658"
"Einige Sorgen","1995","66","männlich","","","",""
"Einige Sorgen","1995","66","weiblich","","","",""
"Keine Sorgen","1995","17-29","männlich","518","0.500851233884166","0.471801220625171","0.529901247143162"
"Keine Sorgen","1995","17-29","weiblich","487","0.501910881687837","0.471166336716757","0.532655426658917"
"Keine Sorgen","1995","30-45","männlich","892","0.498271685838647","0.476102322504103","0.520441049173191"
"Keine Sorgen","1995","30-45","weiblich","741","0.539080329362393","0.514320756473009","0.563839902251776"
"Keine Sorgen","1995","46-65","männlich","620","0.489465539650522","0.463024019851304","0.515907059449739"
"Keine Sorgen","1995","46-65","weiblich","466","0.572543936402475","0.540454443580669","0.604633429224281"
"Keine Sorgen","1995","66","männlich","","","",""
"Keine Sorgen","1995","66","weiblich","","","",""
"Grosse Sorgen","1996","17-29","männlich","149","0.127093240582103","0.106975506637289","0.147210974526918"
"Grosse Sorgen","1996","17-29","weiblich","106","0.104612707249598","0.0851713177716229","0.124054096727573"
"Grosse Sorgen","1996","30-45","männlich","253","0.114731541489288","0.100626050626375","0.128837032352201"
"Grosse Sorgen","1996","30-45","weiblich","190","0.109916093636835","0.0942992634235815","0.125532923850089"
"Grosse Sorgen","1996","46-65","männlich","206","0.1328164413549","0.114303884412357","0.151328998297442"
"Grosse Sorgen","1996","46-65","weiblich","124","0.113784800425593","0.0929807308937974","0.134588869957388"
"Grosse Sorgen","1996","66","männlich","","","",""
"Grosse Sorgen","1996","66","weiblich","","","",""
"Einige Sorgen","1996","17-29","männlich","429","0.376958685308647","0.347687574376275","0.406229796241018"
"Einige Sorgen","1996","17-29","weiblich","344","0.373717263096637","0.342985574980344","0.40444895121293"
"Einige Sorgen","1996","30-45","männlich","817","0.392784283120706","0.371169153360767","0.414399412880645"
"Einige Sorgen","1996","30-45","weiblich","545","0.32574741732809","0.302348348680256","0.349146485975924"
"Einige Sorgen","1996","46-65","männlich","463","0.335161549311609","0.309411970542156","0.360911128081062"
"Einige Sorgen","1996","46-65","weiblich","328","0.351191093310442","0.319918296618295","0.38246389000259"
"Einige Sorgen","1996","66","männlich","","","",""
"Einige Sorgen","1996","66","weiblich","","","",""
"Keine Sorgen","1996","17-29","männlich","475","0.49594807410925","0.465749276693754","0.526146871524746"
"Keine Sorgen","1996","17-29","weiblich","502","0.521670029653765","0.489938474536796","0.553401584770735"
"Keine Sorgen","1996","30-45","männlich","891","0.492484175390006","0.470356783453867","0.514611567326145"
"Keine Sorgen","1996","30-45","weiblich","806","0.564336489035075","0.539579864439406","0.589093113630743"
"Keine Sorgen","1996","46-65","männlich","622","0.532022009333491","0.504803616135478","0.559240402531504"
"Keine Sorgen","1996","46-65","weiblich","443","0.535024106263965","0.502347385463031","0.567700827064899"
"Keine Sorgen","1996","66","männlich","","","",""
"Keine Sorgen","1996","66","weiblich","","","",""
"Grosse Sorgen","1997","17-29","männlich","195","0.166174061269977","0.143386099830047","0.188962022709908"
"Grosse Sorgen","1997","17-29","weiblich","156","0.146316482833818","0.123005380342846","0.169627585324789"
"Grosse Sorgen","1997","30-45","männlich","307","0.141414192136309","0.125848405425753","0.156979978846866"
"Grosse Sorgen","1997","30-45","weiblich","219","0.125593913787384","0.108767334361336","0.142420493213432"
"Grosse Sorgen","1997","46-65","männlich","250","0.163671811715307","0.143186250425513","0.184157373005101"
"Grosse Sorgen","1997","46-65","weiblich","168","0.142266606364176","0.119532803340965","0.165000409387388"
"Grosse Sorgen","1997","66","männlich","","","",""
"Grosse Sorgen","1997","66","weiblich","","","",""
"Einige Sorgen","1997","17-29","männlich","472","0.456498569514667","0.426005143967604","0.48699199506173"
"Einige Sorgen","1997","17-29","weiblich","360","0.399263540038805","0.366960785205718","0.431566294871893"
"Einige Sorgen","1997","30-45","männlich","927","0.461938719458576","0.439667665117656","0.484209773799496"
