,Unnamed: 0,year,quintil_oecd,plh0042,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
50,50,1987,2nd Quintile,Not concerned at all,0.51492,503,5926,0.48797,0.54006
51,51,1987,3rd Quintile,Very concerned,0.09244,142,5926,0.0823,0.10316
52,52,1987,3rd Quintile,Somewhat concerned,0.32005,420,5926,0.29575,0.34192
53,53,1987,3rd Quintile,Not concerned at all,0.5875,671,5926,0.56486,0.61428
54,54,1987,4th Quintile,Very concerned,0.09378,157,5926,0.08491,0.10447
55,55,1987,4th Quintile,Somewhat concerned,0.3226,486,5926,0.30454,0.34118
56,56,1987,4th Quintile,Not concerned at all,0.58361,832,5926,0.56113,0.6042
57,57,1987,5th Quintile,Very concerned,0.07043,116,5926,0.06316,0.07773
58,58,1987,5th Quintile,Somewhat concerned,0.26249,403,5926,0.25067,0.27672
59,59,1987,5th Quintile,Not concerned at all,0.66708,949,5926,0.64985,0.68894
60,60,1988,1st Quintile,Very concerned,0.20368,161,5621,0.17882,0.22805
61,61,1988,1st Quintile,Somewhat concerned,0.39296,264,5621,0.35119,0.42507
62,62,1988,1st Quintile,Not concerned at all,0.40336,280,5621,0.36954,0.44175
63,63,1988,2nd Quintile,Very concerned,0.14952,173,5621,0.13303,0.16895
64,64,1988,2nd Quintile,Somewhat concerned,0.36925,371,5621,0.34092,0.39737
65,65,1988,2nd Quintile,Not concerned at all,0.48123,465,5621,0.44922,0.51645
66,66,1988,3rd Quintile,Very concerned,0.12287,187,5621,0.10946,0.13848
67,67,1988,3rd Quintile,Somewhat concerned,0.36592,438,5621,0.3418,0.38553
68,68,1988,3rd Quintile,Not concerned at all,0.51122,567,5621,0.48365,0.53983
69,69,1988,4th Quintile,Very concerned,0.10237,171,5621,0.09055,0.111
70,70,1988,4th Quintile,Somewhat concerned,0.32786,450,5621,0.3096,0.34884
71,71,1988,4th Quintile,Not concerned at all,0.56977,723,5621,0.54729,0.59272
72,72,1988,5th Quintile,Very concerned,0.08585,122,5621,0.07853,0.0937
73,73,1988,5th Quintile,Somewhat concerned,0.27822,403,5621,0.26289,0.29394
74,74,1988,5th Quintile,Not concerned at all,0.63593,846,5621,0.61671,0.65733
75,75,1989,1st Quintile,Very concerned,0.15048,118,5542,0.12523,0.1772
76,76,1989,1st Quintile,Somewhat concerned,0.34524,261,5542,0.31164,0.38013
77,77,1989,1st Quintile,Not concerned at all,0.50427,323,5542,0.4597,0.55123
78,78,1989,2nd Quintile,Very concerned,0.0955,116,5542,0.0798,0.11261
79,79,1989,2nd Quintile,Somewhat concerned,0.29177,328,5542,0.26466,0.31546
80,80,1989,2nd Quintile,Not concerned at all,0.61273,579,5542,0.57299,0.65091
81,81,1989,3rd Quintile,Very concerned,0.08939,115,5542,0.07801,0.10009
82,82,1989,3rd Quintile,Somewhat concerned,0.29876,358,5542,0.27734,0.31914
83,83,1989,3rd Quintile,Not concerned at all,0.61186,667,5542,0.584,0.64056
84,84,1989,4th Quintile,Very concerned,0.05345,94,5542,0.04508,0.06308
85,85,1989,4th Quintile,Somewhat concerned,0.2759,388,5542,0.25991,0.2975
86,86,1989,4th Quintile,Not concerned at all,0.67065,861,5542,0.64363,0.69396
87,87,1989,5th Quintile,Very concerned,0.04263,62,5542,0.03711,0.0484
88,88,1989,5th Quintile,Somewhat concerned,0.24328,338,5542,0.22995,0.25732
89,89,1989,5th Quintile,Not concerned at all,0.7141,934,5542,0.69144,0.73683
90,90,1990,1st Quintile,Very concerned,0.17105,134,5413,0.14302,0.19715
91,91,1990,1st Quintile,Somewhat concerned,0.32249,237,5413,0.2829,0.36041
92,92,1990,1st Quintile,Not concerned at all,0.50645,317,5413,0.45433,0.55221
93,93,1990,2nd Quintile,Very concerned,0.08519,112,5413,0.07275,0.09917
94,94,1990,2nd Quintile,Somewhat concerned,0.28597,322,5413,0.26066,0.31278
95,95,1990,2nd Quintile,Not concerned at all,0.62884,545,5413,0.59612,0.6628
96,96,1990,3rd Quintile,Very concerned,0.11362,140,5413,0.09818,0.12639
97,97,1990,3rd Quintile,Somewhat concerned,0.32433,400,5413,0.29841,0.34632
98,98,1990,3rd Quintile,Not concerned at all,0.56205,604,5413,0.53035,0.59485
99,99,1990,4th Quintile,Very concerned,0.0573,93,5413,0.05001,0.06599
100,100,1990,4th Quintile,Somewhat concerned,0.2618,349,5413,0.2447,0.27978
101,101,1990,4th Quintile,Not concerned at all,0.6809,854,5413,0.65746,0.71206
102,102,1990,5th Quintile,Very concerned,0.04285,59,5413,0.0367,0.04982
103,103,1990,5th Quintile,Somewhat concerned,0.24726,338,5413,0.23227,0.25996
104,104,1990,5th Quintile,Not concerned at all,0.7099,909,5413,0.68307,0.7344
105,105,1991,1st Quintile,Very concerned,0.12303,106,5585,0.10239,0.14431
106,106,1991,1st Quintile,Somewhat concerned,0.32796,254,5585,0.29355,0.36196
107,107,1991,1st Quintile,Not concerned at all,0.54901,367,5585,0.50774,0.58954
108,108,1991,2nd Quintile,Very concerned,0.06805,80,5585,0.05565,0.08301
109,109,1991,2nd Quintile,Somewhat concerned,0.26739,306,5585,0.24515,0.29271
110,110,1991,2nd Quintile,Not concerned at all,0.66456,647,5585,0.63285,0.70103
111,111,1991,3rd Quintile,Very concerned,0.05753,84,5585,0.04723,0.07017
112,112,1991,3rd Quintile,Somewhat concerned,0.2439,314,5585,0.22105,0.26508
113,113,1991,3rd Quintile,Not concerned at all,0.69857,775,5585,0.66432,0.72927
114,114,1991,4th Quintile,Very concerned,0.04573,75,5585,0.03866,0.05411
115,115,1991,4th Quintile,Somewhat concerned,0.23578,319,5585,0.21665,0.2503
116,116,1991,4th Quintile,Not concerned at all,0.71849,919,5585,0.69257,0.74867
117,117,1991,5th Quintile,Very concerned,0.03326,46,5585,0.02778,0.04081
118,118,1991,5th Quintile,Somewhat concerned,0.19309,263,5585,0.17899,0.20506
119,119,1991,5th Quintile,Not concerned at all,0.77365,1030,5585,0.7468,0.79975
120,120,1992,1st Quintile,Very concerned,0.346,395,7810,0.32679,0.36319
121,121,1992,1st Quintile,Somewhat concerned,0.33733,365,7810,0.31194,0.36972
122,122,1992,1st Quintile,Not concerned at all,0.31668,297,7810,0.29109,0.34906
123,123,1992,2nd Quintile,Very concerned,0.22088,413,7810,0.20602,0.23643
124,124,1992,2nd Quintile,Somewhat concerned,0.38308,645,7810,0.35324,0.40766
125,125,1992,2nd Quintile,Not concerned at all,0.39604,556,7810,0.37431,0.42459
126,126,1992,3rd Quintile,Very concerned,0.15792,307,7810,0.14397,0.17305
127,127,1992,3rd Quintile,Somewhat concerned,0.33993,603,7810,0.31827,0.36363
128,128,1992,3rd Quintile,Not concerned at all,0.50214,744,7810,0.47572,0.52762
129,129,1992,4th Quintile,Very concerned,0.09247,207,7810,0.08127,0.10081
130,130,1992,4th Quintile,Somewhat concerned,0.29822,560,7810,0.27951,0.31638
131,131,1992,4th Quintile,Not concerned at all,0.6093,1004,7810,0.58153,0.63476
132,132,1992,5th Quintile,Very concerned,0.04556,95,7810,0.0385,0.05142
133,133,1992,5th Quintile,Somewhat concerned,0.27306,498,7810,0.25787,0.2872
134,134,1992,5th Quintile,Not concerned at all,0.68138,1121,7810,0.6562,0.70604
135,135,1993,1st Quintile,Very concerned,0.20812,219,7586,0.19076,0.23609
136,136,1993,1st Quintile,Somewhat concerned,0.38643,351,7586,0.3555,0.41886
137,137,1993,1st Quintile,Not concerned at all,0.40545,326,7586,0.37079,0.43604
138,138,1993,2nd Quintile,Very concerned,0.16441,260,7586,0.15003,0.17746
139,139,1993,2nd Quintile,Somewhat concerned,0.37168,591,7586,0.34846,0.39708
140,140,1993,2nd Quintile,Not concerned at all,0.46392,645,7586,0.43559,0.49349
141,141,1993,3rd Quintile,Very concerned,0.12916,247,7586,0.11748,0.13974
142,142,1993,3rd Quintile,Somewhat concerned,0.34568,632,7586,0.32487,0.36638
143,143,1993,3rd Quintile,Not concerned at all,0.52516,801,7586,0.50004,0.55071
144,144,1993,4th Quintile,Very concerned,0.08803,188,7586,0.07988,0.098
145,145,1993,4th Quintile,Somewhat concerned,0.32269,600,7586,0.3033,0.34144
146,146,1993,4th Quintile,Not concerned at all,0.58928,986,7586,0.56802,0.61128
147,147,1993,5th Quintile,Very concerned,0.04896,100,7586,0.04314,0.05506
148,148,1993,5th Quintile,Somewhat concerned,0.26108,481,7586,0.24693,0.27673
149,149,1993,5th Quintile,Not concerned at all,0.68996,1159,7586,0.66475,0.71856
150,150,1994,1st Quintile,Very concerned,0.22832,221,7366,0.20327,0.24863
151,151,1994,1st Quintile,Somewhat concerned,0.39188,356,7366,0.36102,0.43047
152,152,1994,1st Quintile,Not concerned at all,0.3798,276,7366,0.34395,0.42
153,153,1994,2nd Quintile,Very concerned,0.17466,271,7366,0.15878,0.19125
154,154,1994,2nd Quintile,Somewhat concerned,0.412,603,7366,0.38959,0.43245
155,155,1994,2nd Quintile,Not concerned at all,0.41334,517,7366,0.38573,0.44309
156,156,1994,3rd Quintile,Very concerned,0.12634,227,7366,0.11458,0.13799
157,157,1994,3rd Quintile,Somewhat concerned,0.40929,736,7366,0.38962,0.43247
158,158,1994,3rd Quintile,Not concerned at all,0.46437,700,7366,0.43999,0.48635
159,159,1994,4th Quintile,Very concerned,0.121,229,7366,0.10793,0.13073
160,160,1994,4th Quintile,Somewhat concerned,0.34707,645,7366,0.32939,0.36615
161,161,1994,4th Quintile,Not concerned at all,0.53193,840,7366,0.50748,0.55508
162,162,1994,5th Quintile,Very concerned,0.0676,137,7366,0.06106,0.07722
163,163,1994,5th Quintile,Somewhat concerned,0.3195,595,7366,0.30172,0.33477
164,164,1994,5th Quintile,Not concerned at all,0.61291,1013,7366,0.58719,0.63946
165,165,1995,1st Quintile,Very concerned,0.23027,268,8015,0.20895,0.25326
166,166,1995,1st Quintile,Somewhat concerned,0.38001,400,8015,0.35051,0.41731
167,167,1995,1st Quintile,Not concerned at all,0.38971,368,8015,0.35255,0.42576
168,168,1995,2nd Quintile,Very concerned,0.17771,306,8015,0.16351,0.19166
169,169,1995,2nd Quintile,Somewhat concerned,0.3725,623,8015,0.34658,0.3939
170,170,1995,2nd Quintile,Not concerned at all,0.4498,622,8015,0.41324,0.47693
171,171,1995,3rd Quintile,Very concerned,0.14587,269,8015,0.13189,0.16348
172,172,1995,3rd Quintile,Somewhat concerned,0.38005,708,8015,0.35878,0.40154
173,173,1995,3rd Quintile,Not concerned at all,0.47408,784,8015,0.44702,0.50009
174,174,1995,4th Quintile,Very concerned,0.10813,239,8015,0.09627,0.12019
175,175,1995,4th Quintile,Somewhat concerned,0.36358,697,8015,0.34242,0.38402
176,176,1995,4th Quintile,Not concerned at all,0.52829,938,8015,0.50605,0.55569
177,177,1995,5th Quintile,Very concerned,0.07529,154,8015,0.06817,0.08385
178,178,1995,5th Quintile,Somewhat concerned,0.28567,573,8015,0.26487,0.3029
179,179,1995,5th Quintile,Not concerned at all,0.63904,1066,8015,0.60837,0.66401
180,180,1996,1st Quintile,Very concerned,0.21527,240,7765,0.19423,0.23735
181,181,1996,1st Quintile,Somewhat concerned,0.39877,423,7765,0.36517,0.43514
182,182,1996,1st Quintile,Not concerned at all,0.38596,386,7765,0.35297,0.41251
183,183,1996,2nd Quintile,Very concerned,0.14891,249,7765,0.13447,0.16486
184,184,1996,2nd Quintile,Somewhat concerned,0.38212,610,7765,0.35599,0.40678
185,185,1996,2nd Quintile,Not concerned at all,0.46897,629,7765,0.44324,0.5039
186,186,1996,3rd Quintile,Very concerned,0.13275,222,7765,0.12125,0.14805
187,187,1996,3rd Quintile,Somewhat concerned,0.37976,660,7765,0.36064,0.40566
188,188,1996,3rd Quintile,Not concerned at all,0.48749,768,7765,0.46213,0.51323
189,189,1996,4th Quintile,Very concerned,0.09616,192,7765,0.08481,0.10733
190,190,1996,4th Quintile,Somewhat concerned,0.37319,723,7765,0.35367,0.39662
191,191,1996,4th Quintile,Not concerned at all,0.53065,933,7765,0.50218,0.554
192,192,1996,5th Quintile,Very concerned,0.05889,127,7765,0.05177,0.06668
193,193,1996,5th Quintile,Somewhat concerned,0.29241,525,7765,0.27454,0.31649
194,194,1996,5th Quintile,Not concerned at all,0.6487,1078,7765,0.61941,0.67843
195,195,1997,1st Quintile,Very concerned,0.2521,247,7538,0.22589,0.28162
196,196,1997,1st Quintile,Somewhat concerned,0.44156,403,7538,0.4112,0.4804
197,197,1997,1st Quintile,Not concerned at all,0.30635,262,7538,0.2772,0.33971
198,198,1997,2nd Quintile,Very concerned,0.2016,335,7538,0.18658,0.2194
199,199,1997,2nd Quintile,Somewhat concerned,0.4505,674,7538,0.4221,0.48294
200,200,1997,2nd Quintile,Not concerned at all,0.34789,472,7538,0.31922,0.3729
201,201,1997,3rd Quintile,Very concerned,0.1642,287,7538,0.14621,0.18415
202,202,1997,3rd Quintile,Somewhat concerned,0.43122,700,7538,0.4096,0.45416
203,203,1997,3rd Quintile,Not concerned at all,0.40458,571,7538,0.37827,0.42748
204,204,1997,4th Quintile,Very concerned,0.10436,253,7538,0.09449,0.11569
205,205,1997,4th Quintile,Somewhat concerned,0.43122,825,7538,0.40633,0.45589
206,206,1997,4th Quintile,Not concerned at all,0.46443,772,7538,0.43892,0.49211
207,207,1997,5th Quintile,Very concerned,0.08967,176,7538,0.08013,0.10094
208,208,1997,5th Quintile,Somewhat concerned,0.37419,674,7538,0.35247,0.40139
209,209,1997,5th Quintile,Not concerned at all,0.53614,887,7538,0.51183,0.56192
210,210,1998,1st Quintile,Very concerned,0.23063,218,7164,0.21109,0.25101
211,211,1998,1st Quintile,Somewhat concerned,0.41679,386,7164,0.38342,0.45289
212,212,1998,1st Quintile,Not concerned at all,0.35257,312,7164,0.32502,0.38674
213,213,1998,2nd Quintile,Very concerned,0.20094,295,7164,0.18517,0.21726
214,214,1998,2nd Quintile,Somewhat concerned,0.43584,608,7164,0.41075,0.46374
215,215,1998,2nd Quintile,Not concerned at all,0.36323,463,7164,0.33804,0.38665
216,216,1998,3rd Quintile,Very concerned,0.1696,278,7164,0.15562,0.18376
217,217,1998,3rd Quintile,Somewhat concerned,0.39879,646,7164,0.37196,0.42473
218,218,1998,3rd Quintile,Not concerned at all,0.43161,585,7164,0.4022,0.45681
219,219,1998,4th Quintile,Very concerned,0.15109,265,7164,0.13608,0.1672
220,220,1998,4th Quintile,Somewhat concerned,0.37576,711,7164,0.35167,0.40161
221,221,1998,4th Quintile,Not concerned at all,0.47314,784,7164,0.44888,0.50037
222,222,1998,5th Quintile,Very concerned,0.06645,127,7164,0.05858,0.07491
223,223,1998,5th Quintile,Somewhat concerned,0.32768,572,7164,0.30539,0.34844
224,224,1998,5th Quintile,Not concerned at all,0.60586,914,7164,0.57505,0.6365
225,225,1999,1st Quintile,Very concerned,0.23163,277,8057,0.21594,0.24914
226,226,1999,1st Quintile,Somewhat concerned,0.4148,477,8057,0.38865,0.44628
227,227,1999,1st Quintile,Not concerned at all,0.35357,338,8057,0.32569,0.38514
228,228,1999,2nd Quintile,Very concerned,0.1758,310,8057,0.16398,0.19036
229,229,1999,2nd Quintile,Somewhat concerned,0.47508,737,8057,0.44843,0.50168
230,230,1999,2nd Quintile,Not concerned at all,0.34912,492,8057,0.32174,0.37683
231,231,1999,3rd Quintile,Very concerned,0.154,297,8057,0.13969,0.17216
232,232,1999,3rd Quintile,Somewhat concerned,0.43206,765,8057,0.40975,0.45658
233,233,1999,3rd Quintile,Not concerned at all,0.41394,654,8057,0.38915,0.43571
234,234,1999,4th Quintile,Very concerned,0.12563,235,8057,0.11262,0.1376
235,235,1999,4th Quintile,Somewhat concerned,0.39912,811,8057,0.37598,0.42157
236,236,1999,4th Quintile,Not concerned at all,0.47525,851,8057,0.4498,0.50037
237,237,1999,5th Quintile,Very concerned,0.05986,122,8057,0.05236,0.06743
238,238,1999,5th Quintile,Somewhat concerned,0.313,629,8057,0.29513,0.32998
239,239,1999,5th Quintile,Not concerned at all,0.62713,1062,8057,0.60022,0.6502
240,240,2000,1st Quintile,Very concerned,0.17927,197,7693,0.16423,0.19676
241,241,2000,1st Quintile,Somewhat concerned,0.48791,476,7693,0.4586,0.52116
242,242,2000,1st Quintile,Not concerned at all,0.33283,319,7693,0.30516,0.36132
243,243,2000,2nd Quintile,Very concerned,0.1758,267,7693,0.15952,0.19078
244,244,2000,2nd Quintile,Somewhat concerned,0.45505,686,7693,0.42942,0.48078
245,245,2000,2nd Quintile,Not concerned at all,0.36915,507,7693,0.34562,0.39859
246,246,2000,3rd Quintile,Very concerned,0.1345,234,7693,0.1224,0.14876
247,247,2000,3rd Quintile,Somewhat concerned,0.44948,755,7693,0.4274,0.47463
248,248,2000,3rd Quintile,Not concerned at all,0.41602,648,7693,0.39202,0.4388
249,249,2000,4th Quintile,Very concerned,0.11883,216,7693,0.10538,0.13358
250,250,2000,4th Quintile,Somewhat concerned,0.40389,759,7693,0.38309,0.42921
251,251,2000,4th Quintile,Not concerned at all,0.47728,850,7693,0.45541,0.50162
252,252,2000,5th Quintile,Very concerned,0.05289,113,7693,0.04521,0.05978
253,253,2000,5th Quintile,Somewhat concerned,0.34379,633,7693,0.32337,0.36544
254,254,2000,5th Quintile,Not concerned at all,0.60332,1033,7693,0.57919,0.62925
255,255,2001,1st Quintile,Very concerned,0.20245,316,12544,0.18762,0.21725
256,256,2001,1st Quintile,Somewhat concerned,0.37374,599,12544,0.35369,0.39133
257,257,2001,1st Quintile,Not concerned at all,0.4238,590,12544,0.40297,0.4506
258,258,2001,2nd Quintile,Very concerned,0.15038,363,12544,0.13986,0.16124
259,259,2001,2nd Quintile,Somewhat concerned,0.41167,972,12544,0.39451,0.43232
260,260,2001,2nd Quintile,Not concerned at all,0.43795,941,12544,0.42011,0.45572
261,261,2001,3rd Quintile,Very concerned,0.13512,361,12544,0.127,0.14429
262,262,2001,3rd Quintile,Somewhat concerned,0.37322,1042,12544,0.35947,0.39033
263,263,2001,3rd Quintile,Not concerned at all,0.49165,1268,12544,0.47325,0.50738
264,264,2001,4th Quintile,Very concerned,0.08981,272,12544,0.08378,0.09806
265,265,2001,4th Quintile,Somewhat concerned,0.34486,1096,12544,0.33275,0.36052
266,266,2001,4th Quintile,Not concerned at all,0.56534,1627,12544,0.5463,0.58225
267,267,2001,5th Quintile,Very concerned,0.0478,146,12544,0.04241,0.05343
268,268,2001,5th Quintile,Somewhat concerned,0.28237,911,12544,0.27235,0.2949
269,269,2001,5th Quintile,Not concerned at all,0.66983,2040,12544,0.65268,0.68612
270,270,2002,1st Quintile,Very concerned,0.23301,298,11728,0.21538,0.2522
271,271,2002,1st Quintile,Somewhat concerned,0.40868,514,11728,0.38652,0.43158
272,272,2002,1st Quintile,Not concerned at all,0.35831,428,11728,0.33745,0.38111
273,273,2002,2nd Quintile,Very concerned,0.20369,371,11728,0.18915,0.21758
274,274,2002,2nd Quintile,Somewhat concerned,0.43078,822,11728,0.40797,0.45301
275,275,2002,2nd Quintile,Not concerned at all,0.36552,703,11728,0.34402,0.38797
276,276,2002,3rd Quintile,Very concerned,0.16152,380,11728,0.15083,0.17234
277,277,2002,3rd Quintile,Somewhat concerned,0.41821,976,11728,0.39948,0.43653
278,278,2002,3rd Quintile,Not concerned at all,0.42027,944,11728,0.40155,0.43903
279,279,2002,4th Quintile,Very concerned,0.13817,371,11728,0.12648,0.15088
280,280,2002,4th Quintile,Somewhat concerned,0.42081,1176,11728,0.40353,0.43826
281,281,2002,4th Quintile,Not concerned at all,0.44102,1254,11728,0.42272,0.45921
282,282,2002,5th Quintile,Very concerned,0.0874,285,11728,0.07799,0.09749
283,283,2002,5th Quintile,Somewhat concerned,0.33733,1193,11728,0.32042,0.35433
284,284,2002,5th Quintile,Not concerned at all,0.57527,2013,11728,0.55311,0.59527
285,285,2003,1st Quintile,Very concerned,0.24979,310,12639,0.23078,0.26943
286,286,2003,1st Quintile,Somewhat concerned,0.39107,472,12639,0.36328,0.41926
287,287,2003,1st Quintile,Not concerned at all,0.35915,418,12639,0.33459,0.38402
288,288,2003,2nd Quintile,Very concerned,0.21274,405,12639,0.19836,0.22711
289,289,2003,2nd Quintile,Somewhat concerned,0.43751,817,12639,0.41606,0.45984
290,290,2003,2nd Quintile,Not concerned at all,0.34975,632,12639,0.33106,0.37008
291,291,2003,3rd Quintile,Very concerned,0.17929,424,12639,0.16716,0.19211
292,292,2003,3rd Quintile,Somewhat concerned,0.43085,1018,12639,0.41314,0.44874
293,293,2003,3rd Quintile,Not concerned at all,0.38986,894,12639,0.37254,0.40746
294,294,2003,4th Quintile,Very concerned,0.15585,459,12639,0.14614,0.1678
295,295,2003,4th Quintile,Somewhat concerned,0.42967,1240,12639,0.40946,0.44801
296,296,2003,4th Quintile,Not concerned at all,0.41448,1192,12639,0.39905,0.43318
297,297,2003,5th Quintile,Very concerned,0.10356,411,12639,0.09332,0.11245
298,298,2003,5th Quintile,Somewhat concerned,0.34315,1482,12639,0.32671,0.35911
299,299,2003,5th Quintile,Not concerned at all,0.55329,2465,12639,0.53335,0.57486
300,300,2004,1st Quintile,Very concerned,0.30854,359,12243,0.28188,0.33352
301,301,2004,1st Quintile,Somewhat concerned,0.41216,503,12243,0.38638,0.43673
302,302,2004,1st Quintile,Not concerned at all,0.2793,315,12243,0.25651,0.30829
303,303,2004,2nd Quintile,Very concerned,0.25905,473,12243,0.23701,0.27892
304,304,2004,2nd Quintile,Somewhat concerned,0.4177,791,12243,0.39507,0.4413
305,305,2004,2nd Quintile,Not concerned at all,0.32325,537,12243,0.30297,0.34325
306,306,2004,3rd Quintile,Very concerned,0.22268,490,12243,0.20776,0.23617
307,307,2004,3rd Quintile,Somewhat concerned,0.4405,985,12243,0.41849,0.46147
308,308,2004,3rd Quintile,Not concerned at all,0.33682,704,12243,0.31823,0.35316
309,309,2004,4th Quintile,Very concerned,0.19938,504,12243,0.18286,0.21426
310,310,2004,4th Quintile,Somewhat concerned,0.43728,1208,12243,0.41507,0.45928
311,311,2004,4th Quintile,Not concerned at all,0.36334,1055,12243,0.34554,0.38104
312,312,2004,5th Quintile,Very concerned,0.13776,521,12243,0.12661,0.15214
313,313,2004,5th Quintile,Somewhat concerned,0.36116,1504,12243,0.34092,0.37837
314,314,2004,5th Quintile,Not concerned at all,0.50108,2294,12243,0.48269,0.52025
315,315,2005,1st Quintile,Very concerned,0.30119,326,11525,0.27687,0.32891
316,316,2005,1st Quintile,Somewhat concerned,0.42002,457,11525,0.38607,0.45032
317,317,2005,1st Quintile,Not concerned at all,0.27879,292,11525,0.25052,0.30607
318,318,2005,2nd Quintile,Very concerned,0.27226,437,11525,0.24943,0.29205
319,319,2005,2nd Quintile,Somewhat concerned,0.43142,737,11525,0.40782,0.4617
320,320,2005,2nd Quintile,Not concerned at all,0.29632,475,11525,0.27877,0.31617
321,321,2005,3rd Quintile,Very concerned,0.24393,468,11525,0.22393,0.26298
322,322,2005,3rd Quintile,Somewhat concerned,0.45023,981,11525,0.42692,0.47324
323,323,2005,3rd Quintile,Not concerned at all,0.30583,649,11525,0.2849,0.32476
324,324,2005,4th Quintile,Very concerned,0.17578,479,11525,0.16193,0.18901
325,325,2005,4th Quintile,Somewhat concerned,0.45441,1180,11525,0.43325,0.47683
326,326,2005,4th Quintile,Not concerned at all,0.36981,998,11525,0.35109,0.3884
327,327,2005,5th Quintile,Very concerned,0.12927,431,11525,0.11562,0.14252
328,328,2005,5th Quintile,Somewhat concerned,0.36358,1487,11525,0.34698,0.3808
