,Unnamed: 0,year,migback,sex,plh0042,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
49,49,1988,No migration background,male,Somewhat concerned,0.34222,772,5507,0.33381,0.35279
50,50,1988,No migration background,male,Not concerned at all,0.53992,1238,5507,0.52958,0.55124
51,51,1988,No migration background,female,Very concerned,0.09652,151,5507,0.0914,0.10329
52,52,1988,No migration background,female,Somewhat concerned,0.30755,480,5507,0.29568,0.31755
53,53,1988,No migration background,female,Not concerned at all,0.59592,926,5507,0.58201,0.61198
54,54,1988,Direct migration background,male,Very concerned,0.20745,248,5507,0.18417,0.23384
55,55,1988,Direct migration background,male,Somewhat concerned,0.37794,413,5507,0.33669,0.42448
56,56,1988,Direct migration background,male,Not concerned at all,0.41461,422,5507,0.37359,0.46423
57,57,1988,Direct migration background,female,Very concerned,0.18995,123,5507,0.15904,0.24011
58,58,1988,Direct migration background,female,Somewhat concerned,0.37439,221,5507,0.31347,0.43152
59,59,1988,Direct migration background,female,Not concerned at all,0.43566,242,5507,0.37598,0.495
60,60,1989,No migration background,male,Very concerned,0.06229,138,5483,0.05762,0.06726
61,61,1989,No migration background,male,Somewhat concerned,0.28466,644,5483,0.27625,0.29321
62,62,1989,No migration background,male,Not concerned at all,0.65305,1476,5483,0.63863,0.66769
63,63,1989,No migration background,female,Very concerned,0.06607,104,5483,0.06039,0.07198
64,64,1989,No migration background,female,Somewhat concerned,0.25641,409,5483,0.2456,0.26758
65,65,1989,No migration background,female,Not concerned at all,0.67752,1055,5483,0.66129,0.69406
66,66,1989,Direct migration background,male,Very concerned,0.14921,164,5483,0.12728,0.1738
67,67,1989,Direct migration background,male,Somewhat concerned,0.34331,370,5483,0.30922,0.38098
68,68,1989,Direct migration background,male,Not concerned at all,0.50748,491,5483,0.45597,0.55577
69,69,1989,Direct migration background,female,Very concerned,0.1598,82,5483,0.12535,0.20665
70,70,1989,Direct migration background,female,Somewhat concerned,0.33623,208,5483,0.29223,0.39869
71,71,1989,Direct migration background,female,Not concerned at all,0.50397,276,5483,0.44839,0.56651
72,72,1989,Indirect migration background,male,Not concerned at all,1.0,35,5483,0.67318,1.48895
73,73,1989,Indirect migration background,female,Not concerned at all,1.0,31,5483,0.56524,1.43544
74,74,1990,No migration background,male,Very concerned,0.1489,776,8742,0.14203,0.1563
75,75,1990,No migration background,male,Somewhat concerned,0.32023,1379,8742,0.31065,0.33223
76,76,1990,No migration background,male,Not concerned at all,0.53086,1706,8742,0.51738,0.54342
77,77,1990,No migration background,female,Very concerned,0.15808,742,8742,0.15229,0.1653
78,78,1990,No migration background,female,Somewhat concerned,0.30917,1057,8742,0.29501,0.32271
79,79,1990,No migration background,female,Not concerned at all,0.53275,1307,8742,0.51341,0.54885
80,80,1990,Direct migration background,male,Very concerned,0.17647,198,8742,0.15638,0.19827
81,81,1990,Direct migration background,male,Somewhat concerned,0.32338,386,8742,0.2921,0.35436
82,82,1990,Direct migration background,male,Not concerned at all,0.50015,464,8742,0.45221,0.56084
83,83,1990,Direct migration background,female,Very concerned,0.16093,105,8742,0.13376,0.19528
84,84,1990,Direct migration background,female,Somewhat concerned,0.36432,231,8742,0.31335,0.41814
85,85,1990,Direct migration background,female,Not concerned at all,0.47475,277,8742,0.41659,0.53229
86,86,1990,Indirect migration background,male,Somewhat concerned,0.38016,32,8742,0.30083,0.46601
87,87,1990,Indirect migration background,male,Not concerned at all,0.61984,41,8742,0.43888,0.85517
88,88,1990,Indirect migration background,female,Not concerned at all,1.0,41,8742,0.66761,1.31392
89,89,1991,No migration background,male,Very concerned,0.13585,699,8309,0.13035,0.14192
90,90,1991,No migration background,male,Somewhat concerned,0.27178,1081,8309,0.2618,0.28249
91,91,1991,No migration background,male,Not concerned at all,0.59237,1869,8309,0.57842,0.60579
92,92,1991,No migration background,female,Very concerned,0.16443,671,8309,0.1568,0.17197
93,93,1991,No migration background,female,Somewhat concerned,0.24107,768,8309,0.22937,0.25028
94,94,1991,No migration background,female,Not concerned at all,0.5945,1375,8309,0.57832,0.61142
95,95,1991,Direct migration background,male,Very concerned,0.16832,160,8309,0.14737,0.19696
96,96,1991,Direct migration background,male,Somewhat concerned,0.30709,349,8309,0.27669,0.33504
97,97,1991,Direct migration background,male,Not concerned at all,0.52459,542,8309,0.48099,0.56821
98,98,1991,Direct migration background,female,Very concerned,0.13803,95,8309,0.11838,0.1593
99,99,1991,Direct migration background,female,Somewhat concerned,0.3183,202,8309,0.27644,0.36923
100,100,1991,Direct migration background,female,Not concerned at all,0.54367,330,8309,0.48365,0.60863
101,101,1991,Indirect migration background,male,Somewhat concerned,0.29238,37,8309,0.2242,0.37795
102,102,1991,Indirect migration background,male,Not concerned at all,0.70762,62,8309,0.5332,0.90481
103,103,1991,Indirect migration background,female,Not concerned at all,1.0,69,8309,0.74367,1.29977
104,104,1992,No migration background,male,Very concerned,0.12347,550,7753,0.11667,0.12921
105,105,1992,No migration background,male,Somewhat concerned,0.32994,1174,7753,0.31566,0.34076
106,106,1992,No migration background,male,Not concerned at all,0.54659,1658,7753,0.53296,0.56249
107,107,1992,No migration background,female,Very concerned,0.14531,520,7753,0.13693,0.154
108,108,1992,No migration background,female,Somewhat concerned,0.28989,820,7753,0.27707,0.30408
109,109,1992,No migration background,female,Not concerned at all,0.5648,1291,7753,0.54711,0.58049
110,110,1992,Direct migration background,male,Very concerned,0.20965,198,7753,0.18296,0.2362
111,111,1992,Direct migration background,male,Somewhat concerned,0.38273,407,7753,0.3461,0.42601
112,112,1992,Direct migration background,male,Not concerned at all,0.40762,393,7753,0.36669,0.4501
113,113,1992,Direct migration background,female,Very concerned,0.18485,120,7753,0.15555,0.21094
114,114,1992,Direct migration background,female,Somewhat concerned,0.31498,200,7753,0.26982,0.3578
115,115,1992,Direct migration background,female,Not concerned at all,0.50017,252,7753,0.42319,0.58149
116,116,1992,Indirect migration background,male,Somewhat concerned,0.3627,41,7753,0.28207,0.43889
117,117,1992,Indirect migration background,male,Not concerned at all,0.6373,62,7753,0.49066,0.84093
118,118,1992,Indirect migration background,female,Not concerned at all,1.0,67,7753,0.76611,1.22949
119,119,1993,No migration background,male,Very concerned,0.10633,407,7553,0.09981,0.11244
120,120,1993,No migration background,male,Somewhat concerned,0.32873,1156,7553,0.31806,0.34215
121,121,1993,No migration background,male,Not concerned at all,0.56494,1736,7553,0.55069,0.58152
122,122,1993,No migration background,female,Very concerned,0.09604,323,7553,0.08986,0.10286
123,123,1993,No migration background,female,Somewhat concerned,0.29624,843,7553,0.28252,0.30981
124,124,1993,No migration background,female,Not concerned at all,0.60772,1389,7553,0.58848,0.62496
125,125,1993,Direct migration background,male,Very concerned,0.1636,171,7553,0.14269,0.19239
126,126,1993,Direct migration background,male,Somewhat concerned,0.42306,371,7553,0.37492,0.47991
127,127,1993,Direct migration background,male,Not concerned at all,0.41334,373,7553,0.37787,0.45422
128,128,1993,Direct migration background,female,Very concerned,0.13622,79,7553,0.11174,0.16228
129,129,1993,Direct migration background,female,Somewhat concerned,0.30361,190,7553,0.26525,0.34991
130,130,1993,Direct migration background,female,Not concerned at all,0.56017,276,7553,0.47683,0.64681
131,131,1993,Indirect migration background,male,Somewhat concerned,0.42026,53,7553,0.30574,0.54421
132,132,1993,Indirect migration background,male,Not concerned at all,0.57974,76,7553,0.48528,0.6901
133,133,1993,Indirect migration background,female,Somewhat concerned,0.43608,42,7553,0.28863,0.58613
134,134,1993,Indirect migration background,female,Not concerned at all,0.56392,68,7553,0.43814,0.72432
135,135,1994,No migration background,male,Very concerned,0.11574,419,7316,0.10949,0.12501
136,136,1994,No migration background,male,Somewhat concerned,0.37952,1306,7316,0.36652,0.3947
137,137,1994,No migration background,male,Not concerned at all,0.50474,1496,7316,0.48811,0.52046
138,138,1994,No migration background,female,Very concerned,0.10739,330,7316,0.10114,0.11718
139,139,1994,No migration background,female,Somewhat concerned,0.3446,975,7316,0.32782,0.35887
140,140,1994,No migration background,female,Not concerned at all,0.54801,1226,7316,0.5277,0.57151
141,141,1994,Direct migration background,male,Very concerned,0.24847,190,7316,0.21674,0.28699
142,142,1994,Direct migration background,male,Somewhat concerned,0.40293,352,7316,0.36049,0.44891
143,143,1994,Direct migration background,male,Not concerned at all,0.34861,275,7316,0.31172,0.39086
144,144,1994,Direct migration background,female,Very concerned,0.17519,95,7316,0.14463,0.20933
145,145,1994,Direct migration background,female,Somewhat concerned,0.35546,196,7316,0.3089,0.40026
146,146,1994,Direct migration background,female,Not concerned at all,0.46934,218,7316,0.39914,0.54426
147,147,1994,Indirect migration background,male,Somewhat concerned,0.39429,56,7316,0.31891,0.47349
148,148,1994,Indirect migration background,male,Not concerned at all,0.60571,76,7316,0.47179,0.76236
149,149,1994,Indirect migration background,female,Somewhat concerned,0.43134,51,7316,0.3325,0.59623
150,150,1994,Indirect migration background,female,Not concerned at all,0.56866,55,7316,0.42439,0.73485
151,151,1995,No migration background,male,Very concerned,0.11852,459,7990,0.11149,0.12495
152,152,1995,No migration background,male,Somewhat concerned,0.36253,1280,7990,0.34899,0.37748
153,153,1995,No migration background,male,Not concerned at all,0.51896,1600,7990,0.50319,0.53363
154,154,1995,No migration background,female,Very concerned,0.12063,391,7990,0.11109,0.12946
155,155,1995,No migration background,female,Somewhat concerned,0.3254,958,7990,0.31031,0.34104
156,156,1995,No migration background,female,Not concerned at all,0.55397,1351,7990,0.53242,0.57356
157,157,1995,Direct migration background,male,Very concerned,0.21971,211,7990,0.19506,0.2531
158,158,1995,Direct migration background,male,Somewhat concerned,0.3804,399,7990,0.33977,0.41621
159,159,1995,Direct migration background,male,Not concerned at all,0.39989,378,7990,0.35786,0.43888
160,160,1995,Direct migration background,female,Very concerned,0.16295,118,7990,0.13833,0.18647
161,161,1995,Direct migration background,female,Somewhat concerned,0.33025,250,7990,0.3004,0.36765
162,162,1995,Direct migration background,female,Not concerned at all,0.5068,298,7990,0.44564,0.56988
163,163,1995,Indirect migration background,male,Very concerned,0.24064,32,7990,0.17485,0.33018
164,164,1995,Indirect migration background,male,Somewhat concerned,0.338,61,7990,0.24802,0.44743
165,165,1995,Indirect migration background,male,Not concerned at all,0.42136,79,7990,0.31441,0.55587
166,166,1995,Indirect migration background,female,Somewhat concerned,0.43566,53,7990,0.30723,0.58658
167,167,1995,Indirect migration background,female,Not concerned at all,0.56434,72,7990,0.43425,0.67977
168,168,1996,No migration background,male,Very concerned,0.10846,400,7722,0.10137,0.11666
169,169,1996,No migration background,male,Somewhat concerned,0.36074,1262,7722,0.34549,0.37637
170,170,1996,No migration background,male,Not concerned at all,0.5308,1621,7722,0.51472,0.54841
171,171,1996,No migration background,female,Very concerned,0.10173,303,7722,0.09196,0.11203
172,172,1996,No migration background,female,Somewhat concerned,0.33462,939,7722,0.31948,0.35184
173,173,1996,No migration background,female,Not concerned at all,0.56366,1426,7722,0.54254,0.58112
174,174,1996,Direct migration background,male,Very concerned,0.19533,182,7722,0.16695,0.22624
175,175,1996,Direct migration background,male,Somewhat concerned,0.40388,380,7722,0.36182,0.44984
176,176,1996,Direct migration background,male,Not concerned at all,0.40079,317,7722,0.35218,0.44227
177,177,1996,Direct migration background,female,Very concerned,0.15056,102,7722,0.12478,0.17868
178,178,1996,Direct migration background,female,Somewhat concerned,0.37355,226,7722,0.32714,0.42595
179,179,1996,Direct migration background,female,Not concerned at all,0.47589,274,7722,0.42778,0.53625
180,180,1996,Indirect migration background,male,Somewhat concerned,0.56018,76,7722,0.42687,0.72988
181,181,1996,Indirect migration background,male,Not concerned at all,0.43982,76,7722,0.34993,0.53753
182,182,1996,Indirect migration background,female,Somewhat concerned,0.45061,58,7722,0.33244,0.56994
183,183,1996,Indirect migration background,female,Not concerned at all,0.54939,80,7722,0.46282,0.64426
184,184,1997,No migration background,male,Very concerned,0.13274,498,7539,0.12366,0.14016
185,185,1997,No migration background,male,Somewhat concerned,0.4411,1461,7539,0.42455,0.45822
186,186,1997,No migration background,male,Not concerned at all,0.42616,1243,7539,0.40835,0.44466
187,187,1997,No migration background,female,Very concerned,0.12915,407,7539,0.11869,0.13943
188,188,1997,No migration background,female,Somewhat concerned,0.38667,1054,7539,0.36997,0.405
189,189,1997,No migration background,female,Not concerned at all,0.48418,1138,7539,0.45964,0.50543
190,190,1997,Direct migration background,male,Very concerned,0.26135,219,7539,0.23605,0.29659
191,191,1997,Direct migration background,male,Somewhat concerned,0.44368,388,7539,0.4004,0.49425
192,192,1997,Direct migration background,male,Not concerned at all,0.29498,229,7539,0.25851,0.32921
193,193,1997,Direct migration background,female,Very concerned,0.15854,106,7539,0.13487,0.18349
194,194,1997,Direct migration background,female,Somewhat concerned,0.42166,233,7539,0.37267,0.47743
195,195,1997,Direct migration background,female,Not concerned at all,0.4198,217,7539,0.35512,0.47236
196,196,1997,Indirect migration background,male,Very concerned,0.20952,36,7539,0.16197,0.2569
197,197,1997,Indirect migration background,male,Somewhat concerned,0.34517,74,7539,0.26937,0.42862
198,198,1997,Indirect migration background,male,Not concerned at all,0.44532,80,7539,0.32456,0.56111
199,199,1997,Indirect migration background,female,Very concerned,0.17042,32,7539,0.12574,0.20961
200,200,1997,Indirect migration background,female,Somewhat concerned,0.50173,67,7539,0.36977,0.65623
201,201,1997,Indirect migration background,female,Not concerned at all,0.32786,57,7539,0.25429,0.39314
202,202,1998,No migration background,male,Very concerned,0.14376,568,8197,0.13775,0.15212
203,203,1998,No migration background,male,Somewhat concerned,0.38471,1459,8197,0.37276,0.39842
204,204,1998,No migration background,male,Not concerned at all,0.47154,1582,8197,0.45594,0.48674
205,205,1998,No migration background,female,Very concerned,0.13283,435,8197,0.12385,0.14239
206,206,1998,No migration background,female,Somewhat concerned,0.35999,1137,8197,0.34419,0.37357
207,207,1998,No migration background,female,Not concerned at all,0.50718,1363,8197,0.49194,0.52458
208,208,1998,Direct migration background,male,Very concerned,0.23052,190,8197,0.20675,0.26057
209,209,1998,Direct migration background,male,Somewhat concerned,0.40848,339,8197,0.3641,0.44706
210,210,1998,Direct migration background,male,Not concerned at all,0.361,257,8197,0.32098,0.39673
211,211,1998,Direct migration background,female,Very concerned,0.20212,110,8197,0.17234,0.24035
212,212,1998,Direct migration background,female,Somewhat concerned,0.38103,214,8197,0.33816,0.43027
213,213,1998,Direct migration background,female,Not concerned at all,0.41685,206,8197,0.36558,0.46799
214,214,1998,Indirect migration background,male,Very concerned,0.24854,43,8197,0.18883,0.324
215,215,1998,Indirect migration background,male,Somewhat concerned,0.39213,80,8197,0.31317,0.48692
216,216,1998,Indirect migration background,male,Not concerned at all,0.35932,78,8197,0.27798,0.47024
217,217,1998,Indirect migration background,female,Somewhat concerned,0.44931,68,8197,0.34906,0.57922
218,218,1998,Indirect migration background,female,Not concerned at all,0.55069,68,8197,0.4395,0.69105
219,219,1999,No migration background,male,Very concerned,0.12966,500,8030,0.12122,0.13771
220,220,1999,No migration background,male,Somewhat concerned,0.39758,1500,8030,0.38083,0.41321
221,221,1999,No migration background,male,Not concerned at all,0.47276,1546,8030,0.45401,0.48988
222,222,1999,No migration background,female,Very concerned,0.12001,416,8030,0.11069,0.12962
223,223,1999,No migration background,female,Somewhat concerned,0.39827,1235,8030,0.38087,0.41683
224,224,1999,No migration background,female,Not concerned at all,0.48172,1267,8030,0.46214,0.50448
225,225,1999,Direct migration background,male,Very concerned,0.20587,158,8030,0.18071,0.23695
226,226,1999,Direct migration background,male,Somewhat concerned,0.39473,318,8030,0.35252,0.43899
227,227,1999,Direct migration background,male,Not concerned at all,0.3994,238,8030,0.35475,0.44503
228,228,1999,Direct migration background,female,Very concerned,0.18339,101,8030,0.15529,0.21049
229,229,1999,Direct migration background,female,Somewhat concerned,0.39574,210,8030,0.35555,0.44257
230,230,1999,Direct migration background,female,Not concerned at all,0.42086,194,8030,0.37236,0.47498
231,231,1999,Indirect migration background,male,Very concerned,0.1935,39,8030,0.15285,0.23523
232,232,1999,Indirect migration background,male,Somewhat concerned,0.40777,88,8030,0.33632,0.47957
233,233,1999,Indirect migration background,male,Not concerned at all,0.39873,84,8030,0.29289,0.49593
234,234,1999,Indirect migration background,female,Somewhat concerned,0.50847,68,8030,0.38963,0.66354
235,235,1999,Indirect migration background,female,Not concerned at all,0.49153,68,8030,0.39031,0.62715
236,236,2000,No migration background,male,Very concerned,0.12869,857,13560,0.12423,0.13336
237,237,2000,No migration background,male,Somewhat concerned,0.38656,2441,13560,0.37767,0.39403
238,238,2000,No migration background,male,Not concerned at all,0.48475,2876,13560,0.47597,0.49409
239,239,2000,No migration background,female,Very concerned,0.13087,713,13560,0.12512,0.13675
240,240,2000,No migration background,female,Somewhat concerned,0.3527,1880,13560,0.34339,0.36158
241,241,2000,No migration background,female,Not concerned at all,0.51643,2546,13560,0.50391,0.52934
242,242,2000,Direct migration background,male,Very concerned,0.20007,199,13560,0.18158,0.21672
243,243,2000,Direct migration background,male,Somewhat concerned,0.4531,485,13560,0.42528,0.48249
244,244,2000,Direct migration background,male,Not concerned at all,0.34683,343,13560,0.32253,0.37726
245,245,2000,Direct migration background,female,Very concerned,0.16972,139,13560,0.15432,0.18844
246,246,2000,Direct migration background,female,Somewhat concerned,0.41695,329,13560,0.38321,0.45056
247,247,2000,Direct migration background,female,Not concerned at all,0.41333,296,13560,0.38186,0.4466
248,248,2000,Indirect migration background,male,Very concerned,0.11772,34,13560,0.09309,0.14245
249,249,2000,Indirect migration background,male,Somewhat concerned,0.41272,107,13560,0.36515,0.46975
250,250,2000,Indirect migration background,male,Not concerned at all,0.46956,122,13560,0.40731,0.5444
251,251,2000,Indirect migration background,female,Somewhat concerned,0.44276,90,13560,0.36795,0.51614
252,252,2000,Indirect migration background,female,Not concerned at all,0.55724,103,13560,0.48662,0.64212
253,253,2001,No migration background,male,Very concerned,0.10967,647,12530,0.10452,0.11446
254,254,2001,No migration background,male,Somewhat concerned,0.36408,2125,12530,0.35345,0.37439
255,255,2001,No migration background,male,Not concerned at all,0.52625,2866,12530,0.51588,0.53867
256,256,2001,No migration background,female,Very concerned,0.09843,505,12530,0.09304,0.10325
257,257,2001,No migration background,female,Somewhat concerned,0.31935,1687,12530,0.30846,0.32789
258,258,2001,No migration background,female,Not concerned at all,0.58222,2597,12530,0.56785,0.59489
259,259,2001,Direct migration background,male,Very concerned,0.19252,160,12530,0.17339,0.21365
260,260,2001,Direct migration background,male,Somewhat concerned,0.3755,372,12530,0.34443,0.40663
261,261,2001,Direct migration background,male,Not concerned at all,0.43197,402,12530,0.404,0.46292
262,262,2001,Direct migration background,female,Very concerned,0.12568,94,12530,0.10504,0.14498
263,263,2001,Direct migration background,female,Somewhat concerned,0.37096,268,12530,0.33971,0.4022
264,264,2001,Direct migration background,female,Not concerned at all,0.50337,359,12530,0.46527,0.54415
265,265,2001,Indirect migration background,male,Very concerned,0.15876,38,12530,0.12881,0.20219
266,266,2001,Indirect migration background,male,Somewhat concerned,0.3786,91,12530,0.31746,0.43741
267,267,2001,Indirect migration background,male,Not concerned at all,0.46264,132,12530,0.38867,0.54453
268,268,2001,Indirect migration background,female,Somewhat concerned,0.41421,77,12530,0.35213,0.47574
269,269,2001,Indirect migration background,female,Not concerned at all,0.58579,110,12530,0.51052,0.68082
270,270,2002,No migration background,male,Very concerned,0.1473,819,13298,0.13917,0.15449
271,271,2002,No migration background,male,Somewhat concerned,0.40356,2355,13298,0.39099,0.41537
272,272,2002,No migration background,male,Not concerned at all,0.44914,2888,13298,0.43593,0.46223
273,273,2002,No migration background,female,Very concerned,0.13145,622,13298,0.12526,0.13931
274,274,2002,No migration background,female,Somewhat concerned,0.3601,1874,13298,0.34733,0.37423
275,275,2002,No migration background,female,Not concerned at all,0.50845,2740,13298,0.49415,0.52357
276,276,2002,Direct migration background,male,Very concerned,0.25535,201,13298,0.22616,0.2882
277,277,2002,Direct migration background,male,Somewhat concerned,0.4419,385,13298,0.40643,0.48396
278,278,2002,Direct migration background,male,Not concerned at all,0.30275,293,13298,0.26981,0.33221
279,279,2002,Direct migration background,female,Very concerned,0.16461,101,13298,0.1407,0.18917
280,280,2002,Direct migration background,female,Somewhat concerned,0.41273,266,13298,0.374,0.4458
281,281,2002,Direct migration background,female,Not concerned at all,0.42266,301,13298,0.38975,0.46006
282,282,2002,Indirect migration background,male,Very concerned,0.14834,35,13298,0.10964,0.19264
283,283,2002,Indirect migration background,male,Somewhat concerned,0.48871,114,13298,0.41398,0.56185
284,284,2002,Indirect migration background,male,Not concerned at all,0.36295,105,13298,0.30259,0.42172
285,285,2002,Indirect migration background,female,Somewhat concerned,0.46499,91,13298,0.38819,0.53989
286,286,2002,Indirect migration background,female,Not concerned at all,0.53501,108,13298,0.45784,0.61287
287,287,2003,No migration background,male,Very concerned,0.1592,882,12640,0.15206,0.16674
288,288,2003,No migration background,male,Somewhat concerned,0.41228,2314,12640,0.39838,0.42636
289,289,2003,No migration background,male,Not concerned at all,0.42852,2545,12640,0.41573,0.44324
290,290,2003,No migration background,female,Very concerned,0.14701,715,12640,0.13943,0.15681
291,291,2003,No migration background,female,Somewhat concerned,0.38681,1940,12640,0.37094,0.39962
292,292,2003,No migration background,female,Not concerned at all,0.46618,2366,12640,0.44917,0.48357
293,293,2003,Direct migration background,male,Very concerned,0.28976,205,12640,0.25996,0.31808
294,294,2003,Direct migration background,male,Somewhat concerned,0.42176,337,12640,0.37638,0.46219
295,295,2003,Direct migration background,male,Not concerned at all,0.28849,226,12640,0.25663,0.32738
296,296,2003,Direct migration background,female,Very concerned,0.20539,130,12640,0.17212,0.23589
297,297,2003,Direct migration background,female,Somewhat concerned,0.40557,242,12640,0.36108,0.44293
298,298,2003,Direct migration background,female,Not concerned at all,0.38904,263,12640,0.35157,0.42878
299,299,2003,Indirect migration background,male,Very concerned,0.16122,39,12640,0.11953,0.20918
300,300,2003,Indirect migration background,male,Somewhat concerned,0.45137,107,12640,0.37535,0.51705
301,301,2003,Indirect migration background,male,Not concerned at all,0.38741,101,12640,0.31905,0.45205
302,302,2003,Indirect migration background,female,Very concerned,0.20082,38,12640,0.14455,0.27397
303,303,2003,Indirect migration background,female,Somewhat concerned,0.39665,90,12640,0.33216,0.47694
304,304,2003,Indirect migration background,female,Not concerned at all,0.40254,100,12640,0.33047,0.47899
305,305,2004,No migration background,male,Very concerned,0.196,993,12243,0.18433,0.20731
306,306,2004,No migration background,male,Somewhat concerned,0.42528,2292,12243,0.41151,0.43906
307,307,2004,No migration background,male,Not concerned at all,0.37872,2211,12243,0.36594,0.39382
308,308,2004,No migration background,female,Very concerned,0.19579,883,12243,0.18488,0.20736
309,309,2004,No migration background,female,Somewhat concerned,0.39469,1942,12243,0.37985,0.41023
310,310,2004,No migration background,female,Not concerned at all,0.40952,2110,12243,0.39208,0.42773
311,311,2004,Direct migration background,male,Very concerned,0.32946,234,12243,0.2945,0.36207
312,312,2004,Direct migration background,male,Somewhat concerned,0.39994,299,12243,0.35484,0.44363
313,313,2004,Direct migration background,male,Not concerned at all,0.2706,202,12243,0.23794,0.30521
314,314,2004,Direct migration background,female,Very concerned,0.26026,142,12243,0.22522,0.29628
315,315,2004,Direct migration background,female,Somewhat concerned,0.39344,250,12243,0.3497,0.43731
316,316,2004,Direct migration background,female,Not concerned at all,0.34629,214,12243,0.30768,0.38151
317,317,2004,Indirect migration background,male,Very concerned,0.25148,49,12243,0.20994,0.31467
318,318,2004,Indirect migration background,male,Somewhat concerned,0.38969,110,12243,0.32567,0.455
319,319,2004,Indirect migration background,male,Not concerned at all,0.35883,97,12243,0.30294,0.43364
