"plh0042","year","quintil_oecd","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Einige Sorgen","1996","2","Städtischer Raum","560","0.381617732087104","0.356134872052682","0.407100592121525"
"Einige Sorgen","1996","3","Ländlicher Raum","222","0.368893692413465","0.32871506615662","0.40907231867031"
"Einige Sorgen","1996","3","Städtischer Raum","379","0.342532396948451","0.314017928330059","0.371046865566844"
"Einige Sorgen","1996","4","Ländlicher Raum","122","0.369944349437017","0.31558372568742","0.424304973186613"
"Einige Sorgen","1996","4","Städtischer Raum","274","0.322564275079803","0.290895771446807","0.354232778712799"
"Einige Sorgen","1996","5 Einkommensstärkstes Quintil","Ländlicher Raum","42","0.26090787435784","0.187105298852093","0.334710449863587"
"Einige Sorgen","1996","5 Einkommensstärkstes Quintil","Städtischer Raum","129","0.281812834068005","0.241482358193654","0.322143309942357"
"Grosse Sorgen","1996","1 Einkommensschwächstes Quintil","Ländlicher Raum","197","0.222484396196015","0.194507561203624","0.250461231188405"
"Grosse Sorgen","1996","1 Einkommensschwächstes Quintil","Städtischer Raum","247","0.17968079259125","0.158632109391457","0.200729475791044"
"Grosse Sorgen","1996","2","Ländlicher Raum","129","0.148363353540553","0.124743404518311","0.171983302562796"
"Grosse Sorgen","1996","2","Städtischer Raum","163","0.107323076941935","0.0910863273296371","0.123559826554233"
"Grosse Sorgen","1996","3","Ländlicher Raum","73","0.113739150797058","0.0873011274554994","0.140177174138616"
"Grosse Sorgen","1996","3","Städtischer Raum","100","0.0785780384155681","0.0624100068577834","0.0947460699733527"
"Grosse Sorgen","1996","4","Ländlicher Raum","26","","",""
"Grosse Sorgen","1996","4","Städtischer Raum","66","0.0791823618713925","0.06088930002274","0.0974754237200449"
"Grosse Sorgen","1996","5 Einkommensstärkstes Quintil","Ländlicher Raum","6","","",""
"Grosse Sorgen","1996","5 Einkommensstärkstes Quintil","Städtischer Raum","23","","",""
"Keine Sorgen","1996","1 Einkommensschwächstes Quintil","Ländlicher Raum","304","0.382885547182877","0.350188269814482","0.415582824551273"
"Keine Sorgen","1996","1 Einkommensschwächstes Quintil","Städtischer Raum","529","0.439502257006894","0.412290902957498","0.466713611056289"
"Keine Sorgen","1996","2","Ländlicher Raum","378","0.46839015758659","0.435232117557815","0.501548197615364"
"Keine Sorgen","1996","2","Städtischer Raum","673","0.511059190970961","0.484836990889556","0.537281391052366"
"Keine Sorgen","1996","3","Ländlicher Raum","259","0.517367156789477","0.475756835166411","0.558977478412543"
"Keine Sorgen","1996","3","Städtischer Raum","585","0.578889564635981","0.549222598268627","0.608556531003334"
"Keine Sorgen","1996","4","Ländlicher Raum","155","0.53650554864299","0.480357307630221","0.59265378965576"
"Keine Sorgen","1996","4","Städtischer Raum","497","0.598253363048804","0.565040672327963","0.631466053769646"
"Keine Sorgen","1996","5 Einkommensstärkstes Quintil","Ländlicher Raum","88","0.70057229367409","0.6235970437768","0.777547543571381"
"Keine Sorgen","1996","5 Einkommensstärkstes Quintil","Städtischer Raum","326","0.68399838995313","0.642320441794327","0.725676338111933"
"Einige Sorgen","1997","1 Einkommensschwächstes Quintil","Ländlicher Raum","379","0.441420688584222","0.407371573616302","0.475469803552141"
"Einige Sorgen","1997","1 Einkommensschwächstes Quintil","Städtischer Raum","520","0.438887942577447","0.410403977721568","0.467371907433326"
"Einige Sorgen","1997","2","Ländlicher Raum","418","0.490224882830848","0.456558738720664","0.523891026941032"
"Einige Sorgen","1997","2","Städtischer Raum","540","0.420319300315653","0.393486839639531","0.447151760991774"
"Einige Sorgen","1997","3","Ländlicher Raum","244","0.438945360174951","0.396332857660731","0.48155786268917"
"Einige Sorgen","1997","3","Städtischer Raum","504","0.442333266802213","0.413115382025698","0.471551151578727"
"Einige Sorgen","1997","4","Ländlicher Raum","153","0.410851245710114","0.358478779185899","0.463223712234329"
"Einige Sorgen","1997","4","Städtischer Raum","311","0.382605021058681","0.349379709551054","0.415830332566308"
"Einige Sorgen","1997","5 Einkommensstärkstes Quintil","Ländlicher Raum","41","0.291995402844086","0.211642498089714","0.372348307598458"
"Einige Sorgen","1997","5 Einkommensstärkstes Quintil","Städtischer Raum","167","0.325507362307353","0.284187998006189","0.366826726608518"
"Grosse Sorgen","1997","1 Einkommensschwächstes Quintil","Ländlicher Raum","208","0.228231954704189","0.199453419564315","0.257010489844062"
"Grosse Sorgen","1997","1 Einkommensschwächstes Quintil","Städtischer Raum","270","0.205308853894142","0.182124134587476","0.228493573200808"
"Grosse Sorgen","1997","2","Ländlicher Raum","170","0.168334936659383","0.143136839579003","0.193533033739763"
"Grosse Sorgen","1997","2","Städtischer Raum","244","0.163456807393978","0.143355601794163","0.183558012993793"
"Grosse Sorgen","1997","3","Ländlicher Raum","79","0.14295870816316","0.112902415549792","0.173015000776528"
"Grosse Sorgen","1997","3","Städtischer Raum","147","0.115953461938679","0.0971184445574932","0.134788479319864"
"Grosse Sorgen","1997","4","Ländlicher Raum","44","0.109580099140029","0.0763285781652197","0.142831620114839"
"Grosse Sorgen","1997","4","Städtischer Raum","71","0.0715755055793845","0.0539529986765624","0.0891980124822066"
"Grosse Sorgen","1997","5 Einkommensstärkstes Quintil","Ländlicher Raum","14","","",""
"Grosse Sorgen","1997","5 Einkommensstärkstes Quintil","Städtischer Raum","51","0.0906718768217816","0.0653508548163635","0.1159928988272"
"Keine Sorgen","1997","1 Einkommensschwächstes Quintil","Ländlicher Raum","230","0.33034735671159","0.298096053037143","0.362598660386036"
"Keine Sorgen","1997","1 Einkommensschwächstes Quintil","Städtischer Raum","376","0.355803203528411","0.328323437973168","0.383282969083654"
"Keine Sorgen","1997","2","Ländlicher Raum","259","0.341440180509769","0.309505592741782","0.373374768277755"
"Keine Sorgen","1997","2","Städtischer Raum","516","0.416223892290369","0.389428317577694","0.443019467003044"
"Keine Sorgen","1997","3","Ländlicher Raum","198","0.41809593166189","0.375742081392976","0.460449781930803"
"Keine Sorgen","1997","3","Städtischer Raum","459","0.441713271259109","0.412499644411137","0.470926898107081"
"Keine Sorgen","1997","4","Ländlicher Raum","142","0.479568655149857","0.426387794730368","0.532749515569346"
"Keine Sorgen","1997","4","Städtischer Raum","440","0.545819473361935","0.511782498801596","0.579856447922273"
"Keine Sorgen","1997","5 Einkommensstärkstes Quintil","Ländlicher Raum","68","0.623625977275294","0.538007508901009","0.70924444564958"
"Keine Sorgen","1997","5 Einkommensstärkstes Quintil","Städtischer Raum","276","0.583820760870865","0.54035326817752","0.627288253564209"
"Einige Sorgen","1998","1 Einkommensschwächstes Quintil","Ländlicher Raum","390","0.452151431254277","0.419079414038177","0.485223448470378"
"Einige Sorgen","1998","1 Einkommensschwächstes Quintil","Städtischer Raum","503","0.369279848997929","0.342504388029837","0.396055309966022"
"Einige Sorgen","1998","2","Ländlicher Raum","389","0.442600302042052","0.409248637713135","0.47595196637097"
"Einige Sorgen","1998","2","Städtischer Raum","575","0.389074844879182","0.36375251414806","0.414397175610303"
"Einige Sorgen","1998","3","Ländlicher Raum","253","0.388863155099069","0.349593700520257","0.428132609677881"
"Einige Sorgen","1998","3","Städtischer Raum","426","0.37740931445995","0.348763619356025","0.406055009563876"
"Einige Sorgen","1998","4","Ländlicher Raum","172","0.40560313409917","0.356556790901236","0.454649477297103"
"Einige Sorgen","1998","4","Städtischer Raum","345","0.336522713145142","0.307103470746345","0.365941955543939"
"Einige Sorgen","1998","5 Einkommensstärkstes Quintil","Ländlicher Raum","50","0.292715506734872","0.223288881966145","0.3621421315036"
"Einige Sorgen","1998","5 Einkommensstärkstes Quintil","Städtischer Raum","194","0.297180190433792","0.26055082252796","0.333809558339623"
"Grosse Sorgen","1998","1 Einkommensschwächstes Quintil","Ländlicher Raum","212","0.225961412165132","0.198171516849682","0.253751307480582"
"Grosse Sorgen","1998","1 Einkommensschwächstes Quintil","Städtischer Raum","316","0.238098615604545","0.214468349363955","0.261728881845135"
"Grosse Sorgen","1998","2","Ländlicher Raum","162","0.193119648040407","0.166613532032483","0.21962576404833"
"Grosse Sorgen","1998","2","Städtischer Raum","258","0.164400891621881","0.145150296297047","0.183651486946716"
"Grosse Sorgen","1998","3","Ländlicher Raum","92","0.146602647948554","0.118109935808003","0.175095360089105"
"Grosse Sorgen","1998","3","Städtischer Raum","144","0.128111362953374","0.108360954431422","0.147861771475326"
"Grosse Sorgen","1998","4","Ländlicher Raum","43","0.104679169523787","0.0740991889667135","0.135259150080861"
"Grosse Sorgen","1998","4","Städtischer Raum","100","0.095248139978118","0.076971167502226","0.11352511245401"
"Grosse Sorgen","1998","5 Einkommensstärkstes Quintil","Ländlicher Raum","6","","",""
"Grosse Sorgen","1998","5 Einkommensstärkstes Quintil","Städtischer Raum","41","0.0611700781194192","0.041963036476988","0.0803771197618504"
"Keine Sorgen","1998","1 Einkommensschwächstes Quintil","Ländlicher Raum","268","0.321887156580591","0.290842184475581","0.3529321286856"
"Keine Sorgen","1998","1 Einkommensschwächstes Quintil","Städtischer Raum","429","0.392621535397526","0.365528507038926","0.419714563756126"
"Keine Sorgen","1998","2","Ländlicher Raum","301","0.364280049917541","0.331966928859686","0.396593170975396"
"Keine Sorgen","1998","2","Städtischer Raum","591","0.446524263498937","0.420703747249383","0.472344779748491"
"Keine Sorgen","1998","3","Ländlicher Raum","247","0.464534196952377","0.424358635661929","0.504709758242825"
"Keine Sorgen","1998","3","Städtischer Raum","530","0.494479322586675","0.464933554920899","0.524025090252451"
"Keine Sorgen","1998","4","Ländlicher Raum","170","0.489717696377043","0.439783751334545","0.539651641419541"
"Keine Sorgen","1998","4","Städtischer Raum","546","0.56822914687674","0.537390190116872","0.599068103636607"
"Keine Sorgen","1998","5 Einkommensstärkstes Quintil","Ländlicher Raum","109","0.677991609196477","0.606697791259295","0.74928542713366"
"Keine Sorgen","1998","5 Einkommensstärkstes Quintil","Städtischer Raum","363","0.641649731446789","0.603217077579495","0.680082385314082"
"Einige Sorgen","1999","1 Einkommensschwächstes Quintil","Ländlicher Raum","337","0.429958978228632","0.394645444271564","0.465272512185699"
"Einige Sorgen","1999","1 Einkommensschwächstes Quintil","Städtischer Raum","447","0.419335745244521","0.389288012937949","0.449383477551093"
"Einige Sorgen","1999","2","Ländlicher Raum","461","0.487024675433598","0.454691342760176","0.519358008107021"
"Einige Sorgen","1999","2","Städtischer Raum","613","0.424394334236553","0.398651060004841","0.450137608468265"
"Einige Sorgen","1999","3","Ländlicher Raum","249","0.416771339782257","0.375973702535419","0.457568977029094"
"Einige Sorgen","1999","3","Städtischer Raum","463","0.398767432819318","0.369739300114789","0.427795565523846"
"Einige Sorgen","1999","4","Ländlicher Raum","192","0.390848850416163","0.345411480856615","0.436286219975711"
"Einige Sorgen","1999","4","Städtischer Raum","403","0.367829493554956","0.337836911445513","0.397822075664398"
"Einige Sorgen","1999","5 Einkommensstärkstes Quintil","Ländlicher Raum","57","0.36491848648612","0.292338412471762","0.437498560500478"
"Einige Sorgen","1999","5 Einkommensstärkstes Quintil","Städtischer Raum","197","0.261352551227547","0.228157562009517","0.294547540445576"
"Grosse Sorgen","1999","1 Einkommensschwächstes Quintil","Ländlicher Raum","221","0.257367206903741","0.226182743081254","0.288551670726228"
"Grosse Sorgen","1999","1 Einkommensschwächstes Quintil","Städtischer Raum","231","0.213088999779751","0.188153875512498","0.238024124047004"
"Grosse Sorgen","1999","2","Ländlicher Raum","167","0.172243699547473","0.147817850409923","0.196669548685024"
"Grosse Sorgen","1999","2","Städtischer Raum","233","0.145222098104923","0.126871109698071","0.163573086511775"
"Grosse Sorgen","1999","3","Ländlicher Raum","78","0.142371585349246","0.113456272090569","0.171286898607924"
"Grosse Sorgen","1999","3","Städtischer Raum","133","0.118552101202812","0.0993878894305218","0.137716312975103"
"Grosse Sorgen","1999","4","Ländlicher Raum","39","0.0671142657397423","0.0438136243743219","0.0904149071051627"
"Grosse Sorgen","1999","4","Städtischer Raum","105","0.101802626811805","0.0829947899449798","0.12061046367863"
"Grosse Sorgen","1999","5 Einkommensstärkstes Quintil","Ländlicher Raum","7","","",""
"Grosse Sorgen","1999","5 Einkommensstärkstes Quintil","Städtischer Raum","27","","",""
"Keine Sorgen","1999","1 Einkommensschwächstes Quintil","Ländlicher Raum","197","0.312673814867627","0.279606280300998","0.345741349434257"
"Keine Sorgen","1999","1 Einkommensschwächstes Quintil","Städtischer Raum","358","0.367575254975728","0.33821594974514","0.396934560206317"
"Keine Sorgen","1999","2","Ländlicher Raum","290","0.340731625018928","0.310072193763063","0.371391056274793"
"Keine Sorgen","1999","2","Städtischer Raum","570","0.430383567658524","0.404594504861441","0.456172630455607"
"Keine Sorgen","1999","3","Ländlicher Raum","234","0.440857074868497","0.399772671469053","0.481941478267941"
"Keine Sorgen","1999","3","Städtischer Raum","497","0.48268046597787","0.453056219628494","0.512304712327246"
"Keine Sorgen","1999","4","Ländlicher Raum","212","0.542036883844095","0.495641379644153","0.588432388044037"
"Keine Sorgen","1999","4","Städtischer Raum","485","0.530367879633239","0.4993265032135","0.561409256052979"
"Keine Sorgen","1999","5 Einkommensstärkstes Quintil","Ländlicher Raum","105","0.602646957067223","0.528869362012217","0.676424552122228"
"Keine Sorgen","1999","5 Einkommensstärkstes Quintil","Städtischer Raum","449","0.708729630493837","0.674403171342034","0.74305608964564"
"Einige Sorgen","2000","1 Einkommensschwächstes Quintil","Ländlicher Raum","488","0.4246641481436","0.396157863549924","0.453170432737276"
"Einige Sorgen","2000","1 Einkommensschwächstes Quintil","Städtischer Raum","633","0.400381938179559","0.375878497246863","0.424885379112256"
"Einige Sorgen","2000","2","Ländlicher Raum","651","0.43471615111698","0.409183260388603","0.460249041845358"
"Einige Sorgen","2000","2","Städtischer Raum","908","0.406719105947373","0.386027385177224","0.427410826717521"
"Einige Sorgen","2000","3","Ländlicher Raum","413","0.403168401611064","0.372612180694861","0.433724622527267"
"Einige Sorgen","2000","3","Städtischer Raum","754","0.393276438656951","0.371352572656078","0.415200304657823"
"Einige Sorgen","2000","4","Ländlicher Raum","299","0.384288199634867","0.349930823348928","0.418645575920806"
"Einige Sorgen","2000","4","Städtischer Raum","657","0.355244031130052","0.33344743484492","0.377040627415184"
"Einige Sorgen","2000","5 Einkommensstärkstes Quintil","Ländlicher Raum","122","0.283424727341066","0.239534244661235","0.327315210020896"
"Einige Sorgen","2000","5 Einkommensstärkstes Quintil","Städtischer Raum","407","0.281169037247639","0.257178539931262","0.305159534564017"
"Grosse Sorgen","2000","1 Einkommensschwächstes Quintil","Ländlicher Raum","298","0.238217424045195","0.213650013779765","0.262784834310625"
"Grosse Sorgen","2000","1 Einkommensschwächstes Quintil","Städtischer Raum","302","0.19643819296042","0.176569234960443","0.216307150960397"
"Grosse Sorgen","2000","2","Ländlicher Raum","278","0.179524067022065","0.15975627912785","0.19929185491628"
"Grosse Sorgen","2000","2","Städtischer Raum","339","0.152799393089891","0.137643794836882","0.1679549913429"
"Grosse Sorgen","2000","3","Ländlicher Raum","155","0.154341225433655","0.131836742160797","0.176845708706514"
"Grosse Sorgen","2000","3","Städtischer Raum","227","0.119487884231913","0.104929863008678","0.134045905455147"
"Grosse Sorgen","2000","4","Ländlicher Raum","87","0.106344477399102","0.0845701238179735","0.12811883098023"
"Grosse Sorgen","2000","4","Städtischer Raum","165","0.0836796837686431","0.0710683426520291","0.096291024885257"
"Grosse Sorgen","2000","5 Einkommensstärkstes Quintil","Ländlicher Raum","32","0.0737127662758312","0.0482641148303846","0.0991614177212778"
"Grosse Sorgen","2000","5 Einkommensstärkstes Quintil","Städtischer Raum","76","0.0565567961670164","0.044230221914879","0.0688833704191539"
"Keine Sorgen","2000","1 Einkommensschwächstes Quintil","Ländlicher Raum","369","0.337118427811205","0.309855887650725","0.364380967971684"
"Keine Sorgen","2000","1 Einkommensschwächstes Quintil","Städtischer Raum","601","0.403179868860021","0.378648395388925","0.427711342331117"
"Keine Sorgen","2000","2","Ländlicher Raum","519","0.385759781860954","0.360687641622238","0.410831922099671"
"Keine Sorgen","2000","2","Städtischer Raum","918","0.440481500962736","0.419569759421443","0.461393242504029"
"Keine Sorgen","2000","3","Ländlicher Raum","422","0.442490372955281","0.41155120767638","0.473429538234181"
"Keine Sorgen","2000","3","Städtischer Raum","926","0.487235677111137","0.464801962780911","0.509669391441362"
"Keine Sorgen","2000","4","Ländlicher Raum","384","0.509367322966032","0.474057421671019","0.544677224261044"
"Keine Sorgen","2000","4","Städtischer Raum","1030","0.561076285101305","0.538475002824785","0.583677567377825"
"Keine Sorgen","2000","5 Einkommensstärkstes Quintil","Ländlicher Raum","251","0.642862506383103","0.596196852968611","0.689528159797595"
"Keine Sorgen","2000","5 Einkommensstärkstes Quintil","Städtischer Raum","866","0.662274166585344","0.637036850643048","0.687511482527641"
"Einige Sorgen","2001","1 Einkommensschwächstes Quintil","Ländlicher Raum","418","0.438836023984158","0.407509976516559","0.470162071451757"
"Einige Sorgen","2001","1 Einkommensschwächstes Quintil","Städtischer Raum","499","0.354728165312077","0.32909281684936","0.380363513774794"
"Einige Sorgen","2001","2","Ländlicher Raum","571","0.420802944883879","0.393725654645058","0.4478802351227"
"Einige Sorgen","2001","2","Städtischer Raum","768","0.380737814165165","0.359063525004956","0.402412103325374"
"Einige Sorgen","2001","3","Ländlicher Raum","374","0.375808049990516","0.344579326921623","0.407036773059409"
"Einige Sorgen","2001","3","Städtischer Raum","668","0.358101290555481","0.336152881132233","0.38004969997873"
"Einige Sorgen","2001","4","Ländlicher Raum","283","0.355192388335426","0.320964900446342","0.38941987622451"
"Einige Sorgen","2001","4","Städtischer Raum","552","0.295947016811245","0.274765340805724","0.317128692816766"
"Einige Sorgen","2001","5 Einkommensstärkstes Quintil","Ländlicher Raum","112","0.260211500954809","0.217690501053884","0.302732500855733"
"Einige Sorgen","2001","5 Einkommensstärkstes Quintil","Städtischer Raum","375","0.266515746135831","0.242807376160642","0.290224116111021"
"Grosse Sorgen","2001","1 Einkommensschwächstes Quintil","Ländlicher Raum","206","0.201600485724441","0.176274550417384","0.226926421031498"
"Grosse Sorgen","2001","1 Einkommensschwächstes Quintil","Städtischer Raum","223","0.17455200902552","0.15421311574269","0.194890902308349"
"Grosse Sorgen","2001","2","Ländlicher Raum","239","0.184500528378227","0.163225835882907","0.205775220873547"
"Grosse Sorgen","2001","2","Städtischer Raum","244","0.122280771692659","0.107657267028997","0.136904276356321"
"Grosse Sorgen","2001","3","Ländlicher Raum","117","0.117625881377651","0.0968533257201543","0.138398437035147"
"Grosse Sorgen","2001","3","Städtischer Raum","175","0.101343077369225","0.0875277600489364","0.115158394689514"
"Grosse Sorgen","2001","4","Ländlicher Raum","73","0.0893468826166662","0.0689462181051501","0.109747547128182"
"Grosse Sorgen","2001","4","Städtischer Raum","117","0.0693421783521699","0.0575540617725198","0.08113029493182"
"Grosse Sorgen","2001","5 Einkommensstärkstes Quintil","Ländlicher Raum","21","","",""
"Grosse Sorgen","2001","5 Einkommensstärkstes Quintil","Städtischer Raum","43","0.034731311277467","0.0249131635685751","0.044549458986359"
"Keine Sorgen","2001","1 Einkommensschwächstes Quintil","Ländlicher Raum","340","0.359563490291401","0.32927096990633","0.389856010676472"
"Keine Sorgen","2001","1 Einkommensschwächstes Quintil","Städtischer Raum","616","0.470719825662404","0.443974733875357","0.49746491744945"
"Keine Sorgen","2001","2","Ländlicher Raum","467","0.394696526737894","0.367888127796789","0.421504925678999"
"Keine Sorgen","2001","2","Städtischer Raum","916","0.496981414142176","0.474663342571379","0.519299485712972"
"Keine Sorgen","2001","3","Ländlicher Raum","433","0.506566068631833","0.474329807969594","0.538802329294073"
"Keine Sorgen","2001","3","Städtischer Raum","990","0.540555632075293","0.517741522510323","0.563369741640263"
"Keine Sorgen","2001","4","Ländlicher Raum","395","0.555460729047908","0.519921347262461","0.591000110833354"
"Keine Sorgen","2001","4","Städtischer Raum","1115","0.634710804836585","0.612367005369337","0.657054604303832"
"Keine Sorgen","2001","5 Einkommensstärkstes Quintil","Ländlicher Raum","276","0.689321259524638","0.644472230882387","0.734170288166889"
"Keine Sorgen","2001","5 Einkommensstärkstes Quintil","Städtischer Raum","918","0.698752942586702","0.674151074044698","0.723354811128706"
"Einige Sorgen","2002","1 Einkommensschwächstes Quintil","Ländlicher Raum","344","0.426400595924135","0.391892353794622","0.460908838053648"
"Einige Sorgen","2002","1 Einkommensschwächstes Quintil","Städtischer Raum","443","0.39381513172793","0.365340013642284","0.422290249813575"
"Einige Sorgen","2002","2","Ländlicher Raum","482","0.448563058900141","0.41846627933167","0.478659838468611"
"Einige Sorgen","2002","2","Städtischer Raum","747","0.403977961161542","0.380987956329026","0.426967965994057"
"Einige Sorgen","2002","3","Ländlicher Raum","393","0.411708345561805","0.380413164586147","0.443003526537463"
"Einige Sorgen","2002","3","Städtischer Raum","668","0.416465339128151","0.392671719027245","0.440258959229058"
"Einige Sorgen","2002","4","Ländlicher Raum","392","0.437522240698809","0.405448982532755","0.469595498864864"
"Einige Sorgen","2002","4","Städtischer Raum","715","0.368962925148395","0.347446836139247","0.390479014157543"
"Einige Sorgen","2002","5 Einkommensstärkstes Quintil","Ländlicher Raum","194","0.291523929378256","0.258024448140371","0.325023410616142"
"Einige Sorgen","2002","5 Einkommensstärkstes Quintil","Städtischer Raum","707","0.306877502357133","0.288577940102753","0.325177064611512"
"Grosse Sorgen","2002","1 Einkommensschwächstes Quintil","Ländlicher Raum","201","0.25470746613749","0.224306050114605","0.285108882160375"
"Grosse Sorgen","2002","1 Einkommensschwächstes Quintil","Städtischer Raum","244","0.219574912965662","0.195449555392516","0.243700270538807"
"Grosse Sorgen","2002","2","Ländlicher Raum","199","0.202350199135055","0.178038333013811","0.226662065256299"
"Grosse Sorgen","2002","2","Städtischer Raum","273","0.163569816716353","0.146239938995562","0.180899694437145"
"Grosse Sorgen","2002","3","Ländlicher Raum","169","0.16766493780452","0.143909857148847","0.191420018460193"
"Grosse Sorgen","2002","3","Städtischer Raum","229","0.135513245151019","0.11899333017508","0.152033160126958"
"Grosse Sorgen","2002","4","Ländlicher Raum","88","0.0810136472308904","0.0633726164150039","0.0986546780467768"
"Grosse Sorgen","2002","4","Städtischer Raum","188","0.114340624014102","0.10015076203165","0.128530485996554"
"Grosse Sorgen","2002","5 Einkommensstärkstes Quintil","Ländlicher Raum","44","0.0641554087160828","0.0460937808711833","0.0822170365609824"
"Grosse Sorgen","2002","5 Einkommensstärkstes Quintil","Städtischer Raum","161","0.0740102849954768","0.0636229940175189","0.0843975759734347"
"Keine Sorgen","2002","1 Einkommensschwächstes Quintil","Ländlicher Raum","244","0.318891937938375","0.286372774125342","0.351411101751409"
"Keine Sorgen","2002","1 Einkommensschwächstes Quintil","Städtischer Raum","444","0.386609955306409","0.358229349169868","0.414990561442949"
"Keine Sorgen","2002","2","Ländlicher Raum","368","0.349086741964804","0.320240543767061","0.377932940162548"
"Keine Sorgen","2002","2","Städtischer Raum","730","0.432452222122105","0.409240928415421","0.455663515828789"
"Keine Sorgen","2002","3","Ländlicher Raum","388","0.420626716633675","0.389235080790258","0.452018352477092"
"Keine Sorgen","2002","3","Städtischer Raum","752","0.44802141572083","0.424019369686759","0.472023461754902"
"Keine Sorgen","2002","4","Ländlicher Raum","439","0.4814641120703","0.449159710121709","0.513768514018892"
"Keine Sorgen","2002","4","Städtischer Raum","1029","0.516696450837503","0.494413522612189","0.538979379062816"
"Keine Sorgen","2002","5 Einkommensstärkstes Quintil","Ländlicher Raum","469","0.644320661905661","0.609033337349843","0.679607986461479"
"Keine Sorgen","2002","5 Einkommensstärkstes Quintil","Städtischer Raum","1572","0.619112212647391","0.599844223755376","0.638380201539405"
"Einige Sorgen","2003","1 Einkommensschwächstes Quintil","Ländlicher Raum","299","0.386954903259823","0.351839128031294","0.422070678488353"
"Einige Sorgen","2003","1 Einkommensschwächstes Quintil","Städtischer Raum","419","0.412239120901053","0.381881876715598","0.442596365086508"
"Einige Sorgen","2003","2","Ländlicher Raum","464","0.439429918301342","0.409236715575005","0.469623121027679"
