year,migback,sampreg,plh0042,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1988,No migration background,West,Not concerned at all,0.56246,2165,3839,0.54676,0.57815
1988,Direct migration background,West,Very concerned,0.20098,371,1669,0.18174,0.22021
1988,Direct migration background,West,Somewhat concerned,0.37662,634,1669,0.35337,0.39988
1988,Direct migration background,West,Not concerned at all,0.42240,664,1669,0.39870,0.44610
1988,Indirect migration background,West,Somewhat concerned,0.36427,40,92,0.26539,0.46314
1988,Indirect migration background,West,Not concerned at all,0.52919,52,92,0.42663,0.63174
1989,No migration background,West,Very concerned,0.06385,242,3826,0.05610,0.07160
1989,No migration background,West,Somewhat concerned,0.27317,1053,3826,0.25905,0.28730
1989,No migration background,West,Not concerned at all,0.66297,2531,3826,0.64799,0.67795
1989,Direct migration background,West,Very concerned,0.15321,246,1591,0.13550,0.17091
1989,Direct migration background,West,Somewhat concerned,0.34066,578,1591,0.31736,0.36395
1989,Direct migration background,West,Not concerned at all,0.50614,767,1591,0.48156,0.53071
1989,Indirect migration background,West,Somewhat concerned,0.27958,42,108,0.19454,0.36462
1989,Indirect migration background,West,Not concerned at all,0.60989,66,108,0.51747,0.70231
1990,No migration background,West,Very concerned,0.06996,256,3699,0.06174,0.07819
1990,No migration background,West,Somewhat concerned,0.27370,1023,3699,0.25933,0.28808
1990,No migration background,West,Not concerned at all,0.65633,2420,3699,0.64102,0.67164
1990,No migration background,East,Very concerned,0.38224,1262,3268,0.36558,0.39890
1990,No migration background,East,Somewhat concerned,0.43126,1413,3268,0.41428,0.44825
1990,No migration background,East,Not concerned at all,0.18650,593,3268,0.17314,0.19985
1990,Direct migration background,West,Very concerned,0.15730,270,1566,0.13927,0.17534
1990,Direct migration background,West,Somewhat concerned,0.32505,569,1566,0.30185,0.34826
1990,Direct migration background,West,Not concerned at all,0.51764,727,1566,0.49289,0.54240
1990,Direct migration background,East,Very concerned,0.34044,33,81,0.23660,0.44428
1990,Direct migration background,East,Somewhat concerned,0.51679,48,81,0.40729,0.62630
1990,Indirect migration background,West,Somewhat concerned,0.32101,54,136,0.24226,0.39977
1990,Indirect migration background,West,Not concerned at all,0.59197,82,136,0.50907,0.67488
1991,No migration background,West,Very concerned,0.04678,173,3811,0.04008,0.05349
1991,No migration background,West,Somewhat concerned,0.22889,879,3811,0.21555,0.24223
1991,No migration background,West,Not concerned at all,0.72433,2759,3811,0.71014,0.73852
1991,No migration background,East,Very concerned,0.46659,1197,2652,0.44760,0.48558
1991,No migration background,East,Somewhat concerned,0.35325,970,2652,0.33505,0.37144
1991,No migration background,East,Not concerned at all,0.18016,485,2652,0.16553,0.19479
1991,Direct migration background,West,Very concerned,0.12617,211,1604,0.10991,0.14242
1991,Direct migration background,West,Somewhat concerned,0.31107,527,1604,0.28841,0.33374
1991,Direct migration background,West,Not concerned at all,0.56276,866,1604,0.53847,0.58704
1991,Direct migration background,East,Very concerned,0.61169,44,44,0.46601,0.75736
1991,Indirect migration background,West,Somewhat concerned,0.24105,56,187,0.17958,0.30252
1991,Indirect migration background,West,Not concerned at all,0.70080,131,187,0.63499,0.76661
1992,No migration background,West,Very concerned,0.06926,268,3748,0.06113,0.07739
1992,No migration background,West,Somewhat concerned,0.28757,1060,3748,0.27307,0.30206
1992,No migration background,West,Not concerned at all,0.64317,2420,3748,0.62783,0.65851
1992,No migration background,East,Very concerned,0.35974,802,2265,0.33997,0.37951
1992,No migration background,East,Somewhat concerned,0.40457,934,2265,0.38435,0.42478
1992,No migration background,East,Not concerned at all,0.23569,529,2265,0.21821,0.25318
1992,Direct migration background,West,Very concerned,0.18408,289,1513,0.16454,0.20361
1992,Direct migration background,West,Somewhat concerned,0.35421,583,1513,0.33010,0.37831
1992,Direct migration background,West,Not concerned at all,0.46172,641,1513,0.43659,0.48685
1992,Indirect migration background,West,Somewhat concerned,0.29221,70,198,0.22870,0.35572
1992,Indirect migration background,West,Not concerned at all,0.55645,128,198,0.48707,0.62582
1993,No migration background,West,Very concerned,0.06590,241,3739,0.05795,0.07385
1993,No migration background,West,Somewhat concerned,0.27914,1036,3739,0.26476,0.29352
1993,No migration background,West,Not concerned at all,0.65496,2462,3739,0.63972,0.67020
1993,No migration background,East,Very concerned,0.23545,489,2115,0.21737,0.25354
1993,No migration background,East,Somewhat concerned,0.44744,963,2115,0.42624,0.46863
1993,No migration background,East,Not concerned at all,0.31711,663,2115,0.29727,0.33695
1993,Direct migration background,West,Very concerned,0.14818,237,1416,0.12967,0.16669
1993,Direct migration background,West,Somewhat concerned,0.37180,538,1416,0.34662,0.39698
1993,Direct migration background,West,Not concerned at all,0.48002,641,1416,0.45399,0.50605
1993,Indirect migration background,West,Very concerned,0.15053,33,266,0.10748,0.19359
1993,Indirect migration background,West,Somewhat concerned,0.36524,93,266,0.30727,0.42322
1993,Indirect migration background,West,Not concerned at all,0.48423,140,266,0.42406,0.54440
1994,No migration background,West,Very concerned,0.08288,295,3672,0.07396,0.09180
1994,No migration background,West,Somewhat concerned,0.33028,1228,3672,0.31506,0.34549
1994,No migration background,West,Not concerned at all,0.58684,2149,3672,0.57092,0.60277
1994,No migration background,East,Very concerned,0.22109,454,2081,0.20326,0.23893
1994,No migration background,East,Somewhat concerned,0.49260,1053,2081,0.47111,0.51408
1994,No migration background,East,Not concerned at all,0.28631,574,2081,0.26689,0.30574
1994,Direct migration background,West,Very concerned,0.22012,271,1276,0.19738,0.24287
1994,Direct migration background,West,Somewhat concerned,0.37087,520,1276,0.34435,0.39738
1994,Direct migration background,West,Not concerned at all,0.40901,485,1276,0.38202,0.43600
1994,Indirect migration background,West,Very concerned,0.17019,49,279,0.12601,0.21436
1994,Indirect migration background,West,Somewhat concerned,0.32821,102,279,0.27301,0.38341
1994,Indirect migration background,West,Not concerned at all,0.50160,128,279,0.44283,0.56038
1995,No migration background,West,Very concerned,0.08455,317,3882,0.07580,0.09330
1995,No migration background,West,Somewhat concerned,0.31916,1258,3882,0.30449,0.33382
1995,No migration background,West,Not concerned at all,0.59630,2307,3882,0.58086,0.61173
1995,No migration background,East,Very concerned,0.24512,533,2158,0.22696,0.26327
1995,No migration background,East,Somewhat concerned,0.44619,980,2158,0.42521,0.46717
1995,No migration background,East,Not concerned at all,0.30870,645,2158,0.28920,0.32819
1995,Direct migration background,West,Very concerned,0.19284,310,1597,0.17349,0.21220
1995,Direct migration background,West,Somewhat concerned,0.35269,621,1597,0.32925,0.37613
1995,Direct migration background,West,Not concerned at all,0.45446,666,1597,0.43003,0.47889
1995,Indirect migration background,West,Very concerned,0.19819,54,312,0.15388,0.24249
1995,Indirect migration background,West,Somewhat concerned,0.34511,109,312,0.29227,0.39795
1995,Indirect migration background,West,Not concerned at all,0.45670,149,312,0.40134,0.51206
1996,No migration background,West,Very concerned,0.07954,292,3854,0.07099,0.08808
1996,No migration background,West,Somewhat concerned,0.31966,1205,3854,0.30494,0.33439
1996,No migration background,West,Not concerned at all,0.60080,2357,3854,0.58534,0.61626
1996,No migration background,East,Very concerned,0.20373,411,2097,0.18649,0.22097
1996,No migration background,East,Somewhat concerned,0.46225,996,2097,0.44091,0.48360
1996,No migration background,East,Not concerned at all,0.33402,690,2097,0.31383,0.35421
1996,Direct migration background,West,Very concerned,0.17185,269,1433,0.15231,0.19139
1996,Direct migration background,West,Somewhat concerned,0.38715,584,1433,0.36192,0.41238
1996,Direct migration background,West,Not concerned at all,0.44100,580,1433,0.41528,0.46671
1996,Indirect migration background,West,Very concerned,0.15055,40,320,0.11130,0.18979
1996,Indirect migration background,West,Somewhat concerned,0.43112,128,320,0.37677,0.48546
1996,Indirect migration background,West,Not concerned at all,0.41834,152,320,0.36420,0.47247
1997,No migration background,West,Very concerned,0.10173,391,3743,0.09204,0.11141
1997,No migration background,West,Somewhat concerned,0.39493,1472,3743,0.37927,0.41059
1997,No migration background,West,Not concerned at all,0.50334,1880,3743,0.48732,0.51936
1997,No migration background,East,Very concerned,0.24135,514,2058,0.22286,0.25984
1997,No migration background,East,Somewhat concerned,0.50323,1043,2058,0.48162,0.52484
1997,No migration background,East,Not concerned at all,0.25542,501,2058,0.23657,0.27427
1997,Direct migration background,West,Very concerned,0.21578,314,1350,0.19383,0.23773
1997,Direct migration background,West,Somewhat concerned,0.43199,595,1350,0.40556,0.45843
1997,Direct migration background,West,Not concerned at all,0.35223,441,1350,0.32674,0.37772
1997,Indirect migration background,West,Very concerned,0.19676,68,336,0.15419,0.23934
1997,Indirect migration background,West,Somewhat concerned,0.40630,133,336,0.35370,0.45889
1997,Indirect migration background,West,Not concerned at all,0.39694,135,336,0.34455,0.44933
1998,No migration background,West,Very concerned,0.11347,499,4416,0.10412,0.12283
1998,No migration background,West,Somewhat concerned,0.34343,1549,4416,0.32942,0.35744
1998,No migration background,West,Not concerned at all,0.54310,2368,4416,0.52841,0.55779
1998,No migration background,East,Very concerned,0.23524,504,2130,0.21723,0.25326
1998,No migration background,East,Somewhat concerned,0.49021,1048,2130,0.46898,0.51145
1998,No migration background,East,Not concerned at all,0.27454,578,2130,0.25559,0.29350
1998,Direct migration background,West,Very concerned,0.21436,285,1278,0.19185,0.23687
1998,Direct migration background,West,Somewhat concerned,0.39820,539,1278,0.37135,0.42505
1998,Direct migration background,West,Not concerned at all,0.38744,454,1278,0.36072,0.41416
1998,Indirect migration background,West,Very concerned,0.20577,68,352,0.16347,0.24806
1998,Indirect migration background,West,Somewhat concerned,0.38333,142,352,0.33247,0.43420
1998,Indirect migration background,West,Not concerned at all,0.41090,142,352,0.35943,0.46237
1999,No migration background,West,Very concerned,0.09722,412,4317,0.08839,0.10606
1999,No migration background,West,Somewhat concerned,0.36741,1623,4317,0.35303,0.38179
1999,No migration background,West,Not concerned at all,0.53537,2282,4317,0.52049,0.55024
1999,No migration background,East,Very concerned,0.23301,504,2145,0.21512,0.25091
1999,No migration background,East,Somewhat concerned,0.51340,1111,2145,0.49225,0.53456
1999,No migration background,East,Not concerned at all,0.25358,530,2145,0.23517,0.27200
1999,Direct migration background,West,Very concerned,0.19360,247,1185,0.17109,0.21611
1999,Direct migration background,West,Somewhat concerned,0.39540,515,1185,0.36755,0.42325
1999,Direct migration background,West,Not concerned at all,0.41100,423,1185,0.38298,0.43903
1999,Indirect migration background,West,Very concerned,0.17626,63,365,0.13712,0.21541
1999,Indirect migration background,West,Somewhat concerned,0.41714,152,365,0.36649,0.46780
1999,Indirect migration background,West,Not concerned at all,0.40659,150,365,0.35613,0.45705
2000,No migration background,West,Very concerned,0.09659,779,8168,0.09018,0.10299
2000,No migration background,West,Somewhat concerned,0.34773,2832,8168,0.33740,0.35806
2000,No migration background,West,Not concerned at all,0.55568,4557,8168,0.54491,0.56646
2000,No migration background,East,Very concerned,0.25498,790,3143,0.23974,0.27022
2000,No migration background,East,Somewhat concerned,0.46255,1488,3143,0.44511,0.47998
2000,No migration background,East,Not concerned at all,0.28247,865,3143,0.26673,0.29822
2000,Direct migration background,West,Very concerned,0.18653,329,1744,0.16824,0.20481
2000,Direct migration background,West,Somewhat concerned,0.43578,789,1744,0.41250,0.45906
2000,Direct migration background,West,Not concerned at all,0.37769,626,1744,0.35493,0.40045
2000,Indirect migration background,West,Very concerned,0.10344,51,464,0.07570,0.13118
2000,Indirect migration background,West,Somewhat concerned,0.40572,192,464,0.36100,0.45045
2000,Indirect migration background,West,Not concerned at all,0.49084,221,464,0.44530,0.53638
2001,No migration background,West,Very concerned,0.07323,520,7497,0.06733,0.07913
2001,No migration background,West,Somewhat concerned,0.31591,2403,7497,0.30538,0.32643
2001,No migration background,West,Not concerned at all,0.61086,4574,7497,0.59982,0.62190
2001,No migration background,East,Very concerned,0.22687,632,2930,0.21170,0.24204
2001,No migration background,East,Somewhat concerned,0.45510,1408,2930,0.43706,0.47313
2001,No migration background,East,Not concerned at all,0.31803,890,2930,0.30117,0.33490
2001,Direct migration background,West,Very concerned,0.16186,247,1620,0.14392,0.17980
2001,Direct migration background,West,Somewhat concerned,0.37253,624,1620,0.34898,0.39608
2001,Direct migration background,West,Not concerned at all,0.46562,749,1620,0.44132,0.48991
2001,Indirect migration background,West,Very concerned,0.11728,52,451,0.08755,0.14701
2001,Indirect migration background,West,Somewhat concerned,0.38429,165,451,0.33935,0.42923
2001,Indirect migration background,West,Not concerned at all,0.49843,234,451,0.45223,0.54463
2002,No migration background,West,Very concerned,0.11174,791,8401,0.10500,0.11848
2002,No migration background,West,Somewhat concerned,0.36660,2866,8401,0.35629,0.37690
2002,No migration background,West,Not concerned at all,0.52166,4744,8401,0.51098,0.53235
2002,No migration background,East,Very concerned,0.25399,650,2897,0.23814,0.26984
2002,No migration background,East,Somewhat concerned,0.45435,1362,2897,0.43622,0.47249
2002,No migration background,East,Not concerned at all,0.29166,885,2897,0.27510,0.30821
2002,Direct migration background,West,Very concerned,0.21156,290,1516,0.19100,0.23213
2002,Direct migration background,West,Somewhat concerned,0.43308,643,1516,0.40813,0.45804
2002,Direct migration background,West,Not concerned at all,0.35535,583,1516,0.33125,0.37945
2002,Indirect migration background,West,Very concerned,0.11309,51,459,0.08408,0.14209
2002,Indirect migration background,West,Somewhat concerned,0.45942,199,459,0.41378,0.50506
2002,Indirect migration background,West,Not concerned at all,0.42749,209,459,0.38218,0.47280
2003,No migration background,West,Very concerned,0.12776,918,7956,0.12043,0.13510
2003,No migration background,West,Somewhat concerned,0.38350,2927,7956,0.37281,0.39418
2003,No migration background,West,Not concerned at all,0.48874,4111,7956,0.47775,0.49972
2003,No migration background,East,Very concerned,0.25848,679,2805,0.24227,0.27468
2003,No migration background,East,Somewhat concerned,0.47098,1326,2805,0.45251,0.48946
2003,No migration background,East,Not concerned at all,0.27054,800,2805,0.25410,0.28698
2003,Direct migration background,West,Very concerned,0.24865,326,1377,0.22581,0.27149
2003,Direct migration background,West,Somewhat concerned,0.41546,569,1377,0.38942,0.44150
2003,Direct migration background,West,Not concerned at all,0.33589,482,1377,0.31093,0.36085
2003,Indirect migration background,West,Very concerned,0.18244,76,463,0.14722,0.21766
2003,Indirect migration background,West,Somewhat concerned,0.42334,191,463,0.37829,0.46840
2003,Indirect migration background,West,Not concerned at all,0.39422,196,463,0.34965,0.43878
2004,No migration background,West,Very concerned,0.16426,1103,7692,0.15598,0.17254
2004,No migration background,West,Somewhat concerned,0.40689,2984,7692,0.39591,0.41787
2004,No migration background,West,Not concerned at all,0.42885,3605,7692,0.41779,0.43991
2004,No migration background,East,Very concerned,0.32476,773,2738,0.30722,0.34231
2004,No migration background,East,Somewhat concerned,0.42981,1249,2738,0.41127,0.44836
2004,No migration background,East,Not concerned at all,0.24542,716,2738,0.22930,0.26155
2004,Direct migration background,West,Very concerned,0.29804,366,1318,0.27334,0.32275
2004,Direct migration background,West,Somewhat concerned,0.39377,539,1318,0.36738,0.42016
2004,Direct migration background,West,Not concerned at all,0.30818,413,1318,0.28325,0.33312
2004,Indirect migration background,West,Very concerned,0.23542,93,457,0.19648,0.27436
2004,Indirect migration background,West,Somewhat concerned,0.43387,201,457,0.38838,0.47936
2004,Indirect migration background,West,Not concerned at all,0.33071,163,457,0.28753,0.37389
2005,No migration background,West,Very concerned,0.16972,1036,7248,0.16108,0.17836
2005,No migration background,West,Somewhat concerned,0.40568,2876,7248,0.39438,0.41699
2005,No migration background,West,Not concerned at all,0.42460,3336,7248,0.41322,0.43598
2005,No migration background,East,Very concerned,0.31357,692,2571,0.29563,0.33151
2005,No migration background,East,Somewhat concerned,0.44848,1204,2571,0.42925,0.46771
2005,No migration background,East,Not concerned at all,0.23795,675,2571,0.22149,0.25441
2005,Direct migration background,West,Very concerned,0.27031,311,1208,0.24526,0.29537
2005,Direct migration background,West,Somewhat concerned,0.44926,529,1208,0.42120,0.47732
2005,Direct migration background,West,Not concerned at all,0.28043,368,1208,0.25508,0.30577
2005,Indirect migration background,West,Very concerned,0.21426,90,457,0.17660,0.25192
2005,Indirect migration background,West,Somewhat concerned,0.46245,214,457,0.41669,0.50822
2005,Indirect migration background,West,Not concerned at all,0.32329,153,457,0.28036,0.36622
2006,No migration background,West,Very concerned,0.15711,1071,7817,0.14904,0.16518
2006,No migration background,West,Somewhat concerned,0.38068,2866,7817,0.36991,0.39144
2006,No migration background,West,Not concerned at all,0.46221,3880,7817,0.45116,0.47326
2006,No migration background,East,Very concerned,0.24727,634,2740,0.23112,0.26343
2006,No migration background,East,Somewhat concerned,0.47412,1271,2740,0.45541,0.49282
2006,No migration background,East,Not concerned at all,0.27861,835,2740,0.26182,0.29540
2006,Direct migration background,West,Very concerned,0.24431,301,1239,0.22037,0.26824
2006,Direct migration background,West,Somewhat concerned,0.40088,488,1239,0.37358,0.42817
2006,Direct migration background,West,Not concerned at all,0.35482,450,1239,0.32816,0.38147
2006,Indirect migration background,West,Very concerned,0.21822,98,463,0.18056,0.25588
2006,Indirect migration background,West,Somewhat concerned,0.47302,211,463,0.42750,0.51855
2006,Indirect migration background,West,Not concerned at all,0.30876,154,463,0.26663,0.35088
2007,No migration background,West,Very concerned,0.14211,880,7360,0.13413,0.15009
2007,No migration background,West,Somewhat concerned,0.37560,2677,7360,0.36453,0.38666
2007,No migration background,West,Not concerned at all,0.48229,3803,7360,0.47088,0.49371
2007,No migration background,East,Very concerned,0.24029,542,2577,0.22379,0.25679
2007,No migration background,East,Somewhat concerned,0.46933,1245,2577,0.45006,0.48861
2007,No migration background,East,Not concerned at all,0.29037,790,2577,0.27284,0.30790
2007,Direct migration background,West,Very concerned,0.21267,227,1075,0.18820,0.23715
2007,Direct migration background,West,Somewhat concerned,0.43883,453,1075,0.40915,0.46851
2007,Direct migration background,West,Not concerned at all,0.34850,395,1075,0.32000,0.37700
2007,Indirect migration background,West,Very concerned,0.20692,90,476,0.17049,0.24335
2007,Indirect migration background,West,Somewhat concerned,0.43476,208,476,0.39018,0.47935
2007,Indirect migration background,West,Not concerned at all,0.35832,178,476,0.31520,0.40144
2008,No migration background,West,Very concerned,0.12393,724,7010,0.11621,0.13164
2008,No migration background,West,Somewhat concerned,0.34706,2345,7010,0.33591,0.35820
2008,No migration background,West,Not concerned at all,0.52902,3941,7010,0.51733,0.54070
2008,No migration background,East,Very concerned,0.24108,494,2523,0.22438,0.25777
2008,No migration background,East,Somewhat concerned,0.43445,1140,2523,0.41510,0.45380
2008,No migration background,East,Not concerned at all,0.32447,889,2523,0.30620,0.34275
2008,Direct migration background,West,Very concerned,0.19438,188,1024,0.17013,0.21864
2008,Direct migration background,West,Somewhat concerned,0.42306,436,1024,0.39279,0.45334
2008,Direct migration background,West,Not concerned at all,0.38255,400,1024,0.35277,0.41233
2008,Indirect migration background,West,Very concerned,0.12661,69,484,0.09695,0.15626
2008,Indirect migration background,West,Somewhat concerned,0.41824,196,484,0.37425,0.46223
2008,Indirect migration background,West,Not concerned at all,0.45515,219,484,0.41074,0.49956
2009,No migration background,West,Very concerned,0.13296,743,6534,0.12473,0.14119
2009,No migration background,West,Somewhat concerned,0.37477,2426,6534,0.36303,0.38651
2009,No migration background,West,Not concerned at all,0.49227,3365,6534,0.48015,0.50440
2009,No migration background,East,Very concerned,0.21095,451,2398,0.19462,0.22729
2009,No migration background,East,Somewhat concerned,0.45148,1130,2398,0.43156,0.47141
2009,No migration background,East,Not concerned at all,0.33756,817,2398,0.31863,0.35649
2009,Direct migration background,West,Very concerned,0.26588,209,882,0.23671,0.29506
2009,Direct migration background,West,Somewhat concerned,0.42223,368,882,0.38962,0.45485
2009,Direct migration background,West,Not concerned at all,0.31188,305,882,0.28129,0.34248
2009,Indirect migration background,West,Very concerned,0.16715,70,448,0.13256,0.20174
2009,Indirect migration background,West,Somewhat concerned,0.46601,195,448,0.41977,0.51226
2009,Indirect migration background,West,Not concerned at all,0.36683,183,448,0.32215,0.41151
2010,No migration background,West,Very concerned,0.12717,1113,8925,0.12026,0.13409
2010,No migration background,West,Somewhat concerned,0.36217,3085,8925,0.35220,0.37214
2010,No migration background,West,Not concerned at all,0.51066,4727,8925,0.50028,0.52103
2010,No migration background,East,Very concerned,0.24092,691,3039,0.22571,0.25612
2010,No migration background,East,Somewhat concerned,0.40377,1249,3039,0.38632,0.42122
2010,No migration background,East,Not concerned at all,0.35531,1099,3039,0.33829,0.37233
2010,Direct migration background,West,Very concerned,0.23113,409,1515,0.20990,0.25237
2010,Direct migration background,West,Somewhat concerned,0.42207,594,1515,0.39719,0.44695
2010,Direct migration background,West,Not concerned at all,0.34680,512,1515,0.32282,0.37077
2010,Indirect migration background,West,Very concerned,0.18143,122,628,0.15127,0.21160
2010,Indirect migration background,West,Somewhat concerned,0.41381,233,628,0.37526,0.45236
2010,Indirect migration background,West,Not concerned at all,0.40476,273,628,0.36634,0.44318
2011,No migration background,West,Very concerned,0.08174,792,10508,0.07650,0.08698
2011,No migration background,West,Somewhat concerned,0.28704,2931,10508,0.27839,0.29569
2011,No migration background,West,Not concerned at all,0.63122,6785,10508,0.62200,0.64045
2011,No migration background,East,Very concerned,0.14615,449,3367,0.13421,0.15808
2011,No migration background,East,Somewhat concerned,0.40607,1337,3367,0.38948,0.42266
2011,No migration background,East,Not concerned at all,0.44778,1581,3367,0.43098,0.46458
2011,Direct migration background,West,Very concerned,0.12831,273,1776,0.11275,0.14387
2011,Direct migration background,West,Somewhat concerned,0.38418,693,1776,0.36155,0.40681
2011,Direct migration background,West,Not concerned at all,0.48751,810,1776,0.46426,0.51076
2011,Indirect migration background,West,Very concerned,0.09845,74,734,0.07688,0.12002
2011,Indirect migration background,West,Somewhat concerned,0.35485,231,734,0.32021,0.38948
2011,Indirect migration background,West,Not concerned at all,0.54670,429,734,0.51067,0.58274
2012,No migration background,West,Very concerned,0.09225,860,10431,0.08670,0.09780
2012,No migration background,West,Somewhat concerned,0.29396,2919,10431,0.28521,0.30270
2012,No migration background,West,Not concerned at all,0.61380,6652,10431,0.60445,0.62314
2012,No migration background,East,Very concerned,0.15304,460,3319,0.14079,0.16529
2012,No migration background,East,Somewhat concerned,0.41264,1364,3319,0.39589,0.42940
2012,No migration background,East,Not concerned at all,0.43432,1495,3319,0.41745,0.45119
2012,Direct migration background,West,Very concerned,0.19890,339,1807,0.18049,0.21731
2012,Direct migration background,West,Somewhat concerned,0.37709,660,1807,0.35474,0.39945
2012,Direct migration background,West,Not concerned at all,0.42401,808,1807,0.40121,0.44680
2012,Direct migration background,East,Somewhat concerned,0.44044,35,35,0.27357,0.60731
2012,Indirect migration background,West,Very concerned,0.10826,84,741,0.08587,0.13065
2012,Indirect migration background,West,Somewhat concerned,0.34689,245,741,0.31260,0.38119
2012,Indirect migration background,West,Not concerned at all,0.54485,412,741,0.50897,0.58073
2013,No migration background,West,Very concerned,0.07262,671,10288,0.06760,0.07763
2013,No migration background,West,Somewhat concerned,0.27708,2732,10288,0.26843,0.28573
2013,No migration background,West,Not concerned at all,0.65030,6885,10288,0.64109,0.65952
2013,No migration background,East,Very concerned,0.13229,388,3262,0.12066,0.14392
2013,No migration background,East,Somewhat concerned,0.38421,1205,3262,0.36751,0.40090
2013,No migration background,East,Not concerned at all,0.48351,1669,3262,0.46635,0.50066
2013,Direct migration background,West,Very concerned,0.16248,726,4410,0.15159,0.17337
2013,Direct migration background,West,Somewhat concerned,0.34233,1508,4410,0.32832,0.35633
2013,Direct migration background,West,Not concerned at all,0.49519,2176,4410,0.48043,0.50995
2013,Direct migration background,East,Very concerned,0.12831,52,326,0.09195,0.16467
2013,Direct migration background,East,Somewhat concerned,0.47311,129,326,0.41882,0.52739
2013,Direct migration background,East,Not concerned at all,0.39859,145,326,0.34535,0.45182
2013,Indirect migration background,West,Very concerned,0.11847,182,1454,0.10185,0.13508
2013,Indirect migration background,West,Somewhat concerned,0.28646,417,1454,0.26321,0.30971
2013,Indirect migration background,West,Not concerned at all,0.59507,855,1454,0.56983,0.62031
2013,Indirect migration background,East,Not concerned at all,0.59979,41,41,0.44796,0.75163
2014,No migration background,West,Very concerned,0.07244,704,9361,0.06719,0.07769
2014,No migration background,West,Somewhat concerned,0.28587,2631,9361,0.27671,0.29502
2014,No migration background,West,Not concerned at all,0.64169,6026,9361,0.63198,0.65141
2014,No migration background,East,Very concerned,0.13691,385,2990,0.12459,0.14923
2014,No migration background,East,Somewhat concerned,0.38850,1153,2990,0.37103,0.40597
2014,No migration background,East,Not concerned at all,0.47459,1452,2990,0.45669,0.49249
2014,Direct migration background,West,Very concerned,0.17488,556,3173,0.16166,0.18810
2014,Direct migration background,West,Somewhat concerned,0.34007,1198,3173,0.32358,0.35656
2014,Direct migration background,West,Not concerned at all,0.48505,1419,3173,0.46766,0.50245
2014,Direct migration background,East,Somewhat concerned,0.34682,82,163,0.27352,0.42011
2014,Direct migration background,East,Not concerned at all,0.50103,81,163,0.42404,0.57803
2014,Indirect migration background,West,Very concerned,0.11916,145,1087,0.09989,0.13843
2014,Indirect migration background,West,Somewhat concerned,0.32171,339,1087,0.29392,0.34949
2014,Indirect migration background,West,Not concerned at all,0.55914,603,1087,0.52961,0.58867
2014,Indirect migration background,East,Not concerned at all,0.60911,36,36,0.44746,0.77077
2015,No migration background,West,Very concerned,0.06272,553,8847,0.05766,0.06777
2015,No migration background,West,Somewhat concerned,0.28674,2453,8847,0.27732,0.29617
2015,No migration background,West,Not concerned at all,0.65054,5841,8847,0.64061,0.66048
2015,No migration background,East,Very concerned,0.09980,267,2796,0.08869,0.11092
