"plh0042","year","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"Grosse Sorgen","1988","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Grosse Sorgen","1988","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Einige Sorgen","1988","Westdeutschland, alte Bundeslaender","maennlich","1210","0.346641568624921","0.330747591258501","0.362535545991341"
"Einige Sorgen","1988","Westdeutschland, alte Bundeslaender","weiblich","725","0.315551671460432","0.296145207121208","0.334958135799656"
"Einige Sorgen","1988","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Einige Sorgen","1988","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Keine Sorgen","1988","Westdeutschland, alte Bundeslaender","maennlich","1696","0.524854030736526","0.508175825540995","0.541532235932056"
"Keine Sorgen","1988","Westdeutschland, alte Bundeslaender","weiblich","1196","0.579151002507174","0.558535216519692","0.599766788494656"
"Keine Sorgen","1988","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Keine Sorgen","1988","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Grosse Sorgen","1989","Westdeutschland, alte Bundeslaender","maennlich","311","0.073193202828503","0.0643879097503835","0.0819984959066224"
"Grosse Sorgen","1989","Westdeutschland, alte Bundeslaender","weiblich","194","0.0751352021486447","0.0641298701022115","0.086140534195078"
"Grosse Sorgen","1989","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Grosse Sorgen","1989","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Einige Sorgen","1989","Westdeutschland, alte Bundeslaender","maennlich","1041","0.291659209983754","0.276292786134678","0.307025633832831"
"Einige Sorgen","1989","Westdeutschland, alte Bundeslaender","weiblich","642","0.264548871469382","0.246133852867068","0.282963890071695"
"Einige Sorgen","1989","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Einige Sorgen","1989","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Keine Sorgen","1989","Westdeutschland, alte Bundeslaender","maennlich","2009","0.635147587187743","0.618873007827822","0.651422166547664"
"Keine Sorgen","1989","Westdeutschland, alte Bundeslaender","weiblich","1368","0.660315926381974","0.640543690878819","0.680088161885128"
"Keine Sorgen","1989","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Keine Sorgen","1989","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Grosse Sorgen","1990","Westdeutschland, alte Bundeslaender","maennlich","354","0.0938130575104282","0.0837765611596815","0.103849553861175"
"Grosse Sorgen","1990","Westdeutschland, alte Bundeslaender","weiblich","185","0.063495375822989","0.053282406069604","0.0737083455763741"
"Grosse Sorgen","1990","Ostdeutschland, neue Bundeslaender","maennlich","632","0.353713484737017","0.331433107987878","0.375993861486156"
"Grosse Sorgen","1990","Ostdeutschland, neue Bundeslaender","weiblich","669","0.413497913405581","0.38940540525396","0.437590421557202"
"Einige Sorgen","1990","Westdeutschland, alte Bundeslaender","maennlich","1012","0.283395238230591","0.267882884303817","0.298907592157366"
"Einige Sorgen","1990","Westdeutschland, alte Bundeslaender","weiblich","641","0.275476595642565","0.256765699127937","0.294187492157192"
"Einige Sorgen","1990","Ostdeutschland, neue Bundeslaender","maennlich","792","0.44502919042661","0.421870526840625","0.468187854012594"
"Einige Sorgen","1990","Ostdeutschland, neue Bundeslaender","weiblich","670","0.417955866574089","0.393826065393407","0.442085667754771"
"Keine Sorgen","1990","Westdeutschland, alte Bundeslaender","maennlich","1876","0.62279170425898","0.606107572421659","0.639475836096302"
"Keine Sorgen","1990","Westdeutschland, alte Bundeslaender","weiblich","1364","0.661028028534446","0.641202815375624","0.680853241693268"
"Keine Sorgen","1990","Ostdeutschland, neue Bundeslaender","maennlich","345","0.201257324836373","0.182573599826837","0.219941049845908"
"Keine Sorgen","1990","Ostdeutschland, neue Bundeslaender","weiblich","266","0.168546220020331","0.150231970064703","0.186860469975958"
"Grosse Sorgen","1991","Westdeutschland, alte Bundeslaender","maennlich","250","0.0621793728460476","0.0540106252065491","0.0703481204855462"
"Grosse Sorgen","1991","Westdeutschland, alte Bundeslaender","weiblich","149","0.0536079449127149","0.0443685132537913","0.0628473765716384"
"Grosse Sorgen","1991","Ostdeutschland, neue Bundeslaender","maennlich","620","0.436126006843066","0.410775511574078","0.461476502112054"
"Grosse Sorgen","1991","Ostdeutschland, neue Bundeslaender","weiblich","625","0.515414443013254","0.487874289716783","0.542954596309724"
"Einige Sorgen","1991","Westdeutschland, alte Bundeslaender","maennlich","924","0.254407860451125","0.239674956973315","0.269140763928936"
"Einige Sorgen","1991","Westdeutschland, alte Bundeslaender","weiblich","543","0.21752341312454","0.200600161353935","0.234446664895145"
"Einige Sorgen","1991","Ostdeutschland, neue Bundeslaender","maennlich","548","0.354299857862986","0.329849210974438","0.378750504751533"
"Einige Sorgen","1991","Ostdeutschland, neue Bundeslaender","weiblich","449","0.347078376237576","0.32084542616028","0.373311326314872"
"Keine Sorgen","1991","Westdeutschland, alte Bundeslaender","maennlich","2183","0.683412766702827","0.66767798714415","0.699147546261504"
"Keine Sorgen","1991","Westdeutschland, alte Bundeslaender","weiblich","1591","0.728868641962745","0.710633479246598","0.747103804678893"
"Keine Sorgen","1991","Ostdeutschland, neue Bundeslaender","maennlich","302","0.209574135293948","0.188768123678074","0.230380146909823"
"Keine Sorgen","1991","Ostdeutschland, neue Bundeslaender","weiblich","191","0.13750718074917","0.118529494546373","0.156484866951968"
"Grosse Sorgen","1992","Westdeutschland, alte Bundeslaender","maennlich","351","0.0897345138301607","0.0799101734364307","0.0995588542238907"
"Grosse Sorgen","1992","Westdeutschland, alte Bundeslaender","weiblich","235","0.0835032720944279","0.072102900772618","0.0949036434162377"
"Grosse Sorgen","1992","Ostdeutschland, neue Bundeslaender","maennlich","414","0.332153284932418","0.306198914350801","0.358107655514036"
"Grosse Sorgen","1992","Ostdeutschland, neue Bundeslaender","weiblich","419","0.406592844515669","0.377064594193706","0.436121094837631"
"Einige Sorgen","1992","Westdeutschland, alte Bundeslaender","maennlich","1095","0.319306231811722","0.303280451280639","0.335332012342804"
"Einige Sorgen","1992","Westdeutschland, alte Bundeslaender","weiblich","628","0.263645667075602","0.245488188801504","0.281803145349699"
"Einige Sorgen","1992","Ostdeutschland, neue Bundeslaender","maennlich","535","0.411237354326988","0.384121753585743","0.438352955068233"
"Einige Sorgen","1992","Ostdeutschland, neue Bundeslaender","weiblich","425","0.394721060716646","0.365337502225769","0.424104619207522"
"Keine Sorgen","1992","Westdeutschland, alte Bundeslaender","maennlich","1805","0.590959254358118","0.574058672340269","0.607859836375966"
"Keine Sorgen","1992","Westdeutschland, alte Bundeslaender","weiblich","1399","0.65285106082997","0.633232517003033","0.672469604656908"
"Keine Sorgen","1992","Ostdeutschland, neue Bundeslaender","maennlich","316","0.256609360740594","0.232540938617891","0.280677782863296"
"Keine Sorgen","1992","Ostdeutschland, neue Bundeslaender","weiblich","219","0.198686094767686","0.174699613942362","0.222672575593009"
"Grosse Sorgen","1993","Westdeutschland, alte Bundeslaender","maennlich","350","0.0924134797961673","0.0823713844592229","0.102455575133112"
"Grosse Sorgen","1993","Westdeutschland, alte Bundeslaender","weiblich","166","0.0616554487960674","0.0517257051836332","0.0715851924085017"
"Grosse Sorgen","1993","Ostdeutschland, neue Bundeslaender","maennlich","254","0.215179392563364","0.191771744593337","0.23858704053339"
"Grosse Sorgen","1993","Ostdeutschland, neue Bundeslaender","weiblich","249","0.259541137131469","0.232122496681841","0.286959777581096"
"Einige Sorgen","1993","Westdeutschland, alte Bundeslaender","maennlich","1051","0.315798004573369","0.299680065167266","0.331915943979471"
"Einige Sorgen","1993","Westdeutschland, alte Bundeslaender","weiblich","622","0.257079920263057","0.239038269917267","0.275121570608846"
"Einige Sorgen","1993","Ostdeutschland, neue Bundeslaender","maennlich","534","0.445124238890009","0.41681613774031","0.473432340039707"
"Einige Sorgen","1993","Ostdeutschland, neue Bundeslaender","weiblich","454","0.455955703899609","0.424804789146531","0.487106618652687"
"Keine Sorgen","1993","Westdeutschland, alte Bundeslaender","maennlich","1794","0.591788515630464","0.574745810280235","0.608831220980694"
"Keine Sorgen","1993","Westdeutschland, alte Bundeslaender","weiblich","1466","0.681264630940876","0.662027327936353","0.700501933945399"
"Keine Sorgen","1993","Ostdeutschland, neue Bundeslaender","maennlich","396","0.339696368546627","0.312719624289909","0.366673112803346"
"Keine Sorgen","1993","Ostdeutschland, neue Bundeslaender","weiblich","279","0.284503158968922","0.256284280190798","0.312722037747047"
"Grosse Sorgen","1994","Westdeutschland, alte Bundeslaender","maennlich","396","0.116179557161953","0.104811069204914","0.127548045118992"
"Grosse Sorgen","1994","Westdeutschland, alte Bundeslaender","weiblich","220","0.0852049848085409","0.0735307759467831","0.0968791936702986"
"Grosse Sorgen","1994","Ostdeutschland, neue Bundeslaender","maennlich","239","0.200149535703799","0.177084673301253","0.223214398106344"
"Grosse Sorgen","1994","Ostdeutschland, neue Bundeslaender","weiblich","231","0.246523334986197","0.21959469238513","0.273451977587264"
"Einige Sorgen","1994","Westdeutschland, alte Bundeslaender","maennlich","1141","0.357603901285168","0.34059961540485","0.374608187165486"
"Einige Sorgen","1994","Westdeutschland, alte Bundeslaender","weiblich","716","0.308586008677431","0.289271206699496","0.327900810655366"
"Einige Sorgen","1994","Ostdeutschland, neue Bundeslaender","maennlich","579","0.493962399339502","0.465141500991275","0.522783297687729"
"Einige Sorgen","1994","Ostdeutschland, neue Bundeslaender","weiblich","507","0.495453935304616","0.464214541740652","0.52669332886858"
"Keine Sorgen","1994","Westdeutschland, alte Bundeslaender","maennlich","1515","0.526216541552879","0.508502077341945","0.543931005763813"
"Keine Sorgen","1994","Westdeutschland, alte Bundeslaender","weiblich","1261","0.606209006514028","0.58577859359259","0.626639419435467"
"Keine Sorgen","1994","Ostdeutschland, neue Bundeslaender","maennlich","338","0.305888064956699","0.279325794395931","0.332450335517467"
"Keine Sorgen","1994","Ostdeutschland, neue Bundeslaender","weiblich","246","0.258022729709187","0.230684220704778","0.285361238713596"
"Grosse Sorgen","1995","Westdeutschland, alte Bundeslaender","maennlich","423","0.113768884127929","0.102976000049616","0.124561768206242"
"Grosse Sorgen","1995","Westdeutschland, alte Bundeslaender","weiblich","262","0.0965813434238983","0.085000075429126","0.108162611418671"
"Grosse Sorgen","1995","Ostdeutschland, neue Bundeslaender","maennlich","282","0.23135237490962","0.207423157526053","0.255281592293187"
"Grosse Sorgen","1995","Ostdeutschland, neue Bundeslaender","weiblich","274","0.26465366497373","0.237738740543584","0.291568589403876"
"Einige Sorgen","1995","Westdeutschland, alte Bundeslaender","maennlich","1213","0.349077494485811","0.332875150995426","0.365279837976197"
"Einige Sorgen","1995","Westdeutschland, alte Bundeslaender","weiblich","784","0.288702276503548","0.270935208011764","0.306469344995331"
"Einige Sorgen","1995","Ostdeutschland, neue Bundeslaender","maennlich","534","0.433539077342019","0.405418322683201","0.461659832000838"
"Einige Sorgen","1995","Ostdeutschland, neue Bundeslaender","weiblich","479","0.468790174012028","0.438344153031029","0.499236194993026"
"Keine Sorgen","1995","Westdeutschland, alte Bundeslaender","maennlich","1689","0.53715362138626","0.52020556285301","0.554101679919509"
"Keine Sorgen","1995","Westdeutschland, alte Bundeslaender","weiblich","1453","0.614716380072554","0.595635753648359","0.633797006496749"
"Keine Sorgen","1995","Ostdeutschland, neue Bundeslaender","maennlich","377","0.335108547748361","0.308323279695863","0.361893815800859"
"Keine Sorgen","1995","Ostdeutschland, neue Bundeslaender","weiblich","279","0.266556161014242","0.239579634009106","0.293532688019379"
"Grosse Sorgen","1996","Westdeutschland, alte Bundeslaender","maennlich","387","0.105480889123414","0.0948447614955585","0.116117016751269"
"Grosse Sorgen","1996","Westdeutschland, alte Bundeslaender","weiblich","217","0.0863065058661698","0.0751389954262722","0.0974740163060674"
"Grosse Sorgen","1996","Ostdeutschland, neue Bundeslaender","maennlich","225","0.208405800760541","0.18491037333876","0.231901228182322"
"Grosse Sorgen","1996","Ostdeutschland, neue Bundeslaender","weiblich","204","0.203021623740221","0.178226462844499","0.227816784635942"
"Einige Sorgen","1996","Westdeutschland, alte Bundeslaender","maennlich","1181","0.353385952064615","0.336834006638144","0.369937897491087"
"Einige Sorgen","1996","Westdeutschland, alte Bundeslaender","weiblich","749","0.307978119857755","0.289618901874846","0.326337337840664"
"Einige Sorgen","1996","Ostdeutschland, neue Bundeslaender","maennlich","543","0.456266491530514","0.427454088339778","0.485078894721251"
"Einige Sorgen","1996","Ostdeutschland, neue Bundeslaender","weiblich","482","0.476591589505855","0.445804683293416","0.507378495718294"
"Keine Sorgen","1996","Westdeutschland, alte Bundeslaender","maennlich","1636","0.541133158811971","0.523878862636269","0.558387454987673"
"Keine Sorgen","1996","Westdeutschland, alte Bundeslaender","weiblich","1463","0.605715374276075","0.586280866138632","0.625149882413519"
"Keine Sorgen","1996","Ostdeutschland, neue Bundeslaender","maennlich","380","0.335327707708944","0.308018087873678","0.362637327544211"
"Keine Sorgen","1996","Ostdeutschland, neue Bundeslaender","weiblich","325","0.320386786753925","0.291623353787933","0.349150219719916"
"Grosse Sorgen","1997","Westdeutschland, alte Bundeslaender","maennlich","482","0.134822985003869","0.122806106814644","0.146839863193095"
"Grosse Sorgen","1997","Westdeutschland, alte Bundeslaender","weiblich","298","0.111109379199072","0.098414037803174","0.123804720594971"
"Grosse Sorgen","1997","Ostdeutschland, neue Bundeslaender","maennlich","276","0.244592785497503","0.219618714294969","0.269566856700037"
"Grosse Sorgen","1997","Ostdeutschland, neue Bundeslaender","weiblich","250","0.232549454358718","0.206072896342065","0.259026012375371"
"Einige Sorgen","1997","Westdeutschland, alte Bundeslaender","maennlich","1340","0.426316697823591","0.408916287903778","0.443717107743405"
"Einige Sorgen","1997","Westdeutschland, alte Bundeslaender","weiblich","863","0.363532642951852","0.344101218608576","0.382964067295128"
"Einige Sorgen","1997","Ostdeutschland, neue Bundeslaender","maennlich","585","0.49330782583269","0.46426037261571","0.52235527904967"
"Einige Sorgen","1997","Ostdeutschland, neue Bundeslaender","weiblich","494","0.516401088516319","0.485081583084357","0.547720593948282"
"Keine Sorgen","1997","Westdeutschland, alte Bundeslaender","maennlich","1281","0.438860317172539","0.421399850353464","0.456320783991614"
"Keine Sorgen","1997","Westdeutschland, alte Bundeslaender","weiblich","1193","0.525357977849076","0.505185668463117","0.545530287235034"
"Keine Sorgen","1997","Ostdeutschland, neue Bundeslaender","maennlich","277","0.262099388669808","0.236548330007583","0.287650447332032"
"Keine Sorgen","1997","Ostdeutschland, neue Bundeslaender","weiblich","234","0.251049457124963","0.223873498236112","0.278225416013813"
"Grosse Sorgen","1998","Westdeutschland, alte Bundeslaender","maennlich","526","0.142424301423633","0.130721692459631","0.154126910387635"
"Grosse Sorgen","1998","Westdeutschland, alte Bundeslaender","weiblich","330","0.121258643864523","0.108820944431061","0.133696343297985"
"Grosse Sorgen","1998","Ostdeutschland, neue Bundeslaender","maennlich","276","0.234178470190617","0.210015831742528","0.258341108638707"
"Grosse Sorgen","1998","Ostdeutschland, neue Bundeslaender","weiblich","246","0.241175046367592","0.214700129085605","0.26764996364958"
"Einige Sorgen","1998","Westdeutschland, alte Bundeslaender","maennlich","1309","0.367063902877644","0.350923841457367","0.383203964297921"
"Einige Sorgen","1998","Westdeutschland, alte Bundeslaender","weiblich","931","0.329980654550225","0.312064653383412","0.347896655717038"
"Einige Sorgen","1998","Ostdeutschland, neue Bundeslaender","maennlich","574","0.471639616496883","0.443157166113192","0.500122066880574"
"Einige Sorgen","1998","Ostdeutschland, neue Bundeslaender","weiblich","496","0.507664973505004","0.476725238359914","0.538604708650093"
"Keine Sorgen","1998","Westdeutschland, alte Bundeslaender","maennlich","1591","0.490511795698723","0.473772152134901","0.507251439262544"
"Keine Sorgen","1998","Westdeutschland, alte Bundeslaender","weiblich","1385","0.548760701585252","0.529800273868994","0.56772112930151"
"Keine Sorgen","1998","Ostdeutschland, neue Bundeslaender","maennlich","330","0.2941819133125","0.268182624823461","0.320181201801539"
"Keine Sorgen","1998","Ostdeutschland, neue Bundeslaender","weiblich","261","0.251159980127404","0.224320916025784","0.277999044229023"
"Grosse Sorgen","1999","Westdeutschland, alte Bundeslaender","maennlich","431","0.124020095282361","0.112788060423659","0.135252130141064"
"Grosse Sorgen","1999","Westdeutschland, alte Bundeslaender","weiblich","296","0.106565001327246","0.0946679149624424","0.11846208769205"
"Grosse Sorgen","1999","Ostdeutschland, neue Bundeslaender","maennlich","269","0.231988521986654","0.207884331535098","0.256092712438211"
"Grosse Sorgen","1999","Ostdeutschland, neue Bundeslaender","weiblich","251","0.23357665934076","0.207560072534299","0.259593246147221"
"Einige Sorgen","1999","Westdeutschland, alte Bundeslaender","maennlich","1323","0.377618185859603","0.361097798034208","0.394138573684998"
"Einige Sorgen","1999","Westdeutschland, alte Bundeslaender","weiblich","975","0.368336128024882","0.349738094996283","0.386934161053481"
"Einige Sorgen","1999","Ostdeutschland, neue Bundeslaender","maennlich","589","0.487770479657258","0.459226435530704","0.516314523783811"
"Einige Sorgen","1999","Ostdeutschland, neue Bundeslaender","weiblich","543","0.549002534877998","0.518405773298925","0.579599296457072"
"Keine Sorgen","1999","Westdeutschland, alte Bundeslaender","maennlich","1554","0.498361718858036","0.481323153926354","0.515400283789717"
"Keine Sorgen","1999","Westdeutschland, alte Bundeslaender","weiblich","1313","0.525098870647872","0.505844737105473","0.54435300419027"
"Keine Sorgen","1999","Ostdeutschland, neue Bundeslaender","maennlich","320","0.280240998356088","0.254594100976345","0.305887895735831"
"Keine Sorgen","1999","Ostdeutschland, neue Bundeslaender","weiblich","222","0.217420805781242","0.192056911387841","0.242784700174642"
"Grosse Sorgen","2000","Westdeutschland, alte Bundeslaender","maennlich","677","0.115010397967146","0.106799149878079","0.123221646056214"
"Grosse Sorgen","2000","Westdeutschland, alte Bundeslaender","weiblich","489","0.106211562061106","0.0973328792538644","0.115090244868347"
"Grosse Sorgen","2000","Ostdeutschland, neue Bundeslaender","maennlich","420","0.251421220799537","0.230786482313027","0.272055959286047"
"Grosse Sorgen","2000","Ostdeutschland, neue Bundeslaender","weiblich","382","0.254447323840632","0.232500749650647","0.276393898030616"
"Einige Sorgen","2000","Westdeutschland, alte Bundeslaender","maennlich","2237","0.38017724973509","0.367683340248831","0.392671159221349"
"Einige Sorgen","2000","Westdeutschland, alte Bundeslaender","weiblich","1587","0.339971638872672","0.326321158969975","0.353622118775369"
"Einige Sorgen","2000","Ostdeutschland, neue Bundeslaender","maennlich","804","0.463036060492321","0.439319089858379","0.486753031126263"
"Einige Sorgen","2000","Ostdeutschland, neue Bundeslaender","weiblich","723","0.467670209412086","0.442528843685543","0.492811575138629"
"Keine Sorgen","2000","Westdeutschland, alte Bundeslaender","maennlich","2885","0.504812352297764","0.491944044963385","0.517680659632142"
"Keine Sorgen","2000","Westdeutschland, alte Bundeslaender","weiblich","2550","0.553816799066222","0.539492118479779","0.568141479652665"
"Keine Sorgen","2000","Ostdeutschland, neue Bundeslaender","maennlich","474","0.285542718708142","0.264059323069805","0.307026114346479"
"Keine Sorgen","2000","Ostdeutschland, neue Bundeslaender","weiblich","408","0.277882466747283","0.255310825203965","0.3004541082906"
"Grosse Sorgen","2001","Westdeutschland, alte Bundeslaender","maennlich","510","0.100164550006308","0.0920743580459188","0.108254741966698"
"Grosse Sorgen","2001","Westdeutschland, alte Bundeslaender","weiblich","312","0.074315147137872","0.0664993175238683","0.0821309767518758"
"Grosse Sorgen","2001","Ostdeutschland, neue Bundeslaender","maennlich","338","0.233531093181711","0.212616884016571","0.25444530234685"
"Grosse Sorgen","2001","Ostdeutschland, neue Bundeslaender","weiblich","303","0.216878281343122","0.195390099234675","0.238366463451568"
"Einige Sorgen","2001","Westdeutschland, alte Bundeslaender","maennlich","1861","0.351089306115644","0.338226920626778","0.36395169160451"
"Einige Sorgen","2001","Westdeutschland, alte Bundeslaender","weiblich","1356","0.297168393251112","0.283549814598244","0.310786971903981"
"Einige Sorgen","2001","Ostdeutschland, neue Bundeslaender","maennlich","743","0.444909897135151","0.42034360592996","0.469476188340342"
"Einige Sorgen","2001","Ostdeutschland, neue Bundeslaender","weiblich","690","0.45841494876366","0.432434913869629","0.484394983657691"
"Keine Sorgen","2001","Westdeutschland, alte Bundeslaender","maennlich","2919","0.548746143878048","0.535336524257128","0.562155763498968"
"Keine Sorgen","2001","Westdeutschland, alte Bundeslaender","weiblich","2658","0.628516459611016","0.614117439139366","0.642915480082665"
"Keine Sorgen","2001","Ostdeutschland, neue Bundeslaender","maennlich","491","0.321559009683138","0.298469846075716","0.34464817329056"
"Keine Sorgen","2001","Ostdeutschland, neue Bundeslaender","weiblich","420","0.324706769893218","0.30029108677566","0.349122453010777"
"Grosse Sorgen","2002","Westdeutschland, alte Bundeslaender","maennlich","708","0.143848310682443","0.134718649937367","0.152977971427519"
"Grosse Sorgen","2002","Westdeutschland, alte Bundeslaender","weiblich","429","0.109581184026479","0.100686803178353","0.118475564874605"
"Grosse Sorgen","2002","Ostdeutschland, neue Bundeslaender","maennlich","352","0.256236515918418","0.234461304542775","0.278011727294062"
"Grosse Sorgen","2002","Ostdeutschland, neue Bundeslaender","weiblich","315","0.257479385484181","0.23461626954925","0.280342501419112"
"Einige Sorgen","2002","Westdeutschland, alte Bundeslaender","maennlich","2146","0.401769904994822","0.389015807650013","0.414524002339631"
"Einige Sorgen","2002","Westdeutschland, alte Bundeslaender","weiblich","1574","0.350047268476346","0.336465547751702","0.363628989200991"
"Einige Sorgen","2002","Ostdeutschland, neue Bundeslaender","maennlich","716","0.451004781576106","0.426184923310159","0.475824639842052"
"Einige Sorgen","2002","Ostdeutschland, neue Bundeslaender","weiblich","663","0.446840171125251","0.420843882480273","0.472836459770229"
"Keine Sorgen","2002","Westdeutschland, alte Bundeslaender","maennlich","2822","0.454381784322736","0.441428443744612","0.467335124900859"
"Keine Sorgen","2002","Westdeutschland, alte Bundeslaender","weiblich","2735","0.540371547497175","0.526180964037409","0.554562130956941"
"Keine Sorgen","2002","Ostdeutschland, neue Bundeslaender","maennlich","476","0.292758702505476","0.270061979578009","0.315455425432943"
"Keine Sorgen","2002","Ostdeutschland, neue Bundeslaender","weiblich","427","0.295680443390568","0.271818483958019","0.319542402823116"
"Grosse Sorgen","2003","Westdeutschland, alte Bundeslaender","maennlich","760","0.159794387040006","0.149919438142681","0.169669335937331"
