year,quintil_oecd,sampreg,pli0081,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,2nd Quintile,West,Daily,0.06836,256,3477,0.05997,0.07675
2019,2nd Quintile,West,At least once per week,0.36830,1330,3477,0.35226,0.38433
2019,2nd Quintile,West,At least once per month,0.27451,927,3477,0.25967,0.28934
2019,2nd Quintile,West,Seldom,0.24631,817,3477,0.23199,0.26063
2019,2nd Quintile,West,Never,0.04253,147,3477,0.03582,0.04924
2019,2nd Quintile,East,Daily,0.08038,100,1246,0.06527,0.09548
2019,2nd Quintile,East,At least once per week,0.35614,456,1246,0.32954,0.38274
2019,2nd Quintile,East,At least once per month,0.29441,424,1246,0.26909,0.31973
2019,2nd Quintile,East,Seldom,0.25146,266,1246,0.22736,0.27556
2019,3rd Quintile,West,Daily,0.06864,237,3344,0.06007,0.07721
2019,3rd Quintile,West,At least once per week,0.36069,1272,3344,0.34442,0.37697
2019,3rd Quintile,West,At least once per month,0.31312,1021,3344,0.29740,0.32884
2019,3rd Quintile,West,Seldom,0.22331,711,3344,0.20919,0.23743
2019,3rd Quintile,West,Never,0.03424,103,3344,0.02807,0.04040
2019,3rd Quintile,East,Daily,0.05518,62,1045,0.04133,0.06903
2019,3rd Quintile,East,At least once per week,0.41328,419,1045,0.38341,0.44315
2019,3rd Quintile,East,At least once per month,0.31854,364,1045,0.29028,0.34680
2019,3rd Quintile,East,Seldom,0.19763,200,1045,0.17348,0.22179
2019,4th Quintile,West,Daily,0.06655,211,3518,0.05831,0.07479
2019,4th Quintile,West,At least once per week,0.35014,1328,3518,0.33438,0.36591
2019,4th Quintile,West,At least once per month,0.32964,1158,3518,0.31410,0.34518
2019,4th Quintile,West,Seldom,0.23070,744,3518,0.21678,0.24462
2019,4th Quintile,West,Never,0.02297,77,3518,0.01801,0.02792
2019,4th Quintile,East,Daily,0.06334,40,741,0.04579,0.08089
2019,4th Quintile,East,At least once per week,0.36451,271,741,0.32983,0.39919
2019,4th Quintile,East,At least once per month,0.34683,280,741,0.31254,0.38112
2019,4th Quintile,East,Seldom,0.21754,150,741,0.18781,0.24726
2019,5th Quintile,West,Daily,0.05228,220,4190,0.04554,0.05903
2019,5th Quintile,West,At least once per week,0.36640,1474,4190,0.35181,0.38099
2019,5th Quintile,West,At least once per month,0.32566,1414,4190,0.31147,0.33985
2019,5th Quintile,West,Seldom,0.23606,1009,4190,0.22320,0.24892
2019,5th Quintile,West,Never,0.01960,73,4190,0.01540,0.02380
2019,5th Quintile,East,Daily,0.04235,33,606,0.02630,0.05839
2019,5th Quintile,East,At least once per week,0.32954,212,606,0.29208,0.36699
2019,5th Quintile,East,At least once per month,0.37494,231,606,0.33636,0.41351
2019,5th Quintile,East,Seldom,0.24320,130,606,0.20901,0.27738
2021,1st Quintile,West,Daily,0.08875,194,2416,0.07741,0.10009
2021,1st Quintile,West,At least once per week,0.34800,852,2416,0.32900,0.36699
2021,1st Quintile,West,At least once per month,0.26192,584,2416,0.24438,0.27945
2021,1st Quintile,West,Seldom,0.23820,601,2416,0.22121,0.25519
2021,1st Quintile,West,Never,0.06313,185,2416,0.05343,0.07283
2021,1st Quintile,East,Daily,0.10405,85,815,0.08308,0.12503
2021,1st Quintile,East,At least once per week,0.35878,301,815,0.32583,0.39173
2021,1st Quintile,East,At least once per month,0.27497,201,815,0.24429,0.30564
2021,1st Quintile,East,Seldom,0.21713,181,815,0.18880,0.24545
2021,1st Quintile,East,Never,0.04507,47,815,0.03082,0.05932
2021,2nd Quintile,West,Daily,0.09075,213,2472,0.07942,0.10207
2021,2nd Quintile,West,At least once per week,0.38448,957,2472,0.36530,0.40366
2021,2nd Quintile,West,At least once per month,0.26864,609,2472,0.25116,0.28612
2021,2nd Quintile,West,Seldom,0.22294,584,2472,0.20653,0.23935
2021,2nd Quintile,West,Never,0.03319,109,2472,0.02613,0.04025
2021,2nd Quintile,East,Daily,0.09151,72,845,0.07206,0.11096
2021,2nd Quintile,East,At least once per week,0.41732,358,845,0.38405,0.45059
2021,2nd Quintile,East,At least once per month,0.23201,226,845,0.20353,0.26049
2021,2nd Quintile,East,Seldom,0.23312,189,845,0.20459,0.26164
2021,3rd Quintile,West,Daily,0.08439,199,2414,0.07330,0.09548
2021,3rd Quintile,West,At least once per week,0.38806,906,2414,0.36861,0.40750
2021,3rd Quintile,West,At least once per month,0.27323,670,2414,0.25545,0.29101
2021,3rd Quintile,West,Seldom,0.21242,539,2414,0.19610,0.22874
2021,3rd Quintile,West,Never,0.04191,100,2414,0.03391,0.04990
2021,3rd Quintile,East,Daily,0.07371,60,672,0.05394,0.09348
2021,3rd Quintile,East,At least once per week,0.46194,314,672,0.42422,0.49967
2021,3rd Quintile,East,At least once per month,0.31829,201,672,0.28304,0.35353
2021,3rd Quintile,East,Seldom,0.13797,97,672,0.11188,0.16407
2021,4th Quintile,West,Daily,0.08766,179,2591,0.07676,0.09855
2021,4th Quintile,West,At least once per week,0.41749,1099,2591,0.39850,0.43648
2021,4th Quintile,West,At least once per month,0.28275,731,2591,0.26540,0.30009
2021,4th Quintile,West,Seldom,0.20009,538,2591,0.18469,0.21550
2021,4th Quintile,West,Never,0.01201,44,2591,0.00782,0.01621
2021,4th Quintile,East,Daily,0.10260,52,588,0.07805,0.12714
2021,4th Quintile,East,At least once per week,0.41080,244,588,0.37100,0.45060
2021,4th Quintile,East,At least once per month,0.33743,202,588,0.29918,0.37568
2021,4th Quintile,East,Seldom,0.14205,90,588,0.11381,0.17029
2021,5th Quintile,West,Daily,0.07589,217,3622,0.06727,0.08452
2021,5th Quintile,West,At least once per week,0.40527,1482,3622,0.38928,0.42126
2021,5th Quintile,West,At least once per month,0.29987,1085,3622,0.28495,0.31480
2021,5th Quintile,West,Seldom,0.19883,762,3622,0.18583,0.21183
2021,5th Quintile,West,Never,0.02013,76,3622,0.01556,0.02470
2021,5th Quintile,East,Daily,0.07078,44,645,0.05097,0.09059
2021,5th Quintile,East,At least once per week,0.42260,279,645,0.38445,0.46075
2021,5th Quintile,East,At least once per month,0.34710,213,645,0.31033,0.38387
2021,5th Quintile,East,Seldom,0.15236,109,645,0.12460,0.18011
