year,age_gr,quintil_oecd,pli0081,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,46-65 y.,5th Quintile,At least once per month,0.32575,209,657,0.28988,0.36161
1990,46-65 y.,5th Quintile,Seldom,0.30266,202,657,0.26751,0.33782
1990,66 and older,1st Quintile,Daily,0.15028,40,264,0.10710,0.19347
1990,66 and older,1st Quintile,At least once per week,0.32918,93,264,0.27238,0.38597
1990,66 and older,1st Quintile,At least once per month,0.23032,67,264,0.17943,0.28120
1990,66 and older,1st Quintile,Seldom,0.23545,64,264,0.18418,0.28673
1990,66 and older,2nd Quintile,At least once per week,0.38400,93,213,0.31853,0.44947
1990,66 and older,2nd Quintile,At least once per month,0.32775,73,213,0.26456,0.39093
1990,66 and older,2nd Quintile,Seldom,0.20643,47,213,0.15195,0.26092
1990,66 and older,3rd Quintile,At least once per week,0.36675,73,168,0.29366,0.43985
1990,66 and older,3rd Quintile,At least once per month,0.30687,62,168,0.23692,0.37682
1990,66 and older,3rd Quintile,Seldom,0.17223,33,168,0.11496,0.22950
1990,66 and older,4th Quintile,At least once per week,0.35741,62,126,0.27340,0.44143
1990,66 and older,4th Quintile,At least once per month,0.34459,64,126,0.26128,0.42790
1990,66 and older,5th Quintile,At least once per week,0.29873,46,134,0.22094,0.37651
1990,66 and older,5th Quintile,At least once per month,0.28217,45,134,0.20568,0.35865
1990,66 and older,5th Quintile,Seldom,0.26366,43,134,0.18878,0.33855
1995,17-29 y.,1st Quintile,Daily,0.10832,98,771,0.08637,0.13027
1995,17-29 y.,1st Quintile,At least once per week,0.42439,341,771,0.38948,0.45930
1995,17-29 y.,1st Quintile,At least once per month,0.23351,180,771,0.20363,0.26339
1995,17-29 y.,1st Quintile,Seldom,0.18761,121,771,0.16004,0.21519
1995,17-29 y.,1st Quintile,Never,0.04188,31,771,0.02773,0.05602
1995,17-29 y.,2nd Quintile,Daily,0.08512,69,709,0.06456,0.10567
1995,17-29 y.,2nd Quintile,At least once per week,0.36875,294,709,0.33321,0.40428
1995,17-29 y.,2nd Quintile,At least once per month,0.27382,181,709,0.24098,0.30667
1995,17-29 y.,2nd Quintile,Seldom,0.21868,129,709,0.18823,0.24913
1995,17-29 y.,2nd Quintile,Never,0.04943,36,709,0.03347,0.06540
1995,17-29 y.,3rd Quintile,Daily,0.08482,68,664,0.06361,0.10603
1995,17-29 y.,3rd Quintile,At least once per week,0.36789,271,664,0.33118,0.40459
1995,17-29 y.,3rd Quintile,At least once per month,0.30937,197,664,0.27418,0.34455
1995,17-29 y.,3rd Quintile,Seldom,0.19118,128,664,0.16125,0.22111
1995,17-29 y.,4th Quintile,Daily,0.06209,58,666,0.04375,0.08043
1995,17-29 y.,4th Quintile,At least once per week,0.41667,316,666,0.37920,0.45414
1995,17-29 y.,4th Quintile,At least once per month,0.28928,176,666,0.25482,0.32374
1995,17-29 y.,4th Quintile,Seldom,0.18623,116,666,0.15664,0.21582
1995,17-29 y.,5th Quintile,At least once per week,0.36788,198,455,0.32352,0.41223
1995,17-29 y.,5th Quintile,At least once per month,0.31306,150,455,0.27040,0.35572
1995,17-29 y.,5th Quintile,Seldom,0.22844,107,455,0.18982,0.26706
1995,30-45 y.,1st Quintile,Daily,0.06794,62,849,0.05100,0.08488
1995,30-45 y.,1st Quintile,At least once per week,0.36491,339,849,0.33251,0.39731
1995,30-45 y.,1st Quintile,At least once per month,0.29917,230,849,0.26835,0.32999
1995,30-45 y.,1st Quintile,Seldom,0.20172,166,849,0.17471,0.22873
1995,30-45 y.,1st Quintile,Never,0.05707,52,849,0.04146,0.07269
1995,30-45 y.,2nd Quintile,Daily,0.06316,72,993,0.04802,0.07830
1995,30-45 y.,2nd Quintile,At least once per week,0.41209,421,993,0.38145,0.44272
1995,30-45 y.,2nd Quintile,At least once per month,0.31033,315,993,0.28154,0.33912
1995,30-45 y.,2nd Quintile,Seldom,0.19746,185,993,0.17269,0.22224
1995,30-45 y.,3rd Quintile,Daily,0.04336,43,916,0.03016,0.05656
1995,30-45 y.,3rd Quintile,At least once per week,0.39723,394,916,0.36553,0.42894
1995,30-45 y.,3rd Quintile,At least once per month,0.30854,296,916,0.27861,0.33847
1995,30-45 y.,3rd Quintile,Seldom,0.20834,183,916,0.18202,0.23465
1995,30-45 y.,4th Quintile,Daily,0.06355,62,812,0.04676,0.08034
1995,30-45 y.,4th Quintile,At least once per week,0.37003,306,812,0.33680,0.40326
1995,30-45 y.,4th Quintile,At least once per month,0.35664,292,812,0.32367,0.38960
1995,30-45 y.,4th Quintile,Seldom,0.19041,152,812,0.16339,0.21743
1995,30-45 y.,5th Quintile,Daily,0.03793,34,783,0.02454,0.05132
1995,30-45 y.,5th Quintile,At least once per week,0.36791,285,783,0.33411,0.40171
1995,30-45 y.,5th Quintile,At least once per month,0.33904,289,783,0.30586,0.37222
1995,30-45 y.,5th Quintile,Seldom,0.24186,175,783,0.21185,0.27187
1995,46-65 y.,1st Quintile,Daily,0.09147,74,587,0.06813,0.11481
1995,46-65 y.,1st Quintile,At least once per week,0.40633,263,587,0.36656,0.44609
1995,46-65 y.,1st Quintile,At least once per month,0.24829,152,587,0.21331,0.28326
1995,46-65 y.,1st Quintile,Seldom,0.19629,98,587,0.16413,0.22845
1995,46-65 y.,2nd Quintile,Daily,0.08742,84,710,0.06663,0.10821
1995,46-65 y.,2nd Quintile,At least once per week,0.44161,333,710,0.40505,0.47816
1995,46-65 y.,2nd Quintile,At least once per month,0.23041,155,710,0.19941,0.26140
1995,46-65 y.,2nd Quintile,Seldom,0.20536,138,710,0.17562,0.23509
1995,46-65 y.,3rd Quintile,Daily,0.06553,51,733,0.04761,0.08346
1995,46-65 y.,3rd Quintile,At least once per week,0.36765,295,733,0.33272,0.40258
1995,46-65 y.,3rd Quintile,At least once per month,0.32364,233,733,0.28974,0.35753
1995,46-65 y.,3rd Quintile,Seldom,0.21279,154,733,0.18314,0.24244
1995,46-65 y.,4th Quintile,Daily,0.07896,77,865,0.06098,0.09694
1995,46-65 y.,4th Quintile,At least once per week,0.38369,340,865,0.35127,0.41612
1995,46-65 y.,4th Quintile,At least once per month,0.29905,262,865,0.26852,0.32958
1995,46-65 y.,4th Quintile,Seldom,0.22269,186,865,0.19495,0.25044
1995,46-65 y.,5th Quintile,Daily,0.03081,38,939,0.01975,0.04187
1995,46-65 y.,5th Quintile,At least once per week,0.33621,339,939,0.30598,0.36644
1995,46-65 y.,5th Quintile,At least once per month,0.34869,327,939,0.31819,0.37918
1995,46-65 y.,5th Quintile,Seldom,0.26497,235,939,0.23673,0.29321
1995,66 and older,1st Quintile,Daily,0.17637,43,275,0.13124,0.22150
1995,66 and older,1st Quintile,At least once per week,0.32226,108,275,0.26692,0.37760
1995,66 and older,1st Quintile,At least once per month,0.20424,67,275,0.15650,0.25197
1995,66 and older,1st Quintile,Seldom,0.22152,57,275,0.17235,0.27069
1995,66 and older,2nd Quintile,Daily,0.12234,46,390,0.08978,0.15490
1995,66 and older,2nd Quintile,At least once per week,0.42555,181,390,0.37641,0.47468
1995,66 and older,2nd Quintile,At least once per month,0.23207,89,390,0.19012,0.27402
1995,66 and older,2nd Quintile,Seldom,0.17169,74,390,0.13422,0.20917
1995,66 and older,3rd Quintile,Daily,0.12399,37,315,0.08754,0.16045
1995,66 and older,3rd Quintile,At least once per week,0.34336,121,315,0.29084,0.39588
1995,66 and older,3rd Quintile,At least once per month,0.27837,100,315,0.22879,0.32794
1995,66 and older,3rd Quintile,Seldom,0.20622,57,315,0.16147,0.25097
1995,66 and older,4th Quintile,At least once per week,0.37523,103,228,0.31225,0.43822
1995,66 and older,4th Quintile,At least once per month,0.29999,71,228,0.24037,0.35960
1995,66 and older,4th Quintile,Seldom,0.19870,54,228,0.14679,0.25061
1995,66 and older,5th Quintile,At least once per week,0.36274,81,202,0.29628,0.42921
1995,66 and older,5th Quintile,At least once per month,0.29862,69,202,0.23535,0.36189
1995,66 and older,5th Quintile,Seldom,0.23940,52,202,0.18041,0.29839
1998,17-29 y.,1st Quintile,Daily,0.13561,115,695,0.11013,0.16108
1998,17-29 y.,1st Quintile,At least once per week,0.47640,338,695,0.43924,0.51356
1998,17-29 y.,1st Quintile,At least once per month,0.20065,136,695,0.17086,0.23045
1998,17-29 y.,1st Quintile,Seldom,0.16068,106,695,0.13336,0.18801
1998,17-29 y.,2nd Quintile,Daily,0.09018,67,599,0.06722,0.11314
1998,17-29 y.,2nd Quintile,At least once per week,0.40007,266,599,0.36080,0.43933
1998,17-29 y.,2nd Quintile,At least once per month,0.29243,148,599,0.25597,0.32889
1998,17-29 y.,2nd Quintile,Seldom,0.20171,118,599,0.16955,0.23387
1998,17-29 y.,3rd Quintile,Daily,0.08270,48,543,0.05951,0.10589
1998,17-29 y.,3rd Quintile,At least once per week,0.38017,224,543,0.33930,0.42104
1998,17-29 y.,3rd Quintile,At least once per month,0.31041,165,543,0.27146,0.34937
1998,17-29 y.,3rd Quintile,Seldom,0.20918,106,543,0.17494,0.24343
1998,17-29 y.,4th Quintile,Daily,0.06473,53,590,0.04486,0.08460
1998,17-29 y.,4th Quintile,At least once per week,0.40063,251,590,0.36106,0.44021
1998,17-29 y.,4th Quintile,At least once per month,0.30905,174,590,0.27173,0.34637
1998,17-29 y.,4th Quintile,Seldom,0.20198,112,590,0.16956,0.23441
1998,17-29 y.,5th Quintile,At least once per week,0.37510,152,347,0.32408,0.42611
1998,17-29 y.,5th Quintile,At least once per month,0.28255,111,347,0.23511,0.32999
1998,17-29 y.,5th Quintile,Seldom,0.28714,84,347,0.23946,0.33481
1998,30-45 y.,1st Quintile,Daily,0.08012,76,752,0.06070,0.09954
1998,30-45 y.,1st Quintile,At least once per week,0.40872,331,752,0.37356,0.44388
1998,30-45 y.,1st Quintile,At least once per month,0.27426,197,752,0.24235,0.30616
1998,30-45 y.,1st Quintile,Seldom,0.20028,148,752,0.17166,0.22891
1998,30-45 y.,2nd Quintile,Daily,0.07931,78,928,0.06191,0.09670
1998,30-45 y.,2nd Quintile,At least once per week,0.41776,398,928,0.38601,0.44951
1998,30-45 y.,2nd Quintile,At least once per month,0.30095,294,928,0.27142,0.33048
1998,30-45 y.,2nd Quintile,Seldom,0.18184,158,928,0.15701,0.20667
1998,30-45 y.,3rd Quintile,Daily,0.07076,58,863,0.05364,0.08788
1998,30-45 y.,3rd Quintile,At least once per week,0.41043,375,863,0.37759,0.44327
1998,30-45 y.,3rd Quintile,At least once per month,0.35114,302,863,0.31927,0.38300
1998,30-45 y.,3rd Quintile,Seldom,0.14124,128,863,0.11799,0.16449
1998,30-45 y.,4th Quintile,Daily,0.04256,45,850,0.02898,0.05614
1998,30-45 y.,4th Quintile,At least once per week,0.38186,341,850,0.34918,0.41455
1998,30-45 y.,4th Quintile,At least once per month,0.36317,302,850,0.33082,0.39552
1998,30-45 y.,4th Quintile,Seldom,0.20270,162,850,0.17565,0.22974
1998,30-45 y.,5th Quintile,At least once per week,0.33045,265,729,0.29629,0.36462
1998,30-45 y.,5th Quintile,At least once per month,0.40104,303,729,0.36544,0.43665
1998,30-45 y.,5th Quintile,Seldom,0.22604,161,729,0.19566,0.25643
1998,46-65 y.,1st Quintile,Daily,0.08458,73,533,0.06094,0.10823
1998,46-65 y.,1st Quintile,At least once per week,0.42867,249,533,0.38661,0.47072
1998,46-65 y.,1st Quintile,At least once per month,0.19060,104,533,0.15723,0.22398
1998,46-65 y.,1st Quintile,Seldom,0.23656,107,533,0.20045,0.27268
1998,46-65 y.,2nd Quintile,Daily,0.12405,78,567,0.09689,0.15120
1998,46-65 y.,2nd Quintile,At least once per week,0.38930,231,567,0.34913,0.42947
1998,46-65 y.,2nd Quintile,At least once per month,0.26659,157,567,0.23016,0.30302
1998,46-65 y.,2nd Quintile,Seldom,0.19621,101,567,0.16349,0.22893
1998,46-65 y.,3rd Quintile,Daily,0.06098,57,753,0.04387,0.07808
1998,46-65 y.,3rd Quintile,At least once per week,0.37502,310,753,0.34042,0.40963
1998,46-65 y.,3rd Quintile,At least once per month,0.28891,221,753,0.25651,0.32130
1998,46-65 y.,3rd Quintile,Seldom,0.24001,165,753,0.20949,0.27054
1998,46-65 y.,4th Quintile,Daily,0.07293,63,834,0.05527,0.09059
1998,46-65 y.,4th Quintile,At least once per week,0.34711,315,834,0.31479,0.37944
1998,46-65 y.,4th Quintile,At least once per month,0.32903,297,834,0.29712,0.36094
1998,46-65 y.,4th Quintile,Seldom,0.22279,159,834,0.19453,0.25105
1998,46-65 y.,5th Quintile,Daily,0.04974,47,919,0.03568,0.06381
1998,46-65 y.,5th Quintile,At least once per week,0.33516,327,919,0.30463,0.36570
1998,46-65 y.,5th Quintile,At least once per month,0.33950,323,919,0.30887,0.37013
1998,46-65 y.,5th Quintile,Seldom,0.26023,222,919,0.23184,0.28861
1998,66 and older,1st Quintile,Daily,0.12871,39,277,0.08920,0.16822
1998,66 and older,1st Quintile,At least once per week,0.43305,125,277,0.37460,0.49151
1998,66 and older,1st Quintile,At least once per month,0.21866,66,277,0.16989,0.26742
1998,66 and older,1st Quintile,Seldom,0.16399,47,277,0.12031,0.20768
1998,66 and older,2nd Quintile,Daily,0.12920,55,353,0.09416,0.16424
1998,66 and older,2nd Quintile,At least once per week,0.40414,160,353,0.35288,0.45541
1998,66 and older,2nd Quintile,At least once per month,0.24735,88,353,0.20228,0.29243
1998,66 and older,2nd Quintile,Seldom,0.15947,50,353,0.12123,0.19772
1998,66 and older,3rd Quintile,Daily,0.13194,51,359,0.09689,0.16700
1998,66 and older,3rd Quintile,At least once per week,0.35646,140,359,0.30684,0.40607
1998,66 and older,3rd Quintile,At least once per month,0.29187,109,359,0.24477,0.33896
1998,66 and older,3rd Quintile,Seldom,0.16831,59,359,0.12955,0.20706
1998,66 and older,4th Quintile,Daily,0.10872,37,277,0.07200,0.14545
1998,66 and older,4th Quintile,At least once per week,0.38994,110,277,0.33240,0.44748
1998,66 and older,4th Quintile,At least once per month,0.25179,77,277,0.20058,0.30300
1998,66 and older,4th Quintile,Seldom,0.21418,53,277,0.16578,0.26258
1998,66 and older,5th Quintile,At least once per week,0.38818,92,210,0.32211,0.45425
1998,66 and older,5th Quintile,At least once per month,0.31722,74,210,0.25412,0.38032
1998,66 and older,5th Quintile,Seldom,0.19707,44,210,0.14314,0.25100
2003,17-29 y.,1st Quintile,Daily,0.10122,95,851,0.08094,0.12150
2003,17-29 y.,1st Quintile,At least once per week,0.39496,370,851,0.36209,0.42782
2003,17-29 y.,1st Quintile,At least once per month,0.27282,239,851,0.24288,0.30276
2003,17-29 y.,1st Quintile,Seldom,0.18450,147,851,0.15842,0.21058
2003,17-29 y.,2nd Quintile,Daily,0.07848,64,717,0.05878,0.09818
2003,17-29 y.,2nd Quintile,At least once per week,0.40223,317,717,0.36631,0.43814
2003,17-29 y.,2nd Quintile,At least once per month,0.26308,195,717,0.23082,0.29533
2003,17-29 y.,2nd Quintile,Seldom,0.21892,141,717,0.18863,0.24921
2003,17-29 y.,3rd Quintile,Daily,0.05234,49,729,0.03616,0.06851
2003,17-29 y.,3rd Quintile,At least once per week,0.40705,323,729,0.37136,0.44274
2003,17-29 y.,3rd Quintile,At least once per month,0.26171,200,729,0.22978,0.29364
2003,17-29 y.,3rd Quintile,Seldom,0.23097,157,729,0.20036,0.26159
2003,17-29 y.,4th Quintile,Daily,0.06674,45,782,0.04924,0.08425
2003,17-29 y.,4th Quintile,At least once per week,0.40584,316,782,0.37140,0.44028
2003,17-29 y.,4th Quintile,At least once per month,0.29859,250,782,0.26649,0.33069
2003,17-29 y.,4th Quintile,Seldom,0.20314,171,782,0.17492,0.23136
2003,17-29 y.,5th Quintile,Daily,0.05615,35,825,0.04043,0.07187
2003,17-29 y.,5th Quintile,At least once per week,0.31925,268,825,0.28742,0.35108
2003,17-29 y.,5th Quintile,At least once per month,0.35642,301,825,0.32371,0.38912
2003,17-29 y.,5th Quintile,Seldom,0.24983,221,825,0.22027,0.27939
2003,30-45 y.,1st Quintile,Daily,0.08853,95,981,0.07074,0.10631
2003,30-45 y.,1st Quintile,At least once per week,0.38659,394,981,0.35610,0.41708
2003,30-45 y.,1st Quintile,At least once per month,0.26766,276,981,0.23994,0.29538
2003,30-45 y.,1st Quintile,Seldom,0.19476,171,981,0.16996,0.21955
2003,30-45 y.,1st Quintile,Never,0.05252,45,981,0.03855,0.06649
2003,30-45 y.,2nd Quintile,Daily,0.06130,89,1231,0.04789,0.07471
2003,30-45 y.,2nd Quintile,At least once per week,0.44132,581,1231,0.41357,0.46907
2003,30-45 y.,2nd Quintile,At least once per month,0.30170,351,1231,0.27605,0.32735
2003,30-45 y.,2nd Quintile,Seldom,0.18270,210,1231,0.16111,0.20430
2003,30-45 y.,3rd Quintile,Daily,0.05875,98,1332,0.04611,0.07138
2003,30-45 y.,3rd Quintile,At least once per week,0.40394,570,1332,0.37758,0.43030
2003,30-45 y.,3rd Quintile,At least once per month,0.33677,448,1332,0.31138,0.36216
2003,30-45 y.,3rd Quintile,Seldom,0.17860,216,1332,0.15802,0.19918
2003,30-45 y.,4th Quintile,Daily,0.06198,86,1486,0.04972,0.07425
2003,30-45 y.,4th Quintile,At least once per week,0.42488,657,1486,0.39974,0.45002
2003,30-45 y.,4th Quintile,At least once per month,0.32474,488,1486,0.30092,0.34856
2003,30-45 y.,4th Quintile,Seldom,0.16828,255,1486,0.14925,0.18730
2003,30-45 y.,5th Quintile,Daily,0.04412,96,1797,0.03462,0.05361
2003,30-45 y.,5th Quintile,At least once per week,0.37318,667,1797,0.35081,0.39555
2003,30-45 y.,5th Quintile,At least once per month,0.36390,666,1797,0.34165,0.38615
2003,30-45 y.,5th Quintile,Seldom,0.19508,368,1797,0.17675,0.21340
2003,46-65 y.,1st Quintile,Daily,0.07836,84,870,0.06049,0.09623
2003,46-65 y.,1st Quintile,At least once per week,0.37344,314,870,0.34128,0.40560
2003,46-65 y.,1st Quintile,At least once per month,0.23220,220,870,0.20413,0.26028
2003,46-65 y.,1st Quintile,Seldom,0.21650,187,870,0.18912,0.24388
2003,46-65 y.,1st Quintile,Never,0.09783,65,870,0.07807,0.11758
2003,46-65 y.,2nd Quintile,Daily,0.07415,80,961,0.05757,0.09072
2003,46-65 y.,2nd Quintile,At least once per week,0.39298,405,961,0.36209,0.42388
2003,46-65 y.,2nd Quintile,At least once per month,0.27781,282,961,0.24948,0.30615
2003,46-65 y.,2nd Quintile,Seldom,0.21026,194,961,0.18449,0.23604
2003,46-65 y.,3rd Quintile,Daily,0.07315,86,1159,0.05815,0.08815
2003,46-65 y.,3rd Quintile,At least once per week,0.33440,427,1159,0.30723,0.36157
2003,46-65 y.,3rd Quintile,At least once per month,0.31113,371,1159,0.28446,0.33779
2003,46-65 y.,3rd Quintile,Seldom,0.24450,275,1159,0.21974,0.26925
2003,46-65 y.,4th Quintile,Daily,0.06158,104,1524,0.04951,0.07366
2003,46-65 y.,4th Quintile,At least once per week,0.38606,611,1524,0.36161,0.41051
2003,46-65 y.,4th Quintile,At least once per month,0.30476,498,1524,0.28164,0.32787
2003,46-65 y.,4th Quintile,Seldom,0.21764,311,1524,0.19692,0.23837
2003,46-65 y.,5th Quintile,Daily,0.04596,137,2932,0.03838,0.05355
2003,46-65 y.,5th Quintile,At least once per week,0.35749,1033,2932,0.34013,0.37484
2003,46-65 y.,5th Quintile,At least once per month,0.31323,982,2932,0.29644,0.33002
2003,46-65 y.,5th Quintile,Seldom,0.26216,739,2932,0.24623,0.27808
2003,46-65 y.,5th Quintile,Never,0.01711,41,2932,0.01242,0.02181
2003,66 and older,1st Quintile,Daily,0.09891,81,658,0.07608,0.12174
2003,66 and older,1st Quintile,At least once per week,0.39835,260,658,0.36092,0.43579
2003,66 and older,1st Quintile,At least once per month,0.23873,160,658,0.20614,0.27133
2003,66 and older,1st Quintile,Seldom,0.17942,115,658,0.15008,0.20877
2003,66 and older,1st Quintile,Never,0.07320,42,658,0.05328,0.09312
2003,66 and older,2nd Quintile,Daily,0.10908,91,856,0.08819,0.12998
2003,66 and older,2nd Quintile,At least once per week,0.41092,371,856,0.37794,0.44389
2003,66 and older,2nd Quintile,At least once per month,0.27359,250,856,0.24371,0.30348
2003,66 and older,2nd Quintile,Seldom,0.17272,144,856,0.14738,0.19806
2003,66 and older,3rd Quintile,Daily,0.10985,75,742,0.08734,0.13237
2003,66 and older,3rd Quintile,At least once per week,0.37522,303,742,0.34036,0.41008
2003,66 and older,3rd Quintile,At least once per month,0.28229,224,742,0.24988,0.31470
2003,66 and older,3rd Quintile,Seldom,0.18376,140,742,0.15587,0.21164
2003,66 and older,4th Quintile,Daily,0.08676,54,576,0.06375,0.10977
2003,66 and older,4th Quintile,At least once per week,0.44718,243,576,0.40654,0.48782
2003,66 and older,4th Quintile,At least once per month,0.26368,167,576,0.22767,0.29970
2003,66 and older,4th Quintile,Seldom,0.13380,74,576,0.10597,0.16162
2003,66 and older,4th Quintile,Never,0.06127,38,576,0.04166,0.08087
2003,66 and older,5th Quintile,Daily,0.06828,48,723,0.04988,0.08667
2003,66 and older,5th Quintile,At least once per week,0.37098,283,723,0.33574,0.40621
2003,66 and older,5th Quintile,At least once per month,0.30195,238,723,0.26846,0.33544
2003,66 and older,5th Quintile,Seldom,0.22359,154,723,0.19320,0.25399
2008,17-29 y.,1st Quintile,Daily,0.09887,88,741,0.07736,0.12038
2008,17-29 y.,1st Quintile,At least once per week,0.36526,316,741,0.33057,0.39995
2008,17-29 y.,1st Quintile,At least once per month,0.24020,203,741,0.20942,0.27099
2008,17-29 y.,1st Quintile,Seldom,0.18421,134,741,0.15628,0.21214
2008,17-29 y.,2nd Quintile,Daily,0.05550,45,582,0.03688,0.07411
2008,17-29 y.,2nd Quintile,At least once per week,0.34912,245,582,0.31036,0.38788
2008,17-29 y.,2nd Quintile,At least once per month,0.30556,174,582,0.26810,0.34301
2008,17-29 y.,2nd Quintile,Seldom,0.19420,118,582,0.16203,0.22637
2008,17-29 y.,3rd Quintile,Daily,0.07200,52,630,0.05180,0.09220
2008,17-29 y.,3rd Quintile,At least once per week,0.35981,245,630,0.32230,0.39732
2008,17-29 y.,3rd Quintile,At least once per month,0.31098,205,630,0.27480,0.34715
2008,17-29 y.,3rd Quintile,Seldom,0.17368,128,630,0.14407,0.20328
2008,17-29 y.,4th Quintile,Daily,0.07071,45,583,0.04989,0.09154
2008,17-29 y.,4th Quintile,At least once per week,0.32297,224,583,0.28498,0.36096
2008,17-29 y.,4th Quintile,At least once per month,0.30874,193,583,0.27121,0.34627
2008,17-29 y.,4th Quintile,Seldom,0.21935,121,583,0.18573,0.25297
2008,17-29 y.,5th Quintile,Daily,0.05946,31,559,0.03984,0.07908
2008,17-29 y.,5th Quintile,At least once per week,0.34751,186,559,0.30800,0.38702
2008,17-29 y.,5th Quintile,At least once per month,0.30576,197,559,0.26753,0.34399
2008,17-29 y.,5th Quintile,Seldom,0.21303,145,559,0.17905,0.24700
