"pli0081","year","bildungsniveau","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Min 1x pro Monat","1990","(noch) kein Abschluss","indirekter Migrationshintergrund","13","","",""
"Min 1x pro Monat","1990","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1990","Hauptschule","kein Migrationshintergrund","1238","","",""
"Min 1x pro Monat","1990","Hauptschule","direkter Migrationshintergrund","254","","",""
"Min 1x pro Monat","1990","Hauptschule","indirekter Migrationshintergrund","30","0.305529078107004","0.230031437399724","0.381026718814284"
"Min 1x pro Monat","1990","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1990","Realschule","kein Migrationshintergrund","487","0.337974410495459","0.313414885843868","0.362533935147049"
"Min 1x pro Monat","1990","Realschule","direkter Migrationshintergrund","42","0.333912824473069","0.256884769692158","0.410940879253981"
"Min 1x pro Monat","1990","Realschule","indirekter Migrationshintergrund","9","0.260755325844339","0.140259029344051","0.381251622344628"
"Min 1x pro Monat","1990","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1990","(Fach-)Abitur","kein Migrationshintergrund","175","","",""
"Min 1x pro Monat","1990","(Fach-)Abitur","direkter Migrationshintergrund","45","0.220698508714393","0.163078408966049","0.278318608462736"
"Min 1x pro Monat","1990","(Fach-)Abitur","indirekter Migrationshintergrund","4","0.115892730419845","-0.00267039894593631","0.234455859785626"
"Min 1x pro Monat","1990","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1990","AkademikerIn","kein Migrationshintergrund","200","","",""
"Min 1x pro Monat","1990","AkademikerIn","direkter Migrationshintergrund","26","","",""
"Min 1x pro Monat","1990","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"Min 1x pro Monat","1990","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1990","(noch) kein Abschluss","kein Migrationshintergrund","47","0.299872341481922","0.227970069319679","0.371774613644165"
"Seltener","1990","(noch) kein Abschluss","direkter Migrationshintergrund","108","","",""
"Seltener","1990","(noch) kein Abschluss","indirekter Migrationshintergrund","7","0.24376312794472","0.12475516535158","0.36277109053786"
"Seltener","1990","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1990","Hauptschule","kein Migrationshintergrund","796","0.213705759431639","0.200694619458558","0.22671689940472"
"Seltener","1990","Hauptschule","direkter Migrationshintergrund","269","","",""
"Seltener","1990","Hauptschule","indirekter Migrationshintergrund","22","","",""
"Seltener","1990","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1990","Realschule","kein Migrationshintergrund","308","0.223696412535016","0.202059964546031","0.245332860524002"
"Seltener","1990","Realschule","direkter Migrationshintergrund","37","0.282302221715506","0.208784033809966","0.355820409621046"
"Seltener","1990","Realschule","indirekter Migrationshintergrund","14","","",""
"Seltener","1990","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1990","(Fach-)Abitur","kein Migrationshintergrund","143","","",""
"Seltener","1990","(Fach-)Abitur","direkter Migrationshintergrund","49","0.264081824656083","0.202831897946225","0.325331751365942"
"Seltener","1990","(Fach-)Abitur","indirekter Migrationshintergrund","12","","",""
"Seltener","1990","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1990","AkademikerIn","kein Migrationshintergrund","188","","",""
"Seltener","1990","AkademikerIn","direkter Migrationshintergrund","31","0.314901979072476","0.218404239733282","0.41139971841167"
"Seltener","1990","AkademikerIn","indirekter Migrationshintergrund","2","","",""
"Seltener","1990","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1990","(noch) kein Abschluss","kein Migrationshintergrund","6","0.0351631572866849","0.00625924285184883","0.0640670717215209"
"Nie","1990","(noch) kein Abschluss","direkter Migrationshintergrund","67","0.135423487633606","0.108767489480092","0.16207948578712"
"Nie","1990","(noch) kein Abschluss","indirekter Migrationshintergrund","6","0.156720906361068","0.05595532312718","0.257486489594957"
"Nie","1990","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1990","Hauptschule","kein Migrationshintergrund","74","0.0215038466877891","0.0168996663350752","0.0261080270405029"
"Nie","1990","Hauptschule","direkter Migrationshintergrund","126","","",""
"Nie","1990","Hauptschule","indirekter Migrationshintergrund","9","0.0429302050347339","0.00970762481870602","0.0761527852507617"
"Nie","1990","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1990","Realschule","kein Migrationshintergrund","24","","",""
"Nie","1990","Realschule","direkter Migrationshintergrund","4","0.0367781392048213","0.00603665111456542","0.0675196272950772"
"Nie","1990","Realschule","indirekter Migrationshintergrund","3","","",""
"Nie","1990","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1990","(Fach-)Abitur","kein Migrationshintergrund","15","","",""
"Nie","1990","(Fach-)Abitur","direkter Migrationshintergrund","21","","",""
"Nie","1990","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nie","1990","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1990","AkademikerIn","kein Migrationshintergrund","7","0.0159911367928157","0.00598724936543414","0.0259950242201972"
"Nie","1990","AkademikerIn","direkter Migrationshintergrund","4","0.0373825635459901","-0.00202816740814204","0.0767932945001222"
"Nie","1990","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nie","1990","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1991","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Taeglich","1991","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Taeglich","1991","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Taeglich","1991","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1991","Hauptschule","kein Migrationshintergrund","","","",""
"Taeglich","1991","Hauptschule","direkter Migrationshintergrund","","","",""
"Taeglich","1991","Hauptschule","indirekter Migrationshintergrund","","","",""
"Taeglich","1991","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1991","Realschule","kein Migrationshintergrund","","","",""
"Taeglich","1991","Realschule","direkter Migrationshintergrund","","","",""
"Taeglich","1991","Realschule","indirekter Migrationshintergrund","","","",""
"Taeglich","1991","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1991","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Taeglich","1991","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Taeglich","1991","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Taeglich","1991","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1991","AkademikerIn","kein Migrationshintergrund","","","",""
"Taeglich","1991","AkademikerIn","direkter Migrationshintergrund","","","",""
"Taeglich","1991","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Taeglich","1991","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1991","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1991","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1991","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1991","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1991","Hauptschule","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1991","Hauptschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1991","Hauptschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1991","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1991","Realschule","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1991","Realschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1991","Realschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1991","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1991","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1991","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1991","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1991","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1991","AkademikerIn","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1991","AkademikerIn","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1991","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1991","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1991","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1991","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1991","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1991","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1991","Hauptschule","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1991","Hauptschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1991","Hauptschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1991","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1991","Realschule","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1991","Realschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1991","Realschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1991","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1991","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1991","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1991","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1991","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1991","AkademikerIn","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1991","AkademikerIn","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1991","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1991","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1991","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Seltener","1991","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Seltener","1991","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Seltener","1991","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1991","Hauptschule","kein Migrationshintergrund","","","",""
"Seltener","1991","Hauptschule","direkter Migrationshintergrund","","","",""
"Seltener","1991","Hauptschule","indirekter Migrationshintergrund","","","",""
"Seltener","1991","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1991","Realschule","kein Migrationshintergrund","","","",""
"Seltener","1991","Realschule","direkter Migrationshintergrund","","","",""
"Seltener","1991","Realschule","indirekter Migrationshintergrund","","","",""
"Seltener","1991","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1991","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Seltener","1991","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Seltener","1991","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Seltener","1991","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1991","AkademikerIn","kein Migrationshintergrund","","","",""
"Seltener","1991","AkademikerIn","direkter Migrationshintergrund","","","",""
"Seltener","1991","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Seltener","1991","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1991","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nie","1991","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nie","1991","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nie","1991","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1991","Hauptschule","kein Migrationshintergrund","","","",""
"Nie","1991","Hauptschule","direkter Migrationshintergrund","","","",""
"Nie","1991","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nie","1991","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1991","Realschule","kein Migrationshintergrund","","","",""
"Nie","1991","Realschule","direkter Migrationshintergrund","","","",""
"Nie","1991","Realschule","indirekter Migrationshintergrund","","","",""
"Nie","1991","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1991","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nie","1991","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nie","1991","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nie","1991","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1991","AkademikerIn","kein Migrationshintergrund","","","",""
"Nie","1991","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nie","1991","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nie","1991","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1992","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Taeglich","1992","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Taeglich","1992","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Taeglich","1992","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1992","Hauptschule","kein Migrationshintergrund","","","",""
"Taeglich","1992","Hauptschule","direkter Migrationshintergrund","","","",""
"Taeglich","1992","Hauptschule","indirekter Migrationshintergrund","","","",""
"Taeglich","1992","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1992","Realschule","kein Migrationshintergrund","","","",""
"Taeglich","1992","Realschule","direkter Migrationshintergrund","","","",""
"Taeglich","1992","Realschule","indirekter Migrationshintergrund","","","",""
"Taeglich","1992","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1992","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Taeglich","1992","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Taeglich","1992","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Taeglich","1992","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1992","AkademikerIn","kein Migrationshintergrund","","","",""
"Taeglich","1992","AkademikerIn","direkter Migrationshintergrund","","","",""
"Taeglich","1992","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Taeglich","1992","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1992","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1992","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1992","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1992","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1992","Hauptschule","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1992","Hauptschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1992","Hauptschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1992","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1992","Realschule","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1992","Realschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1992","Realschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1992","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1992","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1992","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1992","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1992","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1992","AkademikerIn","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1992","AkademikerIn","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1992","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1992","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1992","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1992","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1992","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1992","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1992","Hauptschule","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1992","Hauptschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1992","Hauptschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1992","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1992","Realschule","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1992","Realschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1992","Realschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1992","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1992","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1992","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1992","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1992","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1992","AkademikerIn","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1992","AkademikerIn","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1992","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1992","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1992","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Seltener","1992","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Seltener","1992","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Seltener","1992","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1992","Hauptschule","kein Migrationshintergrund","","","",""
"Seltener","1992","Hauptschule","direkter Migrationshintergrund","","","",""
"Seltener","1992","Hauptschule","indirekter Migrationshintergrund","","","",""
"Seltener","1992","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1992","Realschule","kein Migrationshintergrund","","","",""
"Seltener","1992","Realschule","direkter Migrationshintergrund","","","",""
"Seltener","1992","Realschule","indirekter Migrationshintergrund","","","",""
"Seltener","1992","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1992","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Seltener","1992","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Seltener","1992","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Seltener","1992","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1992","AkademikerIn","kein Migrationshintergrund","","","",""
"Seltener","1992","AkademikerIn","direkter Migrationshintergrund","","","",""
"Seltener","1992","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Seltener","1992","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1992","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nie","1992","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nie","1992","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nie","1992","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1992","Hauptschule","kein Migrationshintergrund","","","",""
"Nie","1992","Hauptschule","direkter Migrationshintergrund","","","",""
"Nie","1992","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nie","1992","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1992","Realschule","kein Migrationshintergrund","","","",""
"Nie","1992","Realschule","direkter Migrationshintergrund","","","",""
"Nie","1992","Realschule","indirekter Migrationshintergrund","","","",""
"Nie","1992","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1992","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nie","1992","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nie","1992","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nie","1992","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1992","AkademikerIn","kein Migrationshintergrund","","","",""
"Nie","1992","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nie","1992","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nie","1992","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1993","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Taeglich","1993","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Taeglich","1993","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Taeglich","1993","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1993","Hauptschule","kein Migrationshintergrund","","","",""
"Taeglich","1993","Hauptschule","direkter Migrationshintergrund","","","",""
"Taeglich","1993","Hauptschule","indirekter Migrationshintergrund","","","",""
"Taeglich","1993","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1993","Realschule","kein Migrationshintergrund","","","",""
"Taeglich","1993","Realschule","direkter Migrationshintergrund","","","",""
"Taeglich","1993","Realschule","indirekter Migrationshintergrund","","","",""
"Taeglich","1993","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1993","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Taeglich","1993","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Taeglich","1993","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Taeglich","1993","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1993","AkademikerIn","kein Migrationshintergrund","","","",""
"Taeglich","1993","AkademikerIn","direkter Migrationshintergrund","","","",""
"Taeglich","1993","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Taeglich","1993","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1993","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1993","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1993","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1993","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1993","Hauptschule","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1993","Hauptschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1993","Hauptschule","indirekter Migrationshintergrund","","","",""
