"pli0081","year","age_gr","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Täglich","1995","30-45","Städtischer Raum","187","0.0542393071839985","0.0459386443930814","0.0625399699749155"
"Täglich","1995","30-45","Ländlicher Raum","86","0.055661670043062","0.0442955947894669","0.0670277452966572"
"Täglich","1995","46-65","Städtischer Raum","216","0.0650045282709896","0.0555007919896555","0.0745082645523236"
"Täglich","1995","46-65","Ländlicher Raum","108","0.0693181082397515","0.0558289912853101","0.082807225194193"
"Täglich","1995","66","Städtischer Raum","","","",""
"Täglich","1995","66","Ländlicher Raum","","","",""
"Min 1x pro Woche","1995","17-29","Städtischer Raum","948","0.387106068590545","0.366825932573214","0.407386204607877"
"Min 1x pro Woche","1995","17-29","Ländlicher Raum","472","0.41093385667106","0.382068030837355","0.439799682504766"
"Min 1x pro Woche","1995","30-45","Städtischer Raum","1167","0.388683378059858","0.370818660228574","0.406548095891143"
"Min 1x pro Woche","1995","30-45","Ländlicher Raum","578","0.373267369281569","0.349288993151658","0.39724574541148"
"Min 1x pro Woche","1995","46-65","Städtischer Raum","1028","0.376731861111828","0.35805209405479","0.395411628168867"
"Min 1x pro Woche","1995","46-65","Ländlicher Raum","543","0.393884996305691","0.36793592773797","0.419834064873412"
"Min 1x pro Woche","1995","66","Städtischer Raum","","","",""
"Min 1x pro Woche","1995","66","Ländlicher Raum","","","",""
"Min 1x pro Monat","1995","17-29","Städtischer Raum","571","0.282188535568174","0.263449894564381","0.300927176571967"
"Min 1x pro Monat","1995","17-29","Ländlicher Raum","313","0.287564454303944","0.261008838023597","0.314120070584291"
"Min 1x pro Monat","1995","30-45","Städtischer Raum","869","0.310285884432505","0.293331554077922","0.327240214787088"
"Min 1x pro Monat","1995","30-45","Ländlicher Raum","553","0.358226505859066","0.334456004124377","0.381997007593755"
"Min 1x pro Monat","1995","46-65","Städtischer Raum","707","0.29934282577523","0.281688341682118","0.316997309868342"
"Min 1x pro Monat","1995","46-65","Ländlicher Raum","422","0.303450774541895","0.279034490464003","0.327867058619786"
"Min 1x pro Monat","1995","66","Städtischer Raum","","","",""
"Min 1x pro Monat","1995","66","Ländlicher Raum","","","",""
"Seltener","1995","17-29","Städtischer Raum","392","0.205509168896035","0.188685401344073","0.222332936447998"
"Seltener","1995","17-29","Ländlicher Raum","209","0.196286104459801","0.172983121896469","0.219589087023132"
"Seltener","1995","30-45","Städtischer Raum","548","0.215855458120207","0.200777426361368","0.230933489879046"
"Seltener","1995","30-45","Ländlicher Raum","314","0.196647277581614","0.176942764564161","0.216351790599067"
"Seltener","1995","46-65","Städtischer Raum","549","0.233508563832915","0.217199731151226","0.249817396514604"
"Seltener","1995","46-65","Ländlicher Raum","263","0.216397312304606","0.19452808558735","0.238266539021862"
"Seltener","1995","66","Städtischer Raum","","","",""
"Seltener","1995","66","Ländlicher Raum","","","",""
"Nie","1995","17-29","Städtischer Raum","79","0.0360305057460592","0.0282710718560874","0.0437899396360311"
"Nie","1995","17-29","Ländlicher Raum","30","0.031831073861198","0.0215315485622824","0.0421305991601136"
"Nie","1995","30-45","Städtischer Raum","89","0.0309359722034314","0.0245903648589388","0.037281579547924"
"Nie","1995","30-45","Ländlicher Raum","32","0.0161971772346892","0.00993908007644825","0.0224552743929302"
"Nie","1995","46-65","Städtischer Raum","85","0.0254122210090372","0.0193455616553535","0.0314788803627208"
"Nie","1995","46-65","Ländlicher Raum","26","","",""
"Nie","1995","66","Städtischer Raum","","","",""
"Nie","1995","66","Ländlicher Raum","","","",""
"Täglich","1996","17-29","Städtischer Raum","","","",""
"Täglich","1996","17-29","Ländlicher Raum","","","",""
"Täglich","1996","30-45","Städtischer Raum","","","",""
"Täglich","1996","30-45","Ländlicher Raum","","","",""
"Täglich","1996","46-65","Städtischer Raum","","","",""
"Täglich","1996","46-65","Ländlicher Raum","","","",""
"Täglich","1996","66","Städtischer Raum","","","",""
"Täglich","1996","66","Ländlicher Raum","","","",""
"Min 1x pro Woche","1996","17-29","Städtischer Raum","","","",""
"Min 1x pro Woche","1996","17-29","Ländlicher Raum","","","",""
"Min 1x pro Woche","1996","30-45","Städtischer Raum","","","",""
"Min 1x pro Woche","1996","30-45","Ländlicher Raum","","","",""
"Min 1x pro Woche","1996","46-65","Städtischer Raum","","","",""
"Min 1x pro Woche","1996","46-65","Ländlicher Raum","","","",""
"Min 1x pro Woche","1996","66","Städtischer Raum","","","",""
"Min 1x pro Woche","1996","66","Ländlicher Raum","","","",""
"Min 1x pro Monat","1996","17-29","Städtischer Raum","","","",""
"Min 1x pro Monat","1996","17-29","Ländlicher Raum","","","",""
"Min 1x pro Monat","1996","30-45","Städtischer Raum","","","",""
"Min 1x pro Monat","1996","30-45","Ländlicher Raum","","","",""
"Min 1x pro Monat","1996","46-65","Städtischer Raum","","","",""
"Min 1x pro Monat","1996","46-65","Ländlicher Raum","","","",""
"Min 1x pro Monat","1996","66","Städtischer Raum","","","",""
"Min 1x pro Monat","1996","66","Ländlicher Raum","","","",""
"Seltener","1996","17-29","Städtischer Raum","","","",""
"Seltener","1996","17-29","Ländlicher Raum","","","",""
"Seltener","1996","30-45","Städtischer Raum","","","",""
"Seltener","1996","30-45","Ländlicher Raum","","","",""
"Seltener","1996","46-65","Städtischer Raum","","","",""
"Seltener","1996","46-65","Ländlicher Raum","","","",""
"Seltener","1996","66","Städtischer Raum","","","",""
"Seltener","1996","66","Ländlicher Raum","","","",""
"Nie","1996","17-29","Städtischer Raum","","","",""
"Nie","1996","17-29","Ländlicher Raum","","","",""
"Nie","1996","30-45","Städtischer Raum","","","",""
"Nie","1996","30-45","Ländlicher Raum","","","",""
"Nie","1996","46-65","Städtischer Raum","","","",""
"Nie","1996","46-65","Ländlicher Raum","","","",""
"Nie","1996","66","Städtischer Raum","","","",""
"Nie","1996","66","Ländlicher Raum","","","",""
"Täglich","1997","17-29","Städtischer Raum","","","",""
"Täglich","1997","17-29","Ländlicher Raum","","","",""
"Täglich","1997","30-45","Städtischer Raum","","","",""
"Täglich","1997","30-45","Ländlicher Raum","","","",""
"Täglich","1997","46-65","Städtischer Raum","","","",""
"Täglich","1997","46-65","Ländlicher Raum","","","",""
"Täglich","1997","66","Städtischer Raum","","","",""
"Täglich","1997","66","Ländlicher Raum","","","",""
"Min 1x pro Woche","1997","17-29","Städtischer Raum","","","",""
"Min 1x pro Woche","1997","17-29","Ländlicher Raum","","","",""
"Min 1x pro Woche","1997","30-45","Städtischer Raum","","","",""
"Min 1x pro Woche","1997","30-45","Ländlicher Raum","","","",""
"Min 1x pro Woche","1997","46-65","Städtischer Raum","","","",""
"Min 1x pro Woche","1997","46-65","Ländlicher Raum","","","",""
"Min 1x pro Woche","1997","66","Städtischer Raum","","","",""
"Min 1x pro Woche","1997","66","Ländlicher Raum","","","",""
"Min 1x pro Monat","1997","17-29","Städtischer Raum","","","",""
"Min 1x pro Monat","1997","17-29","Ländlicher Raum","","","",""
"Min 1x pro Monat","1997","30-45","Städtischer Raum","","","",""
"Min 1x pro Monat","1997","30-45","Ländlicher Raum","","","",""
"Min 1x pro Monat","1997","46-65","Städtischer Raum","","","",""
"Min 1x pro Monat","1997","46-65","Ländlicher Raum","","","",""
"Min 1x pro Monat","1997","66","Städtischer Raum","","","",""
"Min 1x pro Monat","1997","66","Ländlicher Raum","","","",""
"Seltener","1997","17-29","Städtischer Raum","","","",""
"Seltener","1997","17-29","Ländlicher Raum","","","",""
"Seltener","1997","30-45","Städtischer Raum","","","",""
"Seltener","1997","30-45","Ländlicher Raum","","","",""
"Seltener","1997","46-65","Städtischer Raum","","","",""
"Seltener","1997","46-65","Ländlicher Raum","","","",""
"Seltener","1997","66","Städtischer Raum","","","",""
"Seltener","1997","66","Ländlicher Raum","","","",""
"Nie","1997","17-29","Städtischer Raum","","","",""
"Nie","1997","17-29","Ländlicher Raum","","","",""
"Nie","1997","30-45","Städtischer Raum","","","",""
"Nie","1997","30-45","Ländlicher Raum","","","",""
"Nie","1997","46-65","Städtischer Raum","","","",""
"Nie","1997","46-65","Ländlicher Raum","","","",""
"Nie","1997","66","Städtischer Raum","","","",""
"Nie","1997","66","Ländlicher Raum","","","",""
"Täglich","1998","17-29","Städtischer Raum","244","0.096160069528457","0.0833826080246554","0.108937531032259"
"Täglich","1998","17-29","Ländlicher Raum","86","0.066507797480742","0.0518231962433698","0.0811923987181142"
"Täglich","1998","30-45","Städtischer Raum","231","0.0641583167668591","0.0555849916228022","0.072731641910916"
"Täglich","1998","30-45","Ländlicher Raum","111","0.0678302707481953","0.0557303041572278","0.0799302373391628"
"Täglich","1998","46-65","Städtischer Raum","260","0.0784580282060753","0.0684823041485047","0.0884337522636459"
"Täglich","1998","46-65","Ländlicher Raum","121","0.0727615590409029","0.0599418267410246","0.0855812913407811"
"Täglich","1998","66","Städtischer Raum","","","",""
"Täglich","1998","66","Ländlicher Raum","","","",""
"Min 1x pro Woche","1998","17-29","Städtischer Raum","876","0.407568118089607","0.386271004463658","0.428865231715556"
"Min 1x pro Woche","1998","17-29","Ländlicher Raum","489","0.435336331934976","0.406116487000851","0.464556176869102"
"Min 1x pro Woche","1998","30-45","Städtischer Raum","1330","0.407180706565212","0.389990686567148","0.424370726563276"
"Min 1x pro Woche","1998","30-45","Ländlicher Raum","642","0.373093340398698","0.349821266450786","0.396365414346611"
"Min 1x pro Woche","1998","46-65","Städtischer Raum","1116","0.379041082252976","0.361042315509963","0.397039848995989"
"Min 1x pro Woche","1998","46-65","Ländlicher Raum","606","0.3784907532093","0.354552983835017","0.402428522583583"
"Min 1x pro Woche","1998","66","Städtischer Raum","","","",""
"Min 1x pro Woche","1998","66","Ländlicher Raum","","","",""
"Min 1x pro Monat","1998","17-29","Städtischer Raum","512","0.270455305226344","0.25120333687175","0.289707273580938"
"Min 1x pro Monat","1998","17-29","Ländlicher Raum","307","0.287224177292041","0.260558200019021","0.31389015456506"
"Min 1x pro Monat","1998","30-45","Städtischer Raum","973","0.318146870342969","0.30185087588882","0.334442864797118"
"Min 1x pro Monat","1998","30-45","Ländlicher Raum","586","0.35705242539689","0.333996706260637","0.380108144533143"
"Min 1x pro Monat","1998","46-65","Städtischer Raum","766","0.278965375132283","0.26232659878013","0.295604151484436"
"Min 1x pro Monat","1998","46-65","Ländlicher Raum","527","0.326118340724535","0.302981094164906","0.349255587284163"
"Min 1x pro Monat","1998","66","Städtischer Raum","","","",""
"Min 1x pro Monat","1998","66","Ländlicher Raum","","","",""
"Seltener","1998","17-29","Städtischer Raum","381","0.209830913349643","0.192182885198084","0.227478941501201"
"Seltener","1998","17-29","Ländlicher Raum","211","0.195257092837923","0.171895496488124","0.218618689187722"
"Seltener","1998","30-45","Städtischer Raum","563","0.19602175855554","0.182131961202962","0.209911555908117"
"Seltener","1998","30-45","Ländlicher Raum","305","0.187785076727379","0.168992301544043","0.206577851910716"
"Seltener","1998","46-65","Städtischer Raum","567","0.236232370898485","0.220473739367739","0.251991002429231"
"Seltener","1998","46-65","Ländlicher Raum","308","0.211910373585276","0.191740825928239","0.232079921242314"
"Seltener","1998","66","Städtischer Raum","","","",""
"Seltener","1998","66","Ländlicher Raum","","","",""
"Nie","1998","17-29","Städtischer Raum","32","0.015985593805949","0.0105497552485959","0.0214214323633022"
"Nie","1998","17-29","Ländlicher Raum","13","","",""
"Nie","1998","30-45","Städtischer Raum","41","0.0144923477694198","0.0103109546970114","0.0186737408418283"
"Nie","1998","30-45","Ländlicher Raum","15","","",""
"Nie","1998","46-65","Städtischer Raum","82","0.0273031435101804","0.0212572115574801","0.0333490754628807"
"Nie","1998","46-65","Ländlicher Raum","15","","",""
"Nie","1998","66","Städtischer Raum","","","",""
"Nie","1998","66","Ländlicher Raum","","","",""
"Täglich","1999","17-29","Städtischer Raum","","","",""
"Täglich","1999","17-29","Ländlicher Raum","","","",""
"Täglich","1999","30-45","Städtischer Raum","","","",""
"Täglich","1999","30-45","Ländlicher Raum","","","",""
"Täglich","1999","46-65","Städtischer Raum","","","",""
"Täglich","1999","46-65","Ländlicher Raum","","","",""
"Täglich","1999","66","Städtischer Raum","","","",""
"Täglich","1999","66","Ländlicher Raum","","","",""
"Min 1x pro Woche","1999","17-29","Städtischer Raum","","","",""
"Min 1x pro Woche","1999","17-29","Ländlicher Raum","","","",""
"Min 1x pro Woche","1999","30-45","Städtischer Raum","","","",""
"Min 1x pro Woche","1999","30-45","Ländlicher Raum","","","",""
"Min 1x pro Woche","1999","46-65","Städtischer Raum","","","",""
"Min 1x pro Woche","1999","46-65","Ländlicher Raum","","","",""
"Min 1x pro Woche","1999","66","Städtischer Raum","","","",""
"Min 1x pro Woche","1999","66","Ländlicher Raum","","","",""
"Min 1x pro Monat","1999","17-29","Städtischer Raum","","","",""
"Min 1x pro Monat","1999","17-29","Ländlicher Raum","","","",""
"Min 1x pro Monat","1999","30-45","Städtischer Raum","","","",""
"Min 1x pro Monat","1999","30-45","Ländlicher Raum","","","",""
"Min 1x pro Monat","1999","46-65","Städtischer Raum","","","",""
"Min 1x pro Monat","1999","46-65","Ländlicher Raum","","","",""
"Min 1x pro Monat","1999","66","Städtischer Raum","","","",""
"Min 1x pro Monat","1999","66","Ländlicher Raum","","","",""
"Seltener","1999","17-29","Städtischer Raum","","","",""
"Seltener","1999","17-29","Ländlicher Raum","","","",""
"Seltener","1999","30-45","Städtischer Raum","","","",""
"Seltener","1999","30-45","Ländlicher Raum","","","",""
"Seltener","1999","46-65","Städtischer Raum","","","",""
"Seltener","1999","46-65","Ländlicher Raum","","","",""
"Seltener","1999","66","Städtischer Raum","","","",""
"Seltener","1999","66","Ländlicher Raum","","","",""
"Nie","1999","17-29","Städtischer Raum","","","",""
"Nie","1999","17-29","Ländlicher Raum","","","",""
"Nie","1999","30-45","Städtischer Raum","","","",""
"Nie","1999","30-45","Ländlicher Raum","","","",""
"Nie","1999","46-65","Städtischer Raum","","","",""
"Nie","1999","46-65","Ländlicher Raum","","","",""
"Nie","1999","66","Städtischer Raum","","","",""
"Nie","1999","66","Ländlicher Raum","","","",""
"Täglich","2000","17-29","Städtischer Raum","","","",""
"Täglich","2000","17-29","Ländlicher Raum","","","",""
"Täglich","2000","30-45","Städtischer Raum","","","",""
"Täglich","2000","30-45","Ländlicher Raum","","","",""
"Täglich","2000","46-65","Städtischer Raum","","","",""
"Täglich","2000","46-65","Ländlicher Raum","","","",""
"Täglich","2000","66","Städtischer Raum","","","",""
"Täglich","2000","66","Ländlicher Raum","","","",""
"Min 1x pro Woche","2000","17-29","Städtischer Raum","","","",""
"Min 1x pro Woche","2000","17-29","Ländlicher Raum","","","",""
"Min 1x pro Woche","2000","30-45","Städtischer Raum","","","",""
