year,migback,sex,pli0081,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,Direct migration background,female,At least once per week,0.42081,652,1365,0.39461,0.44701
1995,Direct migration background,female,At least once per month,0.20944,252,1365,0.18785,0.23104
1995,Direct migration background,female,Seldom,0.18492,209,1365,0.16431,0.20552
1995,Direct migration background,female,Never,0.05542,82,1365,0.04328,0.06756
1995,Indirect migration background,male,At least once per week,0.34624,109,207,0.28127,0.41121
1995,Indirect migration background,male,At least once per month,0.24297,52,207,0.18440,0.30153
1995,Indirect migration background,male,Seldom,0.25463,46,207,0.19514,0.31412
1995,Indirect migration background,female,Daily,0.13252,37,238,0.08935,0.17568
1995,Indirect migration background,female,At least once per week,0.32916,112,238,0.26933,0.38899
1995,Indirect migration background,female,At least once per month,0.21423,51,238,0.16199,0.26647
1995,Indirect migration background,female,Seldom,0.25718,38,238,0.20154,0.31283
1998,No migration background,male,Daily,0.06143,334,5345,0.05499,0.06786
1998,No migration background,male,At least once per week,0.36389,1982,5345,0.35099,0.37679
1998,No migration background,male,At least once per month,0.34292,1861,5345,0.33020,0.35565
1998,No migration background,male,Seldom,0.21257,1091,5345,0.20160,0.22354
1998,No migration background,male,Never,0.01919,77,5345,0.01551,0.02287
1998,No migration background,female,Daily,0.08872,507,5832,0.08142,0.09601
1998,No migration background,female,At least once per week,0.41293,2447,5832,0.40029,0.42557
1998,No migration background,female,At least once per month,0.28556,1741,5832,0.27397,0.29715
1998,No migration background,female,Seldom,0.19572,1061,5832,0.18554,0.20591
1998,No migration background,female,Never,0.01707,76,5832,0.01374,0.02039
1998,Direct migration background,male,Daily,0.09413,148,1207,0.07765,0.11061
1998,Direct migration background,male,At least once per week,0.44503,588,1207,0.41698,0.47307
1998,Direct migration background,male,At least once per month,0.20157,228,1207,0.17893,0.22422
1998,Direct migration background,male,Seldom,0.21599,200,1207,0.19276,0.23921
1998,Direct migration background,male,Never,0.04328,43,1207,0.03180,0.05477
1998,Direct migration background,female,Daily,0.12169,173,1177,0.10301,0.14038
1998,Direct migration background,female,At least once per week,0.45432,574,1177,0.42586,0.48278
1998,Direct migration background,female,At least once per month,0.21583,217,1177,0.19231,0.23934
1998,Direct migration background,female,Seldom,0.17684,177,1177,0.15503,0.19865
1998,Direct migration background,female,Never,0.03132,36,1177,0.02136,0.04127
1998,Indirect migration background,male,Daily,0.14568,48,294,0.10528,0.18607
1998,Indirect migration background,male,At least once per week,0.37127,129,294,0.31594,0.42659
1998,Indirect migration background,male,At least once per month,0.22239,60,294,0.17477,0.27001
1998,Indirect migration background,male,Seldom,0.23499,57,294,0.18644,0.28354
1998,Indirect migration background,female,Daily,0.18476,64,284,0.13954,0.22998
1998,Indirect migration background,female,At least once per week,0.35721,111,284,0.30138,0.41304
1998,Indirect migration background,female,At least once per month,0.20270,58,284,0.15586,0.24954
1998,Indirect migration background,female,Seldom,0.24013,51,284,0.19036,0.28990
2003,No migration background,male,Daily,0.05676,481,8996,0.05198,0.06154
2003,No migration background,male,At least once per week,0.36264,3257,8996,0.35271,0.37258
2003,No migration background,male,At least once per month,0.33203,3098,8996,0.32230,0.34176
2003,No migration background,male,Seldom,0.22008,1964,8996,0.21152,0.22864
2003,No migration background,male,Never,0.02849,196,8996,0.02505,0.03193
2003,No migration background,female,Daily,0.08640,798,9667,0.08080,0.09201
2003,No migration background,female,At least once per week,0.40331,3874,9667,0.39353,0.41309
2003,No migration background,female,At least once per month,0.29226,2978,9667,0.28319,0.30132
2003,No migration background,female,Seldom,0.19142,1824,9667,0.18358,0.19927
2003,No migration background,female,Never,0.02661,193,9667,0.02340,0.02982
2003,Direct migration background,male,Daily,0.06601,103,1256,0.05228,0.07975
2003,Direct migration background,male,At least once per week,0.43526,578,1256,0.40783,0.46269
2003,Direct migration background,male,At least once per month,0.22583,281,1256,0.20269,0.24896
2003,Direct migration background,male,Seldom,0.20222,229,1256,0.18000,0.22444
2003,Direct migration background,male,Never,0.07068,65,1256,0.05650,0.08486
2003,Direct migration background,female,Daily,0.07573,135,1345,0.06159,0.08987
2003,Direct migration background,female,At least once per week,0.43564,624,1345,0.40913,0.46215
2003,Direct migration background,female,At least once per month,0.22754,292,1345,0.20512,0.24995
2003,Direct migration background,female,Seldom,0.20957,235,1345,0.18781,0.23133
2003,Direct migration background,female,Never,0.05152,59,1345,0.03971,0.06334
2003,Indirect migration background,male,At least once per week,0.44856,170,320,0.39398,0.50314
2003,Indirect migration background,male,At least once per month,0.18597,74,320,0.14328,0.22867
2003,Indirect migration background,male,Seldom,0.19771,76,320,0.15400,0.24141
2003,Indirect migration background,female,Daily,0.08790,46,404,0.06025,0.11554
2003,Indirect migration background,female,At least once per week,0.47076,212,404,0.42202,0.51949
2003,Indirect migration background,female,At least once per month,0.23450,84,404,0.19313,0.27586
2003,Indirect migration background,female,Seldom,0.18372,62,404,0.14591,0.22153
2008,No migration background,male,Daily,0.05993,488,7927,0.05471,0.06516
2008,No migration background,male,At least once per week,0.34507,2780,7927,0.33461,0.35554
2008,No migration background,male,At least once per month,0.32727,2640,7927,0.31694,0.33760
2008,No migration background,male,Seldom,0.23822,1838,7927,0.22884,0.24760
2008,No migration background,male,Never,0.02950,181,7927,0.02578,0.03323
2008,No migration background,female,Daily,0.09194,806,8649,0.08585,0.09803
2008,No migration background,female,At least once per week,0.38101,3342,8649,0.37077,0.39124
2008,No migration background,female,At least once per month,0.28842,2610,8649,0.27887,0.29796
2008,No migration background,female,Seldom,0.21547,1742,8649,0.20680,0.22413
2008,No migration background,female,Never,0.02317,149,8649,0.02000,0.02634
2008,Direct migration background,male,Daily,0.07859,81,877,0.06077,0.09641
2008,Direct migration background,male,At least once per week,0.40640,383,877,0.37388,0.43893
2008,Direct migration background,male,At least once per month,0.24253,212,877,0.21414,0.27091
2008,Direct migration background,male,Seldom,0.21224,161,877,0.18516,0.23931
2008,Direct migration background,male,Never,0.06024,40,877,0.04448,0.07600
2008,Direct migration background,female,Daily,0.08890,115,1022,0.07144,0.10636
2008,Direct migration background,female,At least once per week,0.46494,468,1022,0.43435,0.49554
2008,Direct migration background,female,At least once per month,0.23533,234,1022,0.20931,0.26135
2008,Direct migration background,female,Seldom,0.16910,172,1022,0.14611,0.19209
2008,Direct migration background,female,Never,0.04173,33,1022,0.02947,0.05400
2008,Indirect migration background,male,At least once per week,0.41754,171,331,0.36434,0.47075
2008,Indirect migration background,male,At least once per month,0.31448,99,331,0.26438,0.36458
2008,Indirect migration background,male,Seldom,0.19174,61,331,0.14926,0.23421
2008,Indirect migration background,female,Daily,0.11270,41,388,0.08119,0.14420
2008,Indirect migration background,female,At least once per week,0.44804,178,388,0.39850,0.49759
2008,Indirect migration background,female,At least once per month,0.21270,89,388,0.17193,0.25347
2008,Indirect migration background,female,Seldom,0.19849,80,388,0.15875,0.23823
2013,No migration background,male,Daily,0.06322,615,9782,0.05840,0.06804
2013,No migration background,male,At least once per week,0.33000,3433,9782,0.32068,0.33932
2013,No migration background,male,At least once per month,0.33056,3246,9782,0.32124,0.33988
2013,No migration background,male,Seldom,0.24283,2224,9782,0.23434,0.25133
2013,No migration background,male,Never,0.03338,264,9782,0.02982,0.03694
2013,No migration background,female,Daily,0.08917,1085,11722,0.08401,0.09433
2013,No migration background,female,At least once per week,0.38012,4614,11722,0.37133,0.38891
2013,No migration background,female,At least once per month,0.28937,3474,11722,0.28116,0.29758
2013,No migration background,female,Seldom,0.21487,2297,11722,0.20743,0.22231
2013,No migration background,female,Never,0.02647,252,11722,0.02356,0.02938
2013,Direct migration background,male,Daily,0.07158,94,1213,0.05707,0.08610
2013,Direct migration background,male,At least once per week,0.36729,498,1213,0.34015,0.39443
2013,Direct migration background,male,At least once per month,0.27342,314,1213,0.24832,0.29851
2013,Direct migration background,male,Seldom,0.21138,248,1213,0.18839,0.23436
2013,Direct migration background,male,Never,0.07633,59,1213,0.06138,0.09128
2013,Direct migration background,female,Daily,0.09066,142,1600,0.07659,0.10474
2013,Direct migration background,female,At least once per week,0.41997,677,1600,0.39578,0.44416
2013,Direct migration background,female,At least once per month,0.24506,372,1600,0.22398,0.26615
2013,Direct migration background,female,Seldom,0.19536,341,1600,0.17593,0.21480
2013,Direct migration background,female,Never,0.04894,68,1600,0.03836,0.05951
2013,Indirect migration background,male,Daily,0.05931,32,495,0.03848,0.08014
2013,Indirect migration background,male,At least once per week,0.31867,189,495,0.27758,0.35976
2013,Indirect migration background,male,At least once per month,0.35046,162,495,0.30839,0.39254
2013,Indirect migration background,male,Seldom,0.24527,112,495,0.20733,0.28322
2013,Indirect migration background,female,Daily,0.09421,68,582,0.07046,0.11796
2013,Indirect migration background,female,At least once per week,0.39963,253,582,0.35980,0.43946
2013,Indirect migration background,female,At least once per month,0.28913,153,582,0.25226,0.32599
2013,Indirect migration background,female,Seldom,0.18804,108,582,0.15626,0.21981
2019,No migration background,male,Daily,0.05592,564,9695,0.05134,0.06049
2019,No migration background,male,At least once per week,0.32197,3313,9695,0.31267,0.33127
2019,No migration background,male,At least once per month,0.32677,3200,9695,0.31744,0.33611
2019,No migration background,male,Seldom,0.25929,2302,9695,0.25056,0.26801
2019,No migration background,male,Never,0.03605,316,9695,0.03234,0.03976
2019,No migration background,female,Daily,0.07453,775,10358,0.06948,0.07959
2019,No migration background,female,At least once per week,0.38685,4064,10358,0.37747,0.39623
2019,No migration background,female,At least once per month,0.30672,3256,10358,0.29784,0.31560
2019,No migration background,female,Seldom,0.20224,2002,10358,0.19450,0.20997
2019,No migration background,female,Never,0.02966,261,10358,0.02639,0.03293
2019,Direct migration background,male,Daily,0.08324,146,1803,0.07048,0.09599
2019,Direct migration background,male,At least once per week,0.35588,653,1803,0.33377,0.37798
2019,Direct migration background,male,At least once per month,0.23177,425,1803,0.21228,0.25125
2019,Direct migration background,male,Seldom,0.27100,459,1803,0.25047,0.29152
2019,Direct migration background,male,Never,0.05812,120,1803,0.04732,0.06893
2019,Direct migration background,female,Daily,0.08365,181,2223,0.07214,0.09517
2019,Direct migration background,female,At least once per week,0.36375,780,2223,0.34375,0.38375
2019,Direct migration background,female,At least once per month,0.23213,532,2223,0.21458,0.24968
2019,Direct migration background,female,Seldom,0.25284,587,2223,0.23476,0.27091
2019,Direct migration background,female,Never,0.06763,143,2223,0.05719,0.07807
2019,Indirect migration background,male,Daily,0.05546,35,743,0.03899,0.07192
2019,Indirect migration background,male,At least once per week,0.40828,282,743,0.37291,0.44365
2019,Indirect migration background,male,At least once per month,0.23945,221,743,0.20874,0.27016
2019,Indirect migration background,male,Seldom,0.25575,174,743,0.22436,0.28715
2019,Indirect migration background,male,Never,0.04106,31,743,0.02678,0.05534
2019,Indirect migration background,female,Daily,0.08499,80,800,0.06565,0.10433
2019,Indirect migration background,female,At least once per week,0.42645,343,800,0.39216,0.46074
2019,Indirect migration background,female,At least once per month,0.29090,222,800,0.25941,0.32239
2019,Indirect migration background,female,Seldom,0.16652,155,800,0.14069,0.19235
2021,No migration background,male,Daily,0.07160,420,6208,0.06519,0.07802
2021,No migration background,male,At least once per week,0.40042,2470,6208,0.38823,0.41261
2021,No migration background,male,At least once per month,0.30787,1915,6208,0.29639,0.31936
2021,No migration background,male,Seldom,0.19409,1235,6208,0.18426,0.20393
2021,No migration background,male,Never,0.02601,168,6208,0.02205,0.02997
2021,No migration background,female,Daily,0.10293,629,6937,0.09578,0.11009
2021,No migration background,female,At least once per week,0.40455,2978,6937,0.39299,0.41610
2021,No migration background,female,At least once per month,0.26624,1868,6937,0.25584,0.27664
2021,No migration background,female,Seldom,0.19502,1282,6937,0.18570,0.20435
2021,No migration background,female,Never,0.03126,180,6937,0.02716,0.03536
2021,Direct migration background,male,Daily,0.05305,82,1425,0.04141,0.06470
2021,Direct migration background,male,At least once per week,0.34388,447,1425,0.31921,0.36855
2021,Direct migration background,male,At least once per month,0.24295,332,1425,0.22068,0.26523
2021,Direct migration background,male,Seldom,0.31776,448,1425,0.29358,0.34194
2021,Direct migration background,male,Never,0.04236,116,1425,0.03190,0.05282
2021,Direct migration background,female,Daily,0.11334,130,1676,0.09816,0.12852
2021,Direct migration background,female,At least once per week,0.33466,535,1676,0.31207,0.35726
2021,Direct migration background,female,At least once per month,0.25703,362,1676,0.23610,0.27796
2021,Direct migration background,female,Seldom,0.25209,532,1676,0.23129,0.27288
2021,Direct migration background,female,Never,0.04288,117,1676,0.03318,0.05258
2021,Indirect migration background,male,At least once per week,0.42435,175,406,0.37622,0.47249
2021,Indirect migration background,male,At least once per month,0.28486,129,406,0.24090,0.32882
2021,Indirect migration background,male,Seldom,0.21053,102,406,0.17082,0.25023
2021,Indirect migration background,female,Daily,0.08125,36,468,0.05647,0.10603
2021,Indirect migration background,female,At least once per week,0.42774,207,468,0.38286,0.47261
2021,Indirect migration background,female,At least once per month,0.27180,127,468,0.23145,0.31215
2021,Indirect migration background,female,Seldom,0.18463,98,468,0.14944,0.21982
