"pli0081","year","age_gr","n","percent","lower_confidence","upper_confidence","NA"
"Seltener","2005","66 +","","","","",""
"Nie","2005","17-34","","","","",""
"Nie","2005","35-65","","","","",""
"Nie","2005","66 +","","","","",""
"Taeglich","2006","17-34","","","","",""
"Taeglich","2006","35-65","","","","",""
"Taeglich","2006","66 +","","","","",""
"Min 1x pro Woche","2006","17-34","","","","",""
"Min 1x pro Woche","2006","35-65","","","","",""
"Min 1x pro Woche","2006","66 +","","","","",""
"Min 1x pro Monat","2006","17-34","","","","",""
"Min 1x pro Monat","2006","35-65","","","","",""
"Min 1x pro Monat","2006","66 +","","","","",""
"Seltener","2006","17-34","","","","",""
"Seltener","2006","35-65","","","","",""
"Seltener","2006","66 +","","","","",""
"Nie","2006","17-34","","","","",""
"Nie","2006","35-65","","","","",""
"Nie","2006","66 +","","","","",""
"Taeglich","2007","17-34","","","","",""
"Taeglich","2007","35-65","","","","",""
"Taeglich","2007","66 +","","","","",""
"Min 1x pro Woche","2007","17-34","","","","",""
"Min 1x pro Woche","2007","35-65","","","","",""
"Min 1x pro Woche","2007","66 +","","","","",""
"Min 1x pro Monat","2007","17-34","","","","",""
"Min 1x pro Monat","2007","35-65","","","","",""
"Min 1x pro Monat","2007","66 +","","","","",""
"Seltener","2007","17-34","","","","",""
"Seltener","2007","35-65","","","","",""
"Seltener","2007","66 +","","","","",""
"Nie","2007","17-34","","","","",""
"Nie","2007","35-65","","","","",""
"Nie","2007","66 +","","","","",""
"Taeglich","2008","17-34","365","0.0808720017189164","0.0727494673210688","0.088994536116764",""
"Taeglich","2008","35-65","760","0.066084490908693","0.0613620710111116","0.0708069108062743",""
"Taeglich","2008","66 +","430","0.100987570793658","0.0919553022303751","0.11001983935694",""
"Min 1x pro Woche","2008","17-34","1765","0.399982558227804","0.385387463121511","0.414577653334097",""
"Min 1x pro Woche","2008","35-65","3906","0.365935800495829","0.356779287877779","0.375092313113879",""
"Min 1x pro Woche","2008","66 +","1651","0.374770442281687","0.360259939938406","0.389280944624967",""
"Min 1x pro Monat","2008","17-34","1316","0.308008461741668","0.294254234958811","0.321762688524525",""
"Min 1x pro Monat","2008","35-65","3348","0.302390839743059","0.293660092111872","0.311121587374245",""
"Min 1x pro Monat","2008","66 +","1220","0.27199184839816","0.258652761653687","0.285330935142632",""
"Seltener","2008","17-34","822","0.193992786884925","0.18221220559937","0.205773368170479",""
"Seltener","2008","35-65","2397","0.237938419532073","0.229843950763005","0.246032888301142",""
"Seltener","2008","66 +","835","0.207657898256644","0.195498540821651","0.219817255691638",""
"Nie","2008","17-34","60","0.0171441914266874","0.0132768913394455","0.0210114915139293",""
"Nie","2008","35-65","220","0.0276504493203461","0.0245335459586396","0.0307673526820526",""
"Nie","2008","66 +","139","0.0445922402698514","0.0384048991618266","0.0507795813778761",""
"Taeglich","2009","17-34","","","","",""
"Taeglich","2009","35-65","","","","",""
"Taeglich","2009","66 +","","","","",""
"Min 1x pro Woche","2009","17-34","","","","",""
"Min 1x pro Woche","2009","35-65","","","","",""
"Min 1x pro Woche","2009","66 +","","","","",""
"Min 1x pro Monat","2009","17-34","","","","",""
"Min 1x pro Monat","2009","35-65","","","","",""
"Min 1x pro Monat","2009","66 +","","","","",""
"Seltener","2009","17-34","","","","",""
"Seltener","2009","35-65","","","","",""
"Seltener","2009","66 +","","","","",""
"Nie","2009","17-34","","","","",""
"Nie","2009","35-65","","","","",""
"Nie","2009","66 +","","","","",""
"Taeglich","2010","17-34","","","","",""
"Taeglich","2010","35-65","","","","",""
"Taeglich","2010","66 +","","","","",""
"Min 1x pro Woche","2010","17-34","","","","",""
"Min 1x pro Woche","2010","35-65","","","","",""
"Min 1x pro Woche","2010","66 +","","","","",""
"Min 1x pro Monat","2010","17-34","","","","",""
"Min 1x pro Monat","2010","35-65","","","","",""
"Min 1x pro Monat","2010","66 +","","","","",""
"Seltener","2010","17-34","","","","",""
"Seltener","2010","35-65","","","","",""
"Seltener","2010","66 +","","","","",""
"Nie","2010","17-34","","","","",""
"Nie","2010","35-65","","","","",""
"Nie","2010","66 +","","","","",""
"Taeglich","2011","17-34","","","","",""
"Taeglich","2011","35-65","","","","",""
"Taeglich","2011","66 +","","","","",""
"Min 1x pro Woche","2011","17-34","","","","",""
"Min 1x pro Woche","2011","35-65","","","","",""
"Min 1x pro Woche","2011","66 +","","","","",""
"Min 1x pro Monat","2011","17-34","","","","",""
"Min 1x pro Monat","2011","35-65","","","","",""
"Min 1x pro Monat","2011","66 +","","","","",""
"Seltener","2011","17-34","","","","",""
"Seltener","2011","35-65","","","","",""
"Seltener","2011","66 +","","","","",""
"Nie","2011","17-34","","","","",""
"Nie","2011","35-65","","","","",""
"Nie","2011","66 +","","","","",""
"Taeglich","2012","17-34","","","","",""
"Taeglich","2012","35-65","","","","",""
"Taeglich","2012","66 +","","","","",""
"Min 1x pro Woche","2012","17-34","","","","",""
"Min 1x pro Woche","2012","35-65","","","","",""
"Min 1x pro Woche","2012","66 +","","","","",""
"Min 1x pro Monat","2012","17-34","","","","",""
"Min 1x pro Monat","2012","35-65","","","","",""
"Min 1x pro Monat","2012","66 +","","","","",""
"Seltener","2012","17-34","","","","",""
"Seltener","2012","35-65","","","","",""
"Seltener","2012","66 +","","","","",""
"Nie","2012","17-34","","","","",""
"Nie","2012","35-65","","","","",""
"Nie","2012","66 +","","","","",""
"Taeglich","2013","17-34","522","0.0770791361572818","0.0700922720681403","0.0840660002464232",""
"Taeglich","2013","35-65","1086","0.0714953476483317","0.0673575109267036","0.0756331843699598",""
"Taeglich","2013","66 +","428","0.0873578918745567","0.0794752824938851","0.0952405012552283",""
"Min 1x pro Woche","2013","17-34","2250","0.382666639540509","0.369934487426794","0.395398791654224",""
"Min 1x pro Woche","2013","35-65","5593","0.349138309640907","0.341482598764563","0.35679402051725",""
"Min 1x pro Woche","2013","66 +","1821","0.363233342395744","0.349807186276818","0.376659498514669",""
"Min 1x pro Monat","2013","17-34","1705","0.322915220867392","0.310666311319744","0.33516413041504",""
"Min 1x pro Monat","2013","35-65","4586","0.31432085522837","0.306865137022225","0.321776573434514",""
"Min 1x pro Monat","2013","66 +","1430","0.272227284532356","0.2598012546889","0.284653314375813",""
"Seltener","2013","17-34","1029","0.202716236335362","0.192184926958835","0.213247545711889",""
"Seltener","2013","35-65","3235","0.229737553040496","0.222981737638364","0.236493368442629",""
"Seltener","2013","66 +","1066","0.235094526335986","0.223256104115624","0.246932948556348",""
"Nie","2013","17-34","92","0.0146227670994548","0.0114782954225938","0.0177672387763158",""
"Nie","2013","35-65","394","0.0353079344418954","0.0323439704360294","0.0382718984477614",""
"Nie","2013","66 +","184","0.0420869548613573","0.036481569463461","0.0476923402592537",""
"Taeglich","2014","17-34","","","","",""
"Taeglich","2014","35-65","","","","",""
"Taeglich","2014","66 +","","","","",""
"Min 1x pro Woche","2014","17-34","","","","",""
"Min 1x pro Woche","2014","35-65","","","","",""
"Min 1x pro Woche","2014","66 +","","","","",""
"Min 1x pro Monat","2014","17-34","","","","",""
"Min 1x pro Monat","2014","35-65","","","","",""
"Min 1x pro Monat","2014","66 +","","","","",""
"Seltener","2014","17-34","","","","",""
"Seltener","2014","35-65","","","","",""
"Seltener","2014","66 +","","","","",""
"Nie","2014","17-34","","","","",""
"Nie","2014","35-65","","","","",""
"Nie","2014","66 +","","","","",""
"Taeglich","2015","17-34","","","","",""
"Taeglich","2015","35-65","","","","",""
"Taeglich","2015","66 +","","","","",""
"Min 1x pro Woche","2015","17-34","","","","",""
"Min 1x pro Woche","2015","35-65","","","","",""
"Min 1x pro Woche","2015","66 +","","","","",""
"Min 1x pro Monat","2015","17-34","","","","",""
"Min 1x pro Monat","2015","35-65","","","","",""
"Min 1x pro Monat","2015","66 +","","","","",""
"Seltener","2015","17-34","","","","",""
"Seltener","2015","35-65","","","","",""
"Seltener","2015","66 +","","","","",""
"Nie","2015","17-34","","","","",""
"Nie","2015","35-65","","","","",""
"Nie","2015","66 +","","","","",""
"Taeglich","2016","17-34","","","","",""
"Taeglich","2016","35-65","","","","",""
"Taeglich","2016","66 +","","","","",""
"Min 1x pro Woche","2016","17-34","","","","",""
"Min 1x pro Woche","2016","35-65","","","","",""
"Min 1x pro Woche","2016","66 +","","","","",""
"Min 1x pro Monat","2016","17-34","","","","",""
"Min 1x pro Monat","2016","35-65","","","","",""
"Min 1x pro Monat","2016","66 +","","","","",""
"Seltener","2016","17-34","","","","",""
"Seltener","2016","35-65","","","","",""
"Seltener","2016","66 +","","","","",""
"Nie","2016","17-34","","","","",""
"Nie","2016","35-65","","","","",""
"Nie","2016","66 +","","","","",""
"Taeglich","2017","17-34","","","","",""
"Taeglich","2017","35-65","","","","",""
"Taeglich","2017","66 +","","","","",""
"Min 1x pro Woche","2017","17-34","","","","",""
"Min 1x pro Woche","2017","35-65","","","","",""
"Min 1x pro Woche","2017","66 +","","","","",""
"Min 1x pro Monat","2017","17-34","","","","",""
"Min 1x pro Monat","2017","35-65","","","","",""
"Min 1x pro Monat","2017","66 +","","","","",""
"Seltener","2017","17-34","","","","",""
"Seltener","2017","35-65","","","","",""
"Seltener","2017","66 +","","","","",""
"Nie","2017","17-34","","","","",""
"Nie","2017","35-65","","","","",""
"Nie","2017","66 +","","","","",""
"Taeglich","2018","17-34","","","","",""
"Taeglich","2018","35-65","","","","",""
"Taeglich","2018","66 +","","","","",""
"Min 1x pro Woche","2018","17-34","","","","",""
"Min 1x pro Woche","2018","35-65","","","","",""
"Min 1x pro Woche","2018","66 +","","","","",""
"Min 1x pro Monat","2018","17-34","","","","",""
"Min 1x pro Monat","2018","35-65","","","","",""
"Min 1x pro Monat","2018","66 +","","","","",""
"Seltener","2018","17-34","","","","",""
"Seltener","2018","35-65","","","","",""
"Seltener","2018","66 +","","","","",""
"Nie","2018","17-34","","","","",""
"Nie","2018","35-65","","","","",""
"Nie","2018","66 +","","","","",""
"Taeglich","2019","17-34","384","0.0705088538119646","0.0636915424556128","0.0773261651683164",""
"Taeglich","2019","35-65","1001","0.0610254873781048","0.0572105893863748","0.0648403853698349",""
"Taeglich","2019","66 +","403","0.0817278355113853","0.0742912266969692","0.0891644443258013",""
"Min 1x pro Woche","2019","17-34","2044","0.376846653231151","0.36394193666049","0.389751369801812",""
"Min 1x pro Woche","2019","35-65","5513","0.353248344845593","0.34563090134696","0.360865788344227",""
"Min 1x pro Woche","2019","66 +","1907","0.353850139073171","0.340869964259653","0.36683031388669",""
"Min 1x pro Monat","2019","17-34","1675","0.313077763650047","0.300728286461099","0.325427240838994",""
"Min 1x pro Monat","2019","35-65","4696","0.30990534339392","0.302535313254215","0.317275373533624",""
"Min 1x pro Monat","2019","66 +","1518","0.272214562820477","0.260131929753535","0.284297195887419",""
"Seltener","2019","17-34","1141","0.211503136632367","0.200628191750635","0.222378081514099",""
"Seltener","2019","35-65","3397","0.239115205264602","0.232317482494512","0.245912928034692",""
"Seltener","2019","66 +","1172","0.244969151020687","0.23329454387663","0.256643758164743",""
"Nie","2019","17-34","173","0.0280635926744708","0.0236655520907883","0.0324616332581532",""
"Nie","2019","35-65","518","0.0367056191177798","0.033708898956367","0.0397023392791926",""
"Nie","2019","66 +","213","0.0472383115742794","0.0414793583058382","0.0529972648427207",""
