year,migback,regtyp,pli0081,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,No migration background,Urban regions,Seldom,0.22066,1250,5967,0.21014,0.23118
1995,No migration background,Urban regions,Never,0.02449,120,5967,0.02057,0.02841
1995,No migration background,Rural regions,Daily,0.07694,294,3976,0.06866,0.08523
1995,No migration background,Rural regions,At least once per week,0.38241,1522,3976,0.36730,0.39752
1995,No migration background,Rural regions,At least once per month,0.31662,1293,3976,0.30216,0.33108
1995,No migration background,Rural regions,Seldom,0.20543,796,3976,0.19287,0.21799
1995,No migration background,Rural regions,Never,0.01860,71,3976,0.01440,0.02280
1995,Direct migration background,Urban regions,Daily,0.11077,274,2299,0.09794,0.12360
1995,Direct migration background,Urban regions,At least once per week,0.40410,1072,2299,0.38404,0.42416
1995,Direct migration background,Urban regions,At least once per month,0.22322,447,2299,0.20620,0.24025
1995,Direct migration background,Urban regions,Seldom,0.19568,364,2299,0.17946,0.21190
1995,Direct migration background,Urban regions,Never,0.06623,142,2299,0.05606,0.07639
1995,Direct migration background,Rural regions,Daily,0.09081,46,469,0.06478,0.11685
1995,Direct migration background,Rural regions,At least once per week,0.41129,210,469,0.36671,0.45587
1995,Direct migration background,Rural regions,At least once per month,0.24330,107,469,0.20443,0.28218
1995,Direct migration background,Rural regions,Seldom,0.19757,75,469,0.16150,0.23365
1995,Direct migration background,Rural regions,Never,0.05702,31,469,0.03601,0.07803
1995,Indirect migration background,Urban regions,Daily,0.09079,51,394,0.06239,0.11920
1995,Indirect migration background,Urban regions,At least once per week,0.30421,185,394,0.25872,0.34970
1995,Indirect migration background,Urban regions,At least once per month,0.25174,89,394,0.20883,0.29465
1995,Indirect migration background,Urban regions,Seldom,0.25943,69,394,0.21610,0.30277
1995,Indirect migration background,Rural regions,At least once per week,0.51287,36,36,0.34728,0.67847
1998,No migration background,Urban regions,Daily,0.07310,488,6750,0.06689,0.07931
1998,No migration background,Urban regions,At least once per week,0.38931,2688,6750,0.37768,0.40095
1998,No migration background,Urban regions,At least once per month,0.30889,2145,6750,0.29787,0.31992
1998,No migration background,Urban regions,Seldom,0.20890,1325,6750,0.19921,0.21860
1998,No migration background,Urban regions,Never,0.01979,104,6750,0.01647,0.02312
1998,No migration background,Rural regions,Daily,0.08056,353,4427,0.07254,0.08858
1998,No migration background,Rural regions,At least once per week,0.38958,1741,4427,0.37522,0.40395
1998,No migration background,Rural regions,At least once per month,0.32126,1457,4427,0.30750,0.33502
1998,No migration background,Rural regions,Seldom,0.19384,827,4427,0.18220,0.20549
1998,No migration background,Rural regions,Never,0.01475,49,4427,0.01120,0.01830
1998,Direct migration background,Urban regions,Daily,0.11299,286,1974,0.09902,0.12696
1998,Direct migration background,Urban regions,At least once per week,0.45701,967,1974,0.43503,0.47899
1998,Direct migration background,Urban regions,At least once per month,0.19512,347,1974,0.17763,0.21261
1998,Direct migration background,Urban regions,Seldom,0.19666,303,1974,0.17912,0.21420
1998,Direct migration background,Urban regions,Never,0.03822,71,1974,0.02976,0.04668
1998,Direct migration background,Rural regions,Daily,0.08425,35,402,0.05706,0.11143
1998,Direct migration background,Rural regions,At least once per week,0.41623,195,402,0.36798,0.46448
1998,Direct migration background,Rural regions,At least once per month,0.26990,98,402,0.22645,0.31335
1998,Direct migration background,Rural regions,Seldom,0.19623,74,402,0.15736,0.23510
1998,Indirect migration background,Urban regions,Daily,0.16849,97,486,0.13517,0.20180
1998,Indirect migration background,Urban regions,At least once per week,0.35126,203,486,0.30878,0.39375
1998,Indirect migration background,Urban regions,At least once per month,0.21752,100,486,0.18080,0.25423
1998,Indirect migration background,Urban regions,Seldom,0.23837,86,486,0.20045,0.27629
1998,Indirect migration background,Rural regions,At least once per week,0.43829,37,37,0.27621,0.60038
2003,No migration background,Urban regions,Daily,0.06894,770,11846,0.06438,0.07350
2003,No migration background,Urban regions,At least once per week,0.38047,4479,11846,0.37172,0.38921
2003,No migration background,Urban regions,At least once per month,0.31134,3877,11846,0.30301,0.31968
2003,No migration background,Urban regions,Seldom,0.20754,2438,11846,0.20024,0.21485
2003,No migration background,Urban regions,Never,0.03171,282,11846,0.02855,0.03486
2003,No migration background,Rural regions,Daily,0.07783,509,6817,0.07147,0.08419
2003,No migration background,Rural regions,At least once per week,0.38942,2652,6817,0.37784,0.40100
2003,No migration background,Rural regions,At least once per month,0.31202,2199,6817,0.30102,0.32302
2003,No migration background,Rural regions,Seldom,0.20117,1350,6817,0.19165,0.21068
2003,No migration background,Rural regions,Never,0.01957,107,6817,0.01628,0.02285
2003,Direct migration background,Urban regions,Daily,0.06448,192,2147,0.05409,0.07487
2003,Direct migration background,Urban regions,At least once per week,0.44875,1016,2147,0.42771,0.46979
2003,Direct migration background,Urban regions,At least once per month,0.21583,457,2147,0.19843,0.23324
2003,Direct migration background,Urban regions,Seldom,0.20813,378,2147,0.19095,0.22530
2003,Direct migration background,Urban regions,Never,0.06281,104,2147,0.05255,0.07308
2003,Direct migration background,Rural regions,Daily,0.10095,46,434,0.07257,0.12932
2003,Direct migration background,Rural regions,At least once per week,0.37452,186,434,0.32893,0.42011
2003,Direct migration background,Rural regions,At least once per month,0.27653,116,434,0.23440,0.31866
2003,Direct migration background,Rural regions,Seldom,0.19625,86,434,0.15885,0.23366
2003,Indirect migration background,Urban regions,Daily,0.08351,66,657,0.06234,0.10468
2003,Indirect migration background,Urban regions,At least once per week,0.46882,342,657,0.43064,0.50701
2003,Indirect migration background,Urban regions,At least once per month,0.21487,136,657,0.18344,0.24631
2003,Indirect migration background,Urban regions,Seldom,0.17988,113,657,0.15049,0.20927
2003,Indirect migration background,Rural regions,At least once per week,0.40364,40,40,0.24966,0.55762
2008,No migration background,Urban regions,Daily,0.07452,774,10448,0.06948,0.07955
2008,No migration background,Urban regions,At least once per week,0.35291,3767,10448,0.34374,0.36207
2008,No migration background,Urban regions,At least once per month,0.30582,3347,10448,0.29698,0.31465
2008,No migration background,Urban regions,Seldom,0.23757,2343,10448,0.22941,0.24574
2008,No migration background,Urban regions,Never,0.02919,217,10448,0.02596,0.03241
2008,No migration background,Rural regions,Daily,0.07982,520,6128,0.07303,0.08661
2008,No migration background,Rural regions,At least once per week,0.38349,2355,6128,0.37132,0.39567
2008,No migration background,Rural regions,At least once per month,0.31020,1903,6128,0.29862,0.32178
2008,No migration background,Rural regions,Seldom,0.20576,1237,6128,0.19564,0.21588
2008,No migration background,Rural regions,Never,0.02073,113,6128,0.01716,0.02429
2008,Direct migration background,Urban regions,Daily,0.08665,158,1551,0.07264,0.10065
2008,Direct migration background,Urban regions,At least once per week,0.44619,712,1551,0.42144,0.47093
2008,Direct migration background,Urban regions,At least once per month,0.22756,353,1551,0.20668,0.24843
2008,Direct migration background,Urban regions,Seldom,0.18774,273,1551,0.16830,0.20719
2008,Direct migration background,Urban regions,Never,0.05187,55,1551,0.04083,0.06291
2008,Direct migration background,Rural regions,Daily,0.07293,38,330,0.04483,0.10103
2008,Direct migration background,Rural regions,At least once per week,0.39903,139,330,0.34611,0.45194
2008,Direct migration background,Rural regions,At least once per month,0.28535,93,330,0.23655,0.33415
2008,Direct migration background,Rural regions,Seldom,0.19760,60,330,0.15458,0.24063
2008,Indirect migration background,Urban regions,Daily,0.08216,53,636,0.06080,0.10352
2008,Indirect migration background,Urban regions,At least once per week,0.44079,309,636,0.40217,0.47940
2008,Indirect migration background,Urban regions,At least once per month,0.26348,159,636,0.22922,0.29774
2008,Indirect migration background,Urban regions,Seldom,0.19217,115,636,0.16152,0.22281
2008,Indirect migration background,Rural regions,At least once per week,0.39252,40,40,0.23926,0.54578
2013,No migration background,Urban regions,Daily,0.06936,928,13162,0.06502,0.07370
2013,No migration background,Urban regions,At least once per week,0.35002,4863,13162,0.34187,0.35817
2013,No migration background,Urban regions,At least once per month,0.30899,4175,13162,0.30110,0.31689
2013,No migration background,Urban regions,Seldom,0.24003,2867,13162,0.23273,0.24733
2013,No migration background,Urban regions,Never,0.03160,329,13162,0.02861,0.03459
2013,No migration background,Rural regions,Daily,0.08971,772,8342,0.08357,0.09584
2013,No migration background,Rural regions,At least once per week,0.36639,3184,8342,0.35605,0.37673
2013,No migration background,Rural regions,At least once per month,0.30990,2545,8342,0.29998,0.31983
2013,No migration background,Rural regions,Seldom,0.20740,1654,8342,0.19870,0.21611
2013,No migration background,Rural regions,Never,0.02660,187,8342,0.02314,0.03005
2013,Direct migration background,Urban regions,Daily,0.09050,184,2115,0.07827,0.10273
2013,Direct migration background,Urban regions,At least once per week,0.39693,884,2115,0.37607,0.41778
2013,Direct migration background,Urban regions,At least once per month,0.25459,519,2115,0.23602,0.27316
2013,Direct migration background,Urban regions,Seldom,0.20071,431,2115,0.18364,0.21779
2013,Direct migration background,Urban regions,Never,0.05727,97,2115,0.04737,0.06718
2013,Direct migration background,Rural regions,Daily,0.05106,52,668,0.03436,0.06777
2013,Direct migration background,Rural regions,At least once per week,0.38945,291,668,0.35245,0.42646
2013,Direct migration background,Rural regions,At least once per month,0.27154,167,668,0.23779,0.30530
2013,Direct migration background,Rural regions,Seldom,0.21041,158,668,0.17948,0.24135
2013,Indirect migration background,Urban regions,Daily,0.08727,82,873,0.06854,0.10601
2013,Indirect migration background,Urban regions,At least once per week,0.31815,352,873,0.28724,0.34906
2013,Indirect migration background,Urban regions,At least once per month,0.33937,261,873,0.30794,0.37080
2013,Indirect migration background,Urban regions,Seldom,0.23061,178,873,0.20265,0.25856
2013,Indirect migration background,Rural regions,At least once per week,0.51225,90,186,0.44022,0.58428
2013,Indirect migration background,Rural regions,At least once per month,0.24742,54,186,0.18523,0.30960
2013,Indirect migration background,Rural regions,Seldom,0.16550,42,186,0.11195,0.21905
2019,No migration background,No answer / don't know,At least once per week,0.24631,128,460,0.20689,0.28572
2019,No migration background,No answer / don't know,At least once per month,0.31044,142,460,0.26811,0.35277
2019,No migration background,No answer / don't know,Seldom,0.30086,152,460,0.25891,0.34282
2019,No migration background,No answer / don't know,Never,0.07812,38,460,0.05357,0.10267
2019,No migration background,Urban regions,Daily,0.05883,731,12143,0.05464,0.06301
2019,No migration background,Urban regions,At least once per week,0.34179,4385,12143,0.33336,0.35023
2019,No migration background,Urban regions,At least once per month,0.32758,4013,12143,0.31923,0.33593
2019,No migration background,Urban regions,Seldom,0.23558,2647,12143,0.22803,0.24313
2019,No migration background,Urban regions,Never,0.03621,367,12143,0.03289,0.03954
2019,No migration background,Rural regions,Daily,0.07784,584,7432,0.07175,0.08393
2019,No migration background,Rural regions,At least once per week,0.38558,2864,7432,0.37451,0.39665
2019,No migration background,Rural regions,At least once per month,0.29617,2303,7432,0.28579,0.30655
2019,No migration background,Rural regions,Seldom,0.21652,1509,7432,0.20716,0.22589
2019,No migration background,Rural regions,Never,0.02389,172,7432,0.02042,0.02736
2019,Direct migration background,Urban regions,Daily,0.08360,235,2964,0.07363,0.09356
2019,Direct migration background,Urban regions,At least once per week,0.35989,1051,2964,0.34260,0.37717
2019,Direct migration background,Urban regions,At least once per month,0.23794,709,2964,0.22261,0.25327
2019,Direct migration background,Urban regions,Seldom,0.25846,786,2964,0.24270,0.27423
2019,Direct migration background,Urban regions,Never,0.06011,183,2964,0.05155,0.06867
2019,Direct migration background,Rural regions,Daily,0.08597,92,1030,0.06884,0.10309
2019,Direct migration background,Rural regions,At least once per week,0.36517,376,1030,0.33576,0.39459
2019,Direct migration background,Rural regions,At least once per month,0.20960,241,1030,0.18473,0.23447
2019,Direct migration background,Rural regions,Seldom,0.26975,244,1030,0.24263,0.29687
2019,Direct migration background,Rural regions,Never,0.06951,77,1030,0.05397,0.08505
2019,Indirect migration background,Urban regions,Daily,0.05630,85,1242,0.04347,0.06912
2019,Indirect migration background,Urban regions,At least once per week,0.44559,514,1242,0.41794,0.47325
2019,Indirect migration background,Urban regions,At least once per month,0.25611,346,1242,0.23182,0.28039
2019,Indirect migration background,Urban regions,Seldom,0.20557,252,1242,0.18308,0.22805
2019,Indirect migration background,Urban regions,Never,0.03643,45,1242,0.02601,0.04686
2019,Indirect migration background,Rural regions,At least once per week,0.28056,104,251,0.22487,0.33626
2019,Indirect migration background,Rural regions,At least once per month,0.31571,90,251,0.25810,0.37333
2019,Indirect migration background,Rural regions,Seldom,0.21502,57,251,0.16409,0.26594
2021,No migration background,Urban regions,Daily,0.07408,569,8306,0.06845,0.07971
2021,No migration background,Urban regions,At least once per week,0.39167,3331,8306,0.38117,0.40216
2021,No migration background,Urban regions,At least once per month,0.29935,2486,8306,0.28950,0.30920
2021,No migration background,Urban regions,Seldom,0.20089,1663,8306,0.19228,0.20951
2021,No migration background,Urban regions,Never,0.03401,257,8306,0.03011,0.03791
2021,No migration background,Rural regions,Daily,0.11251,480,4845,0.10362,0.12141
2021,No migration background,Rural regions,At least once per week,0.42167,2116,4845,0.40777,0.43558
2021,No migration background,Rural regions,At least once per month,0.26397,1300,4845,0.25156,0.27639
2021,No migration background,Rural regions,Seldom,0.18306,858,4845,0.17217,0.19395
2021,No migration background,Rural regions,Never,0.01878,91,4845,0.01496,0.02260
2021,Direct migration background,Urban regions,Daily,0.07796,130,2357,0.06713,0.08879
2021,Direct migration background,Urban regions,At least once per week,0.35634,753,2357,0.33700,0.37568
2021,Direct migration background,Urban regions,At least once per month,0.23764,517,2357,0.22045,0.25483
2021,Direct migration background,Urban regions,Seldom,0.28422,759,2357,0.26601,0.30244
2021,Direct migration background,Urban regions,Never,0.04383,198,2357,0.03557,0.05210
2021,Direct migration background,Rural regions,Daily,0.10863,82,744,0.08625,0.13100
2021,Direct migration background,Rural regions,At least once per week,0.27798,229,744,0.24576,0.31019
2021,Direct migration background,Rural regions,At least once per month,0.29518,177,744,0.26238,0.32798
2021,Direct migration background,Rural regions,Seldom,0.27983,221,744,0.24755,0.31211
2021,Direct migration background,Rural regions,Never,0.03839,35,744,0.02458,0.05221
2021,Indirect migration background,Urban regions,Daily,0.06724,48,716,0.04888,0.08559
2021,Indirect migration background,Urban regions,At least once per week,0.42567,313,716,0.38942,0.46191
2021,Indirect migration background,Urban regions,At least once per month,0.28197,199,716,0.24899,0.31495
2021,Indirect migration background,Urban regions,Seldom,0.19522,156,716,0.16616,0.22427
2021,Indirect migration background,Rural regions,At least once per week,0.42801,69,170,0.35341,0.50261
2021,Indirect migration background,Rural regions,At least once per month,0.25863,57,170,0.19261,0.32464
2021,Indirect migration background,Rural regions,Seldom,0.21179,44,170,0.15019,0.27339
