year,regtyp,sampreg,plh0244,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Urban regions,East,More pessimistic than optimistic,0.27342,475,1531,0.25108,0.29575
2009,Urban regions,East,Pessimistic,0.06027,92,1531,0.04834,0.07219
2009,Rural regions,West,Optimistic,0.15958,593,3269,0.14702,0.17214
2009,Rural regions,West,More optimistic than pessimistic,0.37510,1600,3269,0.35850,0.39170
2009,Rural regions,West,More pessimistic than optimistic,0.24508,913,3269,0.23033,0.25982
2009,Rural regions,West,Pessimistic,0.05413,163,3269,0.04637,0.06189
2009,Rural regions,East,Optimistic,0.09709,362,3006,0.08650,0.10768
2009,Rural regions,East,More optimistic than pessimistic,0.37071,1326,3006,0.35344,0.38798
2009,Rural regions,East,More pessimistic than optimistic,0.32267,1074,3006,0.30596,0.33939
2009,Rural regions,East,Pessimistic,0.06925,244,3006,0.06017,0.07833
2014,Urban regions,West,Optimistic,0.25287,4935,15617,0.24606,0.25969
2014,Urban regions,West,More optimistic than pessimistic,0.42590,8058,15617,0.41814,0.43365
2014,Urban regions,West,More pessimistic than optimistic,0.13099,2267,15617,0.12570,0.13629
2014,Urban regions,West,Pessimistic,0.02006,357,15617,0.01786,0.02226
2014,Urban regions,East,Optimistic,0.22586,532,1928,0.20719,0.24453
2014,Urban regions,East,More optimistic than pessimistic,0.43339,1007,1928,0.41126,0.45551
2014,Urban regions,East,More pessimistic than optimistic,0.16543,328,1928,0.14884,0.18202
2014,Urban regions,East,Pessimistic,0.03021,61,1928,0.02257,0.03785
2014,Rural regions,West,Optimistic,0.26005,1915,5727,0.24868,0.27141
2014,Rural regions,West,More optimistic than pessimistic,0.43451,2910,5727,0.42167,0.44735
2014,Rural regions,West,More pessimistic than optimistic,0.12218,760,5727,0.11369,0.13066
2014,Rural regions,West,Pessimistic,0.02378,142,5727,0.01984,0.02773
2014,Rural regions,East,Optimistic,0.20590,956,3625,0.19273,0.21906
2014,Rural regions,East,More optimistic than pessimistic,0.43015,1834,3625,0.41403,0.44627
2014,Rural regions,East,More pessimistic than optimistic,0.17622,675,3625,0.16382,0.18863
2014,Rural regions,East,Pessimistic,0.04153,160,3625,0.03503,0.04803
2019,Urban regions,West,Optimistic,0.22466,4149,14359,0.21784,0.23149
2019,Urban regions,West,More optimistic than pessimistic,0.42726,7550,14359,0.41917,0.43535
2019,Urban regions,West,More pessimistic than optimistic,0.14381,2305,14359,0.13807,0.14955
2019,Urban regions,West,Pessimistic,0.02451,355,14359,0.02198,0.02704
2019,Urban regions,East,Optimistic,0.20489,487,1882,0.18665,0.22313
2019,Urban regions,East,More optimistic than pessimistic,0.43563,965,1882,0.41322,0.45804
2019,Urban regions,East,More pessimistic than optimistic,0.17586,377,1882,0.15865,0.19306
2019,Urban regions,East,Pessimistic,0.03036,53,1882,0.02261,0.03812
2019,Rural regions,West,Optimistic,0.22542,1592,5160,0.21402,0.23683
2019,Rural regions,West,More optimistic than pessimistic,0.44121,2648,5160,0.42766,0.45476
2019,Rural regions,West,More pessimistic than optimistic,0.13457,782,5160,0.12526,0.14389
2019,Rural regions,West,Pessimistic,0.02477,138,5160,0.02053,0.02901
2019,Rural regions,East,Optimistic,0.18283,884,3544,0.17011,0.19556
2019,Rural regions,East,More optimistic than pessimistic,0.41547,1771,3544,0.39925,0.43170
2019,Rural regions,East,More pessimistic than optimistic,0.19239,751,3544,0.17942,0.20537
2019,Rural regions,East,Pessimistic,0.03666,138,3544,0.03047,0.04285
