,Unnamed: 0,year,bula_h,sampreg,plh0244,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
211,211,2014,Mecklenburg-Western Pomerania,East,More pessimistic than optimistic,0.17059,82,26788,0.13664,0.2122
212,212,2014,Saxony,East,Optimistic,0.27345,441,26788,0.24125,0.29846
213,213,2014,Saxony,East,More optimistic than pessimistic,0.4956,836,26788,0.45422,0.53596
214,214,2014,Saxony,East,More pessimistic than optimistic,0.2078,292,26788,0.18303,0.23155
215,215,2014,Saxony,East,Pessimistic,0.02316,40,26788,0.01629,0.03042
216,216,2014,Saxony-Anhalt,East,Optimistic,0.2655,316,26788,0.23867,0.299
217,217,2014,Saxony-Anhalt,East,More optimistic than pessimistic,0.4753,430,26788,0.43853,0.53413
218,218,2014,Saxony-Anhalt,East,More pessimistic than optimistic,0.1959,175,26788,0.17235,0.22364
219,219,2014,Saxony-Anhalt,East,Pessimistic,0.0633,42,26788,0.04028,0.08706
220,220,2014,Thuringa,East,Optimistic,0.26478,250,26788,0.2308,0.31064
221,221,2014,Thuringa,East,More optimistic than pessimistic,0.47917,521,26788,0.43118,0.5201
222,222,2014,Thuringa,East,More pessimistic than optimistic,0.22228,187,26788,0.193,0.25789
223,223,2014,Thuringa,East,Pessimistic,0.03376,32,26788,0.02396,0.04753
224,224,2019,Schleswig-Holstein,West,Optimistic,0.2916,325,25333,0.25164,0.33251
225,225,2019,Schleswig-Holstein,West,More optimistic than pessimistic,0.57948,473,25333,0.52166,0.64972
226,226,2019,Schleswig-Holstein,West,More pessimistic than optimistic,0.12892,131,25333,0.10877,0.14892
227,227,2019,Hamburg,West,Optimistic,0.26805,166,25333,0.21457,0.33309
228,228,2019,Hamburg,West,More optimistic than pessimistic,0.57142,267,25333,0.4998,0.64857
229,229,2019,Hamburg,West,More pessimistic than optimistic,0.16053,78,25333,0.11643,0.21163
230,230,2019,Lower Saxony,West,Optimistic,0.30743,819,25333,0.28281,0.33253
231,231,2019,Lower Saxony,West,More optimistic than pessimistic,0.5113,1256,25333,0.47774,0.54714
232,232,2019,Lower Saxony,West,More pessimistic than optimistic,0.14794,331,25333,0.12989,0.1644
233,233,2019,Lower Saxony,West,Pessimistic,0.03333,66,25333,0.02553,0.04239
234,234,2019,Bremen,West,Optimistic,0.26136,67,25333,0.21057,0.32696
235,235,2019,Bremen,West,More optimistic than pessimistic,0.52201,102,25333,0.3924,0.64842
236,236,2019,Bremen,West,More pessimistic than optimistic,0.21663,42,25333,0.15246,0.31496
237,237,2019,North Rhine-Westphalia,West,Optimistic,0.28596,1620,25333,0.26858,0.3042
238,238,2019,North Rhine-Westphalia,West,More optimistic than pessimistic,0.5104,2745,25333,0.48067,0.5311
239,239,2019,North Rhine-Westphalia,West,More pessimistic than optimistic,0.16939,837,25333,0.15569,0.18168
240,240,2019,North Rhine-Westphalia,West,Pessimistic,0.03425,150,25333,0.02829,0.04036
241,241,2019,Hesse,West,Optimistic,0.28011,465,25333,0.25129,0.3052
242,242,2019,Hesse,West,More optimistic than pessimistic,0.5065,909,25333,0.46467,0.55712
243,243,2019,Hesse,West,More pessimistic than optimistic,0.18553,293,25333,0.1598,0.2117
244,244,2019,Hesse,West,Pessimistic,0.02786,34,25333,0.01924,0.03624
245,245,2019,"Rhineland-Palatinate, Saarland",West,Optimistic,0.24455,405,25333,0.21279,0.2713
246,246,2019,"Rhineland-Palatinate, Saarland",West,More optimistic than pessimistic,0.54769,770,25333,0.50385,0.59784
247,247,2019,"Rhineland-Palatinate, Saarland",West,More pessimistic than optimistic,0.18082,240,25333,0.1572,0.20345
248,248,2019,"Rhineland-Palatinate, Saarland",West,Pessimistic,0.02694,33,25333,0.01749,0.03834
249,249,2019,Baden-Wuerttemberg,West,Optimistic,0.26238,768,25333,0.24084,0.28248
250,250,2019,Baden-Wuerttemberg,West,More optimistic than pessimistic,0.52351,1484,25333,0.49071,0.55849
251,251,2019,Baden-Wuerttemberg,West,More pessimistic than optimistic,0.1861,459,25333,0.16645,0.20608
252,252,2019,Baden-Wuerttemberg,West,Pessimistic,0.02801,67,25333,0.02102,0.03507
253,253,2019,Bavaria,West,Optimistic,0.26031,1075,25333,0.23822,0.28592
254,254,2019,Bavaria,West,More optimistic than pessimistic,0.53237,2073,25333,0.5018,0.56137
255,255,2019,Bavaria,West,More pessimistic than optimistic,0.1791,662,25333,0.16203,0.19565
256,256,2019,Bavaria,West,Pessimistic,0.02821,99,25333,0.02206,0.03513
257,257,2019,Berlin,West,Optimistic,0.25026,138,25333,0.20831,0.30796
258,258,2019,Berlin,West,More optimistic than pessimistic,0.54115,313,25333,0.4754,0.60687
259,259,2019,Berlin,West,More pessimistic than optimistic,0.20859,102,25333,0.17386,0.24958
260,260,2019,Berlin,East,Optimistic,0.22234,82,25333,0.17772,0.27586
261,261,2019,Berlin,East,More optimistic than pessimistic,0.52575,188,25333,0.4314,0.61835
262,262,2019,Berlin,East,More pessimistic than optimistic,0.25191,88,25333,0.20031,0.30502
263,263,2019,Brandenburg,East,Optimistic,0.23812,289,25333,0.21117,0.27133
264,264,2019,Brandenburg,East,More optimistic than pessimistic,0.52423,547,25333,0.46939,0.57977
265,265,2019,Brandenburg,East,More pessimistic than optimistic,0.20934,230,25333,0.17677,0.24653
266,266,2019,Brandenburg,East,Pessimistic,0.02832,36,25333,0.01974,0.04215
267,267,2019,Mecklenburg-Western Pomerania,East,Optimistic,0.24991,179,25333,0.20979,0.2971
268,268,2019,Mecklenburg-Western Pomerania,East,More optimistic than pessimistic,0.52314,287,25333,0.45649,0.60441
269,269,2019,Mecklenburg-Western Pomerania,East,More pessimistic than optimistic,0.22694,124,25333,0.17837,0.28071
270,270,2019,Saxony,East,Optimistic,0.22261,406,25333,0.19478,0.24847
271,271,2019,Saxony,East,More optimistic than pessimistic,0.51426,840,25333,0.4696,0.55825
272,272,2019,Saxony,East,More pessimistic than optimistic,0.23505,318,25333,0.20264,0.26323
273,273,2019,Saxony,East,Pessimistic,0.02808,53,25333,0.02043,0.03716
274,274,2019,Saxony-Anhalt,East,Optimistic,0.19975,225,25333,0.17135,0.23134
275,275,2019,Saxony-Anhalt,East,More optimistic than pessimistic,0.51464,448,25333,0.45745,0.57388
276,276,2019,Saxony-Anhalt,East,More pessimistic than optimistic,0.22186,179,25333,0.18624,0.25688
277,277,2019,Saxony-Anhalt,East,Pessimistic,0.06375,31,25333,0.03551,0.09152
278,278,2019,Thuringa,East,Optimistic,0.269,213,25333,0.21178,0.32778
279,279,2019,Thuringa,East,More optimistic than pessimistic,0.46724,462,25333,0.42358,0.52395
280,280,2019,Thuringa,East,More pessimistic than optimistic,0.21442,201,25333,0.17545,0.25388
281,281,2019,Thuringa,East,Pessimistic,0.04933,43,25333,0.03305,0.06962
