year,hhtyp,quintil_oecd_hh,hgeqpter,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1987,Single parent,1st Quintile,No,0.37022,35,95,0.27261,0.46784
1987,Single parent,2nd Quintile,Yes,0.66599,44,44,0.52502,0.80696
1987,Couple with children,1st Quintile,Yes,0.59741,187,367,0.54717,0.64766
1987,Couple with children,1st Quintile,No,0.37359,180,367,0.32403,0.42315
1987,Couple with children,2nd Quintile,Yes,0.66266,311,506,0.62142,0.70389
1987,Couple with children,2nd Quintile,No,0.31421,195,506,0.27373,0.35470
1987,Couple with children,3rd Quintile,Yes,0.75356,356,513,0.71624,0.79089
1987,Couple with children,3rd Quintile,No,0.23011,157,513,0.19365,0.26657
1987,Couple with children,4th Quintile,Yes,0.80613,342,449,0.76953,0.84274
1987,Couple with children,4th Quintile,No,0.17151,107,449,0.13660,0.20642
1987,Couple with children,5th Quintile,Yes,0.88846,268,308,0.85325,0.92367
1987,Couple with children,5th Quintile,No,0.10385,40,308,0.06972,0.13798
1988,Single-person household,1st Quintile,Yes,0.43033,117,257,0.36968,0.49098
1988,Single-person household,1st Quintile,No,0.51623,140,257,0.45502,0.57745
1988,Single-person household,2nd Quintile,Yes,0.61459,113,186,0.54446,0.68473
1988,Single-person household,2nd Quintile,No,0.37276,73,186,0.30308,0.44244
1988,Single-person household,3rd Quintile,Yes,0.59401,104,188,0.52363,0.66440
1988,Single-person household,3rd Quintile,No,0.38669,84,188,0.31689,0.45649
1988,Single-person household,4th Quintile,Yes,0.61959,111,198,0.55179,0.68738
1988,Single-person household,4th Quintile,No,0.37906,87,198,0.31131,0.44681
1988,Single-person household,5th Quintile,Yes,0.71356,132,185,0.64824,0.77889
1988,Single-person household,5th Quintile,No,0.28644,53,185,0.22111,0.35176
1988,Couple without children,1st Quintile,Yes,0.55831,75,142,0.47635,0.64028
1988,Couple without children,1st Quintile,No,0.41326,67,142,0.33198,0.49454
1988,Couple without children,2nd Quintile,Yes,0.59159,106,185,0.52057,0.66261
1988,Couple without children,2nd Quintile,No,0.36727,79,185,0.29761,0.43692
1988,Couple without children,3rd Quintile,Yes,0.75509,144,200,0.69534,0.81484
1988,Couple without children,3rd Quintile,No,0.21868,56,200,0.16125,0.27611
1988,Couple without children,4th Quintile,Yes,0.70069,172,261,0.64502,0.75635
1988,Couple without children,4th Quintile,No,0.26705,89,261,0.21328,0.32083
1988,Couple without children,5th Quintile,Yes,0.81043,279,356,0.76965,0.85120
1988,Couple without children,5th Quintile,No,0.17758,77,356,0.13782,0.21733
1988,Single parent,1st Quintile,Yes,0.60004,60,92,0.49938,0.70069
1988,Single parent,1st Quintile,No,0.33594,32,92,0.23890,0.43298
1988,Single parent,2nd Quintile,Yes,0.75191,38,38,0.61274,0.89108
1988,Single parent,3rd Quintile,Yes,0.59273,31,31,0.41691,0.76855
1988,Couple with children,1st Quintile,Yes,0.63073,195,368,0.58136,0.68011
1988,Couple with children,1st Quintile,No,0.33777,173,368,0.28938,0.38616
1988,Couple with children,2nd Quintile,Yes,0.69192,294,477,0.65045,0.73340
1988,Couple with children,2nd Quintile,No,0.29323,183,477,0.25233,0.33412
1988,Couple with children,3rd Quintile,Yes,0.74368,339,486,0.70482,0.78253
1988,Couple with children,3rd Quintile,No,0.23574,147,486,0.19797,0.27352
1988,Couple with children,4th Quintile,Yes,0.80363,330,433,0.76617,0.84109
1988,Couple with children,4th Quintile,No,0.17904,103,433,0.14289,0.21520
1988,Couple with children,5th Quintile,Yes,0.88586,244,283,0.84875,0.92298
1988,Couple with children,5th Quintile,No,0.10927,39,283,0.07285,0.14568
1989,Single-person household,1st Quintile,Yes,0.45393,119,257,0.39294,0.51492
1989,Single-person household,1st Quintile,No,0.49843,138,257,0.43718,0.55968
1989,Single-person household,2nd Quintile,Yes,0.59262,111,192,0.52293,0.66230
1989,Single-person household,2nd Quintile,No,0.36934,81,192,0.30089,0.43778
1989,Single-person household,3rd Quintile,Yes,0.56861,107,195,0.49892,0.63831
1989,Single-person household,3rd Quintile,No,0.41223,88,195,0.34296,0.48150
1989,Single-person household,4th Quintile,Yes,0.62932,113,192,0.56082,0.69782
1989,Single-person household,4th Quintile,No,0.36381,79,192,0.29558,0.43204
1989,Single-person household,5th Quintile,Yes,0.69309,122,177,0.62495,0.76123
1989,Single-person household,5th Quintile,No,0.30095,55,177,0.23319,0.36871
1989,Couple without children,1st Quintile,Yes,0.49745,62,133,0.41215,0.58275
1989,Couple without children,1st Quintile,No,0.46716,71,133,0.38205,0.55228
1989,Couple without children,2nd Quintile,Yes,0.66900,110,167,0.59742,0.74059
1989,Couple without children,2nd Quintile,No,0.30173,57,167,0.23190,0.37156
1989,Couple without children,3rd Quintile,Yes,0.71969,135,196,0.65665,0.78274
1989,Couple without children,3rd Quintile,No,0.24287,61,196,0.18268,0.30306
1989,Couple without children,4th Quintile,Yes,0.69932,190,298,0.64717,0.75147
1989,Couple without children,4th Quintile,No,0.28070,108,298,0.22959,0.33180
1989,Couple without children,5th Quintile,Yes,0.82792,274,338,0.78762,0.86822
1989,Couple without children,5th Quintile,No,0.15801,64,338,0.11907,0.19695
1989,Single parent,1st Quintile,Yes,0.62292,52,83,0.51802,0.72782
1989,Single parent,1st Quintile,No,0.34848,31,83,0.24535,0.45162
1989,Single parent,2nd Quintile,Yes,0.70889,40,40,0.56631,0.85146
1989,Couple with children,1st Quintile,Yes,0.60897,193,370,0.55918,0.65876
1989,Couple with children,1st Quintile,No,0.36781,177,370,0.31861,0.41701
1989,Couple with children,2nd Quintile,Yes,0.68343,300,485,0.64199,0.72487
1989,Couple with children,2nd Quintile,No,0.29596,185,485,0.25529,0.33663
1989,Couple with children,3rd Quintile,Yes,0.77704,334,461,0.73900,0.81508
1989,Couple with children,3rd Quintile,No,0.21436,127,461,0.17686,0.25187
1989,Couple with children,4th Quintile,Yes,0.81136,292,377,0.77181,0.85090
1989,Couple with children,4th Quintile,No,0.16540,85,377,0.12784,0.20296
1989,Couple with children,5th Quintile,Yes,0.87174,229,263,0.83125,0.91223
1989,Couple with children,5th Quintile,No,0.10496,34,263,0.06785,0.14207
1990,Single-person household,1st Quintile,Yes,0.26152,95,95,0.17268,0.35037
1990,Single-person household,2nd Quintile,Yes,0.47825,131,271,0.41866,0.53783
1990,Single-person household,2nd Quintile,No,0.47230,140,271,0.41275,0.53185
1990,Single-person household,3rd Quintile,Yes,0.61711,131,227,0.55373,0.68048
1990,Single-person household,3rd Quintile,No,0.35358,96,227,0.29125,0.41591
1990,Single-person household,4th Quintile,Yes,0.62411,147,239,0.56258,0.68565
1990,Single-person household,4th Quintile,No,0.35852,92,239,0.29759,0.41945
1990,Single-person household,5th Quintile,Yes,0.68714,140,208,0.62398,0.75030
1990,Single-person household,5th Quintile,No,0.29267,68,208,0.23069,0.35465
1990,Couple without children,1st Quintile,Yes,0.35534,182,182,0.28562,0.42507
1990,Couple without children,2nd Quintile,Yes,0.53643,97,194,0.46607,0.60678
1990,Couple without children,2nd Quintile,No,0.42839,97,194,0.35858,0.49821
1990,Couple without children,3rd Quintile,Yes,0.69846,157,233,0.63941,0.75752
1990,Couple without children,3rd Quintile,No,0.27720,76,233,0.21960,0.33480
1990,Couple without children,4th Quintile,Yes,0.66294,183,298,0.60918,0.71670
1990,Couple without children,4th Quintile,No,0.28913,115,298,0.23757,0.34069
1990,Couple without children,5th Quintile,Yes,0.80207,338,424,0.76410,0.84004
1990,Couple without children,5th Quintile,No,0.18196,86,424,0.14519,0.21873
1990,Single parent,1st Quintile,Yes,0.53915,67,67,0.41889,0.65940
1990,Single parent,2nd Quintile,Yes,0.71383,59,59,0.59752,0.83015
1990,Single parent,3rd Quintile,Yes,0.75609,50,50,0.63585,0.87634
1990,Single parent,4th Quintile,Yes,0.75029,41,41,0.61615,0.88443
1990,Couple with children,1st Quintile,Yes,0.45843,524,524,0.41573,0.50113
1990,Couple with children,2nd Quintile,Yes,0.56924,265,525,0.52684,0.61164
1990,Couple with children,2nd Quintile,No,0.40709,260,525,0.36503,0.44916
1990,Couple with children,3rd Quintile,Yes,0.73841,373,550,0.70164,0.77517
1990,Couple with children,3rd Quintile,No,0.24458,177,550,0.20863,0.28054
1990,Couple with children,4th Quintile,Yes,0.79628,364,483,0.76033,0.83224
1990,Couple with children,4th Quintile,No,0.18238,119,483,0.14791,0.21686
1990,Couple with children,5th Quintile,Yes,0.89035,300,346,0.85738,0.92332
1990,Couple with children,5th Quintile,No,0.09595,46,346,0.06487,0.12703
1991,Single-person household,1st Quintile,Yes,0.31625,99,297,0.26328,0.36923
1991,Single-person household,1st Quintile,No,0.64031,198,297,0.58564,0.69498
1991,Single-person household,2nd Quintile,Yes,0.48742,136,292,0.42999,0.54485
1991,Single-person household,2nd Quintile,No,0.49028,156,292,0.43284,0.54772
1991,Single-person household,3rd Quintile,Yes,0.60814,127,230,0.54491,0.67137
1991,Single-person household,3rd Quintile,No,0.39186,103,230,0.32863,0.45509
1991,Single-person household,4th Quintile,Yes,0.65930,143,234,0.59844,0.72016
1991,Single-person household,4th Quintile,No,0.32903,91,234,0.26870,0.38936
1991,Single-person household,5th Quintile,Yes,0.70800,153,216,0.64722,0.76877
1991,Single-person household,5th Quintile,No,0.28497,63,216,0.22463,0.34531
1991,Couple without children,1st Quintile,Yes,0.37818,180,448,0.33322,0.42313
1991,Couple without children,1st Quintile,No,0.59291,268,448,0.54736,0.63845
1991,Couple without children,2nd Quintile,Yes,0.56205,103,195,0.49224,0.63187
1991,Couple without children,2nd Quintile,No,0.43795,92,195,0.36813,0.50776
1991,Couple without children,3rd Quintile,Yes,0.70453,165,245,0.64728,0.76178
1991,Couple without children,3rd Quintile,No,0.27538,80,245,0.21933,0.33143
1991,Couple without children,4th Quintile,Yes,0.72401,210,319,0.67488,0.77314
1991,Couple without children,4th Quintile,No,0.26857,109,319,0.21985,0.31728
1991,Couple without children,5th Quintile,Yes,0.83119,344,426,0.79557,0.86680
1991,Couple without children,5th Quintile,No,0.16141,82,426,0.12644,0.19639
1991,Single parent,1st Quintile,Yes,0.58764,68,121,0.49956,0.67571
1991,Single parent,1st Quintile,No,0.40582,53,121,0.31796,0.49368
1991,Single parent,2nd Quintile,Yes,0.66311,64,99,0.56953,0.75669
1991,Single parent,2nd Quintile,No,0.31542,35,99,0.22342,0.40742
1991,Single parent,3rd Quintile,Yes,0.63081,39,39,0.47737,0.78425
1991,Single parent,4th Quintile,Yes,0.76195,42,42,0.63159,0.89232
1991,Couple with children,1st Quintile,Yes,0.45712,495,1037,0.42678,0.48745
1991,Couple with children,1st Quintile,No,0.53073,542,1037,0.50035,0.56112
1991,Couple with children,2nd Quintile,Yes,0.60040,265,491,0.55703,0.64377
1991,Couple with children,2nd Quintile,No,0.39238,226,491,0.34915,0.43562
1991,Couple with children,3rd Quintile,Yes,0.75658,395,571,0.72135,0.79181
1991,Couple with children,3rd Quintile,No,0.24038,176,571,0.20530,0.27546
1991,Couple with children,4th Quintile,Yes,0.84763,400,513,0.81650,0.87876
1991,Couple with children,4th Quintile,No,0.14821,113,513,0.11743,0.17898
1991,Couple with children,5th Quintile,Yes,0.91797,315,363,0.88970,0.94624
1991,Couple with children,5th Quintile,No,0.08203,48,363,0.05376,0.11030
1991,Other Combinations,1st Quintile,No,0.69359,40,40,0.54891,0.83828
1992,Single-person household,1st Quintile,Yes,0.38840,155,395,0.34027,0.43652
1992,Single-person household,1st Quintile,No,0.55915,240,395,0.51013,0.60818
1992,Single-person household,2nd Quintile,Yes,0.58588,123,215,0.51988,0.65188
1992,Single-person household,2nd Quintile,No,0.37280,92,215,0.30801,0.43758
1992,Single-person household,3rd Quintile,Yes,0.64220,133,218,0.57842,0.70598
1992,Single-person household,3rd Quintile,No,0.33671,85,218,0.27383,0.39959
1992,Single-person household,4th Quintile,Yes,0.59355,130,228,0.52965,0.65745
1992,Single-person household,4th Quintile,No,0.39524,98,228,0.33164,0.45884
1992,Single-person household,5th Quintile,Yes,0.73486,144,201,0.67369,0.79604
1992,Single-person household,5th Quintile,No,0.26134,57,201,0.20044,0.32223
1992,Couple without children,1st Quintile,Yes,0.45406,123,273,0.39489,0.51323
1992,Couple without children,1st Quintile,No,0.50456,150,273,0.44514,0.56398
1992,Couple without children,2nd Quintile,Yes,0.47422,131,281,0.41573,0.53271
1992,Couple without children,2nd Quintile,No,0.48344,150,281,0.42491,0.54198
1992,Couple without children,3rd Quintile,Yes,0.69342,180,280,0.63932,0.74753
1992,Couple without children,3rd Quintile,No,0.27042,100,280,0.21830,0.32254
1992,Couple without children,4th Quintile,Yes,0.70604,241,371,0.65962,0.75246
1992,Couple without children,4th Quintile,No,0.26874,130,371,0.22357,0.31391
1992,Couple without children,5th Quintile,Yes,0.83020,355,435,0.79488,0.86553
1992,Couple without children,5th Quintile,No,0.15140,80,435,0.11768,0.18512
1992,Single parent,1st Quintile,Yes,0.61014,80,144,0.53020,0.69008
1992,Single parent,1st Quintile,No,0.36351,64,144,0.28467,0.44235
1992,Single parent,2nd Quintile,Yes,0.70032,56,89,0.60461,0.79604
1992,Single parent,2nd Quintile,No,0.28335,33,89,0.18919,0.37750
1992,Single parent,3rd Quintile,Yes,0.71538,35,35,0.56370,0.86705
1992,Single parent,4th Quintile,Yes,0.74360,41,41,0.60829,0.87892
1992,Couple with children,1st Quintile,Yes,0.40707,196,474,0.36280,0.45135
1992,Couple with children,1st Quintile,No,0.55350,278,474,0.50870,0.59830
1992,Couple with children,2nd Quintile,Yes,0.61648,441,779,0.58232,0.65065
1992,Couple with children,2nd Quintile,No,0.35867,338,779,0.32497,0.39237
1992,Couple with children,3rd Quintile,Yes,0.73168,443,672,0.69816,0.76521
1992,Couple with children,3rd Quintile,No,0.24048,229,672,0.20814,0.27282
1992,Couple with children,4th Quintile,Yes,0.82904,419,545,0.79741,0.86068
1992,Couple with children,4th Quintile,No,0.16727,126,545,0.13591,0.19864
1992,Couple with children,5th Quintile,Yes,0.90681,324,373,0.87727,0.93636
1992,Couple with children,5th Quintile,No,0.09068,49,373,0.06150,0.11986
1993,Single-person household,1st Quintile,Yes,0.40250,164,394,0.35401,0.45098
1993,Single-person household,1st Quintile,No,0.53297,230,394,0.48364,0.58229
1993,Single-person household,2nd Quintile,Yes,0.53161,126,239,0.46822,0.59501
1993,Single-person household,2nd Quintile,No,0.41906,113,239,0.35637,0.48175
1993,Single-person household,3rd Quintile,Yes,0.64205,135,230,0.57996,0.70414
1993,Single-person household,3rd Quintile,No,0.31217,95,230,0.25215,0.37219
1993,Single-person household,4th Quintile,Yes,0.61516,131,224,0.55130,0.67902
1993,Single-person household,4th Quintile,No,0.35746,93,224,0.29456,0.42036
1993,Single-person household,5th Quintile,Yes,0.73118,158,212,0.67136,0.79100
1993,Single-person household,5th Quintile,No,0.25220,54,212,0.19360,0.31079
1993,Couple without children,1st Quintile,Yes,0.46216,107,244,0.39947,0.52485
1993,Couple without children,1st Quintile,No,0.51215,137,244,0.44930,0.57500
1993,Couple without children,2nd Quintile,Yes,0.50070,149,312,0.44513,0.55627
1993,Couple without children,2nd Quintile,No,0.48092,163,312,0.42539,0.53645
1993,Couple without children,3rd Quintile,Yes,0.62726,167,268,0.56926,0.68526
1993,Couple without children,3rd Quintile,No,0.29304,101,268,0.23844,0.34764
1993,Couple without children,4th Quintile,Yes,0.72721,273,391,0.68301,0.77142
1993,Couple without children,4th Quintile,No,0.23191,118,391,0.19003,0.27380
1993,Couple without children,5th Quintile,Yes,0.79671,359,448,0.75940,0.83402
1993,Couple without children,5th Quintile,No,0.16091,89,448,0.12685,0.19498
1993,Single parent,1st Quintile,Yes,0.71264,83,131,0.63485,0.79043
1993,Single parent,1st Quintile,No,0.22959,48,131,0.15729,0.30188
1993,Single parent,2nd Quintile,Yes,0.50474,50,88,0.39967,0.60980
1993,Single parent,2nd Quintile,No,0.47039,38,88,0.36551,0.57528
1993,Single parent,3rd Quintile,Yes,0.71011,39,39,0.56585,0.85437
1993,Single parent,4th Quintile,Yes,0.68044,33,33,0.51887,0.84201
1993,Couple with children,1st Quintile,Yes,0.47091,187,427,0.42351,0.51831
1993,Couple with children,1st Quintile,No,0.49232,240,427,0.44484,0.53980
1993,Couple with children,2nd Quintile,Yes,0.62123,410,724,0.58587,0.65659
1993,Couple with children,2nd Quintile,No,0.34607,314,724,0.31140,0.38075
1993,Couple with children,3rd Quintile,Yes,0.71426,454,695,0.68065,0.74787
1993,Couple with children,3rd Quintile,No,0.25602,241,695,0.22355,0.28849
1993,Couple with children,4th Quintile,Yes,0.80916,394,532,0.77574,0.84259
1993,Couple with children,4th Quintile,No,0.17397,138,532,0.14173,0.20622
1993,Couple with children,5th Quintile,Yes,0.89409,304,351,0.86185,0.92633
1993,Couple with children,5th Quintile,No,0.09284,47,351,0.06244,0.12325
1994,Single-person household,1st Quintile,Yes,0.41544,162,383,0.36602,0.46486
1994,Single-person household,1st Quintile,No,0.51718,221,383,0.46707,0.56729
1994,Single-person household,2nd Quintile,Yes,0.54367,124,238,0.48026,0.60708
1994,Single-person household,2nd Quintile,No,0.43304,114,238,0.36996,0.49613
1994,Single-person household,3rd Quintile,Yes,0.61970,148,255,0.55999,0.67940
1994,Single-person household,3rd Quintile,No,0.33532,107,255,0.27726,0.39338
1994,Single-person household,4th Quintile,Yes,0.62718,134,212,0.56194,0.69243
1994,Single-person household,4th Quintile,No,0.33271,78,212,0.26913,0.39629
1994,Single-person household,5th Quintile,Yes,0.68903,144,203,0.62519,0.75286
1994,Single-person household,5th Quintile,No,0.27326,59,203,0.21180,0.33471
1994,Couple without children,1st Quintile,Yes,0.52207,119,248,0.45978,0.58437
1994,Couple without children,1st Quintile,No,0.44940,129,248,0.38737,0.51144
1994,Couple without children,2nd Quintile,Yes,0.53003,152,308,0.47420,0.58586
1994,Couple without children,2nd Quintile,No,0.43088,156,308,0.37548,0.48627
1994,Couple without children,3rd Quintile,Yes,0.63110,188,302,0.57659,0.68561
1994,Couple without children,3rd Quintile,No,0.31453,114,302,0.26207,0.36698
1994,Couple without children,4th Quintile,Yes,0.66302,247,379,0.61537,0.71068
1994,Couple without children,4th Quintile,No,0.28863,132,379,0.24295,0.33431
1994,Couple without children,5th Quintile,Yes,0.83333,394,466,0.79945,0.86720
1994,Couple without children,5th Quintile,No,0.11077,72,466,0.08225,0.13930
