year,hhtyp,sampreg,hgeqpter,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,Other Combinations,West,Yes,0.65023,73,116,0.56307,0.73739
1986,Other Combinations,West,No,0.34977,43,116,0.26261,0.43693
1987,Single-person household,West,Yes,0.57610,580,1054,0.54625,0.60595
1987,Single-person household,West,No,0.42390,474,1054,0.39405,0.45375
1987,Couple without children,West,Yes,0.71577,785,1171,0.68993,0.74162
1987,Couple without children,West,No,0.28423,386,1171,0.25838,0.31007
1987,Single parent,West,Yes,0.66342,177,267,0.60663,0.72020
1987,Single parent,West,No,0.33658,90,267,0.27980,0.39337
1987,Couple with children,West,Yes,0.76187,1464,2143,0.74383,0.77990
1987,Couple with children,West,No,0.23813,679,2143,0.22010,0.25617
1987,Multi-generational household,West,Yes,0.67471,69,118,0.58982,0.75960
1987,Multi-generational household,West,No,0.32529,49,118,0.24040,0.41018
1987,Other Combinations,West,Yes,0.65612,69,109,0.56653,0.74570
1987,Other Combinations,West,No,0.34388,40,109,0.25430,0.43347
1988,Single-person household,West,Yes,0.58947,577,1016,0.55921,0.61973
1988,Single-person household,West,No,0.41053,439,1016,0.38027,0.44079
1988,Couple without children,West,Yes,0.72470,776,1144,0.69881,0.75060
1988,Couple without children,West,No,0.27530,368,1144,0.24940,0.30119
1988,Single parent,West,Yes,0.68648,175,260,0.62998,0.74299
1988,Single parent,West,No,0.31352,85,260,0.25701,0.37002
1988,Couple with children,West,Yes,0.76762,1402,2047,0.74932,0.78592
1988,Couple with children,West,No,0.23238,645,2047,0.21408,0.25068
1988,Multi-generational household,West,Yes,0.69370,58,98,0.60196,0.78543
1988,Multi-generational household,West,No,0.30630,40,98,0.21457,0.39804
1988,Other Combinations,West,Yes,0.68573,60,95,0.59189,0.77958
1988,Other Combinations,West,No,0.31427,35,95,0.22042,0.40811
1989,Single-person household,West,Yes,0.58860,573,1014,0.55830,0.61891
1989,Single-person household,West,No,0.41140,441,1014,0.38109,0.44170
1989,Couple without children,West,Yes,0.72776,771,1132,0.70182,0.75370
1989,Couple without children,West,No,0.27224,361,1132,0.24630,0.29818
1989,Single parent,West,Yes,0.69635,167,247,0.63888,0.75381
1989,Single parent,West,No,0.30365,80,247,0.24619,0.36112
1989,Couple with children,West,Yes,0.76989,1348,1956,0.75123,0.78855
1989,Couple with children,West,No,0.23011,608,1956,0.21145,0.24877
1989,Multi-generational household,West,Yes,0.69810,60,104,0.60944,0.78676
1989,Multi-generational household,West,No,0.30190,44,104,0.21324,0.39056
1989,Other Combinations,West,Yes,0.73337,58,58,0.61858,0.84817
1990,Single-person household,West,Yes,0.60152,557,973,0.57074,0.63230
1990,Single-person household,West,No,0.39848,416,973,0.36770,0.42926
1990,Couple without children,West,Yes,0.71859,778,1153,0.69262,0.74456
1990,Couple without children,West,No,0.28141,375,1153,0.25544,0.30738
1990,Single parent,West,Yes,0.74918,181,249,0.69523,0.80313
1990,Single parent,West,No,0.25082,68,249,0.19687,0.30477
1990,Couple with children,West,Yes,0.76534,1303,1906,0.74631,0.78437
1990,Couple with children,West,No,0.23466,603,1906,0.21563,0.25369
1990,Multi-generational household,West,Yes,0.71910,67,111,0.63511,0.80309
1990,Multi-generational household,West,No,0.28090,44,111,0.19691,0.36489
1990,Other Combinations,West,Yes,0.67585,56,56,0.55215,0.79955
1991,Single-person household,West,Yes,0.60674,571,998,0.57641,0.63706
1991,Single-person household,West,No,0.39326,427,998,0.36294,0.42359
1991,Single-person household,East,Yes,0.30477,87,271,0.24986,0.35967
1991,Single-person household,East,No,0.69523,184,271,0.64033,0.75014
1991,Couple without children,West,Yes,0.73546,831,1200,0.71049,0.76042
1991,Couple without children,West,No,0.26454,369,1200,0.23958,0.28951
1991,Couple without children,East,Yes,0.38199,171,433,0.33617,0.42780
1991,Couple without children,East,No,0.61801,262,433,0.57220,0.66383
1991,Single parent,West,Yes,0.70198,181,269,0.64722,0.75674
1991,Single parent,West,No,0.29802,88,269,0.24326,0.35278
1991,Single parent,East,Yes,0.55518,61,112,0.46273,0.64763
1991,Single parent,East,No,0.44482,51,112,0.35237,0.53727
1991,Couple with children,West,Yes,0.78953,1382,1948,0.77143,0.80764
1991,Couple with children,West,No,0.21047,566,1948,0.19236,0.22857
1991,Couple with children,East,Yes,0.46077,488,1027,0.43027,0.49127
1991,Couple with children,East,No,0.53923,539,1027,0.50873,0.56973
1991,Multi-generational household,West,Yes,0.76885,69,109,0.68934,0.84836
1991,Multi-generational household,West,No,0.23115,40,109,0.15164,0.31066
1991,Other Combinations,West,Yes,0.65856,59,94,0.56218,0.75493
1991,Other Combinations,West,No,0.34144,35,94,0.24507,0.43782
1991,Other Combinations,East,No,0.71653,38,38,0.57131,0.86175
1992,Single-person household,West,Yes,0.62165,583,987,0.59138,0.65192
1992,Single-person household,West,No,0.37835,404,987,0.34808,0.40862
1992,Single-person household,East,Yes,0.35943,103,271,0.30220,0.41667
1992,Single-person household,East,No,0.64057,168,271,0.58333,0.69780
1992,Couple without children,West,Yes,0.74217,839,1198,0.71739,0.76696
1992,Couple without children,West,No,0.25783,359,1198,0.23304,0.28261
1992,Couple without children,East,Yes,0.42846,191,442,0.38227,0.47464
1992,Couple without children,East,No,0.57154,251,442,0.52536,0.61773
1992,Single parent,West,Yes,0.74236,181,269,0.69000,0.79472
1992,Single parent,West,No,0.25764,88,269,0.20528,0.31000
1992,Single parent,East,Yes,0.55784,62,117,0.46746,0.64822
1992,Single parent,East,No,0.44216,55,117,0.35178,0.53254
1992,Couple with children,West,Yes,0.79552,1373,1922,0.77749,0.81356
1992,Couple with children,West,No,0.20448,549,1922,0.18644,0.22251
1992,Couple with children,East,Yes,0.48228,450,921,0.44999,0.51457
1992,Couple with children,East,No,0.51772,471,921,0.48543,0.55001
1992,Multi-generational household,West,Yes,0.79562,69,105,0.71811,0.87312
1992,Multi-generational household,West,No,0.20438,36,105,0.12688,0.28189
1992,Other Combinations,West,Yes,0.69319,65,101,0.60280,0.78358
1992,Other Combinations,West,No,0.30681,36,101,0.21642,0.39720
1992,Other Combinations,East,No,0.72553,44,44,0.59215,0.85891
1993,Single-person household,West,Yes,0.62249,612,1032,0.59290,0.65208
1993,Single-person household,West,No,0.37751,420,1032,0.34792,0.40710
1993,Single-person household,East,Yes,0.36680,103,269,0.30910,0.42450
1993,Single-person household,East,No,0.63320,166,269,0.57550,0.69090
1993,Couple without children,West,Yes,0.74873,855,1206,0.72424,0.77322
1993,Couple without children,West,No,0.25127,351,1206,0.22678,0.27576
1993,Couple without children,East,Yes,0.42898,200,457,0.38356,0.47441
1993,Couple without children,East,No,0.57102,257,457,0.52559,0.61644
1993,Single parent,West,Yes,0.73799,171,254,0.68381,0.79218
1993,Single parent,West,No,0.26201,83,254,0.20782,0.31619
1993,Single parent,East,Yes,0.55470,59,112,0.46224,0.64716
1993,Single parent,East,No,0.44530,53,112,0.35284,0.53776
1993,Couple with children,West,Yes,0.79852,1327,1869,0.78033,0.81671
1993,Couple with children,West,No,0.20148,542,1869,0.18329,0.21967
1993,Couple with children,East,Yes,0.48355,422,860,0.45013,0.51697
1993,Couple with children,East,No,0.51645,438,860,0.48303,0.54987
1993,Multi-generational household,West,Yes,0.81537,77,110,0.74253,0.88821
1993,Multi-generational household,West,No,0.18463,33,110,0.11179,0.25747
1993,Other Combinations,West,Yes,0.66274,67,104,0.57143,0.75404
1993,Other Combinations,West,No,0.33726,37,104,0.24596,0.42857
1993,Other Combinations,East,No,0.70646,39,39,0.56167,0.85125
1994,Single-person household,West,Yes,0.62271,602,1008,0.59277,0.65265
1994,Single-person household,West,No,0.37729,406,1008,0.34735,0.40723
1994,Single-person household,East,Yes,0.37214,112,286,0.31602,0.42826
1994,Single-person household,East,No,0.62786,174,286,0.57174,0.68398
1994,Couple without children,West,Yes,0.76556,897,1231,0.74189,0.78924
1994,Couple without children,West,No,0.23444,334,1231,0.21076,0.25811
1994,Couple without children,East,Yes,0.43192,203,473,0.38723,0.47660
1994,Couple without children,East,No,0.56808,270,473,0.52340,0.61277
1994,Single parent,West,Yes,0.71228,167,250,0.65605,0.76851
1994,Single parent,West,No,0.28772,83,250,0.23149,0.34395
1994,Single parent,East,Yes,0.51014,47,99,0.41116,0.60911
1994,Single parent,East,No,0.48986,52,99,0.39089,0.58884
1994,Couple with children,West,Yes,0.80471,1304,1811,0.78645,0.82298
1994,Couple with children,West,No,0.19529,507,1811,0.17702,0.21355
1994,Couple with children,East,Yes,0.50348,420,818,0.46919,0.53776
1994,Couple with children,East,No,0.49652,398,818,0.46224,0.53081
1994,Multi-generational household,West,Yes,0.81253,70,70,0.72044,0.90462
1994,Other Combinations,West,Yes,0.72999,73,107,0.64547,0.81451
1994,Other Combinations,West,No,0.27001,34,107,0.18549,0.35453
1994,Other Combinations,East,No,0.63055,32,32,0.46064,0.80045
1995,Single-person household,West,Yes,0.63563,623,1038,0.60634,0.66492
1995,Single-person household,West,No,0.36437,415,1038,0.33508,0.39366
1995,Single-person household,East,Yes,0.39234,118,292,0.33624,0.44844
1995,Single-person household,East,No,0.60766,174,292,0.55156,0.66376
1995,Couple without children,West,Yes,0.78049,946,1280,0.75780,0.80317
1995,Couple without children,West,No,0.21951,334,1280,0.19683,0.24220
1995,Couple without children,East,Yes,0.46661,218,475,0.42170,0.51152
1995,Couple without children,East,No,0.53339,257,475,0.48848,0.57830
1995,Single parent,West,Yes,0.73419,182,258,0.68018,0.78820
1995,Single parent,West,No,0.26581,76,258,0.21180,0.31982
1995,Single parent,East,Yes,0.49387,49,104,0.39732,0.59043
1995,Single parent,East,No,0.50613,55,104,0.40957,0.60268
1995,Couple with children,West,Yes,0.81280,1412,1932,0.79540,0.83020
1995,Couple with children,West,No,0.18720,520,1932,0.16980,0.20460
1995,Couple with children,East,Yes,0.50780,402,776,0.47260,0.54299
1995,Couple with children,East,No,0.49220,374,776,0.45701,0.52740
1995,Multi-generational household,West,Yes,0.77304,72,107,0.69330,0.85278
1995,Multi-generational household,West,No,0.22696,35,107,0.14722,0.30670
1995,Other Combinations,West,Yes,0.80879,84,84,0.72419,0.89340
1996,Single-person household,West,Yes,0.65075,648,1046,0.62184,0.67965
1996,Single-person household,West,No,0.34925,398,1046,0.32035,0.37816
1996,Single-person household,East,Yes,0.39410,125,312,0.33979,0.44841
1996,Single-person household,East,No,0.60590,187,312,0.55159,0.66021
1996,Couple without children,West,Yes,0.79341,938,1268,0.77112,0.81570
1996,Couple without children,West,No,0.20659,330,1268,0.18430,0.22888
1996,Couple without children,East,Yes,0.49564,256,511,0.45224,0.53903
1996,Couple without children,East,No,0.50436,255,511,0.46097,0.54776
1996,Single parent,West,Yes,0.70198,185,271,0.64743,0.75654
1996,Single parent,West,No,0.29802,86,271,0.24346,0.35257
1996,Single parent,East,Yes,0.58132,55,99,0.48365,0.67900
1996,Single parent,East,No,0.41868,44,99,0.32100,0.51635
1996,Couple with children,West,Yes,0.82094,1411,1877,0.80359,0.83829
1996,Couple with children,West,No,0.17906,466,1877,0.16171,0.19641
1996,Couple with children,East,Yes,0.53281,394,732,0.49664,0.56898
1996,Couple with children,East,No,0.46719,338,732,0.43102,0.50336
1996,Multi-generational household,West,Yes,0.77329,65,65,0.67070,0.87587
1996,Other Combinations,West,Yes,0.78936,73,73,0.69517,0.88355
1997,Single-person household,West,Yes,0.65892,635,1014,0.62972,0.68811
1997,Single-person household,West,No,0.34108,379,1014,0.31189,0.37028
1997,Single-person household,East,Yes,0.40814,131,316,0.35386,0.46242
1997,Single-person household,East,No,0.59186,185,316,0.53758,0.64614
1997,Couple without children,West,Yes,0.80087,965,1290,0.77906,0.82267
1997,Couple without children,West,No,0.19913,325,1290,0.17733,0.22094
1997,Couple without children,East,Yes,0.48918,263,523,0.44630,0.53207
1997,Couple without children,East,No,0.51082,260,523,0.46793,0.55370
1997,Single parent,West,Yes,0.75696,187,267,0.70542,0.80851
1997,Single parent,West,No,0.24304,80,267,0.19149,0.29458
1997,Single parent,East,Yes,0.58474,60,107,0.49094,0.67855
1997,Single parent,East,No,0.41526,47,107,0.32145,0.50906
1997,Couple with children,West,Yes,0.83171,1402,1820,0.81452,0.84891
1997,Couple with children,West,No,0.16829,418,1820,0.15109,0.18548
1997,Couple with children,East,Yes,0.56121,392,700,0.52442,0.59799
1997,Couple with children,East,No,0.43879,308,700,0.40201,0.47558
1997,Multi-generational household,West,Yes,0.78209,65,65,0.68095,0.88323
1997,Other Combinations,West,Yes,0.79899,72,72,0.70577,0.89221
1998,Single-person household,West,Yes,0.66299,825,1290,0.63718,0.68879
1998,Single-person household,West,No,0.33701,465,1290,0.31121,0.36282
1998,Single-person household,East,Yes,0.40555,164,394,0.35701,0.45410
1998,Single-person household,East,No,0.59445,230,394,0.54590,0.64299
1998,Couple without children,West,Yes,0.81524,1225,1572,0.79605,0.83443
1998,Couple without children,West,No,0.18476,347,1572,0.16557,0.20395
1998,Couple without children,East,Yes,0.50480,304,591,0.46446,0.54515
1998,Couple without children,East,No,0.49520,287,591,0.45485,0.53554
1998,Single parent,West,Yes,0.74925,231,324,0.70198,0.79652
1998,Single parent,West,No,0.25075,93,324,0.20348,0.29802
1998,Single parent,East,Yes,0.67460,75,122,0.59112,0.75808
1998,Single parent,East,No,0.32540,47,122,0.24192,0.40888
1998,Couple with children,West,Yes,0.83502,1636,2054,0.81897,0.85108
1998,Couple with children,West,No,0.16498,418,2054,0.14892,0.18103
1998,Couple with children,East,Yes,0.59959,449,750,0.56450,0.63468
1998,Couple with children,East,No,0.40041,301,750,0.36532,0.43550
1998,Multi-generational household,West,Yes,0.74744,57,57,0.63364,0.86124
1998,Other Combinations,West,Yes,0.79006,80,80,0.70025,0.87987
1999,Single-person household,West,Yes,0.67067,781,1204,0.64411,0.69723
1999,Single-person household,West,No,0.32933,423,1204,0.30277,0.35589
1999,Single-person household,East,Yes,0.42035,171,405,0.37221,0.46848
1999,Single-person household,East,No,0.57965,234,405,0.53152,0.62779
1999,Couple without children,West,Yes,0.82039,1211,1541,0.80122,0.83957
1999,Couple without children,West,No,0.17961,330,1541,0.16043,0.19878
1999,Couple without children,East,Yes,0.52585,313,593,0.48562,0.56607
1999,Couple without children,East,No,0.47415,280,593,0.43393,0.51438
1999,Single parent,West,Yes,0.76328,221,306,0.71558,0.81099
1999,Single parent,West,No,0.23672,85,306,0.18901,0.28442
1999,Single parent,East,Yes,0.66810,83,134,0.58807,0.74813
1999,Single parent,East,No,0.33190,51,134,0.25187,0.41193
1999,Couple with children,West,Yes,0.83832,1603,1989,0.82214,0.85450
1999,Couple with children,West,No,0.16168,386,1989,0.14550,0.17786
1999,Couple with children,East,Yes,0.63446,445,718,0.59921,0.66971
1999,Couple with children,East,No,0.36554,273,718,0.33029,0.40079
1999,Multi-generational household,West,Yes,0.76064,52,52,0.64353,0.87775
1999,Other Combinations,West,Yes,0.79912,37,37,0.66823,0.93000
2000,Single-person household,West,Yes,0.66908,1627,2461,0.65049,0.68768
2000,Single-person household,West,No,0.33092,834,2461,0.31232,0.34951
2000,Single-person household,East,Yes,0.40771,302,742,0.37233,0.44309
2000,Single-person household,East,No,0.59229,440,742,0.55691,0.62767
2000,Couple without children,West,Yes,0.83294,2441,2974,0.81954,0.84635
2000,Couple without children,West,No,0.16706,533,2974,0.15365,0.18046
2000,Couple without children,East,Yes,0.54301,519,953,0.51136,0.57465
2000,Couple without children,East,No,0.45699,434,953,0.42535,0.48864
2000,Single parent,West,Yes,0.75962,401,545,0.72371,0.79553
2000,Single parent,West,No,0.24038,144,545,0.20447,0.27629
2000,Single parent,East,Yes,0.61473,118,201,0.54728,0.68217
2000,Single parent,East,No,0.38527,83,201,0.31783,0.45272
2000,Couple with children,West,Yes,0.84233,2934,3528,0.83030,0.85436
2000,Couple with children,West,No,0.15767,594,3528,0.14564,0.16970
2000,Couple with children,East,Yes,0.61204,644,1052,0.58258,0.64150
2000,Couple with children,East,No,0.38796,408,1052,0.35850,0.41742
2000,Multi-generational household,West,Yes,0.79795,107,107,0.72150,0.87439
2000,Other Combinations,West,Yes,0.76205,92,92,0.67456,0.84954
2001,Single-person household,West,Yes,0.68697,1487,2183,0.66751,0.70643
2001,Single-person household,West,No,0.31303,696,2183,0.29357,0.33249
2001,Single-person household,East,Yes,0.40903,278,684,0.37216,0.44591
2001,Single-person household,East,No,0.59097,406,684,0.55409,0.62784
2001,Couple without children,West,Yes,0.83790,2179,2631,0.82382,0.85199
2001,Couple without children,West,No,0.16210,452,2631,0.14801,0.17618
2001,Couple without children,East,Yes,0.55841,513,912,0.52616,0.59066
2001,Couple without children,East,No,0.44159,399,912,0.40934,0.47384
2001,Single parent,West,Yes,0.71617,359,502,0.67669,0.75565
2001,Single parent,West,No,0.28383,143,502,0.24435,0.32331
2001,Single parent,East,Yes,0.64217,112,185,0.57291,0.71143
2001,Single parent,East,No,0.35783,73,185,0.28857,0.42709
2001,Couple with children,West,Yes,0.85321,2677,3171,0.84089,0.86553
2001,Couple with children,West,No,0.14679,494,3171,0.13447,0.15911
2001,Couple with children,East,Yes,0.62671,586,945,0.59585,0.65756
2001,Couple with children,East,No,0.37329,359,945,0.34244,0.40415
2001,Multi-generational household,West,Yes,0.79182,105,105,0.71379,0.86985
2001,Other Combinations,West,Yes,0.81657,76,76,0.72898,0.90416
2002,Single-person household,West,Yes,0.69375,1492,2173,0.67437,0.71314
2002,Single-person household,West,No,0.30625,681,2173,0.28686,0.32563
2002,Single-person household,East,Yes,0.42865,302,690,0.39169,0.46560
2002,Single-person household,East,No,0.57135,388,690,0.53440,0.60831
2002,Couple without children,West,Yes,0.84170,2480,2919,0.82845,0.85494
2002,Couple without children,West,No,0.15830,439,2919,0.14506,0.17155
2002,Couple without children,East,Yes,0.57432,538,919,0.54233,0.60630
2002,Couple without children,East,No,0.42568,381,919,0.39370,0.45767
2002,Single parent,West,Yes,0.72474,369,506,0.68578,0.76370
2002,Single parent,West,No,0.27526,137,506,0.23630,0.31422
2002,Single parent,East,Yes,0.63067,103,171,0.55812,0.70322
2002,Single parent,East,No,0.36933,68,171,0.29678,0.44188
2002,Couple with children,West,Yes,0.85943,2940,3384,0.84772,0.87115
2002,Couple with children,West,No,0.14057,444,3384,0.12885,0.15228
2002,Couple with children,East,Yes,0.62583,591,930,0.59471,0.65695
2002,Couple with children,East,No,0.37417,339,930,0.34305,0.40529
2002,Multi-generational household,West,Yes,0.76376,96,96,0.67835,0.84918
2002,Other Combinations,West,Yes,0.80045,78,78,0.71118,0.88972
2003,Single-person household,West,Yes,0.69273,1485,2151,0.67323,0.71224
2003,Single-person household,West,No,0.30727,666,2151,0.28776,0.32677
2003,Single-person household,East,Yes,0.47078,325,677,0.43315,0.50840
2003,Single-person household,East,No,0.52922,352,677,0.49160,0.56685
2003,Couple without children,West,Yes,0.83802,2386,2808,0.82439,0.85165
2003,Couple without children,West,No,0.16198,422,2808,0.14835,0.17561
2003,Couple without children,East,Yes,0.59128,569,946,0.55993,0.62262
2003,Couple without children,East,No,0.40872,377,946,0.37738,0.44007
2003,Single parent,West,Yes,0.74282,379,510,0.70485,0.78080
2003,Single parent,West,No,0.25718,131,510,0.21920,0.29515
2003,Single parent,East,Yes,0.59149,97,166,0.51648,0.66649
2003,Single parent,East,No,0.40851,69,166,0.33351,0.48352
2003,Couple with children,West,Yes,0.87075,2792,3179,0.85908,0.88241
2003,Couple with children,West,No,0.12925,387,3179,0.11759,0.14092
2003,Couple with children,East,Yes,0.61620,553,882,0.58409,0.64831
2003,Couple with children,East,No,0.38380,329,882,0.35169,0.41591
2003,Multi-generational household,West,Yes,0.71932,72,72,0.61480,0.82384
2003,Other Combinations,West,Yes,0.72624,65,65,0.61700,0.83548
2004,Single-person household,West,Yes,0.69764,1468,2092,0.67796,0.71733
2004,Single-person household,West,No,0.30236,624,2092,0.28267,0.32204
2004,Single-person household,East,Yes,0.48764,333,673,0.44985,0.52543
2004,Single-person household,East,No,0.51236,340,673,0.47457,0.55015
2004,Couple without children,West,Yes,0.84709,2424,2822,0.83381,0.86037
2004,Couple without children,West,No,0.15291,398,2822,0.13963,0.16619
2004,Couple without children,East,Yes,0.60158,572,929,0.57008,0.63307
2004,Couple without children,East,No,0.39842,357,929,0.36693,0.42992
2004,Single parent,West,Yes,0.76132,373,490,0.72354,0.79910
2004,Single parent,West,No,0.23868,117,490,0.20090,0.27646
2004,Single parent,East,Yes,0.62848,103,170,0.55563,0.70133
2004,Single parent,East,No,0.37152,67,170,0.29867,0.44437
2004,Couple with children,West,Yes,0.86990,2662,3025,0.85791,0.88189
2004,Couple with children,West,No,0.13010,363,3025,0.11811,0.14209
2004,Couple with children,East,Yes,0.62181,549,858,0.58934,0.65428
2004,Couple with children,East,No,0.37819,309,858,0.34572,0.41066
2004,Multi-generational household,West,Yes,0.72560,67,67,0.61795,0.83325
2004,Other Combinations,West,Yes,0.80475,62,62,0.70527,0.90422
2005,Single-person household,West,Yes,0.71869,1562,2183,0.69982,0.73756
2005,Single-person household,West,No,0.28131,621,2183,0.26244,0.30018
2005,Single-person household,East,Yes,0.49601,350,709,0.45918,0.53284
2005,Single-person household,East,No,0.50399,359,709,0.46716,0.54082
2005,Couple without children,West,Yes,0.86131,2403,2775,0.84845,0.87417
2005,Couple without children,West,No,0.13869,372,2775,0.12583,0.15155
2005,Couple without children,East,Yes,0.61584,573,912,0.58426,0.64743
2005,Couple without children,East,No,0.38416,339,912,0.35257,0.41574
2005,Single parent,West,Yes,0.74065,384,506,0.70242,0.77888
2005,Single parent,West,No,0.25935,122,506,0.22112,0.29758
2005,Single parent,East,Yes,0.56861,102,185,0.49704,0.64017
2005,Single parent,East,No,0.43139,83,185,0.35983,0.50296
2005,Couple with children,West,Yes,0.88456,2558,2869,0.87287,0.89626
2005,Couple with children,West,No,0.11544,311,2869,0.10374,0.12713
2005,Couple with children,East,Yes,0.67846,567,831,0.64669,0.71024
2005,Couple with children,East,No,0.32154,264,831,0.28976,0.35331
2005,Multi-generational household,West,Yes,0.77362,65,65,0.67109,0.87615
2005,Other Combinations,West,Yes,0.75035,59,59,0.63896,0.86174
2006,Single-person household,West,Yes,0.71561,1774,2468,0.69780,0.73341
2006,Single-person household,West,No,0.28439,694,2468,0.26659,0.30220
2006,Single-person household,East,Yes,0.50988,415,814,0.47551,0.54424
2006,Single-person household,East,No,0.49012,399,814,0.45576,0.52449
2006,Couple without children,West,Yes,0.86165,2749,3128,0.84955,0.87376
2006,Couple without children,West,No,0.13835,379,3128,0.12624,0.15045
2006,Couple without children,East,Yes,0.64623,671,1026,0.61695,0.67550
2006,Couple without children,East,No,0.35377,355,1026,0.32450,0.38305
2006,Single parent,West,Yes,0.77062,450,580,0.73637,0.80486
2006,Single parent,West,No,0.22938,130,580,0.19514,0.26363
2006,Single parent,East,Yes,0.58293,110,188,0.51225,0.65360
2006,Single parent,East,No,0.41707,78,188,0.34640,0.48775
2006,Couple with children,West,Yes,0.88030,2656,2982,0.86865,0.89196
2006,Couple with children,West,No,0.11970,326,2982,0.10804,0.13135
2006,Couple with children,East,Yes,0.69068,579,853,0.65965,0.72172
2006,Couple with children,East,No,0.30932,274,853,0.27828,0.34035
2006,Multi-generational household,West,Yes,0.77526,65,65,0.67299,0.87752
2006,Other Combinations,West,Yes,0.84860,69,69,0.76340,0.93379
2007,Single-person household,West,Yes,0.73720,1743,2338,0.71936,0.75505
2007,Single-person household,West,No,0.26280,595,2338,0.24495,0.28064
2007,Single-person household,East,Yes,0.51416,392,761,0.47862,0.54969
2007,Single-person household,East,No,0.48584,369,761,0.45031,0.52138
2007,Couple without children,West,Yes,0.87387,2529,2881,0.86175,0.88600
2007,Couple without children,West,No,0.12613,352,2881,0.11400,0.13825
2007,Couple without children,East,Yes,0.65998,659,990,0.63045,0.68950
2007,Couple without children,East,No,0.34002,331,990,0.31050,0.36955
2007,Single parent,West,Yes,0.78078,408,526,0.74539,0.81617
2007,Single parent,West,No,0.21922,118,526,0.18383,0.25461
2007,Single parent,East,Yes,0.60670,114,184,0.53592,0.67747
2007,Single parent,East,No,0.39330,70,184,0.32253,0.46408
2007,Couple with children,West,Yes,0.89811,2523,2790,0.88688,0.90933
2007,Couple with children,West,No,0.10189,267,2790,0.09067,0.11312
2007,Couple with children,East,Yes,0.68822,539,783,0.65575,0.72069
2007,Couple with children,East,No,0.31178,244,783,0.27931,0.34425
2007,Multi-generational household,West,Yes,0.76093,56,56,0.64821,0.87365
2007,Other Combinations,West,Yes,0.74841,53,53,0.63046,0.86635
2008,Single-person household,West,Yes,0.74761,1690,2232,0.72958,0.76563
2008,Single-person household,West,No,0.25239,542,2232,0.23437,0.27042
2008,Single-person household,East,Yes,0.55363,407,747,0.51796,0.58931
2008,Single-person household,East,No,0.44637,340,747,0.41069,0.48204
2008,Couple without children,West,Yes,0.88211,2441,2754,0.87007,0.89416
2008,Couple without children,West,No,0.11789,313,2754,0.10584,0.12993
2008,Couple without children,East,Yes,0.68081,671,978,0.65158,0.71004
2008,Couple without children,East,No,0.31919,307,978,0.28996,0.34842
2008,Single parent,West,Yes,0.77898,398,507,0.74283,0.81513
2008,Single parent,West,No,0.22102,109,507,0.18487,0.25717
2008,Single parent,East,Yes,0.65978,113,174,0.58918,0.73038
2008,Single parent,East,No,0.34022,61,174,0.26962,0.41082
2008,Couple with children,West,Yes,0.89144,2288,2546,0.87936,0.90353
