"hgeqpter","year","quintil","sampreg","n","percent","lower_confidence","upper_confidence"
"Nein","1999","3","Ostdeutschland","387","0.413039561398762","0.381613316874598","0.444465805922926"
"Nein","1999","3","Westdeutschland","411","0.13774948350158","0.124713684149466","0.150785282853694"
"Nein","1999","4","Ostdeutschland","118","0.270203651180195","0.226794477964539","0.313612824395851"
"Nein","1999","4","Westdeutschland","308","0.155227477957536","0.139400563831378","0.171054392083695"
"Nein","1999","5","Ostdeutschland","","","",""
"Nein","1999","5","Westdeutschland","136","0.11465771234219","0.0966834243274417","0.132632000356939"
"Ja","2000","1","Ostdeutschland","1311","0.508988540862628","0.489504748499939","0.528472333225318"
"Ja","2000","1","Westdeutschland","4121","0.693276699338362","0.681616396886699","0.704937001790025"
"Ja","2000","2","Ostdeutschland","1258","0.529362594495453","0.508950506159122","0.549774682831784"
"Ja","2000","2","Westdeutschland","5046","0.792302277495608","0.782310587357498","0.802293967633719"
"Ja","2000","3","Ostdeutschland","878","0.590067435096142","0.564709072874966","0.615425797317318"
"Ja","2000","3","Westdeutschland","4414","0.839743259502261","0.829787813627673","0.84969870537685"
"Ja","2000","4","Ostdeutschland","451","0.619271319715069","0.583403081808829","0.655139557621308"
"Ja","2000","4","Westdeutschland","3475","0.862002068626644","0.851316442101591","0.872687695151697"
"Ja","2000","5","Ostdeutschland","202","0.813416645184107","0.765412271607463","0.861421018760752"
"Ja","2000","5","Westdeutschland","2399","0.902690163507373","0.891350141376928","0.914030185637817"
"Nein","2000","1","Ostdeutschland","1218","0.491011459137372","0.471527666774682","0.510495251500061"
"Nein","2000","1","Westdeutschland","1887","0.306723300661638","0.295062998209975","0.318383603113301"
"Nein","2000","2","Ostdeutschland","1039","0.470637405504547","0.450225317168216","0.491049493840878"
"Nein","2000","2","Westdeutschland","1286","0.207697722504392","0.197706032366281","0.217689412642502"
"Nein","2000","3","Ostdeutschland","567","0.409932564903858","0.384574202682682","0.435290927125034"
"Nein","2000","3","Westdeutschland","802","0.160256740497739","0.15030129462315","0.170212186372327"
"Nein","2000","4","Ostdeutschland","253","0.380728680284931","0.344860442378692","0.416596918191171"
"Nein","2000","4","Westdeutschland","527","0.137997931373356","0.127312304848303","0.148683557898409"
"Nein","2000","5","Ostdeutschland","51","0.186583354815893","0.138578981239248","0.234587728392537"
"Nein","2000","5","Westdeutschland","225","0.0973098364926274","0.0859698143621829","0.108649858623072"
"Ja","2001","1","Ostdeutschland","1111","0.516369813019313","0.495001404009749","0.537738222028876"
"Ja","2001","1","Westdeutschland","3566","0.696641899141381","0.683947808252805","0.709335990029957"
"Ja","2001","2","Ostdeutschland","1057","0.527092008678301","0.505243883820016","0.548940133536586"
"Ja","2001","2","Westdeutschland","4361","0.792416323123847","0.781711289966877","0.803121356280818"
"Ja","2001","3","Ostdeutschland","932","0.617458185078482","0.592468630402576","0.642447739754389"
"Ja","2001","3","Westdeutschland","4049","0.84380865972599","0.833486743264322","0.854130576187659"
"Ja","2001","4","Ostdeutschland","493","0.632706361531153","0.598433600041563","0.666979123020744"
"Ja","2001","4","Westdeutschland","3333","0.860489225053381","0.84951336097371","0.871465089133052"
"Ja","2001","5","Ostdeutschland","206","0.758155136835534","0.707453697997492","0.808856575673577"
"Ja","2001","5","Westdeutschland","2353","0.910990366732979","0.89996180953581","0.922018923930148"
"Nein","2001","1","Ostdeutschland","990","0.483630186980687","0.462261777971124","0.504998595990251"
"Nein","2001","1","Westdeutschland","1472","0.303358100858619","0.290664009970043","0.316052191747195"
"Nein","2001","2","Ostdeutschland","949","0.472907991321699","0.451059866463413","0.494756116179984"
"Nein","2001","2","Westdeutschland","1153","0.207583676876152","0.196878643719182","0.218288710033123"
"Nein","2001","3","Ostdeutschland","521","0.382541814921518","0.357552260245611","0.407531369597424"
"Nein","2001","3","Westdeutschland","703","0.15619134027401","0.145869423812341","0.166513256735678"
"Nein","2001","4","Ostdeutschland","267","0.367293638468847","0.333020876979256","0.401566399958437"
"Nein","2001","4","Westdeutschland","495","0.139510774946619","0.128534910866948","0.15048663902629"
"Nein","2001","5","Ostdeutschland","68","0.241844863164466","0.191143424326423","0.292546302002509"
"Nein","2001","5","Westdeutschland","208","0.0890096332670214","0.0779810760698524","0.10003819046419"
"Ja","2002","1","Ostdeutschland","911","0.508346340288093","0.485276780192871","0.531415900383314"
"Ja","2002","1","Westdeutschland","3014","0.718777312053168","0.705252488705312","0.732302135401024"
"Ja","2002","2","Ostdeutschland","940","0.544354654545283","0.520852483602384","0.567856825488182"
"Ja","2002","2","Westdeutschland","3814","0.797913017327461","0.786493487291528","0.809332547363395"
"Ja","2002","3","Ostdeutschland","950","0.630024748866467","0.605411099148624","0.654638398584311"
"Ja","2002","3","Westdeutschland","3727","0.840819298671711","0.830008254232969","0.851630343110453"
"Ja","2002","4","Ostdeutschland","635","0.634949777291381","0.604526461074896","0.665373093507865"
"Ja","2002","4","Westdeutschland","4207","0.863190862695624","0.853449949155891","0.872931776235357"
"Ja","2002","5","Ostdeutschland","456","0.757851949432366","0.722244294730454","0.793459604134278"
"Ja","2002","5","Westdeutschland","4509","0.899573643282156","0.891109398025394","0.908037888538919"
"Nein","2002","1","Ostdeutschland","893","0.491653659711907","0.468584099616686","0.514723219807129"
"Nein","2002","1","Westdeutschland","1231","0.281222687946832","0.267697864598976","0.294747511294688"
"Nein","2002","2","Ostdeutschland","785","0.455645345454717","0.432143174511818","0.479147516397616"
"Nein","2002","2","Westdeutschland","936","0.202086982672539","0.190667452636605","0.213506512708472"
"Nein","2002","3","Ostdeutschland","528","0.369975251133533","0.345361601415689","0.394588900851376"
"Nein","2002","3","Westdeutschland","672","0.159180701328289","0.148369656889547","0.169991745767031"
"Nein","2002","4","Ostdeutschland","327","0.365050222708619","0.334626906492135","0.395473538925104"
"Nein","2002","4","Westdeutschland","574","0.136809137304376","0.127068223764643","0.146550050844109"
"Nein","2002","5","Ostdeutschland","100","0.242148050567634","0.206540395865722","0.277755705269546"
"Nein","2002","5","Westdeutschland","335","0.100426356717844","0.0919621114610814","0.108890601974606"
"Ja","2003","1","Ostdeutschland","887","0.485461058884959","0.462346732123935","0.508575385645983"
"Ja","2003","1","Westdeutschland","2701","0.709308856703072","0.694848576878636","0.723769136527507"
"Ja","2003","2","Ostdeutschland","871","0.545038292989998","0.52063070917252","0.569445876807476"
"Ja","2003","2","Westdeutschland","3567","0.796825002108908","0.78496177899121","0.808688225226606"
"Ja","2003","3","Ostdeutschland","913","0.638460337550366","0.613765235598382","0.663155439502349"
"Ja","2003","3","Westdeutschland","3889","0.83822861611556","0.827546438570538","0.848910793660582"
"Ja","2003","4","Ostdeutschland","717","0.658115891980501","0.62904884449624","0.687182939464763"
"Ja","2003","4","Westdeutschland","4133","0.869685598597588","0.860070337278771","0.879300859916406"
"Ja","2003","5","Ostdeutschland","409","0.818739625725777","0.784560376311676","0.852918875139878"
"Ja","2003","5","Westdeutschland","4117","0.917645602078919","0.909489425640567","0.925801778517271"
"Nein","2003","1","Ostdeutschland","909","0.514538941115041","0.491424614354017","0.537653267876065"
"Nein","2003","1","Westdeutschland","1087","0.290691143296928","0.276230863472493","0.305151423121364"
"Nein","2003","2","Ostdeutschland","728","0.454961707010002","0.430554123192524","0.479369290827479"
"Nein","2003","2","Westdeutschland","852","0.203174997891092","0.191311774773394","0.21503822100879"
"Nein","2003","3","Ostdeutschland","541","0.361539662449634","0.336844560497651","0.386234764401618"
"Nein","2003","3","Westdeutschland","676","0.16177138388444","0.151089206339418","0.172453561429462"
"Nein","2003","4","Ostdeutschland","306","0.341884108019499","0.312817060535237","0.37095115550376"
"Nein","2003","4","Westdeutschland","576","0.130314401402412","0.120699140083594","0.139929662721229"
"Nein","2003","5","Ostdeutschland","79","0.181260374274223","0.147081124860123","0.215439623688324"
"Nein","2003","5","Westdeutschland","247","0.0823543979210812","0.0741982214827291","0.0905105743594332"
"Ja","2004","1","Ostdeutschland","903","0.511952249362095","0.488452182903861","0.535452315820329"
"Ja","2004","1","Westdeutschland","2662","0.724232144194315","0.709734001220666","0.738730287167965"
"Ja","2004","2","Ostdeutschland","853","0.561657744044261","0.53672178770672","0.586593700381802"
"Ja","2004","2","Westdeutschland","3502","0.811176561583138","0.79945843121104","0.822894691955235"
"Ja","2004","3","Ostdeutschland","888","0.638176035733303","0.6130318158865","0.663320255580106"
"Ja","2004","3","Westdeutschland","3672","0.832887609100345","0.821803490231516","0.843971727969174"
"Ja","2004","4","Ostdeutschland","728","0.666546481368071","0.63761432008149","0.695478642654651"
"Ja","2004","4","Westdeutschland","4025","0.8516055348977","0.841289838791819","0.861921231003582"
"Ja","2004","5","Ostdeutschland","413","0.758191459314812","0.721460006879714","0.794922911749909"
"Ja","2004","5","Westdeutschland","4055","0.937983217608709","0.930755854909894","0.945210580307523"
"Nein","2004","1","Ostdeutschland","835","0.488047750637905","0.464547684179671","0.511547817096139"
"Nein","2004","1","Westdeutschland","988","0.275767855805685","0.261269712832035","0.290265998779335"
"Nein","2004","2","Ostdeutschland","668","0.438342255955739","0.413406299618198","0.46327821229328"
"Nein","2004","2","Westdeutschland","783","0.188823438416862","0.177105308044765","0.20054156878896"
"Nein","2004","3","Ostdeutschland","515","0.361823964266697","0.336679744419894","0.3869681841135"
"Nein","2004","3","Westdeutschland","680","0.167112390899655","0.156028272030826","0.178196509768484"
"Nein","2004","4","Ostdeutschland","292","0.333453518631929","0.304521357345349","0.36238567991851"
"Nein","2004","4","Westdeutschland","537","0.1483944651023","0.138078768996418","0.158710161208181"
"Nein","2004","5","Ostdeutschland","109","0.241808540685188","0.205077088250091","0.278539993120286"
"Nein","2004","5","Westdeutschland","223","0.0620167823912915","0.0547894196924774","0.0692441450901057"
"Ja","2005","1","Ostdeutschland","965","0.526620506196187","0.503663025335705","0.549577987056669"
"Ja","2005","1","Westdeutschland","2552","0.704992488553701","0.689994935933059","0.719990041174343"
"Ja","2005","2","Ostdeutschland","853","0.588734968597479","0.563275874357527","0.61419406283743"
"Ja","2005","2","Westdeutschland","3383","0.832940713071508","0.821462138922351","0.844419287220665"
"Ja","2005","3","Ostdeutschland","896","0.66831422021394","0.643291621330687","0.693336819097193"
"Ja","2005","3","Westdeutschland","3585","0.856276658540254","0.845626527742265","0.866926789338242"
"Ja","2005","4","Ostdeutschland","693","0.684164777060051","0.654759646540804","0.713569907579299"
"Ja","2005","4","Westdeutschland","4013","0.87908931996015","0.869552092904511","0.888626547015789"
"Ja","2005","5","Ostdeutschland","468","0.819865652797953","0.788149671700994","0.851581633894913"
"Ja","2005","5","Westdeutschland","4024","0.923312140265747","0.915327134260413","0.93129714627108"
"Nein","2005","1","Ostdeutschland","852","0.473379493803813","0.450422012943331","0.496336974664295"
"Nein","2005","1","Westdeutschland","1000","0.295007511446299","0.280009958825657","0.310005064066941"
"Nein","2005","2","Ostdeutschland","582","0.411265031402521","0.38580593716257","0.436724125642473"
"Nein","2005","2","Westdeutschland","674","0.167059286928492","0.155580712779335","0.178537861077649"
"Nein","2005","3","Ostdeutschland","464","0.33168577978606","0.306663180902807","0.356708378669313"
"Nein","2005","3","Westdeutschland","583","0.143723341459746","0.133073210661757","0.154373472257735"
"Nein","2005","4","Ostdeutschland","267","0.315835222939949","0.286430092420701","0.345240353459196"
"Nein","2005","4","Westdeutschland","476","0.12091068003985","0.111373452984211","0.13044790709549"
"Nein","2005","5","Ostdeutschland","96","0.180134347202047","0.148418366105087","0.211850328299006"
"Nein","2005","5","Westdeutschland","242","0.0766878597342533","0.0687028537289201","0.0846728657395865"
"Ja","2006","1","Ostdeutschland","1021","0.558006114828841","0.535598803385658","0.580413426272024"
"Ja","2006","1","Westdeutschland","2774","0.71071417280899","0.696325793228807","0.725102552389173"
"Ja","2006","2","Ostdeutschland","875","0.575813104221957","0.550810966623629","0.600815241820285"
"Ja","2006","2","Westdeutschland","3707","0.832868843958518","0.821866089831325","0.843871598085711"
"Ja","2006","3","Ostdeutschland","1048","0.679117463171772","0.655855389622938","0.702379536720606"
"Ja","2006","3","Westdeutschland","3748","0.854730527352273","0.844274727236627","0.865186327467919"
"Ja","2006","4","Ostdeutschland","785","0.702664194459578","0.675340376948891","0.729988011970265"
"Ja","2006","4","Westdeutschland","4499","0.886657021448985","0.877854210623139","0.895459832274831"
"Ja","2006","5","Ostdeutschland","446","0.810393350145413","0.776798557620718","0.843988142670107"
"Ja","2006","5","Westdeutschland","4268","0.917015866563158","0.908978296792049","0.925053436334266"
"Nein","2006","1","Ostdeutschland","866","0.441993885171159","0.419586573727976","0.464401196614342"
"Nein","2006","1","Westdeutschland","1041","0.28928582719101","0.274897447610827","0.303674206771193"
"Nein","2006","2","Ostdeutschland","626","0.424186895778043","0.399184758179715","0.449189033376371"
"Nein","2006","2","Westdeutschland","710","0.167131156041482","0.156128401914289","0.178133910168675"
"Nein","2006","3","Ostdeutschland","499","0.320882536828228","0.297620463279394","0.344144610377061"
"Nein","2006","3","Westdeutschland","615","0.145269472647727","0.134813672532081","0.155725272763373"
"Nein","2006","4","Ostdeutschland","290","0.297335805540422","0.270011988029735","0.324659623051109"
"Nein","2006","4","Westdeutschland","483","0.113342978551015","0.104540167725169","0.122145789376861"
"Nein","2006","5","Ostdeutschland","77","0.189606649854587","0.156011857329893","0.223201442379282"
"Nein","2006","5","Westdeutschland","257","0.0829841334368422","0.0749465636657336","0.0910217032079507"
"Ja","2007","1","Ostdeutschland","907","0.572768419456158","0.54823665521179","0.597300183700527"
"Ja","2007","1","Westdeutschland","2489","0.75889212755432","0.744339541233391","0.773444713875248"
"Ja","2007","2","Ostdeutschland","900","0.577083372188506","0.552401651011803","0.601765093365209"
"Ja","2007","2","Westdeutschland","3212","0.822568993126993","0.810526453278961","0.834611532975025"
"Ja","2007","3","Ostdeutschland","963","0.687189448689634","0.663184325780257","0.711194571599011"
"Ja","2007","3","Westdeutschland","3637","0.869105529136614","0.858867200851466","0.879343857421763"
"Ja","2007","4","Ostdeutschland","747","0.700111276764427","0.67215548180805","0.728067071720803"
"Ja","2007","4","Westdeutschland","4257","0.892024485637875","0.883151900186757","0.900897071088992"
"Ja","2007","5","Ostdeutschland","460","0.781403724991456","0.746957261372871","0.815850188610041"
"Ja","2007","5","Westdeutschland","4184","0.92731857612734","0.919656349562121","0.93498080269256"
"Nein","2007","1","Ostdeutschland","655","0.427231580543842","0.402699816299473","0.45176334478821"
"Nein","2007","1","Westdeutschland","830","0.24110787244568","0.226555286124752","0.255660458766609"
"Nein","2007","2","Ostdeutschland","639","0.422916627811494","0.398234906634791","0.447598348988197"
"Nein","2007","2","Westdeutschland","654","0.177431006873007","0.165388467024975","0.189473546721039"
"Nein","2007","3","Ostdeutschland","470","0.312810551310366","0.288805428400989","0.336815674219743"
"Nein","2007","3","Westdeutschland","532","0.130894470863386","0.120656142578237","0.141132799148534"
"Nein","2007","4","Ostdeutschland","285","0.299888723235573","0.271932928279197","0.32784451819195"
"Nein","2007","4","Westdeutschland","443","0.107975514362125","0.099102928911008","0.116848099813243"
"Nein","2007","5","Ostdeutschland","93","0.218596275008544","0.184149811389959","0.253042738627129"
"Nein","2007","5","Westdeutschland","226","0.0726814238726599","0.0650191973074404","0.0803436504378794"
"Ja","2008","1","Ostdeutschland","807","0.544533804843245","0.518721869424042","0.570345740262447"
"Ja","2008","1","Westdeutschland","2129","0.750162908968049","0.734252199489222","0.766073618446876"
"Ja","2008","2","Ostdeutschland","839","0.639833094215551","0.614216147300016","0.665450041131086"
"Ja","2008","2","Westdeutschland","2768","0.822176508490831","0.809176009589974","0.835177007391688"
"Ja","2008","3","Ostdeutschland","944","0.715871428292953","0.692102370330779","0.739640486255127"
"Ja","2008","3","Westdeutschland","3525","0.872305936302441","0.861977334651945","0.882634537952936"
"Ja","2008","4","Ostdeutschland","804","0.722678690802055","0.695879915717828","0.749477465886281"
"Ja","2008","4","Westdeutschland","4013","0.880503606296629","0.871000928128546","0.890006284464712"
"Ja","2008","5","Ostdeutschland","501","0.860509673258481","0.832434652753517","0.888584693763445"
"Ja","2008","5","Westdeutschland","4147","0.934249633862652","0.926913058649016","0.941586209076289"
"Nein","2008","1","Ostdeutschland","623","0.455466195156755","0.429654259737553","0.481278130575958"
"Nein","2008","1","Westdeutschland","715","0.249837091031951","0.233926381553124","0.265747800510778"
"Nein","2008","2","Ostdeutschland","510","0.360166905784449","0.334549958868914","0.385783852699984"
"Nein","2008","2","Westdeutschland","555","0.177823491509169","0.164822992608312","0.190823990410026"
"Nein","2008","3","Ostdeutschland","439","0.284128571707047","0.260359513744873","0.307897629669221"
"Nein","2008","3","Westdeutschland","486","0.127694063697559","0.117365462047064","0.138022665348055"
"Nein","2008","4","Ostdeutschland","268","0.277321309197945","0.250522534113719","0.304120084282171"
"Nein","2008","4","Westdeutschland","463","0.119496393703371","0.109993715535288","0.128999071871454"
"Nein","2008","5","Ostdeutschland","84","0.139490326741519","0.111415306236555","0.167565347246483"
"Nein","2008","5","Westdeutschland","237","0.065750366137348","0.0584137909237114","0.0730869413509845"
"Ja","2009","1","Ostdeutschland","673","0.561624292586905","0.533781399623954","0.589467185549856"
"Ja","2009","1","Westdeutschland","1914","0.746773247425796","0.7299082292731","0.763638265578492"
"Ja","2009","2","Ostdeutschland","855","0.661528556736704","0.636001752942557","0.687055360530851"
"Ja","2009","2","Westdeutschland","2457","0.828111402160468","0.814565501834317","0.841657302486619"
"Ja","2009","3","Ostdeutschland","896","0.640826150065305","0.615290864795702","0.666361435334908"
"Ja","2009","3","Westdeutschland","3084","0.877449966295189","0.866613989364005","0.888285943226373"
"Ja","2009","4","Ostdeutschland","824","0.743884899515764","0.718020053691405","0.769749745340123"
"Ja","2009","4","Westdeutschland","3826","0.895581512914348","0.886389878947908","0.904773146880789"
"Ja","2009","5","Ostdeutschland","470","0.77043029064458","0.736174596205995","0.804685985083165"
"Ja","2009","5","Westdeutschland","4094","0.930103647530786","0.922506552244604","0.937700742816967"
"Nein","2009","1","Ostdeutschland","547","0.438375707413095","0.410532814450144","0.466218600376046"
"Nein","2009","1","Westdeutschland","640","0.253226752574204","0.236361734421508","0.2700917707269"
"Nein","2009","2","Ostdeutschland","465","0.338471443263296","0.312944639469149","0.363998247057443"
"Nein","2009","2","Westdeutschland","523","0.171888597839532","0.158342697513381","0.185434498165683"
"Nein","2009","3","Ostdeutschland","460","0.359173849934695","0.333638564665092","0.384709135204298"
"Nein","2009","3","Westdeutschland","434","0.122550033704811","0.111714056773627","0.133386010635995"
"Nein","2009","4","Ostdeutschland","270","0.256115100484236","0.230250254659877","0.281979946308595"
"Nein","2009","4","Westdeutschland","426","0.104418487085652","0.095226853119211","0.113610121052092"
"Nein","2009","5","Ostdeutschland","109","0.22956970935542","0.195314014916835","0.263825403794005"
"Nein","2009","5","Westdeutschland","233","0.0698963524692143","0.0622992571830329","0.0774934477553958"
"Ja","2010","1","Ostdeutschland","1379","0.591950021464037","0.571524182691672","0.612375860236402"
"Ja","2010","1","Westdeutschland","4401","0.715690580175142","0.704184346445729","0.727196813904555"
"Ja","2010","2","Ostdeutschland","1172","0.569570027275678","0.5479510381969","0.591189016354457"
"Ja","2010","2","Westdeutschland","5347","0.809623975608208","0.799962386977791","0.819285564238625"
"Ja","2010","3","Ostdeutschland","1172","0.705357871769266","0.683253700088704","0.727462043449828"
