,Unnamed: 0,year,hhtyp,hgeqpter,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
58,58,1988,Other Combinations,Yes,0.68578,60,4660,0.59764,0.75823
59,59,1988,Other Combinations,No,0.31422,35,4660,0.2505,0.4007
60,60,1989,Single-person household,Yes,0.58865,573,4511,0.57499,0.60243
61,61,1989,Single-person household,No,0.41135,441,4511,0.38593,0.4286
62,62,1989,Couple without children,Yes,0.72767,771,4511,0.70716,0.74608
63,63,1989,Couple without children,No,0.27233,361,4511,0.2526,0.29362
64,64,1989,Single parent,Yes,0.69632,167,4511,0.65198,0.73876
65,65,1989,Single parent,No,0.30368,80,4511,0.26731,0.35262
66,66,1989,Couple with children,Yes,0.77,1348,4511,0.74967,0.79125
67,67,1989,Couple with children,No,0.23,608,4511,0.21579,0.24401
68,68,1989,Multi-generational household,Yes,0.69815,60,4511,0.58048,0.82362
69,69,1989,Multi-generational household,No,0.30185,44,4511,0.23145,0.38816
70,70,1989,Other Combinations,Yes,1.0,58,4511,0.87028,1.11317
71,71,1990,Single-person household,Yes,0.62004,644,5341,0.60306,0.63697
72,72,1990,Single-person household,No,0.37996,416,5341,0.36281,0.39494
73,73,1990,Couple without children,Yes,0.74065,957,5341,0.71935,0.76418
74,74,1990,Couple without children,No,0.25935,375,5341,0.24379,0.27573
75,75,1990,Single parent,Yes,0.77924,245,5341,0.73257,0.83449
76,76,1990,Single parent,No,0.22076,68,5341,0.18738,0.25417
77,77,1990,Couple with children,Yes,0.79214,1826,5341,0.7686,0.81686
78,78,1990,Couple with children,No,0.20786,603,5341,0.19581,0.2191
79,79,1990,Multi-generational household,Yes,0.75439,89,5341,0.63754,0.88476
80,80,1990,Multi-generational household,No,0.24561,44,5341,0.17488,0.31362
81,81,1990,Other Combinations,Yes,1.0,74,5341,0.86319,1.14232
82,82,1991,Single-person household,Yes,0.56215,658,6557,0.54492,0.5774
83,83,1991,Single-person household,No,0.43785,611,6557,0.42017,0.45621
84,84,1991,Couple without children,Yes,0.67016,1002,6557,0.64893,0.68925
85,85,1991,Couple without children,No,0.32984,631,6557,0.31433,0.34188
86,86,1991,Single parent,Yes,0.67424,242,6557,0.62501,0.72143
87,87,1991,Single parent,No,0.32576,139,6557,0.28926,0.36146
88,88,1991,Couple with children,Yes,0.71764,1870,6557,0.69832,0.74015
89,89,1991,Couple with children,No,0.28236,1105,6557,0.27106,0.29484
90,90,1991,Multi-generational household,Yes,0.68385,83,6557,0.56247,0.77789
91,91,1991,Multi-generational household,No,0.31615,68,6557,0.24486,0.38446
92,92,1991,Other Combinations,Yes,0.54486,75,6557,0.47377,0.61192
93,93,1991,Other Combinations,No,0.45514,73,6557,0.39542,0.52529
94,94,1992,Single-person household,Yes,0.58365,686,6432,0.56425,0.60285
95,95,1992,Single-person household,No,0.41635,572,6432,0.40073,0.43471
96,96,1992,Couple without children,Yes,0.68439,1030,6432,0.66372,0.70561
97,97,1992,Couple without children,No,0.31561,610,6432,0.29925,0.33031
98,98,1992,Single parent,Yes,0.70579,243,6432,0.65357,0.76545
99,99,1992,Single parent,No,0.29421,143,6432,0.2581,0.32688
100,100,1992,Couple with children,Yes,0.73158,1823,6432,0.70746,0.75594
101,101,1992,Couple with children,No,0.26842,1020,6432,0.25584,0.28093
102,102,1992,Multi-generational household,Yes,0.71278,82,6432,0.58,0.85355
103,103,1992,Multi-generational household,No,0.28722,62,6432,0.22219,0.35197
104,104,1992,Other Combinations,Yes,0.56604,81,6432,0.4866,0.64324
105,105,1992,Other Combinations,No,0.43396,80,6432,0.37421,0.50296
106,106,1993,Single-person household,Yes,0.58699,715,6361,0.56955,0.60832
107,107,1993,Single-person household,No,0.41301,586,6361,0.39539,0.43248
108,108,1993,Couple without children,Yes,0.68798,1055,6361,0.66729,0.71086
109,109,1993,Couple without children,No,0.31202,608,6361,0.29687,0.33043
110,110,1993,Single parent,Yes,0.70234,230,6361,0.65318,0.75162
111,111,1993,Single parent,No,0.29766,136,6361,0.26249,0.32742
112,112,1993,Couple with children,Yes,0.73298,1749,6361,0.70821,0.75625
113,113,1993,Couple with children,No,0.26702,980,6361,0.25395,0.27939
114,114,1993,Multi-generational household,Yes,0.7481,88,6361,0.61754,0.886
115,115,1993,Multi-generational household,No,0.2519,57,6361,0.201,0.31337
116,116,1993,Other Combinations,Yes,0.55074,81,6361,0.4654,0.62255
117,117,1993,Other Combinations,No,0.44926,76,6361,0.37906,0.51775
118,118,1994,Single-person household,Yes,0.58594,714,6268,0.5606,0.60731
119,119,1994,Single-person household,No,0.41406,580,6268,0.39678,0.43475
120,120,1994,Couple without children,Yes,0.70136,1100,6268,0.67763,0.72738
121,121,1994,Couple without children,No,0.29864,604,6268,0.28041,0.31943
122,122,1994,Single parent,Yes,0.67508,214,6268,0.62099,0.72505
123,123,1994,Single parent,No,0.32492,135,6268,0.2841,0.36635
124,124,1994,Couple with children,Yes,0.74452,1724,6268,0.71786,0.77547
125,125,1994,Couple with children,No,0.25548,905,6268,0.24199,0.26897
126,126,1994,Multi-generational household,Yes,0.74144,80,6268,0.60997,0.88432
127,127,1994,Multi-generational household,No,0.25856,54,6268,0.19657,0.32073
128,128,1994,Other Combinations,Yes,0.62594,92,6268,0.55496,0.71175
129,129,1994,Other Combinations,No,0.37406,66,6268,0.31389,0.44466
130,130,1995,Single-person household,Yes,0.60002,741,6447,0.57551,0.6206
131,131,1995,Single-person household,No,0.39998,589,6447,0.37935,0.4232
132,132,1995,Couple without children,Yes,0.72051,1164,6447,0.69274,0.74444
133,133,1995,Couple without children,No,0.27949,591,6447,0.26173,0.29698
134,134,1995,Single parent,Yes,0.68794,231,6447,0.62652,0.75156
135,135,1995,Single parent,No,0.31206,131,6447,0.26998,0.35654
136,136,1995,Couple with children,Yes,0.75416,1814,6447,0.72998,0.77879
137,137,1995,Couple with children,No,0.24584,894,6447,0.23342,0.25845
138,138,1995,Multi-generational household,Yes,0.73113,82,6447,0.60433,0.87056
139,139,1995,Multi-generational household,No,0.26887,52,6447,0.20685,0.35337
140,140,1995,Other Combinations,Yes,0.71039,107,6447,0.62454,0.81754
141,141,1995,Other Combinations,No,0.28961,51,6447,0.24328,0.34614
142,142,1996,Single-person household,Yes,0.61254,773,6384,0.59064,0.63579
143,143,1996,Single-person household,No,0.38746,585,6384,0.36894,0.40661
144,144,1996,Couple without children,Yes,0.73603,1194,6384,0.71389,0.76123
145,145,1996,Couple without children,No,0.26397,585,6384,0.24932,0.28215
146,146,1996,Single parent,Yes,0.68045,240,6384,0.62768,0.73223
147,147,1996,Single parent,No,0.31955,130,6384,0.27642,0.36454
148,148,1996,Couple with children,Yes,0.76779,1805,6384,0.73821,0.79605
149,149,1996,Couple with children,No,0.23221,804,6384,0.22019,0.243
150,150,1996,Multi-generational household,Yes,0.72382,76,6384,0.59281,0.8428
151,151,1996,Multi-generational household,No,0.27618,46,6384,0.20338,0.36687
152,152,1996,Other Combinations,Yes,0.68621,96,6384,0.60046,0.78986
153,153,1996,Other Combinations,No,0.31379,50,6384,0.25312,0.37733
154,154,1997,Single-person household,Yes,0.62093,766,6298,0.59608,0.64877
155,155,1997,Single-person household,No,0.37907,564,6298,0.35877,0.39897
156,156,1997,Couple without children,Yes,0.73945,1228,6298,0.70999,0.76734
157,157,1997,Couple without children,No,0.26055,585,6298,0.242,0.27634
158,158,1997,Single parent,Yes,0.72488,247,6298,0.67035,0.79745
159,159,1997,Single parent,No,0.27512,127,6298,0.23802,0.31203
160,160,1997,Couple with children,Yes,0.78224,1794,6298,0.75382,0.81595
161,161,1997,Couple with children,No,0.21776,726,6298,0.20405,0.23287
162,162,1997,Multi-generational household,Yes,0.74494,75,6298,0.609,0.92097
163,163,1997,Multi-generational household,No,0.25506,42,6298,0.19067,0.35455
164,164,1997,Other Combinations,Yes,0.67129,91,6298,0.57261,0.77585
165,165,1997,Other Combinations,No,0.32871,53,6298,0.26196,0.39259
166,166,1998,Single-person household,Yes,0.62062,989,7362,0.5973,0.6429
167,167,1998,Single-person household,No,0.37938,695,7362,0.36266,0.39484
168,168,1998,Couple without children,Yes,0.75491,1529,7362,0.73252,0.7785
169,169,1998,Couple without children,No,0.24509,634,7362,0.23259,0.26012
170,170,1998,Single parent,Yes,0.73497,306,7362,0.6856,0.77435
171,171,1998,Single parent,No,0.26503,140,7362,0.2377,0.30185
172,172,1998,Couple with children,Yes,0.79198,2085,7362,0.76519,0.81556
173,173,1998,Couple with children,No,0.20802,719,7362,0.19631,0.22052
174,174,1998,Multi-generational household,Yes,0.72281,69,7362,0.61565,0.87999
175,175,1998,Multi-generational household,No,0.27719,37,7362,0.21182,0.33976
176,176,1998,Other Combinations,Yes,0.71893,107,7362,0.63247,0.82535
177,177,1998,Other Combinations,No,0.28107,52,7362,0.2362,0.32835
178,178,1999,Single-person household,Yes,0.62734,952,7036,0.60488,0.64732
179,179,1999,Single-person household,No,0.37266,657,7036,0.35639,0.38764
180,180,1999,Couple without children,Yes,0.76509,1524,7036,0.74294,0.78774
181,181,1999,Couple without children,No,0.23491,610,7036,0.22179,0.24842
182,182,1999,Single parent,Yes,0.74322,304,7036,0.68938,0.80312
183,183,1999,Single parent,No,0.25678,136,7036,0.22742,0.28653
184,184,1999,Couple with children,Yes,0.80162,2048,7036,0.7746,0.82604
185,185,1999,Couple with children,No,0.19838,659,7036,0.18802,0.21093
186,186,1999,Multi-generational household,Yes,0.73926,66,7036,0.58177,0.9186
187,187,1999,Multi-generational household,No,0.26074,33,7036,0.20506,0.326
188,188,1999,Other Combinations,Yes,1.0,47,7036,0.83084,1.1953
189,189,2000,Single-person household,Yes,0.62124,1929,12780,0.60807,0.63526
190,190,2000,Single-person household,No,0.37876,1274,12780,0.36998,0.38719
191,191,2000,Couple without children,Yes,0.77813,2960,12780,0.76734,0.79584
192,192,2000,Couple without children,No,0.22187,967,12780,0.21408,0.22966
193,193,2000,Single parent,Yes,0.72842,519,12780,0.69455,0.75764
194,194,2000,Single parent,No,0.27158,227,12780,0.25297,0.28652
195,195,2000,Couple with children,Yes,0.80122,3578,12780,0.78505,0.81662
196,196,2000,Couple with children,No,0.19878,1002,12780,0.19082,0.20664
197,197,2000,Multi-generational household,Yes,0.77529,125,12780,0.70281,0.84564
198,198,2000,Multi-generational household,No,0.22471,41,12780,0.1879,0.26393
199,199,2000,Other Combinations,Yes,0.70248,108,12780,0.63551,0.77124
200,200,2000,Other Combinations,No,0.29752,50,12780,0.25151,0.34166
201,201,2001,Single-person household,Yes,0.63486,1765,11493,0.62283,0.6476
202,202,2001,Single-person household,No,0.36514,1102,11493,0.35491,0.37374
203,203,2001,Couple without children,Yes,0.78467,2692,11493,0.7713,0.79937
204,204,2001,Couple without children,No,0.21533,851,11493,0.20811,0.2243
205,205,2001,Single parent,Yes,0.7009,471,11493,0.66108,0.73443
206,206,2001,Single parent,No,0.2991,216,11493,0.27659,0.32462
207,207,2001,Couple with children,Yes,0.81391,3263,11493,0.79688,0.83266
208,208,2001,Couple with children,No,0.18609,853,11493,0.17848,0.1926
209,209,2001,Multi-generational household,Yes,0.76996,119,11493,0.67932,0.8763
210,210,2001,Multi-generational household,No,0.23004,38,11493,0.17856,0.26915
211,211,2001,Other Combinations,Yes,0.75357,87,11493,0.67267,0.85689
212,212,2001,Other Combinations,No,0.24643,36,11493,0.20419,0.28781
213,213,2002,Single-person household,Yes,0.64329,1794,11965,0.63102,0.65893
214,214,2002,Single-person household,No,0.35671,1069,11965,0.34737,0.36679
215,215,2002,Couple without children,Yes,0.79081,3018,11965,0.77179,0.81117
216,216,2002,Couple without children,No,0.20919,820,11965,0.19925,0.21877
217,217,2002,Single parent,Yes,0.70612,472,11965,0.672,0.74275
218,218,2002,Single parent,No,0.29388,205,11965,0.26861,0.32087
219,219,2002,Couple with children,Yes,0.81981,3531,11965,0.79876,0.84214
220,220,2002,Couple with children,No,0.18019,783,11965,0.17278,0.18955
221,221,2002,Multi-generational household,Yes,0.75851,115,11965,0.64277,0.86605
222,222,2002,Multi-generational household,No,0.24149,31,11965,0.18206,0.29406
223,223,2002,Other Combinations,Yes,0.7417,89,11965,0.63311,0.83217
224,224,2002,Other Combinations,No,0.2583,38,11965,0.21088,0.32443
225,225,2003,Single-person household,Yes,0.65092,1810,11519,0.63482,0.66756
226,226,2003,Single-person household,No,0.34908,1018,11519,0.33715,0.35896
227,227,2003,Couple without children,Yes,0.78998,2955,11519,0.76977,0.80737
228,228,2003,Couple without children,No,0.21002,799,11519,0.20166,0.22352
229,229,2003,Single parent,Yes,0.71487,476,11519,0.67861,0.75146
230,230,2003,Single parent,No,0.28513,200,11519,0.26045,0.30974
231,231,2003,Couple with children,Yes,0.82757,3345,11519,0.80429,0.85212
232,232,2003,Couple with children,No,0.17243,716,11519,0.16267,0.18305
233,233,2003,Multi-generational household,Yes,1.0,90,11519,0.79603,1.23629
234,234,2003,Other Combinations,Yes,0.64938,72,11519,0.53671,0.77235
235,235,2003,Other Combinations,No,0.35062,38,11519,0.26182,0.44137
236,236,2004,Single-person household,Yes,0.65843,1801,11246,0.64191,0.67395
237,237,2004,Single-person household,No,0.34157,964,11246,0.32952,0.35156
238,238,2004,Couple without children,Yes,0.79973,2996,11246,0.77852,0.82122
239,239,2004,Couple without children,No,0.20027,755,11246,0.18975,0.20971
240,240,2004,Single parent,Yes,0.73454,476,11246,0.68813,0.78343
241,241,2004,Single parent,No,0.26546,184,11246,0.23816,0.29607
242,242,2004,Couple with children,Yes,0.82809,3211,11246,0.80088,0.85651
243,243,2004,Couple with children,No,0.17191,672,11246,0.15982,0.18336
244,244,2004,Multi-generational household,Yes,1.0,82,11246,0.78414,1.24954
245,245,2004,Other Combinations,Yes,0.70988,72,11246,0.56898,0.84555
246,246,2004,Other Combinations,No,0.29012,33,11246,0.20517,0.40299
247,247,2005,Single-person household,Yes,0.67686,1912,11149,0.65939,0.69833
248,248,2005,Single-person household,No,0.32314,980,11149,0.31341,0.33884
249,249,2005,Couple without children,Yes,0.81372,2976,11149,0.79654,0.84027
250,250,2005,Couple without children,No,0.18628,711,11149,0.17538,0.19872
251,251,2005,Single parent,Yes,0.70564,486,11149,0.66579,0.75558
252,252,2005,Single parent,No,0.29436,205,11149,0.26643,0.32297
253,253,2005,Couple with children,Yes,0.84926,3125,11149,0.81964,0.88036
254,254,2005,Couple with children,No,0.15074,575,11149,0.13834,0.16234
255,255,2005,Multi-generational household,Yes,1.0,79,11149,0.77738,1.2315
256,256,2005,Other Combinations,Yes,0.70221,68,11149,0.58232,0.85719
257,257,2005,Other Combinations,No,0.29779,32,11149,0.21063,0.38933
258,258,2006,Single-person household,Yes,0.67569,2189,12193,0.66161,0.68947
259,259,2006,Single-person household,No,0.32431,1093,12193,0.31161,0.33556
260,260,2006,Couple without children,Yes,0.81896,3420,12193,0.80137,0.8386
261,261,2006,Couple without children,No,0.18104,734,12193,0.17295,0.19064
262,262,2006,Single parent,Yes,0.73556,560,12193,0.68981,0.78113
263,263,2006,Single parent,No,0.26444,208,12193,0.24238,0.28775
264,264,2006,Couple with children,Yes,0.84874,3235,12193,0.8217,0.87866
265,265,2006,Couple with children,No,0.15126,600,12193,0.14046,0.16105
266,266,2006,Multi-generational household,Yes,1.0,76,12193,0.76328,1.24096
267,267,2006,Other Combinations,Yes,1.0,78,12193,0.8164,1.22243
268,268,2007,Single-person household,Yes,0.69428,2135,11379,0.6761,0.70878
269,269,2007,Single-person household,No,0.30572,964,11379,0.29342,0.31494
270,270,2007,Couple without children,Yes,0.83084,3188,11379,0.80566,0.85008
271,271,2007,Couple without children,No,0.16916,683,11379,0.1621,0.17851
272,272,2007,Single parent,Yes,0.74655,522,11379,0.70247,0.79912
273,273,2007,Single parent,No,0.25345,188,11379,0.23291,0.28477
274,274,2007,Couple with children,Yes,0.86394,3062,11379,0.83666,0.89349
275,275,2007,Couple with children,No,0.13606,511,11379,0.12655,0.14855
276,276,2007,Multi-generational household,Yes,1.0,64,11379,0.79176,1.26501
277,277,2007,Other Combinations,Yes,1.0,62,11379,0.79274,1.26743
278,278,2008,Single-person household,Yes,0.71073,2097,10765,0.69318,0.72702
279,279,2008,Single-person household,No,0.28927,882,10765,0.27764,0.30029
280,280,2008,Couple without children,Yes,0.84112,3112,10765,0.81824,0.86408
281,281,2008,Couple without children,No,0.15888,620,10765,0.14912,0.1699
282,282,2008,Single parent,Yes,0.75494,511,10765,0.70054,0.81161
283,283,2008,Single parent,No,0.24506,170,10765,0.22331,0.27324
284,284,2008,Couple with children,Yes,0.86316,2796,10765,0.83643,0.89206
285,285,2008,Couple with children,No,0.13684,468,10765,0.12627,0.14582
286,286,2008,Multi-generational household,Yes,1.0,59,10765,0.78783,1.23495
287,287,2008,Other Combinations,Yes,1.0,50,10765,0.78807,1.24627
288,288,2009,Single-person household,Yes,0.71308,2020,10128,0.69567,0.73724
289,289,2009,Single-person household,No,0.28692,824,10128,0.27504,0.29994
290,290,2009,Couple without children,Yes,0.85007,2976,10128,0.81904,0.87896
291,291,2009,Couple without children,No,0.14993,572,10128,0.13915,0.16131
292,292,2009,Single parent,Yes,0.77328,471,10128,0.71325,0.8365
293,293,2009,Single parent,No,0.22672,161,10128,0.19938,0.25623
294,294,2009,Couple with children,Yes,0.8679,2568,10128,0.83038,0.90316
295,295,2009,Couple with children,No,0.1321,439,10128,0.11886,0.14453
296,296,2009,Multi-generational household,Yes,1.0,47,10128,0.816,1.23195
297,297,2009,Other Combinations,Yes,1.0,50,10128,0.73007,1.2696
298,298,2010,Single-person household,Yes,0.71201,1921,13749,0.69371,0.73535
299,299,2010,Single-person household,No,0.28799,770,13749,0.27473,0.30336
300,300,2010,Couple without children,Yes,0.858,2853,13749,0.83188,0.88687
301,301,2010,Couple without children,No,0.142,517,13749,0.13126,0.15456
302,302,2010,Single parent,Yes,0.7383,1366,13749,0.6906,0.78692
303,303,2010,Single parent,No,0.2617,481,13749,0.23354,0.29364
304,304,2010,Couple with children,Yes,0.86392,4816,13749,0.83008,0.89609
305,305,2010,Couple with children,No,0.13608,896,13749,0.12291,0.14933
306,306,2010,Multi-generational household,Yes,1.0,81,13749,0.72861,1.28419
307,307,2010,Other Combinations,Yes,1.0,48,13749,0.70948,1.35877
308,308,2011,Single-person household,Yes,0.72244,2510,16571,0.70382,0.73923
309,309,2011,Single-person household,No,0.27756,1023,16571,0.26684,0.28835
310,310,2011,Couple without children,Yes,0.85612,3698,16571,0.83523,0.87703
311,311,2011,Couple without children,No,0.14388,674,16571,0.13578,0.15325
312,312,2011,Single parent,Yes,0.77544,1786,16571,0.73476,0.8147
313,313,2011,Single parent,No,0.22456,520,16571,0.20745,0.24368
314,314,2011,Couple with children,Yes,0.88019,5311,16571,0.85125,0.91582
315,315,2011,Couple with children,No,0.11981,857,16571,0.11266,0.1299
316,316,2011,Multi-generational household,Yes,0.82744,87,16571,0.64332,1.04443
317,317,2011,Multi-generational household,No,0.17256,33,16571,0.12192,0.22933
318,318,2011,Other Combinations,Yes,1.0,72,16571,0.80508,1.21265
319,319,2012,Single-person household,Yes,0.72486,2628,16276,0.70849,0.74436
320,320,2012,Single-person household,No,0.27514,1054,16276,0.26351,0.28792
321,321,2012,Couple without children,Yes,0.86432,3793,16276,0.84164,0.88921
322,322,2012,Couple without children,No,0.13568,657,16276,0.12671,0.14322
323,323,2012,Single parent,Yes,0.76112,1678,16276,0.72517,0.80893
324,324,2012,Single parent,No,0.23888,501,16276,0.21299,0.2577
325,325,2012,Couple with children,Yes,0.89062,5025,16276,0.86088,0.92738
326,326,2012,Couple with children,No,0.10938,749,16276,0.10154,0.12045
327,327,2012,Multi-generational household,Yes,0.81253,87,16276,0.63803,1.00024
328,328,2012,Multi-generational household,No,0.18747,32,16276,0.14437,0.23671
329,329,2012,Other Combinations,Yes,1.0,72,16276,0.811,1.23951
330,330,2013,Single-person household,Yes,0.72181,2708,17870,0.70446,0.73919
331,331,2013,Single-person household,No,0.27819,1136,17870,0.26744,0.29062
332,332,2013,Couple without children,Yes,0.86628,3935,17870,0.84143,0.88939
333,333,2013,Couple without children,No,0.13372,704,17870,0.1253,0.14293
334,334,2013,Single parent,Yes,0.77202,1744,17870,0.72472,0.81859
335,335,2013,Single parent,No,0.22798,501,17870,0.20799,0.25316
336,336,2013,Couple with children,Yes,0.88426,5774,17870,0.85877,0.91367
337,337,2013,Couple with children,No,0.11574,867,17870,0.10608,0.12536
338,338,2013,Multi-generational household,Yes,0.83599,114,17870,0.63955,1.05339
339,339,2013,Multi-generational household,No,0.16401,31,17870,0.11457,0.22467
340,340,2013,Other Combinations,Yes,0.76069,266,17870,0.65072,0.88956
341,341,2013,Other Combinations,No,0.23931,90,17870,0.1999,0.27943
342,342,2014,Single-person household,Yes,0.73076,2554,15799,0.70951,0.75109
343,343,2014,Single-person household,No,0.26924,1008,15799,0.25812,0.28178
344,344,2014,Couple without children,Yes,0.87068,3725,15799,0.84849,0.8953
345,345,2014,Couple without children,No,0.12932,638,15799,0.1201,0.13948
346,346,2014,Single parent,Yes,0.7751,1426,15799,0.73259,0.82184
347,347,2014,Single parent,No,0.2249,389,15799,0.1973,0.25962
348,348,2014,Couple with children,Yes,0.87869,4961,15799,0.84998,0.90942
349,349,2014,Couple with children,No,0.12131,739,15799,0.1084,0.13387
350,350,2014,Multi-generational household,Yes,1.0,98,15799,0.76657,1.28206
351,351,2014,Other Combinations,Yes,0.76176,200,15799,0.64278,0.86627
352,352,2014,Other Combinations,No,0.23824,61,15799,0.1763,0.31023
353,353,2015,Single-person household,Yes,0.7298,2555,15731,0.70782,0.75287
354,354,2015,Single-person household,No,0.2702,1069,15731,0.25779,0.28278
355,355,2015,Couple without children,Yes,0.87467,3693,15731,0.84341,0.90133
356,356,2015,Couple without children,No,0.12533,682,15731,0.11615,0.13664
357,357,2015,Single parent,Yes,0.76562,1314,15731,0.72054,0.81211
358,358,2015,Single parent,No,0.23438,397,15731,0.20655,0.26751
359,359,2015,Couple with children,Yes,0.87988,4866,15731,0.84202,0.91436
360,360,2015,Couple with children,No,0.12012,791,15731,0.11046,0.13281
361,361,2015,Multi-generational household,Yes,1.0,113,15731,0.75851,1.30522
362,362,2015,Other Combinations,Yes,0.80254,193,15731,0.67474,0.92758
363,363,2015,Other Combinations,No,0.19746,58,15731,0.14378,0.25285
364,364,2016,Single-person household,Yes,0.72898,2572,16398,0.707,0.7567
365,365,2016,Single-person household,No,0.27102,1228,16398,0.25404,0.28859
366,366,2016,Couple without children,Yes,0.87271,3533,16398,0.8431,0.90556
367,367,2016,Couple without children,No,0.12729,624,16398,0.11612,0.13661
368,368,2016,Single parent,Yes,0.75453,1253,16398,0.7112,0.80707
369,369,2016,Single parent,No,0.24547,453,16398,0.21504,0.28758
370,370,2016,Couple with children,Yes,0.88293,5049,16398,0.84053,0.92373
371,371,2016,Couple with children,No,0.11707,1155,16398,0.10562,0.12859
372,372,2016,Multi-generational household,Yes,0.78532,108,16398,0.58212,0.96633
373,373,2016,Multi-generational household,No,0.21468,38,16398,0.09719,0.40999
374,374,2016,Other Combinations,Yes,0.83849,255,16398,0.69656,1.00727
375,375,2016,Other Combinations,No,0.16151,130,16398,0.11354,0.22283
376,376,2017,Single-person household,Yes,0.7244,2871,18274,0.70373,0.74345
377,377,2017,Single-person household,No,0.2756,1423,18274,0.2636,0.2904
378,378,2017,Couple without children,Yes,0.88021,4014,18274,0.85462,0.90263
379,379,2017,Couple without children,No,0.11979,696,18274,0.11113,0.12975
