"hgeqpter","year","bula_h","quintil","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","1995","Mecklenburg-Vorpommern","3","70","0.732229622190642","0.645005741205415","0.819453503175869"
"Ja","1995","Mecklenburg-Vorpommern","4","21","","",""
"Ja","1995","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","","","",""
"Ja","1995","Sachsen","1 Einkommensschwächstes Quintil","","","",""
"Ja","1995","Sachsen","2","202","","",""
"Ja","1995","Sachsen","3","105","","",""
"Ja","1995","Sachsen","4","27","","",""
"Ja","1995","Sachsen","5 Einkommensstärkstes Quintil","","","",""
"Ja","1995","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","","","",""
"Ja","1995","Sachsen-Anhalt","2","134","","",""
"Ja","1995","Sachsen-Anhalt","3","72","0.600030239664316","0.510102057764946","0.689958421563685"
"Ja","1995","Sachsen-Anhalt","4","24","","",""
"Ja","1995","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","1995","Thueringen","1 Einkommensschwächstes Quintil","","","",""
"Ja","1995","Thueringen","2","129","","",""
"Ja","1995","Thueringen","3","47","0.531352992866791","0.428257109118968","0.634448876614614"
"Ja","1995","Thueringen","4","23","","",""
"Ja","1995","Thueringen","5 Einkommensstärkstes Quintil","","","",""
"Nein","1995","Schleswig-Holstein","1 Einkommensschwächstes Quintil","","","",""
"Nein","1995","Schleswig-Holstein","2","20","","",""
"Nein","1995","Schleswig-Holstein","3","16","","",""
"Nein","1995","Schleswig-Holstein","4","6","0.0683829361523201","-0.00302065616772382","0.139786528472364"
"Nein","1995","Schleswig-Holstein","5 Einkommensstärkstes Quintil","","","",""
"Nein","1995","Hamburg","1 Einkommensschwächstes Quintil","","","",""
"Nein","1995","Hamburg","2","6","0.245858641447292","0.114055645865045","0.37766163702954"
"Nein","1995","Hamburg","3","6","0.153295709674013","0.0372101741135919","0.269381245234434"
"Nein","1995","Hamburg","4","5","0.208811875287477","0.0426996294566786","0.374924121118275"
"Nein","1995","Hamburg","5 Einkommensstärkstes Quintil","","","",""
"Nein","1995","Niedersachsen","1 Einkommensschwächstes Quintil","","","",""
"Nein","1995","Niedersachsen","2","89","0.199368139129663","0.158823075427203","0.239913202832122"
"Nein","1995","Niedersachsen","3","46","0.176987557952205","0.127555929404203","0.226419186500208"
"Nein","1995","Niedersachsen","4","50","0.258413495418821","0.195160997101016","0.321665993736625"
"Nein","1995","Niedersachsen","5 Einkommensstärkstes Quintil","","","",""
"Nein","1995","Bremen","1 Einkommensschwächstes Quintil","","","",""
"Nein","1995","Bremen","2","4","0.148280744955918","0.0270307488058372","0.269530741105999"
"Nein","1995","Bremen","3","2","","",""
"Nein","1995","Bremen","4","2","","",""
"Nein","1995","Bremen","5 Einkommensstärkstes Quintil","","","",""
"Nein","1995","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","","","",""
"Nein","1995","Nordrhein-Westfalen","2","274","","",""
"Nein","1995","Nordrhein-Westfalen","3","147","","",""
"Nein","1995","Nordrhein-Westfalen","4","63","0.15009642580135","0.114373050847696","0.185819800755004"
"Nein","1995","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","","","",""
"Nein","1995","Hessen","1 Einkommensschwächstes Quintil","","","",""
"Nein","1995","Hessen","2","121","","",""
"Nein","1995","Hessen","3","63","0.194238121331501","0.142079927136391","0.246396315526611"
"Nein","1995","Hessen","4","32","0.228491700026742","0.160386985178882","0.296596414874601"
"Nein","1995","Hessen","5 Einkommensstärkstes Quintil","","","",""
"Nein","1995","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","","","",""
"Nein","1995","Rheinland-Pfalz,Saarland","2","67","0.208398406634412","0.160480914867937","0.256315898400887"
"Nein","1995","Rheinland-Pfalz,Saarland","3","35","0.213264141804568","0.151508287925305","0.275019995683831"
"Nein","1995","Rheinland-Pfalz,Saarland","4","23","","",""
"Nein","1995","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","","","",""
"Nein","1995","Baden-Wuerttemberg","1 Einkommensschwächstes Quintil","","","",""
"Nein","1995","Baden-Wuerttemberg","2","215","","",""
"Nein","1995","Baden-Wuerttemberg","3","78","0.164261991626919","0.128042805805586","0.200481177448253"
"Nein","1995","Baden-Wuerttemberg","4","62","0.199717434709323","0.153783752241912","0.245651117176735"
"Nein","1995","Baden-Wuerttemberg","5 Einkommensstärkstes Quintil","","","",""
"Nein","1995","Bayern","1 Einkommensschwächstes Quintil","","","",""
"Nein","1995","Bayern","2","113","","",""
"Nein","1995","Bayern","3","78","0.132063866618811","0.1013247755591","0.162802957678523"
"Nein","1995","Bayern","4","51","0.164575581859523","0.118050252109634","0.211100911609411"
"Nein","1995","Bayern","5 Einkommensstärkstes Quintil","","","",""
"Nein","1995","Saarland","1 Einkommensschwächstes Quintil","","","",""
"Nein","1995","Saarland","2","","","",""
"Nein","1995","Saarland","3","","","",""
"Nein","1995","Saarland","4","","","",""
"Nein","1995","Saarland","5 Einkommensstärkstes Quintil","","","",""
"Nein","1995","Berlin","1 Einkommensschwächstes Quintil","","","",""
"Nein","1995","Berlin","2","46","0.254038682007847","0.191139172507969","0.316938191507725"
"Nein","1995","Berlin","3","24","","",""
"Nein","1995","Berlin","4","10","","",""
"Nein","1995","Berlin","5 Einkommensstärkstes Quintil","","","",""
"Nein","1995","Brandenburg","1 Einkommensschwächstes Quintil","","","",""
"Nein","1995","Brandenburg","2","103","","",""
"Nein","1995","Brandenburg","3","34","0.431900183977565","0.334815189586555","0.528985178368576"
"Nein","1995","Brandenburg","4","16","","",""
"Nein","1995","Brandenburg","5 Einkommensstärkstes Quintil","","","",""
"Nein","1995","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","","","",""
"Nein","1995","Mecklenburg-Vorpommern","2","54","0.412900763704481","0.330152814795443","0.495648712613519"
"Nein","1995","Mecklenburg-Vorpommern","3","29","","",""
"Nein","1995","Mecklenburg-Vorpommern","4","12","","",""
"Nein","1995","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","","","",""
"Nein","1995","Sachsen","1 Einkommensschwächstes Quintil","","","",""
"Nein","1995","Sachsen","2","212","","",""
"Nein","1995","Sachsen","3","113","","",""
"Nein","1995","Sachsen","4","26","","",""
"Nein","1995","Sachsen","5 Einkommensstärkstes Quintil","","","",""
"Nein","1995","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","1995","Sachsen-Anhalt","2","189","","",""
"Nein","1995","Sachsen-Anhalt","3","42","0.399969760335684","0.310041578436315","0.489897942235054"
"Nein","1995","Sachsen-Anhalt","4","11","","",""
"Nein","1995","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","1995","Thueringen","1 Einkommensschwächstes Quintil","","","",""
"Nein","1995","Thueringen","2","126","","",""
"Nein","1995","Thueringen","3","43","0.468647007133209","0.365551123385386","0.571742890881032"
"Nein","1995","Thueringen","4","8","0.410718941470477","0.237537699070572","0.583900183870383"
"Nein","1995","Thueringen","5 Einkommensstärkstes Quintil","","","",""
"Ja","1996","Schleswig-Holstein","1 Einkommensschwächstes Quintil","","","",""
"Ja","1996","Schleswig-Holstein","2","110","","",""
"Ja","1996","Schleswig-Holstein","3","47","0.562423382549797","0.441822593264688","0.683024171834905"
"Ja","1996","Schleswig-Holstein","4","50","0.948043311542548","0.887720546548346","1.00836607653675"
"Ja","1996","Schleswig-Holstein","5 Einkommensstärkstes Quintil","","","",""
"Ja","1996","Hamburg","1 Einkommensschwächstes Quintil","","","",""
"Ja","1996","Hamburg","2","25","","",""
"Ja","1996","Hamburg","3","39","0.692615737568518","0.563423314726693","0.821808160410342"
"Ja","1996","Hamburg","4","18","","",""
"Ja","1996","Hamburg","5 Einkommensstärkstes Quintil","","","",""
"Ja","1996","Niedersachsen","1 Einkommensschwächstes Quintil","","","",""
"Ja","1996","Niedersachsen","2","288","","",""
"Ja","1996","Niedersachsen","3","189","","",""
"Ja","1996","Niedersachsen","4","161","","",""
"Ja","1996","Niedersachsen","5 Einkommensstärkstes Quintil","","","",""
"Ja","1996","Bremen","1 Einkommensschwächstes Quintil","","","",""
"Ja","1996","Bremen","2","27","","",""
"Ja","1996","Bremen","3","12","","",""
"Ja","1996","Bremen","4","7","1","1","1"
"Ja","1996","Bremen","5 Einkommensstärkstes Quintil","","","",""
"Ja","1996","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","","","",""
"Ja","1996","Nordrhein-Westfalen","2","585","0.732914367534761","0.702723680400337","0.763105054669186"
"Ja","1996","Nordrhein-Westfalen","3","428","0.793180588970229","0.759959663710417","0.826401514230041"
"Ja","1996","Nordrhein-Westfalen","4","322","0.843435093738569","0.807689222848669","0.87918096462847"
"Ja","1996","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","","","",""
"Ja","1996","Hessen","1 Einkommensschwächstes Quintil","","","",""
"Ja","1996","Hessen","2","210","","",""
"Ja","1996","Hessen","3","177","","",""
"Ja","1996","Hessen","4","136","","",""
"Ja","1996","Hessen","5 Einkommensstärkstes Quintil","","","",""
"Ja","1996","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","","","",""
"Ja","1996","Rheinland-Pfalz,Saarland","2","194","","",""
"Ja","1996","Rheinland-Pfalz,Saarland","3","146","","",""
"Ja","1996","Rheinland-Pfalz,Saarland","4","97","0.778751185370146","0.705095205349806","0.852407165390487"
"Ja","1996","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","","","",""
"Ja","1996","Baden-Wuerttemberg","1 Einkommensschwächstes Quintil","","","",""
"Ja","1996","Baden-Wuerttemberg","2","396","0.792998266294878","0.759853477561094","0.826143055028662"
"Ja","1996","Baden-Wuerttemberg","3","356","0.835484170842455","0.801530376766553","0.869437964918357"
"Ja","1996","Baden-Wuerttemberg","4","227","","",""
"Ja","1996","Baden-Wuerttemberg","5 Einkommensstärkstes Quintil","","","",""
"Ja","1996","Bayern","1 Einkommensschwächstes Quintil","","","",""
"Ja","1996","Bayern","2","493","0.829611595623986","0.800505999341734","0.858717191906238"
"Ja","1996","Bayern","3","336","0.886882823046797","0.855686895797362","0.918078750296231"
"Ja","1996","Bayern","4","241","","",""
"Ja","1996","Bayern","5 Einkommensstärkstes Quintil","","","",""
"Ja","1996","Saarland","1 Einkommensschwächstes Quintil","","","",""
"Ja","1996","Saarland","2","","","",""
"Ja","1996","Saarland","3","","","",""
"Ja","1996","Saarland","4","","","",""
"Ja","1996","Saarland","5 Einkommensstärkstes Quintil","","","",""
"Ja","1996","Berlin","1 Einkommensschwächstes Quintil","","","",""
"Ja","1996","Berlin","2","132","","",""
"Ja","1996","Berlin","3","136","","",""
"Ja","1996","Berlin","4","53","0.705913876461799","0.599931893123416","0.811895859800182"
"Ja","1996","Berlin","5 Einkommensstärkstes Quintil","","","",""
"Ja","1996","Brandenburg","1 Einkommensschwächstes Quintil","","","",""
"Ja","1996","Brandenburg","2","108","","",""
"Ja","1996","Brandenburg","3","81","0.626052210699649","0.541568383374352","0.710536038024946"
"Ja","1996","Brandenburg","4","27","","",""
"Ja","1996","Brandenburg","5 Einkommensstärkstes Quintil","","","",""
"Ja","1996","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","","","",""
"Ja","1996","Mecklenburg-Vorpommern","2","86","0.580095680247872","0.500311936601812","0.659879423893933"
"Ja","1996","Mecklenburg-Vorpommern","3","63","0.723267563260493","0.629794541457371","0.816740585063615"
"Ja","1996","Mecklenburg-Vorpommern","4","20","","",""
"Ja","1996","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","","","",""
"Ja","1996","Sachsen","1 Einkommensschwächstes Quintil","","","",""
"Ja","1996","Sachsen","2","206","","",""
"Ja","1996","Sachsen","3","106","","",""
"Ja","1996","Sachsen","4","61","0.639517582521117","0.542967071573441","0.736068093468793"
"Ja","1996","Sachsen","5 Einkommensstärkstes Quintil","","","",""
"Ja","1996","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","","","",""
"Ja","1996","Sachsen-Anhalt","2","157","","",""
"Ja","1996","Sachsen-Anhalt","3","45","0.403517488918422","0.316461588024894","0.490573389811951"
"Ja","1996","Sachsen-Anhalt","4","38","0.8674821340917","0.767300239861186","0.967664028322214"
"Ja","1996","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","1996","Thueringen","1 Einkommensschwächstes Quintil","","","",""
"Ja","1996","Thueringen","2","162","","",""
"Ja","1996","Thueringen","3","51","0.464712743206887","0.373157882020846","0.556267604392928"
"Ja","1996","Thueringen","4","16","","",""
"Ja","1996","Thueringen","5 Einkommensstärkstes Quintil","","","",""
"Nein","1996","Schleswig-Holstein","1 Einkommensschwächstes Quintil","","","",""
"Nein","1996","Schleswig-Holstein","2","11","","",""
"Nein","1996","Schleswig-Holstein","3","18","","",""
"Nein","1996","Schleswig-Holstein","4","2","","",""
"Nein","1996","Schleswig-Holstein","5 Einkommensstärkstes Quintil","","","",""
"Nein","1996","Hamburg","1 Einkommensschwächstes Quintil","","","",""
"Nein","1996","Hamburg","2","8","0.356479204591433","0.193065109264391","0.519893299918475"
"Nein","1996","Hamburg","3","10","","",""
"Nein","1996","Hamburg","4","1","","",""
"Nein","1996","Hamburg","5 Einkommensstärkstes Quintil","","","",""
"Nein","1996","Niedersachsen","1 Einkommensschwächstes Quintil","","","",""
"Nein","1996","Niedersachsen","2","73","0.202944726012372","0.161456239251424","0.24443321277332"
"Nein","1996","Niedersachsen","3","67","0.229546668161236","0.178031304036606","0.281062032285867"
"Nein","1996","Niedersachsen","4","34","0.204290161398134","0.14770118021075","0.260879142585517"
"Nein","1996","Niedersachsen","5 Einkommensstärkstes Quintil","","","",""
"Nein","1996","Bremen","1 Einkommensschwächstes Quintil","","","",""
"Nein","1996","Bremen","2","8","0.300697256120653","0.148778492393953","0.452616019847353"
"Nein","1996","Bremen","3","2","","",""
"Nein","1996","Bremen","4","","","",""
"Nein","1996","Bremen","5 Einkommensstärkstes Quintil","","","",""
"Nein","1996","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","","","",""
"Nein","1996","Nordrhein-Westfalen","2","240","","",""
"Nein","1996","Nordrhein-Westfalen","3","143","","",""
"Nein","1996","Nordrhein-Westfalen","4","75","0.156564906261431","0.12081903537153","0.192310777151331"
"Nein","1996","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","","","",""
"Nein","1996","Hessen","1 Einkommensschwächstes Quintil","","","",""
"Nein","1996","Hessen","2","101","","",""
"Nein","1996","Hessen","3","59","0.209492372872807","0.157573024897915","0.2614117208477"
"Nein","1996","Hessen","4","29","","",""
"Nein","1996","Hessen","5 Einkommensstärkstes Quintil","","","",""
"Nein","1996","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","","","",""
"Nein","1996","Rheinland-Pfalz,Saarland","2","77","0.274577740292536","0.221441411226368","0.327714069358704"
"Nein","1996","Rheinland-Pfalz,Saarland","3","35","0.172357972614711","0.117334783276443","0.22738116195298"
"Nein","1996","Rheinland-Pfalz,Saarland","4","25","","",""
"Nein","1996","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","","","",""
"Nein","1996","Baden-Wuerttemberg","1 Einkommensschwächstes Quintil","","","",""
"Nein","1996","Baden-Wuerttemberg","2","178","","",""
"Nein","1996","Baden-Wuerttemberg","3","102","","",""
"Nein","1996","Baden-Wuerttemberg","4","39","0.108075255378883","0.0707644593995337","0.145386051358233"
"Nein","1996","Baden-Wuerttemberg","5 Einkommensstärkstes Quintil","","","",""
"Nein","1996","Bayern","1 Einkommensschwächstes Quintil","","","",""
"Nein","1996","Bayern","2","148","","",""
"Nein","1996","Bayern","3","60","0.113117176953203","0.0819212497037688","0.144313104202638"
"Nein","1996","Bayern","4","57","0.163018840314395","0.121079972720982","0.204957707907808"
"Nein","1996","Bayern","5 Einkommensstärkstes Quintil","","","",""
"Nein","1996","Saarland","1 Einkommensschwächstes Quintil","","","",""
"Nein","1996","Saarland","2","","","",""
"Nein","1996","Saarland","3","","","",""
"Nein","1996","Saarland","4","","","",""
"Nein","1996","Saarland","5 Einkommensstärkstes Quintil","","","",""
"Nein","1996","Berlin","1 Einkommensschwächstes Quintil","","","",""
"Nein","1996","Berlin","2","45","0.247082733838701","0.183541406148755","0.310624061528647"
"Nein","1996","Berlin","3","21","","",""
"Nein","1996","Berlin","4","18","","",""
"Nein","1996","Berlin","5 Einkommensstärkstes Quintil","","","",""
"Nein","1996","Brandenburg","1 Einkommensschwächstes Quintil","","","",""
"Nein","1996","Brandenburg","2","105","","",""
"Nein","1996","Brandenburg","3","45","0.373947789300351","0.289463961975054","0.458431616625648"
"Nein","1996","Brandenburg","4","16","","",""
"Nein","1996","Brandenburg","5 Einkommensstärkstes Quintil","","","",""
"Nein","1996","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","","","",""
"Nein","1996","Mecklenburg-Vorpommern","2","61","0.419904319752128","0.340120576106067","0.499688063398188"
"Nein","1996","Mecklenburg-Vorpommern","3","25","","",""
"Nein","1996","Mecklenburg-Vorpommern","4","14","","",""
"Nein","1996","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","","","",""
"Nein","1996","Sachsen","1 Einkommensschwächstes Quintil","","","",""
"Nein","1996","Sachsen","2","255","","",""
"Nein","1996","Sachsen","3","114","","",""
"Nein","1996","Sachsen","4","34","0.360482417478883","0.263931906531207","0.457032928426559"
"Nein","1996","Sachsen","5 Einkommensstärkstes Quintil","","","",""
"Nein","1996","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","1996","Sachsen-Anhalt","2","150","","",""
"Nein","1996","Sachsen-Anhalt","3","77","0.596482511081578","0.509426610188049","0.683538411975106"
"Nein","1996","Sachsen-Anhalt","4","6","0.1325178659083","0.0323359716777864","0.232699760138814"
"Nein","1996","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","1996","Thueringen","1 Einkommensschwächstes Quintil","","","",""
"Nein","1996","Thueringen","2","136","","",""
"Nein","1996","Thueringen","3","63","0.535287256793113","0.443732395607072","0.626842117979154"
"Nein","1996","Thueringen","4","14","","",""
"Nein","1996","Thueringen","5 Einkommensstärkstes Quintil","","","",""
"Ja","1997","Schleswig-Holstein","1 Einkommensschwächstes Quintil","","","",""
"Ja","1997","Schleswig-Holstein","2","76","0.753165784142632","0.667361258372048","0.838970309913216"
"Ja","1997","Schleswig-Holstein","3","41","0.712249230851835","0.589202335518798","0.835296126184871"
"Ja","1997","Schleswig-Holstein","4","53","0.908536475583318","0.834980622738116","0.982092328428521"
"Ja","1997","Schleswig-Holstein","5 Einkommensstärkstes Quintil","","","",""
"Ja","1997","Hamburg","1 Einkommensschwächstes Quintil","","","",""
"Ja","1997","Hamburg","2","11","","",""
"Ja","1997","Hamburg","3","44","0.857020364925557","0.759007583440092","0.955033146411022"
"Ja","1997","Hamburg","4","25","","",""
"Ja","1997","Hamburg","5 Einkommensstärkstes Quintil","","","",""
"Ja","1997","Niedersachsen","1 Einkommensschwächstes Quintil","","","",""
"Ja","1997","Niedersachsen","2","287","","",""
"Ja","1997","Niedersachsen","3","216","","",""
"Ja","1997","Niedersachsen","4","157","","",""
"Ja","1997","Niedersachsen","5 Einkommensstärkstes Quintil","","","",""
"Ja","1997","Bremen","1 Einkommensschwächstes Quintil","","","",""
"Ja","1997","Bremen","2","23","","",""
"Ja","1997","Bremen","3","20","","",""
"Ja","1997","Bremen","4","5","1","1","1"
"Ja","1997","Bremen","5 Einkommensstärkstes Quintil","","","",""
"Ja","1997","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","","","",""
"Ja","1997","Nordrhein-Westfalen","2","521","0.695888432962966","0.663910469270332","0.7278663966556"
"Ja","1997","Nordrhein-Westfalen","3","475","0.803716053216095","0.772651723897798","0.834780382534393"
"Ja","1997","Nordrhein-Westfalen","4","348","0.86175724670409","0.828224853824563","0.895289639583617"
"Ja","1997","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","","","",""
"Ja","1997","Hessen","1 Einkommensschwächstes Quintil","","","",""
"Ja","1997","Hessen","2","194","","",""
"Ja","1997","Hessen","3","167","","",""
"Ja","1997","Hessen","4","137","","",""
"Ja","1997","Hessen","5 Einkommensstärkstes Quintil","","","",""
"Ja","1997","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","","","",""
"Ja","1997","Rheinland-Pfalz,Saarland","2","226","","",""
"Ja","1997","Rheinland-Pfalz,Saarland","3","132","","",""
"Ja","1997","Rheinland-Pfalz,Saarland","4","94","0.792999855272683","0.718626471010675","0.86737323953469"
"Ja","1997","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","","","",""
"Ja","1997","Baden-Wuerttemberg","1 Einkommensschwächstes Quintil","","","",""
"Ja","1997","Baden-Wuerttemberg","2","407","0.773100384801243","0.739671317518183","0.806529452084302"
"Ja","1997","Baden-Wuerttemberg","3","380","0.83551016898038","0.802414591064435","0.868605746896324"
"Ja","1997","Baden-Wuerttemberg","4","212","","",""
"Ja","1997","Baden-Wuerttemberg","5 Einkommensstärkstes Quintil","","","",""
"Ja","1997","Bayern","1 Einkommensschwächstes Quintil","","","",""
"Ja","1997","Bayern","2","522","0.876625696303682","0.851107074978366","0.902144317628998"
"Ja","1997","Bayern","3","351","0.871197874019336","0.838930186716943","0.90346556132173"
"Ja","1997","Bayern","4","269","","",""
"Ja","1997","Bayern","5 Einkommensstärkstes Quintil","","","",""
"Ja","1997","Saarland","1 Einkommensschwächstes Quintil","","","",""
"Ja","1997","Saarland","2","","","",""
"Ja","1997","Saarland","3","","","",""
"Ja","1997","Saarland","4","","","",""
"Ja","1997","Saarland","5 Einkommensstärkstes Quintil","","","",""
"Ja","1997","Berlin","1 Einkommensschwächstes Quintil","","","",""
"Ja","1997","Berlin","2","135","","",""
"Ja","1997","Berlin","3","111","","",""
"Ja","1997","Berlin","4","80","0.894545437187157","0.83073569676778","0.958355177606535"
"Ja","1997","Berlin","5 Einkommensstärkstes Quintil","","","",""
"Ja","1997","Brandenburg","1 Einkommensschwächstes Quintil","","","",""
"Ja","1997","Brandenburg","2","130","","",""
"Ja","1997","Brandenburg","3","77","0.589683212792282","0.503452473506478","0.675913952078086"
"Ja","1997","Brandenburg","4","35","0.602636286595189","0.473309499556108","0.731963073634271"
"Ja","1997","Brandenburg","5 Einkommensstärkstes Quintil","","","",""
"Ja","1997","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","","","",""
"Ja","1997","Mecklenburg-Vorpommern","2","91","0.666332340174601","0.588225948136113","0.744438732213088"
"Ja","1997","Mecklenburg-Vorpommern","3","56","0.727378513391408","0.629182282094665","0.825574744688152"
"Ja","1997","Mecklenburg-Vorpommern","4","41","0.815833988743477","0.711478380296396","0.920189597190559"
"Ja","1997","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","","","",""
"Ja","1997","Sachsen","1 Einkommensschwächstes Quintil","","","",""
"Ja","1997","Sachsen","2","189","","",""
"Ja","1997","Sachsen","3","147","","",""
