"plh0012_h","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"Buendnis90/Gruene","1984","direkter Migrationshintergrund","maennlich","48","0.0588819020402714","0.0413427730719814","0.0764210310085615"
"Buendnis90/Gruene","1984","direkter Migrationshintergrund","weiblich","41","0.0887403041135199","0.0618623999714021","0.115618208255638"
"Buendnis90/Gruene","1984","indirekter Migrationshintergrund","maennlich","","","",""
"Buendnis90/Gruene","1984","indirekter Migrationshintergrund","weiblich","","","",""
"Die Linke","1984","kein Migrationshintergrund","maennlich","","","",""
"Die Linke","1984","kein Migrationshintergrund","weiblich","","","",""
"Die Linke","1984","direkter Migrationshintergrund","maennlich","","","",""
"Die Linke","1984","direkter Migrationshintergrund","weiblich","","","",""
"Die Linke","1984","indirekter Migrationshintergrund","maennlich","","","",""
"Die Linke","1984","indirekter Migrationshintergrund","weiblich","","","",""
"NPD/Republikaner/Die Rechte","1984","kein Migrationshintergrund","maennlich","","","",""
"NPD/Republikaner/Die Rechte","1984","kein Migrationshintergrund","weiblich","","","",""
"NPD/Republikaner/Die Rechte","1984","direkter Migrationshintergrund","maennlich","","","",""
"NPD/Republikaner/Die Rechte","1984","direkter Migrationshintergrund","weiblich","","","",""
"NPD/Republikaner/Die Rechte","1984","indirekter Migrationshintergrund","maennlich","","","",""
"NPD/Republikaner/Die Rechte","1984","indirekter Migrationshintergrund","weiblich","","","",""
"Andere","1984","kein Migrationshintergrund","maennlich","","","",""
"Andere","1984","kein Migrationshintergrund","weiblich","","","",""
"Andere","1984","direkter Migrationshintergrund","maennlich","","","",""
"Andere","1984","direkter Migrationshintergrund","weiblich","","","",""
"Andere","1984","indirekter Migrationshintergrund","maennlich","","","",""
"Andere","1984","indirekter Migrationshintergrund","weiblich","","","",""
"SPD/Buendnis90/Gruene","1984","kein Migrationshintergrund","maennlich","","","",""
"SPD/Buendnis90/Gruene","1984","kein Migrationshintergrund","weiblich","","","",""
"SPD/Buendnis90/Gruene","1984","direkter Migrationshintergrund","maennlich","","","",""
"SPD/Buendnis90/Gruene","1984","direkter Migrationshintergrund","weiblich","","","",""
"SPD/Buendnis90/Gruene","1984","indirekter Migrationshintergrund","maennlich","","","",""
"SPD/Buendnis90/Gruene","1984","indirekter Migrationshintergrund","weiblich","","","",""
"SPD/CDU","1984","kein Migrationshintergrund","maennlich","","","",""
"SPD/CDU","1984","kein Migrationshintergrund","weiblich","","","",""
"SPD/CDU","1984","direkter Migrationshintergrund","maennlich","","","",""
"SPD/CDU","1984","direkter Migrationshintergrund","weiblich","","","",""
"SPD/CDU","1984","indirekter Migrationshintergrund","maennlich","","","",""
"SPD/CDU","1984","indirekter Migrationshintergrund","weiblich","","","",""
"SPD/FDP","1984","kein Migrationshintergrund","maennlich","","","",""
"SPD/FDP","1984","kein Migrationshintergrund","weiblich","","","",""
"SPD/FDP","1984","direkter Migrationshintergrund","maennlich","","","",""
"SPD/FDP","1984","direkter Migrationshintergrund","weiblich","","","",""
"SPD/FDP","1984","indirekter Migrationshintergrund","maennlich","","","",""
"SPD/FDP","1984","indirekter Migrationshintergrund","weiblich","","","",""
"SPD/DVU(Rep/NPD)","1984","kein Migrationshintergrund","maennlich","","","",""
"SPD/DVU(Rep/NPD)","1984","kein Migrationshintergrund","weiblich","","","",""
"SPD/DVU(Rep/NPD)","1984","direkter Migrationshintergrund","maennlich","","","",""
"SPD/DVU(Rep/NPD)","1984","direkter Migrationshintergrund","weiblich","","","",""
"SPD/DVU(Rep/NPD)","1984","indirekter Migrationshintergrund","maennlich","","","",""
"SPD/DVU(Rep/NPD)","1984","indirekter Migrationshintergrund","weiblich","","","",""
"CDU/CSU","1984","kein Migrationshintergrund","maennlich","269","0.100921693186034","0.0893498635672807","0.112493522804787"
"CDU/CSU","1984","kein Migrationshintergrund","weiblich","227","0.0826077642393227","0.0721540904177523","0.093061438060893"
"CDU/CSU","1984","direkter Migrationshintergrund","maennlich","83","0.111109008268978","0.0876940206824698","0.134523995855486"
"CDU/CSU","1984","direkter Migrationshintergrund","weiblich","48","0.101261993574065","0.0727482884676204","0.12977569868051"
"CDU/CSU","1984","indirekter Migrationshintergrund","maennlich","","","",""
"CDU/CSU","1984","indirekter Migrationshintergrund","weiblich","","","",""
"CDU/FDP","1984","kein Migrationshintergrund","maennlich","","","",""
"CDU/FDP","1984","kein Migrationshintergrund","weiblich","","","",""
"CDU/FDP","1984","direkter Migrationshintergrund","maennlich","","","",""
"CDU/FDP","1984","direkter Migrationshintergrund","weiblich","","","",""
"CDU/FDP","1984","indirekter Migrationshintergrund","maennlich","","","",""
"CDU/FDP","1984","indirekter Migrationshintergrund","weiblich","","","",""
"CDU/Buendnis90/Gruene","1984","kein Migrationshintergrund","maennlich","","","",""
"CDU/Buendnis90/Gruene","1984","kein Migrationshintergrund","weiblich","","","",""
"CDU/Buendnis90/Gruene","1984","direkter Migrationshintergrund","maennlich","","","",""
"CDU/Buendnis90/Gruene","1984","direkter Migrationshintergrund","weiblich","","","",""
"CDU/Buendnis90/Gruene","1984","indirekter Migrationshintergrund","maennlich","","","",""
"CDU/Buendnis90/Gruene","1984","indirekter Migrationshintergrund","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","1984","kein Migrationshintergrund","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","1984","kein Migrationshintergrund","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","1984","direkter Migrationshintergrund","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","1984","direkter Migrationshintergrund","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","1984","indirekter Migrationshintergrund","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","1984","indirekter Migrationshintergrund","weiblich","","","",""
"SPD/Die Linke","1984","kein Migrationshintergrund","maennlich","","","",""
"SPD/Die Linke","1984","kein Migrationshintergrund","weiblich","","","",""
"SPD/Die Linke","1984","direkter Migrationshintergrund","maennlich","","","",""
"SPD/Die Linke","1984","direkter Migrationshintergrund","weiblich","","","",""
"SPD/Die Linke","1984","indirekter Migrationshintergrund","maennlich","","","",""
"SPD/Die Linke","1984","indirekter Migrationshintergrund","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","1984","kein Migrationshintergrund","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","1984","kein Migrationshintergrund","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","1984","direkter Migrationshintergrund","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","1984","direkter Migrationshintergrund","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","1984","indirekter Migrationshintergrund","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","1984","indirekter Migrationshintergrund","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","1984","kein Migrationshintergrund","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","1984","kein Migrationshintergrund","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","1984","direkter Migrationshintergrund","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","1984","direkter Migrationshintergrund","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","1984","indirekter Migrationshintergrund","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","1984","indirekter Migrationshintergrund","weiblich","","","",""
"CDU/Die Linke","1984","kein Migrationshintergrund","maennlich","","","",""
"CDU/Die Linke","1984","kein Migrationshintergrund","weiblich","","","",""
"CDU/Die Linke","1984","direkter Migrationshintergrund","maennlich","","","",""
"CDU/Die Linke","1984","direkter Migrationshintergrund","weiblich","","","",""
"CDU/Die Linke","1984","indirekter Migrationshintergrund","maennlich","","","",""
"CDU/Die Linke","1984","indirekter Migrationshintergrund","weiblich","","","",""
"CDU/DVU(Rep/NPD)","1984","kein Migrationshintergrund","maennlich","","","",""
"CDU/DVU(Rep/NPD)","1984","kein Migrationshintergrund","weiblich","","","",""
"CDU/DVU(Rep/NPD)","1984","direkter Migrationshintergrund","maennlich","","","",""
"CDU/DVU(Rep/NPD)","1984","direkter Migrationshintergrund","weiblich","","","",""
"CDU/DVU(Rep/NPD)","1984","indirekter Migrationshintergrund","maennlich","","","",""
"CDU/DVU(Rep/NPD)","1984","indirekter Migrationshintergrund","weiblich","","","",""
"CSU/FDP","1984","kein Migrationshintergrund","maennlich","","","",""
"CSU/FDP","1984","kein Migrationshintergrund","weiblich","","","",""
"CSU/FDP","1984","direkter Migrationshintergrund","maennlich","","","",""
"CSU/FDP","1984","direkter Migrationshintergrund","weiblich","","","",""
"CSU/FDP","1984","indirekter Migrationshintergrund","maennlich","","","",""
"CSU/FDP","1984","indirekter Migrationshintergrund","weiblich","","","",""
"Gruene/FDP","1984","kein Migrationshintergrund","maennlich","","","",""
"Gruene/FDP","1984","kein Migrationshintergrund","weiblich","","","",""
"Gruene/FDP","1984","direkter Migrationshintergrund","maennlich","","","",""
"Gruene/FDP","1984","direkter Migrationshintergrund","weiblich","","","",""
"Gruene/FDP","1984","indirekter Migrationshintergrund","maennlich","","","",""
"Gruene/FDP","1984","indirekter Migrationshintergrund","weiblich","","","",""
"FDP/Die Linke","1984","kein Migrationshintergrund","maennlich","","","",""
"FDP/Die Linke","1984","kein Migrationshintergrund","weiblich","","","",""
"FDP/Die Linke","1984","direkter Migrationshintergrund","maennlich","","","",""
"FDP/Die Linke","1984","direkter Migrationshintergrund","weiblich","","","",""
"FDP/Die Linke","1984","indirekter Migrationshintergrund","maennlich","","","",""
"FDP/Die Linke","1984","indirekter Migrationshintergrund","weiblich","","","",""
"FDP/NPD","1984","kein Migrationshintergrund","maennlich","","","",""
"FDP/NPD","1984","kein Migrationshintergrund","weiblich","","","",""
"FDP/NPD","1984","direkter Migrationshintergrund","maennlich","","","",""
"FDP/NPD","1984","direkter Migrationshintergrund","weiblich","","","",""
"FDP/NPD","1984","indirekter Migrationshintergrund","maennlich","","","",""
"FDP/NPD","1984","indirekter Migrationshintergrund","weiblich","","","",""
"Piratenpartei","1984","kein Migrationshintergrund","maennlich","","","",""
"Piratenpartei","1984","kein Migrationshintergrund","weiblich","","","",""
"Piratenpartei","1984","direkter Migrationshintergrund","maennlich","","","",""
"Piratenpartei","1984","direkter Migrationshintergrund","weiblich","","","",""
"Piratenpartei","1984","indirekter Migrationshintergrund","maennlich","","","",""
"Piratenpartei","1984","indirekter Migrationshintergrund","weiblich","","","",""
"AfD","1984","kein Migrationshintergrund","maennlich","","","",""
"AfD","1984","kein Migrationshintergrund","weiblich","","","",""
"AfD","1984","direkter Migrationshintergrund","maennlich","","","",""
"AfD","1984","direkter Migrationshintergrund","weiblich","","","",""
"AfD","1984","indirekter Migrationshintergrund","maennlich","","","",""
"AfD","1984","indirekter Migrationshintergrund","weiblich","","","",""
"CDU+/oder CSU/AfD","1984","kein Migrationshintergrund","maennlich","","","",""
"CDU+/oder CSU/AfD","1984","kein Migrationshintergrund","weiblich","","","",""
"CDU+/oder CSU/AfD","1984","direkter Migrationshintergrund","maennlich","","","",""
"CDU+/oder CSU/AfD","1984","direkter Migrationshintergrund","weiblich","","","",""
"CDU+/oder CSU/AfD","1984","indirekter Migrationshintergrund","maennlich","","","",""
"CDU+/oder CSU/AfD","1984","indirekter Migrationshintergrund","weiblich","","","",""
"SPD/AfD","1984","kein Migrationshintergrund","maennlich","","","",""
"SPD/AfD","1984","kein Migrationshintergrund","weiblich","","","",""
"SPD/AfD","1984","direkter Migrationshintergrund","maennlich","","","",""
"SPD/AfD","1984","direkter Migrationshintergrund","weiblich","","","",""
"SPD/AfD","1984","indirekter Migrationshintergrund","maennlich","","","",""
"SPD/AfD","1984","indirekter Migrationshintergrund","weiblich","","","",""
"SPD","1985","kein Migrationshintergrund","maennlich","1055","0.438960530389825","0.419147586329121","0.458773474450528"
"SPD","1985","kein Migrationshintergrund","weiblich","1060","0.44513946377221","0.425067373428001","0.465211554116418"
"SPD","1985","direkter Migrationshintergrund","maennlich","424","0.557349530818059","0.517672046399568","0.597027015236551"
"SPD","1985","direkter Migrationshintergrund","weiblich","240","0.499556850617042","0.447978871281804","0.551134829952281"
"SPD","1985","indirekter Migrationshintergrund","maennlich","","","",""
"SPD","1985","indirekter Migrationshintergrund","weiblich","","","",""
"CDU","1985","kein Migrationshintergrund","maennlich","699","0.292876900673773","0.274707958530684","0.311045842816862"
"CDU","1985","kein Migrationshintergrund","weiblich","722","0.316970128449113","0.298177754237066","0.33576250266116"
"CDU","1985","direkter Migrationshintergrund","maennlich","33","0.167184576650463","0.137377297829393","0.196991855471533"
"CDU","1985","direkter Migrationshintergrund","weiblich","39","0.234664334318392","0.190947972644971","0.278380695991813"
"CDU","1985","indirekter Migrationshintergrund","maennlich","","","",""
"CDU","1985","indirekter Migrationshintergrund","weiblich","","","",""
"CSU","1985","kein Migrationshintergrund","maennlich","145","0.0640166733788261","0.0542438471395904","0.0737894996180617"
"CSU","1985","kein Migrationshintergrund","weiblich","128","0.0584360443199371","0.0489623808670133","0.0679097077728609"
"CSU","1985","direkter Migrationshintergrund","maennlich","","","",""
"CSU","1985","direkter Migrationshintergrund","weiblich","","","",""
"CSU","1985","indirekter Migrationshintergrund","maennlich","","","",""
"CSU","1985","indirekter Migrationshintergrund","weiblich","","","",""
"FDP","1985","kein Migrationshintergrund","maennlich","105","0.0426580470645015","0.034589903827395","0.050726190301608"
"FDP","1985","kein Migrationshintergrund","weiblich","82","0.0387464629981969","0.0309519741043678","0.046540951892026"
"FDP","1985","direkter Migrationshintergrund","maennlich","","","",""
"FDP","1985","direkter Migrationshintergrund","weiblich","","","",""
"FDP","1985","indirekter Migrationshintergrund","maennlich","","","",""
"FDP","1985","indirekter Migrationshintergrund","weiblich","","","",""
"Buendnis90/Gruene","1985","kein Migrationshintergrund","maennlich","159","0.0614022184300448","0.0518176764800856","0.070986760380004"
"Buendnis90/Gruene","1985","kein Migrationshintergrund","weiblich","160","0.0599146354766582","0.0503294009872915","0.0694998699660249"
"Buendnis90/Gruene","1985","direkter Migrationshintergrund","maennlich","51","0.0714723729805233","0.0508937476012162","0.0920509983598304"
"Buendnis90/Gruene","1985","direkter Migrationshintergrund","weiblich","33","0.0686501507360268","0.0425663026638687","0.0947339988081849"
"Buendnis90/Gruene","1985","indirekter Migrationshintergrund","maennlich","","","",""
"Buendnis90/Gruene","1985","indirekter Migrationshintergrund","weiblich","","","",""
"Die Linke","1985","kein Migrationshintergrund","maennlich","","","",""
"Die Linke","1985","kein Migrationshintergrund","weiblich","","","",""
"Die Linke","1985","direkter Migrationshintergrund","maennlich","","","",""
"Die Linke","1985","direkter Migrationshintergrund","weiblich","","","",""
"Die Linke","1985","indirekter Migrationshintergrund","maennlich","","","",""
"Die Linke","1985","indirekter Migrationshintergrund","weiblich","","","",""
"NPD/Republikaner/Die Rechte","1985","kein Migrationshintergrund","maennlich","","","",""
"NPD/Republikaner/Die Rechte","1985","kein Migrationshintergrund","weiblich","","","",""
"NPD/Republikaner/Die Rechte","1985","direkter Migrationshintergrund","maennlich","","","",""
"NPD/Republikaner/Die Rechte","1985","direkter Migrationshintergrund","weiblich","","","",""
"NPD/Republikaner/Die Rechte","1985","indirekter Migrationshintergrund","maennlich","","","",""
"NPD/Republikaner/Die Rechte","1985","indirekter Migrationshintergrund","weiblich","","","",""
"Andere","1985","kein Migrationshintergrund","maennlich","","","",""
"Andere","1985","kein Migrationshintergrund","weiblich","","","",""
"Andere","1985","direkter Migrationshintergrund","maennlich","","","",""
"Andere","1985","direkter Migrationshintergrund","weiblich","","","",""
"Andere","1985","indirekter Migrationshintergrund","maennlich","","","",""
"Andere","1985","indirekter Migrationshintergrund","weiblich","","","",""
"SPD/Buendnis90/Gruene","1985","kein Migrationshintergrund","maennlich","","","",""
"SPD/Buendnis90/Gruene","1985","kein Migrationshintergrund","weiblich","","","",""
"SPD/Buendnis90/Gruene","1985","direkter Migrationshintergrund","maennlich","","","",""
"SPD/Buendnis90/Gruene","1985","direkter Migrationshintergrund","weiblich","","","",""
"SPD/Buendnis90/Gruene","1985","indirekter Migrationshintergrund","maennlich","","","",""
"SPD/Buendnis90/Gruene","1985","indirekter Migrationshintergrund","weiblich","","","",""
"SPD/CDU","1985","kein Migrationshintergrund","maennlich","","","",""
"SPD/CDU","1985","kein Migrationshintergrund","weiblich","","","",""
"SPD/CDU","1985","direkter Migrationshintergrund","maennlich","","","",""
"SPD/CDU","1985","direkter Migrationshintergrund","weiblich","","","",""
"SPD/CDU","1985","indirekter Migrationshintergrund","maennlich","","","",""
"SPD/CDU","1985","indirekter Migrationshintergrund","weiblich","","","",""
"SPD/FDP","1985","kein Migrationshintergrund","maennlich","","","",""
"SPD/FDP","1985","kein Migrationshintergrund","weiblich","","","",""
"SPD/FDP","1985","direkter Migrationshintergrund","maennlich","","","",""
"SPD/FDP","1985","direkter Migrationshintergrund","weiblich","","","",""
"SPD/FDP","1985","indirekter Migrationshintergrund","maennlich","","","",""
"SPD/FDP","1985","indirekter Migrationshintergrund","weiblich","","","",""
"SPD/DVU(Rep/NPD)","1985","kein Migrationshintergrund","maennlich","","","",""
"SPD/DVU(Rep/NPD)","1985","kein Migrationshintergrund","weiblich","","","",""
"SPD/DVU(Rep/NPD)","1985","direkter Migrationshintergrund","maennlich","","","",""
"SPD/DVU(Rep/NPD)","1985","direkter Migrationshintergrund","weiblich","","","",""
"SPD/DVU(Rep/NPD)","1985","indirekter Migrationshintergrund","maennlich","","","",""
"SPD/DVU(Rep/NPD)","1985","indirekter Migrationshintergrund","weiblich","","","",""
"CDU/CSU","1985","kein Migrationshintergrund","maennlich","220","0.0886329751442399","0.0772859010973458","0.0999800491911341"
"CDU/CSU","1985","kein Migrationshintergrund","weiblich","194","0.077258079670479","0.0664744561970038","0.0880417031439541"
"CDU/CSU","1985","direkter Migrationshintergrund","maennlich","79","0.141344751767042","0.113515655475948","0.169173848058137"
"CDU/CSU","1985","direkter Migrationshintergrund","weiblich","36","0.121347153546193","0.0876635965458682","0.155030710546518"
"CDU/CSU","1985","indirekter Migrationshintergrund","maennlich","","","",""
"CDU/CSU","1985","indirekter Migrationshintergrund","weiblich","","","",""
"CDU/FDP","1985","kein Migrationshintergrund","maennlich","","","",""
"CDU/FDP","1985","kein Migrationshintergrund","weiblich","","","",""
"CDU/FDP","1985","direkter Migrationshintergrund","maennlich","","","",""
"CDU/FDP","1985","direkter Migrationshintergrund","weiblich","","","",""
"CDU/FDP","1985","indirekter Migrationshintergrund","maennlich","","","",""
"CDU/FDP","1985","indirekter Migrationshintergrund","weiblich","","","",""
"CDU/Buendnis90/Gruene","1985","kein Migrationshintergrund","maennlich","","","",""
"CDU/Buendnis90/Gruene","1985","kein Migrationshintergrund","weiblich","","","",""
"CDU/Buendnis90/Gruene","1985","direkter Migrationshintergrund","maennlich","","","",""
"CDU/Buendnis90/Gruene","1985","direkter Migrationshintergrund","weiblich","","","",""
"CDU/Buendnis90/Gruene","1985","indirekter Migrationshintergrund","maennlich","","","",""
"CDU/Buendnis90/Gruene","1985","indirekter Migrationshintergrund","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","1985","kein Migrationshintergrund","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","1985","kein Migrationshintergrund","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","1985","direkter Migrationshintergrund","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","1985","direkter Migrationshintergrund","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","1985","indirekter Migrationshintergrund","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","1985","indirekter Migrationshintergrund","weiblich","","","",""
"SPD/Die Linke","1985","kein Migrationshintergrund","maennlich","","","",""
"SPD/Die Linke","1985","kein Migrationshintergrund","weiblich","","","",""
"SPD/Die Linke","1985","direkter Migrationshintergrund","maennlich","","","",""
"SPD/Die Linke","1985","direkter Migrationshintergrund","weiblich","","","",""
"SPD/Die Linke","1985","indirekter Migrationshintergrund","maennlich","","","",""
"SPD/Die Linke","1985","indirekter Migrationshintergrund","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","1985","kein Migrationshintergrund","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","1985","kein Migrationshintergrund","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","1985","direkter Migrationshintergrund","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","1985","direkter Migrationshintergrund","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","1985","indirekter Migrationshintergrund","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","1985","indirekter Migrationshintergrund","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","1985","kein Migrationshintergrund","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","1985","kein Migrationshintergrund","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","1985","direkter Migrationshintergrund","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","1985","direkter Migrationshintergrund","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","1985","indirekter Migrationshintergrund","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","1985","indirekter Migrationshintergrund","weiblich","","","",""
"CDU/Die Linke","1985","kein Migrationshintergrund","maennlich","","","",""
"CDU/Die Linke","1985","kein Migrationshintergrund","weiblich","","","",""
"CDU/Die Linke","1985","direkter Migrationshintergrund","maennlich","","","",""
"CDU/Die Linke","1985","direkter Migrationshintergrund","weiblich","","","",""
"CDU/Die Linke","1985","indirekter Migrationshintergrund","maennlich","","","",""
"CDU/Die Linke","1985","indirekter Migrationshintergrund","weiblich","","","",""
"CDU/DVU(Rep/NPD)","1985","kein Migrationshintergrund","maennlich","","","",""
"CDU/DVU(Rep/NPD)","1985","kein Migrationshintergrund","weiblich","","","",""
"CDU/DVU(Rep/NPD)","1985","direkter Migrationshintergrund","maennlich","","","",""
"CDU/DVU(Rep/NPD)","1985","direkter Migrationshintergrund","weiblich","","","",""
"CDU/DVU(Rep/NPD)","1985","indirekter Migrationshintergrund","maennlich","","","",""
"CDU/DVU(Rep/NPD)","1985","indirekter Migrationshintergrund","weiblich","","","",""
"CSU/FDP","1985","kein Migrationshintergrund","maennlich","","","",""
"CSU/FDP","1985","kein Migrationshintergrund","weiblich","","","",""
"CSU/FDP","1985","direkter Migrationshintergrund","maennlich","","","",""
"CSU/FDP","1985","direkter Migrationshintergrund","weiblich","","","",""
"CSU/FDP","1985","indirekter Migrationshintergrund","maennlich","","","",""
"CSU/FDP","1985","indirekter Migrationshintergrund","weiblich","","","",""
"Gruene/FDP","1985","kein Migrationshintergrund","maennlich","","","",""
"Gruene/FDP","1985","kein Migrationshintergrund","weiblich","","","",""
"Gruene/FDP","1985","direkter Migrationshintergrund","maennlich","","","",""
"Gruene/FDP","1985","direkter Migrationshintergrund","weiblich","","","",""
"Gruene/FDP","1985","indirekter Migrationshintergrund","maennlich","","","",""
"Gruene/FDP","1985","indirekter Migrationshintergrund","weiblich","","","",""
"FDP/Die Linke","1985","kein Migrationshintergrund","maennlich","","","",""
"FDP/Die Linke","1985","kein Migrationshintergrund","weiblich","","","",""
"FDP/Die Linke","1985","direkter Migrationshintergrund","maennlich","","","",""
"FDP/Die Linke","1985","direkter Migrationshintergrund","weiblich","","","",""
"FDP/Die Linke","1985","indirekter Migrationshintergrund","maennlich","","","",""
"FDP/Die Linke","1985","indirekter Migrationshintergrund","weiblich","","","",""
"FDP/NPD","1985","kein Migrationshintergrund","maennlich","","","",""
"FDP/NPD","1985","kein Migrationshintergrund","weiblich","","","",""
"FDP/NPD","1985","direkter Migrationshintergrund","maennlich","","","",""
"FDP/NPD","1985","direkter Migrationshintergrund","weiblich","","","",""
"FDP/NPD","1985","indirekter Migrationshintergrund","maennlich","","","",""
"FDP/NPD","1985","indirekter Migrationshintergrund","weiblich","","","",""
"Piratenpartei","1985","kein Migrationshintergrund","maennlich","","","",""
"Piratenpartei","1985","kein Migrationshintergrund","weiblich","","","",""
"Piratenpartei","1985","direkter Migrationshintergrund","maennlich","","","",""
"Piratenpartei","1985","direkter Migrationshintergrund","weiblich","","","",""
"Piratenpartei","1985","indirekter Migrationshintergrund","maennlich","","","",""
"Piratenpartei","1985","indirekter Migrationshintergrund","weiblich","","","",""
"AfD","1985","kein Migrationshintergrund","maennlich","","","",""
"AfD","1985","kein Migrationshintergrund","weiblich","","","",""
"AfD","1985","direkter Migrationshintergrund","maennlich","","","",""
"AfD","1985","direkter Migrationshintergrund","weiblich","","","",""
"AfD","1985","indirekter Migrationshintergrund","maennlich","","","",""
"AfD","1985","indirekter Migrationshintergrund","weiblich","","","",""
"CDU+/oder CSU/AfD","1985","kein Migrationshintergrund","maennlich","","","",""
"CDU+/oder CSU/AfD","1985","kein Migrationshintergrund","weiblich","","","",""
"CDU+/oder CSU/AfD","1985","direkter Migrationshintergrund","maennlich","","","",""
"CDU+/oder CSU/AfD","1985","direkter Migrationshintergrund","weiblich","","","",""
"CDU+/oder CSU/AfD","1985","indirekter Migrationshintergrund","maennlich","","","",""
"CDU+/oder CSU/AfD","1985","indirekter Migrationshintergrund","weiblich","","","",""
"SPD/AfD","1985","kein Migrationshintergrund","maennlich","","","",""
"SPD/AfD","1985","kein Migrationshintergrund","weiblich","","","",""
"SPD/AfD","1985","direkter Migrationshintergrund","maennlich","","","",""
"SPD/AfD","1985","direkter Migrationshintergrund","weiblich","","","",""
"SPD/AfD","1985","indirekter Migrationshintergrund","maennlich","","","",""
"SPD/AfD","1985","indirekter Migrationshintergrund","weiblich","","","",""
