"plh0012_h","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"Buendnis90/Gruene","1985","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Buendnis90/Gruene","1985","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke","1985","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke","1985","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke","1985","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke","1985","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Die Linke","1985","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Die Linke","1985","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"NPD/Republikaner/Die Rechte","1985","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"NPD/Republikaner/Die Rechte","1985","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"NPD/Republikaner/Die Rechte","1985","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"NPD/Republikaner/Die Rechte","1985","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"NPD/Republikaner/Die Rechte","1985","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"NPD/Republikaner/Die Rechte","1985","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Andere","1985","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","36","0.00745815065701087","0.00501524537691276","0.00990105593710899"
"Andere","1985","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Andere","1985","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Andere","1985","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Andere","1985","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Andere","1985","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","1985","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","1985","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","1985","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","1985","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","1985","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"SPD/Buendnis90/Gruene","1985","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/CDU","1985","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"SPD/CDU","1985","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/CDU","1985","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"SPD/CDU","1985","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/CDU","1985","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"SPD/CDU","1985","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/FDP","1985","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"SPD/FDP","1985","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/FDP","1985","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"SPD/FDP","1985","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/FDP","1985","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"SPD/FDP","1985","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","1985","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","1985","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","1985","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","1985","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","1985","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"SPD/DVU(Rep/NPD)","1985","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/CSU","1985","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","414","0.0828941380268439","0.0750654626832434","0.0907228133704444"
"CDU/CSU","1985","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/CSU","1985","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","115","0.132244633731612","0.110849124351254","0.15364014311197"
"CDU/CSU","1985","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/CSU","1985","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"CDU/CSU","1985","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/FDP","1985","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"CDU/FDP","1985","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/FDP","1985","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"CDU/FDP","1985","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/FDP","1985","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"CDU/FDP","1985","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","1985","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","1985","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","1985","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","1985","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","1985","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"CDU/Buendnis90/Gruene","1985","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Buendnis90/Gruene/Die Linke","1985","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
